,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.023106802789144676,,,,,,,,,,,-0.01636014391374916,,0.05911184179640659,,
BMP1,0.0023810180535956556,0.056781106891928564,0.06577171421696235,-0.01650281136266832,0.1145573863601157,0.06301713420447548,0.08197263342885913,0.004368508466352271,0.05401005508396454,-0.09341669404153878,0.006292368191541731,0.019518182566136227,0.03960285695761744,-0.09546155893907264,0.06939713267371343,0.03410213094412472,0.00487061042002228,0.031459528618851026,0.018831206041520398,0.0029077870494993835,0.10383078860257083,-0.004354044319254571
NDP,0.11809568514332501,0.01602498145426326,0.01992612733272012,0.047878114176742564,-0.0585226018458894,0.0053581891869528804,0.00415941196895871,0.0008918845849055546,0.07746001055355424,-0.03369687634647131,-0.0014944406713179876,0.03223720399654598,0.0701114788089562,-0.09944450568901879,0.03560987898126735,0.040684586284761515,0.004361321362732384,0.008734727520895564,-0.06139825066148969,0.05949861312339311,0.056147942776312645,0.08376955473517272
TNFSF18,0.14557392186068935,0.08222677690120044,,,,-0.016121191076300657,0.012220118385753622,-0.01700442545984952,,,,0.1068386234386854,,0.00010475869057510532,,,,0.01379717104357184,,0.038620669405977866,0.04617528451666542,
IL36G,,,,,,,,,,,-0.024215993662602176,,,,,,,,,,,
RTN4,-0.027105849733168097,0.041280226019434964,0.03593139237201318,0.11084235044717593,-0.02719754418476274,-0.09916728907983678,-0.07091125068229216,0.0027302597241720414,-0.07052716641740656,0.004530624345668299,-0.01657887988916936,-0.01733108685141295,0.011778438232838112,-0.07272042921076928,-0.0024719928407004516,-0.0471811983801966,-0.020501257610989112,-0.018449223002952694,-0.021609734360505124,-0.01656285617563139,-0.051920235686248005,0.052681250291810616
HEBP1,0.012565571158834004,0.058254928506777964,-0.03963455660040247,0.007523054306647272,0.029532557068961105,0.0023594383678436745,-0.05176867923822669,-0.016581603498810774,0.0007860555211172831,-0.06226781554274439,-0.018173639473183675,0.07862751889432815,0.0034327083372244272,0.035524380553429234,0.055781775334562786,0.009804637699858024,0.04816207096454956,-0.012387780882599194,-0.011252320734285453,0.05907100704752042,-0.021988352797228296,0.06301052478365023
WNT7B,0.07514427811640742,0.027673418595097508,-0.005597510154336512,0.05073900339349396,-0.018548107387830137,0.045480013554177606,-0.07384244298024376,-0.009692262341431859,,-0.0691453112653846,-0.0266161677201994,0.017667939188792416,-0.04237689034765906,,0.03876986773233967,-0.035377424104175076,-0.011871000860165983,-0.004013130010662165,-0.02006997124041424,-0.06627708631708537,0.02994368500493435,0.08685654781124323
PTMA,0.04951729811699569,0.03951184540694603,0.07473539923667147,0.010861401548459137,-0.0066136080665863345,0.13425046759212655,-0.0004935332605545716,-0.09036516133806889,0.09641106099706444,-0.022398292609169597,0.04812552949139639,0.04786223964457924,-0.08416638722230585,0.044063901727401746,-0.015856863555074253,-0.07071381274516393,0.011948141028491148,-0.09658257320687713,-0.029837888986644988,-0.09316273566429746,-0.006097491565089028,0.034311406330288174
FASLG,-0.019303098502358052,,,,,,,,,,,,,,,,,,,-0.03405314005642792,,
