,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.025876031154065122,0.05020381896632859,0.01838670082090667,-0.023339082818644594,,0.01200431181933292,0.006629872180710768,,,,,-0.05212616504404735,0.13456281391726238,0.009513456588944822,-0.002287376109265231,,
PDAP1,-0.014606042853893495,0.03915053747933831,0.06948997295539329,-0.029122381415784705,0.009949661971305776,0.11474540011545713,-0.02689049597438952,0.001516641166370023,-0.040124538986337874,-0.046238774538790765,0.06583923307822494,0.02601777347759271,0.011474191436265433,-0.06714739707084653,0.01716688342610252,0.05878186849471758,0.07026430000304344
QDPR,0.007479563380257937,0.0014031655126641369,0.02154587484698331,-0.030546212312378414,0.0047887528729431686,-0.14622457433063538,-0.003691472818740452,0.025596741806687254,0.04681261833600637,0.05050342415682679,-0.03220476702291855,-0.013663901119369633,-0.013348013738454954,0.010008203061111033,0.12613243447071276,-0.04046486753441944,0.13886520229520122
POMC,0.012391641987092713,-0.013342790430455677,-0.02551409303563917,-0.010838787991958502,-0.03887942536466707,0.004555707226913099,-0.007647732543251317,0.04373549022608153,0.029388065896006527,-0.03350394839202394,0.023457619639596253,-0.08915890897032942,0.011399870555576496,-0.054434456425420066,-0.0027507764368259586,0.08806577225271614,0.011434895595983752
CCL18,,-0.024106977339207487,,,,,,,0.05644459794225885,,,,-0.006971692952363591,,,,
CCL17,,,0.04781106808186622,,,,0.026451318263283955,0.005217405227290259,,-0.017870440548325043,,,,-0.035787516552022676,-0.004844362884590959,,
VEGFD,,0.03540563948007862,0.03205718210198496,0.06210595399793865,,0.07330544732698076,0.021079789611458247,0.004453387063589114,-0.030647121232533547,-0.0017350082723544137,,0.1306871502014142,,0.0160286024302966,,,
TNFSF13,,0.03700427578176977,-0.010701066689725387,,-0.023733317300255834,,,,,,,,,-0.025583009081634037,0.025203418752622078,-0.027740110358077233,
WNT5A,-0.011447240356292987,-0.0169827772037738,0.017892699930909604,-0.008791238561290916,0.010021788618906837,0.13279735328228173,-0.03327161966221252,0.07183529166362289,-0.028331633628064103,-0.03608948112700028,0.027371483194822896,-0.05693872829029793,0.03711144661022939,-0.061043608247816995,-0.052191159058119545,-0.07505416748918076,0.027966018627264666
CXCL8,,0.049815280873214005,-0.007128341280974847,-0.03413758987354966,-0.02240153632872875,0.08067947673996784,-0.0016704633373239507,-0.0021620219249918627,0.013194988563789412,-0.01271370319193814,,-0.04090904477775937,-0.012259144870280174,0.04590474543125548,-0.04136888121227603,-0.037487197204923176,-0.08976659270868353
GRN,-0.015393426908216086,-0.005996314532617872,-0.03327235479418154,0.023136208805920065,-0.0256814448027857,0.098155076379199,0.02081886444248322,0.06091841043519896,0.008973659514540745,-0.01493181872191759,0.002003662377962287,0.008358847643592134,-0.006086532613679737,-0.049206898179755224,-0.16108644675663583,-0.026453123945681396,-0.07782816518415388
MIA,0.032901010525818036,-0.034117597846444754,-0.05407815194477655,0.04091534268584799,0.025440532228751808,0.03388635838372828,0.00960917607698719,-0.05938085806056394,,0.02558731767413133,0.08038250537084035,-0.037855600649074304,0.02143731272882057,0.01440762088738369,0.16118722649740097,0.022339552284773374,
COL4A4,-0.021582577003994047,-0.028952283920838214,0.08682163012289833,-0.045131921083327045,-0.006533904911623655,0.034328819020243054,-0.013111939932289117,0.01339590874485374,,-0.02544403325220259,,-0.018544687934882592,-0.0009535198133238348,0.07693318339088819,-0.04068267201901504,0.003553668924039402,
TAC1,-0.0186358328995325,0.028586973690501036,0.05173291543617619,0.06061879112497498,-0.008832698936706419,-0.05908052959478997,-0.004517145653290235,-0.0354377937133705,0.04098948777965978,0.03932086901294901,,,,,-0.041140201748289196,0.020878405146673405,-0.059093848351240756
RARRES2,0.021906331830166506,0.052647763930364036,0.04266485279243261,0.01476519364431531,-0.005819470086035169,0.12288624295367903,0.009022320488157856,0.03713820006698247,0.03205362174096851,0.05588630232144689,0.003028765868139992,0.03747337808194886,0.05416267173932161,0.037728588495647045,0.03851703033632583,-0.03278881593158135,-0.0040061512261379455
FGF7,0.1025839813946723,,-0.02950792727264167,0.014048709052145416,-0.01505231169545089,0.02809178249685097,0.06570143060716271,0.0940058100798648,0.0010683553386897533,-0.03772236584697037,0.006502187309636797,0.0039387026459536305,-0.0941530035997287,0.015999694285496344,0.13903963235159444,0.026471434579429805,0.03607241397437881
HBEGF,0.002983303832546077,-0.01697679740146095,-0.018772704693127206,0.03798980515013293,-0.03173381586558756,0.10849526421661912,-0.002378774937363094,0.010575231575756643,0.006073563209563833,0.0008880397905126638,0.11035088814510847,-0.021855176668126506,0.03876625226276922,0.01272753660709258,-0.07337771493408077,-0.005635906989214602,0.10102294991579369
CSF3,,,-0.03283466980136611,0.020267028442190936,,0.045071042473857105,,,,,,,,,0.017692695899417236,-0.0035714928858915636,
PI3,,-0.02536155655329941,-0.008188630673642118,-0.005997420274516703,,0.023481145179352264,,,,,,,,0.03603400705017449,-0.06517582184839041,-0.053559199106352776,
PCSK1N,-0.08203973023690168,-0.02860296543678031,-0.025680929044096086,-0.03810387733670838,0.046082249370141444,-0.03593942645193787,0.07170611600285084,-0.09144366131833931,-0.03385455584074828,0.047221860850386876,-0.00011360718789506668,0.07438385690264591,0.0974541959038443,0.048929630686528974,0.14360194226312636,-0.050949597267654696,0.023313190113275074
NTS,,,,0.0671302632331196,-0.02756651806221503,-0.033133643973238855,0.004388458665701244,0.03887833480416012,-0.011696332869413099,,,,,,0.007044953671783252,,
SFRP1,0.006396123794694673,0.058841304632568495,-0.02957466142293294,0.0643286626538276,0.008954067677508918,0.025834290951201294,-0.02616118972276351,0.003086507836476822,0.09651929116868088,0.0030740525543516287,0.05844386186599453,0.06427282856392362,0.05012491905437441,-0.006490715435455546,-0.03804060370266986,-0.014555570429045652,-0.08445222951602811
CXCL13,,,,-0.036764170519349604,,,,,,,,,,,,-0.04725802995381396,
MICA,-0.0288168372620276,0.05890484526911019,0.0028271236882056704,0.02567816843849275,0.02514252155073441,0.1576002650425804,0.05810958479440073,0.022206270892845537,-0.033260493439116794,0.010016577330109487,0.02665252306408669,-0.047743406617755994,-0.008818762674162154,0.056555898396552194,0.009571484157279115,0.02110052672748262,0.027427372572904975
TG,-0.0004484619646991784,0.006189778589992533,-0.02189927913801022,-0.03385547418502724,-0.008034898227604191,-0.020888922531347057,0.00845497763602008,0.009463310178244274,,-0.026843923275263065,-0.032368936522709016,-0.11317847171113733,0.20896962732360852,,0.0020929516520032335,0.028871646553061674,
ADA,-0.006864741793023054,0.034247522741416084,-0.007084086868951731,0.010204295960627635,0.14384329327857337,0.09827037015704564,0.04150461610700051,-0.030157643308069984,0.027686812369574917,0.036881917764344595,0.04801503439547632,-0.010705056202610181,0.005052285522246152,-0.02115575338362872,-0.024946542962793535,-0.004949830283756227,0.06417594690317555
LAMC3,0.018701096081076195,0.006488896799887883,-0.025033440033401685,0.0417860091305568,0.03647272344979282,0.16782388499367387,0.009039404152690616,0.015581435196510708,0.030974935824513154,0.002476201230260341,0.12297185429901242,-0.10010075843724021,0.00296273070130705,-0.03654578305231291,-0.08646266609261037,0.010969613280777618,-0.05191664003538779
CCL7,,0.07319134987047057,-0.02307503286962976,0.0953759734205138,,,,,,,,,,,0.029988600249862985,-0.046774952551379825,
NGF,,-0.0005764030304530287,-0.04687001058369359,-0.02151287622654489,0.06829231301505179,,,,-0.012363567103862707,,,0.07041656127565545,-0.046445099001786644,,-0.040562853390463116,0.0359124935894391,
TNFSF15,,,-0.0033845936981320894,-0.026059184288609403,0.005792959087447058,,,,,,0.020978790573387033,-0.06651029585355009,0.046422960785864005,,-0.03857179967445529,-0.055285893804699886,
HMGB1,0.023603920011810935,0.030016965530624978,0.07724281692008418,0.06959636384445869,-0.006886111444607671,0.036947768609343914,0.022453162120803786,-0.00591983474150055,0.040156319796851664,-0.03728607212857459,-0.026674811049249444,-0.04410820103488026,-0.01186965188772773,0.013829648867558855,0.10421187904575308,0.03873511116492536,0.04562486693178157
ITGB3BP,-0.026087113855567234,-0.02525737475792436,0.005980974060268852,-0.018551580841472997,-0.049980406794067206,0.06385406829219888,-0.02175192297866577,0.0007488752378887405,0.10342465233648494,0.0011167870767488737,0.01606142541356146,-0.015954956308425517,0.07082625664831836,0.0032090130531268485,0.0788699474167068,0.014078811985422783,-0.027441243579750748
AANAT,,0.009204227119220258,-0.010815786030543117,-0.032518152166898455,,-0.007913084601683815,-0.027171206100398162,0.020611807184678154,-0.03702015604028089,-0.02397148666947675,,,-0.03255212807453258,0.019440399501729388,-0.03653094188649766,-0.03557442970690926,
RELN,0.032956029068805515,-0.016725870252951674,-0.002206466803779687,0.08881075992589249,0.10068352452197527,-0.06523988156040367,0.018828201871318458,0.06988707779864214,0.07596364955127959,-0.02653850480698349,,-0.011677540697696392,,0.035507616499091704,,0.05750436793923435,0.10712315578555633
IL15,-0.009786013386719918,0.08211123126649987,0.03984210907684943,-0.015288418620866082,0.06362945282875379,-0.002955028052713343,-0.018375571693262583,0.006888634844258164,0.038328947517387586,-0.022232445941848873,0.19704108886033414,0.0414364020202961,0.03699203309554355,0.08045863747050079,-0.006794094337122601,-0.009094825978234774,
UTS2,,,,,,0.07429062767990077,,,,,-0.04184673983318348,,,,,,
BSG,0.0014949799542813232,-0.006038023845958649,-0.047243837913648466,-0.06324612287800507,-0.012174951937388904,0.029844657142133277,-0.0484759915949113,-0.047834179132275244,0.004282050562993165,-0.02484695938740924,0.08439078732250946,0.04472218747735802,0.04848239475969233,-0.06399616131888523,0.02551653458717407,-0.00936032844125245,-0.020404203533999677
ADAMTS3,-0.03749280179874551,0.04423408272790941,0.018577935488915724,0.05950732349507595,-0.03363117725955374,0.1370523799535028,-0.04648733107505216,0.008933257908373309,0.008288816617008364,0.05169341179167018,0.11869543164115617,,-0.038977859425245606,-0.0685903679148313,0.06005483868935038,-0.007571842844030028,
CD34,-0.019664838581783133,0.0497244368096832,-0.0515575291906476,0.06233894889094916,0.03961358428818593,0.15041106393587234,0.011372045097612804,-0.018946263080322098,0.07045837029851792,0.011421093029805532,-0.023363032480885604,0.04647763903755995,0.015040081616882714,0.014447463360322996,0.0015050200239528483,-0.02684513939159975,0.08952441193499008
CCL23,,,,,,-0.027667891132972713,,,,,0.025201405245354424,,,,,,
PLAT,-0.024271292025515492,0.005829447795366094,0.05225739940908856,0.09112168607826625,-0.021006168368243136,0.14591172096833194,-0.031532747055662544,-0.06449177474690487,-0.029934952575969866,0.01096694929435329,-0.03175082918713891,-0.14131119837140488,-0.022678085313451123,-0.008519095174365552,0.0235685393470977,0.03448948164454134,0.07236745998775095
NTF3,,,,,,,,0.025646865775153863,,,,,,,,,
LTA,,,-0.029574660039383794,,,,0.05076522936134703,,,0.008451577916869662,,,,,-0.030654570733780546,,
CKLF,0.060912115702475525,0.012527562753860617,-0.017390547016570064,0.013053485215487487,0.015450103479854408,0.12009319803545701,-0.03346373290815886,0.047351515375877576,-0.003965766669923151,-0.013808100269322174,0.009833003190604839,-0.16280685107205817,0.03791616524093854,-0.003951063585641156,0.09972753292450534,0.132493413558943,-0.0968615164123285
CD24,0.12248383168031869,-0.01804727674547827,-0.009365897798698371,0.025825050019777678,-0.04551148084536528,0.007582997253660982,0.03866302274916598,0.07856458537220394,0.026136100612721935,0.030536630006033655,0.051777533911571645,0.20845317826576695,0.04996858168268841,-0.012292175124345807,0.041246268094679565,-0.027428392087046467,-0.05397584182862035
HSP90AA1,0.02288906766892763,0.01569917174979626,0.031076920029681133,0.013061916069545675,0.02170791946958734,-0.13929956392601514,-0.006937654741411684,-0.049318617466242345,-0.020809501838690667,-0.010125413017466011,-0.02528317418669574,0.11059723994804248,-0.11913290863109255,0.013519849181476752,-0.022031812710881376,-0.047207262020297264,-0.038956787054086874
BMP4,-0.022211599990569496,0.013284346742401195,0.020317243317558825,-0.006821797816608056,0.019940888577296145,0.02991315811241283,0.06226347999437648,-0.03368328739306208,0.12700270604676656,0.05384644345926831,0.19023696137307136,0.03880049793647565,-0.007258074702794752,-0.05023807651662296,0.05664410846268139,0.05701604417915853,
SCGB3A1,,-0.015334072557920965,,-0.009236125003841291,-0.010824979733554639,,,-0.06210814417083357,0.05935292676708203,-0.015513508681415444,0.008060534194213941,-0.0330383605800715,,,-0.029787609754128495,0.007534886345713821,
IGFBP4,-0.0006372679026169742,-0.031903437486869454,-0.04922173612019376,0.05349158776038762,-0.015541944398654903,0.23319144871820602,-0.0723988735971996,0.03964151511996548,0.06688723767564964,-0.01409272152996291,0.03512429067414017,0.11475681547029663,0.015647193853414926,-0.051910486436400484,-0.13888951754393777,-0.10052323112575992,-0.018611925712902003
RSPO4,,,-0.03824015494833854,0.031936070083505436,,,-0.030435794881935235,0.02235137899687394,,-0.030839906422864386,,0.05415343702339586,,,0.03148554411692508,-0.03375546144542635,
LEFTY2,0.0009268463818594324,0.04848071733383862,0.020418736251269134,0.06439542406647417,0.10285969217521669,0.2035897564149857,0.014056600680558588,0.037213126238255026,0.05470712417266315,0.03640067495443579,0.041905715089076465,,-0.04159886089183686,-0.040867425571686794,0.07263818842107052,-0.015121938792054127,
PF4,,-0.015906638800150804,0.038466075821405835,,,,,,,,,,,,0.01189546759293821,0.025345811815748853,
ANGPTL2,-0.00012175939618169174,-0.02950541534077186,0.015454635665893111,-0.019692575320685746,0.01434009245496559,0.10561369935537766,0.0030200668213774626,0.006509653874906591,0.028168494453780942,0.017116579143886305,0.053318721029987914,-0.031460597684181225,-0.056248748974023564,-0.005767677712759323,-0.0445520184837977,-0.008133843439405607,0.03415704378064047
LRIG2,0.053080372858048085,0.03642116936811004,0.03877844992492351,-0.008237742569977734,0.006279935823038445,0.06842919434408423,0.0054258446474807175,0.021253071817290012,-0.04212515756348651,-0.014122740052930011,-0.07276490775186381,-0.07544512834475099,0.02442166418942835,0.0033237453690991422,0.08604589827444194,0.0021551809872870607,-0.010676111017715118
ICOSLG,0.04350436304424692,0.06029505664726816,0.011878488732965986,0.027616271695941545,-0.023530412650102573,0.015605571295209151,-0.023977311204338412,-0.02835240393305658,-0.0591321678515777,-0.025696016941706923,0.01652109265016319,-0.04370841285773007,0.00017986817176186276,-0.006000730951316923,0.03557010526772071,-0.056388991092991426,0.00993958600092917
WIF1,,-0.028621414661659857,,-0.010682585203841438,0.02590852995384455,-0.07502392176994206,0.01288947224064828,0.010778277465904523,0.052420937752579166,-0.013603393759080358,,,,,,0.06679958201602698,-0.013333639281657091
NPPC,-0.06002878534809852,0.02778890944447122,0.01601787185014715,-0.02518037869753213,0.030650633017716034,-0.005727527547774879,0.012130637546562677,-0.013012626882469415,0.059212385736306085,0.001485071618403738,-0.02487458429902331,0.08226618401496057,-0.038977784565932524,-0.016815216509277014,,0.05264264583023248,0.016414594196717144
LYZ,0.014173521442008766,-0.015188934589392158,0.017323552158465975,0.034170249511159635,0.01935116264639689,0.11108315456283148,-0.0448300791835381,0.02643679428815855,0.06593358692127635,0.09039561817101105,0.06809749852521405,-0.03796697223873204,0.005790961389824233,-0.048246073374787826,-0.1272330628546159,-0.02491113697316318,-0.0737096940491706
EREG,,,,0.05612805875476537,,,,,0.014411697354326928,,,,,,-0.037633303752921586,-0.04045628245361391,
SPTAN1,0.017589999696440168,0.03319236976437397,-0.007766940596840685,0.013087602635574937,0.01682710557503851,-0.03634139006943497,0.026208291654068433,0.0052329798558796966,-0.023904928252324733,0.0041664310484132525,-0.0337100019367338,0.064280271344192,-0.05183909219382594,0.04046894367597832,0.1350374000545887,0.01805253366648239,-0.10954381486240437
LIPC,0.0963466262137567,-0.019473906868549024,-0.004429737830780869,-0.04327218026992184,0.017230050376519472,0.033845762280362304,0.015193153148751786,,-0.032385365643516184,0.022994783692395902,0.1163936693468123,0.024609224325532725,0.10441758252995868,0.009275300158044755,-0.04823503604598224,-0.036344290838660635,
COL8A1,-0.036817177403808736,-0.001404992868804223,-0.027194674938725297,0.10054657261162965,-0.02688698058802976,0.08223491375152858,-0.026669885001694007,0.03435855278492626,0.1357973090924773,0.028202003547529015,0.017968801048563184,-0.06592127319700321,0.03941970389701202,-0.033793710468440145,-0.1336730900005166,-0.02807812894777443,
GSTM2,-0.01380454146138178,-0.03533649284866663,0.039057239589549285,0.021058508098209607,0.013381410936762253,0.044179789131021434,-0.010921295510024596,0.0272198274166772,0.14147416945624647,0.014349271474110196,0.0066744403099775204,0.05404429087423618,0.03286235970116629,-0.05071443209418077,0.08106112813740034,0.08541845037303096,
SPX,-0.010559349130408449,-0.02029809222553731,-0.0067717823768744445,0.056240911093870236,-0.01908812529434236,-0.053874369269163475,-0.004324084460871519,0.04084654646806496,-0.10046967284946665,-0.026097464414077683,-0.03297603311356689,,-0.07439086329063484,0.01598835824265654,0.24186826233176253,0.09180279130575827,0.09274771462366413
MFGE8,-0.021120261940828555,-0.03457094555436682,0.013625897644736887,0.02990750532277486,0.008397842294845373,0.08021102792847656,-0.04430000214248445,0.0564980184161592,-0.04483695305857913,-0.009159980865258809,0.02842160515383204,-0.03755687679018278,0.08060529221096993,0.01331005757981954,-0.043293036511046025,0.0030157967534369763,-0.06336333018023979
TGFA,0.07715736970279624,0.028124820600415327,-0.016068180664432982,0.007467767108891909,0.07421787676941832,0.055580243631958244,-0.04856752467879494,0.04281065515625645,-0.0017970562949756106,-0.03884965145755488,0.04870199787035856,-0.008392640075505439,-0.03519583719827717,0.08216185269025472,0.054347977658095056,0.017739697951551434,-0.04759783853487142
SLIT2,-0.0008442607931303088,-0.003406740758721282,-0.0152186533957694,0.01902180673483199,0.05714326290308703,0.019612188673278505,0.04201733578960816,0.01185859011654309,0.0551543161226935,0.011742612257986576,0.015051896827911936,0.018727304673090812,0.019838798231806537,0.028222673796696688,-0.08986643820207045,0.025208422332214514,0.009525766690975232
PLTP,-0.025273257803676463,0.032591193115797154,-0.04190726735979639,0.07150563555198163,0.0273139074220657,0.16809153439192384,0.002418022577789406,0.07885913958494065,0.044335263925274676,-0.03325561965115136,-0.02838917336313051,0.038261281405978856,0.004847799975941404,-0.047487704570373546,-0.002666168222315539,0.010766473020119138,0.05713025782735602
APOD,0.06906310955289627,0.06010600122075261,0.0765800099401462,-0.05113132303390209,-0.016924034265312644,-0.030958120866861418,0.023564948791783266,0.009451938731997142,-0.0797880015414401,-0.00804260276244437,-0.04855892114477134,-0.030343334523316366,-0.04361629345205639,0.08374616422674772,-0.15784530302156585,0.009861609365279368,0.09276262570950176
B2M,0.040743570883776455,0.06644133804991595,0.083740755195224,0.12499291969115336,-0.04549088186810633,0.21606830004562538,-0.025334616569629913,0.06125382284106362,0.07266873735191778,0.01000623608526911,0.10512604656496646,-0.10626610524279399,0.06884038238612149,-0.03789313610146529,-0.20976562635501397,-0.038763205037662826,-0.025358688876634408
OMG,0.0395757151322101,0.024546162618996333,-0.02183823991461728,-0.00464414222469896,0.014986097669374294,-0.11879683483503384,0.06356218736732559,-0.027427867187453353,-0.08536831138486307,0.03607122119976044,-0.0488891738652907,-0.024439652800774866,0.035687149264522704,0.09036870678002887,0.23864949596024548,0.022323529861856782,0.0169011462542644
CXCL3,-0.01738051379671017,0.044838489006674094,-0.016437600740106015,-0.0315064896655443,,-0.006514855297698758,-0.005602865751677169,-0.06774192779687198,0.021192824150056147,-0.01601138904794407,-0.025635753610066956,,,0.033634501324018976,0.017333846742499735,-0.051303938862418484,
CXCL10,-0.1138951129222623,0.04757907709831944,0.02485255225219975,-0.026360155972374375,0.025056042162644232,0.16750340168979289,-0.004497662984265302,0.0354149584970241,0.07824063002367403,-0.02544403485963897,0.04494472922922663,-0.05132226696232571,-0.02327807064393035,0.018578959890053467,0.025999463561334472,-0.007412705407643463,
RSPO3,,0.06448166168818997,0.0008958454743434398,-0.007305758594929332,0.0008473943976926647,-0.03992836777171443,0.03123183492767826,0.00046111713841682855,0.021227782486999993,-0.01673159296580606,,,,,-0.03503809222391108,0.07523579472358778,-0.028986802136596934
CORT,-0.021582576656585594,0.06468327425099385,0.05822430751490395,-0.05251729183694549,-0.03329838151897697,-0.05757455351542721,0.03536565612947164,0.001029274869668042,0.12226740022663683,0.11351770827482434,,,,,,,0.08315029941599614
NCAN,0.05355942825938615,0.06482853797572036,-0.021172377006763735,0.03852294859749437,-0.01880977529415079,0.051764279550886125,0.0032486102065298304,0.011765783084002276,-0.04901718970456592,0.04478776453606016,-0.03870346161576396,-0.12718117540916726,0.03778594064728662,-0.025821470689780714,0.20093863670417622,-0.01431906871543518,0.013965970617347773
PRG4,,0.09625547143510396,0.016308489543715277,0.015943236559156346,,0.0006110002485956708,0.040402398846346686,,,0.03144266431012356,,,,,-0.05093966908053077,-0.03883869861467874,
ZG16B,,0.04407435795311743,-0.0050152576575281365,,,0.02527296325688386,0.03550165667646235,,,,,,-0.03618706824834895,,0.025074135525935102,-0.029977825983156837,
TGM2,-0.026604864411043344,-0.011765541880190314,-0.007645031945491871,0.08266018471765492,0.033226429556973365,0.1279017821717157,0.013263846991519957,-0.012478798533760849,0.0900921553917285,-0.006661729181434676,0.06348125979111406,-0.019664811772016563,0.0599904275224163,0.023024347574401523,-0.11372832431643304,-0.04809113446595296,0.02780865467411486
VEGFC,0.020763388550771956,-0.029280039942012843,0.1275304695393353,0.0010656018122094566,-0.03872371186833903,0.04970229243617228,-0.031185997696113566,0.029028241425624178,-0.022321174958937273,-0.01996379870917393,-0.024127506940774483,0.029151995740403065,0.13999022805766587,-0.041118431204827305,-0.03392165151419433,0.012065692486924098,
WNT6,,0.0028296872135031214,0.023897357899990666,0.019551819093201424,0.043212773643944435,-0.03401356985546776,-0.039663852700789856,,,-0.017423395402892974,,,0.07011851950298796,,-0.027625804919436385,0.10885002942528056,
NRG4,,-0.014123220579643003,-0.017869099833882907,-0.00012664316146102038,-0.03294045530265387,0.06701799490286266,0.011115702001279152,-0.030402028128725885,0.03605476391225132,-0.023290099755864987,,-0.055488143241355835,,-4.7584598783405384e-05,0.03113939671905102,-0.023908867315789513,
PMCH,,-0.016277771772245393,0.01694183406105872,,,,-0.011325288414844236,,,,,,,,0.004120243523289508,-0.05965660139226049,
COL9A1,-0.037761486188566944,-0.042656144805452365,0.011177517817402899,-0.004369647504906561,-0.027560931778286793,0.02573198370700617,0.01664811151707482,-0.006149538021639673,-0.0399458641473296,0.027320305038332285,-0.04563837158242211,-0.07414884631710437,0.016413176006769885,0.023806669210030766,0.09869714950837954,0.011158314318205992,-0.04716149440334638
GDF11,-0.03469843594617334,-0.021454718573621034,0.04281233962277891,0.001106617760124286,-0.015224437230198364,0.08867590047292728,0.01802961746518886,0.07079044304713489,-0.053079889198545116,0.04419205833494506,0.06406375681275639,0.08087153552865638,-0.031725982690912514,0.06125951126941101,0.016742356890808517,-0.040575380356756105,-0.04290506362958615
RAET1E,,,,,,,,,,,,,,,-0.027116866531857218,,
IL24,,,,,,,,,,,,,,,,-0.052078563661544536,
SORBS1,0.08981770392867633,0.032109552089855484,0.08783689954440874,0.07990260445510888,0.03168314657577495,0.03173557786697077,0.03273640047262315,0.04560542506314554,0.007444074338943884,-0.03181025020026155,0.005414616840558627,-0.01663455617865414,-0.02040204933254124,0.041301105400408815,0.07695584170158828,0.025097499001391525,0.07735096184803508
DLL1,-0.007096538321335414,0.039530123149561294,0.020985431069186756,0.032729654598310357,-0.02727947643378458,0.04340844873402542,-0.004216687861777472,0.040893265615092274,-0.021269912101480576,0.030190264582047058,-0.016465152970039705,-0.031283417310827726,0.01365500254322639,0.050720833170893584,0.0938520234637689,-0.0023657603317388184,-0.0049079710749341116
TLN1,0.06016298582515381,0.036415569775511185,-0.034603432360537506,0.028704853766465616,-0.005403613219577218,0.0543541873774525,0.031809810213674926,0.025489553094540165,-0.0158993957278673,0.04526927071566256,0.09815494349349962,0.005029330171639704,-0.028555923474473482,0.047886937148190215,-0.10506203464701055,0.014134967747088764,0.05523036393227985
COL2A1,0.04823808097156202,0.014623738796566733,,0.013113595513775994,-0.029151548030737662,0.045514526123960425,,,,0.065677238303812,,,,,-0.04225060920638287,0.009294268521299087,
SHH,,,4.9082351030458514e-05,0.05245117466762032,0.0772132562609673,0.004771721089268675,0.006052943199421143,-0.037100600437998316,,-0.01551350732543821,0.0645458614327786,,,0.025264418233124204,0.04928000121025572,-0.06687865997901282,
PON2,-0.0171828404967376,0.07571499836544708,0.03204650611255473,0.04985518290611307,-0.01697755822754851,0.08409105570738855,-0.02258526420935546,0.055767187304965424,0.07372930308149893,0.025365452307844392,0.06220295698903013,-0.06096595629151634,0.01443928522982886,-0.0352825806787569,0.18531441593598322,0.11731237173414157,0.052280025323185916
ICAM5,,-0.007836069963102031,-0.03737258611289457,0.0005594427530208514,0.048065117554184945,-0.029877232199301277,0.0016153651749755504,-0.023045938652895524,0.0040818237208161984,-0.01904885245205061,,,,,0.004746065793551449,-0.005687252267092048,-0.00037904702753440816
