,UKF243,ZH1007nec,ZH881T1,ZH916T1
SPX,-0.007200131591568889,,-0.009759093359270256,0.001322102779222437
MFGE8,0.2150342461381097,0.03485535210710774,-0.014213044712834477,0.07003479935934723
TGFA,0.035613515613927456,-0.006770213948649611,0.006845353086725737,0.05836150758392647
SLIT2,-0.0685599813789249,0.02202469959393347,0.0031532064802961223,0.03739275945679575
PLTP,-0.08376447150031088,-0.0911751480225093,0.06702448722101421,0.03731055001326089
APOD,-0.11001778784277542,-0.02451534091361461,0.05432065317690599,0.0002064968805086434
B2M,0.0801723969179478,0.04201818245028363,0.08844784879920654,0.052794974300536694
OMG,-0.11041546274271877,0.0662993817596996,0.0009464046409047668,0.023019428600455614
CXCL3,0.10369422770270284,-0.08449278599412129,0.018821511200879354,-0.0252679864499089
CXCL10,-0.0018739872743930618,-0.04158632560556378,0.06470441497143171,0.024792138698281077
RSPO3,,,0.061259887399367136,-0.01505428861050422
CORT,-0.03793005497412137,,-0.03070223362797584,
NCAN,-0.15205829454275066,0.020065553750955343,-0.026225075948917573,-0.024747143366306037
PRG4,-0.0063655432991713765,,-0.000410143956301391,-0.009441972267545142
ZG16B,,,,0.002986979701679494
TGM2,0.1922215574268949,0.012442911967544382,-0.00566502305466342,0.06090789853936463
VEGFC,-0.0219934374930958,0.139505496972679,-0.01883140903543781,0.029065076783347046
WNT6,0.08761268497896542,-0.05286625868005953,0.03586267761054974,-0.022669934284435794
NRG4,-0.017856154435949883,,-0.02437752655526736,-0.015054290297730805
PMCH,,,-0.014035573300032798,0.059182414725197724
COL9A1,-0.010882926481194637,0.08007800868059173,0.013181723702292817,-0.004399534217935322
GDF11,-0.07929006875341532,-0.06957617604524219,-0.009792092365835732,0.008109109124959612
RAET1E,,,,-0.016514449492992835
SORBS1,-0.0018316640298519198,0.08245546438213433,-0.014849177965733406,0.057437696837532935
DLL1,-0.05718786158920387,0.05989924330262316,0.016082112352373196,0.01148464711797644
TLN1,0.09075514444602308,0.015521439016469915,0.024646017533539986,0.03366173939515802
COL2A1,-0.003741337411656917,,0.010871726897623543,-0.021909078137338125
SHH,,0.02576706636509162,0.026742405275010765,-0.01591688976942785
PON2,-0.050759093077174196,0.13041966042924874,-0.017195749673294302,-0.04236264553051439
ICAM5,-0.0837312855573466,,0.12203111512049986,-0.0067519564948502735
HPX,0.0761107676603627,0.07352879702233152,0.021088855517961663,0.03887944813192413
SFRP2,-0.033632831630047835,-0.04169042201515584,0.01755812586191406,0.07123874404489121
CD70,,,0.04197804560712827,-0.02296803995241272
HP,0.05146660259385591,0.20010595356529184,-0.02204792841660802,-0.02251957173312069
CXCL2,0.05301633050616947,0.015051708884020137,0.03525333623786934,0.035743736843138856
NPPB,,,0.01507187227998744,-0.015270900907419295
CCK,-0.05675198261919312,,-0.020475946775493345,0.02127381388053685
SEMA6A,-0.04804190950404321,0.002535466314586869,-0.0757542806410788,-0.04252022240878279
IRAK4,0.12612514932953098,-0.05935827470578447,0.002396245455487995,0.03686645491195733
GSTP1,0.06540434558173011,0.09482863872405485,-0.024511661270916446,0.01949321718204704
VCAM1,0.16925151127782911,-0.013573126943707296,-0.030338623355267998,0.03778505090678413
NXPH3,0.10036584100756153,-0.013701321658404908,0.027898933796553074,0.045934578800979856
MTMR4,0.06345089708517175,-0.018629453764644276,-0.030685828886612226,-0.0015221260925659219
LAMC2,-0.012963463928411684,,-0.013623713125730803,0.05871354874969519
IL10,-0.050861994171931796,0.017971483584714995,0.05837323433752013,0.03694729991761943
SEMA4D,0.005750104928024952,-0.061965293368983085,0.02862129836458001,0.04562011826272262
TRH,0.16387264102698484,-0.014411903028240377,-0.020972213737754042,-0.01710443310543486
SEMA6D,-0.10088915762247277,0.001976076604076902,-0.018874133377444053,-0.016884156489895597
CEL,,-0.01060369980890196,0.0013653985611563999,-0.020619831445706012
PDCD1LG2,0.06842924360012836,-0.0129004692041793,-0.01759756543074006,-0.02572429705217751
SPINT1,-0.03830528462091113,0.0501271366360529,-0.022803879640709238,0.05178623382556121
CTHRC1,0.06163909963415945,-0.0011731789633851603,0.06006021217597448,0.07864896444892076
PODXL,0.048581671298607326,0.02216865203415764,0.012062639341219218,0.024582820941848493
JAM3,0.028269572303991675,0.05488396487962072,-0.04150040048690276,0.031644513622090024
TGFB2,-0.005840152490724363,-0.02940764757953361,0.014302030101003942,-0.031111404539395898
COL18A1,0.08050499777310609,0.07503440698772942,0.08413101025780124,0.06965616543931072
NODAL,,0.10650703079455151,-0.015579737756642441,-0.02340897217316667
INHBB,0.13273521970681756,0.05758126316228643,0.046511591598415704,-0.035396245682685935
LCN1,,,,-0.017296933731170194
ARF4,0.01710038845696127,0.11179936626756806,-0.012292584979117522,0.03624576336743265
CXCL14,0.08920691143461051,-0.0006539833884273662,0.027286006266269862,-0.05657817782342853
LIF,0.22711489533293125,-0.017826076261568652,-0.034800999978222294,-0.03417432876893944
IL17B,-0.038318267873952955,0.025361534189862815,0.05825272048333017,-0.014758284778301097
MMP1,,-0.014472485786321763,0.012612243353925506,0.04878668398680226
MATN1,-0.030191223847187573,,0.03613736839744941,-0.020802645656651565
ADAM28,0.01154664612842972,-0.026318419579473007,-0.010076047763214323,0.01278055282525197
TCN2,0.07386900139811241,0.07035990386643738,0.05060848057674843,0.056059669827264055
THPO,,0.009706092026619189,0.0693266423916687,-0.022519578588566656
CUBN,-0.002304930628446966,0.025097011886056758,-0.0035591836898074014,0.05089064160682963
TIMP3,0.08266317685338591,0.07942244052944857,0.03865294581509075,0.08469919918880392
PIGF,0.027008771947907184,0.050387020812925974,-0.04701348747594164,-0.027435204785272334
CRH,,,-0.01014397810522663,-0.009400700796166929
BDNF,-0.044149440042040494,-0.03120537444094485,0.04828051677683523,0.011003768843719888
CCL5,0.03886067518580411,-0.008924908303430233,0.008137521524554402,0.06399591938372784
GAD1,-0.011509245486196668,0.12224687697107384,0.0201477546896301,0.07020839577242732
COL14A1,0.09990055602373867,0.04757037103089351,0.04157148959469315,0.05182786072462041
HLA-A,0.0753234541448114,0.02913162115271804,0.00847641577522342,0.04682756421554114
FGF18,,,0.03865270169155979,-0.01710443447771011
ADM,0.07777365485544181,-0.08208914983659706,0.025669548572655403,-0.009018803809678082
CCL15,,,,0.01281013910896444
GNAI2,0.005941413518272201,-0.10842127342891715,-0.009993574783720493,0.061878716306105794
HDC,,,,0.10069276790045684
COL11A1,,-0.0010099881999811404,0.02810981079107903,0.024431952856205842
NUCB2,-0.0032552812813326872,-0.06738913681783222,0.030720712908472454,-0.023170291118579326
CXCL1,0.1249981013750154,0.09642462598396853,0.037872801183362816,0.007783924909942689
VCAN,0.09215005381610301,-0.002937773998523854,0.003542818351208452,0.028086952589097186
MMP7,0.22609137788929834,-0.07565075921740858,0.02701649037825938,0.012971456450891847
PTPN6,0.07569957843436402,0.09732775000956453,0.04476865589723963,0.005258914337915365
PTGS2,0.1784925847475657,-0.025173593866069408,0.0245774499522381,0.0027190066060677545
CD58,0.057418729138556696,0.1153105296549423,0.03344240195489823,-0.03493616350898506
TNFSF14,0.1044778186867896,0.031632037130244796,-0.02026662963732873,-0.03558064566893425
CNTN4,-0.04994507463341756,,0.005240375700286217,0.06259993653550389
INSL3,,,-0.02026662767924598,-0.02031203454255011
BTLA,,,,0.08679719336261052
MFNG,0.0058573329702067385,-0.017946459715396962,0.01279944972106376,0.04309431302420069
ICAM1,0.18320903415191397,0.062483531117960234,0.03698942818744223,0.049516595222669366
PROS1,0.14149519559179746,0.007452530946009953,0.04580829964555493,-0.0031290232226597586
CLCF1,0.24014242937120275,0.002592916752426231,0.005454431967328804,-0.03749473646472028
PSAP,-0.062018963635788876,7.263933042010575e-05,0.045236023265171066,0.012573293909938547
EFEMP1,0.22246781493622525,-0.0033890262037603825,0.017201665166204687,-0.06737123802034278
C1QTNF1,0.09522619529511336,0.030196111056488607,-0.021581216984550355,-0.05630599679276388
ALB,0.06938103166522218,-0.059028314309044955,-0.0339258319446801,0.0322230921492331
CCL13,,,-0.006226673379755067,
EFNA3,0.04173369679897943,0.005010718700550294,-0.03909784842307507,0.037448802039326955
DRAXIN,-0.04583690541531394,-0.07071580050373509,0.0496387920324704,0.018953551510882405
RAET1L,,,-0.02462206296844641,
NPTX2,-0.03766336627794086,-0.04242663491313429,-0.05011022904789459,0.11144802578389068
FGF11,0.08258941705719165,-0.09487315710716282,-0.01897768314507909,0.02405280557867314
CD59,0.05040318789748263,0.08981702193101254,0.0012832107926024263,0.06765131966654624
COL9A2,0.05972877765082172,0.13421541287422595,-0.011691877848940643,0.021845590943149
DLL3,-0.08010990684703258,0.08617810168771729,0.013730683555948682,0.016209156011919794
FGF5,,,,-0.016267849562366068
LIN7C,0.10555176654444252,0.012774498094077966,-0.003739789127554339,-0.028081604283426962
GDF7,-0.03019124439331394,,-0.01647558535066472,0.05939508932070034
PSPN,0.04701752759815196,0.04357666100915487,-0.02663523350165366,-0.028030553365210892
ANGPT1,0.0719428168473037,0.0393307237679454,-0.028183887753143344,0.0006803371862836444
PNOC,-0.01787946935722379,,-0.019532479349019943,-0.020963905293411307
L1CAM,-0.03165702534975056,-0.04546709119797859,0.0292595919146217,-0.025514073694515055
APOA1,0.03156805377654555,0.00439848817933027,-0.01770520798272963,-0.007340110979463348
PSEN1,0.020714447862848612,-0.00368922189563342,0.05186132464957224,0.010785373851305275
CALM2,-0.04711760892799141,0.07429292654589292,0.05743992177194161,-0.04922690831596555
CLEC2B,0.08561525481779513,-0.10444395311036551,0.024413857747842698,0.08531402034128302
NTNG1,-0.039084076507555035,-0.04760120907118815,-0.03094263925882399,0.00045370408094970774
LRIG1,0.0860708144263365,0.06683360363741503,-0.07418778381678559,-0.06562556187867247
CPAMD8,,,,-0.0212831098738637
GHRL,,0.09871789424708233,0.02414937097437863,-0.000858641852947704
NPY,-0.08773889771928928,-0.05803621852582288,0.014104158024837627,0.056546342961171156
MMP2,-0.05660335212847946,0.13124310064323683,-0.020894337966591084,0.02537264420699137
PPY,,,0.03192284262742729,0.03658468998515148
ALKAL2,0.1514529802452396,-0.05393115011919457,-0.03431927910034352,-0.002051109785905797
CSF1,0.2167535625997052,-0.08629355572297218,-0.044237017528189766,0.009045716777437563
SEMA4C,0.06910852325972709,0.007375276457112302,-0.0304639208617959,0.08023605095180407
BMP8A,,,,0.05241779612217394
ICAM2,-0.0246137303524031,0.06448119385014754,-0.013135187895766778,0.07257903976821863
SYTL3,0.02352837571476893,0.03138352093437032,-0.023354683930469848,0.0800787213408059
IL1A,0.07210111243671075,-0.07770575150314817,0.047833402295513736,-0.05100730442252437
HLA-G,-0.009222774538864461,0.0427991491906554,-0.017444542786628988,
PGF,0.06470851344690058,0.08983046162439917,0.06103005714331093,0.06067840467520466
LGALS8,0.038617080018034405,0.10470790962698563,0.01811244124705266,-0.008660747340064848
DKK3,-0.1003994454385921,0.09828020551935072,0.0400581668741726,0.06863635217799607
COL16A1,-0.018333403783187152,0.06291324268678679,0.018933709010151664,0.06539069977883372
TPH1,0.032280176796553574,-0.061455672641320194,0.024728067710218467,0.012493296234446307
TNC,0.21946975237011979,-0.033828461142068805,0.016038257592879836,-0.07173814692611853
TNFSF9,-0.05666640370401951,,0.035425255645200146,-0.014542152606063168
C4A,,-0.035739391584808676,-0.01664934752010749,0.04261549390487213
CNTN2,0.03263123280372464,-0.0449240629222422,-0.004443379615983795,0.011764721356102993
F7,,,0.07296653536870035,
LUM,0.016197276801460988,0.07530040946240776,0.04249425874873287,0.08586201529717216
BTC,,,0.029733880166505376,0.03180763982770672
APOC1,-0.1350431801726304,-0.07445732082000157,0.03424121352111341,-0.010607613876738017
PKM,0.08320676146848245,-0.023602410899205933,-0.012345787352585527,-0.09332583788284025
TNF,-0.05459365572318632,0.04309419870315102,,0.00031309313637415445
GNAS,-0.17724857749562453,-0.05519625685019307,0.01499354378169432,-0.023067285643436526
BMP8B,-0.06414914861687107,0.023901497141857117,0.0016947547226493513,0.006456568402713175
LIPH,0.11343045397487672,-0.04725901331502961,-0.02616396078184826,0.007366915670807575
CCL28,-0.03019121789179647,-0.04298087154600896,,-0.014156523034667565
PTPN11,-0.13610862150980588,-0.07437512445876523,-0.024884267101686296,0.0032967064185223318
ADAM12,0.15603017613069142,0.07135749871098053,0.0010891683974829363,0.018380465511880134
EPO,-0.024384955225070042,,-0.015762722434468458,-0.015054285728160116
EDN3,-0.026644741376159454,,0.01927144743908322,-0.02735352756171722
CCL22,,,-0.01383110274258041,-0.00494880536659493
CCL2,0.19920315594253346,-0.014847216113865736,-0.04066196727966992,-0.029256225354839512
DSCAM,0.029566132449493722,-0.002675477310719758,0.012080245591895793,-0.033577423029553334
ANG,0.10310635383917088,0.015435972502925006,0.011663602979926909,-0.016014551483921717
FBLN2,0.04679457739687242,0.036325442993510995,0.03943109484634008,0.006130559492810731
VTN,0.09719980928219561,0.07275315640000476,-0.020410598058227238,0.04431870310300775
VEGFA,0.07020430125329741,-0.09757894361787692,0.01453547108642398,-0.09837911854261958
F10,,,0.07193822624641165,-0.010241696091273362
SERPINA1,0.04405786186185104,-0.02767103328775305,0.04623984239347197,0.0413914401844535
VWF,-0.10270687308818541,0.12149976271965643,0.024917137685451316,0.09368524610752647
GDNF,,,-0.0054871857309725285,
VASP,0.13923692175866534,-0.02971732397294935,0.0013937332998776577,0.05005539930043416
ADAM15,0.09369725485409194,-0.07371390295525736,-0.0197364483218958,-0.007508360237663501
WNT2,-0.03510579778912974,0.028808013451589568,0.06006386046680841,-0.03660997690401878
CALCB,0.030571196132781774,,-0.008418326354071992,
OLFM2,-0.03449686923912487,-0.07391480503681432,-0.017101859628488852,-0.036519487026940495
MFAP2,-0.04710705983681613,0.04450827140340301,0.0019490522988417681,0.08213456647374212
HLA-C,0.13662312367779275,0.04129498145349841,0.09994374638121893,0.046532655959818134
THBS1,0.1422181374303501,-0.016924919953296834,0.03228975466258455,0.009876686053070016
HSPA4,-0.012475573158173155,-0.01810918120422098,-0.02981258227634089,-0.03445860377457107
LMAN1,0.0831292636611574,0.01650524331361623,0.061420918184097784,-0.01067658624792613
LYPD3,,-0.00895166340913784,-0.02510502029437446,0.07848480681745565
APOE,-0.09468425015065485,-0.11938235723317842,0.03333017736018472,0.041996048260327955
SOSTDC1,-0.04445832777079634,,0.0175931811621328,-0.025105197095097256
ANXA1,0.10172670585886717,0.09153403849818559,0.04076649165732279,-0.03714118232539588
WNT2B,-0.030904843914023553,-0.0022249404268131078,0.019172189941845035,-0.022524221108313997
AMH,0.0282743876536896,,-0.04528058151690667,-0.017852290770729154
GDF10,-0.03426046315445423,0.035551202727450305,0.04482172611745426,0.08617066841486329
EFNB3,0.00487614726955006,-0.0033443776799579328,0.011056764096284871,0.0041721784619229004
LTB,-0.04166733849421281,0.09823303716869787,0.09238048807259516,0.049326191074057606
ANGPT2,0.027521774772172138,0.08196957783243751,0.03374926636266598,0.01092617134735531
NRTN,,,-0.014035573300032798,
ADAM17,0.015403919630290584,0.03682830780796917,0.01775842158735545,0.016195836794225576
LRPAP1,0.01672155769661668,0.021629412592968585,0.06350591886819039,0.03413730297109191
NID1,-0.09397804226765726,0.045292845730188235,0.036269495844614454,0.07853139001425606
MST1,0.06711043840032803,-0.015506619163603188,-0.028773483785165366,-0.04239434510672713
IL13,,0.06362768513457048,,
DCN,-0.060216358908637115,0.11195269300492755,0.05659685149727331,0.06330759711102862
IGFL2,,,,0.028350605454962534
COL7A1,-0.007626066507664845,0.06983481065490005,-0.008183227445915183,0.08699233662720086
CALR,0.1178266611046376,0.0540950828322508,0.02302345083348444,0.02031528250757715
PIGA,0.07182421706890985,0.09326705929117352,0.0007815612730360963,-0.024324696170270818
CD200,0.03468400486440317,0.14542067804026293,-0.03587284525073344,0.08465826789192794
GRP,,,0.08130170829175455,0.07564094239893651
CDH1,,0.020444177197158825,0.028013728839779123,-0.015776081662523606
LPL,0.08593907047651468,-0.10900959541654376,0.05156311697041743,0.0007851478968675278
SEMA5A,-0.029377187703344625,0.08581955738817623,-0.06098354597893261,0.0053689369287598775
SEMA7A,-0.06161331555045396,0.06510561714703211,-0.03434548690092204,0.011734138081544101
SEMA4G,-0.041000974820382056,0.09276798225931808,-0.07905521453710784,-0.03821559977930991
SEMA3B,-0.02282719570111699,0.042562011281115586,-0.0029249028361669456,0.01155179604340549
RPH3A,-0.1230898438909257,0.03886332333162379,0.07088190104379874,-0.02483411147608178
JAG2,-0.028042491668520627,0.12766346137525514,-0.01827359485255055,0.05700824247132488
CGN,-0.03994124181905139,0.15570032687255173,0.03502021015214662,0.0033336804149171097
GDF15,0.0259948482816708,-0.034816183666598895,0.05501353692108817,-0.00170704702627864
SEMA4F,-0.015267362310991267,-0.026090348661154866,-0.022991680709934854,-0.03923154493753543
NXPH1,-0.07166172881199682,0.13148446803485,-0.027795910729751266,0.013584778694043374
ARF1,-0.05468912639602091,-0.01814708249097638,0.007189802649582862,-0.03906596336535119
DSC3,,,,0.04108866714665402
EBI3,-0.07095405698229465,0.019132762361681106,0.002371811349913933,0.03938171823689802
TIMP1,0.17492708730953752,-0.041200187127300156,0.07424796257395092,0.03382852218109851
SEMA3C,0.03526755032552418,0.07798639172852266,0.057438634983761325,0.07099460017678112
GNRH2,,,,-0.0163133752606684
GAS6,-0.008031004603281959,-0.030992977541580473,0.017224608517236065,0.010021525107291266
MEPE,-0.035521653771442674,,-0.007895614316273204,0.05814779546970035
SERPINE1,0.2681040094530198,0.017167158927378013,0.031240509924479572,-0.02234036939269239
RSPO2,-0.07142631529799995,,-0.03200165945709644,0.0369355610314754
SHBG,0.026578840923309508,-0.04036427840628683,0.04395964053969552,0.025004295857036573
LGALS3BP,0.13255523426190502,0.05062860017531048,-0.014769496234369487,-0.011960376333596008
LAMB1,0.17101979804074802,0.008273691120502736,0.0052508022257767425,0.04482772157121419
SPTBN2,-0.06151476152954432,0.09146992222473055,0.011094661436596088,-0.013968855435508446
COL1A2,0.053519794926689936,0.06489315437837706,0.0765900676030014,0.04476122666382186
DEFB1,,,,0.04608129276065435
CEACAM16,,0.03458238480004736,,
WNT11,,,0.054488045999077694,-0.01997892784259185
LGALS1,0.13067662926776785,-0.056594334573420876,0.029045151645253935,0.02388359887418917
BCAN,-0.14365768614841457,0.12024279088997845,-0.037137391793491153,-0.0027273536983588097
ANOS1,0.028066167158209213,0.11756904487822521,-0.018033994937334215,0.02531163924709035
EDA,-0.018102787081578427,0.019735813333558207,-0.03160623898190393,0.028936390886283136
FGF22,-0.05382635975327015,,0.05645736092578469,0.06161071855593155
SHANK1,,,-0.008785085345870774,-0.01042455326171331
RAET1G,,,,-0.01877107449313197
TGFB1,0.18265653878321997,-0.009783262312875202,0.06025066806224188,0.06242373187599713
MSTN,-0.02715585437973926,0.08739455887569395,-0.023882025270089327,0.013686707903991693
WNT4,-0.024287168078656267,,0.08671236614707674,0.08499336675566085
TNFSF4,0.11427930506850124,-0.0336804736727876,0.05596707491697732,-0.0005616748763815978
NTN1,0.08214498666942426,0.08599117221261278,0.0018666724232419328,-0.016677160837685907
CXCL12,-0.06850972440772339,0.0037751789190634657,-0.01896185942633851,0.05029317752445755
GNRH1,-0.032266624626840906,-0.0773022733912233,0.07786479750460758,0.040331447976357425
FGF8,,,0.06646778868299513,
RIMS1,-0.0612587791138123,,0.020775538079770096,-0.03246276745688442
FGF14,-0.06543282865093238,0.0003513219604036062,-0.010740245398580065,-0.02712629896723929
IGF1,-0.028207152253682557,0.12328807433626175,0.02640715441213099,0.03776001969639731
TNFSF10,-0.011912874350338146,-0.020173755145195666,0.004898961395322111,-0.025537656434253445
GDF5,-0.03720597327073665,,0.026296293160698297,-0.043421049297788276
CHAD,,,0.012935411872720895,
RGMA,-0.015603645870672034,0.08330729744034152,0.04625096092087635,-0.022905296082017454
WNT16,-0.022393822213550584,,0.0392620836209025,0.01249328823553212
CX3CL1,0.1953409731283247,0.0006823683937076703,0.034053639629730556,0.07135894387353363
FGF1,-0.07373023580968353,0.024671536316261497,-0.012945937118501576,0.04273285328168034
ALOX5AP,0.09908353149590848,0.003135189996088471,0.07551886958847945,-0.05950376169600563
IL1RN,0.1271917245962213,-0.07565063124215894,0.05513619417640905,-0.020259822191887256
PCSK9,,,-0.013623714650362188,
NPW,-0.05412946826677672,-0.0383005168610363,-0.037809089901032225,0.1770656055747108
CXCL9,-0.003236270722839012,,,-0.023138461847720622
ANGPTL4,0.23188875072606008,0.05018569627719495,0.02087500442827895,0.0030794573397999753
UCN2,,-0.023471864336892193,-0.01539472979055766,
OBP2A,,0.03172946130958342,,-0.016909903076054368
COL4A3,0.031970669777922824,,0.01440679915216391,0.0045750761983746
NRG3,-0.032740172733765546,,0.07272807950467683,0.027692114086332622
IL23A,0.08146287587554868,-0.0047426844117263,,0.041770709636623736
COLQ,-0.03429289168236473,0.16209852782160716,-0.047172175372884505,0.00849862280642049
SCGB1A1,,,0.07966364138687226,
TNFSF12,0.1249863532769328,0.011958702050223124,-0.0075325662956820276,0.03388812818839861
DKK2,0.01301785529842285,,0.023626408482313104,0.0252900512125889
FYN,0.058788800529679414,0.06616179643272871,-0.08950788163892962,-0.039044730392520606
ACE,0.009414880762563338,0.06689560192611267,0.015334791218302632,0.03431775623004012
IL18,0.04174179358524132,0.029666790970896383,-0.003562261086364186,0.03962097752479452
CCL27,0.07262651943982495,-0.03843249181070584,0.04822015357080949,-0.03390658004081009
SERPING1,0.1866614047895491,0.02163503799450343,0.039340729150632324,-0.027672711269911613
AZGP1,0.01246919774485093,0.1157563479414512,-0.0009628839717106177,-0.038792922079133645
INHA,-0.006081057935506144,-0.02363726858796615,-0.019839980746318906,-0.03290593674986381
SEMA3G,-0.04963639675456822,-0.002880541092415235,-0.006482731078933336,0.0780620377061791
OXT,,,-0.013199638243557481,
COL6A1,0.23525128038741602,0.020228639107289545,0.0019752386889642917,0.04967422204976063
FGF17,-0.00102224445560314,,-0.026082697216007263,-0.0161099512527052
TNFSF8,0.11992344543042678,0.11370265126933841,0.01261325775153231,0.03242716887447746
FGF20,,,-0.0015166473405775858,0.07409266442352729
ICAM3,0.2207576140837739,0.007002371686304809,0.02013940527787723,0.02598746813723503
LAMA4,0.1310719687091173,0.08296745378922334,0.04760513833315987,0.06128655759132524
INHBE,0.1100018660307082,,,
DLL4,-0.018024243399446808,-0.011022605437516955,0.023347277017347293,0.0684650515961208
SEMA3A,0.0427462869307691,0.039749445419759576,0.04007404960204344,-0.027554403903035016
