,UKF243,UKF248,UKF251,UKF255,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
TNFSF13,,0.01707016403664324,,,-0.013383887217248843,,,,0.007657631058947663,-0.028370989364235096,0.03037911788644808,0.00318219687821989
WNT5A,0.0027327550428634874,0.0650962285822357,-0.030665037600621343,0.13020258132912743,0.017144474169445756,0.03741156795239241,0.044690467550609216,-0.017102554293935444,-0.029674340058343653,0.01201543829113586,-0.00010569648563102128,0.07081716980046657
CXCL8,-0.023078634749889252,-0.045525315808302436,-0.01917305935976401,-0.05124115985517407,-0.019037711498913007,0.014097369159845574,-0.02537254883162626,-0.06679932942096482,0.01025942384748775,-0.013057167685685607,-0.08517322936206773,0.08110784266485174
GRN,0.012229346302115937,0.06583788101439834,-0.01930735055364053,0.045802314123054993,0.040730744153806654,0.06538487728289412,0.04827100892875797,0.0948120092728319,-0.026523600606822045,-0.04185187958980941,-0.02436372852587944,-0.007754629011910432
MIA,0.059523214707681106,0.03905724830287789,-0.01821044162291366,-0.015769516098706304,0.05299155693493063,-0.012602137324170835,0.0031442600052043433,-0.06009844102999777,0.11595114081339693,0.1101694418421385,0.11406057042444137,0.10866327742374786
COL4A4,0.10096559965773218,0.10110822737903012,0.002205723252903859,0.034127056551555714,0.10123482105374655,-0.018287466488251074,0.03653330550948821,,0.06498050259457834,0.08448955837641708,-0.0009301315565328773,0.05994744331904596
TAC1,0.047732709713218996,0.04018315353834174,-0.020865848644062285,0.08329515633485428,0.0012845477226119844,-0.0359824164857315,-0.025307597065203025,,,,-0.023299655972084186,-0.09080558616701413
RARRES2,0.005976267243185545,0.009697479174947083,0.044820015512867614,0.004282340214611103,-0.02043926206251323,0.04774722378526375,-0.03159484595106158,-0.01911591943185289,0.0038836897913645304,0.05929470818210651,0.05092851077938845,-0.001376629811830009
FGF7,-0.010368148714453683,,0.005704969065850089,0.04915730524798058,0.048129854230111194,0.02090905928977716,-0.02418022555664998,0.03865962959232329,-0.008489506002978611,0.05975640459579354,0.03570857499386919,0.04720192405193082
EFNA2,,,,,,,,,,-0.017184799251129337,,
HBEGF,0.002858875977847549,-0.004090203986712387,-0.011367912878559767,0.06662870082899806,0.05216473098999973,0.06808323632376484,0.02462021646596066,-0.0061505739282440896,-0.008389948038526305,-0.003259235392159902,-0.04951708098773369,0.07354947350221706
CSF3,-0.038461852793269594,,,-0.021724870187068427,,-0.019347787554548874,,,-0.04059249551373105,-0.03914571944840991,0.003863242979848002,0.188161621533522
PI3,-0.0455638001029367,-0.02704622738517945,,-0.05146925586969137,,-0.0037778656742287354,,0.04448662697039255,-0.058932804645142264,-0.055532619138758406,-0.04054276737467199,0.0203994267731551
PCSK1N,-0.010471108756855562,0.06998678620738216,0.02130972283832451,0.06152397926315652,-0.06057547976590598,0.005423961744910396,0.02190766123627052,-0.05740772420040145,-0.01295237677805256,-0.024727428965703666,0.0422720245118027,-0.06412255372199122
NTS,,,,,-0.015545537273584679,-0.023780758276311282,-0.022174850059370924,,0.02406884603433837,-0.020936416841157407,-0.027633451603810723,
SFRP1,0.15966204878992507,-0.01413408906748838,-0.03216400340502963,,-0.007669225260207132,-0.05197453544939773,0.0030382357687606058,-0.009033842111355215,0.00042417528864057894,0.036324260994939954,-0.02699132019628168,-0.04408712696312128
CXCL13,,,-0.004986584696543294,-0.015774826303113307,,,,,-0.02990146019861458,-0.034937374624112345,,0.006005425980962757
MICA,0.04004967476029712,0.017967056153373403,0.08579286040745944,0.09652493660148752,-0.009171381082653255,0.10754678176881415,-0.028938316092540755,0.03114900050428456,0.011074356431390224,0.05848229511409591,0.027857214754073188,0.005220125907178278
TG,-0.030660235641093096,0.07522309462948779,-0.0026187870989404813,,-0.017943648023707112,0.04226066396313286,-0.018731132900104492,0.1652775113884635,0.007158457222674793,0.038116270225427754,0.008692482679142568,0.03706306566427906
ADA,0.00648622032755789,0.023166748929529118,-0.003514949600494981,0.11206295141509455,0.08410754624417448,0.020977178105173678,0.053744480058374476,-0.020537528379347067,0.017199058377889657,0.04034002554686606,0.02634456650211508,0.03365327609281333
LAMC3,-0.03139921169634859,0.07031830140367039,0.035028286869715326,0.010925354013897343,0.0608215672405457,0.04902896642948397,0.01773426791656106,0.06189617171146012,-0.012777364643692625,-0.04572988130254861,-0.04677375931411942,0.0469637192763121
CCL7,,-0.01635265776148696,,,,,,,-0.019951605467622,,-0.019554250561873713,0.002446692901671669
NGF,-0.022158966730002245,0.020759009187253166,,,0.04805763802581526,,,,0.12593566797335315,-0.016953806637737386,-0.02841919676234939,-0.027814733042585724
TNFSF15,-0.027413407359541172,,,,0.031680951550463333,,,,-0.019450574958863223,,0.007221425946247848,0.13354785464695565
HMGB1,0.04269727120079712,0.02018737378076394,0.041738149073565295,0.031724780705638174,0.04004252569404979,0.041149423918186705,-0.028338716831409743,-0.06185958353729981,0.015344305660917466,-0.04074828325423962,0.04437946770080238,-0.03277159811335417
ITGB3BP,-0.03537614287294779,0.05281006382868075,0.03625889815179731,0.03348717662869372,0.03873283446103618,0.01511723414971584,0.019194920150445025,0.012472456785514048,0.030072040538319505,0.010110299386921007,-0.014990084569383954,-0.00473764297017102
AANAT,0.01930436079140237,0.0344568831543881,,,,-0.017452227962492996,0.015880991317072254,0.0067644836736283085,0.08043239888928518,0.08144329680447321,-0.02068921254930381,-0.021577401286076405
RELN,-0.007820154548390896,-0.02432396610384178,-0.01723132708317904,0.040882614527040805,0.007141934675355703,-0.018740658266458408,-0.02029415376623052,,,,,-0.043618480275782495
IL15,0.05336778823302178,0.016309506105010967,-0.02476637684348988,,-0.014794132334729827,0.0520624953326739,0.021939684398273537,0.018968661039853153,-0.032066556888638416,0.008736373626443528,0.011818649734329579,-0.010441317886822782
UTS2,,,,,,-0.005478097122808604,,0.13914783501566197,0.15837196176400486,,,
BSG,0.009242511842723905,0.05515234305703568,0.035825802616887385,0.017445207104110693,-0.0363314294480832,0.020568122314861832,0.02590072522945335,0.09395793440363237,0.10728714482431871,0.002481936825598912,0.08282353385318345,0.04116850355958483
ADAMTS3,-0.045365277449832576,-0.014433379268903854,0.046245244509879095,,-0.023829067435045564,0.0981262692006842,-0.004210142716175614,-0.035804070889890446,0.032678369260582485,0.0899089073756502,0.03276337459101443,0.0072932078131249444
CD34,-0.013598127860995448,0.02834922159507466,-0.021201605207946707,0.008301994866758373,0.10475935730107636,0.04894904574753495,-0.04538373443326104,0.14809701555536955,0.03861945287174263,0.030199296268791267,-0.023069547520297454,0.04790566412304234
CCL23,,,,,,0.09750710262643345,,,,,,
PLAT,-0.010254608458816665,0.05844409406920333,-0.02554408314282215,0.013733556595593777,-0.005997557368560437,0.1078798571236654,0.09083034875636593,0.16213576854566641,0.1237495205738039,0.0017763113361007558,-0.043878562371886774,-0.03834787265163409
NTF3,,,,,,,,,0.050538738250361176,0.03275919434938632,,
LTA,,,-0.014296303059739104,,,,-0.01622350716805699,,,,0.033103155182186254,
CKLF,0.048041830237125986,0.05716152593509558,0.021415448216378724,0.05336898691408576,0.06258810866917267,0.04834824986405199,-0.0019368379154751374,0.1232010627083444,0.027401873189345685,0.052791601923382496,0.03595789197529334,0.07608932815590222
CD24,-0.05575490487675206,0.05432647179899677,0.003119376812142412,-0.07335764799042802,0.004348130207892362,0.026336747378674395,-0.030670989600171145,-0.06259352164032449,0.052935295223486174,-0.05003951807002539,0.009609737399635308,-0.009177144665164238
HSP90AA1,0.0018203707143848791,-0.0317480083798958,-0.06321992834387871,-0.1006322899807798,-0.038561333325877085,-0.02658925309050245,0.00036444431977118523,-0.009260202879617187,-0.04588510486261285,-0.023999945176511876,-0.020027058349825506,-0.07350236788674445
BMP4,0.05303816276241464,-0.006737249361329581,-0.015154919292690203,0.06635998602995474,0.025652919075395884,0.022966203894170253,-0.025700676915014174,-0.024054465507038734,0.08128101177873812,0.024114749146112373,-0.03493625798181129,0.02707567639172154
SCGB3A1,,0.1902681741786306,,-0.023221737848918525,-0.01888497157894656,,,-0.02898260706720259,0.04256975229461786,0.016409937275742928,-0.04100003545169874,-0.018586132356405653
IGFBP4,-0.06270435590209708,0.06047131410572009,-0.004351059452059051,0.07533860474047069,0.08694142916484507,0.10436006032243075,0.06281098699873723,0.09210756616837835,-0.07034375977684125,-0.10199096048523906,-0.02282733713167891,-0.03335251816641523
RSPO4,-0.027069449681616804,,0.005987905094098283,,,,0.10145883606901493,,,,-0.02460639519549908,-0.027208248321396365
LEFTY2,-0.03252898369746718,0.04072327380650826,-0.014471883412756839,0.07705087367991129,0.1857670507864886,0.11240057653793012,0.06653933971376749,0.0261068406247664,0.03447532805653131,0.04203687172901271,0.047753462765099286,-0.031215154688817134
PF4,,0.08214778081824473,-0.01300443070364559,,,,,,,-0.01575105827273769,0.034302139567450256,0.001704276805829215
ANGPTL2,0.047241191955613944,0.02520728122199028,-0.008568348868444807,0.09625627016483704,0.04751382402713273,0.07468228741721897,1.109293219253243e-06,0.0707100164489785,0.00771514341966444,-0.01617367816214445,-0.043111394597935795,-0.03198106477577859
LRIG2,-0.013135003398545581,-0.00577101393937367,0.030284770894553503,-0.010988901077516395,0.04645426343124425,0.05714368995794829,0.048692024714686734,-0.08222187884194528,0.06970944869954125,0.019043236274742675,0.051467434389214216,0.020218836718911587
ICOSLG,-0.04029754177158668,0.007842255564426097,0.025052425836901187,0.007816871813069101,0.05092103499407441,0.08374125797363106,0.08297633261514596,-0.0673486496681432,0.023849614505141423,0.017297731443263145,0.03649293011243521,0.06006902979633891
WIF1,-0.015243371141811195,-0.03052262535219097,,-0.03765669891208981,-0.02683602956660825,-0.04004943608700635,-0.014560703655432758,,,,,-0.02551383896752806
NPPC,-0.0012524032685182075,-0.0098528660150874,,-0.029133592342175905,-0.03623075121318282,-0.00933875571149591,-0.018545073347744377,-0.06400872088131951,0.027433965672829765,-0.014921301039103685,,-0.041252044362933026
LYZ,-0.027093848108399557,0.02453624581655538,-0.016753812604206386,0.054203164177955815,0.029346513429536352,0.06970198202471288,-0.00393900886809976,-0.014966958724054628,0.05155212685004861,0.0913485082079917,-0.0362577934151501,-0.029895009990969123
EREG,,,,-0.029283525168902595,,,,,0.01696589085663504,-0.024678742961458264,-0.03215527000225244,0.11601892874075927
SPTAN1,0.06725012633592953,0.01365723767647095,-0.04736654663096257,0.009409037697746495,-0.025106717044050698,0.0657989256669718,-0.010095949489092131,0.05010508409115301,0.027217435311935063,-0.037815684931266046,0.032299602819052815,-0.05749381541016699
LIPC,0.024619880374004272,0.044811633036795605,-0.01957236322523825,,-0.02294190583771783,0.11649794079211521,-0.027506228620807954,0.05758963797736813,,,-0.03520605751681342,-0.003132971386258446
COL8A1,-0.02422631607880088,0.03814942116076602,0.013631307607102674,-0.027123896916488775,0.007944201428246037,0.03068217512240859,0.03694465090622887,0.1784910273637179,0.03347464236334181,0.08305552227220858,-0.0073894112713588835,0.012405343165881025
GSTM2,-0.019723454286951592,0.029264190961012675,0.019645166836908458,0.023083289853502314,-0.012510430957565035,0.006351244620258672,0.06440507940439001,0.09601350459419965,0.015322862990633365,-0.028492492222322464,-0.018926216106331807,-0.05109088230066291
IL4,,,,,,,,-0.018698371669887973,,,,
SPX,-0.013788304044347121,0.07522984054220468,0.04493835236761392,,-0.007480501141571661,-0.00221083994622152,0.05123812273943671,,0.02250097214074428,-0.019556952123617445,0.11516846485153831,-0.0024514225551752066
MFGE8,-0.031149942554190593,0.01591104677995231,-0.02458974275853976,-0.041778470990706904,0.04444803542559707,0.022238689112979732,0.057078421943510996,0.17902313533386904,0.037894744020203944,-0.05331145925921964,0.024412746100743454,-0.020566043417829243
TGFA,-0.03793138127652753,0.0762050722001205,-0.03491155153274366,0.014451199743709377,0.020451233690265806,0.0025658671110332858,0.05654049571513489,-0.053857370382449726,0.0009909251180603745,-0.020599706884463657,0.017502073711507842,0.002245640500794677
SLIT2,-0.022917726280677595,-0.019148544818748985,0.04536271069026531,-0.017260025362250502,-0.019325952425080343,0.01944680589647493,0.00627440113001419,0.1060243031140803,0.10718748232388887,-0.009047274883807422,-0.037633365068661856,-0.05397848224107714
PLTP,-0.015506467953811902,0.020020361281555835,0.0314907560772905,0.03441359833682377,-0.009340237394746341,0.047037216694727456,-0.017473504627686647,0.02282944813424967,-0.0069975855419958126,0.0043634258625368525,-0.03054564480431911,0.051508655875483894
APOD,0.005197531634426708,0.009718054454955561,0.03192050017761964,0.04630329542308087,-0.02685521092917156,-0.0039788496822941955,-0.042240386891191445,-0.045178698296909896,0.09748899447638384,0.014142709613187775,-0.04079092994939753,0.0006844191833739495
B2M,0.020815951829179415,0.0653933690465674,0.022749513447022612,0.04723247998889035,0.044823444425876116,0.05054685033373161,-0.04903441695140237,0.16145355117366814,0.06502609962999574,0.062387897414535674,-0.09251100698555344,0.00129311268838961
OMG,0.045076302139456965,0.04823380405284286,0.021184664423076413,0.12456342614914509,-0.011039880641579848,-0.027516085350305794,-0.0019271903225239514,0.12361569302566257,0.035519686811092334,-0.001984311180881081,0.10805728352718742,-0.07069029180019286
CXCL3,-0.0190000696443123,-0.009283738516834297,-0.026735871918264046,0.008606535649071465,,-0.02291394105318661,0.0809109600770318,0.0596771642712489,0.00270845364987274,0.0008549547896845273,-0.01517491909689696,0.04096659610365725
CXCL10,0.06691525641622084,0.03125886005369662,0.05407004209697886,,-0.020221902904183377,0.0024260175297718665,-0.008029462101464937,0.09272919038417912,-0.020602592188761166,0.05586549177381067,-0.020558406321109033,0.03588202571774009
RSPO3,,-0.02221300557812706,,0.09677898690316875,-0.016527058536790224,0.01309818685557846,0.03209861383063177,,-0.026456332335774685,0.1593664542616412,0.0654208780999323,-0.02421108206885869
CORT,-0.030349622417215553,0.03324013312153482,-0.023225089736433224,0.04157415296878486,-0.001604224079580667,-0.0341257434106324,-0.027413440308017033,,0.07144852057123717,-0.016482681917494937,,
NCAN,0.022223479408912773,0.06689205342742927,-0.02993371385073388,0.054827800981362376,0.05620994330418666,-0.019560528551802188,0.003283521034545494,0.1272081463270627,0.08397221379224536,-0.01412327083744712,0.07789596911152614,0.005204578160960309
PRG4,0.06752570177130061,0.05696710191309195,,0.05918964446803036,,-0.009419243757483615,-0.0005288781574419964,,0.05689489406846626,0.009142184339652231,-0.025621125761780907,0.10508469695145989
ZG16B,,-0.022676198500408282,-0.015648718759537578,,,0.002342581641105684,-0.012891049190376723,,,,-0.024743009038439654,-0.018182823625057666
TGM2,-0.0540317857283008,-0.008930290861587446,0.023307750914336622,0.0044892769088541815,0.06912014997616785,0.04988073235418477,-0.007944768885510168,0.11323107153064495,0.012432842548089228,-0.013755091830312772,-0.027450786445495385,0.023385958037932093
VEGFC,-0.029719755047620353,0.015373236112732305,0.09346634270498445,-0.0323030394564853,0.046374803805840005,-0.032730423696879826,-0.018396303129481734,7.503794873284105e-05,-0.025676570066092468,0.04078989414605961,0.011834675285496449,-0.0127928569506821
WNT6,-0.037692566999959605,-0.026384651790010087,-0.01447188379256423,-0.004507266454400152,-0.01517422137980579,0.037779991238399334,0.009675661036593822,-0.0559384101537698,-0.0013480201593850667,0.0623687188186283,-0.02988226867820557,0.03354043880193592
NRG4,-0.02808983801913249,0.07584486153269059,,0.1407896336558653,0.0008828239433830173,0.03264137831728511,0.06397705425917126,,,,-0.01984374289718817,-0.028254739585126868
PMCH,,-0.01735904165625551,,,,,-0.018868925587797722,,-0.020279433579106693,-0.02312608454406967,-0.04279064812899175,-0.006940428448976006
COL9A1,0.051935587959547766,0.015902003868098737,0.03006305444151031,0.13175610123927667,0.04343637277889472,-0.023402759265058897,0.007599564173296471,0.0517743835664094,0.01886761190527408,0.009536410823032164,0.07379127121248362,0.08332415009587477
GDF11,0.05925750778646776,0.054545513457898494,-0.008001412583192508,0.09050096693875322,0.07110793223742184,0.04396089564420912,0.03020647587251979,0.07270397858474094,0.01983156802681138,-0.0395815348466756,0.05829761581119498,-0.056255698070813834
RAET1E,,,,,,,,,,,0.03470952093041004,
IL24,,,,,,,,,-0.015119857004484354,-0.01549991565671136,,0.06614723268650023
SORBS1,0.05035752279870418,0.05514185610466515,-0.01160330707526148,0.028442364752513008,-0.014918362093257065,-0.019817637559847497,0.014635475616765647,0.027482136941306256,0.03304409852029985,0.02368737184301879,0.02658538034929712,-0.026828563778279833
DLL1,-0.031062636454208134,0.0637860427601931,0.08987855046206113,0.023980005517549342,0.04338967591382038,0.07027573123039613,0.03528206730861399,0.10762170645711472,0.02050500606156637,0.05176061084148961,0.07045269627480778,-0.015799734163881505
TLN1,0.010946693245161569,-0.0024008743696885826,-0.019756298418161296,0.033046067461533525,0.0682279646999682,0.06740004869231189,-0.015649276499834355,0.0007936300010941775,-0.028644681862389203,-0.007395730668735185,-0.03474981405374316,-0.044983027906590325
COL2A1,0.03395781521756735,0.01307372797395781,,,-0.016439380391522415,0.011354887084041256,,,0.058329920702378246,-0.040397521741699104,-0.02887934967862795,0.03320494846202879
SHH,,,,,0.0022013759156792544,0.02405309915288271,0.037176107219087186,-0.11637215423199394,0.02706721399059408,-0.0174289536062796,0.011237632484232714,0.06033141022253
PON2,0.04140806393074667,0.02799120536267894,-0.028023552732278887,0.1351623197562337,-0.005472681862355085,0.05482219023118209,0.007737570866902462,0.025279193240620723,0.06392947798808588,0.04585594481853142,0.09013690229394387,0.02265830131228962
ICAM5,0.030915074687682207,0.02154984555585909,-0.018628564591116035,-0.02322173949231852,-0.029266689617249392,-0.044776095271854076,0.02203239602665997,,-0.0017567284295199664,0.00820545085833977,-0.0038228458988972106,0.013064596827429012
HPX,0.04744899908121818,0.004348818810707404,,0.02485531486479991,0.05650383661225449,0.08542893022767081,0.019475089847451492,0.02974155250703354,0.042221701736483847,0.0998888343375801,0.022734787970375918,-0.03356643776345592
SFRP2,0.18235268361391443,0.010655840357476536,,,0.004790613259370107,-0.01828746110325663,-0.02108413291355755,-0.044113125921792874,0.053382001268706195,-0.018235822876614505,0.009754849465611459,-0.006717715165703982
CFC1,,,,,-0.025640722342979465,,-0.016223508148527334,,,,,-0.025000998860556293
CD70,,-0.012121195563934277,,,,,0.006464376682590466,,0.010170811909561862,0.05912261839013673,0.010671919511780432,0.18739272424044393
HP,0.08185897205868992,0.007816019024884149,,0.05045603189873493,,0.019007762176938555,0.030490217866515852,-0.046018904674890136,-0.0015488325442949715,-0.008888666936914045,0.04062808133964111,-0.04722386169367941
CXCL2,0.06461066922066236,0.052129820684250726,0.03915226051328016,0.07903658458788562,0.1017479458658384,0.009680359764592075,0.02169240013347072,0.01971316593014199,-0.002844235121566843,0.018037004362159686,0.008321834337164477,0.07898120783201655
NPPB,,-0.021096509088322262,,-0.019622984349730973,,,-0.014205963523640707,,0.060329688154217416,0.009532562650109133,-0.020129267167177136,
CCK,0.030849590794615665,0.058157843021305514,-0.030531199429783443,0.019726421818801673,-0.011863340377564813,-0.02713498088033107,-0.08186756223320178,,0.011429229181572007,-0.006654740755294051,0.006546336956105244,-0.07905728190587909
SEMA6A,0.04456141518673326,0.004769126379251905,-0.01971122975801451,0.10289033565486294,-0.010661899318020664,0.02730667185110182,0.07048050923166546,0.16037113974976605,0.041125597147772266,-0.05153457768458222,0.06071724451755024,0.06334470397120172
IRAK4,0.0567401681728514,0.012723050013086294,-0.024968249433957243,0.06048020716203433,0.02227280701817143,0.05841020421977196,0.015143770466279094,0.08720530471348525,0.01061341629881097,0.06759895694350275,-0.010888343808940519,-0.033464081937384774
GSTP1,0.12067530302218402,0.08983561711509604,-0.014463500300003691,0.09496937052384954,0.01204067666281317,0.045257801936876826,-0.04256264915765371,0.02483006911326459,0.041270848455345704,0.09694566481757788,0.07041316886688108,0.01615030069878258
VCAM1,-0.0019656269183704394,0.05271105086265828,-0.03424316088688131,0.04263827691825892,-0.00017451440907180664,0.06709281714134084,0.020806843439036393,0.11557148052167077,0.06331260833691983,-0.0033069396763207373,0.06925477293877685,0.05615791321400932
NXPH3,0.008406810600501895,-0.0037169977001223374,-0.028212422347805573,0.07241950126106558,0.03659696649445819,-0.0007973071723704615,-0.010063865340358897,0.06358964026966236,0.06500543905912927,-0.02317146053259325,0.12911804888773493,-0.07284205627322693
MTMR4,0.03463112168000117,0.019276239634884534,-0.012247970157044541,0.06702754096003521,-0.010619676326736348,0.015015870739970157,0.033261020027848316,-0.03538766942171023,0.025803506011375456,0.04749714117384734,0.05381113254130723,-0.047320098860124435
LAMC2,-0.02565154817469369,-0.016558553716584525,,,0.10142141554565116,,-0.017883723199517667,,-0.018588484915496823,-0.020355738450137877,0.08170941064751633,-0.027208263299463853
IL10,-0.040697075697832034,-0.03498640393242547,-0.020728393008750113,0.0663250963815809,,-0.017012505015941048,-0.01914296521541364,-0.06840712015288511,0.0015102031187050335,-0.019356771095390895,0.03167632001690865,0.04417897971191017
SEMA4D,-0.01355352626757702,0.024565904523862973,0.019670526490130104,0.10230857188081696,0.004630168618557552,-0.05969389292030342,0.017342357223998833,0.019658315776385826,0.01231605856679608,0.03638190797591027,-0.008746190674103708,-0.005784985354008955
TRH,0.04660188526843327,-0.01724303662194538,,-0.016778610272950047,0.026653842432333093,0.09130445113002054,0.03476410092529174,0.028272896326580133,0.03465624926015328,-0.06012425901744461,-0.0225461291255666,-0.00422992199195909
SEMA6D,0.006567297828221475,0.010750432585707008,0.010941230918717237,0.07618659089722613,-0.00485389706792958,0.04135029196946876,0.07518509749208498,0.062468303378394166,0.027266019509903597,-8.377482689634621e-05,0.08875267097942005,-0.016139563776933884
CEL,,,,-0.01841250823611909,,,,0.024568105739137053,0.16804949872895752,0.007511054709484354,-0.02901758815676452,0.04113386930848263
PDCD1LG2,0.05811494167009039,0.001834452712855218,-0.0010296157284378216,-0.022670598042638164,-0.014600590714595723,0.026949891292885154,-0.038652528039639596,0.04407410946133133,0.06552008749227048,0.019287016999859387,0.033776250833007906,0.10264732691900108
SPINT1,-0.023965269226596614,-0.007483433089601324,0.005805534406578778,0.001272487432539544,-0.01888497734925525,0.08246101058481366,-0.031069061053530713,0.06267211903686103,0.03998823758714242,0.06993985226460595,0.033074175258009576,0.016275511167029133
CTHRC1,-0.04750997355194685,0.04311060654623464,-0.021709458803399376,-0.01971362500637455,0.08573857515087108,0.05409058243797613,0.053211415131217854,0.01133264640382108,-0.0323006024380821,0.0037770458363826326,0.0011880651332161214,0.0035346471687703112
PODXL,0.017525753933944826,0.04620896968382568,0.04333376518607041,0.0989985978486201,0.10459070219412746,0.07931343927745799,0.07040507107898852,0.056954938916200036,0.0781120630765155,-0.02766711208435045,0.01587109178752608,-0.035767493273015954
JAM3,0.04812797244514074,0.03426955565803161,0.04939768133597953,0.05651697609516613,0.04927580099724578,0.08909130107436124,0.05413028974442007,0.02859025546822529,0.015300797656732444,-0.04398098992523169,-0.02695606079223122,0.037300762801132974
TGFB2,-0.0017534584292198314,-0.03541459362597262,-0.028896584913614402,-0.03782427196942364,-0.02380312648913338,0.0713732840176231,0.09431437962720568,0.0869973277609225,-0.04289879127129518,-0.03925565363404259,0.009963716771886785,-0.04830695789613476
COL18A1,0.02815420304603986,0.04642680878824827,0.015642564943862024,0.07747770537787343,0.05349802829569891,0.07828941385433259,0.04456536276700307,0.1426096619660987,0.01848559335018817,-0.05384712167548656,-0.04575148979306554,-0.008953178447317656
NODAL,,-0.034023190886213285,0.031377696532496814,,0.13997126192103126,0.0610266908780445,,0.07179332238756252,0.05261577036700089,-0.019146047036907202,-0.0036704210172484966,0.03189298539673521
INHBB,-0.03966693747065232,0.028002680580839025,0.01783933995783463,0.02003723459110236,0.016893294425886038,0.0627403215323881,0.03634488274866673,0.04776444057017983,-0.002933122156838423,0.06636471595662455,0.0712384871543473,-0.0889943448811263
LCN1,,0.02536272759708385,,,,-0.02010831924282477,,,-0.024041601262999517,-0.018081019767081177,-0.02279987293208902,-0.019084275351042162
ARF4,0.038907002859174276,0.030480284671668176,-0.0037185788551971732,-0.018260079749135454,-0.02525798697250782,0.028033301497204337,-0.006044824853653345,0.10723596237803433,0.08051257828265561,0.0014382092877055766,-0.0021161033117039576,0.059977641011826205
CXCL14,-0.010099456261696293,0.04584041282461423,-0.0184358852345205,0.05066194449093805,-0.03329233608212941,-0.0032905323282769283,0.051076968288679345,-0.08600336683344914,-0.0725644057803716,-0.08660697773645584,0.02829671905520343,-0.0220283831263977
LIF,-0.0017134000243201823,-0.016155109522433368,0.019101943211930764,-0.04774160262047766,0.0022675864649882057,0.04290449608183957,0.11449579461703417,-0.05762830125958118,0.04445594490922522,-0.0355948122239199,-0.03132261703690163,0.05235075706184492
IL17B,-0.011738458351171936,,,-0.016778610272950047,,0.0385335723065013,,0.07333805184915845,-0.020921279375806432,-0.014367017959663945,0.007075541863647848,-0.02157739695274377
