,UKF248,UKF251,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.02633350250485324,0.06369522488823179,0.0137966829540274,-0.009633668506357197,0.0035858068317775734,-0.014408775866381065
NDP,-0.11794290918030365,0.050368524880240066,0.04297159376069635,0.03248385336290859,0.034844170763666124,0.04427708777342386
TNFSF18,0.013938144536436462,0.06723302729531237,,,,
IL36G,,,0.05964801443293828,,,
RTN4,-0.014855865780344583,0.0036165504766580755,-0.06341096803058714,-0.02108403340257284,-0.0009319935806904929,0.03869269611242324
HEBP1,0.03574221588919178,0.016467177512897425,0.014320801995601859,0.07440096606662766,0.007527625997278783,0.07430975438367603
WNT7B,-0.005057269459986334,0.050986992868945806,0.016048678888586094,0.034720853320887764,0.09762492288721178,0.018371161693708116
PTMA,-0.002320051821231323,0.03330537512285308,0.0612693519147235,0.03379014305117483,0.019552693266841253,0.00028216239837601005
CEACAM1,-0.034390709110912264,-0.014296302618219332,,-0.024907859599016233,-0.01827203359575967,-0.017163926969733963
PDAP1,-0.07334707813244278,0.04157072351815734,0.0849401171057422,0.016665125319662244,0.009409105846719836,0.03786052368422722
QDPR,-0.044714722991177895,0.02064466475634551,0.02679086802290897,-0.007156968877371481,0.030744347661053772,-0.03771943811285966
POMC,0.051955811760522684,0.10419131141593688,0.027430560371605545,0.07765352642500988,-0.0011969969896177145,-0.0016076154425729693
CCL18,-0.04291635559772454,,,-0.025113660937063312,-0.04461909607359025,-0.032768166212117006
CCL17,,,-0.015946954365104755,-0.017670920811209582,0.06643368164630148,
VEGFD,-0.026738451891276854,0.01268193445302557,-0.017090844923470617,,-0.01827203359575967,
TNFSF13,-0.02151407777014134,,,0.041609774786570575,-0.000792765428224007,-0.019273939617110852
WNT5A,0.013521321881961954,0.040195039828722696,-0.02055097166864946,-0.0029346448022447157,-0.011388048878174028,0.06952215916155693
CXCL8,0.026575542116043675,0.08172943122650073,0.022309407314312656,-0.08660276017738137,-0.03345285978436113,-0.0503322956672554
GRN,0.037625823747568184,-0.06147110701954238,-0.052047821220091536,-0.008384826236244307,-0.05609130442844029,-0.013193069408368794
MIA,0.03201188074059934,0.017095517851929313,-0.023406695354418493,0.09505959453141788,0.09810734562387975,-0.06600953547100598
COL4A4,0.03936106551892374,-0.030624541089644863,0.09881782639638588,-0.02841789649463406,0.07353056339611251,0.00933684171596743
TAC1,0.017035440226443828,-0.023353495635032372,-0.040238654819363506,,,0.03335229186882378
RARRES2,-0.0007724110543180108,0.03439916416982582,0.08542464245372608,-0.002076275990052568,-0.0005726037012256396,-0.07357732777984591
