,UKF259,ZH1019T1,ZH916T1
DCN,0.010363901872590847,0.009429145565814928,0.01445271975002491
RARRES2,0.012880648405405157,-0.0828426725030627,-0.04017990596471163
SEMA4A,-0.01773230156639201,0.016538615882247875,0.024012953715429223
GDF11,-0.009773954314549776,0.010203355337301037,0.03081570686025349
GPC3,0.05036725837692636,0.03375507851143947,-0.015968473849882838
OSTN,0.04364336074831063,,
GRN,0.012345198312565218,0.03844998814180923,0.057457365683594705
CALM1,0.010585120840612914,-0.05747661595187571,0.024671054739276336
ANGPTL4,0.021573558153021536,-0.17863949923064645,0.00737341121495837
BMP8B,-0.01669895649084065,0.07089417381779659,0.06059550975696337
TNFSF4,-0.02597574706931589,0.10619243154612201,0.03810954198457329
RBP4,-0.008276862717124769,,0.0415692416218655
DKK3,-0.03405073282875061,0.048479502719650576,0.00950033860117012
COL11A1,6.871959078034334e-05,,-0.019274535343218865
COL5A1,0.020129585561187033,0.0888223573860034,0.03213297004731242
KISS1,-0.017012620757632577,,
MEGF10,-0.0005207248472116411,0.0039010885852229778,0.02849913974323446
CEACAM1,0.012349301201808488,-0.029689499029322393,-0.01867003003028728
EFEMP2,0.046240487338791034,-0.02670935664771939,-0.020694121539851916
IGF1,-0.03797767269334474,-0.005367368376525203,-0.0016221019224092795
COL6A3,0.03609188945916706,0.09402236825079317,0.07194983658752552
RLN2,0.027484123480117823,,-0.016817904353968394
PLAU,0.019003233388166448,0.013403430710219323,0.04598688867580661
CXCL12,-0.03157089288043496,0.04157863138233228,0.026033480744921653
MMP9,0.06422154968170485,-0.020609150629940554,0.04844937757010863
TNFSF14,0.017495244740651398,,-0.03218425405698397
HBEGF,0.043912852268140956,0.0668760787488982,0.002943216402349211
NUCB2,-0.015069550419548064,0.02440191096198413,0.03472778416861899
VCAN,-0.0006826088461604707,-0.09933859926358724,-0.05122537130325342
VEGFC,-0.02026140615400715,0.02638577301714124,-0.017966913659936228
LMAN1,-0.005789380985096577,-0.039516855240324125,-0.02102474160519986
IRAK4,-0.033275190540541864,0.004847267730428125,-0.001124083552987795
MICB,-0.012123527696415774,0.10444798582500273,0.008541482509642257
COL1A2,0.003305103306142827,0.03740350654619416,0.037118905225820925
ICOSLG,0.005079305029671151,0.0524620715257595,0.06200534400615951
GNAS,-0.09085184463795676,-0.06011850505124957,-0.021743229837607753
C4B,-0.003013593654956162,,0.09164633719951545
COL2A1,,,-0.019817721788619916
GSTM2,0.006763541058392976,-0.014441850776508622,-0.0035826619592839635
NLGN1,-0.01717199907440597,-0.0668744701260569,0.033233054135159396
SCGB3A2,,,-0.02233369092590742
LEFTY2,0.012401696424232231,,0.016818164564459583
ACE,-0.018162177911774127,-0.02520108132062942,0.08078647612498385
RPH3A,-0.037203009818104225,,0.019594960236044793
NCAM1,0.01954555869664442,-0.057682755053109165,-0.03991867695787713
EFNB2,0.05953015836875932,0.012643928214944845,-0.0022960313928061873
ICAM5,0.013151041487330088,,-0.029363996541922312
CCL5,0.021464911641130704,0.10058245170693908,0.07568554761763115
PSPN,0.006448346812924186,0.01380506173356691,0.02542604501685741
PENK,0.003485410209524975,,0.1564384270755474
EGF,0.010541969519233137,-0.034731578973764096,-0.0149997694778061
