,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
BMP1,0.04046265676773106,-0.06018554043947476,-0.006255315097643571,-0.0036666298827946545
NDP,-0.019705154511822188,-0.03607644628544309,0.08647534426385772,-0.023157961738501553
TNFSF18,,,,-0.026018897573676612
RTN4,0.004122214362494853,-0.06466850660736277,-0.034995121821767235,-0.047664586304629775
HEBP1,-0.02668016796614089,0.09113229330562295,-0.018607509056589963,0.042350352888994046
WNT7B,0.12775752224525191,-0.027931154224999317,-0.01705032656349982,-0.036405156315836656
PTMA,-0.11808175633106203,-0.02219628775969921,-0.03951006260506907,-0.050045279108448665
CEACAM1,0.08798448464164088,-0.030088383280886644,-0.0147162000379916,
PDAP1,0.01264051326877659,0.01546062921552558,-0.015804387997466158,-0.0024673969134676827
QDPR,-0.011358970901770203,0.02321588871708946,0.010284145033402142,0.043084469557252855
POMC,-0.061743523492581776,0.08518153098123835,0.017760315928191994,-0.05325253881892096
CCL18,-0.053694937506870974,0.019223372017424772,-0.035935985991493585,
CCL17,,-0.021346251619102193,-0.02124375862954831,
VEGFD,0.02104943071945533,,0.012462865934602869,
TNFSF13,,0.07837921228654321,0.04696229906191062,0.0411624095181896
WNT5A,0.05896688158009955,0.04282509448737103,0.02876756832788314,0.029309602361244524
CXCL8,-0.0261745723804003,-0.10754909723426077,0.011959645180367599,0.00815678126395525
GRN,-0.0430622005739729,-0.06591869043016692,-0.013425304902681357,0.009275928800791668
MIA,0.04592064979756043,0.1860857695990546,-0.0068399065677475016,0.049790536448749895
COL4A4,,-0.009292091645375908,-0.023562937269861185,-0.03163495487696494
TAC1,,,,-0.09640480103795668
RARRES2,0.016248110025494047,-0.05775350517372863,0.048392767003885236,-0.07879414274579168
FGF7,0.07583839591324663,0.0222158553024293,0.030830783145756793,0.020622609469433565
EFNA2,,,-0.013986763282720116,
HBEGF,0.00548863809018721,0.04824102179138595,0.03502874407486866,0.0708117798863075
CSF3,,-0.02308976173011167,0.044254557285513536,-0.017898378069703104
PI3,-0.013434318346615287,-0.09456525818253483,0.011678928390906156,-0.07160524378341245
PCSK1N,-0.002347190996856369,0.019956686430662406,-0.039624407250040655,-0.03885041127653243
NTS,,-0.012792327613122507,-0.01704021688390566,
SFRP1,-0.010607076262244853,0.006255343434366629,-0.02908540496719887,-0.0415149296226867
CXCL13,,-0.029517626085335084,-0.03593598208065206,-0.026991642498173554
MICA,0.040623452540846317,0.02205747633994229,-0.03561084462946488,0.046828576303960416
TG,-0.05607712812148264,0.08343958749909551,0.05662851462580188,-0.013050147742370118
ADA,0.04077006209081265,0.08236341710707054,-0.018303636760136813,0.0048336742976265445
LAMC3,-0.10515667975119108,-0.05998908258436018,-0.0034774021879900724,0.05321809029631475
CCL7,,-0.004514019931752249,,-0.046833211419955195
NGF,,-0.012739452861773191,0.04449795444715754,-0.03771232125138305
TNFSF15,,-0.031189690564938206,,0.037042379453615285
HMGB1,-0.09858021710669111,-0.051466530443005136,0.06076881899976833,-0.005871652520170885
ITGB3BP,0.06659504011812135,0.01226697390701079,-0.022851354298862606,0.02742607388169552
AANAT,-0.07312512473131133,-0.012896909731340188,0.0665138429777947,-0.020318500150423763
RELN,,,,-0.04957658246296277
IL15,0.117654976731727,0.02472921120088208,-0.034124827292266124,0.08897927470795496
UTS2,-0.030267629635881848,0.07031352644450793,,
BSG,0.12773304941802646,0.037162384524714945,-0.004823553407840352,0.0629613370900903
ADAMTS3,0.04870631523636477,-0.012374831600520863,-0.037988285812526314,-0.011587213273325864
CD34,-0.12206986715148116,0.055883388933101484,-0.044631190736157726,-0.01709520287419884
PLAT,-0.06619720240746596,0.15791518946551963,-0.02039620829444778,0.1012763630081012
NTF3,,-0.0023139080013971445,0.012214947732590043,
CKLF,0.11110892710441285,0.07214815385098225,-0.04936387412228097,0.09070683686368289
CD24,0.05350597597392282,0.09206435219666165,-0.033789984211265514,-0.08274746800593562
HSP90AA1,-0.07571389970752855,-0.14865666003013123,-0.0036566767323223527,-0.055589683135544514
BMP4,-0.03556837299991549,0.05966740842788431,0.03836118845137468,-0.01976122326332007
SCGB3A1,0.029103726683912385,0.027878399421488436,-0.011412477902223694,0.014526209021641789
IGFBP4,-0.19850483515182013,-0.08368655290228574,0.026560305662071067,0.03656338114161077
RSPO4,,,,0.1926126137389297
LEFTY2,-0.04107023186857026,0.0043710107187766595,-0.016082264813167182,-0.04256626846885879
PF4,,,-0.012819836897346035,-0.020070241072399964
ANGPTL2,0.056298813710673155,0.09707949350433592,-0.015872237538529496,0.03658430930530603
LRIG2,0.07365415629970894,-0.02276339868320096,0.02920587786577556,0.004073035298041628
ICOSLG,-0.030276180884402086,0.05515922819319855,0.003216216616015269,0.05759984250456374
WIF1,,,,-0.022487801672584795
NPPC,0.18439124436903667,-0.011326144041245913,0.009209239470576457,-0.024993938303295677
LYZ,-0.029539428105953783,0.037969272378749044,0.026784062680770767,0.01269805458054797
EREG,,0.06526063740795753,-0.030981573447092257,0.06486945392795984
SPTAN1,0.012534497025035937,0.00649524348464943,0.0348743573711018,-0.008524329529895302
LIPC,-0.013314056641336518,,,0.00010172203376347048
COL8A1,0.004307379771801505,0.13981912970788987,-0.01712234414579507,-0.019226338562978083
GSTM2,-0.06485364752243336,0.0104985569958913,0.026971857134798924,-0.023389205557607286
IL4,0.029670446700580878,,,
SPX,,0.048063383274583316,-0.01591746612149406,-0.015773697798178523
MFGE8,-0.08794646609545982,-0.002405161025584949,0.015124300916339138,-8.572679748995607e-05
TGFA,0.05597294825196021,0.02478317264766118,0.06933591010464733,0.03875274013373824
SLIT2,-0.06313464301336778,0.0028345828881937043,-0.04874751266802505,0.015797825947690983
PLTP,0.028425977744975503,-0.07077103258172802,0.09670590895632271,0.05823004956408696
APOD,0.09268638676900062,0.11834348119324652,-0.0328803091508018,0.05258522700518574
B2M,-0.049917659106194466,0.04895898352008012,0.05059045692227622,0.08793104719045723
OMG,-0.04621113741525798,0.05159630753373874,0.028638742058825408,-0.01106522271803404
CXCL3,-0.05955877872039819,-0.026569495300376854,0.030804156938247677,-0.021495972184860795
CXCL10,-0.013268512790572087,0.020633907433105173,-0.01719511770504114,0.04136680022680722
RSPO3,,0.03129345750690019,0.08046777211544762,-0.05314507936474707
CORT,,-0.03648061294119405,-0.013415307730709891,
NCAN,-0.12280056441834648,0.12228392024938953,0.017747680148263268,-0.006635537119920049
PRG4,,-0.035041309777467645,-0.01979510749361709,0.01054109962908733
ZG16B,,,,0.09857098820633414
TGM2,0.047075998353788666,0.021290609556902894,0.024259376867117967,0.023112471353917495
VEGFC,-0.05903970590259307,-0.029713358054768234,-0.026879387371993992,-0.032470229169977334
WNT6,0.00867017077109521,0.004403428473501671,-0.00889735105063121,-0.017692136140940985
NRG4,,,,-0.026606259155083675
PMCH,,-0.03251879492006142,-0.018822394457288637,0.03808835909434632
COL9A1,-0.012002150658171838,0.10768071459319992,0.01014085773936682,0.07879661730487376
GDF11,0.006642488588733641,-0.006762713092010208,-0.010393654514506776,0.037010923425163496
IL24,,-0.024245229889262976,-0.012615431115862583,-0.02974491263272257
SORBS1,0.022205030819896072,0.050162522094447014,-0.0010838088713537775,-0.03211740981184085
DLL1,-0.09604870318163476,0.06887283743754885,0.012813003952377841,0.06268954476761876
TLN1,-0.014364423437522667,-0.0760943607538696,-0.05621037012565743,0.04155727040882817
COL2A1,,-0.03600043763450405,-0.004926667540459826,0.01913647487339015
SHH,0.03409798699978683,0.050572334921620006,0.02287347674488365,-0.025978794173150143
PON2,0.01023018008152063,0.06654222030167314,0.048614538754135087,-0.006917194512150517
ICAM5,,-0.04110016271579717,-0.006721701077758787,0.011301844409844598
HPX,-0.024978618004883588,0.024837075056382434,-0.00942221441862513,0.06580959012923938
SFRP2,0.018168598976303237,0.05633386395505236,0.06080629430994246,0.06004943143285854
CFC1,,,,-0.023542353056053678
CD70,,0.032853543393921596,-0.022760660907705926,-0.02526625421990339
HP,0.0851791396457231,-0.028592011877190848,0.011175951812486026,-0.0612816796775798
CXCL2,0.02270092148754307,-0.03406460821759391,0.009678369631988584,0.012841403140164022
NPPB,,0.005329895311426408,-0.01446835010908397,
CCK,,0.03731197566805024,-0.027951931362795297,-0.06713951347305913
SEMA6A,0.04446790517571041,0.01989831936460003,0.02361512660532446,0.06635798930649647
IRAK4,-0.12440653801540333,0.007436931878659323,0.013226815942592214,0.03515999417966603
GSTP1,0.13305967780920283,0.11406632435663316,0.034671581678077115,0.10186578173065215
VCAM1,0.14509137985827614,0.007190805159664456,-0.026541611642085117,-0.05134403752029173
NXPH3,0.08636487641858448,0.021876248340181162,-0.0007687326606059403,0.00927729198528767
MTMR4,0.17042759120260106,-0.0028751937405096365,0.05486719687289535,0.04535821521799849
LAMC2,,-0.029807298437786216,-0.01656760087717243,-0.025620837959743556
IL10,-0.08372866146408088,-0.022660774650530673,0.008938794353415927,0.0765275412596526
SEMA4D,-0.005197867310972912,-0.025483763395801717,0.043442418796347554,0.03207050250234075
TRH,-0.07757004045772876,0.039126507494137416,-0.029642267981903843,-0.01609962850197464
SEMA6D,0.06874822474390083,-0.08197447617353369,-0.012671929260596734,0.0913330939400426
CEL,-0.02793980964649867,0.013190992789378958,0.13871681627248378,0.026997354268137264
PDCD1LG2,-0.008630268350317357,0.12022292976415526,0.05415802853778772,0.07272900544049496
SPINT1,-0.035511014140501965,0.07899809087589707,0.039002955783070344,0.00680707115286125
CTHRC1,0.01155414064130551,0.0056988862047442955,0.040789311347624604,0.047810295107653125
PODXL,-0.010608423109200548,-0.04279313305136982,0.023153481038929245,0.10309748546744525
JAM3,-0.025520805207707914,-0.0010901037846182799,-0.0395392421965819,0.07268632610551358
TGFB2,0.058378074566006244,-0.024556370902033296,-0.015052769072694235,-0.014144836270501004
COL18A1,-0.08326569656374291,0.003788281975974313,0.014701489103136437,0.044031530743441315
NODAL,-0.04541874550819908,0.02834160848690457,-0.015583029152199572,-0.053372345315508246
INHBB,-0.01301582428130582,-0.03836208069032223,-0.040722252110464444,0.038234532343387
LCN1,,-0.03855156496219109,-0.0147162000379916,-0.017970831911120703
ARF4,-0.0789283423172482,0.05012348016556935,-0.03820094722735725,-0.020063450508760145
CXCL14,0.01817840653183281,-0.07611954817184767,0.0045205146468573374,-0.0412249036756243
LIF,0.060201914080444306,-0.04224834270696566,0.015657078107070815,0.049993997365860035
IL17B,-0.06868495474530112,-0.03354801754365018,0.01255360740779287,-0.020318496069912928
MMP1,0.01340828496480307,-0.03709019912601849,0.010255370146527365,-0.011169113935029312
MATN1,,0.007027843197237546,-0.00952350333334075,-0.018516449497673754
ADAM28,-0.04554754655344373,-0.03233413875562352,-0.008581648588177003,0.04425495478864784
TCN2,-0.03403767275205347,0.05876224445585549,0.019872103860462925,0.01447789083787841
THPO,-0.06604489269584535,,,-0.02774858309527142
CUBN,-0.016423345904522622,0.11672355577128161,-0.005074314226042283,-0.02432735089306271
TIMP3,-0.0872423447289641,0.032168777541330774,-0.02636098695277429,0.0411614040363207
PIGF,0.0844231172420925,0.10417212848833757,0.06738315176349961,0.018726478449316235
CRH,,0.03873701749778551,-0.04128195311538707,-0.040553946995714844
BDNF,0.08670631846729697,0.02867855666671763,-0.028828352738963274,0.06948564699427076
CCL5,-0.030148514413132432,-0.05575214170908226,-0.04104831682371654,0.02862968223765463
GAD1,0.10419364100471712,0.04808277250228074,-0.008457204512536592,-0.05776179880087308
