,UKF313,UKF334,ZH1007inf
BMP1,0.06156601417949022,0.023221847986334806,0.08443757730135742
NDP,0.039904802230788045,0.06109869884038232,0.05559869060071956
TNFSF18,,,-0.025257698166451487
IL36G,,-0.013143814139550167,
RTN4,0.0020514608483936775,-0.024356787890290773,0.017018723479556453
HEBP1,0.02977269880269405,0.03817696092400723,0.04645040018992912
WNT7B,0.012442462348411483,-0.01444656645090165,0.024980956101813074
PTMA,0.004498363667324834,0.03954179421034143,0.01706408929271653
PDAP1,0.08818630357682058,0.03570965925707632,0.017251672218849778
QDPR,0.03777907970583597,0.022503455408130358,-0.022526296086539197
POMC,0.07285338656974696,0.0075837820456566675,0.08299439043850668
CCL18,-0.00976289279669759,,
CCL17,,-0.01200724736923598,
VEGFD,-0.01432958974103604,0.11926656359674814,
WNT5A,0.05573947933594878,-0.012662786726153312,-0.027752959971978807
CXCL8,-0.0023882540951920845,0.05897975372284955,
GRN,0.01463081820970562,0.03941917800010177,0.028889311823071032
MIA,0.11538303300325654,-0.01762405377116054,0.16175137519452137
COL4A4,,0.0022881739780893145,
TAC1,,-0.030297665068800956,
RARRES2,0.001788280765023547,0.0212069966093382,-0.024340363346085296
FGF7,0.07763837541860982,-0.03104960666038713,0.01045992615947941
HBEGF,0.03975546592697961,0.008950724865057233,0.021051441888204275
CSF3,0.049429324132037454,,
PCSK1N,0.028778033794414484,-0.07930117617476168,0.08112927838061873
SFRP1,0.017435753170653184,0.008071420445988525,-0.10692259030284973
CXCL13,-0.011323368604676557,,
MICA,-0.03172106517332188,0.007745702276338019,0.061185716233402854
TG,-0.03058555692093204,0.0008904986321798422,-0.03236891958799481
ADA,0.03160412959296795,-0.0009285619332315203,-0.003398943573633533
LAMC3,-0.03509269147932692,-0.02334281461753719,0.034090239461987935
NGF,0.03217524771632166,,
TNFSF15,-0.013709274387455906,,-0.02983594990360768
HMGB1,0.06158561778122708,-0.044855827346415064,-0.020201645816470135
ITGB3BP,-0.006609844157225799,0.008517478039131382,0.00024457126508673925
AANAT,,-0.01610657384021391,
RELN,,-0.017831367456521696,
IL15,-0.0076039996245681795,0.02931815963955218,-0.008078865700237392
UTS2,,,0.04572211502894042
BSG,0.013290015517997036,0.030772761028857416,0.08474647462788047
ADAMTS3,0.04569211961070413,-0.010790813137616232,0.04339452408970945
CD34,0.027760708273319622,-0.014191084333111456,0.04716110352134368
CCL23,,,0.023085858670199286
PLAT,0.047198605048051304,-0.024721659579295653,-0.011490867095088567
NTF3,0.011080483450283759,,
LTA,,-0.014938104647031677,
CKLF,-0.016027135106581502,0.06172421536320361,0.05831670974588803
APELA,0.00429657007784956,,
CD24,0.05580472448319797,-0.008871557202745831,0.009733360302337951
HSP90AA1,-0.06128922004146591,-0.011691187455269668,-0.023607654368049496
BMP4,-0.004229413703090261,-0.012728808032827074,0.08396231641280391
SCGB3A1,-0.02870151684425189,-0.010423611874526744,0.0517294548340083
IGFBP4,0.08834970649982264,0.03605829779387387,0.06486317114406236
RSPO4,,0.04574487697956837,
LEFTY2,-0.015500937544086926,-0.01844092336347022,-0.03212575369838404
ANGPTL2,-0.00794358354678881,0.03320735194979398,0.03331477370576507
LRIG2,-0.030016750336504992,0.010185927231506596,0.0343181937789655
ICOSLG,0.033584165352902644,0.004444809945746704,0.049962119732555516
WIF1,,0.00961404401028353,
NPPC,,0.038266257369050684,0.09571735030540737
LYZ,0.014373649881588813,0.023299841868134465,-0.04994485918568607
EREG,-0.01812592707670582,,
SPTAN1,0.04867398280928224,-0.07020989006929959,0.015881975443219218
LIPC,-0.02266414336400613,0.0328766985575525,-0.026376936584321085
COL8A1,-0.010685781313452158,0.0159255073353335,0.022011303359417193
GSTM2,-0.010304400541204434,0.002069732270081543,0.09389584695577112
SPX,,-0.040675826467668375,-0.032976015861233124
MFGE8,0.03742065669767045,0.04971981345328602,0.0830274866107534
TGFA,-0.024428160600077974,0.03112740974038069,-0.015262917872844853
SLIT2,-0.030021294024334295,-0.03360153800902637,0.06146888475584683
PLTP,0.03518326946604811,0.06085176807921963,-0.041450373059836475
APOD,0.015086864362386637,0.005070656546118993,0.012645337099184141
B2M,0.0019811931910635595,0.033720161786640425,0.04585706428720711
OMG,-0.011479249208601725,-0.03014177621644916,0.06831052490088688
CXCL3,0.045860642259179796,-0.010758140433295565,-0.025635740198005658
CXCL10,0.00916599088599789,-0.017095987074576272,0.0763461883083815
RSPO3,,-0.01124204940994765,
CORT,,-0.029824807973622143,
NCAN,,-0.0028486884089867037,-0.07778807134980542
PRG4,,-0.013143814139550167,
ZG16B,0.10766670839682545,,
TGM2,-0.022851429911949522,-0.044825359137091944,0.12838061573116677
VEGFC,-0.02367116879517751,-0.013413786240046157,-0.025216723526046324
WNT6,-0.02286566084265287,-0.011706875275335807,
NRG4,,-0.015648746222379193,
COL9A1,,0.055965257615639225,0.11177497316182425
GDF11,0.005923352567738503,-0.03372004155691918,0.033378380950104945
IL24,-0.012894786786824855,,
SORBS1,-0.028864653611342897,0.025366051796497265,-0.1230867723944835
DLL1,0.020802090735302193,0.013997437571178805,0.007791865801742294
TLN1,0.03837818755524935,0.020229805369487798,0.030731974975009266
COL2A1,,-0.010921721218476331,
SHH,,-0.010423610963438176,-0.015096496664247543
PON2,0.036192252130225616,-0.0004679073692661604,-0.04018315177242414
ICAM5,-0.01220650005973807,-0.020356749159679156,
HPX,0.04190457739460004,-0.013903388986589223,-0.02563572678593734
SFRP2,0.1661961512354831,-0.02044845716730513,-0.013123503997976488
CD70,0.04392250922125594,,
HP,,0.01871558028520081,-0.015909730548912513
CXCL2,0.021496376168310086,-0.020630831354117907,0.0022583979457678136
NPPB,,0.011278402110749076,
CCK,,-0.05863668764192965,-0.026376957874119835
SEMA6A,-0.028617547048129525,0.023213296839596644,0.006220083125742773
IRAK4,0.011882536199497706,0.042166741129181666,0.044617253615342384
GSTP1,0.06828174054607565,0.07466448550290539,-0.06022062491705461
VCAM1,0.041351736688368654,-0.036289884276837596,0.1564870230131928
NXPH3,0.03878571529815999,-0.026095149087716034,-0.06492034632890846
MTMR4,0.031576918287954774,0.03429888645388567,0.03784410723969458
LAMC2,-0.01873026486049173,,
IL10,-0.0029685700926460517,-0.012007246604937146,0.019092084306826088
SEMA4D,0.018953737797687192,0.025466063425962242,-0.04192934231015758
TRH,,0.02315641807410474,0.08286293854072903
SEMA6D,0.004338640927600305,0.014876007875611191,-0.0025753319877919964
PDCD1LG2,-0.013409385903452599,0.09520854122765486,0.016565183132432642
SPINT1,-0.010499057815709433,-0.017624053077846605,-0.05452236314240454
CTHRC1,-0.007919678716878688,-0.015405318084269759,0.06941312471190327
PODXL,-0.035964014140979605,-0.014147409387197772,0.06848008731817815
JAM3,0.01630104595676805,0.008364926348301858,-0.009599581699103684
TGFB2,0.02012597484722434,0.01942440846370458,-0.020918863641094944
COL18A1,0.05336024921763155,8.050183891812738e-06,0.08659972929060154
NODAL,,-0.018440921300650493,0.05035412141374233
INHBB,0.02799449101701714,-0.01388507281087043,0.012794725969488144
LCN1,,,-0.03386947537892553
ARF4,0.055876790155957326,0.0745421390267517,-0.0012501189274026177
CXCL14,0.025571781489397236,0.02172795593431968,0.013411529555625856
LIF,0.014979841271540392,-0.022214840370099864,0.07307947855366732
IL17B,-0.006093547859606505,,-0.002555351504321835
MMP1,-0.04628738581171229,,0.0536496108952685
MATN1,0.10507599568016579,-0.010921719859320386,
ADAM28,-0.02489493903760474,0.03796686181436729,0.013262491007561196
TCN2,0.018101742292876165,-0.04937322921648508,-0.0028104387112439034
THPO,,-0.010921721113925859,
CUBN,-0.022804700494954238,-0.010573354121230515,0.02574323027736522
TIMP3,-0.027332109074331746,-0.006527614341737179,0.018241750685635168
PIGF,0.009864751402668875,0.010563836589299243,0.0459519470391874
CRH,,-0.014938101426583795,
BDNF,-0.019890187043813474,-0.012300663076475708,-0.031124563488597202
CCL5,0.053602267892133876,-0.014816628089043648,0.039591482202058194
GAD1,-0.019317852858010142,-0.017081517035589203,-0.02349477740467823
COL14A1,0.030115082475742044,0.011625589063401555,0.0199613423599266
HLA-A,-0.04084089579948733,0.03786678922756578,-0.06453647442290676
FGF18,-0.013389060024370722,,
ADM,-0.04435331056373167,0.02200747245628854,0.03262753937538097
CCL15,,,0.0888842384145252
GNAI2,0.030520479529787318,0.006389489503316462,0.05318775443579402
COL11A1,0.022679009069593192,0.022058128643755115,0.018195451721888654
NUCB2,-0.006361923570563571,0.0661810338861515,0.0314448468728677
CXCL1,0.021178554137287482,-0.014816630601077227,-0.027455153372633295
VCAN,0.02586010733058474,0.002524475525310495,-0.09866781338520669
MMP7,-0.011724966156626515,-0.01688063266862675,0.12059309022109387
PTPN6,-0.007700144516083495,0.0023380385541682085,0.004699501390028909
PTGS2,-0.033978861181473634,-0.02520999683742592,0.005329203509433124
XCL1,0.0070374835383046445,,
CD58,-0.014365685289405922,0.0036442202945357917,0.004859594666343547
TNFSF14,,,0.0590166020862388
CNTN4,,-0.0343477937401607,0.08995820920665121
MFNG,-0.0194103135661588,0.0880910250526057,0.015942444764621044
ICAM1,0.02329731869216057,0.016780421975674756,-0.008040447679223971
PROS1,-0.016982678022965148,-0.026310876663766698,-0.006053735060147227
CLCF1,-0.006039649270537809,0.01308352574032962,0.06483565828686084
PSAP,-0.013422301177848288,0.0028151122828154,-0.009820210805896228
EFEMP1,0.07061133655307783,0.036133696056390066,0.03415165931228409
C1QTNF1,-0.0068655904742449154,0.006784614263786255,0.011766810711335438
ALB,-0.012206504072761509,0.021368534488248533,-0.03474366075024975
CCL13,0.0938272362834461,,
EFNA3,0.003988785266968124,0.04693880112771713,0.10402157917750912
