,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
VCAM1,0.08323550380357045,0.0019205312031593442,0.0021725394745027555,-0.03763057557444114,-0.041622059244647576,0.05361974404661614,-0.024614813831261302,-0.07224908252552258,0.04732597752763229,0.03799634548949355,-0.056851218450369924,0.05589233786879838,0.007763704251940973,0.08110006732280042,0.13328015600891943
NXPH3,-0.06207888542245222,-0.03651919613060527,-0.02040874151771687,-0.007663568937180012,-0.001943732976131489,0.0008020441576275121,0.06012137753275132,0.0035283597545738322,-0.023146135766310343,0.04285714920876848,0.07625230150095293,0.00698810155169581,0.05356866741920614,0.025127510542846804,-0.029003313629889695
MTMR4,0.040460155154274695,-0.03674675745119592,-0.03209126804878054,0.05509960534248232,0.01994903165075634,0.0396119098701982,0.06384467055768758,0.04765564115830249,0.027630376190265253,0.03239761572924,0.028017105426423296,-0.03261544071373909,0.04272430682686347,0.04275643769932242,0.07577198029894978
LAMC2,-0.024690669665596007,0.026051125660490417,,,-0.03243601400914748,0.04951683943140521,,,,-0.029631151978494124,-0.035410388747518326,-0.021685656346346036,-0.024159415115172403,0.022472065653095556,
IL10,0.00681897328526797,0.0832750771636413,-0.008609746238210923,-0.002156322183141284,0.039536968469505995,,-0.024354696083255647,-0.10694815888570867,-0.018129916967817544,0.07697232891905918,0.00034473698907054227,-0.020917898122855515,0.10200648109604064,0.06474527433704999,
SEMA4D,0.08676864272693154,-0.045206010897066905,-0.01090038632114921,-0.004117632602122732,-0.04587127709160083,-0.03532222497918157,-0.05103606568103523,-0.001242240805792556,0.02578831723670153,0.015462428777922352,0.07225379509565791,-0.005310569578404604,0.012502025026926317,0.07127010911724825,0.07461110778709357
TRH,0.02553691283484175,-0.005960879748883746,,-0.017846249426498286,0.016185503540931068,-0.028442679474852094,-0.016240655878454108,0.05770862432240668,-0.01261532731610522,-0.02171134370252435,0.0206998010613284,0.0979941666876588,0.021060867423657495,-0.018186161407241004,
SEMA6D,0.03305777671872596,0.03477152181742679,0.005965926084785772,-0.04275196980317547,-0.03728714249891669,0.020381789244071413,-0.04947331937287113,0.027172392470201454,-0.02962168140242699,0.06010303942405635,0.019594887476204626,0.019628088518383532,0.05490362677597203,0.03237114617754212,0.04873014245585725
CEL,,,,-0.019584113892852296,,,,,,0.03729628731580079,0.06978609271575702,0.004574856736742526,-0.016056218678471488,0.038794908473192405,
PDCD1LG2,-0.022746640483071883,-0.03638459493965765,0.039799931577899246,-0.02411315006041138,-0.04138747585497905,0.01085821018923533,-0.04445575857150419,-0.02865212764510118,-0.031013376438836414,-0.0012786207517071285,0.05282140470849747,-0.054421202491006314,-0.04863695772069197,0.08141421245083615,
SPINT1,0.022861895558672345,-0.014700026047112435,0.002043919450792773,-0.00175796429014505,0.0062652308924784844,-0.01888497894873905,-0.02773349401748622,0.03976750954993315,-0.026610815072823337,0.055310689632994306,0.015806654121816255,-0.04284680051420009,-0.006095351090612045,0.04602525326240629,
CTHRC1,-0.04632075739680322,-0.011426125549391387,-0.024268335625863387,-0.020968021978041772,-0.0006744466331655311,0.01863237024706472,-0.05323309582950226,0.008893182753988017,-0.011162936790955933,0.029306394236274742,-0.008849140915060871,0.006530590854952576,-0.04624177975502966,0.022246338559442323,0.14087810121142486
PODXL,0.038959186047559574,-0.006090488074235032,0.040372079138632395,0.019946941323788412,-0.05143645975047474,0.0272923219835276,-0.01770725861131509,-0.023487131225355718,-0.012987358766003354,0.041431984935637496,0.013970704180332616,-0.003356375591150533,0.010625845254490457,0.03990726057481846,0.04017180490428781
JAM3,-0.0008024403518055673,-0.06700510145243581,0.02015839979594102,-0.010729686303218485,-0.014193007383333097,0.049753591538256564,-0.030698572811673864,-0.039044339483090426,-0.02720913952327371,0.04761028651358273,-0.09661194416042279,-0.028876005988314163,-0.04111655231312671,0.002825831117955557,0.02763654567510561
TGFB2,-0.047069574127014346,-0.033862761232566964,0.009953860766275038,0.04166259213949323,-0.011131257391473004,0.04196161132771448,-0.025677329244809876,0.023661273620987612,-0.011120264083665836,0.030747547103062538,-0.009183085696495296,0.0386699705912632,-0.018672179985942207,-0.012566278551601955,-0.0410442514586525
COL18A1,0.04642229452623497,0.00512458520979538,0.06414627445255372,-0.06634997778676319,-0.040356036413163536,-0.024233503691508593,-0.017535075073758448,-0.05756003105487202,-0.012028145972585764,-0.03994433229411865,-0.06493309026870941,-0.0027418246583959856,-0.03655703124511013,0.0051244843152069485,-0.017978508029944183
NODAL,,0.010786721662436447,0.005259088555598133,,0.055205640385895684,0.041782007758281114,-0.048911630540071485,,-0.02784421632961052,-0.011983826550386236,-0.020199833726769804,-0.0012950770334451659,-0.027628103173822433,0.06251289475222031,
INHBB,-0.011765277552521882,-0.039070784945939296,0.04999284586027538,-0.003421096609372491,0.007241059841896179,0.002381562330648466,0.07004166107304277,0.027995017967547005,-0.01811213116246369,0.03113406288741974,0.009318038396630044,0.021386682333084172,-0.021322542624602207,-0.006072566563241478,0.04915848459107179
LCN1,,-0.016124022969302522,,,,,-0.01628736427992835,,,0.02067456650701424,-0.004982528437333813,,,0.003935326077414595,
ARF4,0.010953576973047698,-0.027314697346423843,-0.005547770617028176,0.052814093268276935,0.06124631840614897,0.015348548120011195,0.02706123816749976,-0.01978849021132331,-0.0015053452078586456,0.0669992702069661,0.10822975965564735,0.02846987259655035,0.024567672123893915,0.039777406774370326,-0.050231793950214376
CXCL14,0.09066338300883837,0.04262132624699869,-0.02753743863197561,0.04688628331573957,-0.022844746952184174,-0.039871833606520746,0.038140509279083905,0.028134184292461725,0.03087011240009492,-0.03993482126309706,-0.07872955766986624,0.010662745550998783,-0.05522141957235081,0.021050761030906143,0.045421726232884665
LIF,-0.01568410305395982,-0.017640107258541843,-0.01971788896420175,0.01495832359223222,0.022641480519869108,0.06450344803537406,-0.03955514968150016,-0.030092925186428955,-0.013588010083635641,-0.005264945110384555,-0.04810585647194104,-0.04772526505520511,-0.043890021576351225,0.023617168281410358,
IL17B,0.05083321199378993,,,-0.017846249426498286,,,-0.026898824074443776,,,-0.03334976527604139,-0.0255167819009106,,0.04035316879199587,0.04851271325896156,
MMP1,,-0.006326143354723878,,0.006900274439210024,,,,,,-0.0006442067906979544,-0.019879133143679926,,-0.024889779442033105,0.04434822121222275,
MATN1,-0.023252509249946464,0.09264127256500249,,-0.02850933420793612,,-0.017782325957097465,-0.01707619415136281,,-0.016490864284724918,0.09828387407064179,0.10129533601488788,-0.021936089385405377,-0.003555040418347555,-0.022118258423267863,
ADAM28,-0.03709194217841149,0.009595585868938257,-0.009941142010976387,-0.020791008588077385,-0.01857973753132376,-0.039249706770222555,0.030328528020184944,-0.06393413634939743,0.029900391576451964,0.06784036197720672,0.02346337484846859,0.045889962462860784,-0.012871787183372792,0.036367275415598345,0.006406793417832656
TCN2,-0.014798198815841034,0.0037136061895009227,0.030699425605278233,-0.027904639335400397,0.027337095406129608,0.051251488437479696,0.023400892625449875,-0.05540183767096898,0.07300669344913814,0.005404179417079536,0.00615215778789761,-0.005511291666629063,0.005752224891025142,0.0387330518909009,-0.04249711080725213
THPO,,0.021553155588157208,,,-0.01985207772124275,-0.009919138816351076,-0.033232510328599134,-0.051427056999287714,-0.016490866179072042,,,,-0.03072864575343968,0.04610558594058812,
CUBN,-0.12147816872113407,0.010126799479585433,0.006531591143203814,-0.02799212703732023,0.02097491811905746,0.028012631154884365,0.020875588748991824,-0.03954576158448251,-0.03252438214997699,-0.010335462074975113,0.04006330023333064,-0.008823214344091428,-0.05027579464105427,0.09507526902950603,
TIMP3,-0.011418064072906436,-0.0007704606649058284,-0.009660379979144979,0.011137455567732282,0.01521168824129081,-0.001828391093752483,-0.032738329171264305,-0.006209768212032456,0.01661806800255841,3.854420727688937e-05,-0.06968190956110204,-0.05445158239916435,-0.0341145512344191,-0.013740240281094131,-0.03492225143787672
PIGF,0.039023797776298025,0.015927230324518052,0.032764333856285154,0.03396135549466731,-0.02715579305968723,0.02402365254681992,-0.0684629758303989,-0.09873108324249699,-0.05330676267171001,0.0965176990919368,0.0785178214717767,0.030019550851387432,-0.007673025606466216,0.04585160861070176,0.022593843652086665
CRH,,-0.018891212610647194,-0.019555132704237355,,-0.01636818667319576,-0.014985313484487813,0.05121919616420155,-0.04411705800245,-0.022555257456729705,0.009448155784272614,-0.05375335698225195,-0.03697300362738745,0.049658838397455066,0.03297926706902618,0.08903293616806879
BDNF,0.04036879667617684,-0.002963660771899431,0.02043330872141301,0.07176985908365574,0.01562735941088647,0.011616847021086675,0.03416571535982058,0.007688479964953657,-0.018572950782397218,0.024055039193817088,0.03835178054067873,0.018998697627244366,0.0012913365163714364,0.042986746777243616,0.027599151730420903
CCL5,-0.05185952664897594,-0.007351181556791955,0.029733537681572053,,0.022835585954040425,-0.021889854846430967,-0.03697245507691157,-0.03806341602264891,0.05545912998382447,-0.028272810402697298,-0.017606947347866338,-0.017070373432115683,0.01320455060398233,0.011632040753857823,
GAD1,0.10097720088866921,0.01642083311024687,0.024641580339295952,0.01592289647980186,-0.01328118894375108,0.026052008635051,0.0633271082267442,0.037210850793171824,0.034776766030696134,0.06694447982535404,0.11512338819687788,0.011826691061134067,-0.007771774803392198,0.03816061922382141,0.10455563739560632
COL14A1,0.008841305535688002,0.008286663308701536,-0.024402337909515615,-0.03209310468906571,-0.019044733388510118,-0.007118149795761864,-0.028892842591455633,-0.07137419325759356,0.03594567162533271,0.028984130449645203,0.008561347380864203,0.01599918705376684,0.031389656437608646,0.05629033649107839,
HLA-A,-0.000793832913040721,-0.043480925738439466,-0.020143060772057308,0.05691371426536906,0.04599704186136103,-0.046750282678924004,-0.03709287633746312,-0.08665458579229954,-0.013443101870792794,0.006130675183742915,-0.12047227855804535,0.011832173018426078,0.048529519020600875,0.03364342954139609,-0.02727241603344412
CD5L,,-0.01889121042507779,-0.032216570855003256,,,,,0.05616498019345221,,,,,,,
FGF18,,0.0030057422853551896,,0.040653726852341324,0.05302655518731583,-0.020791136977995305,,,,-0.0173388705388841,-0.023858113900278487,,0.11233027166882212,-0.018186162866302463,
ADM,-0.11035159722947532,0.014412592877910512,-0.02885697098463591,0.03183930306634849,0.06835369063862014,-0.016169478054857384,-0.011831875104297285,-0.0071705751600092986,0.007425773548235338,0.046923135475740424,-0.07706616889729366,0.030642422731080088,0.0654770789295766,0.013577022027690759,-0.0009182421083775563
CCL15,,0.010665182612277833,,,,,,,,,,,,0.0865989367521742,
GNAI2,0.016764972237849545,0.015972820735719748,-0.039437518540559914,0.055146419775844426,-0.07892771819714924,-0.014400774453193106,-0.033750732254730444,-0.07330422868854909,0.009405844933522724,-0.04032698422152124,-0.028508798229372537,0.06619259637085283,-0.04349916418505178,-0.0230590457698105,-0.062263739748765055
HDC,,,,,,,0.014023325196675745,,,,,,,-0.011426914686364883,
COL11A1,,0.022607492374795417,0.048855279734219687,0.04392156102801955,0.06384950011185855,0.005438892608444137,0.023424703320018964,-0.0651463653313815,0.00665716008574234,0.03719559830312391,0.02482634327474642,0.015127452804349293,0.0151913572122415,0.003921867436090401,-0.012610896302447843
NUCB2,0.056379021369223195,-0.02688586223896857,0.0018170020156709568,0.04718253124403396,0.009460156832373555,0.036096794763828745,-0.05597840515795194,0.005970846188900239,0.0003358878857823798,-0.024004196989411412,-0.07061907278043751,0.008408999167729482,0.039835480118776814,-0.024352611016948713,0.032298455108807494
CXCL1,0.02075884300791742,0.017053725929707,-0.02097798081409665,-0.017585015867321526,-0.027951869149394567,,-0.041663699891724096,-0.05745162785500792,-0.007127372623828561,0.08661063427919917,-0.08783002155329656,-0.03297314561815462,-0.0160462356957573,-0.0396785093155703,-0.03915083001331669
VCAN,0.001180509553441977,0.023068887491977087,-0.036949088049272064,-0.05754869679470598,-0.07134894465551693,0.02573455870353014,-0.051291145334405805,-0.04877207963387056,-0.0723010531954933,-0.029635717380585992,0.08791220841261364,-0.03845963041842398,-0.0028032703802037197,-0.024705216474553787,0.07554757378959377
MMP7,0.03811062898077741,-0.048609933556767106,,,0.0737029048514125,0.02111533454738011,-0.01188843271473178,-0.0315839425382727,0.043680148937752634,0.03836868445808071,-0.0735788312252109,,-0.0718351971466359,0.02859274971548518,
PTPN6,-0.020252002220042423,-0.0017293916752929043,-0.006310479121087932,-0.008015692997154902,0.00024545241847394257,1.72542990126005e-05,-0.04153578104216413,-0.11710479307369018,-0.018497146735734188,0.016794779793309712,0.03140504028348726,-0.006013047399921416,-0.0031431517642101924,0.04560935914527154,0.03148520070503088
PTGS2,0.0018790197527871436,-0.015268110878775427,-0.018721747451894765,0.005781518890767433,0.06468777188218766,-0.015484618892046184,0.08224976270673698,-0.028265265638733366,0.008774082589965676,-0.030338849451731344,-0.0789401455742295,0.049823726901765106,0.020713084510440162,0.036644841519514436,-0.024207353762110237
XCL1,,-0.020701387741351843,,,-0.014149254680033746,,,-0.0414291459839976,,,,,,,
CD58,-0.05403075384949331,0.006992505912457672,-0.00289878605323233,0.005102083343431586,-0.01640263191918463,-0.017974423646738236,-0.011457362302916076,-0.06224333915057264,-0.00746111717781885,0.015023811684207992,0.09463556447066233,0.00043752860640316115,-0.04142872660114394,0.009568134119066849,0.039345090395580914
TNFSF14,-0.012178713874471059,-0.020858782266816256,-0.021879342390571446,0.047881193748331774,0.016490380676904667,,-0.02477129670172182,-0.0356704044760883,,-0.03153985495534012,0.0170908953527147,0.044640323778353384,-0.0249781425736194,-0.013930125450798386,-0.042513627486840365
CNTN4,0.07063643532407538,0.0002511478479442425,0.0021929505691388913,-0.02051617483390394,-0.014324545088906746,0.022414048475243597,0.045754732703385904,0.03800909252134727,-0.017249251811485834,0.05672284762078423,0.05709564567340411,0.08481158616299538,0.05418262756101814,-0.026838498156793362,0.003699031241499681
NTF4,,,,,0.09613058792332521,,,,,,,,,,
INSL3,,0.18271833175658783,,,-0.013004399356051797,,,,,0.0022471950928579076,0.06569238966120866,,0.04924099292858413,0.016427431933887064,
BTLA,,,,,-0.02064193387299449,,,,,,,,,0.09749231184426485,
MFNG,0.0893838039112693,-0.008128169907855939,0.05925830233468842,-0.04400411109203988,-0.04171897552234311,-0.01921009963734062,0.020891022657587584,0.0029745157515719224,0.023487733915861325,0.03456996529848902,0.037549785527164405,0.02379451458204884,-0.0058104185795559,-0.0005561525113340636,-0.005313303878746949
ICAM1,-0.0018897723840837304,-0.017328508081528717,-0.012516468770086563,0.009412454945004183,0.04374416193440301,-0.000980507018458914,-0.05002221882091586,-0.0798806049762791,0.07150543808696373,0.0623568678312714,-0.01082876701619751,-0.025587898779067586,-0.004666973900290068,0.055369601953195666,-0.08610890896957621
PROS1,-0.010557438586893035,-0.0022850589998656113,0.04447238942216463,0.041766544243813264,-0.027442267448847358,-0.014267087206250731,-0.019451036843526174,-0.025528413019887605,-0.047041240340465716,0.043908389651819466,0.019337714395840717,0.05465610650415423,0.027383162798802086,0.007828306840880234,0.1752451248720631
CLCF1,-0.055850254154071445,-0.017280182211279835,-0.0016693326271946395,-0.007924136554712111,0.08437078143753399,-0.017123058854398226,0.04200250364421577,-0.0726475499757506,-0.04098381297498475,0.04552217918394818,0.0615956105161936,0.006524117095075666,0.013163353152437978,0.06093305931601505,
PSAP,0.05872461269951751,-0.05601811121435944,0.011820885002386906,0.035110444109026265,-0.04727080264106025,-0.02728735116043335,0.03536556290493576,-0.022588130634060906,0.09833861728815217,0.0662941194845805,-0.07675316911299296,-0.0054770764569349465,-0.00823078953874415,0.08213401544075948,-0.07472661211431851
EFEMP1,0.0002298024893730619,-0.05740005114877148,0.03876249508644815,0.026091843292356223,-0.018168572331434485,-0.007258086279212401,-0.024295249770517873,-0.08830677257819437,0.028967924846734747,0.09844434233869034,0.041770295690227006,-0.05263038845636356,-0.02706887619437274,0.06672750105084838,0.005116824028718132
C1QTNF1,-0.15876351305227082,-0.08974130691466878,0.01778979429872353,0.09767781554902255,-0.008662204870680115,0.005780427069780393,-0.014776938309866339,0.052078141948478485,0.06615758747589374,0.062249980301710105,-0.0651565734127109,-0.06236124197882579,0.033426412127869495,-0.031741624649545434,0.07525216777428062
ALB,-0.03291140891483375,0.02301062959407647,0.07305523906449682,,0.02643076150508077,-0.017619647690338875,-0.0004163189870371633,-0.030214109557463065,-0.02628588578047347,0.06591497175038093,-0.019431087614022277,-0.007232780911162353,-0.03100539632349843,-0.024420605439945887,-0.06923902204605976
CCL13,,,,,,,,,,-0.02341301186020084,,,-0.0019771760773950597,,
EFNA3,0.03612204987903069,-0.045106942356131816,0.015781792644600973,0.0005619031333169673,0.10295073623550532,0.0504118756936882,0.035738870974833366,0.04796019134138486,0.056926430520693086,0.07010217848178349,0.060961508691969944,0.014250712155556821,0.003179648625568941,0.02633913185007059,0.04474416628629299
DRAXIN,0.0435655953522205,-0.029874978357929925,0.04473497461075626,0.017671178425813797,0.0026735497838530804,-0.008400909535316668,-0.024447850086867992,-0.016151390023897004,0.07615085359556961,0.026954825461247483,-0.09499341381372123,-0.03202260785683446,0.01425015494312215,0.058187015310670935,0.07527563241689947
RAET1L,,-0.014446441255367959,,,,,,,,,-0.03145331823138249,,0.040145636958071794,,
NPTX2,0.07689294120415567,-0.029571922995233906,-0.01737643557162006,0.003944663645455776,-0.016731593531594854,-0.02672776752369501,0.05439815075457179,-0.0955591955250788,0.06662529472825808,-0.0010764707030951537,-0.004608811404533162,-0.03998185547810492,-0.10555557536806891,0.09155327810075962,-0.026110319127586833
FGF11,-0.012888544151019886,0.017692077384088723,0.005476341485401677,0.04921689435047912,0.02708623675475505,0.038146711523445266,-0.005412074079581682,0.033514801872381116,0.007685140962241813,0.0489141755095416,0.022498706106510714,-0.04415600059458811,0.041232116131289985,0.030200386768446025,0.07933049499108552
CD59,0.07261134552277909,-0.010037257077415275,-0.0017606574932632268,0.025548062711828436,-0.09816912156674662,-0.03587147836091033,0.04893738977963341,-0.011495489017179006,0.005046577184882688,0.02599352840979213,-0.08558481271399093,-0.01701514262012199,-0.049672714414098006,0.0036418761712705963,0.0030119943117532725
COL9A2,0.011724349197908481,0.017307417717487495,0.020048027290471775,-0.0007244903875413485,-0.06648553631932992,0.05114121775505496,-0.07084882975357255,0.011058838612344878,-0.0008626597661587834,0.045148017273424046,0.05191175408827972,0.014102520194686831,-0.01873000795369589,0.06051342117401023,0.09977217106012547
DLL3,0.033185171183252656,0.04686588902924073,-0.012455412217090627,-0.02078569053237568,-0.07570745619647108,0.0058111453637143375,0.04459180968688434,-0.05671995585986152,0.032107191119206395,0.03448479951217976,0.13149064565481017,-0.021153131607683798,0.04466713829037481,0.021839355389246737,0.025066100506041383
FGF5,,,,,,,-0.015879184851274403,-0.030375933769481722,,,,,,-0.0016089271471401688,
LIN7C,-0.04082623082619781,0.027045600018128214,-0.000973673332293453,0.03998940108764809,0.011523416126203058,0.017211335238439773,-0.024674608574989952,0.06419076481926965,0.06563726200602325,-0.024864645575260604,0.05639267519391359,0.0021278520726760257,-0.007081981316728228,-0.016484512111962963,0.06350680369926653
GDF7,0.10008207836161624,0.0785162229054837,-0.018378574968897516,,-0.023203645095782485,-0.02516848583465362,-0.028405266779920824,0.04484954810934512,,,0.005768750624977491,-0.02060524813661431,0.020679583486106226,0.07949499170826875,
PSPN,0.048950896619142245,0.0245271775594194,-0.03311332871821247,-0.041256742061805775,0.06470045548324345,-0.025141401952634753,-0.0034974666237460005,0.003845701254053792,0.08641947143751685,0.0012690559239754348,0.08784317281936672,0.03141768386086639,0.002810818840027322,0.0013458748553069784,-0.06923908687168603
ANGPT1,0.056445954465372226,-0.02924513681706197,-0.020239202216929136,-0.02096802074244983,-0.01896858115519282,-0.017074702459045455,0.03565719643540207,-0.056627795647997865,-0.026135018999114294,0.04211461806957826,0.06575258532500595,7.848004734195491e-05,-0.012024103043155935,0.005748618109208894,-0.02642555418427418
PNOC,0.06452493414011953,0.049265391941356276,-0.038460629594084,0.020717643548819,-0.032884524218111374,-0.015091587546822284,0.030905111721461095,-0.00925946498493829,0.032038807599711804,,-0.013991209307341941,,0.02380153230076135,0.18036803089031428,0.16575155680753367
L1CAM,0.10971194932292874,0.02275662301050673,0.056995887040397916,0.03286096454051961,-0.002184410879300305,-0.03822001167197675,0.030132719222765007,0.06043626296105328,0.033986973480894814,0.09768190336072978,-0.0782428322633841,-0.035018511742077416,8.275059957783484e-05,-0.011216318480421624,0.0303966161187477
APOA1,0.022386470471323416,-0.012553767502831796,-0.025451859056538316,-0.01629912813297066,-0.0202522033768824,-0.040693665688428235,-0.03398385727249726,-0.03527515301372755,0.0020825380817981057,0.06635099291467816,0.06350539941041523,-0.013938714273955655,0.03917167016056615,0.06887059282383935,-0.03551430055374157
PSEN1,0.07107211714670744,-0.03638644741777974,0.04942108716576536,0.017384990375353997,-0.014940722716293995,0.031962898948713334,-0.029467840150980525,0.02247555460132526,0.028601240640684325,-0.02308636696141106,0.04923981095137761,-0.03423557397843872,0.02600005977600057,0.017024738722159566,0.06009663049966023
CALM2,0.06105892710906409,-0.0073665275464309165,-0.02103908613670342,-0.015319162098700611,-0.05943797202375054,-0.05015535238188483,0.03730958278764788,0.150025148926571,0.02204762788584366,0.042767677026748156,0.09965656954914037,0.05685635477161011,0.0182315350313229,-0.005219689544092665,0.011088840237388107
CLEC2B,-0.029174046274764737,-0.02642746920087249,0.008223967625355827,0.028725284713696883,0.0038353723246421223,0.046757465376452874,-0.00170592858356903,-0.10107012546479684,0.0585633473889134,-0.002954468945326741,0.01517802472533301,0.041733440232302556,-0.009878660722344824,0.022026327472156115,0.15504429456548716
NTNG1,-0.009126234301990731,0.021204157032316335,0.010382886428073518,,0.01584210496571875,0.03910124371640452,-0.005477310134951094,0.05328813221176813,-0.0021269889866532576,-0.01099725152354056,0.06854459553105385,-0.04817775520405897,0.022553946507037497,0.034312514016752296,-0.022173055763656815
LRIG1,-0.005027161083674968,0.016396440625621993,0.035876098118304334,-0.0037002799542850346,-0.02793979942589904,0.026950777797374516,-0.023351369781819127,-0.01598991937814836,-0.02775087899634185,0.0451302481605477,0.09722666956988531,0.003247537143142355,0.013613155019436324,0.026356896741386655,-0.0014442172109862717
CPAMD8,,-0.029024394251397783,,,-0.015381883985934597,-0.03505468046168079,-0.014364859664344958,-0.02834238106070953,0.06251735827098502,,-0.030291108208650497,0.0037155316163061986,,0.17574900608436067,0.1402229501177811
GHRL,,0.025168767355122756,-0.023311237521142895,,0.011850888185026224,-0.018731089554276083,-0.030548900018459297,0.0014901439704608573,-0.02104680969385169,,,-0.04412030600768141,0.01926319934361639,0.022581764190812946,
NPY,0.047275959314313415,0.011402358001867313,0.005827458166255736,-0.016501608418437213,0.012545523231309506,-0.046130970812672985,0.050402288064430256,0.022044780614236197,0.03402338474415294,0.040348600529484156,-0.025002244383393334,0.004473548192454527,-0.04566250178626407,-0.02727124876632335,-0.006145933945612325
MMP2,0.06854442958105861,0.012209140317309497,-0.005602651438517578,-0.07309697730277034,-0.009100645049856094,0.0076494741646989895,-0.005571850878955081,-0.018716941597184372,-0.05834743688680424,0.003779884443141463,0.0080180062208509,0.05464273770154532,-0.03199259367472073,0.01028283853314472,0.13778919871776565
LHB,,,,,0.0750248184903927,,,,,,,,,,
PPY,,-0.024359554809502852,,,0.052371553863164236,,,,,0.06864329577841514,-0.00045046893848175827,,-6.906905426503117e-05,-0.02347485595897998,
ALKAL2,0.05040516491483908,0.023140870027600693,0.006657149594754076,,0.008881707095485768,0.022387749003749312,0.029767154483971155,-0.027500920170257667,0.023753324073781626,-0.01922053068653933,0.01173434290812132,0.01832213287392407,-0.02364741657505589,0.015258778582416086,0.0885114559762851
CSF1,0.021922617672036616,-0.04105155471661599,0.04615884340725914,0.07077629167699423,0.03162052243833654,0.01571353174744772,-0.03818080583175695,-0.007034912814078101,0.022817567455927532,0.05382907605511392,-0.04263656523356362,-0.007904038808481718,0.008243116115899504,0.04261164375415469,0.020683813258260426
SEMA4C,-0.019302049682189446,-0.008627507643544667,0.08084793689090934,-0.04311700279338042,-0.002589194901522971,0.015998158379267262,0.0669657631218636,-0.037959107867663315,0.030015120434733374,0.0020529150657009753,0.03275216567794246,-0.07035679910223326,0.017483611317070196,0.04134033530219493,0.07914924673051811
BMP8A,,,,,,,,,,,,,,-0.019384128800848544,
ICAM2,0.02669322723222083,-0.042591132737602934,0.09008046069274447,-0.03566559109202208,-0.010138956536256807,-0.012053240942386237,0.06137797691511175,0.04633720657613869,0.030849248095638084,-0.01517839162602413,0.01307588588484649,-0.01905536413177803,-0.045013328551110725,0.0012932580791937167,-0.06932328619087907
SYTL3,0.06678962141052008,-0.0025752138764696675,0.054499930820131576,-0.03149132640204616,0.077624112582818,-0.02420065022107663,-0.02682950851931043,-0.010441575581434864,0.041500241139214,-0.020185280812890446,0.04298967524765184,0.03774368591090317,0.013077035690835693,0.08719041797172718,
IL1A,0.10169942717646507,-0.036769578210427374,0.016775560159304065,0.05217653431018836,0.04099365169674028,0.005143577245494072,0.03387316534810097,0.056050889078356814,-0.031695405223957904,0.03612778239877009,-0.023786917928973774,0.009999872816598733,0.0020274962885636545,-0.03685602045640772,-0.06833960784654391
HLA-G,-0.03677567121464123,-0.022229623542275555,,,-0.01414925340223721,-0.01359386150990367,,,,0.06500595718469725,0.03484735922574467,,0.0076421961596455125,,
PGF,0.030147266997398003,0.01707609634154125,-0.005132036401020973,0.0350473391894466,-0.05664908508816996,-0.020154796716070036,0.009133895758761373,-0.031222423906425503,0.023851548100116696,-0.0038116909990539797,0.06077708373098289,0.02857458756162551,-0.033392449526561466,0.018939285453962652,-0.0024832172609632976
LGALS8,0.030589794716527875,-0.04239849361460426,0.012693963995719678,0.0048710135335307166,0.025658892314472947,0.058072678518186836,0.010876345494650455,0.05977170136890749,0.0749307735969549,-0.005275830469979251,0.0018442389725541403,0.033487599402340064,0.01117582834780013,0.037977541821912854,0.0847340795191934
DKK3,0.08056436546240968,0.004948985130689587,-0.04184409033156432,-0.03515478234214322,-0.07321223586666659,-0.02850212342809891,0.05779334607037252,0.1490412403282762,0.06778919357898336,0.06139824537032417,0.03056366442248361,-0.02272691166534211,-0.021396773700193435,0.05843928408988961,-0.03784162607133892
COL16A1,0.029870168004303855,0.012479811133337949,-0.03259434335845484,-0.06684380377818043,-0.05932729988862958,-0.001677482248668436,-0.056360326569739785,-0.010586149581190621,-0.07565295704403963,0.05829314392603793,0.05642194916038254,0.008857340078487513,-0.021407836641238312,0.053221247102839375,0.17367530795223346
TPH1,0.006375568968847814,-0.01632218926052326,,0.05959909972647708,0.0075475370966825465,-0.014404591941683104,-0.01707619399017073,,0.04907804553394749,0.0006279385448977813,0.0666657027145985,-0.03071252262063569,-0.012770967366666974,0.030847596376080377,-0.03396336006317677
TNC,-0.027162286575644963,-0.053926237356101574,0.06833884910191365,0.013417741581499682,0.03440268625800399,-0.01904034488612927,-0.024005165530426455,-0.06136459269932714,-0.029984345259891767,0.044572194913941286,-0.10443186925446053,0.015150116447048504,0.018331600717526177,0.040248813947039726,0.08353882056254242
TNFSF9,0.023672722165033296,-0.00584643958027647,-0.02466840201003066,-0.027289793821019225,-0.02320364665659513,0.0016643296862679225,0.06882721518843726,0.04413555810176275,-0.03367119402238893,0.03815935833470517,0.008494506690812713,-0.029075272712684418,0.04270152602323128,0.03892536422034396,0.029039864266532805
C4A,,,-0.014537254980436879,,-0.015882279875362226,,,-0.03655523222736375,-0.01744541912667545,0.04276995416967505,,0.042902849668270925,0.06517083891777792,-0.026103691832922105,
