,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.049366766100076453,,,,,,,,,0.09958332281974253,,,-0.022198086594215842,,
BMP1,-0.0371095939681854,0.024720386890855227,-0.006076783989950383,0.03574146457186327,-0.10770810009614878,-0.03913797766437044,-0.0155328211546692,-0.045588182160850386,-0.32065075687164796,-0.08235143000825262,-0.02664008863132478,-0.1374459354656224,-0.20708657830107044,0.08367323361105604,0.0870829454485827,0.034380720039611276,-0.001195705758154523,-0.03516899215014631,-0.019711168817379093,-0.0945572897067169,0.08327543680652888,0.03920499885407069,-0.018563512751229742
NDP,0.06557839192113887,0.015282960907795266,0.01134264421098726,0.02763990383561405,-0.05376098960369663,0.005844979903185284,0.126789495174907,0.05153084718657554,-0.09686307530328275,0.0879578691536717,0.012053964193868298,-0.050754332402414726,-0.02727048851739409,0.04673778040098886,-0.025762367697482167,-0.01664339429760381,0.10260656466479948,-0.01991168272201526,-0.03276177597623979,0.0168568464504042,-0.003366151627402688,0.08098660272729342,-0.0961153746804703
TNFSF18,0.05733349791098774,-0.03082275669932737,0.039025735842774655,0.0015791511667538815,,,,0.022471461141620647,-0.0762605491661263,-0.04146814062860119,,,,0.0010914919748000681,0.0891088009278193,,,-0.025487249792782923,,0.158186760061406,0.1096963840464489,0.004100473374363041,
IL36G,,,,,,,,,,,,,-0.022616622486557634,,,,,,,,,,
RTN4,0.06337887622845523,0.13406173870130136,0.14800519127423703,0.11553466198601159,-0.07768098069212491,0.04164047192778666,0.09756774703199986,0.30546219893699755,0.3731547375974471,0.1627054852041832,0.08790311212553857,0.3116446374503722,0.37290059692384964,-0.005369142735406466,-0.006469365650712783,-0.05080626256759636,-0.036419515200439144,0.018867321825829262,0.0609807077371862,-0.04569624884334222,-0.023130028359357877,0.03526983013608083,-0.07593454832127965
HEBP1,0.02134313590887329,-0.06671807656945684,0.04287544825427256,0.011863258283367695,0.10797422979023402,-0.004581590156177191,0.03141884055337415,-0.03940541946518932,-0.14357755161503225,-0.000683042623476506,-0.012119457915052681,-0.074099964919113,-0.01565777149572469,-0.04784138551103797,-0.0574218281242621,0.05498972634057562,0.06557461708270697,-0.01716372967690322,0.05921563793218819,-0.012680003272003082,0.06220769626561504,0.015953220710377913,-0.1405065010470254
WNT7B,-0.015970522605831497,0.1959173882679889,0.05818521254853736,-0.008453091376203852,-0.03694345185188363,0.02685438756513304,0.07718166869214765,0.14687887694169618,0.37321072373429265,-0.012033060843175548,0.05222567727839349,,0.05390426271868676,-0.029004768624597183,,0.04839389856326125,0.03307410826008077,0.08766375913262425,0.04677770820718677,-0.016686610410058023,0.043838128881804404,0.06421950313406148,0.04122162608028486
PTMA,0.003594818599867971,0.011334529642451038,0.0754295810673714,0.03386577903277383,-0.09237302144438363,0.03170938232131512,-0.11738447311574576,-0.23641962853816037,0.041190242162818635,0.05856462182233484,-0.06549184053220954,-0.3845685813598516,-0.3528562955458853,-0.04121127993180547,0.05059022259324405,-0.013607135997946431,-0.04472362605543976,-0.010487195498948469,-0.0067688602297823796,-0.09116761259068969,0.041596196376859164,-0.09377292069808142,-0.09708587525061188
FASLG,0.012618679248170664,,,,,,,,,,,,,,,,,,,,-0.019252392930176724,,
CEACAM1,-0.022175216676090598,,0.016327211577907293,-0.034765667235987875,,0.01212866136685919,-0.028257014198735983,,-0.02658796997862545,0.0067715342933848,,,,,-0.04053049176743714,0.05079654640637698,-0.01098698044347285,-0.036622517047335476,-0.026613607944256285,,-0.010764657090749875,,
PDAP1,0.027476105564020258,-0.036853854547383484,-0.03377760772375759,-0.03498040108510455,0.03781705654072508,-0.018842313103673496,-0.036414763320403484,-0.03515920494676208,-0.24848217390992133,0.036448446641123455,-0.0020980831319330124,-0.03230596478553655,-0.2005767706231142,0.02747116356676388,0.0686018868199887,0.016600227238629986,0.016201312899040324,0.006194643227440069,0.01870300634277891,0.04179295583767485,-0.028300258922888764,-0.07282987900471821,0.017411240952277
QDPR,0.122908308944447,0.04946129545478071,0.04617184108888441,0.019879653905508842,-0.060728939996192464,0.03771390040857276,0.202330109423093,0.02543237307362016,0.05088627166116592,0.10742357429787047,0.02967064561351045,-0.21253452139279017,0.044677038890642555,0.0008837500752420772,0.005417088155265756,0.0827779302572059,0.058426402734161484,0.000963698106286439,0.01949000779926756,-0.04982824516354201,-0.03531968609246486,0.045366137652407816,-0.05081970050498428
POMC,0.023611893734433894,0.09826546570842064,0.06053822303657158,0.021707603820462367,,0.010540933498993944,0.0607529294466073,0.09030600793794777,0.04176536156656952,-0.008179698236225308,0.036383062203608624,0.010726154886397717,0.12236071509428156,0.08959472112746747,-0.038975627072676725,-0.014617580036153979,0.05032294613769436,-0.027049472777233335,0.03294139915914793,,0.03005129766453488,0.04521829856238964,-0.03490676397020646
CCL18,,-0.04133585111112828,-0.015207900678521444,,,,,,,,,-0.08906289461228954,,,,0.014480969736867026,0.053777439110272225,,-0.014178384235688974,,,,
CCL17,,,,,,-0.040601661503854074,,,,0.044512785517162354,0.04457993213354495,,-0.007030572575608565,,,-0.035406771825890644,0.007486192897445637,-0.032584157591845304,,,-0.017450131769767948,,
VEGFD,,0.01872015682786929,0.05220707987670922,0.01417757301631923,,0.03403878272000627,0.05090596680037675,,-0.07915683282122081,0.08710938053404753,0.03035158619796866,0.09170820027526538,-3.722593606012738e-05,,-0.020240594189213326,,0.05623809026003807,-0.0343662291813523,,,,,
TNFSF13,,,0.07540898594851429,,,-0.017948606853793004,,-0.06313477091959699,,,,,,,,0.01578745498409985,-0.04843517670405173,-0.03494229513264611,-0.029885298009923195,,0.0024572074562029676,0.12614765055507607,
WNT5A,-0.09463862207852468,-0.0566705907523229,-0.055199936809136325,0.00264454599409607,-0.0489764601619625,0.03340298321745007,-0.038086992174311385,-0.13766751182123346,-0.25015308576036926,0.02067880816856627,0.010315264017054952,-0.0019656989293500753,-0.09305004791833553,-0.023676553253477145,-0.01116396044919763,0.04500219478209274,0.011919903977314138,0.034094719829919275,-0.012650078309938967,-0.05550383260281067,0.05844570738948638,-0.038268159544871914,0.09053502521736546
CXCL8,,-0.08887731127648198,-0.026966312295138843,0.017416481311097142,0.15643918637632825,-0.005835453815066421,-0.07439199570128578,-0.030682602711485076,-0.052996729429436056,-0.06345361921623865,-0.002196079230933315,-0.12560074150785042,-0.09006490401177401,,0.07241335938662341,-0.026249122945875378,-0.09218571883376066,0.0017909269855964976,-0.010061685061517627,-0.16699862642947835,-0.01907357611995224,-0.0698241368673584,0.0054809071155964015
GRN,0.06557414465743011,-0.06443353355629206,-0.031161668940060543,0.027092493810355254,-0.10832568261700248,-0.025469681029080656,-0.11630537168123264,-0.14864222511600697,-0.29101936237473985,0.00672380636341142,-0.037689600869695895,-0.22385943997321456,0.07661212031644767,0.03250854140959195,0.07021483573673298,-0.05332487305595665,-0.01887792906841562,0.015733373031290056,-0.02666972080312478,0.08951342752834833,0.06693932966814502,-0.033451717895747794,-0.035364716649492964
MIA,0.02271510337879893,0.047773016384352114,0.061329475276112634,0.02059251133675556,-0.027444294595839868,0.06842161670293594,-0.024070770235933542,-0.09075706043608593,-0.08809379321720644,-0.07422566533651055,0.0020360432010108273,,-0.005661436718972926,0.04468575363669428,0.040419507142455464,0.20531967221550387,0.07938128440629663,-0.03535719242480753,-0.02251943026269823,,-0.03806312981149737,0.12049521652276561,
COL4A4,-0.01849581640408524,-0.021478127024957213,0.07279461625796747,0.007827291834784901,0.022896685142269693,-0.06962909753005035,-0.03925309968546917,-0.06498261421731318,-0.02206376830617611,-0.02291840762934795,-0.007695940573751737,,-0.05953144440399944,,-0.04314463210059962,0.06867691721354409,-0.0121418692206371,-0.00634892350173032,0.004182538988624126,,0.04119139021076402,0.0023925827633371915,
TAC1,-0.01597051843175064,0.1232303514179929,0.16393928399193056,-0.04495464262429305,-0.09324889813357193,0.10165529678300445,0.09742786986441321,0.19616510432395193,0.3708147348989895,0.19938714976272073,0.03807720313402329,0.1949886618988851,0.3169761100042118,,,,,,0.015242047698473801,-0.003909863998064478,-0.022939972615443133,0.06636265296310974,0.046556565034991226
RARRES2,-0.05141305113480749,0.08602716102604858,-0.012801620872796855,0.014012866650634318,0.16569366377290154,0.051339471950377386,-0.1003062360198002,-0.11767166284880173,-0.33924966444531124,0.15183439496105192,0.07981101737444418,-0.07637664176168428,-0.15583240270598822,0.039716456243957206,-0.057190537378560724,3.725365907451239e-05,-0.025288057072091072,0.04729514363547976,-0.011867572465785415,-0.04947009647598015,-0.04465270503415243,-0.029168993888645748,0.12488829263824751
FGF7,0.026105794436013883,0.015528585833765228,,-0.024771992650379753,0.0865478416536537,-0.032798794459646896,0.04771342729460677,0.0009713930002622891,-0.0996880459214781,-0.0362860706966176,0.01193432812457415,0.025110081005919847,-0.07236231030031241,-0.03226319143935993,-0.02580354833245186,-0.012021025892118837,0.04860460033789313,-0.07421479668094504,0.010205357830928033,0.008456872879973668,-0.04156842837944554,0.025283793791717173,0.004078301257295338
EFNA2,,,,,,,,,,,,,,,,,-0.033865334744118666,,,,,,
HBEGF,0.026851656273689923,-0.07741670442960401,-0.0026488800621931145,-0.014097816347528071,0.001333151435293193,0.009142487469108571,-0.05934919199321632,-0.09016251030353235,-0.1689416684580044,-0.17837838327579156,-0.01316018567316449,-0.12667744512594237,-0.061115226269713385,0.05520185869462809,0.03631456115695546,0.016491944704498215,0.010592561846704285,0.042794609770046406,0.023534031491966815,-0.09180821788321554,0.09042662365650855,-0.024377406326812887,-0.02968950288117791
CSF3,,-0.046884240528667354,,,-0.037835194527077176,0.012608506551153663,-0.018298917813635074,,-0.032075902086796386,,,,,,,-0.021472184432043226,-0.08298011643864758,,-0.018203970820216117,-0.03806257967264562,-0.018372296753006587,-0.012341849920651923,
PI3,,-0.04412878847628307,-0.06249798681271871,,0.09359396543613108,0.03260571400038564,-0.02227224479347042,,-0.050595606418750286,,,,,,,-0.08779101089455048,-0.09992364440945761,-0.009282494590908706,-0.030255144624897954,,0.004485362432581324,-0.03657893068616157,
PCSK1N,-0.04993906682984264,0.1276247082113989,0.11596469400579267,-0.003802034326942356,-0.18675738705084013,-0.04653627890806128,0.06884775326227138,0.18818274143014055,0.2139244547927033,-0.09355224535150262,0.03892752788328857,0.35039266396260427,0.3438095021902853,0.031171938015285738,0.05803527900164802,-0.020633269788878313,-0.027954848629972752,-0.0182131820650227,0.07918489511852032,0.10310550802406661,-0.06443782488393951,0.024905242170936148,0.07225566934417023
NTS,,,,,,,-0.04241000863721381,0.0611633381832187,-0.07489793981569048,-0.004753359204124899,0.012047541517417236,-0.07015659889871216,,,,-0.01791546533929857,-0.02996772068468261,,0.09609750412831138,,-0.0272068662224495,,
SFRP1,-0.023237507730090184,0.037085440460725476,0.035057194081920866,-0.016224743101406064,,0.034975806333695,0.09806691061918386,-0.0759872383209322,-0.06710501633172647,0.014248001688437538,-0.003874501346661274,-0.06464245858779,0.050046681102064415,0.03162924033095319,0.012853825360293173,0.0790609376454306,-0.004966658786642991,-0.025270052894317305,0.04457981095697179,0.020395860271761428,-0.010016944139125442,0.03620850138905632,0.013549492603964923
CXCL13,,,,-0.028706129406311832,0.06559956171232295,,0.014957713210402457,,,,,,,,,-0.04140725303570002,-0.047801623490282344,,-0.028660636899804356,,,0.03343312869236774,
MICA,0.021099593715350837,-0.03839396888421046,-0.052239857617777635,0.055160048095898154,0.08238407064290768,0.042152538800010915,-0.03316980023072867,-0.04687364646981635,-0.14555498420867377,-0.015015326871503733,-0.06698016942482876,-0.011302782300882648,-0.09695005258400151,-0.021986486419441967,-0.03692563545147444,0.040767311184285226,0.05992845016860383,0.08300641542271281,0.02819671098073606,0.10619615874911909,-0.0172657928256448,0.0049506880387738626,-0.022237359374677062
TG,-0.0184958122359818,0.008804852198669359,0.02000841749092881,0.01014944297773033,,0.0008927874422988991,0.05589601443304149,-0.01922587169238274,0.02384417395911428,-0.001824746679562476,0.049427113302346476,,-0.008345884008520878,0.09832017038812736,-0.0671130157422406,-0.0375906624510748,0.040095110261470245,,0.03197537425082044,,0.06920204199519175,0.01895657161208436,
ADA,-0.02083641975630993,-0.009611458681713106,0.028676616148417225,0.004369925765081589,0.028486402696305126,0.07180463297286663,0.009719232518792786,-0.06889466776529352,-0.19692447259898224,-0.03614989817267328,-0.01695810461762391,-0.11271559165193303,-0.08459594879210017,0.07561965932994352,-0.029112001035222074,0.06283992015504797,0.01656561536622437,0.05004041320834659,0.019284712327960408,-0.09209854850568557,0.040520777090148084,0.05959227908728621,0.15375189328524624
LAMC3,-0.019278246156697428,-0.025969081287385627,-0.00741554377964333,-0.020245395763708648,-0.028420290984527793,-0.03520650840218542,0.07367602958772741,-0.0240619010757694,-0.14997569632364594,-0.04426821563285676,-0.009461654607260613,-0.05063885799007111,0.05195242752575283,0.04639894304583638,0.05229193339141029,0.0069384767630265775,0.046075838623864024,-0.006972664417674737,-0.006092252871474346,-0.03066445374382687,-0.011740701852806158,0.01405037707824692,-0.07461584538924568
CCL7,,,0.022389372339456603,,,0.034698971811488365,-0.0035876347295728276,,,,,,,,,0.02412295696173846,,,,,-0.0192523860842556,0.007634479065141916,
NGF,,0.059322376309137316,0.015871625621656574,,,0.004024754176382673,-0.04841830196365913,0.04868209842650575,,,,0.16342167876854172,,,0.04457083582759719,-0.007451071738797527,-0.008749581945548864,,0.025244270309107433,,0.06484738393603684,0.02623418258755305,
TNFSF15,,-0.03341640329349849,,,,-0.030779412452785197,-0.010080370553876736,-0.004681709575651618,,,,,,-0.031121942016277427,0.09486537403599869,-0.004896446594347423,,,-0.023693129485138045,,0.09813129751732627,-0.01793753213411025,
HMGB1,-0.028049983301968322,0.06860287132394831,0.0742574031102324,0.01378290405328994,-0.10453790268279067,-0.009824248823061068,-0.004622386757268437,-0.08117130178916293,-0.2605814914957952,0.07686345198601155,0.02216406544365056,-0.1874532759444331,0.015874569883867436,0.0024983877437015595,0.02733001381594256,-0.04806036452259553,-0.0663817332326616,0.09085313118490655,-0.06328904533880347,0.12223831196944691,-0.054012886864428164,-0.018308869884875185,-0.060689640829080335
ITGB3BP,-0.0016802227034519903,-0.05627234021183441,0.041795156440352886,0.053043696802111996,0.04135514145839596,0.06704365134567403,0.029199690771206186,-0.1291405840411043,-0.23758018758466057,-0.06683467190366149,0.04439180762754992,-0.09811540043340526,-0.17036550953948773,0.03656445705489255,-0.062414771875719546,0.011196618450190002,-0.026500900359521302,0.0467296648398536,0.027743872612899626,-0.04455417237038594,0.0004669053911200214,-0.028658794974991023,0.06912456516375841
AANAT,,0.12311724545770598,-0.005219171235185655,,,-0.006286156499093772,-0.014789413287430185,,-0.00018728523338205279,-0.04021117157715385,-0.011671788561694704,-0.06354245927009051,-0.03571682417669524,,,0.027613415071474526,0.058823107336669754,0.03855708530671286,,,-0.02036982734357761,0.012393675244050783,
RELN,-0.015333518707420174,0.1333991514270878,0.023638687987418305,-0.007277296523931033,-0.05507100640814308,0.020431088738784357,0.007520178183429916,0.06527757770438887,0.1901856229730284,0.03615375804704285,0.0431222951521636,0.041650441538747245,0.08293670748055401,,-0.02812788864862209,,,-0.039630662656284836,-0.015844964863763324,0.013409871099238354,,-0.045042502943364544,0.07413899448512626
IL15,-0.01916503645922549,-0.047500840467324924,-0.014062011201281652,0.0016647830928050195,,-0.0072070475000025145,0.044429623136480474,0.03184662579837651,-0.07407253612682928,-0.013654360784826064,0.023743044579510007,-0.011770654814233832,-0.05201728854986175,-0.05312478452295392,-0.0003048892757445879,0.04832384401766106,0.0977757346384545,0.022993666182324523,-0.016840306670340605,0.24684303018738155,0.035218371105404205,0.04121101783316649,
UTS2,,,,,,,,,-0.13176115790638326,,,,,-0.03254285782721264,,-0.014593143360729687,,,,,,,
BSG,-0.039347657939152667,-0.04641508293233389,0.09990878441180234,0.01113265611582807,-0.03136234845095379,-0.0164546668814395,-0.0037195443475675992,-0.0333101721752787,0.2056840490102244,-0.15856344085787516,0.04825799730073083,0.19356547060377272,-0.2529188196140885,0.08251470466531366,-0.030659000305439003,0.07288368818121821,-0.02521651249952854,0.051933183468889095,-0.01242592230500027,-0.04465328169935925,-0.08417184654090296,0.05217735984857886,0.02746960050835297
ADAMTS3,-0.017679771184827383,-0.055941005341917836,-0.01530851730409006,-0.027708588216826365,,0.04431364650061353,0.03388451225312039,0.00774816446897905,-0.2746596027945911,-0.08132154155633678,0.024239546719738,0.10444702043403188,0.032447794886494345,0.06881366130873899,,0.03440396478580895,0.04378976072428589,-0.044374528214200536,0.103615992415686,-0.02458882642428117,0.006463952691031954,0.10048334529358638,
CD34,-0.05349696212593129,0.11289169394802748,0.002440415945559989,-0.044732101054438964,-0.08108472430026262,-0.025678340766499955,0.05247963287703757,0.02848646541178953,-0.1658853484175586,0.04122051003882231,-0.014555758714486913,0.0316850147493859,0.08609138805167008,0.024328707927463177,-0.0631728856271746,0.08636769530494484,0.08598204492031136,-0.09588931610128329,-0.006756839056323003,0.009066145068525168,0.0626809710933689,0.03441586268653579,0.04128309771034944
CCL23,,,,,,,,,-0.0211840806542635,,,,,-0.029366960575394098,,,,,,,,,
PLAT,-0.03585551227913844,-0.061313247533747506,0.04478137496321153,0.0463679018036594,-0.1339321398317336,0.003496897151639813,0.03148750359910566,-0.16017274931060846,-0.2511241763849164,-0.2316512931906169,-0.007100181294423529,-0.06703126281703435,-0.1039727528379239,-0.02172141082606431,-0.006991297086188983,0.11608951535920942,0.031949020047770865,0.002443114031471658,-0.015156154498000767,-0.05421461198330479,0.03443213051947987,0.024992170662215717,0.09663971071757528
NTF3,,,,,,,,,,,0.027524687391394978,,,,,0.09434793972866123,0.03633516713470334,,0.06381482879016674,,,,
LTA,,,,0.003037663152279853,,-0.03542651740480137,,,,-0.02520206529834497,,,-0.05201729497090012,,,,,,,,-0.012450634583096563,,
CKLF,0.05820010001153275,-0.001072392942056925,-0.008623395213553861,0.013496179699851356,-0.03554054862678002,0.08095184301835158,-0.03025007029977597,-0.14266731846206077,-0.35446822869256445,-0.03946184953581584,0.007120069606989392,-0.1492086155712744,-0.21109062299343462,0.056794659599108566,0.0948475196225972,0.029141177351372463,0.0457809802983092,0.03586251300690075,-0.008241258629263396,0.1184167916768915,0.012848978715870187,0.021921640917307448,0.06287467057476365
CD24,0.05337523288458688,-0.052308159780794006,-0.0009179948730472417,0.03802673897595126,0.07057232915415466,-0.023396333870273376,0.019623811453310366,-0.17689368419603307,-0.06675982051838464,0.08617927341250226,-0.10448245587959624,-0.09053243073214227,-0.008020610378708314,0.01884404345359273,0.060298280569471764,0.04842612613986131,0.0812493387278367,0.029415066515472505,0.05533988815780073,-0.019483663102721226,-0.0345137613494199,0.04330764024607872,-0.07757537979910668
HSP90AA1,-0.009103471334671254,0.04081455656824785,0.026839679282357868,0.05554817977105361,0.02456316126659591,-0.07635737860580323,0.1164308727659946,0.20200896609935964,0.33359796759022614,0.0012891256300806714,-0.0040274536254641434,0.3834398070303889,0.33823105177537083,-0.015309305294199656,0.045542953513451105,-0.08591379754450613,-0.1416837991339073,0.04557808361474649,-0.05075791887838827,0.04869534678031845,-0.06318989546573163,-0.06595061112961467,-0.008385028275409072
BMP4,-0.019034875927491354,-0.02654849275485637,0.023065609799445243,-0.01799420404608656,0.03179951372257023,-0.03941872578660892,-0.055792471315867356,-0.13023974232961041,0.031438862437556954,0.00020345401814647802,0.015218530177065943,-0.012593888526538732,0.009845143417183323,0.0830946115808776,0.011288614926235584,0.022802770520257618,0.05315072231077554,-0.015007132520240241,-0.04830417294370729,,0.060675325279825734,-0.05933254388498681,
SCGB3A1,,,0.015636064939527596,,0.07322168083392454,,-0.008143654589768169,0.012188302829935894,,,-0.009911618220657146,-0.01127818347983853,0.03480517103500739,0.0281491613579294,0.0288875407192207,0.031836955848901206,-0.026069480662409623,,-0.0012216932728968597,,0.010851578605105383,0.023761837162149996,
IGFBP4,-0.052016033294297374,-0.01263297192541215,-0.05248912277727352,0.02197512333848069,0.018191792252832732,-0.00296441349960675,-0.029919702654591,-0.12714011910139955,-0.1666422721606378,-0.07645338540714082,0.016000739515146165,-0.13939301693129372,-0.06022860303285866,-0.07269969128091963,0.047162214617101454,-0.027533442767390098,-0.014903641733415603,-0.00015509990178617372,-0.027043713644972787,-0.034870744027223406,0.028810682022144544,-0.044102276488986854,-0.04053899564731999
RSPO4,,-0.03299712566300665,,0.029915167882333588,,-0.014173014124355317,-0.03865286276897241,,,-0.02510327553751499,0.05104614725438549,,-0.041094295430525944,,0.05948995771638308,,,,0.07049520556106796,,-0.0012419391327225914,-0.028240860157069374,
LEFTY2,0.006824441627851278,0.059936701855088745,-0.00047803137764553617,0.0428291962194838,-0.046399772529235286,-0.03441568197849353,0.0016462064879564783,-0.04387901067402699,-0.2098557704098069,-0.08038873884529765,0.006485146426166271,0.03655735316399477,0.019037240774875543,-0.09938648449923071,,0.052769349171238336,0.09059669569567971,0.019061671220222426,0.061811932579102134,0.19401740194683292,0.04052598958065699,0.04352046561776406,
PF4,,,0.025585021864522987,-0.03162410274471377,,-0.024116076760006256,,,,,,,,,,,-0.031039923899333695,,,,-0.02741471145383013,0.005677798033829425,
ANGPTL2,0.0016796942343133398,-0.025701808120390558,-0.03466701281946845,0.03446115186765597,-0.0682420487350403,0.010968307846365098,-0.022477555458915017,-0.18879628922448238,-0.22023371581477444,0.013540011731837878,-0.05057425618253113,-0.19298396899956097,-0.3015427974326006,-0.015377095635699247,0.06604093169921119,0.057079133182236244,0.1038958780177274,-0.0022155075674893,-0.07686562146824284,0.04005207249047684,-0.006257570259363256,0.03701110565618801,-0.018062566777455963
LRIG2,-0.09497996640910333,-0.06992551433573868,0.052256325773160056,-0.024247028157200885,-0.029261417866278013,0.01610639468680408,0.03949581009799764,-0.029985270828775078,-0.1060313894132058,-0.0012343952538456417,-0.02375031370980214,0.0712981610078644,-0.10854031640953678,-0.05773211973050923,-0.028858288076392475,0.07118492590102264,0.014023941492513216,-0.00410153401009558,0.004873484011030536,0.04815929590079969,0.007904413118729213,0.10321622910911102,0.0024829925647370825
ICOSLG,0.07657847594748492,-0.08495011900521847,-0.0148938459556442,0.03441946904649189,-0.09364836494916624,-0.03555768660590987,0.054672842923116895,-0.09555655624612384,-0.13521341140651943,-0.03660765313849229,-0.009619293704475645,-0.08764674630609925,-0.0730906487899868,0.0345891117091086,-0.05513327572504443,0.04918646447726334,0.0773841036117292,-0.04196213995932886,0.026150974742763934,0.019920729692437893,-0.0028141749834213413,-0.022989999776701086,-0.047693321123592945
WIF1,,0.17625188389579277,0.12014126313481545,,0.03323404952913764,,0.10803349191027259,0.2524631596076846,0.35279955662088813,0.02774894552926433,0.060414934760687294,0.035961284795678686,0.28576587558146976,,,,,,-0.03080333547549601,0.08761763189905686,,-0.0778145349125112,0.13638280505623707
NPPC,0.045522940601355366,0.08939738371476191,-0.0063727846783877265,,0.006423680580920929,-0.004780207349488634,0.10036474414985799,0.09665046327320735,-0.037957240800997695,0.07879946284791663,-0.00926476876796068,0.06035531087933497,-0.1778112944135098,-0.025946717557794433,0.07145908744971421,0.04276587130683208,0.09282169593892423,-0.038238219481715054,0.006219358782528092,-0.0026135462970582825,,0.07006693903802003,0.038096823887899665
