,UKF248,UKF251,UKF259,UKF260,UKF269,UKF334,ZH916T1
IGFL3,,,,,-0.015697205628372922,,0.17796108848450293
BMP1,0.009707828291162544,0.009963449657087727,0.05313748730657706,0.04071872398738489,0.05179884860191484,0.022771837715199236,0.05519081297286501
NDP,0.020994227702361107,0.014344158241917596,0.04589465709260673,0.027370675942898784,0.03263902583539951,0.008042539783915705,0.039027934293686145
TNFSF18,-0.0297522640076229,0.022618699536138997,,,0.09800245025219627,,0.04510624883800765
IL36G,,,,,,-0.014899816660710304,
RTN4,0.03064618436741881,-0.03072692312641413,0.007242338795997336,-0.013304927552984668,-0.09770330004097577,-0.01403031790759267,0.07472600132435162
HEBP1,-0.005074715411012325,-0.022230691072112542,0.03386823653140506,0.03333386337404296,0.03898275493798755,0.02342770661673721,0.041029723047385634
WNT7B,0.022514569855081473,-0.01345734819807464,0.061146548136755276,0.01055796302659137,-0.017112778838629914,-0.016376615585844675,0.03936063629474294
PTMA,0.01152687297345736,0.047713315292227956,-0.007668240361548136,0.029857259088373486,-0.04830483780914939,0.04515447081560069,-0.06386688481041325
FASLG,,,,,,,0.039545012528296265
CEACAM1,-0.018936500659317998,0.011865761861983511,-0.021402173034107602,0.058491444976836955,-0.03067447328403745,,0.10124598904472515
PDAP1,-0.004605681336546561,0.0362385366840786,0.05373085660518642,0.013003380822338283,0.04848238579358281,0.03468971241587918,0.03340097843993813
QDPR,0.004769164809450654,0.011747678693867123,-0.03561575603202987,-0.015533454832836332,-0.08501752160837323,0.01807621980610264,0.019564162909713932
POMC,0.018598103209915482,-0.025601412441658797,0.046092339058080994,-0.03740872687382087,0.03993643726024372,-0.03192301689379473,-0.03500676476318844
CCL18,-0.023630963625986094,,,,,,
CCL17,,,-0.007569998591407393,,,-0.013611405525210436,0.1070090819393
VEGFD,-0.023630971129923854,0.030483212472343358,-0.011377346427121538,-0.01778645420419908,0.03557986888266934,0.07640847299138134,
TNFSF13,-0.017832689128055967,,-0.014820284900370117,,,,-0.021909085073082125
WNT5A,0.06513904725949374,0.08041517415587751,0.015060766714857395,-0.05704990615333662,0.034687170668162855,0.0022948983796840343,0.0060465520580078695
CXCL8,-0.07560222215797804,-0.026745648430755397,-0.0713341523624794,0.01155097102729566,-0.03661099695176647,-0.04385982722575856,-0.010414587416718336
GRN,0.042742107029527694,0.030711344839512916,-0.009282244355960683,-0.014876674026010658,0.036932641836180266,0.039338398923693195,-0.00026683506254480363
MIA,-0.01618656624378675,-0.012577901394108078,0.005058429003448197,-0.022637842652522902,0.05422770596013459,-0.019978612541289256,-0.00815870443640457
COL4A4,-0.028380595318759357,-0.012102098458000343,-0.016577578372224257,0.010159212343285607,0.0851974814546904,0.051497035259478866,0.03386144105223553
TAC1,0.031211241646314034,0.02310221549678445,0.0376502068675208,-0.0009152640447107406,-0.08443845731841798,-0.034345407655634326,-0.01767609420174371
RARRES2,0.05296871033045882,0.02479080378933273,0.008651187266632217,-0.006892732561218918,0.08583144031859424,0.00674920194223154,-0.020072945778510543
FGF7,,0.06101279664734549,0.10464849216017955,-0.02310412907341576,0.013595343092942656,0.04932572430386299,0.05773270217373176
HBEGF,0.03314600900256599,0.038982895499951105,-0.022224595109932146,0.03569386971298886,0.04373931943718231,0.01276010673597826,0.01744481932198091
CSF3,,,-0.025608959873923358,-0.00918046109222213,-0.01636530228782937,,-0.01415653163813776
PI3,-0.024860770057417336,,-0.04419333315680647,0.02095801454337724,-0.018427546374706255,,-0.0307574402030958
PCSK1N,0.01735337252983368,-0.008283203809826402,0.04408326434530722,0.011692689551369734,-0.047770012497517694,0.02462771733131405,0.08801930643852196
NTS,,,,0.04909011094571853,-0.0201149251162898,,-0.020963892954192462
SFRP1,0.07699439823787096,-0.05879430006159432,-0.018747015081738448,-0.020291264045272036,0.06357729717995857,0.027397864736273852,-0.020476745192741366
CXCL13,,-0.011428568862412985,,-0.020108901800143738,,,
MICA,0.1061189172653879,0.0038408006287002044,-0.03550809586132738,0.019783175590557346,0.028269813665725084,0.00818843330342252,0.013287607759520446
TG,0.06296873663999913,0.08407547401326719,-0.00565667492645141,-0.007175537652742193,-0.019751455690948043,-0.020446251708186754,0.003971758860513973
ADA,0.01881663814545176,-0.006101910849058097,-0.00011804671552333802,0.028903354206862707,0.06956210550862875,0.003257801350184871,0.04549465704772983
LAMC3,0.07111428032551777,0.0076860082583138836,0.04171516393076244,-0.028329324573493415,0.06778907880779934,-0.006763114071337997,-0.0016174984365434225
CCL7,-0.015031289157124372,,-0.014626980273157746,-0.02666069113862361,,,-0.014834672897758729
NGF,-0.02580797704269808,,0.11676753347967431,-0.0011172666117124528,,,-0.0060388354009178824
TNFSF15,,,-0.016287857930602202,-0.01973948524804536,,,-0.039195774169592794
HMGB1,-0.02102055417060744,0.02981284667392505,0.01043907436643333,-0.0050462149929332905,0.07392283876815396,0.06925676357264625,-0.041020866211969556
ITGB3BP,0.012829778268140482,0.04553678431458822,-0.0780219427772143,0.03389693110756029,0.05850455240033297,0.03649001254311758,0.008616803627153778
AANAT,-0.021808113716005165,,0.005323840525449856,0.0028517285649376405,-0.01476194554013263,-0.00015597197865532158,-0.0156957025640014
RELN,-0.031470315873376904,0.0022341307506357215,0.052131351040286836,-0.024961781050689937,0.017464261657124478,-0.020213623160759503,
IL15,-0.018085400643329926,-0.03454810187202879,-0.021052853149849744,0.015358501563466152,0.06858989123150214,-0.016933820781502087,-0.007199805217756892
UTS2,,,,,0.0610262815988889,,
BSG,0.034439420218669185,0.0706540548186191,-0.03837795931407216,0.03206742952788943,-0.048369201608522185,0.0370114317062396,0.06298882683789543
ADAMTS3,0.024228776361589422,0.006939254051083115,0.018163003690922094,-0.006650417764835891,0.11033248888335451,0.0219936347236477,0.06374500118041983
CD34,0.0031466586417184536,0.07586825705699109,-0.004413922738404944,0.11399601844844859,0.09532681484532703,-0.021850341949604103,-0.010802150900072844
CCL23,,,,,-0.016796750720050744,,
PLAT,0.07775109749598998,0.03791569737354708,0.043269029427976106,0.05807014533731564,0.032760943787262846,-0.013480110307955871,0.05345162601320279
LTA,,-0.0032332171992523113,0.01182579809994908,,,0.06260204204530277,0.038400607184669276
CKLF,-0.0012434532032599352,0.03036589314032252,0.011313821168638646,0.004807485301338819,0.0661728011427684,0.030297354079952987,0.04349015279452741
CD24,0.02717745273659283,-0.013915228741879993,-0.012110071330216595,-0.06641521757879022,0.08616522915140326,0.008959637216231204,0.06006585503700531
HSP90AA1,-0.07168458320617704,-0.01806426234846267,0.046193379029149946,0.034060784915036585,-0.0667854578009671,-0.02492475782306435,-0.02523454156620325
BMP4,0.004397914341325514,0.1026614867995486,0.01485775046821118,-0.03451749250693879,0.028046821411629414,-0.014429366086957676,0.01080940182191773
SCGB3A1,0.007098299129844514,,,0.014200810227970451,,-0.011816197659514886,-0.03110434290477772
IGFBP4,0.03340371768725217,0.01947056390989583,0.009384129226208385,0.0670235650301599,0.014070656177440959,0.03057336517191962,-0.022097396874382183
RSPO4,,0.019071028416961313,0.013196086377772987,0.03857302031042981,,-0.009212781938885294,0.12932875921320194
LEFTY2,0.11936069761241526,-0.020187696633368116,0.005522147207182968,-0.0269621918815864,0.032626009917165015,-0.020904615224521052,0.0779732741219213
PF4,0.13623974104193726,0.017436989309251714,-0.012761752119635908,,,,-0.0014273762415959498
ANGPTL2,0.04265982680789812,0.009487097771970597,0.014738022135773257,-0.019776894914567664,0.008153481487660172,0.035732546513241044,0.026997128566338208
LRIG2,0.043825824520929646,0.11786762689346443,0.02559310492193787,0.036605858930118786,0.06756411614672723,0.004786593544790047,0.0962994038402881
ICOSLG,0.09132195902318531,-0.027895648682055112,-0.015031865231502928,-0.05690694461225507,0.015140373771310394,-0.03735678006839327,-0.013024637260343998
WIF1,-0.028056259367446032,,,0.008135418246038681,-0.019283393358012484,-0.0565498716715673,
NPPC,-0.04663108045774738,,-0.0197966246676285,-0.01599268640988318,0.01044137683870489,0.038492481749098195,
LYZ,0.0352165143703529,0.039802799282563334,-0.02138386285347739,0.05513168101370299,0.10671979658429519,0.009046652516317578,-0.013980771474565602
EREG,,,,0.02093418535962687,,,-0.031902201597782065
SPTAN1,-0.002554031629380934,0.026972670118981756,0.02606243392441813,-0.014498587225299151,-0.036455680053681806,-0.002754354594090143,0.0266765471897421
LIPC,-0.019089377253367897,0.0681188054514136,0.04072552060536113,-0.008358628433350902,-0.02765819326370888,-0.013663501187267243,0.05025351548930997
COL8A1,0.08810024440058055,-0.060462826399344534,0.05878382621543347,0.014619274420281462,0.04875099059318359,0.05646641802349655,0.08194699151313219
GSTM2,0.04207667417007333,-0.039750869224138466,0.00044929399229470156,-0.04792531002310993,-0.011681635332050504,-0.03128829153157459,-0.046537595155783734
SPX,0.09277215240189582,-0.07800109729329768,0.018447999472751435,-0.039533047766204296,-0.03606919036180473,-0.04611008269414468,0.016652886596878236
MFGE8,0.006386726725174546,0.0032315527508377877,-0.005686741214503363,0.00816494622239782,0.000764616197974862,0.03198911880701128,-0.019099594481116054
TGFA,0.05343709133376284,0.01568912232800794,-0.0009471973916821929,0.06515361178499762,0.05339266117936775,0.05055641173746155,0.03909955461546539
SLIT2,-0.002234216288783789,-0.00037600518621104756,0.041924633808598726,-0.05557425888611716,-0.041215300019605855,-0.03809067524364096,0.022835011502757185
PLTP,-0.040150223521032084,-0.01627678731295865,0.03005438796456244,0.05339702096908861,0.11654501935836405,-0.036285641681548436,0.04102210740991294
APOD,0.04303561171983239,-0.032773880024148536,0.016928494752653955,-0.03919539503777969,0.05672046401047201,-0.01404982821946412,-0.0345764385668973
B2M,0.06789948631130814,0.003676357998401674,-0.0034018616739024937,0.01675234674131909,0.0934202630840254,0.07404313769463432,-0.012731814366267625
OMG,0.02525698934410693,0.018924958426373754,0.026635705247392314,-0.04838902057907012,-0.017575341763258045,-0.016095564550617263,0.027014638535300346
CXCL3,-0.019059503502056773,-0.03729546846948256,-0.04677659602318163,0.0274497376826349,-0.01938172883507485,-0.01219541895255104,0.056219543944150026
CXCL10,0.03791545873172413,0.04763948432838211,-0.012592625253864316,-0.03211622908858539,0.06842114923797081,0.17575653032516098,0.04635312374731615
RSPO3,-0.020418094401755744,,0.023749271891122126,0.006820420350440649,-0.024239897319848134,-0.012743977761739642,0.012022739854512805
CORT,0.06899883240254093,-0.02194443275787668,0.048881154754118306,0.024113098311013416,-0.04195257311855173,-0.0338093772499943,
NCAN,0.07139195127583066,-0.015592988840860992,0.01247811898708872,-0.010446672538744744,0.01420261955558579,0.04687214921971125,0.01672923727559279
PRG4,0.0362429442187393,,-0.014626982552555495,0.0047591991669907385,-0.02099833674111775,-0.014899816660710304,0.09928793513220656
ZG16B,0.01122039328195061,0.039042566089391655,-0.01697640212841952,,-0.02267107892890656,,-0.01877108224782655
TGM2,0.005271065399628439,-0.05060129177666507,-0.028894333297201605,-0.0030313120235294666,0.04213756230075849,0.011873908399504677,-0.0037570568282026375
VEGFC,-0.02870187950572289,-0.028029706415348896,-0.0034679667309946635,-0.012346569336925078,-0.0005096294718557443,-0.01520585680691057,0.002820944280251763
WNT6,-0.009740025646424094,0.011519357948145952,0.09477957076688182,-0.007911064363349764,0.0946453759785565,-0.013270903972039555,-0.022669939708578828
NRG4,0.035148278787738366,,-0.017801706890547848,-0.00926052312822224,-0.02615476050904089,-0.01773940556431306,-0.015054293899709657
PMCH,-0.015956352687834723,,0.022022172344578657,,,,0.01824622683518631
COL9A1,0.05598151679204168,-0.015333634093125843,0.013570045754660436,0.022160133603780205,0.018815430265137024,-0.02021363091396897,0.07530150692939909
GDF11,0.0906572187840953,-0.03846662419233093,0.0002527538178167353,-0.05135552692938743,0.0510687197211133,0.005180515179143633,0.04256440337335652
RAET1E,,,,,,,-0.01651445344433804
SORBS1,0.03214157225290672,-0.022784883006852982,0.024009809491819672,-0.01679739727134436,-0.02362710426457318,-0.012954745694323791,0.04368294307401445
DLL1,0.032985537222614957,-0.01476628381515072,0.03199651202450002,0.035184541406851254,0.054165353008616954,-0.02515808667601868,0.00044887230826734373
TLN1,0.0067554325677880184,0.009286846996902515,-0.009216219669486313,0.018920040032206365,0.010294482801539967,0.02988767570273531,0.013222553309683494
COL2A1,0.041643937078121876,,,0.008534111493936439,-0.01938173543089198,-0.012380853993135984,0.26347981127467873
SHH,,,-0.0151998364188271,-0.01857532126248069,-0.015236399052691032,-0.01181619662670565,0.17266896527085804
PON2,0.0405044298107609,-0.06570492074720222,0.02986074783772036,-0.03976965376833647,0.04273539453753543,0.05078320345239436,0.0783896503580814
ICAM5,-0.04051244912932777,0.03629107441106733,-0.02369002388506539,0.007984290249238942,-0.03787380507081577,-0.023076393736777875,-0.03246277526006155
HPX,0.0661192789766369,,0.05343126395133908,-0.024286209754234837,-0.028223844751058505,-0.03003441352915599,-0.03474139641975457
SFRP2,0.06694258417572173,,-0.017310966476894615,,0.033871255916784866,0.036510794087311504,0.05385721856430198
CD70,0.031784134938381156,,0.03009739858182756,,,,-0.0053381573312129465
HP,0.08326789401075267,,-0.03405051114504634,0.029308584944263243,0.027753316310371604,0.0889796532669452,-0.02251957712128709
CXCL2,-0.007086736033041961,0.015710734245848318,-0.04582026860895388,-0.019689491016804242,0.015524485520752444,-0.023387093082016964,-0.025970532788375075
NPPB,-0.01939181587101468,,-0.03676607582742536,,,0.006532397588992848,-0.015270904561225688
CCK,0.018027457284713916,0.023027083980320908,0.022350512740530997,0.030453407482612382,-0.11751269301963294,-0.01662929737349352,-0.019810485679168512
SEMA6A,-0.01281687886450678,-0.019071991272232722,-0.03998465218105245,0.01676541643432587,0.06292856790945997,0.05568609008931826,0.009621293592798856
IRAK4,0.005195972419893809,-0.027705936613393177,-0.023528805957362762,0.08389600673302047,0.059780826217536054,0.02064948167834266,0.03123232704887385
GSTP1,0.0119017753269643,0.00065136515954201,-0.024415270575218372,-0.020378169268361952,0.06518559833504337,0.08384760871074884,0.03707490285543426
VCAM1,0.07301515668741675,-0.014959825163248152,-0.012061263926395371,-0.053313553309952244,0.061603103779350646,-0.023664992953589654,-0.0006412817239817249
NXPH3,0.02249855850813312,-0.007115223385208747,0.0037947889955400973,-0.03440386812896689,0.03430516180406767,-0.04372517380671824,0.025660657019777385
MTMR4,0.04787510198514493,-0.001267293562547457,-0.028729392704075825,-0.04599868197274999,0.011362583100948247,-0.02876261840710817,0.0320620169906838
LAMC2,-0.015220547789115236,,-0.0065805898362374,,,,0.00042639701649776546
IL10,0.07638798566679314,-0.005799577201344193,0.041513649227863804,0.012920720995371079,0.1279479602407851,-0.013611404658801922,0.03646132694109987
SEMA4D,0.005381910064618794,0.01539748370866115,0.004483455967414533,0.037149962480914435,-0.06791999218295172,-0.0020561902092043633,0.036232211016997015
TRH,0.07681467571942796,,0.03982334691756176,-0.014894870281817298,0.0015067959019494626,0.02498124327162162,0.07961453603202366
SEMA6D,0.015895671811590753,0.016272181073410694,-0.044010239200074956,-0.04518590263466619,0.07520118070600677,0.07232917072577046,0.050204539470569964
CEL,,,,-0.004478231691327213,,,0.002052010706516682
PDCD1LG2,-0.015487187191067035,-0.02054723306298738,0.02468466705026357,-0.033117453049599496,0.11154786919369651,-0.02328392442690662,0.0953353013602209
SPINT1,-0.00968503085818194,0.014883032752278648,0.015074141336610627,0.0409354453060006,0.03728438696175176,-0.019978611755349165,0.036661803806511135
CTHRC1,0.023676025718584494,0.0019082444464267217,-0.009911351361925622,0.03404210831529348,0.10564411414016138,-0.034530138859454496,0.01441224595163203
PODXL,0.03839259386440179,0.01848060514387004,0.019064161770200337,0.017739946308426395,0.04718573748759718,0.02311142570554574,0.013298558999581673
JAM3,-0.0061151550431207645,0.022114501540127077,-0.0007479854354591203,-0.0512974438358434,0.05484095649630402,0.08719640753763994,0.047348152499193476
TGFB2,0.05616483660430577,0.02236454430068528,0.016469146840714977,0.016502337854517334,0.11033042536518119,0.013786680856056535,0.046702942242346314
COL18A1,0.043986737826415157,0.009873225740557635,0.029328645626534224,-0.006970296813849773,0.04784730372949558,0.003099542116282728,-0.027948766015052848
NODAL,-0.031273963395917564,0.014013492784134832,0.04642413590735466,0.006043362459309362,0.004887578080743881,-0.003864835156706867,0.08517630667798708
INHBB,0.038405919167821524,0.028303597427803855,-0.012745396820485803,0.010140309046060591,0.05709259077966617,0.06401863546677197,0.026700915521153588
LCN1,0.028693111487040086,,,,0.02735995524084776,,0.031220216277810204
ARF4,0.003595962355927019,0.022020266209812376,-0.008609282733726662,-0.004777477478116006,0.015380678852079289,-0.026496032369082174,-0.04754701176657012
CXCL14,0.04596845541568772,-0.02894199999620309,-0.041545230208007246,0.011369837061643854,-0.05331915822438947,-0.03626505971458596,0.08213358800678226
LIF,0.08747254005827451,0.028295366492510177,-0.014035053155697882,0.02187466621473689,0.02254487390155413,0.03210505611863216,0.03488771177184558
IL17B,,,,,0.10012575568932473,,-0.0013006264529271943
MMP1,0.010865890243671324,,,-0.014894867032544308,,,0.03398101550642498
MATN1,-0.01998413971681223,,,,-0.017832357709470066,-0.012380852452397945,-0.02080265063401604
ADAM28,0.025027586391195587,-0.004838307984712954,-0.03834357169797152,0.015519270442950024,0.06330727787481848,-0.033872001467531734,-0.0030464291151258804
