,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
PTPN6,0.05122888172886792,0.03394820586981421,-0.03335157165393539,0.01670131761371958,0.016837271928486178,0.041154707897837976,-0.03293220045798132,-0.017077830221844854,0.03916337265155427,0.05124971279751042,0.046732350311143644,0.021546520201555057,0.07097731862516897,0.03881751224168578,-0.04033161157289522,0.039766860945527165,0.05761412051469359
PTGS2,-0.022851498056365802,-0.030927161383061712,0.04348929660060193,-0.00267774390949234,-0.032397194429664655,-0.09132839157993071,-0.04226917947623519,0.05089929775590187,0.025013950893461506,-0.03454293637899332,-0.014604907831032877,-0.0359640273331469,-0.030112637152404025,-0.012788940321031613,-0.06372374171486357,0.005882307220100083,0.01986354468998995
XCL1,0.07511531454005901,,,-0.018375717198712057,-0.013298713899474901,,0.04757674589466432,,0.057210462832633126,,,,,,,,0.04159964524309734
CD58,-0.023731574334474006,0.04993206182817119,0.015397947339462911,0.07913654937886008,0.03345985346632558,0.016046360497978723,-0.01054434339737465,-0.03698109299200638,-0.019114871150083604,0.02103910798629744,0.02984300676195209,0.05242689857181438,0.003650230361612395,-0.08167055784756928,0.0055791714847651525,0.002450018964322718,0.02406017379877428
TNFSF14,0.0087348367945312,-0.008849458574647017,0.04834736326370166,0.004514003585502529,-0.03743143888728844,0.10902516375669155,-0.03818475160997034,-0.0105847409846695,0.08024648006310922,-0.03170352294033602,-0.03525561832930358,-0.027135059860811342,0.044615072732062167,-0.0052273569632589785,-0.02975536459350344,-0.027458064288118887,0.062481763336887194
CNTN4,,-0.03362379387399845,-0.025480188611083497,0.001493663003263905,0.029042072116388422,0.005402842404757786,0.005712808577846293,-0.03624660428249698,-0.08494163632842333,-0.004406965505982654,0.019624637417054,0.013462527623303968,0.05673785661309201,-0.013790191206275679,-0.02711150558113927,-0.014859244228521553,-0.054930942364393075
NTF4,,,,-0.023244477540726838,,,,,,,,,,,,,
INSL3,,,,-0.016888887104642255,,,0.016035844141378198,,,,,0.058989949189217926,-0.023798087427090945,,0.09868292350504293,-0.030082631784028754,
BTLA,,,,-0.016042256635020537,-0.013864351953062312,,,0.02925187157846462,,,-0.033126400506495665,,,,,-0.015066502455062086,
MFNG,0.026970301510598232,-0.020551302789350787,0.05110567059393082,-0.010610289882873093,-0.03693002377416189,0.011839626143815035,0.07447658672477353,0.030256886916506298,0.06290085225859851,0.023875324083176632,0.13710356152210532,0.0711352872113996,0.01466253395433665,-0.026155749921789418,-0.012819180975033066,0.061863172007441666,0.08433398925544369
ICAM1,0.012397632689968605,-0.010883560261627742,-0.013612638124563278,0.0314311164833813,-0.058627600289462886,0.10392712303929295,0.06147331647216188,0.07343411318977221,0.09192101723469676,0.09734705337569986,0.10210607923366913,-0.030557288067176936,-0.002361292323180702,0.03559887722651569,-0.004394418278454064,0.03164780673960048,0.02171990930813082
PROS1,-0.021592696209030995,0.015119494898587216,0.06487495245751829,-0.03414660885891768,-0.04434022388797773,0.13997097083254834,-0.018066948954795554,0.01573712667916726,0.07928028242135603,0.1745585754201955,0.03531662670258193,0.04656037360495694,0.06390741415162995,-0.05776967621007176,-0.059666186479705334,0.01760514933815732,0.022399361366801027
CLCF1,-0.003783402453868555,-0.05529231468847065,0.04923108281383137,0.011371251209415897,0.014221912719323503,0.041064047502839644,-0.0017656116750919214,-0.02890846626120673,-0.01695091930207085,0.015323179815199244,0.054939445028321286,-0.04052622512497734,0.024200636890797805,-0.0258384810044451,-0.07796808769031797,0.02809223645472338,0.022009359159761408
PSAP,0.08414644602519816,0.009868690209915949,0.005981838537476393,-0.013164328049956953,-0.04837043677670672,-0.07568760083722996,0.016119509733750634,-0.03360280363225261,0.08760710707293666,0.10921626104321554,0.030963537383541653,0.0074445690781222845,0.0002899228295738774,0.02983133357197903,-0.0326979047414265,0.09986612697340079,0.037080277907185565
EFEMP1,-0.07163444303343679,-0.0026347490176585383,0.006830671808288166,0.023036453141097493,0.010610974380765576,0.08925554669548787,0.05419647695053502,-0.02027035839171182,0.08157287884304251,0.07061851166966455,0.011694666281433019,-0.05857254379494775,0.04743760815394246,-0.04121531943308123,-0.019972226771964686,0.06236712830115027,-0.00178451692387005
C1QTNF1,0.011434847279149032,0.06593654252289138,0.047950754772982336,0.01854096726122273,0.07297534091874387,0.09338457513184831,-0.012009413754782332,-0.023489891381645464,-0.01265977261657756,-0.0051859385904627926,-0.009634095789638102,-0.07669605279136392,-0.04060933865606317,-0.007800379800708118,-0.011895520120917737,0.0161010206024853,-0.01942982719687911
ALB,-0.030177951306412844,0.011620261291443286,0.018654631663025785,-0.010011422329927057,0.01592793590794626,-0.017038382164620124,0.08665202929367505,-0.012022030183814664,-0.04374531748753526,0.011147201246734692,-0.047508310539748334,0.01424358126557008,0.009766320528872082,0.017783007257687826,0.006173892920502699,0.0948882866372673,0.02062604092063603
CCL13,,,,,,,,,,,,-0.020143195942024093,,,-0.033376821215479795,,
EFNA3,0.007057964338704863,-0.07890810900539444,0.01429006896482386,-0.027336232061745104,0.011681227608901798,-0.034975031912776074,-0.0007491239102128643,0.019629128108178642,-0.0916280720657578,0.014564103925074375,-0.024641035536159633,-0.019851949261246216,0.0495710964922416,0.039051573279580844,-0.0052784741272460835,0.005856737172722299,-0.06373072209200534
DRAXIN,-0.013800961579729201,0.06585411667731982,0.022198974736643316,0.0024539710455904976,-0.04130252391111946,0.0676366656108981,0.04637214457158781,-0.009653100294497912,-0.02210789001036894,0.02580287572110063,0.0637689479596485,-0.024715859410232,-0.07394165590493953,0.0068482651916810175,0.05870903811790407,0.02328634412287143,0.029919066230215653
RAET1L,,,,,,,,-0.011561760045668914,,,,,0.0947148248730884,,-0.025667663955488366,,
NPTX2,0.07618097885088242,0.03734903310420895,0.007841296930866095,0.02273717281966114,0.053092115756124846,-0.09214216636998622,-0.022030496932794776,-0.016046689113447674,0.0834977619925602,0.050677086806684396,-0.014629543130679941,0.010428569400589576,0.107420252796484,0.043487614933688946,0.03556670345524611,0.0013525645764026518,0.014136892594410972
FGF11,0.01972493362386598,0.04540921158702044,-0.01437492817651832,0.01664030076284603,-0.026289805193891066,-0.009032888786674364,-0.048831151895346904,0.05992106266532989,-0.04871666329410031,-0.07131703461157214,0.0030132598615971455,-0.025609691771599465,0.021895461255334137,0.06771910739940669,0.016930995644684095,-0.0066709998898658,0.024910072078763668
CD59,0.07723837472346609,-0.050600323340389095,0.029222425006622536,0.050702053149967556,0.003990873915562368,0.014988975299087631,0.03249958825149443,0.059174710086177924,-0.021272020192214754,0.05457029866970673,0.013463048399487273,-0.008340986125450497,0.02683724702023153,0.02772049119576318,-0.009298628460127939,0.029039918268652962,0.05750862839685578
COL9A2,-0.02756456866841468,0.05328847604363809,0.002984982709504098,0.007187886586607405,0.05333569477900982,-0.005217655288387016,0.04506459310130031,-0.004795410568480109,0.06635075231551235,-0.02472447123999123,-0.006669670620721946,0.06222024778514794,0.02542332871898211,0.03394494459607998,0.03237117025957827,0.07656225479192194,0.04843054759096041
DLL3,0.041769836633709395,-0.0089114402378322,-0.008983663205527206,0.026910869043549498,0.025209195901292832,0.021439806377774866,0.0038619207508369955,0.014567332549949987,-0.10085812667929873,-0.06394222483848583,0.00045127265648869187,0.08753275182188684,0.025869159417232508,-0.0493176628227862,0.034715531120409364,0.020182034849382618,-0.004785249128524988
FGF5,,,,,,-0.013567567800899686,,,-0.02579922088572498,,,,,,,0.08007239974072582,0.06138770951115206
LIN7C,0.021132676319711795,-0.018541877565903704,0.019895159149497205,-0.0025900935927351057,-0.022720798922771776,-0.03660342070984312,-0.03905415381790052,-0.041282776558147535,0.0058462825891248335,0.09102068462421026,0.06292527727918518,-0.0024682287845112097,-0.037603992709322034,0.03197714023495431,-0.05865199102459184,-0.03113143361001859,-0.01131402313319067
GDF7,0.23020662611589396,-0.020325210958861605,0.022186877886694024,-0.030134705318511097,,-0.008728561858470691,-0.013883693731080058,-0.010584740573346445,-0.0007886547437130864,,-0.03756400659924021,,-0.0206522695038712,0.030108977388252103,-0.024189372272213162,-0.0038846813232786843,-0.025267183106441205
PSPN,-0.011848059171911994,-0.0069600406626808,-0.007836373985092437,0.0028403414649993543,-0.0431535245267911,-0.022145004013324605,0.012490405228718488,-0.017976161761439124,-0.0725397573161636,-0.02871994328863241,0.10570452372136126,-0.0783295771978677,0.04296918018533141,-0.03503572214512005,0.03448038817097653,0.05222623434219422,0.018513403420025665
ANGPT1,-0.001997359075556241,-0.017210361304019758,-0.0064081083814671105,0.027550959209413153,0.051865910223311815,-0.027206860580819912,-0.02034506783796269,0.0223722544877793,0.03536121278411313,-0.04049293330018014,-0.021320106526931074,-0.0057977505211620015,0.024461175950763126,-0.03477360415897484,-0.01892233495586261,0.04577345409900858,0.05258382565447757
PNOC,-0.02932190762270393,-0.008057050140081522,0.02813051403839496,0.024352542070984366,0.04279250294885857,-0.06208302679525696,-0.032533839305501126,-0.01294786861630266,-0.014681679015194503,,,,-0.0032565083702467295,,0.024559912604615576,-0.03104806868932036,-0.02949723205194185
L1CAM,-0.0020952930479137626,-0.035494302229567475,-0.006244698285226094,-0.03703234053964979,-0.030216148172750666,0.01594997863707479,0.0028801361235411883,-0.008311600529425582,-0.046652782753504284,-0.019120769497456343,-0.0015468375727947774,-0.09408382980017574,-0.011322555759516887,0.04301621596641294,-0.04735983721092407,-0.003069449022418682,-0.016870777567538284
APOA1,-0.03335267116812871,0.008633173034681292,-0.004066943688629275,-0.026301651240297326,-0.03877485288208911,-0.029036647157848282,-0.02164813607192775,-0.017130386374350787,-0.03706519613633097,-0.01918351372682416,-0.048207663405835474,-0.011158989313351218,0.04760602602287919,0.026329628363860907,0.07846289362410319,0.013209013037457923,0.05110494900949609
PSEN1,0.06536757113737098,-0.04133129927231226,0.08072154944644812,-0.06524173886549121,-0.036564896498451335,-0.0587398430014773,0.022351223773111002,0.014471408850166324,0.05542264953521469,0.003159151539787171,-0.07009964447569718,-0.033475777324825005,-0.020228583454009498,0.020651319470629887,0.011092724925931876,-0.0028852878159054242,0.05170906970509147
CALM2,-0.004384063581958999,-0.012775868846663,0.035028844538265984,-0.009891731627803888,0.08390436198811968,-0.1292011305783341,-0.004504855324326528,0.0487410707637064,-0.11321567670479017,-0.07502848935521216,-0.057486971594494465,0.05981180829068762,0.026128510379812352,-0.025090632725755662,0.02540003845049231,0.055524937178111744,-0.04245292767587861
CLEC2B,0.009285520923906538,0.004059867721394285,0.046471175748681,0.05550686508402973,-0.032709486109478776,0.09073224830929247,0.038395790757654556,0.0023845826042929283,0.03557828543941455,0.059547593898672764,0.0644169369245011,0.03729627930972766,0.03842316709648281,0.06890235526827934,0.055954548937644975,-0.0016655031008796638,0.02739837936765634
NTNG1,0.00028046148601403606,0.1005803719990748,0.020687943289331823,-0.031335428572792506,0.010405089847471845,0.008777259420024216,0.03951019000849766,0.005143427953314102,0.009139072282055802,-0.01817356056566878,-0.028819783788713985,0.03537059514719164,0.020724602190988654,-0.007152953262048953,0.002232352910980661,-0.008235060862152753,0.02863291348765253
LRIG1,0.047724780068029306,0.05523828192081007,0.06155739347809954,-0.037340029179733086,0.03525237666125248,0.0731610745821494,-0.046069967659581455,-0.014245534903465067,0.03003541996062528,0.04587656158853262,0.004464154036232554,0.009427388977341378,0.07537720384434603,0.026627930133522486,0.014143465357947187,0.020588111327047673,0.009114678729053126
CPAMD8,-0.018269804565572288,,,0.0086833922945512,-0.016884885507926016,-0.012273690952767497,0.10219800270301838,-0.019591479585148053,0.06065730059880112,-0.026639972592190305,0.01508924503343157,,0.04641217503497667,-0.02458742766330241,,-0.03152081866605997,-0.017916326588693406
GHRL,0.038101444966952114,,0.005428011386350971,-0.018318418517477446,0.009532377288955911,-0.026101734826148085,0.009809112741302452,-0.009653100294497912,0.07078451775321083,-0.03589256096117231,0.053820164924932,,,0.01477528438008891,-0.026165502510222375,-0.014439584045737185,0.047873964456333275
NPY,0.008467836359801304,0.017891144536810018,0.030211073392037432,-0.0263927491477603,0.015053689981549741,-0.060369443960563936,-0.04463419781136045,-0.022914176006330188,-0.06634446687505366,-0.03110971906865278,-0.03343755731197447,-0.03539977838797764,-0.018489337760383646,-0.03785486384897144,0.009337697104370726,0.004775313090134631,-0.07823226042223329
MMP2,0.08129025119122647,0.06483508553295807,0.030547563438095764,0.010102063041192134,0.08511673137566847,0.06497511580741773,0.04238680913115035,0.011421093927259296,0.057623262248618023,0.052986866844265915,-0.004466869052948086,0.039050304021763606,0.03921773909386111,-0.034674148926049995,0.028905271171765064,-0.04073421262400575,0.01693669265290804
LHB,,,,0.015516737047996432,,,,,,,,,,,,,
PPY,,,,0.06935944885613518,,,-0.013477029169440952,,,,,-0.0554159474688685,-0.02077273674226406,,-0.04555748657963952,-0.03702859058635835,0.030147891189827913
ALKAL2,-0.02735918267470254,0.01827727859408943,-0.02194647928405959,-0.00043074236472150193,,-0.013916324132574131,-0.02344361215133996,-0.02566647056424412,0.06910184054925823,0.04701623997225134,0.017689005340768213,0.034121979056559656,-0.021739380513638384,0.009600683967538822,0.0209584895315166,-0.026261718411092008,0.012831697023228351
CSF1,0.00723524557469025,0.007465051280063945,0.021302284634510605,-0.06005038839308986,0.01694980130798771,0.019660662384365472,0.0246280921235356,-0.014566034778541008,0.1007130667951424,0.0035153616508200114,0.043038037589539425,-0.05218917417177408,0.005619721168004104,-0.03446980734131388,-0.01798889500731999,0.053891580295728214,0.10123098163577496
SEMA4C,0.007007988496072168,-0.005405478260032548,0.01565102423272918,0.0040242672010446,-0.022932852382569462,0.018504669625586664,0.01031674260960357,0.006860104795421875,-0.025290116597882446,0.008306407477150403,-0.04226189672199746,0.06069873321498724,0.03389188513353468,0.011474742953345088,-0.06634218217732797,0.010333003924654478,0.008201986043311389
BMP8A,,,,,,,,,,,,,,,,0.004622358645642601,
ICAM2,0.02884804908918917,-0.04826956011561413,-0.016810702316683093,0.06592244390672229,0.009343151757277937,0.06979212172060867,0.006681996678121768,-0.017825880952067122,0.04346516556063613,0.01727634043326074,0.08869168466871513,0.05065723948016245,0.08590656097855967,0.0022639363994216644,0.031216018510939615,0.06070648544273947,-0.010971215161621655
SYTL3,-0.04992583980935992,-0.0026538337798701077,0.05145820889522704,-0.02345667697013988,-0.03751822858767806,0.02746362582258402,-0.016614570855398338,-0.021746721567835053,-0.016880746046772675,0.15931908262777014,0.0009440090318252526,0.020996101608211276,0.05044919586825897,-0.03394053461503544,-0.0316785731163237,0.02706071216154092,-0.008475719268003775
IL1A,-0.021229219278074286,0.014952264136848243,0.02612472972944749,0.0059932884690960305,-0.023786012214067544,0.028949090729986665,0.026192150077672532,-0.01551065618629206,0.06471461174836128,0.0828278364504665,-0.035538692456679864,0.019534094292572808,0.02751675676988851,0.09650467412084837,-0.028024344207164903,-0.044804191557205934,0.04214262581865774
HLA-G,,0.12773349017618688,,-0.018375715539230456,,,,,,,,-0.02447547517309025,0.01564815680797275,,0.011786827334032671,,
PGF,0.007420544778186137,-0.030475975280311755,-0.017775440571116668,0.09004239609125463,-0.0029684931225406348,0.047751575468636766,0.04836965979609507,-0.017454500803987576,0.09979917779558345,0.024767010918383674,0.05080892667007443,0.060764886738839695,0.12001332299771078,-0.02738309571065629,-0.007745435366597452,0.04438440143194738,0.03707231483250639
LGALS8,-0.038011235043329566,-0.015658472964466052,0.0034274833233837424,-0.0051534562584369305,-0.024087236917241392,0.018702688012750584,-0.026927128839986218,0.07276494879885148,0.04932460277082915,0.013248618973217484,-0.009742531043591048,0.01782730806003306,-0.010504935161241288,-0.0299167322636326,0.023423167566509064,0.01240085116897823,0.06769257858971847
DKK3,-0.028530664469320725,0.0274701706250456,-0.09450926834315065,0.026855776170111468,0.02362141135728133,-0.058023233240698385,0.007624244132626898,-0.007006386436505904,-0.13433542048552435,0.002082872101184144,0.03642849872772371,-0.011047309679388951,0.04293245592222718,-0.03177894796235075,-0.04840535902360973,0.05924911367707764,-0.03954337531611946
COL16A1,-8.307295363009035e-05,0.05596932633280221,0.010091248658366532,0.007333216495951595,0.010072831870288328,-0.00180421044791289,0.024241210590716065,-0.036648498407495185,0.07441110811202788,0.031352304325441484,0.07639374924046179,-0.02517205364046446,0.0340209632831178,0.025528247399525687,0.011866748839079903,0.020095027192474232,0.07797105256986812
TPH1,0.06206468231914723,0.1459249971001193,,0.0017164333075672111,-0.016574703970559185,0.011584007361853095,0.012691696298769713,,,,,-0.01367809432697506,0.09370971421355324,-0.014130838298656056,-0.0685085909530039,0.014791386256689201,-0.03730208485441692
TNC,0.010703219994720785,0.05450432361687689,0.03146862259626395,-0.03609529422520401,-0.020628117279686758,0.12344640531370175,-0.04231429983837312,-0.013856080584604262,0.09583174931345874,0.05860377315363591,0.019348494380790674,-0.06673499946932575,-0.01853824531480774,0.01586243262790925,-0.037302298681805506,0.03448105424458057,0.004500124280178915
TNFSF9,0.057117510179609796,-0.0381486961769379,-0.018674248400019515,0.028630345576353876,0.043868128941701626,-0.032936262333975425,0.02089686355593934,-0.01612359271617068,0.04014508680545169,,-0.01974772538373588,-0.0006446368536580433,0.020821232830664265,-0.027578756580675916,-0.016213967130848973,0.030641792783642537,0.04004564617203171
C4A,,,0.07121800667718632,-0.020626406836275563,,,-0.01597634209003083,,0.039815370652721824,,,0.07256848110369016,,-0.018067503268681128,-0.02444448902309139,0.02113195221488345,
CNTN2,0.07206647599768025,0.04366137263896634,0.04384425856046833,-0.03051400992562352,0.04593529984663038,-0.035608668441731765,-0.0194296806278375,0.01958878463237996,0.06979988997453386,0.005605296066070289,-0.014062126698863012,-0.060136939146929844,0.07314038264770853,0.011186536762996389,0.018804556810930018,-0.00429059368634053,0.017828701474137905
F7,,,,,,-0.012273683818887743,,,,,,0.0029163700318806294,,,0.03745409482702513,,-0.022145592128905534
LUM,-0.04118699724293778,-0.048401887899020814,0.06158878366744364,-0.018911533068513522,-0.046233913596904354,0.10671843750141766,-0.031800185800662725,0.015782678730568277,0.035122584624312586,-0.07539652787161796,0.1992130557102397,0.09121991838370606,0.07537212754956571,-0.007483983977499943,0.02390683009039153,0.01896635426519526,-0.00803537276471313
IZUMO1,-0.017457368740537035,,,,,,,,,,,,,,,,
BTC,,,-0.023578053211102925,-0.04722196783613818,-0.04059918400933808,,,-0.011887817881524067,-0.037838400666780944,,,-0.02044159794594074,-0.0003106553281889141,-0.028258988976779906,-0.023408524688217944,0.02285199262544713,0.05065312359404106
APOC1,0.09360075607934068,-0.008308303164867352,0.01171168805842591,0.011044043946361597,0.006627299944899146,0.14554648329601783,-0.003085562777862501,-0.01656663091617142,0.14256826210350665,0.11397132035761216,0.17029290129215952,0.0823590657893881,0.06535296588518032,0.09802534108725709,0.07815263948151575,0.060310533185171114,0.014196071869798297
PKM,-0.026374979881206868,0.030402973880069864,0.004520656972610137,-0.04663760579667129,-0.06644610013938787,0.05924659694965288,-0.05836607857692981,0.01275900911947339,-0.09484775977344347,0.12416321059995933,0.0173113487785472,-0.1092224582236876,-0.06545323644373421,0.004945757728666632,-0.05980439330208437,0.00544091465218193,0.006598779622385849
TNF,,0.06282473157172543,-0.02681749479332311,0.001821309548528543,0.006084783269857056,-0.01801315396969095,0.02507874186321213,-0.014112619291893334,0.05292003274932323,0.07545854783623737,-0.041347665680807104,0.002722436907363219,0.04376115450526076,,,0.03582554058227823,0.1260908009926195
GNAS,-0.07167939085804677,0.07407597209866727,0.007434484756979339,-0.030154048119342563,0.02742435326131284,-0.030272866403473438,0.00623002226933054,-0.03286506542025517,-0.15134935949549877,0.115074137798213,0.009135217057111454,-0.054543425919181834,-0.056419176152083715,-0.02021630890487751,-0.05430245790701625,-0.05055677468945226,-0.011684059453553372
BMP8B,0.02799586991188071,0.06418223838021316,0.039730210121565905,0.01993460448802141,-0.009329492061185106,0.04996608835778153,0.009602420367763891,-0.00937063415033908,0.037179732778196035,0.020516306048026494,-0.02275168652668189,0.025942335920383763,-0.02457937563715054,0.04714455533670027,-0.028273062747948885,0.011802382521766921,0.050469156589536504
LIPH,,0.03321628881766568,,-0.003799937923108805,,,-0.012881299121254406,,,,,0.0663607674283256,0.04985394680793211,,0.00201087013201806,-0.004629256287054913,0.009450029748664403
CCL28,,-0.020325193117631667,,,,,-0.019835081540734878,-0.01108348152018502,-0.023671172322472716,,,,,-0.022765548435149354,,-0.02096616510285629,-0.026076900081363177
PTPN11,-0.06495691931980295,0.02797068672042604,-0.030147102773889784,-0.0245516037681905,0.03071793381224662,-0.012161852351638656,0.020020046879706908,-0.007008746639579923,-0.020540543501545352,0.06858007366634872,-0.05108594675755737,0.008972184574574056,-0.021722733469546125,0.003261473133538867,0.036000115150982746,-0.024296329772238702,-0.009108572011453613
ADAM12,-0.03151749036206881,7.482023372548075e-05,0.02394630833308585,0.026486756869055158,0.012668197875699108,0.06132519290252098,-0.05336434096502336,-0.01071149587976186,0.043328412365731414,0.04743491986331077,0.07128388997824438,0.03470562695971818,0.025155988737653977,-0.022122199218526116,0.032869162853655515,-0.011095365358393547,0.06021065493139371
EPO,,0.009337865752068127,,0.02998220467431598,-0.017785498606366856,,-0.013477029757715937,,,,-0.033746352391726596,0.11618523756455339,0.04847490083603939,,-0.023142750492657918,-0.022295774132478574,
EDN3,0.02973511310941855,0.05607041703049341,0.052699139270035375,-0.015151841639870612,0.0021348916032440744,0.0508924038930853,-0.007807208799454155,0.042461156958895456,-0.03382023445293306,,-0.02585957651614754,0.03221547360655939,0.037436242568430554,0.07548583508512596,-0.07193899164237526,0.047807621298838,0.009707079383414235
CCL22,,,-0.01473040805248633,,,,-0.016138188128281737,,,,,-0.0071407040627634085,-0.025510398409081984,-0.009403297839857522,-0.02030675609118845,0.017202656528099738,
CCL2,0.045941072760865266,-0.02928641385576671,0.08007979136148691,0.004824748027663649,-0.041173172405030684,0.05101198565315283,0.07531658915916238,0.01017879662575941,0.05716317744565182,0.03687249773552386,0.029936839015344455,-0.019698343357280084,-0.003118270303492849,0.01782163864376011,-0.05115924824542234,0.020478363299615453,0.02941025419607508
DSCAM,0.009184110841472653,0.031602031210335946,0.030165064651617265,-0.020827946562236372,-0.02452372666323572,0.06845501660795128,0.019275990206940964,0.046628187292146114,-0.07725065383072142,0.11752985178941447,0.01571920667348014,0.07937258581009723,-0.01724447557626545,0.056091326082751004,0.02327196673672002,8.18547265850168e-07,0.05221859201404092
ANG,0.07358817904799433,-0.04884276475513438,0.0867033932301615,0.010179819195267508,-0.04299444947008597,0.08099115024903773,-0.02535228724417797,-0.009693650639273514,0.08592616596330847,-0.0333419012572067,-0.014603723423996025,-0.012404083239817986,0.005320157199426324,-0.015684334058514646,0.006780172420738225,0.07170640621111411,-0.008560051805492408
FBLN2,-0.0240573188979678,-0.0318350989100342,0.03474564685497805,-0.04039399561075209,-0.044386984025288186,0.055048172087109534,0.02187932087088858,-0.003531679651839903,-0.07008397880281707,-0.05778685270633224,0.02213848936980793,0.0759439073486718,0.003569630709672782,0.06904140598826466,-0.01632158073123279,-0.009084253234238107,0.0283722899937937
VTN,,-0.026312184013418526,,-0.025621712629828517,0.002590565002327861,-0.02068942659513361,0.0696889794264351,0.022825368040828325,,-0.022593451999528134,,0.011847091170098533,-0.019615853731720707,,-0.029966738311306806,0.02511614836121476,0.11918359403786942
VEGFA,0.008841250109259121,-0.01973033025851154,0.020761311964753552,-0.046513551084683316,-0.07106051512320825,0.08170235462245042,-0.05749183352406569,0.03846462133371049,-0.06672198582041089,0.08780887165952334,-0.01881664649108122,-0.06836642946388269,-0.08245623371726919,0.09100319493923056,-0.04745093489811822,-0.052609535274809875,-0.0037442585728071323
F10,,,-0.031209226258839803,,-0.01673045515665582,-0.019957271633215947,-0.01477727184409572,0.03539770145622805,-0.042368037217172215,-0.02450780107812854,,,-0.033502086205866234,-0.024449348418761625,-0.04008175178461915,0.0026781108751141557,-0.022691713696003514
SERPINA1,0.009718699637948854,0.051946842704543,-0.058166352179922755,0.04310723429147988,0.01567074483632185,0.12722318099562652,-0.01919813319664528,-0.03873751213439098,0.049845463322530384,0.003086467712368417,0.02239133316470249,-0.028595347427125602,-0.005969837979405789,0.004881438626954793,-0.0593925927404492,0.03591287299419465,-0.023653689759143632
VWF,-0.0029995363037490443,0.026160886789958395,-0.006413507887577839,0.07368984852760575,0.0028412535968381867,0.08494955847247686,0.04945561229760993,0.013109484121471015,0.0001933648816355124,-0.008288004358864615,0.1085515781808903,0.058922463235010894,0.1022375614403599,-0.02066262075882776,0.08011139627756257,0.06603819881436622,0.03124665440899931
GDNF,,,,0.03242783390463469,,,,,,,-0.02881977574144129,-0.04626749861118918,-0.008793513708884001,,0.027536987268798906,,
VASP,-0.018130208239186686,-0.02178291696755573,0.0816833883454222,0.03124920874723295,0.04216220556379797,-0.006778342523123275,0.006112382207521841,-0.01675516093226424,0.00012973135978230357,0.02877789272867658,0.06840081277356869,-0.0034251374497066864,-0.01309867862298744,0.018379180081902376,-0.001795639880889478,-0.017722923721936932,0.055962259766031267
ADAM15,0.025184904813246055,0.0016032103027982967,0.0814261553401199,0.033413548720675625,0.029422176149096292,0.051280065223414086,0.002397350692710849,0.05150525643435866,0.011265172877320566,0.047182387547967934,0.08559132334685067,-0.04228261093250048,0.038946774539626715,-0.08066124015011532,-0.019948072155295614,0.03453082779512543,0.012191326240803478
WNT2,,-0.023633764035947323,,,-0.014408950451529028,-0.03150467131503924,,0.009518763040605319,0.023239354829150377,,,-0.027135047563515605,-0.028650514704395908,,-0.02778804579036489,0.016614254142411508,0.04346965103792195
CALCB,,-0.024736350942777374,0.03696775931475177,,-0.021659483239376873,0.01488402089615395,,,-0.029241509586185543,,,-0.023748129753016062,0.041223294055145646,,-0.014642075037069827,,0.06752410310524894
OLFM2,0.004548814745053484,0.04248441499787023,0.03876469973873445,-0.005697328804283069,-0.02799674020070858,-0.09624250954957395,0.004353434940106779,-0.031663853250240265,-0.012170429642316313,0.05785403523636566,0.01916359092311176,0.04938350850056217,0.04138761088664396,0.04991465062537496,-0.027322244468976638,0.053449008206435555,0.028881464992033794
MFAP2,0.008791559999429795,-0.03171319858041496,-0.003051586234043012,-0.010134771994895049,0.024267332108113913,0.06997846991208814,-0.03539325792743025,0.017329616599572002,-0.03399377486162528,0.002107593123943243,0.09210336398336597,-0.0035731256046331473,0.043053487393622296,0.02524574989980709,-0.003793400678308276,0.01522967046524227,0.06970959175381372
HLA-C,-0.04509764444034074,0.1047099414131159,-0.04030987692356676,0.09326548805498851,-0.04708494950476255,0.11556793676207855,0.028495748753955406,-0.018069404284792423,0.1020464617868464,0.05453817261071761,0.10689112276669774,0.00166813421848879,0.017611483927705663,0.08538444321973727,-0.018890843267900706,0.04573577728617568,0.01993810058965572
THBS1,-0.014603310797662916,0.016101246488060692,0.014752710084891577,0.008010582093604349,-0.04266877890786934,0.0334614819419263,-0.0014742325522525091,-0.036755168485801654,0.02095933141419233,0.060152990311377254,0.012389870913507232,0.0046360185938958956,0.022662823969222763,0.08439676645655082,-0.012860861016064306,-0.010401309992298142,0.015591612088914023
HSPA4,0.00013310588250274374,0.06640920276239771,-0.008646421961525961,0.06522798559896402,0.002696999902925201,-0.012675303068932756,0.0027395526284541474,-0.016918154516514784,0.04718721810664062,-0.004005952444283076,-0.06573482335159149,0.05073248981311051,0.017707844210132665,0.0013031915095801827,0.0023170747712341812,-0.006945784136277712,-0.006676781317976785
LMAN1,0.007575573349257283,0.028044097619609524,-0.012985164185081078,-0.044065604346360095,-0.04352967010979353,0.056877902491598104,0.0047913907666828634,0.00505834009741187,-0.023644414966403286,0.023420992804970585,0.08347646228439122,0.03196283459558846,-0.030290528447884532,0.04657893218179816,0.005638734253747263,-0.0766485793816568,-0.02453925059471471
