,UKF260,UKF296,ZH1019T1,ZH1019inf
BMP1,-0.05103428327909811,0.012415808574588613,0.08682098349099979,0.10900809825790542
NDP,0.02524802627790438,0.006998917814163057,-0.0833937930674225,-0.0034359763184292898
TNFSF18,,,-0.04352269688758497,
RTN4,0.04831630675822319,-0.005361294269912549,0.0417605390045492,-0.05125834967026147
HEBP1,0.07553703920311397,0.0030024703379299008,0.04683189247487451,0.039298913694042543
WNT7B,0.05434942908382655,-0.014651218409548337,,-0.03139835290445194
PTMA,-0.07019042316156339,0.053034618160338574,0.03665684335569236,-0.11494907056939772
CEACAM1,-0.014562086703078427,,-0.030603842339149787,0.02091360438113875
PDAP1,0.001050420311811324,-0.009089122307835979,-0.007294013016745465,-0.03654130061298157
QDPR,-0.006521169664675762,-0.006447130662546919,0.047162147590751165,0.022754381045450002
POMC,0.05954713719948748,-0.0105179162125061,-0.025294903767475153,0.08921245358967157
CCL18,,,,-0.019964871945277
CCL17,,0.10833384376508862,,
VEGFD,-0.01393218007897181,0.028660095565849912,0.049416851537584155,
WNT5A,0.10064743564548566,-0.0037232451019269855,0.0724031295896741,-0.08192120699935722
CXCL8,-0.0431385591138544,-0.012387012057985248,0.06668908059009653,-0.03515130039365012
GRN,0.017939996151374836,-0.019339379661439584,-0.007000971892910305,-0.011374207287641859
MIA,-0.04227504833857068,-0.015127748882216048,-0.026809472669264145,0.03536858354374506
COL4A4,0.044454307712679705,-0.025413415052163688,0.058912165958490706,-0.025241836228384128
TAC1,0.012559417518393155,-0.020938373525949888,,
RARRES2,-0.08522815198251354,0.0027664542264010804,0.01640414571413672,0.008856669689701795
FGF7,0.0032791841050620646,-0.027013320106397808,0.04298795761130416,-0.031041383246104948
HBEGF,-0.0656636090400646,-0.00786366487603961,-0.021855227526003874,0.07473632642828804
CSF3,-0.04641835271258064,,,
PI3,-0.007310864452662748,,,
PCSK1N,0.023235707832431316,-0.07373817094231457,-0.01698736516215936,0.021246741373852625
NTS,-0.013574254139687807,0.06662010873043962,,
SFRP1,-0.01589420473935468,-0.018134101427507057,-0.0005765766663224012,0.041523257080732366
CXCL13,0.14369268972971844,,,
MICA,0.0403880435648573,-0.03308598329927195,0.06005356042147994,0.013689123120796618
