,UKF296,ZH8812bulk,ZH881T1
COL9A2,0.019971948669926784,0.0293551032761348,0.03285305248395688
DLL3,-0.0007738768277581095,-0.02868799230688606,-0.011140272946503518
LIN7C,-0.05078676479163929,0.0038486914533548407,0.03192191197488149
GDF7,-0.023748676265599934,0.09997611051107944,-0.015021003226184241
PSPN,-0.01984201519906695,0.057885651198599286,0.0020142638272026923
ANGPT1,0.004916883288317714,-0.03120812960374227,0.0500595524637979
PNOC,0.036873989337463504,,0.0031963980053541434
L1CAM,-0.0019709980609788303,0.008020342555936973,0.026452559786668828
APOA1,-0.006664678314783921,-0.0374061892983215,-0.032835342689404315
PSEN1,-0.05409682960259556,0.028461875749537378,-0.0014690056423860265
CALM2,-0.07149425080143407,-0.013267749844540008,0.006504034788378394
CLEC2B,0.006797765670379938,0.0036862394314605804,0.03116318385473292
NTNG1,0.017660113234051707,-0.014892299372303729,0.03582677989123447
LRIG1,-0.01553455533692786,-0.05206802784531154,0.03040988247206821
CPAMD8,0.04858194753994749,0.09765848570133082,
GHRL,0.06220580996820431,-0.007418267468021371,0.029793180783302675
NPY,-0.00751895088310416,0.002935844566006461,-0.05104874370896147
MMP2,0.03704152829420324,-0.05910757370374641,0.03409051139299058
PPY,,,0.001334951776344388
ALKAL2,-0.04670097767721957,-0.001006025718109467,0.008773522977121372
CSF1,0.004011637644186071,0.05927734159910182,0.0025462664620829155
SEMA4C,0.020607035916610575,0.08684338434584139,0.008751691062341563
ICAM2,-0.017214438772327117,-0.01924299758232964,0.008640616878837997
SYTL3,0.06721389386721065,0.03127490097528725,-0.007882477393894227
IL1A,0.008740604875434287,0.11917872799318731,-0.023959269704389816
HLA-G,,,0.042145550278311676
PGF,0.028786663777874855,-0.08025887100458359,-0.04176178809180205
LGALS8,-0.025719064010491524,0.03206781966542382,0.042918457221075866
DKK3,-0.0271332738312718,-0.03336369956480969,-0.01139992377245441
COL16A1,0.05578290051724878,0.06449877312984974,0.04174037341269062
TPH1,,0.022039389443081953,-0.02441947255361915
TNC,0.05906734949008965,-0.0449304192466982,0.023415842170058165
TNFSF9,-0.027903512032476947,-0.020819407015216375,-0.023214152899892093
C4A,,-0.036939928131157755,-0.015179424432607919
CNTN2,-0.0806979301234699,0.0004347005424311668,0.03686164852793856
F7,,,0.009629491738393808
LUM,-0.02819317753968525,-0.06026718192259795,0.02138835102012879
BTC,0.0001805881205026199,0.0015629790796588099,-0.01453611614658756
APOC1,-0.017874191234502165,0.0426849926520963,0.04462302428147997
PKM,0.013229991652615814,-0.07208079817705673,-0.04134974889930975
TNF,-0.031664075704112685,,
GNAS,0.03633543010235293,-0.06452185999276723,-0.016069515151425597
BMP8B,-0.02102462080177561,-0.01673859698966187,-0.030005420689261104
LIPH,,,-0.023854019808652465
CCL28,-0.013273394588954306,-0.006085065797576415,
PTPN11,0.04670891320014933,-0.05010686918762838,-0.015950686520535294
ADAM12,-0.02403307348026449,-0.04843972690899235,0.009620232545787663
EPO,,,-0.014371076930025106
EDN3,-0.015131444345335717,0.10159750290786561,-0.011165442502365714
CCL22,,-0.031695853843024605,-0.012609994394499852
CCL2,0.0726008801996383,-0.003022914902853351,-0.002902953339932984
DSCAM,0.11671120882748341,0.05358273955396774,-0.0005087236339608275
ANG,0.01559725377627261,0.05786195758188244,-0.022429452656767247
FBLN2,0.03929856114183982,-0.004903868408482991,0.012000326809992573
VTN,0.029256107335808083,,0.0014059542712464492
VEGFA,-0.05074528573829819,-0.0033624833896609397,-0.016875285547619984
F10,0.05029511279122488,0.04793053717739113,-0.024889778704984773
SERPINA1,0.010168278496513422,-0.04213039711947862,0.045162876869460085
VWF,-0.027018206967459192,-0.021289626536165254,0.04637287514280491
GDNF,,,-0.020123869275345877
VASP,-0.0016987905481351485,-0.05099891464672835,-0.03150385026227846
ADAM15,0.04552053423525843,0.05008243768864662,0.0361208291071862
WNT2,0.0038185961688909135,,0.11087584663027054
CALCB,,,-0.022448247297101945
OLFM2,0.04271857971475982,-0.0684889651826213,-0.005263516770448598
MFAP2,0.030233027574094625,-0.05191954293837993,0.020577980118497395
HLA-C,0.00864891625324683,-0.045006308916857064,0.03521603515332069
THBS1,-0.03469516299453835,-0.012510749083121454,-0.024566494026457837
HSPA4,0.030819467246729255,0.02175952582144914,0.06095408480493541
LMAN1,0.028093395704713302,0.03526193705590461,-0.0026847705098303307
LYPD3,0.03905509142991137,,-0.006604313778059358
APOE,-0.03344033446572931,0.019794697850146988,0.005085419637634727
SOSTDC1,0.022154704640044074,,0.009418456135315004
ANXA1,-0.007402975910651648,0.0184821507158657,0.012736135038729444
WNT2B,-0.022594471769493675,0.006596600078597709,0.046052716728925636
AMH,-0.017808132343270118,-0.025534295388263843,0.0224593957532209
GDF10,-0.027298357225405606,0.04629787871292698,-0.006153005587490708
EFNB3,-0.05437967352661839,-0.0419659194934697,-0.011345265289767101
LTB,0.040552963594374124,-0.041677549307846465,0.018801334244401852
ANGPT2,0.010083609462785083,0.031126373080285333,0.03900782631845936
NRTN,,0.06364928381143127,0.10353081436171402
ADAM17,-0.021693280913547622,0.026589289130699304,-0.020773393526558288
LRPAP1,0.03336606789389318,-0.029995184682802743,-0.03588894556255541
NID1,0.001399927444216664,-0.08715298146226225,-0.03521237995578995
MST1,0.023513527821691072,0.02417813597640992,-0.010927568470532913
DCN,0.002525281252839595,0.01576920653537575,0.0017124973302097104
COL7A1,-0.0319763418924018,-0.030203764479043594,0.04690921638589121
CALR,0.032959787721607396,-0.005588294845148173,-0.007890880798269457
PIGA,-0.015624526484566628,0.0009402378104299222,0.06793078756389039
CD200,-0.010839885430752007,-0.028854288256089572,-0.03711858332533664
GRP,-0.03459721899984966,0.026066703952941323,0.039260062005508974
CDH1,,-0.027839665734874015,0.07607566638794502
LPL,-0.041204600666824666,-0.06770971991092653,0.005823216380643078
SEMA5A,-0.016947069200480697,-0.09551710721280852,0.03995350787185348
SEMA7A,-0.04553721741074671,0.010541616323698436,0.021634980495614166
SEMA4G,-0.03050546000948019,-0.02190503982848382,0.02222603056736623
SEMA3B,-0.025107319340839825,0.016769734448726044,-0.02800515387865193
RPH3A,0.0037918089783359594,-0.03182156311457605,0.023588422163048853
JAG2,-0.03100524821204737,0.023732706240138093,0.03867188538422689
CGN,0.01826032103515727,-0.003812740338320839,0.006387826648946314
GDF15,,-0.06054327441120143,-0.02681665233891791
SEMA4F,0.05028212056812168,-0.050659394568228676,0.07972366196789651
NXPH1,0.04313025827384785,-0.0508005000767009,0.016816705208974898
ARF1,0.045051523080042025,-0.08872315106788801,-0.028144944723817025
EBI3,-0.026887926719411766,0.02930992438863246,0.03050819366073592
TIMP1,0.016987351450996772,-0.06303025243666253,-0.03764851242381016
SEMA3C,-0.05047909334201183,0.05145472994955812,0.043944227521530994
GAS6,-0.05610447685064313,-0.008460801794242844,0.01924549104710896
MEPE,-0.020910920098321226,,-0.02165934478699654
SERPINE1,-0.04059919902875313,-0.0006564415657087671,-0.06048009434118126
RSPO2,-0.02387310804907294,0.04296479778184725,-0.01631357063039153
SHBG,-0.013796207617743238,-0.04266766221574718,-0.001616135518727848
LGALS3BP,0.010044196627550283,-0.054090602780063536,0.025473824196483027
LAMB1,0.06901231767188139,0.0036960397122016496,-0.013802073104646066
SPTBN2,0.012069782448576845,0.017259846444036223,0.039794521692521644
COL1A2,0.03103360053707262,-0.03215570237439189,-0.03983748357798864
WNT11,0.036802620523626796,,-0.030150695314339296
LGALS1,-0.026655808897999036,-0.0035617304047873325,0.004266723610343912
BCAN,0.05015025412160805,0.0029593665558080217,0.0289457833448245
ANOS1,0.0036550239752244423,0.019000275357253505,0.03233675854508867
EDA,-0.01587479934562518,-0.0018722290093120583,-0.015477234812226367
FGF22,0.062303704426698116,-0.020060994396452102,-0.0045334038106627245
SHANK1,0.03905949553728724,,-0.022024207413996733
TGFB1,-0.011118190721709787,6.638418888053971e-05,-0.035560485738266034
MSTN,0.0021834593994963783,-0.016761933757608843,-0.02177354983113556
WNT4,0.0050257121679159016,-0.024875529194695493,-0.01186805764860698
TNFSF4,-0.028456320268353482,0.0759583314364292,-0.03853028128634369
NTN1,0.022929528931507796,-0.032216657709171787,0.0651867676363588
CXCL12,-0.005842968961262073,0.024292119369048917,0.010094515109195696
GNRH1,-0.007870119052464831,-0.025206898033580696,0.08925196239913898
FGF8,,,0.03256570622320203
RIMS1,-0.017641623968041496,0.08200133809345254,-0.023021732275617733
FGF14,-0.010535058760124847,-0.018515135355365437,0.036654784031853516
IGF1,-0.015684225254022913,0.01506206569688465,-0.033351846179403476
TNFSF10,-0.011936130635052214,0.0878284960686679,0.01327631481088454
GDF5,-0.030554317836789507,0.04103276978404385,-0.033730546023389554
CHAD,0.03192645444505598,-0.02802646778995938,-0.02000149394153583
RGMA,0.015897996887695744,0.046005670824252484,0.0505602184579945
CLEC3A,0.023694887261972025,,
WNT16,0.008575366371881443,-0.023152846919449473,-0.012796411144532505
CX3CL1,0.017058492343542127,-0.03332131127302638,-0.0010293937542102745
FGF1,-0.04290957719681958,-0.036548718715040805,-0.030389157290241466
ALOX5AP,-0.04754298181328102,0.008723929910441996,-0.00889811563165256
IL1RN,,,-0.014575872859173304
PCSK9,,,-0.012420916001472897
NPW,,-0.025857840878838374,0.012085224648003675
CXCL9,0.027978999211210765,-0.030331700203498464,
ANGPTL4,0.033257995520559705,0.029763373173978907,-0.0439828858718868
UCN2,,,0.011814265187913117
COL4A3,-0.01073595191925858,0.005205616311714309,-0.019630341286187066
NRG3,-0.034368447028598606,0.06093557646162725,-0.014147477681648547
COLQ,-0.0013635919475729658,-0.0019175180874783444,-0.03316897968673192
SCGB1A1,,,-0.014371076843523421
TNFSF12,0.04902694237523518,-0.016813644477881695,-0.019891858888599102
DKK2,-0.006962461645134068,,0.02878075248889536
FYN,-0.05042548019939167,-0.050968455251951865,0.012207982440264012
ACE,-0.0034551291797377546,-0.06342588181360381,0.03994526218088012
IL18,-0.06604133903555014,-0.013047195830219736,-0.0018985837731272672
PPBP,,-0.029770451511366893,
CCL27,0.03234274293529055,-0.03196248928869371,-0.03383689040655763
SERPING1,0.04439867703983333,-0.036895989521933355,0.01922842097958063
AZGP1,-0.01371597627072245,-0.010209805956853849,-0.02908229067042514
INHA,-0.015736524314439327,-0.025857840725572828,0.0025667414663933185
SEMA3G,-0.01131982608436578,-0.023855843037581346,-0.020606954162711074
OXT,,,-0.012034280082980017
COL6A1,0.03730153879968552,-0.0825916357614951,-0.006624707061598796
FGF17,-0.014710677431759779,,0.013351940628745987
TNFSF8,,0.06748757192565812,0.016138410104205206
FGF20,0.008745136518981997,-0.035381917873503754,0.03309570673713511
ICAM3,0.07453509926943751,-0.006498826384667934,0.08443891865069171
LAMA4,0.0034464683950531346,-0.06716182719046349,0.0030509496170902043
DLL4,0.03661405688987167,0.008400990127861153,0.06017640747064968
SEMA3A,0.010147607182163789,-0.07703646843462178,-0.0033336014642701057
RLN2,-0.04453110483217022,-0.03855105450944771,-0.01403557175231474
C5,-0.013502672023974977,-0.026172684962648962,-0.04758521879401463
COMP,,0.009244881169554072,
C1QA,0.018503671649502867,-0.009224651752639782,-0.04731728178779507
UTS2B,-0.018262231661103325,,
COL9A3,0.009956133141416391,-0.030501226165925995,-0.014364886180623338
HGF,-0.006687348885952956,-0.046267559171287734,0.00887377081718353
P4HB,-0.014175518433999591,0.027188213276004014,-0.03311952988091438
ADCYAP1,0.01891658933221708,0.011965941565204637,0.05394750203624932
GREM1,-0.024592474527240896,0.07005713301771352,0.021205511533543196
EGF,-0.022535288104196638,-0.02977213787513894,-0.017671403457580163
VEGFB,-0.009351873864807365,-0.06284662227970489,-0.04418538089398868
FARP2,-0.030214081159133592,-0.050187331804229726,0.027165538369149977
BMP3,0.006155885428789835,,
IHH,-0.009665908793387627,,-0.013864957751393178
LAMA2,0.027681161916216033,-0.014626852693480224,0.006182771373002966
SERPINC1,,,-0.013692343643888123
NRG1,0.004705787874005339,,-0.03869415532847894
SPINK1,,,0.026720653704652843
EFEMP2,0.03678054898875425,-0.04846115333818005,0.005992437133265042
SELPLG,0.009184907285066629,0.02911531803906177,-0.04595554706323158
GDF6,,,-0.03335158354330225
HLA-E,0.045097032889718294,-0.01293191154773479,0.029878382628788693
PTN,0.062429858476556174,-0.09115444529246151,0.07728508979113959
CD274,0.010635596951220816,-0.025762869017905123,0.00747243295850883
FGF10,0.0440182051862437,,
CD14,0.05871258546074777,-0.03161173378931785,-0.012399964675652212
SFTPD,-0.023714118334512084,-0.016259634749021284,-0.025767337841231364
SLIT1,-0.025733615062453634,-0.049723160569091644,-0.016459932820033506
CNTF,-0.024592472401771336,0.08381681388611335,-0.0140355733000328
BST1,-0.0020447319730810217,-0.04402667137372856,-0.06345016105125115
AGTRAP,0.004960070186459928,0.0075598537062837486,0.08722738372607597
LAMC1,-0.0005855230523156539,0.004958623094842488,0.0625342205758811
COL6A3,-0.007080357083517678,-0.06666517251569753,-0.03627110135833849
FN1,-0.01544884734632191,-0.05437191445913872,-0.03386505769092893
MIF,-0.021112999973534243,-0.048205857444426486,0.04600592616456706
JAG1,0.01542705972457956,0.015146406692866552,0.04527398853649749
NID2,0.04698142534859435,-0.05018600575996029,0.015142468273356679
EFNB1,-0.0031377766805845524,0.0014884154896804439,-0.004694347593977521
COL4A2,-0.02122317445676245,-0.06383573379339083,0.056717740814419534
SPP1,-0.05636505923660301,-0.11139936134457495,-0.011311649515238909
PODXL2,-0.013243641822859347,-0.0031866510204759473,0.01414492301111207
IFNE,-0.02747610472080881,,
FGF9,0.032237121560122955,,0.005300492171899941
ITIH2,0.06129397900264985,-0.052991860775526894,-0.02879512875093806
ADAM10,0.03884667917541398,-0.0667094323004891,-0.0054443071420046795
CFH,0.01010612540112825,-0.07805829786847787,-0.012342970340603627
COL4A5,-0.03913383318534755,-0.1357518537045479,-0.028355251216369306
LTBP3,-0.009367542799867788,-0.06459951359159469,0.004233114402895189
GNB3,0.039961094649327004,-0.0407600555518807,0.0035656970329955287
COL6A2,-0.009013395662970998,-0.03918595786489419,-0.010149398402586647
GDF9,-0.022733549892054585,0.052799265025142074,0.10548770967831723
NCAM1,-0.04485751215384935,0.09423427474149826,-0.033388554878859826
APOC2,0.011616839985548633,-0.0012286246645783867,0.07154543202355151
BST2,-0.042961735826760744,-0.019842108975018948,-0.013141641226473155
COL5A1,-0.039170585913230395,-0.013172680936286721,-0.018436767163707825
CALM3,-0.04246935702465873,0.0034137101693125856,0.018999557697337154
THBS2,0.01899265373144584,0.03625308736429209,-0.03637345709916358
SERPINE2,-0.019214048813875208,-0.02247887538823813,-0.011835428910611305
EFNB2,0.008364199517533135,-0.037753666357032735,-0.0019481460302823428
PROK1,,-0.023855829164829687,-0.013161711695526039
LACRT,0.024944928188458955,,
MMP9,,-0.0783266961261476,-0.020682212654740025
NPPA,-0.014250794612142386,0.015229180380956437,0.08267760960352633
APOB,-0.02567650131336434,-0.026177730913613355,
C4B,,-0.026494020958578612,0.07490721385866426
NTNG2,0.06516469119856258,0.06395052162171047,0.031940379164003795
LAMA1,0.011863632967099235,-0.0569281579694687,-0.06255467785816175
UCN,-0.003991219442725164,-0.02954126393702173,-0.01305811569606056
ARTN,,-0.03300995402030514,0.031890561399753735
PDGFD,-0.03825124023570364,-0.07926783690496614,0.0541687053923613
EDN1,-0.0049850182927145175,0.05391384316274214,0.008721453779409671
ARPC5,-0.0011086460335359084,0.04387229792028842,-0.032953738062552175
GSTO1,-0.0387510874678708,0.024123169920147115,-0.0028786260617335094
PROK2,-0.027603874941643364,,
SYK,-0.004711523957041252,-0.0006498634127802343,0.04819535067408087
ST6GAL1,0.003285153236169213,-0.015942077881155876,0.04523193665389527
WNT3,0.0168918753135142,-0.005888521180083653,-0.037261484622350495
HSP90B1,0.00474380651788099,-0.03957179023209471,-0.035469398793957045
ZP3,-0.025676503598472403,-0.03900109243649828,-0.006627925646566722
ANGPT4,,-0.03300995254370267,
NRG2,-0.03361079574231607,-0.0425549616380316,0.048659191596229195
MELTF,0.06237884794613899,0.007850742913168418,0.019175486581619963
NLGN1,0.04050257965191163,-0.026540279373866563,0.060048143321754996
SLIT3,0.02300393439720733,-0.018283916225067982,-0.044740136136267476
CCL8,-0.010274642807177626,,-0.02836022512862682
S100A4,0.057720825299214,0.04206297653241158,-0.015637805025085095
TNFSF13B,-0.023594064496173697,0.05209546192578421,-0.0003983655918207116
HSPG2,-0.034168938894620075,-0.09834723803515792,0.03431198289610465
FAM3C,-0.03983130525512578,-0.08021018306134574,0.05919952053544294
FLT3LG,-0.01452333747932024,0.015535588925500454,0.08481688580730867
A2M,-0.00433161563008535,-0.026919959693287913,0.03848421062064545
VCL,0.04373715590125574,0.025447583493473556,-0.0323496637271013
FGF2,-0.06541412671197931,0.08004805730802604,0.0307376684178516
AGRP,,,0.01435101506567555
CNTN3,0.027771821098759232,0.05794046720601487,0.012194868131811155
RNASE2,0.0164152445038652,-0.004061644123503697,0.007051278994144685
ADM2,,,-0.017255693264496462
GAL,0.02100785056082292,,-0.017395264173165826
CXCL6,-0.03009984700756049,,-0.030150686087148444
PDGFC,-0.029722430967300744,-0.04141156978441392,-0.0008792540412539265
COL8A2,-0.03577243116033223,0.000735923345079455,0.013197022685180243
