,UKF243,UKF248,UKF260,UKF296,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01509085460019125,0.012942242803026832,
BMP1,0.055042520819841616,0.004468810150044964,0.030836858840110986,0.01887354623443092,0.029557076652619356,0.04469717204668109,0.031854119856275155,0.06901548615112778
NDP,0.05626725889401188,-0.02765955888236372,-0.046594819629372765,0.05689927024144661,-0.002190719049489977,0.014860983076647336,0.030819856888630613,-0.03191108834656345
TNFSF18,0.04156405171972765,0.1363172352295455,,,-0.027050321416026226,0.1118493846221628,0.009440932609484339,-0.009249592001407592
RTN4,-0.06372908281647895,0.09375837627800396,-0.022840395962703264,-0.009263037544761488,-0.017172263572570297,-0.06231260912930935,0.0049683958221067685,-0.13144098014526368
HEBP1,0.05965791991845486,0.04486814320582087,0.038705847399872005,0.015089733180728798,0.009359104376820292,0.0009612134333776525,0.03816810322417999,0.022635613738698185
WNT7B,-0.06533744496195684,-0.004219410898317546,0.08264125669164919,-0.01598316483931364,-0.029779763621336115,0.05967617933507561,0.009784981067469615,-0.03856817008625153
PTMA,-0.07968618416586498,-0.02528585646072736,0.004194783520785236,0.07509135024925066,0.016060400714870474,-0.0873937850520482,-0.014898778478458262,0.04117236360371859
FASLG,,,,,,,-0.026104115876509296,
CEACAM1,,0.03344513750839405,-0.0032040770154275157,,,0.06797049872489054,-0.012157621788481319,
PDAP1,0.008043515512232475,0.018969269856422322,-0.008257208195716969,0.047901031914101416,0.058403247394908854,0.07402041939427308,0.05826868321871989,-0.009931808135875745
QDPR,0.06674293134238307,-0.02151331328463076,0.04915146788448213,0.06837152623091397,0.13810709966882156,-0.08945625247248544,0.04132518649614916,-0.03694400708419316
POMC,0.032183915535251954,0.042672373547467744,-0.02216516532337848,0.004838363781596194,0.04637761127237761,0.013872420872627647,0.04936733515255679,-0.014484574982271839
CCL18,0.04234801753974178,0.018420506496050842,,,,,,
CCL17,,,,-0.019782677543108376,,0.08113444082977209,0.01176016966329725,
VEGFD,0.04024297570213568,-0.02984765211242453,-0.019673330573141468,-0.014510833218207904,,-0.020984582154024333,,
TNFSF13,,-0.02252399608957352,,,,0.07316592964396565,-0.01642632142062427,-0.04016051487517121
WNT5A,0.07292246844202845,0.05746248566598424,0.04447458296034643,-0.03630786070623124,-0.0004224889424255768,0.04682771136101148,0.00233737603664731,0.04280758420104533
CXCL8,-0.0008902411324834461,-0.009925691246461917,0.05043641046945901,-0.0135131188447997,,-0.028248579381407395,0.03236868042996695,0.07012121255642942
GRN,0.051819977722361556,-0.011915515421549883,0.007589650457444602,-0.028124974654625084,0.06518111864394197,0.1273497800978056,-0.014018491693752558,-0.0025481024020074915
MIA,-0.04996229552184641,0.006403450875901311,-0.02640134186608011,-0.016503016832690544,0.15868771524374706,0.03894909046206913,0.15590990324693813,0.04153938186198939
COL4A4,0.011466484857324058,0.05424169204849287,0.0490546864073357,0.034560213704532716,,0.0019174904962293389,0.03596696980072959,0.05147714918347218
TAC1,-0.039029056042822176,0.008589939732045667,-0.05556305230690403,0.025621316745040524,,,-0.031104066155789853,-0.05980173539950025
RARRES2,0.0142472311460474,-0.03909262366609118,0.04479869960292292,-0.0049574006587567625,0.04140631892734014,-0.043358806418534894,0.016780295858590692,-0.01013526804581959
FGF7,0.11068006187117681,,0.02246726019305238,-0.037890472127473304,-0.014853048813255266,-0.009120944830972522,0.07753965452388416,0.034077837236122156
HBEGF,0.06374354631032005,0.022066087647359248,0.039544472746270716,-0.029599655839544017,0.06533549170595875,0.016623538348836626,0.0194342116584502,0.06467135140007735
CSF3,-0.022671218695071185,,0.0037141068441087837,,,,0.0420448371639271,0.03467417050713113
PI3,-0.05694429810080821,0.014151696937665223,0.015841352450658115,,,-0.016905253879588585,-0.02175539280526499,0.03406766715014247
PCSK1N,-0.005408956998130491,-0.001873566603146084,0.003481248311220202,-0.045986019235248275,0.04822642875727393,0.08045888145526474,0.05058684118483528,-0.10638942393223502
NTS,,,0.005236315679633876,-0.01706263273450772,,,0.021594340051024303,
SFRP1,0.08241394281293407,0.05127262271763551,-0.022443863218971034,-0.019782677742336188,0.12576645816273993,0.04891630358880419,0.07032582641809937,-0.041126173820738
CXCL13,,,-0.022242155071226653,,,,,-0.01188585691104175
MICA,0.021514518491396854,0.01403002994267259,0.001118055755043271,-0.0029588294196086235,0.01098648411722296,0.12170767797987075,0.04951070069115711,-0.0175441696660875
TG,0.007169265951666336,-0.023431748800577145,-0.015048513279646679,0.06372609932003852,-0.011924897358493992,,0.057853446667837566,-0.02899083795209248
ADA,0.025597248069990523,0.04796580488025212,-0.006100209014267861,0.0022867181765704927,0.06024580580800574,0.07313603431936458,0.08918190266318284,-0.019695529232033708
LAMC3,-0.018282835882475725,0.028102908277816804,-0.049362754304141235,-0.015292971416739895,-0.013787342369534557,0.09961995058419885,0.005975771970279033,0.0003466336353523868
CCL7,,0.053899909206909805,0.01957364318515753,,,,-0.026104106594197277,0.006926941885398962
NGF,-0.027693625295266165,0.06436539213207128,0.01634235735947428,,,,0.0035441875938786544,0.06981204229064024
TNFSF15,-0.03426047074901439,,-0.021833548956416777,,-0.03195350697939043,,0.022732174149414846,0.03682852441023816
HMGB1,-0.0015128144017679326,0.0026275719509831776,-0.02917951728237547,0.006107962019162755,-0.004891949162730431,-0.015193124216435457,-0.025538173685917088,-0.026457704519751213
ITGB3BP,0.06123297828497514,0.03437870512607929,-0.034512277192448385,0.04467971609988248,0.00927163690888704,0.04713193118791099,0.02581688821014577,0.01821541170950415
AANAT,-0.001585406131996637,-0.027545249318986133,-0.019673333381620275,-0.016503017750630476,,-0.024611233304189715,0.06749388548780097,-0.028829032821251925
RELN,-0.022971548638357767,-0.012779070247593043,-0.047222129871838735,-0.008210656944884638,,-0.030777864792527834,,-0.031074854903653904
IL15,-0.0004112504572165516,0.07612153200228193,0.01392183106718165,0.026603070166349482,-0.038884316217485095,0.06865987602126368,0.023065718874994607,0.029771386911903164
UTS2,,,,,-0.04570593099798045,,,
BSG,-0.016007142229077755,-0.01674529880625952,0.03161140723608047,-0.01695558761707562,0.034452275294098,0.06952822268103431,0.056828700532079494,0.08845231080423664
ADAMTS3,0.006261132090369694,-0.0013913402203018991,0.0028198148751607454,0.011926560284477118,0.06427295765368658,0.015377179125242356,0.11481789674292456,-0.028685314651081043
CD34,-0.09226256802686106,0.012720560338071146,-0.03298528001134148,-0.03087669811996511,-0.012502864728896486,0.013945274485432013,0.02066196481183899,-0.06529820611041122
CCL23,,,,,0.06750268669108364,,,
PLAT,0.0950520969341109,-0.0032309685795642606,0.027447243593771653,0.03512186387359458,-0.029920677609769488,0.037656332431694445,0.02408286400255689,0.054073467397559485
NTF3,,,,0.0516869325856213,,,,
LTA,,,,,,,-0.037171325804068886,
CKLF,0.06111923575309247,-0.040531802143003275,0.07243240178052644,0.001653867184637373,0.03586203192778743,-0.017148070812909463,0.07334984396111029,0.060438304054505614
CD24,-0.054837350027721214,0.01882554759268285,0.05039730725539912,0.03209293546007923,0.04256040318226198,0.05916985367563426,0.033167895616916854,-0.0314259780789442
HSP90AA1,-0.10356946399229226,-0.006289827605279955,-0.0667194521780573,0.04918401004902568,-0.020031372732657565,-0.013889117192013236,-0.11414788682367115,-0.0518194917795943
BMP4,-0.04922562896210262,0.05311081404635411,0.014216495427183715,0.015724900233246207,0.020370809408963315,0.006162860872744644,0.014533565896039975,0.0038793015627052027
SCGB3A1,,-0.01898562027908852,0.025152053748958028,-0.013920456883548682,-0.03720953761948173,,-0.03889392616838287,-0.01175789889947808
IGFBP4,0.015558741380334348,0.03143612054756127,0.0021295836800196586,0.01937788380410154,-0.0068074221360327975,0.09785289700101514,2.2081284331874947e-05,0.005460701531959797
RSPO4,0.06782184220631914,,0.026524325215377325,-0.01392045484736696,,,0.014150158464283585,0.058642196709822486
LEFTY2,0.15728922798106196,0.07060477293210499,0.043435068992073826,-0.015263948991041349,0.0032586413023658937,0.11168360101869364,-0.002402119682640229,-0.01630158070572245
PF4,,-0.01969453340171393,,,,,-0.0045531459177392195,0.04166440390282248
ANGPTL2,0.0003208208597412308,-0.023113682308183534,0.046026641022700494,-0.05103471505067148,0.02699659144832419,0.009263468616200336,0.05791217700407878,0.025405346074017145
LRIG2,0.003959934949840276,-0.02909872937412267,0.0033707700919277084,0.03561403260441342,0.01068191711511622,-0.00030752849011759966,0.0808081160049621,0.006892561475602106
ICOSLG,0.05685440114153614,0.010699750350314698,0.11905897401900349,0.028585640936563753,0.004683851678869145,0.022646612148005313,0.09718847414667021,0.0527120654975216
WIF1,-0.07872921907099237,0.024729661520454957,-0.030780834853459543,-0.026195413858514427,,,,-0.03231656755892219
NPPC,-0.013118369992617668,0.004189373568771695,-0.029825662719867176,0.04049205777466187,-0.026640002739598507,-0.023348882820494785,,-0.059149076093619246
LYZ,-0.017889929764746255,0.036815402530513824,0.0076056107484405115,0.07721199895054721,0.0499517639666078,0.026698516946803152,-0.05037824667438243,0.020408874900958936
EREG,,,0.03375217243186135,,,,0.030860478331823756,-0.0022500490936150567
SPTAN1,0.061986244948083455,-0.01268041810294711,-0.006996071313891125,0.020168964730103076,0.03028710202178595,-0.02976802827868081,-0.015847758818808746,-0.06301701237938118
LIPC,0.04398826142731477,-0.02411128548923038,-0.0261794712144291,,-0.0027159664470058145,0.006405298412122328,0.008775724010057676,0.05086602142015274
COL8A1,0.09214061561811773,0.02624055608785094,0.006410161803947289,-0.008203463836792083,0.03410523439058635,0.05258118642769071,-0.05278714956828622,0.017432983773083527
GSTM2,0.1517345098744232,-0.009005478246755454,-0.05300946754650743,0.0035639492921010324,0.10307180981702213,-0.041255211006649854,0.10173480962212551,-0.003749591481131785
SPX,0.05059290625141538,-0.030018403979800032,-0.045387416987136865,0.007092752218083263,0.008632832307088589,-0.006766386259644157,0.029412237747031212,0.016144043578437656
MFGE8,0.011977807356884607,0.0020711999251350637,0.025475690655660414,-0.02838565263575217,0.0468306384295694,0.05087970176263172,0.04765957494196644,-0.004134864414081128
TGFA,0.014554765547913708,-0.01498568201135265,0.02151331158265904,0.028618313123846422,0.025124862146456466,-0.03740910407229623,0.12110519273985088,0.05629806144470229
SLIT2,-0.06856000135056889,0.045097622070262786,0.016951411388326447,0.012216546592328365,-0.046966503479850034,0.06975692984975163,-0.017124125218477036,0.008895818599668846
PLTP,0.08318031864956117,-0.036498725866917464,0.016040865262199135,0.016737777644095796,-0.05121051939195822,0.07942560035028778,-0.038921635252588016,-0.0030591411866641638
APOD,-0.07030987300278946,-0.07723109446841282,0.001936602677730319,-0.000956210640518825,-0.07989464635305862,-0.07939665875276519,-0.10962345388825426,-0.0269132516003673
B2M,0.036454257395181565,0.03444516322080077,0.05752819205550464,0.039696899302988795,-0.0176284523250286,0.07403837300283585,-0.08247410958742993,0.02952903179405835
OMG,0.04997379873943317,0.010917865946614752,-0.043956966057009314,0.0023353978561500757,0.03562821510098717,-0.08482304418031426,0.06355711758833217,-0.09209344545954729
CXCL3,0.04464896922733114,-0.020342778561980055,0.035859546199624205,0.041501056910866814,-0.0274551943539684,-0.01733124234499587,0.07977496854933855,0.04522950638297683
CXCL10,0.052231517717160815,0.02893843200683816,-0.022922202806940507,0.027430024846035836,0.08697511816456079,-0.023348880281688182,0.07759373830537483,0.010622348569902594
RSPO3,,0.05601231670389945,-0.026179455073500862,0.027549606371748622,,,-0.026490563784134002,-0.014586222365452413
CORT,-0.023163984834187197,0.004138763777201419,-0.007333054150263228,-0.01214322729044817,,,,
NCAN,0.03454765793205437,0.01996689342568225,-0.07564569978896464,-0.005202793675394488,-0.05996449209689568,0.08153903694829,0.07615356625470635,-0.1122311534056303
PRG4,0.017189624372155068,-0.028552108387428502,-0.018744395843555254,,,,0.021718981769776827,-0.012318028906529601
ZG16B,,0.00021849318341925173,,,,,-0.007060558839172557,0.09789130175429442
TGM2,0.06875710812913269,0.02360842056862541,0.0024877741211652466,-0.04620600578758422,0.024842991722686253,0.1106751793050171,0.03407703655700671,-0.04921270469236489
VEGFC,0.08929712703724638,0.0046284547224162325,0.047110574019812355,-0.014791959131243504,0.09244403547799866,0.13429881618248415,0.004687687309497384,-0.0035802475904585605
WNT6,0.09232039254741432,-0.008924022935764424,-0.025827972864197246,,,,0.08879003881545529,0.014761800603188336
NRG4,-0.035105853904880975,-0.017486424563994983,0.0009959672417060444,-0.042627040170572165,,-0.018356405782120618,0.006410220903041065,-0.011300039404523727
PMCH,,0.013745073576592177,,,,,0.06873177260335807,0.08873095438510138
COL9A1,0.12252353420140313,0.004663277735945794,-0.02389110816553129,0.030283778469570873,-0.03396084251255757,0.040111013602061374,0.057981616020479625,0.023770868478326154
GDF11,0.02976151781826467,-0.04474884694302222,-0.018364636190599262,0.011211272847535148,0.11023926201378506,0.036864695233904274,0.05829095978905527,-0.01873286617001063
RAET1E,,,,,,,0.00014194799593929633,
IL24,,,,,,,,-0.005673613285182827
SORBS1,-0.014186999799403787,0.06068284379615732,-0.020333591473200213,0.012661055178759314,0.03171215608246328,-0.0335862924792583,0.03729929349208177,-0.05338367982154553
DLL1,-0.026895480536185446,0.020748762757524224,0.018298147973081165,-0.04374076522896765,-0.04626579277686096,0.0506433113595492,0.04251245882298308,-0.007530502582802609
TLN1,-0.07998082218501332,0.005001069336408652,0.031866604993014365,0.027884257571654095,-0.006832168320934581,0.03481317540581948,0.0008202165986935686,0.035470603457017705
COL2A1,0.030213560903845738,-0.03111948517601602,0.11245848212829634,,,,-0.017627324649196783,-0.03401113783528414
SHH,,,0.07293312085432863,0.0015359070560815146,0.05071904172990394,-0.03556632390109028,0.12530785131512362,0.005512341512795529
PON2,0.09347497854009902,0.0152111491074934,0.035759098415781024,-0.00587134559921428,0.013662698742205057,-0.00030041517073656904,-0.008969990164771591,0.028673683983522477
ICAM5,-0.08373130994841836,-0.014726467319761101,-0.04439859896258086,0.007119679280606333,,,0.026669848969245014,-0.04520680473899645
HPX,0.07607703670117676,-0.024666653819464267,-0.021901972033919727,-0.01392045546439163,-0.027455179990000772,0.060687381957485985,0.06384744380469387,0.07141427401776622
SFRP2,-0.04678288634471829,-0.011842664320102367,,0.0083001064060925,0.03630622046692304,0.05827982470042581,0.022253325397199715,0.03685453619132285
CFC1,,,,,,,,-0.0011846511238900966
CD70,,-0.007358438124003682,,,,,0.08250776975562407,0.14025931041123155
HP,0.0553010249926698,0.029178667917241625,0.02293997380710931,-0.021311604839583272,0.07756738429313316,0.2557153197093034,0.03368064786920588,-0.052680919112556915
CXCL2,0.05150513548344509,0.02161161346214679,0.0007016426496837089,-0.01934602409281006,-0.04927631140865855,-0.03352322193747943,0.0829120835617949,0.024930654418016715
NPPB,,-0.02449328767590534,,,,,-0.010472178780540426,
CCK,-0.05727653184094146,0.029012468952137608,-0.0627525308398345,-0.04588707711005627,-0.028249018725690446,-0.0318341843572345,-0.010132065737397238,-0.1233245771807431
SEMA6A,0.05657134188239821,0.0019971869332411226,-0.008404273007161617,0.015057492437521101,0.00541473476563653,0.007872734675592134,0.044745215321769234,0.05785598348316141
IRAK4,0.0055214386487984655,0.05663758499304526,0.0212495453999226,-0.023017492788088973,0.026903607355469848,0.10132630360271512,0.09718164223813533,-0.021560416392747923
GSTP1,0.06499346740619129,-0.07756470944602889,0.01791716521125726,0.027926004888718266,0.04163416863168311,-0.003745024203690549,0.04436404914954587,0.0031276249779912664
VCAM1,0.029239962799890697,-0.00500343949215597,0.011145513585972058,0.01915422699614138,-0.03238236366774229,0.00623713732236775,-5.2047795506774025e-05,0.036100687555168993
NXPH3,0.024283734514854053,0.0044210337704309165,0.017953177066664845,-0.028238986064770537,0.01966548818198145,0.020283733972201283,0.08887035452204999,-0.02941361097565992
MTMR4,0.054608656976858676,-0.005803241850651289,0.0166001237226264,0.05459629746761928,0.06551515682563358,0.08074090887667537,0.0260603383441286,-0.03594845408454806
LAMC2,0.005861928720682832,0.0525791605956409,,,,0.0948048797257962,0.06852787225738341,0.0334465410581732
IL10,0.028815780940695,0.04719435358996399,0.03929003448150097,,-0.02216177468811608,-0.01711946413792768,-0.011597241824414633,0.06553821033339734
SEMA4D,-0.05493336549258738,0.026192871049381575,-0.022452319374133018,-0.011476593286810648,-0.047726163548777345,-0.06241204419267195,0.04292566529341592,0.005350145784343735
TRH,-0.02286615409268912,-0.049233599654380435,-0.016474992909439625,,0.09633713059370695,0.05739155032046877,-0.030098139333851876,0.03725217709925764
SEMA6D,0.03029875974180387,0.038852703021621,0.04422274629388035,0.04525739664644054,-0.007810580268986247,0.08652626123862522,0.07434735418948622,0.028554423250672825
CEL,,,-0.03250344486551136,,,0.011344015047483232,0.05229012314766579,-0.03883746069202437
PDCD1LG2,0.05635526056954186,0.031424181423828086,0.027273830576530347,-0.049402637878097545,0.0805397135647704,-0.0334827795090204,-0.013417837304129522,-0.028559220441295444
SPINT1,-0.04963641467036988,0.08305749144127467,-0.03532885492791232,-0.022749086801983624,0.008264388806890906,0.12754341072313471,-0.00042747023963291155,0.0038428213800106737
CTHRC1,0.019396996903645543,0.031475993506674446,0.006633459737064668,0.029952552953123157,-0.006757100156898352,0.1380547032866099,0.03183294323192123,0.005141351903583969
PODXL,0.007021231865501263,0.016487072300461498,0.07035787679683,-0.030821250099552094,0.0801108026191849,0.0358424007171613,0.03610252092855239,0.036171874522611676
JAM3,0.032566854772207256,-0.021389472953467305,0.06294211900843584,-0.0017311586399832663,0.03933119486762219,-0.04970180454258617,0.007499978701413143,0.018991770083733046
TGFB2,0.05788179741553044,0.020987210355840776,0.03364356279573181,0.000970555106351035,0.017339033546890717,-0.02837776493804478,-0.06287694068446448,0.0031482350914207326
COL18A1,0.025495137665292544,0.02769920284253684,0.03956977548739763,-0.018356297576454992,-0.022369684205713843,0.08944411322046494,-0.027838236978058165,-0.00944222394927875
NODAL,,0.049962345110298595,-0.019272915243185012,,0.015296452623842218,-0.026698398646808827,0.044349166795506344,-0.06905369364502599
INHBB,0.032189605293330786,-0.005199687203398101,-0.02955047093754166,0.035810588367834975,0.024501211646655075,-0.0016886357222288039,0.023220431047690636,-0.022319128176617447
LCN1,,-0.0015261141838730445,,,0.044893613044871036,,-0.0168271503309818,-0.02549802884835941
ARF4,-0.015891497669084313,0.03456460973744686,-0.004521410466668402,0.018050338282321724,0.08811620023472755,-0.008493685473858844,0.03905618051493622,0.031624769269189563
CXCL14,-0.021645449273841773,0.02778408751143956,0.025173606912433633,0.002310753455038065,0.07894008053443029,0.04768957737618666,0.06638597725154666,0.020914277349901304
LIF,0.03649989511233954,-0.04083530641654631,0.04591927293288615,-0.016503017750630476,0.0951317573322234,0.11691599130838058,-0.001643095744809464,0.07771145829792754
IL17B,0.08298063691816501,,,,-0.024699458238492532,,0.00861471165045994,-0.028829027031593242
MMP1,,-0.02650438778943712,-0.016474989315467443,,0.05587200382406561,,0.02366575244752245,0.04601588560788016
MATN1,-0.011658778785654446,-0.025241436196338812,,,,0.037590860641260535,0.03280498473968361,0.05393717890531397
ADAM28,-0.010597027934228797,0.07643376544799092,-0.02123494883662575,0.03391007647842189,0.04663771371907287,-0.04424434076561333,0.0021344274472410107,-0.036713112591978986
TCN2,0.11246964543897874,-0.017307303111693418,-0.02749501830501591,-0.058607490444259634,-0.07416205010044201,0.1065925330617088,0.03560054121572933,0.007623866421686709
THPO,,-0.011057761607546963,,0.04886791720755918,,,0.04312223808851078,-0.03937125313750739
CUBN,-0.014408350300231106,0.01204120060535802,0.03268148996347651,-0.02418088802630728,-0.06206504095833169,-0.0007597021865062074,0.07633138844417289,0.060164637547228304
TIMP3,0.022933298348932585,-0.010082816954563137,-0.03447951188490704,0.0444525670620157,-0.07217330626901591,0.10572872561336762,-0.04417375049666038,-0.004740566866589739
PIGF,0.03853053733162824,-0.04067452814291406,0.0438567804449148,0.013754648234823785,0.05310321476985118,0.02895025999250215,0.06395512805157948,0.0414025984587739
CRH,,0.05485229956412717,-0.016741592118589586,-0.031070889081461477,,-0.03025915921155295,0.02129551328996688,0.014812341518685504
BDNF,-0.02303992443253244,0.0541139492502748,-0.03649931755779102,0.0024667426253250145,-0.03333357777702644,0.05695465643751551,0.052653277501031354,0.05040640276547331
CCL5,-0.02181728772643689,-0.018348333759229386,-0.013036850995429864,-0.029227773975882106,-0.02146861224875188,0.08237879537916558,0.004507950249956185,0.028962847582602314
GAD1,-0.06017461337338118,-0.04513169550674996,-0.059461967477988355,-0.020767082405225082,0.009301953696020226,0.025221413629284945,-0.009538710254393042,-0.0784489981952945
COL14A1,-0.017424176718879508,-0.045554546982391385,0.032904234046535245,-0.02249417060065236,0.013820228197339983,0.08290260083356775,0.03353002201271039,0.03321625047960973
HLA-A,0.1276677228531654,-0.011168451853966954,0.05645987880570468,0.00804743614239453,-0.07199389655967896,0.1032977491909503,0.018412336449956178,-0.002778391138787468
CD5L,,-0.022523991911220016,,,,,,
FGF18,,-0.020380141602729003,-0.022842398386042583,,,,-0.03009814174860198,0.019686196113740305
ADM,-0.02868008261016787,0.026032654003911665,0.04498780955603415,-0.017818627532037935,0.0358028362217021,-0.015664244445002428,0.024853716539514976,0.0829096567675571
CCL15,,0.10506098177868131,,-0.022551771213124353,0.07978832474619196,,0.0675302805972719,
GNAI2,0.09537086666633394,0.013786886665648142,0.02527290252311959,0.03400572306179237,-0.018097080316000148,-0.02057368369813437,0.00570715391604238,-0.028843022212154495
HDC,,,,-0.02090586649401736,,,0.02031589065859455,0.04906253873517921
COL11A1,,0.001895100835266999,0.024111872445006913,-0.02495669293357168,0.023588662705904574,0.10289918066734743,0.021332115172205422,0.09643987145557865
NUCB2,-0.024107968879830407,-0.010878011534428064,0.005150017461625326,-0.014520884993446009,0.04857764097962545,-0.029103963163904966,0.014375147398441562,-0.03282049418290054
FGF16,,,,,,,,-0.025887808098904622
CXCL1,-0.01705724159558792,0.009341884309612601,0.011003852700176137,0.021167973123982192,-0.02940373736204033,-0.026985626405164234,0.07224587398419409,0.029430406879987665
VCAN,0.07530888805942194,-0.035983067779589664,0.01773103778158475,0.014135842178447683,-0.04029067403899479,-0.06426235754423455,-0.12044729307254982,-0.015494972397606417
MMP7,0.06015614121251935,0.05228948868975478,,0.03858546044413786,0.030099189493116945,,-0.013958588666717514,0.0722236660308033
PTPN6,-0.039089833909871516,0.02773561254232954,0.006414137551073553,0.0334205627563978,0.045464281801249555,0.028790226116873274,0.04718389666367596,0.023564901165228518
PTGS2,0.030492196293256238,-0.014046436654394102,0.05009048061965681,0.002857378957434036,0.001759073769263352,-0.02219418908108516,0.05955139679904093,0.0012931125206634049
XCL1,,0.03143603609418417,-0.01751814902035908,,,,,-0.023924768706906203
CD58,0.08891833878345363,0.006466453070584549,0.027240837178363116,0.015290042163414262,0.11243911627714719,0.030866401084462394,0.030832041453497782,0.02794575354138966
TNFSF14,0.025143815621750353,0.0028351025631106696,-0.005740986214122613,-0.015263948991041349,0.050868931973482204,-0.037354897519645824,0.017214950997881846,-0.03808728346705835
CNTN4,-0.0022942748800621107,0.05392008870831406,-0.04125774448120096,0.004644844910628142,-0.03264987894292286,-0.022529330599782016,0.013274608423208049,0.01740479655908839
INSL3,,0.08734438323855653,,,,,-0.035742455891240865,
BTLA,,,-0.01826325353115853,0.03862815779918925,,,0.0793656594042707,
MFNG,-0.019175942780601807,0.00468133935178237,0.006526114184081662,-0.0268842219143439,0.009936422126906803,-0.011614720769160541,0.00956386120090944,-0.0005366115945630765
ICAM1,0.09455116770655835,0.02517585749520255,0.05813001438478545,-0.014223374067206834,0.16305920151425063,0.01668264443246514,0.08159052317796313,0.06576338377748193
