,UKF243,UKF248,UKF260,UKF296,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk
PROS1,0.05396466578423494,0.025859758639680278,0.05409093965753013,0.07727220689804247,0.016894791138372736,0.09160537323555089,0.033260345480296195,0.014239668158030575
CLCF1,0.008601634832239153,-0.02206117275699355,0.0195474184781205,-0.004683255484833077,0.004933485937005385,0.04082765293336317,0.07853993271305999,0.06903104082298435
PSAP,-0.04619511301171702,0.049179861699948625,0.040752228177340324,-0.03315952343604391,0.03607774150828183,0.011270927705668307,0.007911157743214926,-0.07131829014553316
EFEMP1,0.021116209083335495,0.02415310768551039,0.02943896670652321,0.023816480066289943,-0.0654572212325801,-0.019798906456282527,-0.044724151945600664,0.05459081346960683
C1QTNF1,0.12186534634885143,-0.0386530498041588,-0.002663794154200125,-0.025017497412968503,0.04510519350826852,0.09267086276272062,0.07093067803110667,0.04648354858927796
ALB,0.02835494144691234,0.04139485029983915,-0.008091698532915878,-0.01733662219607316,0.005886236163728553,-0.04968942337837792,0.10868945013089876,0.016493903897778234
EFNA3,0.008995758871435696,0.0648227819063109,0.023158128571416317,-0.011671784593926622,0.0642899725042877,0.044472013742842695,0.025490176190529745,-0.061995241328389857
DRAXIN,-0.005611215386634337,0.032827008132982234,0.012157297531384774,0.006698864761511794,0.033775987662401995,0.06124380599422493,0.05489895335286248,0.0273139244926796
RAET1L,,-0.017224493225159933,,-0.016672879935310067,,,,
NPTX2,0.0005101443667740796,-0.019716816285289474,-0.028347262423144774,0.010685658466674458,0.03869855434275362,0.07894690018712146,0.023949732449286856,-0.014471205160763036
FGF11,0.015253160481597116,0.05391030621193803,0.04119774396218927,-0.021881974921509836,0.043237350823296175,0.04668429495979934,0.08973166514610646,0.06977384736459197
CD59,0.013657513932034947,0.008348271913497659,-0.008188016428191317,-0.003344648054215302,-0.022660650013943733,0.0327753341491552,-0.0631522409778588,-0.027355499141828367
COL9A2,0.05242203052032156,-0.02425415093628304,-0.010355576186153898,-0.016375522664907147,-0.020282686156131866,0.03461676284869171,0.03658586333317823,-0.044273944289027006
DLL3,-0.00190645880073591,-0.015866290809390705,0.013408748904485636,-0.030778985750763866,0.0018132809337744957,-0.02491688247090312,0.11700577307915791,0.017537577597988834
FGF5,,,,,,,-0.022175000573332323,-0.021359767365294942
LIN7C,0.0028269370269962306,-0.015122919942802513,0.025602194714140825,-0.013942943482500214,0.031429176598880136,0.019431991466646953,0.003955765686400916,-0.014101203384053832
GDF7,-0.0301912531880769,-0.032301123619791025,,0.0584204848844201,,-0.029334382099268735,0.12663932900710978,-0.040160514012372917
PSPN,0.01769875712397298,-0.02367137163906373,0.01716778529718231,0.0029989380573326044,-0.046326883981910566,0.012964509790867404,0.07275959240136927,0.008836721714937679
ANGPT1,-0.018401033256204694,0.041757189401547046,-0.029168850820477252,-0.01134226272305072,-0.043720212723930674,-0.003969522996007148,0.019179127234677705,-0.006218430392081441
PNOC,-0.057497039343151826,0.024417892336338835,-0.05142198277413425,0.013355185097184186,,,0.05090172385703121,-0.06856851239348087
L1CAM,-0.07025442529852281,-0.04712553150573833,-0.00831812326624217,0.05270417551024282,-0.04274530681349751,-0.028659579103555547,0.07181814455993585,-0.050933903288382695
APOA1,0.018550130705622298,0.03621574503424831,0.01729579043834165,-0.0006117393633787232,0.028460421341650416,0.015781052293527095,0.16252386781629266,0.07244237728299252
PSEN1,0.013163737973578319,-0.008159776464676858,-0.024549350583426225,0.049013686257134856,-0.0685511960702441,0.028715632365437893,0.0022984835587541797,0.05446859387875353
CALM2,0.021918879863802247,0.02907777032022827,-0.06259660396135183,0.01996857927199671,-0.02684319484919373,-0.0537362785956074,0.075350073751826,-0.012238462779226546
CLEC2B,0.030109721414056732,0.0525529699706238,0.005078884652472454,-0.006419571077056159,0.019397031434572415,0.024820513481050827,0.04621316896472147,-0.026414295283488928
NTNG1,0.01833790261961029,0.05097838600677087,0.09491817370738141,-0.006212767887876896,0.06984351662471175,0.10593671735620655,0.08014444666411366,0.022048491883552897
LRIG1,0.04218638142193116,0.03950861795302283,0.08722711380248412,0.00969089515614111,-0.06351618727530757,0.11505888968036272,0.053342122885855145,-0.04055475092142038
