,MGH258,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PCSK1N,0.09889537717524949,0.03784259024327722,-0.0382652815369134,-0.04126095490022506,-0.08029803943497286,0.0086427672612352,-0.03331786551921894,0.013227039558429349,0.052757573797838214,-0.06807573376591466,0.08540140299599186,0.02500455286785127,-0.06277157392745639,-0.0781659652483893,0.005814495124764293,-0.09779292234601045,-0.08373565318957242
NTS,,,,-0.013544734728399555,0.04302038997121427,-0.015838266814300537,0.01995990027070456,,,,,,0.006118612570250166,-0.050313783998785756,-0.017846309467001446,-0.027728344672621173,
SFRP1,0.012190953319322299,-0.003579036058573738,-0.02805807624635539,-0.03157809456112763,0.0725941806970326,0.03230425866580484,-0.017659669045093022,-0.02214567013518499,0.017630179519874667,-0.02420738823081111,-0.024897444872412782,0.04164833059978214,0.021698035851643212,-0.005912092780201648,-0.019424108389887455,0.03237742184053886,-0.0023103122956238567
CXCL13,,,,,,,,0.0051301873733788,,,,,-0.01962395520148672,0.048875143316463934,0.016678386479136772,,0.10755383591199444
MICA,-0.0028729176244459164,0.03817773347094222,-0.005504077721019379,-0.003442769257962979,0.1579122243166584,0.011167791321584679,0.04939648752297374,-0.0007334905880446828,0.012712271564745595,0.0453853441629356,0.06121359939986881,-0.011500098586650034,0.02210952301183639,0.05805011157100972,-0.006752958872028967,0.00752719358032772,0.04912963347852967
TG,-0.00176832524638103,0.0010713941000895463,-0.010813903242642127,-0.015634194448452165,0.05260905889921558,-0.013378610444340208,-0.01278022566997453,0.029628229423619905,-0.04608246382287313,0.02669803105137417,0.045395375793220574,0.01798770463401206,-0.03831667893141619,0.045931634498389155,-0.02467633956404838,0.0360339144390821,0.05660013808015033
ADA,0.07357755251846888,0.01920646752741281,0.013008763508302549,0.018054631956273447,0.19673683343505372,-0.03683024420507633,0.04703812034733133,-0.019878008214603882,-0.024796764448363262,0.10882627208886435,0.012928608264310163,0.04635592592934851,0.10172715558533084,0.07794788066159646,0.03704711920376995,0.08102731969006315,0.13649656960526665
LAMC3,0.06456774794028342,0.028873590766193273,-0.0004947208713663269,0.02673330340089655,0.19397071528433046,-0.03955359545704927,0.0066755206941651185,-0.022955520306030874,0.02321154419970789,-0.05073165442525167,0.008083979341009845,-0.0285962512162942,0.014923506405537402,0.021785880267053935,0.08813152528555773,0.0817620000288454,0.1399397883655449
CCL7,,0.014421100410863282,-0.021891747884599164,,,,,,,,,,0.06057440638193461,,,-0.027589232371541397,-0.006665908302622788
NGF,,0.012372633587647697,-0.02664474677668469,0.06171505524455044,,,,0.04976191919941051,,,0.03814380396431754,-0.03452188503877671,-0.041056659365682646,0.042869900121199275,-0.0019602350807146887,0.056441469731784176,-0.04183190953088395
TNFSF15,,,0.03822129955590866,-0.018115197626256255,,,,-0.017399480291485588,0.059309360014332735,,-0.05411492512616518,0.06805294452717428,-0.011296854286179136,,-0.03331143731304153,0.0537916338468943,0.014238966275485921
HMGB1,0.0531846633112524,0.0744263603344657,-0.005088156940274945,0.06927574548951582,0.1974349021779113,0.011752060308277842,-0.029487754466116952,-0.01054897583462293,0.004653094733219891,-0.00639405545208659,-0.03130179817684562,-0.04857856297731659,-0.0369193129690321,-0.03995627104381013,0.03296258737003207,-0.00923070026738641,-0.06017535822909403
ITGB3BP,0.04780126514147917,-0.0016014036061149613,0.041080519725959636,0.0465095373694424,0.19402389237994855,-0.024904950066023203,0.02957279119603559,0.001658766642424631,0.044571854167864106,-0.07096411079787936,-0.019778784970201687,0.05070332450199097,-0.006862649518003562,0.002140725993369848,0.07753595459704281,0.01780481150440497,-0.017496155092008005
AANAT,,-0.022167592723557134,0.005028600708827661,,-0.029650374772438027,-0.012031462557437948,-0.014731970844257057,,,-0.011862841084184481,,-0.024195466202221266,0.05000578504023609,0.04915780194867735,,0.027599824599858203,-0.022538036161447037
RELN,0.012734090529816762,-0.009365493020690972,-0.03096582579562718,-0.013792017574503025,-0.0903223257485446,-0.026489396782485373,-0.00449816075214106,,,,-0.06412355232180728,,,,0.016110550643773324,,-0.0054021630739238885
IL15,0.10807762363543319,-0.03752078660815596,-0.05420674206988268,-0.01289004004713613,0.040699934664165646,-0.01746691385479863,0.005608167398989012,0.017278678184607897,0.001003056193468806,-0.05490523803235405,0.037102658253084835,-0.006625559456139442,-0.02558224861732409,0.04261025972180427,-0.03770230684925032,0.022924346021310944,-0.008132932721728145
UTS2,,,,,0.13877729272549189,,,,0.01445680599029471,0.017420077148180328,,,-0.032287967889825846,,,,
BSG,0.09592454481720378,0.07963863382175317,0.045593858595865316,-0.004908604240777553,0.033974255089788935,0.028736193041159586,-0.04175578139421694,-0.058773306661530744,0.016610308408252075,0.028332168162488812,-0.028208114954094962,0.046768726151006274,0.08754733697223542,0.10384242211569711,0.038934073831131476,0.010775310208448758,0.07165600172433245
ADAMTS3,-0.002015688784379125,-0.011774761518626359,-0.020667183514222316,-0.020762125589655546,0.2322427184213416,0.023304197744119824,-0.009657284796508729,0.0574472642976496,0.051307555972204856,-0.028965205182871382,,-0.02897160757659632,0.010208189880894855,0.002782424562682898,0.0779300082346642,0.035291201476379104,-0.03717024290679338
CD34,0.08289936719777774,0.028088969765723195,0.008677326671913404,-0.002892787903528446,0.1821153181708844,-0.024305883696404768,-0.00643572122675027,-0.02376391901260209,0.10036377196034235,0.06880682380069277,0.04666052946948705,-0.012629284817474516,0.03000183311788743,0.03628341179663507,0.03148918080951507,0.06059916839916084,0.07661343378262912
CCL23,,,,,0.06255945309922659,,,,0.08674570446384593,,,,,,,,
PLAT,0.15379983337498568,0.024511952931315195,0.02326129505139464,-0.03898086900800742,0.2141598782537119,0.008030163513126052,0.005030289700320094,-0.020703408474296803,0.05973027273322504,0.09033439249381628,-0.025341616499449854,0.09046632794675001,-0.06926724214209823,0.009080516238805708,0.02503188966074745,0.08337799031830158,0.057428485845105376
NTF3,,,,,,,-0.023780915320903897,-0.026761198707663553,,,,,-0.037934835615442974,0.10743494766458393,0.01188746622238954,,
LTA,,,-0.028058074933754482,,,-0.011587552317307227,,,,,,,,,,0.036360641208913094,
CKLF,-0.018964865842521123,-0.0017416959079937723,-0.021582946117492754,0.010122548695154316,0.28274867130745207,0.022512217699861267,-0.051671661869383635,0.025497702452782704,0.15254284444550495,-0.0616862516639138,-0.0011922324247966415,0.05046339559746812,-0.037149557607125,0.07920361429298181,0.005807028182220371,-0.03310995763121843,0.039541591425828956
APELA,,,,,,,,-0.03207500940444943,,,,,,,,,
CD24,0.03412517006198868,0.028360082905055633,-0.042571636250103094,-0.01030353835904092,0.023398805384424116,-0.0680428863751263,0.040328781313741145,0.07471859082771332,0.03717993001807351,0.0572972942829307,0.0034171499146581725,0.03557643259972148,0.020505524190819427,-0.05295601465837316,-0.03090095403431257,0.01581833983481819,-0.06516587020658939
HSP90AA1,0.01869768484588701,-0.01216129442188001,-0.022637334250530855,-0.0764766949070759,-0.21953363097796375,0.0328501359891431,-0.011519667247796106,0.021332898809135782,-0.032320787994943805,-0.02510077283773995,0.0008550100281372268,-0.05557365848080154,0.017270053061171613,-0.10432744527061825,0.042010349470046185,0.010036752659103105,-0.1278667635058654
BMP4,0.14897521174108383,0.040321741116507555,0.02064877839331809,0.02304948028399875,0.04880784040257478,0.0008231890525275009,0.02541943024477966,0.0016876705794724482,0.04375400744982262,0.03617198278752513,0.01778570337109403,0.02334095260634898,-0.015274252811360689,0.01023523699015842,0.01633961215288253,0.046780421948495236,0.05769184713814436
SCGB3A1,,0.056682070470847265,,-0.01645436409745988,,,-0.01242656149596288,-0.036427272702649345,-0.013915920947005183,0.12017374446046387,-0.03288492028601164,,0.013290825073166158,0.05402272395013341,0.02226993199273005,0.140008198164197,0.054220082821679595
IGFBP4,0.09532517605193568,0.01803776255203412,0.04312881104410109,-0.012225251334781993,0.22791024645973784,0.025771841246498735,-0.025334828557654766,-0.00964277722536656,0.028933994169627136,-0.03179310068310988,0.061555859268801714,-0.008886861855033618,-0.003650815760197209,0.023786674819614356,0.05761883693373845,0.11459242607842697,0.1277217675465479
RSPO4,,,-0.04294779947212531,,,0.08861647956277542,-0.012426559678297153,,,,-0.025330556825571064,,,,0.030180692151630998,-0.0434161834165802,0.11190740310236029
LEFTY2,-0.025009037967627077,0.016128206261671982,0.11853812635445721,0.04835002773458096,0.2087801223834903,-0.02467521661108301,-0.013625874667416951,-0.019673415942763145,-0.022598579879838737,0.07923823600468488,,-0.03091975524472053,-0.024295799929601944,0.04836061555737519,-0.011915203143799081,-0.0198022997854502,-0.0793258441394993
PF4,,0.05194815571013269,-0.019100118736162415,,,,,,,,,,,0.02707826269581507,,-0.028603907629399666,-0.022262657957520342
ANGPTL2,0.042469934040016026,0.014989180727046832,0.04808634802127794,-0.0039021228006438473,0.23477750096214312,-0.023114030077576616,-0.005926071150284031,0.02336570245644974,0.04311799430169391,0.0733769650372739,-0.021793710011048937,0.038602233933297064,-0.02494235522100368,0.027658750985989276,0.04761563285960434,0.10164432120185023,0.018668422681999374
LRIG2,0.09066309708836277,-0.0815240297369709,-0.01115607701676416,-0.02390258162512529,0.13281730025754315,0.03164265366406565,0.035821148934690294,0.022178067046374053,0.06372182031596361,-0.017212971004991282,-0.039283027776139665,0.0727836538383897,0.001330126378524619,0.04513187838953279,-0.015813397305569358,0.03994504776951953,-0.06702582553966609
ICOSLG,0.0524899607495527,-0.013997569640836635,4.1767918421227336e-05,-0.009399413563746278,0.051344015888685465,0.07379948657147573,-0.023583289710018097,0.015420308130952558,0.01840674276744209,0.09371377701486928,0.06412041848965025,0.06016766846949152,-0.04517926635746673,0.10477257236441125,-0.02241560821019406,0.11324529587204823,-0.0232171019875023
WIF1,,0.004865341014615586,,0.012285170189604958,-0.16451501853313674,-0.0103999038947841,-0.011131154278333558,,,,,,,,0.059567685116720934,,0.00877721125454302
NPPC,0.02645406560830251,0.057996044641360364,-0.009164626694535064,-0.03156763935248935,0.04214251543186965,0.0360662663177193,0.015885623383103883,,0.025148370836294183,-0.08975999123733729,0.007501028371065921,-0.028971551934889102,-0.00817381192868845,0.030841405821512242,-0.04301697916189276,,-0.034828309557848006
LYZ,-0.01884010701404614,-0.02297371898117348,-0.019880695683219873,0.012022913204021168,0.16987296656306633,0.029701846890422334,0.025645972071949137,-0.0016582894611582176,0.03543997162296384,0.017873461509525745,-0.03027468416330706,-0.0659860191240101,0.017723240102327637,0.10955331476702239,0.040177897884707374,0.06954738984620476,0.02958955340061268
EREG,,,,,,,,0.010329331680714517,,,,,0.011707793528849415,0.09553870560999304,-0.058026135999481886,-0.052209318283805574,0.013441927318503575
SPTAN1,0.10890065088295721,0.028883770095617656,0.0001525151097551325,0.00013416219678083577,-0.07926200387714916,-0.029552346087664345,-0.0030941841239061213,0.014754596146021136,-0.0067544036800806185,0.00018595265233627598,-0.017943546839103444,0.004677547315616162,-0.0003064531909313436,-0.03818260903046839,-0.019670703828165475,-0.05340243822886355,-0.0060967434172018616
PTH2,,,,,,,,,,,,,,,0.05160368998662649,,
LIPC,0.03273099308262948,-0.0044371759095735205,-0.034324335895163635,-0.019989146934395696,0.07179060973802281,0.02004380261647173,,0.06271426558678736,0.052437396947015456,0.07260293968615215,0.047027401390425355,0.032320666304823525,,,,-0.04084257049181773,0.02303216734081024
COL8A1,-0.0335942139919936,0.022305647154722264,0.08594812045178103,-0.04062822658552281,0.11564537358596945,-0.020204183813892287,0.009640281621919237,-0.0433467784710573,0.0038964953770786242,0.04780199040964251,0.07031484446413724,-0.03531960018874779,0.04234259238560894,0.06252124927450689,-0.008801262344109963,0.011226611754541404,-0.027781614541002482
GSTM2,0.06561099918284749,-0.0038417442818893424,0.05719617201063581,-0.010900264537405861,0.07521419345630702,-0.01441610869089417,0.030628799192564803,-0.0237298222377275,0.02584915527616548,0.014489855189656283,-0.07249505032525878,0.020755793994125842,-0.02741790085179787,-0.015969000015062417,-0.028823264812969842,-0.005095812073612165,-0.015509210861120042
IL4,,,,,,,,,,0.07035349806271211,,,,,,,
SPX,-0.05359145000649173,-0.009058530893666114,0.058388000235828935,0.05858804142841897,-0.06435342964309326,-0.008937318972269704,-0.01918645001055378,,-0.03212832474087711,,,-0.00960350165962287,-0.004510903764770962,0.034715821781370476,-0.03218774324592506,-0.06986537983552604,0.07198629056310715
MFGE8,-0.010984183240157888,-0.016923965963793683,-0.009085544671135724,0.005747823121185434,0.08467853164655038,-0.05327366612892273,0.05056690981697912,-0.06464724499208768,-0.002038883982673671,0.031110195888478902,-0.014731336081133507,0.04011925699213569,0.03193667496760404,0.053510416730169236,0.01328326337184193,0.0073626147032116816,0.08655664572307664
TGFA,-0.02264191157838271,0.07336749905700259,-0.0024418239452357535,0.002867245098618905,0.05722035585916944,-1.374986852341386e-05,0.032824601188491384,0.019545691239150866,0.03213759914073988,-0.03535723540863309,-0.06350549033972094,0.09264652136674623,0.013549194026039626,0.014421735033363022,0.0019185330163123673,0.028125507477643225,0.11642423268858079
SLIT2,-0.0026945697868303617,0.04604596748839674,0.07021636500663875,0.0859002429935059,-0.08532453832182746,0.01426486546698803,0.04266096066543885,0.025414776720497998,0.08246546822397978,0.1172635438233582,-0.04921833249085669,-0.03276426307170616,0.04264275344254873,0.0776010694626294,0.061185888289186786,0.05645665161901576,0.004897794448562115
PLTP,-0.005230436512416807,0.0004560985874429615,0.04110620303092904,-0.03669878392651667,0.2132506263421447,-0.001958835139825589,-0.0086837902637048,0.005084405382137754,0.08361964243971427,0.06580961741901027,0.01371355539930429,0.04439091063436325,0.0648543517107324,0.017308334040434217,0.08947298213189195,0.034865871995762555,0.1113391704247249
APOD,-0.120244950674828,0.0643127638028242,0.01833982296905665,-0.0011591718822505743,0.09090064002860414,-0.015455981422775359,0.0057120917270461835,0.00040615775544663985,-0.06615501463728916,-0.08877832456593701,0.028906949125264043,-0.08794116390989302,-0.05223879725151483,0.02770753482845033,0.05914401675894942,-0.06177355427869395,0.115487010070256
B2M,-0.012285036973093862,0.029080094809620344,0.005047811449573693,0.00717724737951513,0.309799786762224,-0.01967544096969899,-0.0007191244470174396,-0.04666268184080227,0.021073561392528778,0.07385122855816442,0.010071395649983848,-0.0911902564517186,0.01416760844553756,0.10202242517869355,0.12285166709946072,0.09742476358368297,-0.020521419737417657
OMG,-0.027658272537714884,0.03420792440240642,0.03840163582196905,-0.006692388140949446,-0.07385569715384636,-0.02021899217765473,-0.033108999751870635,0.011945494003581228,0.01968818364612444,-0.056639111223009214,0.03302016573882708,-0.03001733760025136,-0.05819100377672122,0.011709097761601539,-0.005242658905016212,-0.011898546397551368,-0.03332980061796893
CXCL3,0.0009420703416534513,-0.0006184370139650416,-0.01794803213315613,,0.05825778478043934,0.011924626180443725,-0.013293792170751429,0.003496000715521563,-0.04670266056260455,-0.0249023628666396,,,0.03449785344231804,-0.03309315730155122,0.04285248602792871,0.05556681704585781,0.06481058089316223
CXCL10,0.01789733603184837,0.06130339956697677,-0.07267129436958189,-0.017619224457814907,0.27130521566693866,-0.020244040336263706,-0.02019424330262965,-0.019852008600228968,0.025238264530412922,0.0017685901241990272,0.025472852909748156,-0.03907914103124912,0.06621372298941046,-0.04249891148682919,-0.012193894023835973,-0.019707815561949258,0.01862486268843162
RSPO3,,-0.04265443537941829,-0.02218106165540582,0.011771149171349703,-0.06442820162848678,0.007366180436752232,-0.02333438664924336,,,,,,0.04966853118371647,0.07441745066082044,-0.010301613958224529,0.002779647605884913,-0.028281203638745568
CORT,0.013730163226856952,0.03664120895949371,-0.008101769985857325,-0.02965605824376475,-0.04698838002601683,0.02896819515424771,0.02433438704292321,,,,,,-0.04928163290146109,0.0030154299167186706,-0.04575553439848297,,
NCAN,0.006911753301643497,0.0566611771862168,0.02020279314522337,0.024279301416753114,0.11299557625375055,0.005295014868745674,0.005929866713650614,,-0.07943180971064807,-0.01249454580332291,-0.0003563509529529834,0.008132188714565898,-0.058984080872257344,0.004179872968320017,-0.01948781165144003,-0.01841421513724247,-0.021107785158342746
PRG4,,0.14459737182114854,-0.021891751296103105,,0.011191657132407504,0.04908099175766114,,,,,,,0.0390539516689879,0.0098537024306426,0.0115987690988811,0.02806740484779054,-0.01454574477318991
ZG16B,,-0.018366766359501553,-0.014245402495687513,,-0.01806572478511513,-0.009207362216511491,,0.09660124906992612,,,,-0.026897257984352954,,,,0.06179137365344867,0.1664150366093826
TGM2,0.007384625794936191,-0.0008606405896754322,-0.01895551496844427,0.02317525856636609,0.16059104141488353,0.029543030951988472,-0.0028385526351474353,0.07967179076938236,0.03036088064724652,0.01974258690243488,-0.021339718785856394,0.06476909668071253,0.04145003024699213,0.017157271777447584,0.007082958562268899,0.003384507795790154,0.10969505326092008
VEGFC,-0.0025737053198626176,-0.05394448686373077,0.03111262613761302,-0.011923575324132194,0.03586606839129992,-0.024793154832823322,-0.015327038024452844,0.02600780530540357,-0.01311985784374304,-0.0009220270418912815,0.002344349156802099,0.006744372029508563,-0.007819324427704413,0.025638332889800584,-0.011998537277278907,-0.012912571338216619,-0.00788933203185965
WNT6,,-0.013537211188542595,0.05656597253023382,-0.013221209385198992,0.11986877930269493,-0.020490656208054524,,0.02307177487127292,,-0.0784429236532097,,-0.025579295500957056,0.022872232531990878,0.01772705443966697,0.009974899816132893,-0.032485161197478796,0.08270083512770549
NRG4,,-0.028921539328280604,-0.026643262784634393,0.14118540851451894,-0.0399436916102698,-0.017688833622601097,0.00638996273393618,,,,0.04071751405173872,,,,-0.035570810328147,-0.027997679183834133,0.006670301587425649
PMCH,,-0.0333336305152908,0.06044790188448779,,,-0.01347702812684547,,,,,,,0.02709337446156256,0.015187040796326748,0.08579422886776168,0.027452478023802556,0.014989589478964702
COL9A1,-0.03271179326411209,0.06626023611745042,-0.02782694340065858,0.018884672745173414,0.10783711313635712,-0.0014069230556519126,-0.026323348603641654,,0.0716536211035033,-0.014441131911071568,-0.020873262457200246,-0.01224167512583569,-0.017058707736199694,0.04787676609813403,-0.04963059767675039,0.02950956272699373,0.0650334983915236
GDF11,0.03979770215385514,0.032890583036785034,-0.014415246700891858,0.012941938721834302,0.22066199027020136,-0.023603164719547293,-0.0509113345889271,0.03877085845887872,0.0017547414957432294,0.10139694328534593,0.03574909224742682,-0.09633184287198937,-0.0613615809764401,-0.041895501806692166,-0.0007240457767648763,0.041858235327281015,0.08668228092108606
RAET1E,,,,,,,,,,,,,,,,0.023210047774744336,
IL24,,,,,,,,-0.01636575227975314,,,,,0.024130896497386777,-0.03724894351635676,,,-0.03299416352448644
SORBS1,0.02927807145334694,-0.01012674313647515,0.03465132650420459,-0.02334070710939715,-0.005438288517447465,-0.02074749293221146,0.005666967659972375,0.0035723412464166763,-0.016658577287120648,0.05132262757767243,0.073453793803508,0.033765922654406005,-0.029721917961400043,0.09035876839204719,-0.04479194437792201,-0.04843005344119833,-0.025367488235013915
DLL1,0.027176029750169556,0.027029146087866853,-0.010190818507275776,0.009179967587504962,0.1331349114010672,0.007764270927386946,-0.03182807253534374,0.0260647294437565,0.05374664286372471,0.03515362955709817,-0.027260319646904247,-0.05998583845226185,-0.06825637217131648,0.0575323880924598,-0.020322447990451173,0.02043167960073766,0.015648725277369876
TLN1,0.03910698870454109,-0.008086343240229837,0.011377601940607949,0.01322060984453986,0.20700682729374492,-0.053620344031200216,-0.005558430317983085,0.01303065215007641,0.06295158780006735,0.012225912616957147,-0.003915091295251213,-0.015091751755887665,0.08570391585125782,0.03571731465188447,0.014830377692294528,0.018058328614547887,0.10957605818456315
COL2A1,-0.010920384620127165,0.05935572107937343,,0.16308049861102902,-0.025945537208470766,,,,,,,,0.046091667778898227,0.034281884690385414,0.01198748774173062,-0.009211669864704945,-0.026589315679661628
SHH,,,-0.022749123917173066,0.031151789367271206,0.01781773429478317,0.06099258400859012,0.04496191800605006,,0.06216124973947967,0.017774646088989942,,,0.0502261951253029,0.11072427933308857,-0.03439377929787237,0.024449413843469728,0.0763179553359862
