,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916T1,ZH916bulk
DCN,0.08471707611584829,0.004001086588726123,0.09876186153087287,-0.01556472646073403,-0.0017759990213199587,-0.04711757275823083,0.004554487941144744,0.02640449799272547,0.08283498389029784,0.09075775163173472,0.05699742540365516
RARRES2,0.031132101496321,0.04764887342167708,-0.1095794363865925,-0.03934601243449043,-0.03884606342930679,0.06308912943180728,0.027847169120689963,-0.07201538110793837,-0.0599378579676419,-0.02946016030007456,-0.058728227557471854
SEMA4A,0.025583971181232505,0.02188018099391509,0.06091680982470392,0.04362931097469931,0.0341443678536721,0.07043224328190463,0.004836073869105497,0.07762599974772653,0.10990179031535557,0.0720699104623608,0.03396497734967035
GDF11,0.005795478488157377,-0.05687446064951381,0.03428042909978013,-0.02938969063341177,-0.045765000011709224,-0.005939793333549022,-0.010953191752297704,-0.03854127074926241,-0.040776290621115784,0.0031419318496634153,-0.03258277205835304
GPC3,0.021142577080241733,-0.018936670141852328,-0.0004238722642183855,-0.08331429712003799,0.07069361977660739,-0.011425947238426645,-0.04357726338055329,-0.013752529901854297,,0.06809286169083073,-0.047885298511802996
OSTN,,,-0.015877451562512225,,-0.013512004541280332,-0.036415271631747306,0.0774185778883133,,,,-0.04618682849295387
GRN,0.09136058543903582,0.003664054250628963,0.014532040429325306,-0.06019709128431105,-0.05455568085904139,0.026094791243767103,-0.0071504811377457985,-0.1343491123783042,0.024415287085761305,0.07286332169664611,0.0035284813598666386
CALM1,0.009464995182989723,-0.026162554082705635,0.17185922135891055,0.10110624041005428,0.06774166362028033,-0.035820894330833145,0.10642012604904204,0.22696597006314242,0.17219969860446505,-0.006239908076782166,0.09116997953551649
ANGPTL4,-0.02789640254354733,0.00011975972209586989,-0.07797351257951377,-0.032309727143525875,-0.00811315585174066,0.002693253236155698,-0.0451682814341708,-0.025570922568946868,-0.11850824878578531,0.043455307136774195,-0.08078264815927193
BMP8B,-0.04182071861852511,-0.033315150024391484,-0.0026535992021085677,-0.08353625986691812,0.059212214878159725,0.054569252528537615,-0.012279879155695705,-0.10183996539699201,-0.059307804338896715,0.05316359745423843,0.06573122820590345
TNFSF4,0.06530302100968528,0.04570991456448402,-0.009566224235411884,-0.015253681722964438,-0.020692569899363817,0.09165468277233811,0.0010146894488358552,0.027295881885184666,-0.030461123856978654,0.02349044264369555,0.003887977510146105
RBP4,-0.0060966596359504155,0.01854333798271254,0.13350549162119624,0.04775742568179228,0.12062772433479052,0.10794029155878433,-0.0026959824579177766,0.10813629115986043,0.2004594647726347,0.03704744491802392,0.11099650162824673
DKK3,0.015283325589942014,0.01905569534342005,0.16956516143042402,0.12046325942071981,0.08482808911480298,0.023177105578850273,0.045528617260115825,0.1847161503780798,0.18161093262247072,0.028148411594118957,0.14059712759039922
COL11A1,0.011353977607187152,-0.010113275087220118,-0.05386023082926624,-0.11224170902267025,0.027843805957108152,-0.004925673758952873,0.00039669339334847244,0.01529327608105301,-0.0370585972635521,-0.0047155457337391335,-0.04804090579209764
COL5A1,0.030139732910061653,0.018059731240886997,-0.02749593320019268,-0.050756492349069995,-0.015346001153908136,-0.06538450924346462,-0.026519808254644305,-0.11558500936517238,-0.05493373503813863,0.09222304601691354,-0.06810873687752562
KISS1,,0.06643703975961311,,,,,,,-0.018044102850069167,,
MEGF10,0.0010087100819518792,0.036214597708227506,0.03441441674519661,-0.02799144744696866,0.017429593875383013,0.005743732035728234,-0.07404758494954093,-0.13277810301271378,0.008856544274283937,-0.030732838585809708,-0.01923978420675217
CEACAM1,-0.024984573143127294,-0.013221173433017479,-0.016595306164140188,,-0.00660652907360062,0.02737654729977625,,,,-0.026145533321682204,
EFEMP2,0.012946957544133905,0.00844875666517742,-0.07430020994398481,-0.004566750589993866,-0.030418103202998266,-0.06847459234597025,-0.018514625600492697,-0.030037765524423027,-0.125615098183555,0.10250283027250774,-0.062440845616217246
IGF1,0.060024356539287865,0.022653240219731658,0.08177536265900096,-0.011823787462985878,0.03643215963075776,-0.03484938786739577,-0.036314684435253215,-0.0629744424697729,-0.03255432275162404,0.031058659450829917,-0.056375880914163165
COL6A3,0.05873834092659914,0.016929408796414927,-0.00551275112544675,0.05907935841712958,0.011338080660022773,0.007769929524218295,-0.02359364769371197,-0.09376230177957162,-0.033270914611052145,0.07444439680159164,0.02941931157541642
RLN2,,-0.012722254933071338,0.011657494379146758,-0.004468124058732401,-0.014997047163626966,0.058990063596324374,-0.04260424933415224,-0.05243849794509522,-0.015375170736530224,-0.023551814216379117,-0.029414964592456523
WIF1,-0.0370170643932347,,0.07743054147590389,0.10643728573870082,0.12816239857382183,0.042932921852848464,0.025327533379815595,0.10164812863107212,0.10651572862372004,,-0.03796689573115617
IL13,,,,,-0.012873537232282056,,,,-0.021385134149244433,,
PLAU,0.05513696426591752,0.060575647340206866,-0.024170829674442066,-0.036587251953295596,-0.0036081563444387036,-0.04201160607323978,-0.03484479115257429,-0.10673530419103135,-0.0965683453336751,0.09122766901932287,-0.00041025186540561337
CXCL12,-0.0002314059493531542,0.015112169895928305,0.1452734177840779,0.010146899699744662,-0.011479724574743033,-0.03346522129697395,-0.0345160325522034,-0.03936796586108199,0.06288643392341775,0.098930730877147,0.04526032223047141
MMP9,0.058564248126016794,-0.012026456654313934,-0.05043469118709301,-0.019212238398380016,-0.03125149644228447,-0.02769327714152477,,0.009594466601569115,0.027647832673830613,0.10423997444720853,0.012692560552179509
TNFSF14,0.06812783406151775,-0.01810045824766698,-0.039794031709820855,,-0.01982618340074317,-0.017046751324415077,-0.013870922511832097,-0.053398412986163456,,0.04485806803714357,0.05216357626459897
HBEGF,0.0066347650927994105,-0.02358807583817601,-0.04352000191883914,-0.05059946763100564,-0.06658557664100752,-0.06502367731073085,-0.024465321878417996,-0.09567441630617916,-0.07178428824749396,0.016162510899477723,-0.07902697879908815
NUCB2,-0.01555646254488884,-0.010196131499536513,-0.01695303189805963,0.02663081587867396,0.015681470327133712,-0.08235850860957644,-0.031546146742519744,0.012619691080096815,-0.029585539279055068,0.03447888889705421,-0.08377577968878862
VCAN,-0.029519830151478844,0.0008784963598056496,-0.09218844338276064,-0.110597643988013,-0.06331418718968125,0.010934664815769614,0.03380725391116154,-0.08114822504379425,-0.12173603396696442,-0.03922560901452841,-0.047449667803187066
VEGFC,0.052130362028644565,-0.01858245694033264,-0.023286617666646643,0.01606755841475735,-0.021218615530438908,0.07373993544493904,0.016797165069128053,-0.03498242902502864,-0.018608622801511213,0.12638186865111134,0.01245931394783072
LMAN1,-0.05464957894490903,0.03657282148668557,-0.06228489511553796,-0.03164300049316305,-0.05487709459728393,0.007235905914021149,-0.040940178452490025,-0.07329600224169285,-0.06727555293870281,0.005689199282977013,-0.04104373541407141
IRAK4,0.0057729616962994435,-0.05237850023113416,0.04643728141988268,-0.08045449305785271,-0.05335437217291729,-0.01849419417279879,-0.009842524704251173,-0.04710456546311,-0.03890183903025927,-0.049078148418049604,0.04169775273182107
MICB,0.03849366982943028,0.011025199225929221,0.03839080071078855,0.01674813210685007,-0.042730300833040684,-0.02892562551293176,0.023928186632831933,0.02604589501343274,-0.028179227768925494,0.06416556653643422,0.014380323149167621
COL1A2,0.08535933422961342,0.025278219258023826,-0.016437634304108793,-0.06564218440368358,0.009000129142156933,-0.08067028015951788,-0.029606638328723504,-0.08023013790968296,-0.03329478174944291,0.1067843459361236,0.056938208776739635
ICOSLG,0.0735652003942364,-0.022163840890647664,0.015487382287641118,-0.05815389905803941,-0.015903316964562993,0.008791403349032504,0.0003489186060772124,-0.08658535704955267,-0.03385098684227975,0.020217840385160873,-0.036994419923137796
GNAS,-0.05937301654323644,0.027804385352488234,0.17430167969627705,0.08527142362076606,0.09708683193520769,-0.02762981737792176,0.060864544690423766,0.20338033627034433,-0.14275981077828012,0.006090446575405837,0.0993526055766161
C4B,,-0.014015224429331712,,,,0.0032555657904450317,,,-0.026673342567999057,-0.021420191607408583,
COL2A1,0.008926325414555904,,-0.013511374243901239,0.09654324920738153,-0.014854750291577238,,,,-0.01515144097727833,-0.027752762290346285,0.04375716871951105
GSTM2,0.027599197285929165,0.07946161965783642,-0.017049635463962362,-0.029507466906124397,-0.041446436417065934,-0.03400436894893802,0.044404224592307945,0.08009166030435118,-0.057587113223098826,-0.022676996783090143,-0.049361475146506156
NLGN1,-0.036389892664098394,0.08891665801557926,-0.019970995306270937,-0.012053077755936397,-0.03717399767055572,-0.007336352204072487,-0.04974956349528332,0.011615864483500717,0.010542883579884352,0.013999222127344542,-0.023883483524567282
SCGB3A2,-0.031836052487292696,,,,,,,,-0.02487973304836842,-0.017912398237585874,-0.027474827825122162
LEFTY2,0.05718640005190383,-0.0133835509318299,-0.03387267478540412,-0.018102168651618025,-0.04170401795882679,-0.046341367775015255,-0.013870922511832097,-0.04049232395797369,0.028965533914159267,0.017200212356340075,-0.08152804071571874
ACE,0.09741998605402365,0.0665214906343402,0.04189520669024306,-0.053628761274008556,-0.055950597008778066,-0.023729695065587336,0.09129327973315265,0.03364293366098084,0.03125094279440833,0.11784114902293027,0.025918139134276298
RPH3A,0.022265297317155184,-0.040398208941404175,0.1217377724160603,0.006199385927770785,0.09526414235320618,0.029594447489231627,0.008064371360062751,0.13007974261552938,0.016722906665040144,0.03881493760591628,0.0930260419256466
NCAM1,-0.0003615111154473742,0.01884411751730024,0.010948130750385896,-0.020729533621480577,-0.05016356360886343,0.05566662991060505,0.0390354146087305,-0.026209450832985464,-0.023522539838984387,-0.07286930437383139,0.10831195773702985
EFNB2,-0.012744565043921748,0.03601962543621353,0.10339663105078332,0.010941887496912099,-0.05367976804636471,-0.012084495412784786,-0.051812146909849734,0.07303356528742892,0.00044440466409033705,0.0018992103456427522,-0.07019728735673508
ICAM5,-0.05345159946332805,0.020925845343933533,0.24664661426606133,0.01731621027150352,0.1212118444981971,-0.040231884806338596,0.031800841341787046,0.06758679692802286,0.07073093975237882,-0.01971714122163321,-0.003799478378806147
