,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
TNFSF13,,,0.016170618066055572,,,-0.024600882182365273,,0.03904513958749145,,,,,,,,,0.035669985507861636,0.010755270258787104,0.07589297835207232,-0.032181818993270404,,0.01608955713976909,-0.03340026263315002,
WNT5A,0.08046933741309267,-0.07575976668947115,0.04925788625703658,-0.005867744336332723,0.06294270429415688,0.03734166764957209,-0.1146466720513754,-0.1015358808502918,-0.2192191284222594,-0.026140960154434113,-0.0677517447994383,0.06656340027411356,0.0711400359220921,-0.06649085015738676,0.04298835344998206,0.06490078295162004,0.004167659940956663,0.04994872764929764,-0.0033064476080291935,-0.03615958693233711,0.039369389971367255,0.021670769385178975,-0.15018388955412612,0.022045707738688955
CXCL8,,-0.15889675553076973,-0.07940593696305161,0.019321875691083783,-0.09531279843389925,-0.010810878310124509,-0.10310259699328302,0.006137457577061689,-0.09896128895368624,-0.05117505702569926,-0.0011003705161500774,-0.16044513738862817,0.06687090625730335,-0.11335082518096087,0.031511403998888084,-0.0385981824310812,-0.13103305932519058,-0.2802024726168327,-0.016521197154645742,-0.01800673693630837,-0.0309379976020705,-0.03482734561228678,-0.17295175581555383,0.03886742152479894
GRN,0.04193273438893677,-0.08334317083525553,-0.07416430925345728,-0.04862230284718487,0.07453701992471319,0.023044464955974762,-0.059876045470655156,-0.15806394368636278,-0.2921312985534923,0.021310154579002642,-0.10070747925253407,-0.3114397710772217,0.011035464069601824,0.023394681859235184,0.03830045435414359,0.03838292758617531,0.004193347619424361,-0.048747906784244135,0.01719339205672354,-0.032065229750770946,0.006644172460705059,0.13015647701684088,-0.015241273668025827,8.037353048286887e-05
MIA,-0.020350407521102207,-0.0052601545224221944,-0.03061132545592126,0.02577866047552154,-0.02463446390083167,0.016308801966824757,-0.07867543348928421,-0.056671297976364714,-0.06980023207635429,-0.005390600199485965,0.007518129250587597,,-0.02763782349537728,-0.03589409537552196,-0.04580509570651667,0.051718395748040144,0.2468053880809612,0.22944285917616433,-0.022558810698273625,0.010180469754882024,,0.05811058099306382,-0.08446199819626306,
COL4A4,-0.030433292060859075,0.005238487981239012,-0.03383219954376973,-0.007277180274918034,-0.040051772878115836,-0.017721208710705868,-0.12937011577871663,-0.04126359390096534,-0.05061348846870475,-0.030423766787321074,0.015166791928942682,,,-0.020371895028893056,,-0.027717011567931764,0.1465082040172683,0.06585239742026344,2.2578952961903087e-05,0.06872333526336512,,0.02825406470910228,-0.10484464147521139,
TAC1,-0.026278129128133428,0.30877464059743776,0.16680339481425646,0.06789188407440097,0.05687275516707802,0.09944260540987811,0.3214359291566588,0.21264543667212693,0.43241434144259444,0.17608156208200182,0.12770646149072074,0.3259701118198554,,0.3078704958256509,,,,,,0.016264234640781833,-0.034227164105245365,0.0491769877372258,0.17652311289123235,0.18832587051199798
RARRES2,0.09470982901947539,0.050660266194594926,0.04323006398181954,0.011998199463783754,0.02336476082101225,0.013221688440442733,-0.19142550815792167,-0.07198209939941308,-0.3519814944106971,0.09204952213889546,0.023377562922957857,-0.0967382868458018,-0.03178387659936807,-0.22445812004993446,0.0789639171580134,0.021695611900027712,-0.0167743183998307,-0.10192903318688663,-0.015412265723068577,0.04045516780848017,-0.03629748275892713,-0.03371375295282004,-0.18999946049929478,0.015305022915872603
FGF7,0.0017149885790868763,-0.05687186546190274,,0.015471327118296452,0.018387926002046442,0.0005157668450511021,0.11018523986705431,-0.00235465083140036,-0.05172751168655187,0.04924657787392864,0.004376832063698333,0.07604910975395543,0.03712604295205263,-0.042223861181106714,-0.017356922164484957,0.05687671447095147,0.0296489155514757,0.09879224726104117,0.03615232288719693,0.053350798241319136,0.06729193629911107,0.03832870113280861,0.06976527375103678,-0.04493502411245094
EFNA2,,,,,,,,,,,,,,,,,,-0.004253753696127845,,,,,,
HBEGF,-0.007773620241892074,-0.02360447659150153,0.02272407386572879,-0.0022473831947264163,0.008245450479328396,0.013185150043064496,-0.05610657378125743,-0.1328292203894562,-0.09656996472453824,-0.1408319405398852,-0.007407495285340313,-0.18475193253751246,0.07823414734658177,-0.06450762843586787,0.09122089626578839,-0.0033164825250060048,0.01990293984739525,0.026777853560331008,0.0326831367419072,-0.0012462622146085058,0.01728501877096146,-0.01084591210629447,-0.10090906713907007,0.05703834111388137
CSF3,,-0.021144785227803845,,,-0.03601857651164348,0.03958847203744023,-0.016635524530999795,,-0.029238736585542983,,,,0.019052493336254358,,,,-0.07881497950207077,-0.14633017583833383,,0.017493392625069007,0.08033559828334182,0.023763208702621358,-0.07051679351313087,
PI3,,-0.07263396232825134,-0.0695855236070368,,-0.06678574852461017,-0.033348887521196725,-0.07385780782765064,,-0.056163506522199175,,,,,,-0.025426732994921993,,-0.13734098529566308,-0.30381329901797793,-0.028982572217235478,-0.03963207332406342,,-0.06800256465501145,-0.14216891819876037,
PCSK1N,-0.003936182962758957,0.2681573643010809,0.12242517796861212,-0.01268665792995267,0.06961415698141418,0.03152599721908797,0.04349818067901762,0.11701549038665413,0.26340505791943397,-0.08149608848936717,0.16375249307270362,0.48919945122957553,0.12091254004881728,0.39118829699641133,0.008791791016814843,-0.0399612037994152,0.021587647005231025,0.10495264725199421,-0.01923396217377208,0.09451524138762508,0.05598453060604008,0.03750293868880064,0.2629387675840895,0.2289365856668315
NTS,,,,,,,-0.054149859076210005,0.04170980389475864,-0.02030890797074474,-0.03357023426344105,-0.06490093020031622,-0.05724401975567655,,,,,-0.017034133980746487,0.06604002265843885,,0.12967239093858923,,0.05384548749871124,,
SFRP1,-0.025057374083781413,0.2185365098065364,0.03932411681581633,-0.047115353697997006,,0.056567345027854966,0.08263233699687425,-0.04978332287870549,-0.04049227383613079,-0.026179249253152716,0.07045501397007686,-0.18190953970954646,0.020107287712040157,0.04518319737990036,-0.036723630142104266,0.062411601690277645,0.12334017269309845,0.10869668853238168,-0.08234872667818496,0.006185235408451145,-0.037470798875904654,-0.04527266182422535,0.001456873174138311,0.007765758273723932
CXCL13,,,,-0.00943518359780975,-0.026153748365998607,,0.014120017044594804,,,,,,0.14214330066072128,,,,-0.019592801404083256,-0.013794479395031952,,0.039444440005169605,,,-0.016753366974979637,
MICA,0.012674571458386923,-0.05871457135525868,0.006614929236800066,-0.036423455227230804,0.022953010504915636,0.039244097425390444,-0.02992569295350545,0.033490877142049055,-0.10928654044310379,0.023939635493777013,-0.07192884938667508,-0.0014816470130357483,0.04970218286300173,-0.10937734068367011,0.03490930272369368,0.08067418201042441,0.07606806890100366,0.06736712551600864,0.05931741516497653,0.07513016458505895,-0.011422425609225798,0.03145792306675732,-0.048247445197854864,0.0377591612703511
TG,0.03385418262695348,-0.03625132021413903,0.03194342050337272,-0.004406363786440781,,0.08169094508582894,-0.04854592758328373,-0.012196126756704893,0.033624065336144864,0.09906213995506626,-0.01527655416174863,,0.032950773480421726,-0.01491753200183482,0.026737618232761474,-0.035695112306853474,0.05960891916446293,0.04950175600573273,,-0.01865769190799275,,0.03751739540459591,0.014597058314285536,
ADA,0.06035397810524998,0.0560344995128815,0.009140776624734557,0.010720440943644154,0.07042261322126026,-0.025281665603196134,0.027979383724289396,-0.0014105050377147574,-0.22605008463900206,-0.01986036555683401,0.028444909298126153,-0.22120785986702893,0.1644687322294351,-0.10453656285761466,-0.012878256988113517,0.05761337876707073,0.014041745969154775,0.11034890198885643,-0.011457482738918407,-0.042545233000808945,-0.009804531848133638,-0.0008099024526216672,0.03893593590562911,0.0973418251074561
LAMC3,0.052040496956826325,0.05524740590839954,-0.0016372139176049577,0.009068354016397981,0.0002287708736290516,0.0014429681330137196,0.03136480766798519,0.02209679026395986,-0.13985511249325763,0.0108500547030898,-0.029391086106542487,-0.08741446446689544,0.09007474590868648,0.04580739854931613,-0.005662034074719967,-3.1679007691187476e-05,0.043453555472226096,0.1392794903289158,0.08214791514932308,0.06629821689641546,0.07901995866927558,0.04303453476123555,0.060150466959259005,-0.022574946574656474
CCL7,,,-0.048320684606007074,,,-0.024280006815169147,-0.03698791313486933,,,,,,,,,,-0.007292126094971307,,,,,-0.03279843173568932,-0.10151469632195978,
NGF,,-0.03532395346884645,-0.07098528524560707,,,-0.023554822203843345,-0.0017893974136501843,0.06510221924263836,,,,0.13861256993425206,0.08009090797657281,,,-0.03257836225633983,0.03739557022444624,0.10915638301551892,,0.025281630564932846,,0.004216101701884501,0.017514652997672044,
TNFSF15,,0.009456129993297799,,,,0.08453718084049189,0.011421189004340885,-0.01466779284979937,,,,,0.08009268480712638,,,-0.032901391427594996,-0.007156618985399839,,,0.016443719730034622,,-0.0026560740811610757,-0.04998441997374548,
HMGB1,-0.03416716761609486,0.1037566119022509,0.02729563617389264,-0.011903224639058664,0.17363169621518307,-0.0009458344710366924,0.028210787436811692,-0.03980056841967294,-0.3023602778698502,0.09600226116306328,-0.0632061811955299,-0.16695033641624735,0.07514366889235637,-0.02399512467071809,-0.07581749801271037,-0.0417875693361328,-0.06682807149263795,-0.04191811980591371,0.04189915021823287,-0.03828558951055534,-0.010185208260906894,-0.031789400501200146,0.08057353767339068,-0.14784444376432554
ITGB3BP,0.027896313634650952,-0.1152528121703895,0.005651395882518752,-0.02307314731448682,0.03809066395295151,-0.03767650597554272,-0.00987953356462024,-0.09823304611235877,-0.19150440772324334,-0.051531706696562624,-0.011196798386916356,-0.0811385768484932,0.004430719965846247,-0.1745117284009951,0.030743552053938816,0.00654850762755749,0.0457403919688657,-0.047832803962287514,-0.016785287258922792,0.024542452439210938,0.0324802541913979,-0.03637190679208173,0.00835120758681632,0.054461619293971496
AANAT,,-0.013098026914322233,0.04732602464351119,,,0.09868273730994218,0.031607332488022694,,-0.00788058088009762,-0.03492261231589732,0.0425793899668616,-0.06085272926829609,,0.005325324699230855,0.007208973191007376,-0.022833303048532577,0.0033705605016745334,0.00887908065667756,0.04457892642520258,,,0.042147769149627826,-0.047243266823505076,
RELN,-0.025230000284847866,0.09967356902779265,-0.0380384232406488,-0.0358193920777244,-0.012527847762151304,0.007336969889346571,-0.020715633150936382,0.08228024388788202,0.13611429180300047,0.08622184221126894,0.003737728745297183,0.08177308707024473,,0.1236496745287158,,,,,-0.0527659445634694,0.015199450387338833,-0.05013407237352326,,0.11288411899562,0.006811385355498719
IL15,0.007672837086236162,-0.039701476923393576,0.01605345211354594,0.0017889122832829263,,-0.042918156834864885,-0.035682800944292846,-0.023356245603873522,-0.0630687060909769,0.0009114410631937958,0.016955851531708286,-0.08154695903024357,0.02261769893579148,-0.022012302641433133,0.05865547173767506,0.052529071435554325,-0.021778015626755406,0.027652543271890248,-0.003911327397240757,-0.004300202801371157,-0.011985049036017183,0.04189612248340969,-0.042770246899905995,
UTS2,,,,,,,,,-0.09593343243675564,,,,,,-0.011517552370106569,,0.06307688575569849,,,,,,,
BSG,0.04562895674235699,-0.13609842845546075,0.1502724755311998,-0.006330229630263013,0.03890598185605352,0.04325479597748146,-0.043568578182675025,0.015345038348746468,0.2153145859947515,-0.11208506770891385,0.016919709731148865,0.3159035633714323,-0.0176403586865314,-0.27318544956689506,0.04776143844665105,0.05595871182819422,0.1033125436662075,-0.06447139788325441,0.010073198181193694,-0.03695795647061956,-0.022974589562988645,0.006584581491964551,-0.12134942955957632,0.12605178355575147
ADAMTS3,0.02184822152612161,-0.03398187515019894,0.02470774947200063,-0.023561246547780246,,0.015618106138898183,0.06749095242154307,0.07944316842961183,-0.270024348921899,-0.026938757799489184,0.030780238496884074,0.08799261682653715,0.005222800636696872,0.023076497755422823,-0.013608135585390138,-0.027340555874011456,0.17973449732970484,0.13564040790842874,0.024678965298137408,0.07824921777257919,-0.009626683771142522,0.09783625481767255,-0.03511259302645586,
CD34,-0.016457067680056482,0.13470150981992193,-0.004413283040549495,-0.006382077145845113,0.10013782758009623,0.008329177809730397,0.024683956686115744,0.016221002518714507,-0.15580553948290898,0.004149696032261628,0.00405028609177483,0.046716030402053375,0.08861477711774823,0.037209303142703654,0.08828914792256926,0.0368678071362313,0.10701222598566876,0.11231002561941562,0.04134976485706509,0.015660168740667085,0.05414534249364461,0.008845175283658082,0.02040662742876099,-0.02894045227230798
CCL23,,,,,,,,,-0.037644079399451795,,,,,,,,,,,,,,,
PLAT,0.01676448540776542,-0.0015907759771460518,0.05164222867831206,0.013261577550265085,0.10658211451876765,0.024803746612982906,0.014833101462139009,-0.14662194377634097,-0.24453735515089725,-0.1526701496609519,0.00878363108513894,-0.07094783205746044,-0.039477018210803703,-0.12228693075768185,-0.007352066330798654,0.009087640547816068,0.1045345084562903,0.20877147997920167,-0.023596118774736167,-0.04189157005923284,-0.11472564175799382,0.04817896741161009,-0.020942835195190426,0.004190794107781521
NTF3,,,,,,,,,,,-0.01850904551872894,,-0.012850485190945298,,,,0.033746678834551576,0.22322477934769844,,0.08746989290443992,,,,
LTA,,,,-0.020800487376056675,,0.026922915649179847,,,,-0.0038839759245010083,,,,-0.03105180738154915,,,,,,,,-0.04670380836480455,,
CKLF,0.03859983049451861,0.0028630925571941843,0.0651603565521036,-0.018831289396812015,0.06815069973850611,0.06074030372251901,-0.05131818501445985,-0.11781977625206272,-0.2984905048774825,0.0017594772774185787,-0.08431959293286317,-0.23002328923889426,0.09899052294829876,-0.24716526407951056,0.1324892284334172,0.016120372839760443,0.11429148572939246,0.12447181541078246,0.007300850549286442,0.02700930311642634,0.17029680032453537,0.04940687391500877,-0.06027521802900537,0.010490622266001327
APELA,,,,,,,,,,,,,0.0073784353347683415,,,,,,,,,,,
CD24,-0.032628989096009205,-0.11449299141708216,0.047499939268071494,0.005165196370692221,0.01285840467195875,-0.09005558261728097,-0.0321223263403224,-0.03132591092603386,-0.033795472936160184,0.05502329974494455,-0.25893584420734134,0.01410430356980727,0.03630011986988666,0.06244553117405918,0.043453584310515485,0.073073577045744,0.10414634448832821,0.15058344353666642,-0.05040649283312061,0.13762707875861152,-0.03976869915324663,0.03994505404743354,0.017411723170532037,0.04518995620678404
HSP90AA1,-0.0528139516444303,0.09013520866227213,-0.05905422950676682,0.03637832821503183,-0.06450827602471954,-0.021980486330518797,0.22543936462736924,0.1643619688676037,0.3612594487534635,-0.021554948829412716,0.006002650676733246,0.4885914908449827,0.03450888976816407,0.37799111236348915,0.024754305804558393,-0.10443760944872228,-0.2393004212533481,-0.32971857229253837,0.061893071991202246,-0.04562180042276889,0.018846076547660302,-0.08029704894102184,0.1600295445152291,0.1696683473676967
BMP4,0.013579603127874644,0.09870959769216571,-0.039296458213175796,-0.0070962357435607705,-0.05157365483761177,-0.0347706251101213,0.0019608890821554673,-0.05799813320539176,0.07321001979161107,0.011074619439807564,-0.041343871419182616,0.09882769204700663,-0.00012435496005865483,-0.05640740616115608,0.01597405965198557,-0.051805206141330384,0.05519975184076958,0.10529671772112252,0.054094814608137635,-0.03466519122871682,,0.05215193014491332,0.03468986810963672,
SCGB3A1,,,-0.03907493511999922,,0.07749204333158198,,0.10849400713665729,-0.007580227801539102,,,-0.05130632599511026,-0.054418148306474165,-0.021192119733258723,0.13632674019569885,0.0059017753475555535,,0.08229949012430748,0.0722796984446311,,-0.031827601099239454,,0.05943905434724435,-0.014884458486106537,
IGFBP4,0.06590996248393281,0.05712425398612481,-0.0004364529025515621,0.048723642033764614,0.010985792271884667,-0.008778570443493713,-0.02325268166521738,-0.11307816497702224,-0.14434353435281083,-0.05845322327474785,-0.02222403010256196,-0.15888658822338197,0.07076126838027078,-0.09125714326808147,0.05287348913262396,0.04187825657978083,-0.030731066291415404,-0.05590891508506844,0.047380569995965474,-0.0274034336928329,-0.03927038403977506,0.0573685104532402,0.052194945367677915,0.00286573251354869
RSPO4,,-0.029797652088119457,,0.026339555451374362,,-0.0017653012444481396,0.05009123741149366,,,-0.03630455792542475,0.0066517339532543365,,,-0.06649914198301712,,,,,,0.09251826052305245,,0.06537185842657288,-0.004857875269390304,
LEFTY2,-0.030132382840447336,0.019631685064662917,-0.04994652393067566,-0.021055949008421896,0.01043065626664703,0.03579164286642866,-0.03578235953011606,-0.019109937508348218,-0.18949099079621795,-0.04060402679418419,-0.028425520580376243,0.02861052414469604,-0.02204503661368875,-0.005468044169418027,-0.08711619054214167,0.0691262456030183,0.036415737945452886,0.002426865584633552,0.049026369677936915,-0.014718646292539427,0.03767863581945805,0.07243717266606892,0.026464544533356674,
PF4,,,0.018499087101053434,-0.018920870350444312,,-0.007284256933623598,,,,,,,,,,,,-0.030120584867577467,,,,0.021323975241499593,-0.012727863624353497,
ANGPTL2,0.026315503979397487,0.013576515190650135,0.02235794733496374,-0.03754947069642671,0.17132414398843507,-0.004221939380866316,-0.0515051774425082,-0.1965025642559303,-0.21225806519945487,0.04877724908384997,-0.04373259594159724,-0.27616729844230065,-0.059133687711288685,-0.2859101838743762,-0.05790918320384124,-0.0020611629177641074,0.16878286204712803,0.18440056140468497,-0.026876116386775038,-0.027051610580132158,-0.03208624694934013,0.010900855086518692,0.015004195772327943,0.04035111195878557
LRIG2,0.021485563871789348,-0.04086300265025432,0.08125448324362948,-0.0150171013893242,0.07973834704695726,0.05784462538697722,-0.017671625916338043,-0.044019587968059784,-0.0934719500789464,-0.07003113473482747,-0.0309895701412405,0.053608440145934626,0.04164952071170085,-0.1225967152893683,-0.054839845488039086,0.02557263120993746,0.1046334807486299,0.06336148031586909,0.05597424606243044,-0.04623841131099205,-0.05370228164303552,0.02163526932805513,-0.01951080017252814,0.05051747207764841
ICOSLG,0.03940819884693629,-0.02334382570406957,0.07459228766285553,-0.03390737229259079,0.0016634549610781346,0.018249292309321177,-0.02791453240603137,-0.033777885717785346,-0.15952147035452072,-0.046036367736093736,-0.011370006236357188,-0.20393828323929802,0.0266848846530504,-0.07437047124740587,-0.04653002551132968,-0.015177177791057298,0.11046285987211564,0.21087048231539737,-0.019294555275179464,-0.01081559546588262,-0.07186545539308747,0.09992694920004958,-0.006549071829393227,0.10281583229049458
WIF1,,0.3815611992575027,0.047852391218822475,,-0.018190968938335425,,0.15988597881820268,0.17201578224393946,0.42017757555758506,-0.04094047587482703,0.0835592877723233,0.31649888558818046,,0.37304388096553937,,,,,,-0.013279859745258546,-0.05469958226944014,,0.053256963746851384,0.19426212039821267
NPPC,0.021468288066886807,-0.009553983928710397,0.031899355750474964,,0.00737276099220072,0.15960209977367004,0.07934996167919614,0.10836268917226019,0.04081150488898405,0.03788138697690344,-0.02737850698084509,0.07132391806871145,,-0.22615575719830164,-0.016730645584740196,-0.027340503364836705,-0.01075047042520444,0.04594884833459864,0.07746541821467164,0.033255598903610364,-0.09336765174919537,,0.11272038670522223,0.1636623205508605
LYZ,-0.061986788508252684,0.020456111635849865,-0.01572005607661093,-0.011907595267501575,-0.0018283062800727816,-0.03339938528804869,-0.11153710701715486,-0.027131401280579157,-0.15796107612196889,0.010979929616918571,-0.06726518553936196,-0.3614698153186738,0.04178404848178755,-0.08148175899489651,0.11183390164879253,0.15926678052030885,0.046093213782772584,0.04836654170560067,0.06677320961851614,-0.005918458201945715,-0.0507773430000642,-0.04106468334089255,0.08843216966046581,0.0036716010665389523
EREG,,,,,0.02066614392837904,,0.001976961827348801,,,,,-0.07036117958461036,0.06334369292493441,,,,-0.008943841739010885,-0.07484957771375497,,0.048331756473974585,,-0.0029944045136578055,-0.012138333338785362,
SPTAN1,0.05427298477380604,0.21610074072980753,0.14266808213960522,0.0031267247722583068,0.1276732236668113,0.018349539764605613,0.04844337614432891,0.11867937682484901,0.22228400513399427,0.02360099359914457,-0.025361856521114272,0.42896724704390254,0.038670839349967935,0.2715628552065356,-0.02097157305146554,0.08532990450695027,0.09012641533593602,0.09578846886213895,-0.03448610981951561,0.10998281947143657,-0.013470898754379847,0.025662896633575426,0.2340995220237712,0.21987640120050947
PTH2,,,,,,,,,,,,,,,,,,,,0.024667896150032585,,,,
LIPC,0.038029916233442616,-0.046130237808195446,-0.008451808473091958,0.018540370878383335,,-0.030281709090615932,0.029000476346097443,0.04315121332578043,-0.03905864017771186,0.02893875254902341,,-0.022798735481531027,0.12267170361026702,-0.06620833110909517,-0.040401675615082275,-0.029514255233778115,,,0.007495969508619945,,,0.0566619219809351,-0.0493015961272708,
COL8A1,0.02619469570196481,-0.14372220959316623,-0.061085492252357855,0.008918250806236344,0.0014665016439905018,-0.031166294127356865,-0.09551808083437888,-0.10528876633084261,-0.13129397240366764,-0.053819332272370915,-0.0076768387766802835,-0.21379587699211153,-0.06872042888291215,-0.19947222858451663,0.015029274411953205,0.03604910680507044,0.17526700969903855,0.10949280716319354,0.023207452076496406,-0.056704448670255383,0.0124785003424594,0.041691388486251396,-0.14704165117352863,
GSTM2,0.048493504730122254,0.025434765991076462,0.07911374696306071,0.039385317596195527,0.0218695407780265,0.003877342190345214,-0.006679992857806013,0.012076264233965042,-0.07671649842963298,-0.016557201253114676,-0.051380782676499745,-0.06768526006261069,0.07901136387848608,-0.07823543563159974,0.06299285321594009,-0.0464260152346811,0.06907856145742793,0.08516847606208915,0.008516415865996049,0.04298916140439043,-0.03969586549979061,0.00909781603568069,0.01991229555915066,
IL4,,,,,,,,,,,,,,,-0.03862014602871834,,,,,,,,,
SPX,-0.02299626968129729,0.19522693005832156,0.061036151024873316,-0.007463631978761192,,0.002712814465276644,0.23421101388111304,0.06334574240447272,0.19285519799532186,0.08441627824847583,0.00928391124665503,0.13922686502363893,,0.3406418458764407,,0.0035634782309190965,0.10349152123742782,0.025649996464990464,0.06143508513341924,-0.07497181851644344,-0.016609801303603563,0.008178397413363006,0.08254636821952262,-0.06279406111284756
