,MGH258,ZH8811Bbulk,ZH8812bulk,ZH916bulk
OMG,-0.008853146520486594,0.0029605671622723404,0.12990737941341984,-0.010884604216342655
CXCL3,-0.01840691616344419,-0.014931045519044235,-0.0007747705079849626,0.009547616756609532
CXCL10,0.019762933081153063,-0.019738678545148672,-0.03081711166093118,0.010988005497472005
RSPO3,,-0.04862872809945769,,0.011197503720177167
CORT,-0.022857130908527847,0.14318621071106158,,
NCAN,-0.047138913047170036,0.06863818170320304,-0.04411966024671804,0.0009335053475964712
PRG4,,-0.022723267748764535,,0.02180036910263746
ZG16B,,,,-0.025390792170248387
TGM2,0.004070208795573718,0.0033231435721977507,-0.04022793222726273,0.043493315533493074
VEGFC,-0.022857132380226283,-0.003222499056898212,-0.030172117462630293,0.04348447035599228
WNT6,,-0.014349898286101387,,0.08998110811303876
NRG4,,,0.018367945241261202,-0.03945538027667973
PMCH,,-0.021606667660872495,,0.012817912111997409
COL9A1,0.1012334108213976,0.06154839756105811,-0.03565491250168907,0.056422494061468445
GDF11,0.06427365998302677,0.03159856626721289,0.012120799637676753,0.03797767006240202
IL24,,-0.014481548994077208,,0.07550972557704701
SORBS1,-0.03720071492502927,0.039296647016399545,-0.000410871746571372,-0.017781829508008808
DLL1,0.03390969710238318,0.04808277564378717,-0.0667233607985272,0.010622505030084361
TLN1,0.011002645953123115,-0.0007937668908182118,-0.02382025092930226,0.07264737183973682
COL2A1,-0.021468691427179214,-0.037743346692883824,,-0.021425972688389288
SHH,,0.05811274085907615,0.040916547686970874,-0.06503072248457567
PON2,-0.003213188076101877,0.011612406231243565,0.017756609233124707,0.0008918438778036718
ICAM5,,-0.03604141780511236,,-0.03224520982030355
HPX,0.013783585107097642,-0.013497529184623451,-0.03248321997038412,0.013564383030137923
SFRP2,,-0.004761222700688412,-0.01566592441894487,0.033491511698090295
CFC1,,,,-0.03491180353540873
CD70,,-0.04909881708243918,,-0.01144035370497665
HP,0.08459265630140922,0.03030010727925384,0.0532266342780037,-0.030425035162018936
CXCL2,-0.047372237207168454,-0.019389583629238254,0.012682648116736434,0.032389503000974616
NPPB,,-0.03239184251406393,,
CCK,0.002709399469619052,0.03659466921614515,0.005762083353235569,-0.06741605628714113
SEMA6A,-0.006752637359509756,0.0633613467438094,0.03633562131465257,0.031448108557551
IRAK4,0.0048725726696399645,0.028388439057817034,-0.0004167360414194602,-0.0313712120565778
GSTP1,-0.02083394841511939,0.034823450067722285,-0.008410934210442792,0.0900138918683984
VCAM1,-0.029935885410263745,-0.05324055729296637,0.03186522344083927,-0.05290770399030235
NXPH3,-0.030481992814831223,0.07272701352959975,-0.055322211551807554,0.09600236303415222
MTMR4,-0.027176199296509544,-0.011904450554483898,-0.07509020033963988,0.04073508961167358
LAMC2,,-0.019018337273896978,-0.023424512851355057,-0.010937450813936173
IL10,-0.02374160073225963,0.03533187176833198,-0.022595192212604018,-0.05013766550641858
SEMA4D,-0.08638589872668312,0.034112379896685745,0.06745575250305405,-0.006590655024958782
TRH,-0.020987233684134857,-0.06633858724266865,-0.02033767969272783,0.038843480359844904
SEMA6D,0.08618424451274642,0.015835555647902597,-0.01829790896137011,0.030599306021133182
CEL,,-0.02364304903338333,-0.033352277331739275,0.04812666085991191
PDCD1LG2,0.032925533561871875,0.05830636915618569,0.02319049343703384,0.016155073406415865
SPINT1,-0.0005512103101951763,0.022393522541184208,0.05055719343101009,-0.0030150391744211322
CTHRC1,0.011192679501521476,0.031326967999482966,-0.0071100951351757225,-0.027371675727848273
PODXL,-0.0019248319707095881,-0.002031431395832479,-0.0024818104787846258,0.004758826712735569
JAM3,-0.03113001793668564,0.045631136919407886,0.1058807447862768,0.005620661806415347
TGFB2,-0.04121126364850331,-0.02047351655970179,-0.03350503530706092,0.050654296280151334
COL18A1,-0.05307962225517442,-0.026363822850403115,-0.018398857686360882,-0.027130783137645303
NODAL,0.07897791965725237,0.027548073926573775,-0.03523798667604772,-0.0511972038766239
INHBB,0.08693749524802685,0.022845209594866554,-0.047135942463063726,-0.029549074802731976
LCN1,,-0.016893070866904305,,-0.026649594097713683
ARF4,-0.031549387978586634,0.06707334560103145,-0.1151379920980406,0.04832178745140812
CXCL14,0.022765839625361734,0.019139902789707525,-0.0683518314669228,0.037468500925035494
LIF,-0.028347202698983217,0.00043001819512298754,-0.026780308701647243,0.002047838161660486
IL17B,,0.03429122126000869,,0.04191334505721897
MMP1,,0.0023837270436751295,,-0.027320354012213784
MATN1,,0.043230930886208226,-0.023695026773007135,-0.027458710074432326
ADAM28,0.028852715959014653,0.00877544240372862,0.058343264936685395,-0.020506060641300596
TCN2,0.06815414431906758,-0.04466941783406168,-0.006713718045998292,0.0383984466241961
THPO,,,,0.007293531803875883
CUBN,0.028028438161330303,0.06858722370096737,-0.024464711931727494,-0.018853749981811097
TIMP3,0.06334231535766531,-0.08694860612170967,0.002345308874735299,-0.010266599460622994
PIGF,0.11092078158523422,0.03957518790278954,-0.02601108982557781,-0.060288310659667416
CRH,,0.05611122122488875,0.01418782073518604,-0.016462339317925512
BDNF,,0.014877982817280732,-0.004946191140442122,0.03660866351718972
CCL5,-0.017682988753459455,-0.010292158585520432,0.08844512157285044,-0.001314133442556557
GAD1,0.01790603580592953,0.06441661467803242,0.014953905703990134,0.006067762327919818
COL14A1,-0.04068551660322432,-0.015050380709776608,-0.023197627380815693,0.014702315760724737
HLA-A,0.047048394830003185,-0.01700452083734562,-0.0765405762837154,0.01209862350830575
CD5L,0.009967775121974765,,,
FGF18,,-0.026370144992729903,,-0.011101819053479184
ADM,-0.018453250130971495,-0.058826695895609564,0.03771147530002111,0.044124046427519124
GNAI2,-0.057171053622961154,0.026489083544678202,0.03260971174521632,-0.00886383763574505
HDC,,,,0.04566409547202886
COL11A1,-0.02643190182754345,0.01948062157534954,-0.007275170491161566,-0.04632066080942896
NUCB2,0.04089092846684629,-0.07567891066714362,-0.08499928586739933,0.077321230507171
FGF16,,,,0.08799239954720235
CXCL1,,-0.02524539847394906,-0.035617085364917166,0.025460997270052795
VCAN,0.07228010792090998,-0.03589714794444716,-0.09077213747650975,-0.01671635920595194
MMP7,,0.011940386418664422,,0.020706285678547848
PTPN6,0.027417512598810714,0.04574382297335873,-0.032552272024006935,0.08466824646476948
PTGS2,0.0884475369617698,-0.01578771393523192,-0.029293087929018618,0.08306397023502804
XCL1,-0.020495389912045744,,,0.08514013000679814
CD58,-0.0412196127731533,0.03417309007392128,-0.028791271095694144,-0.05373715858261015
TNFSF14,0.08045098137425942,-0.028748930943137293,0.02099529884885183,0.0900784781337309
CNTN4,,-0.018284609220231552,-0.029735425783309434,0.0006432602681230717
INSL3,,-0.016687428864073078,,
MFNG,0.014997400463092968,0.06199582147901959,0.09539196380119791,-0.014108949245708416
ICAM1,-0.05198827612474325,0.008945606348820028,-0.05441418418612581,0.049567912091994876
PROS1,-0.01446031643821864,-0.033958333985887025,-0.05210258472968407,0.08445095778110065
CLCF1,-0.014213929697153252,-0.019263022262468316,0.03401781604905154,0.03879715287957824
PSAP,-0.02635551896011111,0.04485071084218939,-0.008329473357789883,-0.07789853493243327
EFEMP1,0.0036319426245962107,0.05400221351813554,0.056241254824966835,0.019311566440543014
C1QTNF1,0.0004604431043445783,0.006213850282189085,-0.0708696841865713,0.0630853309247517
ALB,-0.030855330031826902,-0.015566765086678112,0.05892085317792624,0.01282862483279038
EFNA3,0.009191256682811543,-0.01353206768914329,-0.0774455445145451,0.012274920391323517
DRAXIN,0.12332637617076495,0.009003527412420189,-0.020800074945892127,-0.018410925826748335
RAET1L,,-0.016893059795893034,,
NPTX2,0.013115846175064418,0.007276992639320336,-0.00033898386441284773,0.08201921403829583
FGF11,0.07213049874856393,0.00913542308174602,0.04238175783297966,0.03537230720820896
CD59,-0.08984614121867508,-0.034161856966814945,0.0015894468523002926,-0.052358673992184496
COL9A2,0.003310433944866831,0.04095613258585105,-0.009913154989043944,-0.07756432288024244
DLL3,-0.03293905965020277,0.02368351301768209,-0.06488732212138686,-0.04941414772043854
FGF5,,,,0.006752363014065569
LIN7C,-0.008579252127307315,-0.010664314100771488,0.03882830438704484,-0.008870143498678266
GDF7,-0.021229219528138506,0.013402666717711833,0.05174876179528313,0.032774310868150226
PSPN,-0.035687308647348995,0.02452557918748866,-0.03418804836185318,0.05406567701119586
ANGPT1,-0.029814936295963594,0.0032263421784409566,0.0015359874327584681,-0.007593451707737993
PNOC,0.03320173818148601,-0.015399747779137319,,-0.04575297260218847
L1CAM,0.0785886728017798,-0.019499330807966717,-0.0378264584311665,-0.03711263169916051
APOA1,0.022932105188678362,0.07167594634660607,-0.032686401024496416,-0.0024031558364515353
PSEN1,0.02541791967997255,0.04836555495420096,0.02699556880154584,0.0023231349571221417
CALM2,-0.04520422721809205,0.03204400764956785,0.02432869838277625,-0.042726830748844556
CLEC2B,0.0053865517362238925,0.006791704155819004,0.029908640639055767,0.011507547605585313
NTNG1,0.05084112016586178,0.04859097322310157,0.028649734450947893,0.004361270139225987
LRIG1,0.014569051164271556,-0.0045217451124989795,-0.019942008838830412,-0.04197223269135737
CPAMD8,-0.018679891281020114,-0.01626885591174421,-0.023701825752002973,-0.029762910334045503
GHRL,-0.02980242362762693,,0.024852151591983736,-0.026236315143853935
NPY,0.006428536372213688,0.0072745290775450755,-0.057182415450580865,-0.052859135635573595
MMP2,0.012582844122573952,0.028718144344380962,-0.06496975174016044,0.012306932233058853
PPY,,-0.005952748520797895,,0.04419453771664448
ALKAL2,-0.027973290905589046,0.03663340713516297,-0.016660485539935252,-0.004566763537866194
CSF1,-0.03371958440793117,-0.031718262852574834,0.04717329791803764,-0.0038864840746920164
SEMA4C,-0.04501197421943775,-0.016987909020331364,0.018348530602911896,-0.03667190864238839
ICAM2,0.009960271367022905,0.005653365817377444,-0.008647356708371108,-0.02548158781445151
SYTL3,-0.0030817029912675147,-0.031633849218428475,-0.05043761340681247,0.017579443552577012
IL1A,-0.021705733450627197,-0.015907587279382143,0.07344446799786566,0.05251109405292038
HLA-G,,0.043006413396626635,,
PGF,0.02281066036927216,0.006674925538826693,-0.037891444862567916,0.042939750793654946
LGALS8,0.05849430955872897,-0.006505059057870151,0.025293255033477322,0.01943385589376015
DKK3,0.021797332447242395,0.01132411326702886,-0.027737712226354534,-0.07067817215721854
COL16A1,0.0755542839188104,0.018952164856596145,-0.009479127431305242,0.01571869528130442
TPH1,0.07401442264001315,0.04879908797900725,-0.03421240817273483,0.02364746659450852
TNC,0.00956284175889835,-0.031637572540758226,0.028561848284207627,0.05346412278660465
TNFSF9,-0.018679882415239785,-0.03638074612670126,0.060198342128285016,0.0029949561377563346
C4A,,,-0.015772505300588227,
CNTN2,-0.043715106441624,0.017074145942674535,0.05748383006932058,-0.03158160725403376
F7,,,,-0.03678863909764368
LUM,-0.008355496563978524,-0.003780297438706341,-0.04999888130926933,-0.005087655496264801
IZUMO1,-0.01784921940218335,,,
BTC,,-0.02467801668815564,-0.02769657543606122,0.01365568178426057
APOC1,-0.019387220332291347,0.02443728760621842,0.023591806005318065,0.010625739968224718
PKM,0.017060552709213157,0.003791930948561184,-0.04449514601245737,0.04582510501907627
TNF,,-0.016893064403478895,,0.005747260305042096
GNAS,-0.016005512452522266,-0.025269939789422026,-0.09572612956689736,-0.07236210807596746
BMP8B,0.08799349785130293,0.007959971113102593,0.014956095051481426,0.007709997192070919
LIPH,,-0.018834313478069232,,-0.034539127155837394
CCL28,,,-0.0223124659589031,0.017657382299343775
PTPN11,0.017929482414835458,-0.03270767291829056,0.01655195807515176,-0.021104884274208147
ADAM12,-0.0224853503280144,0.0036595283085992295,-0.013414321639451781,-0.012669108672364747
EPO,,0.02218853195450225,,
EDN3,-0.026233691210235832,0.047006805212626894,0.0069820453041795965,-0.01164897338148391
CCL22,,-0.017888116431621838,-0.008971156711015772,
CCL2,-0.026533246128711104,-0.006192062096000111,0.09516665358348406,0.04252356903060501
DSCAM,0.034368230528854245,0.07384069002099874,-0.01604031879372097,-0.02381582771104736
ANG,-0.00026139123758125836,-0.04465143910757943,-0.04589963689991122,0.04590319357318708
FBLN2,-0.0245973130097789,0.032173952688343346,-0.05472768569163582,-0.0030958230109127075
VTN,,-0.013754809698846676,,-0.022238434573942676
VEGFA,-0.01206662854840613,-0.04833960185454107,0.004108343538830028,0.047863364586294366
F10,,-0.02349195842191996,0.019233356023175576,0.06080686901218933
SERPINA1,-0.056218083355042414,0.010023514915482777,-0.02780474686367017,-0.01398680589369495
VWF,0.0031598020282044108,-0.036552785346424206,-0.044026763634519156,-0.059522639570229435
GDNF,,0.0431057239414843,,
VASP,0.019173291479581543,-0.00018839241709916758,-0.005527576114253756,0.042859665581234385
ADAM15,-0.009740950510503473,-0.004784708620410664,0.01825073146571442,0.02101819918346078
WNT2,,0.08068291504874588,,0.022597836731542403
CALCB,,-0.005827340106787804,,0.11688866484969056
OLFM2,0.02009207299862881,0.07600869368240105,-0.013692508828212558,0.051150852197817585
MFAP2,0.0276762990632763,-0.03992384347545508,-0.06671782661823368,-0.009876678000533623
HLA-C,0.037366570096410916,0.028553195462728255,-0.07260551253308856,-0.030017188652639328
THBS1,-0.04054633707143887,-0.08608463245900241,-0.03221480706154841,-0.0028262769616370937
HSPA4,-0.037424745269719534,0.01899275863441702,-0.04057692019787236,0.0326593728130006
LMAN1,-0.06672847411938958,-0.013369149666125945,0.028845882662784213,0.06055067462697328
LYPD3,,-0.03743208180138876,,-0.01633152500377364
APOE,-0.014350359876859444,-0.03855736939429684,-0.02026275933743189,-0.009046599242905086
SOSTDC1,-0.018679889729507643,0.03280952801865428,,-0.02121366764381475
ANXA1,-0.04704214469490511,0.003753881700672979,0.024487654296578617,0.04941703977906239
WNT2B,0.007664270205797011,0.023278737120372057,0.05360189501500918,0.0035239954213654202
AMH,,0.06079463688287378,-0.02231246311358941,-0.013949172357776577
GDF10,,-0.030125612872497255,0.08088212547738409,-0.022404213099241684
EFNB3,-0.009355063047911266,-0.02880000340532268,-0.02849187071441352,-0.05677359275872789
LTB,0.0370259215948175,0.02206213989155443,-0.05375486070030118,-0.00038991006108761884
ANGPT2,-0.01508989267665392,-0.004376762103869046,-0.019993080763509818,-0.016880453151579
NRTN,,,-0.028160844357255296,
ADAM17,0.04431978542799335,0.01348142774011024,-0.037368141460032624,0.010325838807936097
LRPAP1,0.03367413093636678,0.05832279728221457,-0.03318288014681346,-0.06872017056329502
NID1,-0.02882507891316187,-0.07545474882627844,-0.011806420583352045,-0.05713018741808059
MST1,0.01813999074650961,0.062360807047070865,0.10560448962029094,0.01125731115518715
DCN,-0.00947506715179769,-0.036310948908647285,-0.04628617889105427,-0.044766487918951686
IGFL2,,-0.019381565775253292,,
COL7A1,-0.030156830586898963,0.051102937981774545,-0.0385320703047179,0.02103976122887652
CALR,0.011679565899625677,-0.03924769935673499,-0.036756642171067215,0.023835506997031786
PIGA,0.022889845921091678,0.05441008328303128,-0.039170886860192565,0.03176965899300134
CD200,0.13090569517563147,0.03846992448928038,0.0065382881505299355,-0.03660825978603849
GRP,,-0.018272033602710666,0.004101609273495113,-0.030942663773214845
CDH1,0.04170606782575921,0.004271019625819514,0.010898580288650112,-0.008292393641971863
LPL,-0.033021685509404,0.04068491255615267,-0.05152611034031047,-0.01790345784607207
SEMA5A,0.013401070229081812,0.004720483789881491,0.012564129583723964,-0.05977642687053138
SEMA7A,-0.048106165342833226,-0.003094627688305907,-0.03705692224407094,-0.08285971945529333
SEMA4G,0.040736240430914256,0.024045568786641894,-0.044558025733938134,0.009084822435874534
SEMA3B,-0.026824219508760776,-0.031284400790790375,0.0238111960488196,0.01827572794629295
RPH3A,0.08677367248691248,0.03233387935314261,-0.020374807806905777,-0.06440822157652151
JAG2,-0.014022089573911267,-0.040134395817248265,-0.02000288312786433,-0.030123178432987997
CGN,-0.02064643645089779,0.039444872891593374,-0.05865237161837064,0.0833165711987649
GDF15,-0.005170630857387331,-0.02654268213792389,-0.04195103943045103,-0.020159849638788585
SEMA4F,0.04987817977679654,-0.020013756664138793,-0.07561842804926233,-0.022181470869162924
NXPH1,-0.008049466528606284,0.007614764018008954,-0.034020996007756175,0.02063888167622783
ARF1,-0.00514399652631023,-0.01920718385403851,0.003996974493890285,-0.006473249226936563
EBI3,0.0209717423296428,0.003036463855787476,0.00691975718904758,-0.07084032155233205
TIMP1,0.00454829197988964,-0.041709029588481855,-0.07456503927834215,-0.004414051426505964
SEMA3C,-0.03464979910918166,-0.01184441382562846,0.03494131773313595,-0.08281410609092009
GAS6,0.020558407344791457,0.008624174035219492,-0.026259300927437435,0.025259847514437276
MEPE,,-0.01325741850269948,,-0.018127440005505962
SERPINE1,0.02045614504367339,-0.07572388048152327,0.07504023349941326,0.03090298493295501
RSPO2,-0.01973637469865369,0.05228296024889699,-0.03063284362267931,0.07346743048530395
SHBG,-0.022172842566749153,-0.020009346826835545,-0.03728399882808289,0.10804727620614653
LGALS3BP,-0.014509972986870637,0.050807209150373366,-0.08271547653939505,0.060059052714065066
LAMB1,0.03522621202704813,0.061622641823164945,-0.044660417056001274,-0.05058145138439689
SPTBN2,-0.04132144013023661,0.014310175623823347,-0.0016578899993217083,-0.011432417229732966
COL1A2,-0.014031677734691324,-0.04852292620859083,-0.07178457426735044,-0.02966516513119442
DEFB1,,,,0.06450023078027682
WNT11,,-0.009073124873428899,,0.02984970701030119
LGALS1,-0.009689075091154319,-0.03660897702809757,-0.022324536099139546,0.06605073942459092
BCAN,0.04469797209718035,0.07326957862295365,-0.10972853827818708,3.583187910029269e-05
ANOS1,0.049405073184478177,0.028017590311949142,0.06248427475494492,-0.03895231120271018
EDA,-0.010469777320788968,-0.01614307082346955,0.026034429108631067,0.020200362518320865
FGF22,,0.07050420349868923,-0.030172118289868516,-0.044370671490277375
SHANK1,-0.003102826677256263,0.08213729883052535,,-0.0048383248708025895
NPVF,,0.00838569442489318,,
RAET1G,,,,-0.029390493749564192
TGFB1,-0.019584860394588458,0.02769075081515267,-0.020609600550568114,0.04813220614409208
MSTN,0.029699610833821447,-0.034319043981058624,-0.03346439856435873,0.04987093986063839
WNT4,,-0.045157145712187124,-0.021736817842358258,-0.011841682817944505
TNFSF4,-0.03221412789238046,0.047388059229599426,0.011729447717170494,0.007671215652491752
NTN1,0.03829425278450141,0.005219457289026314,-0.02647802984138948,0.01456331054830885
CXCL12,-0.044677856530825406,-0.05931769575194085,0.060710738985431986,0.014020062633061933
GNRH1,-0.01487691712223297,0.008011104297755232,0.07158705774996185,0.010407482092024642
FGF8,,-0.02303346311919143,,
RIMS1,-0.025222004570693544,-0.018344407491352455,-0.054059566672051966,-0.04511416800606489
FGF14,0.03101587527269731,-0.004047916061253963,-0.033990299213627236,-0.019080889754440424
IGF1,0.021619884804322715,-0.011327541646898512,0.041553170411421814,0.055291372001967834
TNFSF10,0.040390253453924996,-0.03526371603423333,-0.020417826169534106,0.011492806275776627
GDF5,0.10005867943623184,-0.03563147454763924,-0.026311138987437293,-0.027271192896226135
CHAD,,-0.028983017872389088,0.10364685952696175,
RGMA,-0.051168547898790544,-0.016106514135730516,-0.07977140442540122,-0.017655020737498195
WNT16,0.042679622989237456,,-0.020231497874119465,-0.02178656689195529
CX3CL1,-0.044212299247327724,-0.018479277992040063,-0.06999856500036639,-0.022832690882457395
FGF1,-0.03248955058241741,0.01830347185681936,0.014811286553406848,-0.07536434022260415
ALOX5AP,-0.0006427330560897673,-0.02334309713664109,0.03172414977908986,0.034898821267007704
IL1RN,-0.017564116790560667,-0.008609493565132482,,0.09749022361589389
PCSK9,,-0.017693278912370665,,
NPW,,0.06688909965100279,-0.02259518471268748,-0.04160275838752855
CXCL9,0.08076924090755745,,-0.0265045473811693,0.016811197067408735
ANGPTL4,-0.051758611351359465,0.0008138625627580425,0.11281928642030793,0.022829672331364473
UCN2,,0.02188401443849233,,
COL4A3,,-0.014001052608626104,-0.011561236654723408,0.05441451936379667
NRG3,0.08586799555253083,-0.0015303667684669325,0.0119825846781518,0.01634499260606463
IL23A,,-0.02272326437858365,,-0.012925826861939793
COLQ,0.04207519253731506,0.06116709868025177,0.045014036987349355,-0.01764490143831853
SCGB1A1,,-0.022250834604231218,,
TNFSF12,0.04672916193860126,0.03899595582913619,-0.04237605884162343,0.053834820377880024
DKK2,,,,-0.006847427839274441
FYN,-0.05116954780437461,0.011592840472273526,-0.024540323359362466,-0.02120375194380984
ACE,0.03142945337971237,-0.00495694718016054,-0.052942060626443764,0.0021155284472993323
IL18,-0.02117579061038846,0.016223876240933417,-0.056248780825518034,0.015958061150548354
PPBP,,-0.020944817922807595,-0.026014115178113813,0.04779092320119161
CCL27,-0.019992352383275392,0.033118893441894164,0.1930176237953433,-0.008062968599047622
SERPING1,-0.003511945282202473,-0.009554053601997493,-0.042601172018976084,0.03300224507830232
AZGP1,-0.010168035876601998,0.030617058404064194,-0.0477908838431309,0.03276921968695095
INHA,0.04379429602104585,-0.03320560621637773,-0.022595184578760467,0.044555736430676285
SEMA3G,-0.030332731807773076,,-0.02084579228547117,-0.04099045604265935
COL6A1,0.01006933633094923,-0.06529467511670056,-0.09354788440433824,-0.016587256721051234
FGF17,,-0.02609814758764316,,-0.050058301446335246
TNFSF8,-0.021705733354207002,-0.019381563690007566,-0.02023150573951503,-0.03709319618369294
FGF20,0.0037136399942068136,-0.030248241121716018,0.01094088455839769,0.046076057959552726
ICAM3,0.0038185930134598516,-0.01278762693880157,-0.03336983715783112,0.07414815554901526
LAMA4,0.05877012540159709,-0.012281637040346405,-0.0040885999221008,-0.04982008344032849
DLL4,0.03268342972144499,-0.002583082161639226,0.07569181178845688,0.05486385064446956
SEMA3A,-0.014971314137493879,0.020340706473947513,-0.013959949963143661,-0.03923256957057016
RLN2,,,0.04583965114521594,-0.032258740987492006
C5,-0.01892165209338406,0.018046831903096347,0.03684782224874304,-0.06857726550501445
COMP,,,0.05680137839578594,
C1QA,-0.03382831755483074,0.05933085079197684,0.014087208741926368,0.01040918388004826
UTS2B,-0.01840691256781031,,,
