,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916inf
PDAP1,0.023934077402280114,-0.06208039100439879,0.04021388056948585,0.06497553292591522,0.0024245913925321797,0.03923977212417,0.03238459921392927,0.04830163591498169,0.010695090346854988,0.014478047055515298,0.06324677299389025,-0.03228533176526582,-0.03899668474309069,-0.015660276261973437,0.012664034196254677,0.036719088474313474,0.08092610836123929,0.027566152359418596,0.006509579083319094,0.03865726586844916
QDPR,-0.0037849168825370705,0.050134083485248816,0.06609853890062535,-0.016476962383624012,-0.038361306600582845,-0.04225693002426836,-0.029183941211090244,-0.06963328565520709,-0.0644958562463891,-0.011857354230098533,0.04007366068652462,-0.04738300109289399,0.042166314838392144,0.0679772968224979,0.05169070308217686,-0.06368841621811648,0.0022464316164519608,-0.030823421893607476,0.03412675896268322,0.0695827427774131
POMC,-0.015304623151943609,-0.0008368580408286256,0.02543442266483401,0.01973703744040914,,0.07683482640055957,-0.04098175257184099,0.07009659607062974,-0.023535752962838528,0.05749832418882961,-0.019702903398648157,0.06330403379215506,0.07685454174342737,-0.05881259239976081,-0.04142317700853595,0.05658453769096875,0.02555062230027151,,0.020553556381822602,0.04466851194725003
CCL18,,-0.03544152389165133,0.07482318674557265,,,,,,,,0.03132519840477896,,,-0.03582813093017591,,-0.020541327940226162,,,,
CCL17,,,,,,-0.01975204910429209,,,-0.025297885836522656,0.04258016921328157,,-0.01550625400234944,,,,,-0.026528200650501967,,-0.015413355533706236,
VEGFD,,0.019057077229598245,-0.02434173131082603,0.07700131757494176,,0.05201056450333753,,-0.00967201256019583,-0.026952757634191797,-0.011197898371625967,-0.03303400376827828,-0.016618532694745003,,-0.040364394410261815,0.12824298953879376,,0.04550392652210718,,,
TNFSF13,,,-0.01836905156872517,,,0.021061082402329834,0.08347852052038779,,,,,,,,,,-0.028448064488243194,,0.009854339947667384,
WNT5A,0.0014444211116831785,-0.05500139978802168,-0.010288653196870962,0.030785944785060856,-0.06204439428023731,-0.07296567254058192,0.0897839240044986,0.10114740391002568,-0.005456104475413189,0.03475703677204541,0.02423340210374095,-0.010833104254321145,0.07210393841618898,-0.02052392632492362,-0.09975288701568553,-0.0029709612235367775,-0.07727151575230012,-0.06013290833010793,0.020489853105572154,-0.03732446591022561
CXCL8,,0.07219929489026769,-0.036219284931695295,-0.024141451954646908,0.04598286764939494,0.13834715065096642,0.04832939222391583,-0.005631506886112423,0.023499541184514174,-0.021617770980646565,0.06812819996146366,0.004713342053522985,,-0.021136705306210358,-0.0880617028074339,-0.036166241931853776,-0.037664262184042625,-0.06129837683961714,-0.04080859660616495,0.04177631684499851
GRN,-0.013197113400114539,-0.03131685475533234,-0.05805204574620035,0.0050964591279461955,-0.05896003540101283,-0.03630896424721761,0.0775322422971493,0.1351906819247341,0.006124764278508204,-0.028083966368224005,0.09562287369981338,-0.01493987714071214,-0.030341676170728814,-0.07462774583828585,0.019190953005732245,0.010205476161701667,-0.05394102518626197,0.056739017972574336,0.001894233109820971,0.02541917507277108
MIA,-0.004219270299023281,0.0026347503224229863,-0.031369968103250066,-0.022929387181424944,0.02864847524229305,0.010784534423901888,0.0709451331837298,0.05538263142501473,0.04924060797846344,-0.004188343433962938,,-0.022759842112261636,-0.03986766096719827,-0.07140303115762284,0.05505767243351862,0.026471477057196338,-0.01204754265544963,,0.06045715378904882,
COL4A4,-0.02131923947739071,-0.024424697322781998,0.05113781635194191,0.11261931041307649,-0.006988253863653997,0.009434176683311753,0.03610669107996569,0.04445131001362054,-0.005336185340046799,-0.009466078222869344,,-0.022077891218516055,,,-0.031604373237983444,0.0014024473418697949,-0.02743842813968392,,0.06188935751888598,
TAC1,-0.018408449758907177,0.028462981293321917,-0.03178048041106527,0.0024065534299961278,-0.02920367136707184,-0.03367407315520008,-0.06382765683675981,-0.04848110512885514,-0.09636171536414141,0.006122579284343385,-0.08316372446121079,-0.010382936312441951,,,,,,-0.04078156451021728,-0.020262423145015137,-0.03201593770706306
RARRES2,0.0069091520355236465,0.027422939789510388,0.0856710349382561,0.027906648432297565,0.04009812898440108,-0.04662661539727421,0.09808417322047051,0.10099470831075814,-0.06306742638977213,-0.0034134080078636045,0.023769263197838203,0.05184038961912745,-0.055884435554813906,-0.030598220355254058,0.10271222532875444,0.06114809477045399,0.016835486358600927,0.0536775668926871,0.020303191389207127,0.12602708966679452
FGF7,0.07939438614333137,0.058484687642799564,,0.06044065728289524,0.009957830655897998,0.007913483216842205,0.025710694080677218,0.01785111243473409,0.00697897931307244,0.031004660309485354,-0.06097265183220096,-0.045801654507874566,-0.01859976381738186,-0.04443095411111998,0.01915198360468797,-0.039620693285791216,0.07733447497794735,0.05842711498469802,-0.014760050990701481,0.0975392460333524
HBEGF,0.015645765768994603,-0.017959140632538867,-0.07564811447745194,0.00932001325335374,0.008851969256827172,0.038701701219776743,0.027846718432496274,0.025209484720293083,0.10808137741731523,-0.017151233758544316,0.09951627256160625,0.01752508493206339,0.01995415145773565,-0.019905405670118892,-0.043538420879327924,-0.034689398323528124,0.0021428179902815364,0.09101559112485597,0.04005833538263155,0.06838140426643634
CSF3,,0.01734863523827058,,,0.100275679486201,0.0970183352712512,,-0.024803554642894007,,,,,,,,,,-0.03432960449320016,-0.016227885586253824,
PI3,,-0.02161922773438026,-0.025608519497177,,-0.03761620945695184,0.1657217603024462,,-0.02792912989938506,,,,,,0.16009696183125596,,,-0.02254003310437997,,-0.03525780419246397,
PCSK1N,-0.0363806840442837,-0.01966398634364872,0.04359474737090511,0.0530705137461802,-0.05361476822894401,-0.09655701164283323,-0.1063160541752773,0.0066815335653925365,0.02142363307932932,-0.024047436694372995,-0.13376539474433663,-0.011127344676239902,-0.01440077717636227,0.06516897890129743,0.11830268053536472,0.013306449112081974,-0.03675018949374924,-0.0853607357789251,0.024910868432058433,0.03606579482493729
NTS,,,,,,,-0.01749783528646511,-0.017847108138206454,0.06124484302301742,-0.015392102538514724,0.042210565222713846,,,,,,,,-0.02403128569900615,
SFRP1,-0.009568020045448987,0.04629904689250727,-0.0004469891274213952,0.029301315750463033,,-0.03234600468111802,0.10057434186367056,0.019773692164774818,0.008961669952968872,-0.02225700693586525,0.03678804324108576,0.0013985107418850024,-0.0255355608480914,0.058654159619397225,0.01199921083256451,0.02992841676075137,0.0031424456681987335,0.14382374905004455,0.011655323243311205,-0.06439416035287962
CXCL13,,,,0.05619096636775914,-0.018412488941428735,,,,,,,,,,,,,,,
MICA,0.05023530864686861,-0.02561394222659372,-0.029407158868492822,0.014996473319703402,0.031331152093774975,0.07727392432276248,0.0025413697408554503,0.05587465639771294,0.0014475863462354403,-0.016645322401616234,0.012530064074214224,-0.018017876318143493,0.012740628699672385,0.022077312120510142,-0.049150844647596864,0.051969710849589505,-0.04279871280849773,-0.017089018923775234,0.04092277721263982,-0.004411423601920994
TG,-0.021319234673018012,0.0974309089322088,0.08933366150918758,0.08028675490574513,,-0.0017249141417964037,-0.02019711458224383,0.07208099042430888,-0.025486662619922426,0.12996124460871478,,0.1949891414939578,-0.03140785847308762,0.10523094039659582,-0.06446297367042114,-0.03344608440512498,,,0.022952523027525065,
ADA,-0.052682085883997136,0.03279070092555657,-0.019817984788305397,0.04232916483280922,0.08014001569662267,0.06507697542152618,-0.020450575707974906,0.08046231426873433,0.06554984805004044,0.0181735224307232,0.028373779055480233,-0.03725288191692735,-0.08685232528560985,-0.04570918552086132,0.031100395506706492,0.025782705092697308,-0.009877499812044168,0.029978632453614967,0.093738011244984,0.040104574887057
LAMC3,0.03531387206034002,0.04717634261932657,-0.03807866656008696,0.05434075405195151,-0.034742422789166734,-0.016465349842161654,0.008917048362236979,0.10210421268946594,0.021394003982648905,-0.02006474876487396,0.008136668802531137,-0.04737353424854703,0.10021241008307771,0.09373142429178685,-0.06123979801523809,0.022018544050173026,-0.03625721853616107,0.026598064192155633,-0.028623616357416105,0.07635579065239861
CCL7,,,-0.015483392532045857,,,0.08227551635131414,,,,,,,,,,,,,0.030741358710761415,
NGF,,-0.02315963402672591,-0.02658421608639779,,,0.09054431354131526,-0.019273464521422232,,,,0.025521405753937534,,,,-0.03978616041614552,-0.030525710199182453,,,0.04004214408147455,
TNFSF15,,-0.02865135769227557,,,,-0.017882286647347995,-0.023402211309563943,,,,,,0.07419651724774563,,-0.04541744388482397,0.20391143110226728,,,0.0014879615103078933,
HMGB1,0.03326597402519627,-0.06889544901882186,0.010627094204818872,0.05695192756091368,-0.07636111299814607,-0.09776909457926099,0.03982300002423936,0.11343875110564722,0.017368712348285284,-0.03773254743502351,0.047006941231657565,0.031749229109615654,-0.013515166373222203,0.008543334098239356,-0.12322692643778889,-0.008977595582026252,-0.008594663950357047,0.07039759745242373,-0.040685868945892587,-0.05897866626659923
ITGB3BP,0.04000046823984124,0.012652149068630105,0.0009009353722125845,-0.01465639192174355,0.030068993571935352,0.06888143953075329,0.03529236322386962,0.11936915941194716,-0.0024616582226820506,0.021769045366220836,0.005941467215557887,0.022993298232119118,0.005695623128638547,0.024087544914942565,0.02447448967524019,0.03889415745388607,-0.019467792041829357,0.01056269228897373,-0.005809633529854144,0.034110063240702114
AANAT,,0.014357949530225999,0.06984118383608563,,,-0.025570847083428935,,0.04783033693892307,-0.022920304638616197,-0.026400896959473365,0.05026930986119714,-0.020800156554936163,,0.11089542054538798,,-0.02139465410401274,-0.03281453312486754,,0.14149263813840424,
RELN,-0.0176742107627289,0.017603475712742952,0.003822993152395193,-0.0014683584836385159,-0.010159885282193309,0.02467443852458196,-0.010970941113925128,-0.046059905131480165,-0.03895070324000795,-0.034125433798467775,-0.05417538522219128,-0.02302756864145847,,,0.11264100708738331,,0.008682479604834413,-0.030643282725068294,,-0.0033113902058611597
IL15,0.01194599040028722,-0.026754688396967468,0.022864195094602836,0.04420131599160612,,0.06731472846676662,-0.016652064592141157,0.041562709365836614,-0.01042474085209262,-0.022150195497163815,0.0038978613765145846,-0.019291183837105996,0.0797091856310681,-0.03502745607716113,-0.04610416255227771,0.04407936569456313,0.07877670956570854,-0.03630877388478269,0.09501019452977827,
UTS2,,,,,,,,0.092816477271437,,,,,-0.053503595139039746,0.07576357264834446,,,,,,
BSG,-0.03813796810514886,0.0543956464407702,0.013044759801947718,-0.025747539737404204,-0.05554755795404086,-0.009911432626448259,0.019724103528032905,0.006053756455194534,0.05592962019278225,0.043822656836510016,-0.04986943953831985,0.025311357252472227,-0.0016748577181187822,-0.07963432091556268,0.11560580702594873,0.027791444388704466,0.048171379470220294,0.0504851680522798,-0.006901955868027526,-0.08303546244179189
ADAMTS3,-0.05630488708501969,-0.06765033994811878,-0.036983669780413814,-0.0034312850188504542,,-0.007378798545103841,0.01653130671965679,0.08898431141421081,0.03402143385289345,0.053111011785183654,-0.020842443967986263,0.01227302385624194,0.023757867916788147,-0.043245979126441,,0.08673921060847724,-0.05084395951564165,-0.0417444690905268,0.053144257482720926,
CD34,-0.025697396010648025,-0.012039178852812133,-0.07813917733049419,0.015104920697122192,-0.04204539651400176,-0.0438124280030743,0.06049717431700067,0.04189226869288167,-0.061642547416220925,0.03517593679239296,-0.031902315020571,0.02789523318144378,0.04031826871270897,0.08377787460197873,0.07230280128001007,0.06770961807919955,-0.031389767543857784,0.05209125584362077,0.04587249774922639,-0.03525914386873186
CCL23,,,,,,,,0.09724800749744511,,,,,-0.027317584918496306,,,,,,,
PLAT,0.030360191760364436,-0.09900722430173975,-0.021036711375550226,-0.05747647738135204,-0.05454210750326051,-0.11351470292128292,0.04133712014298228,0.07166033137928249,0.11718564796267504,0.07882618098354245,0.02632436963803599,-0.08330074089924512,0.048396667235081375,-0.06138601829797574,0.022969514926269807,0.009280191633755114,0.0007937911228223945,0.030996653575037766,0.0071576137446276245,0.02439039155574859
NTF3,,,,,,,,,,-0.028765605934252033,,,,,,,,,,
LTA,,,,-0.018000962025395372,,0.02193328812880313,,,0.0030882441487051463,,,0.08870792864111436,,,,,,,0.09728735246841519,
CKLF,0.03822586357792768,0.04879939179698262,0.005162032590949019,0.005932233692305747,-0.017559176273752503,-0.041791815484210404,0.055522073872008686,0.14399287588361592,0.019352165543449335,0.04041848498644331,0.08409124819385966,-0.05433293944983746,-0.09750796837102248,0.046544732995961374,-0.07576900933907088,-0.08196743129474851,-0.06671000472238815,0.004313818950289059,-0.038339880846051416,-0.015487035405973184
CD24,0.02254836885065,0.010749648903178843,0.00917817233307549,0.03463222956921381,-0.02454569087209411,0.03847019011235789,0.09702494050661298,0.009182079287897658,-0.07371590606607765,0.005402000143910791,0.11871839721206055,0.08864371869489626,-0.057571872576192035,-0.059275823821654784,0.12812908924584288,-0.01594179427323833,-0.008495503040535321,0.05034771481060378,-0.04931614516201881,-0.03561491169168739
HSP90AA1,0.004658295993026805,-0.0062733991480480545,-0.02100829159655568,-0.019507850160818737,-0.00971554279528831,-0.06561151471595282,-0.06710753209850055,-0.11555177900089775,-0.04055743695605682,0.035628456642467866,-0.09758168592394477,0.020357139260184464,0.09996975970775582,0.014843179036600722,-0.12773611958534614,0.00475355950460211,0.019328189408911404,-0.05622104467065991,-0.01781969067600529,0.014397814439299106
BMP4,-0.021940587506641514,-0.05012311317903385,0.046724777920821706,-0.019082074963415505,-0.06013577202315276,0.0024900479283176103,0.05413779257007428,0.03966143077097948,-0.0067874324425772035,0.01071745906227674,0.03373217461571482,-0.01643808313717797,-0.020866601641921074,-0.03687676611642499,-0.025543069616469165,0.025544336581278138,-0.021384933787936378,,0.06284768994624328,
SCGB3A1,,,-0.01548339098372729,,-0.027104576819307637,,-0.02125665496550468,,,-0.022269414804290573,0.10777818534870345,0.08675952410794989,-0.0337120943807343,-0.04036435517242752,-0.04330769641088887,,,,0.014261188560946573,
IGFBP4,-0.033267456912713614,0.0706286652404278,-0.03309877815781084,0.06565875056758928,-0.02346266356447669,0.022050932324611805,0.08694202419617085,0.07039303302124574,0.036573061952495524,0.00200849755384018,0.10883312991485405,-0.06650498124438174,0.043338573252365356,0.09754508394350622,-0.015410133504579083,0.06157620217108078,-0.002039807163695612,0.09968321343500812,0.03063131716611766,-0.07861199276092243
RSPO4,,-0.028291867376753536,,-0.006138004467613978,,-0.013162840777516257,,,0.018022758017976055,0.028959655518758596,,-0.01404381848499387,,,-0.03959855705985564,,,,-0.03193688786014539,
LEFTY2,0.02427988843386523,0.07196991373696741,-0.07421939755287539,-0.018222041227051254,-0.05870532850497532,-0.021419687608039664,-0.0387095188429849,0.12249499363703793,-0.052550199822749645,-0.024418682122046724,0.008060121983055805,-0.02381475394972431,0.052394818994682055,-0.02673171290552151,,-0.02734055475156741,-0.07038356420234704,-0.05621889051148308,0.09917193074314046,
PF4,,,0.0056897840379775775,-0.016374321548726447,,0.004222250922430097,,,,,,,,,,,,,0.1106630124066419,
ANGPTL2,0.024478822342238037,-0.049311071704784055,0.03262210220219755,0.058698225277349865,-0.024677841813946808,0.002037183355888471,0.10247197469888332,0.11815386600944311,-0.025981522966893576,-0.03420240538284759,0.02635590636292949,0.027898292499251166,0.08425348188663774,0.029847809473075415,-0.05680047601624001,0.004961922748072049,-0.034051192383776775,-0.06826986986064458,0.020521662267465036,0.07652658171824878
LRIG2,-0.010791247446874378,0.02023541732824061,0.04828675608486405,0.006493560097509112,0.016551442098786114,0.03510990693001109,0.04271115762788554,0.009167650442093044,-0.013910908756912555,0.046082136525574205,-0.015679520763422106,-0.03739298801759614,0.03583525849447226,0.0028645018735979494,-0.09530805474120939,0.008404665865101133,0.03451455488104803,0.04604869622184915,0.04600929915949005,-0.08983577310203308
ICOSLG,-0.007163599326385895,0.013302230492944747,0.00047467612611025727,-0.01690511617831179,-0.04856010390557479,0.06659665851872215,0.05565786221276486,0.06592826441078029,-0.00915333882189454,-0.014252022682876918,0.01108087849610247,0.056541110934875044,-0.06473721905456382,0.03987052275590398,-0.0712906606137055,-0.0065494147061237636,-0.007014132557196895,-0.07895435264186293,-0.029446154870004678,-0.002988582978015563
WIF1,,0.018250470247285745,-0.003710620348175139,,0.006052297019526489,,-0.10305039438228442,-0.07845519333339836,-0.019812135419348585,-0.02770234266019085,-0.06812873220167694,0.05275716592024963,,,,,,-0.03694732352502764,,-0.01272755006107726
NPPC,-0.050353974577344474,0.07608149635719362,0.04567432946073903,,-0.034004935237767965,0.0581026801508727,-0.040780817406060786,-0.020653548190671556,0.02384181363860488,-0.03094903225219624,-0.03949624584046818,0.06616703728429033,-0.024136023829281712,-0.0504264277524973,0.17717738395804336,-0.02561787102273273,-0.0311314219515909,0.007461863110474177,,0.0014828040277309884
LYZ,0.0487343713351494,-0.009478832728345057,-0.007204057903951045,-0.028448871522901552,0.058338510856949514,0.025678127609074706,-0.016814741238705903,0.10898886726133257,-0.0484642709749128,-0.003234161591680633,0.05913617831087564,-0.0043060409407254235,0.06174887538090223,0.025289748213382705,0.0033989078376722103,-0.005807219845571257,-0.05669077175877643,-0.020108880316224206,0.004150246682449313,-0.004422288959498674
EREG,,,,,-0.01857614201035705,,,,,,0.03972061783294382,,,,,,,,0.020357298576563574,
SPTAN1,-0.03737747518193569,-0.07444701056305487,-0.01463086146600669,0.05090735887050024,-0.0642196727251918,-0.13770417069254234,-0.023123500382381697,-0.05245319275807462,-0.07401779704008309,0.07059235953709926,-0.054539824032357714,-0.003238440830422805,-0.000758412391306345,-0.12524498339351134,-0.005418382131228284,-0.008012081350808931,-0.008198490981388959,0.010354603081718539,0.038745533258506215,-0.015286420322290094
LIPC,-0.027295002273524323,-0.015969528215229102,-0.019663537712340008,-0.024644229049463662,,0.02958657562050843,-0.01086174286897638,0.07369652219900644,-0.02990147900989079,,-0.01345365521015683,-0.030304649541022795,0.0027750703353688418,-0.03635566548316477,-0.06281542013727341,0.009251811985418822,0.01713155288624308,,0.023815286872848493,
COL8A1,0.004544624233024031,-0.0902502124735623,-0.06765917604610348,-0.0071102258242993965,-0.03165920450894206,0.0008865381518794931,0.08395135672342878,-0.009941343691625406,0.031028519434787506,0.006498198387886115,0.12798151662646756,-0.010200241446423671,-0.016866282484160142,-0.04569054591944625,-0.11956476618667844,0.030750957328438674,0.018017163622127047,0.07890690423908767,-0.006656663631661081,
GSTM2,0.0450186137310654,0.015694038511593712,-0.024825161645723213,0.010271988679088427,0.045681874617059304,-0.007411831377200681,0.03893385403726967,0.11288306039746615,-0.037125025701374104,0.020455026907056167,-0.013139523184280404,0.028776031763138903,-0.050251738664880294,-0.020295223356820477,0.1332297087935421,-0.06445193789141498,-0.015581618832651708,0.0041990226056525404,0.05325998028924591,
IL4,,,,,,,,,,,,,,-0.034752546486139076,,,,,,
SPX,0.01744097550826826,-0.013222383800836039,-0.00958127401631736,-0.005884288847983711,,0.004823463986036895,-0.01063886694071556,-0.02340885277823363,-0.05251728851770455,-0.026483497758102277,-0.018136370649107413,0.003150144421957626,-0.03199692953483785,,,0.12321595393970267,0.007433351914978809,0.008098294151863281,0.06304049034539917,0.08976558194994337
MFGE8,0.06999423543838897,-0.08342572833333857,-0.08925289116195628,0.037327594429330646,-0.027578066414318973,0.03689256180774318,-0.018205277737187033,0.047175838424429746,0.038651574253154276,-0.004431301931005565,0.026554805862732553,-0.04579802185203169,-0.020035162786399472,0.02902884720605907,0.07771735516706216,-0.02663883461156986,-0.040616613590661634,-0.0013496526413119654,0.053180305503192964,0.03279248506057384
TGFA,-0.041417720006821104,0.0020059339255822633,0.02581640070616394,0.045574808803413296,0.03659071990803099,0.07736977944635261,0.04271349576910655,0.005959859342455803,0.11436992731035754,-0.03982174708686686,0.07747550350153354,-0.02522561781369487,0.05306630963144263,0.06132364980224096,0.00800422213569751,0.04040014052319651,0.04762705867033263,0.02219277588781077,0.07196271442707125,-0.031369994442431014
SLIT2,-0.021940583995818483,0.041720078639929645,0.020229786538265713,0.03292861026740498,-0.020146023797960686,0.009073098549553356,0.008433540874455388,-0.01723688941884496,-0.01204541445460814,0.08542207072930573,-0.01504534338258824,-0.017694675586333045,-0.028973556212693624,-0.0013350045206157333,-0.0047264180557666235,0.01901914723861373,-0.03401239742763574,-0.005909335063479569,0.024328564169878435,-0.004333701536499643
PLTP,-0.020455780766611212,-0.024634209367181775,0.013548023052013185,-0.0021604205157810612,-0.0011765336116081838,-0.060910245498884165,0.035644996251877836,0.04361566852029083,0.0044505418345565885,0.03755684685508812,0.11700022474749264,-0.0022659474558850493,0.09598449430084798,-0.07796629183657439,0.0752851463781736,-0.026663401923789513,-0.01029039029744013,0.17555776750309265,0.04248895798757809,0.07071982874936035
APOD,0.059169677207881244,0.01917683559937319,0.055190084458048315,-0.015878980793087673,-0.0813402127706109,-0.06948518262196639,-0.08148000900466904,0.09706730170908273,-0.10855575023472641,-0.05227595702925187,0.04140516387644428,0.050778755348127376,-0.007117745955859208,-0.06710961254135156,-0.00026458240519067216,-0.01921128075255839,0.06683967602246918,0.11091452023143447,-0.10651752018865741,0.009409747823494753
B2M,0.006577451326878764,-0.03462261513260092,-0.008551541250383226,0.00899723915377009,-0.08515694234570678,-0.010019499733125697,0.0678609399807661,0.13148691512960847,-0.0014179902728310649,0.0031872258026738156,0.16229492076469956,-0.09569191254122428,0.017068411385873714,0.05861098467633665,0.06297526591883101,-0.052940562793161915,0.017320197107006594,0.015238687216149254,-0.04489637324448217,0.0015101769841418815
OMG,0.01855879592214818,0.017025631221442232,0.0596614574417924,0.01004661683852866,-0.023486323765582497,-0.09390400631619168,-0.041645650724287005,0.01832866255179983,-0.03427827352895905,-0.014091968145999566,0.05370206825563322,0.008839077800997562,-0.0011791742052342318,-0.00874580700633888,-0.04673205523601341,-0.0351773344277491,0.013143158286234196,0.02325435407536028,0.09102837372795312,0.03548580853593612
CXCL3,-0.017168447299114733,0.016349257402448397,-0.03966347143687675,0.005240240320696657,0.0226970142726526,0.1696746721040163,,-0.029375306473382375,0.03013071195970506,-0.011549079507472398,0.04593382268925612,-0.013893147448518117,-0.02487459298117658,-0.07043203353086468,,,-0.02310801002923157,-0.010131598716358329,-0.061986375100890403,
CXCL10,-0.03214669436485299,-0.044781385319820254,0.006100478803973274,0.05299723302524104,,0.0674495054600244,-0.0227614858186692,0.0941557393678576,-0.025522988323138606,0.03710040700458162,0.012873738355349232,-0.006836627671973453,-0.03319696248805848,0.05659404794880374,-0.013747816226654162,-0.03455542861037122,0.03331455128660235,,0.019976802005928246,
RSPO3,,,0.09516077081252036,,-0.025357423078005703,0.009898491174514967,0.0033380074419232784,-0.003258062038966487,-0.03877692643238337,-0.0068289574919744,-0.048168708990021125,-0.014518071319513675,,,,,,-0.031216981347190153,-0.017257004600481185,-0.038812410351997
CORT,-4.215943569056769e-05,0.025706492520889645,-0.01199585265390881,-0.029243501388782376,-0.033652755164688054,-0.001349758854601968,-0.038311331510035886,-0.0442204198252193,-0.041680041919585936,-0.021346027894608433,0.04054612689280666,-0.0385159923660096,,,,,,-0.013440524269908476,,-0.04144536785154454
NCAN,-0.023115746808946316,-0.09670801156330998,0.04401032412396384,-0.025630874468149847,-0.036072823426769436,-0.11546652058502226,0.03640907399140548,0.054318563738841016,0.009224457363085057,0.0018463452380710283,-0.043846373345099096,-0.03298015280343999,0.004657456710543706,-0.03468206543538648,-0.14726338494477487,0.006859645422419457,0.08073134546102577,-0.028116629928661614,0.026071006213614287,0.09537884441465856
PRG4,,-0.014429765488576428,0.005862859094173502,,-0.028352874771554314,-0.025237321464389516,,0.01711783748691843,0.0004028513458845987,,,-0.016974025298231648,,,,,,,-0.039091766244074025,
ZG16B,,,-0.02147079010870737,0.04643169737866146,,-0.029290998077304523,,-0.0010372058664711093,0.04851798028522897,,,,,,,-0.0237836926187765,,,-0.0215176275400152,
TGM2,0.01170417896774789,-0.04340305757322542,-0.0628186195170922,-0.010505602155698174,0.048934607678475905,0.07934611891960575,0.036524203646828735,0.01208206512416072,0.022734369351674406,-0.054372547712644353,0.025095266750029554,-0.057887822508524735,-0.021493511642723562,0.047532964277377736,-0.053913697795491246,-0.04652960075521065,0.014261065514114388,0.10760407813373521,-0.025045344151912317,0.0855362090159374
VEGFC,-0.02131924050689957,0.08115182732071392,-0.02956515985749343,-0.025300482524509563,-0.0377043363482035,0.019639309178234896,0.0002074380157465603,0.02495365589485556,-0.011202970840270539,0.007220606457524409,-0.03457226046975404,-0.017322669399173908,0.015227965817113961,-0.039394445945420936,0.02724354914223778,-0.030828389147668347,0.0033488289068910743,,0.07617117210274708,
