,UKF251,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
CD24,0.0003707271049475222,-0.03289603127966638,0.03013936024395249,0.05513590757940278,-0.02143937141578682
HSP90AA1,0.058359924392890186,0.07168647230291246,-0.11125718451870888,-0.09710949104263054,-0.043164223470751654
BMP4,-0.012779956663024597,-0.04579528569134423,0.03351931954679104,0.008511284913818327,-0.033747805646342326
SCGB3A1,,-0.003249762816913108,0.05259214390216206,-0.028017885097404997,-0.029012830854546385
IGFBP4,0.021203469704957335,0.033018716187602264,0.00554415174940269,-0.012871237763168914,0.07719936516130921
RSPO4,0.04628125592026415,,,,0.03757012337020624
LEFTY2,0.06619437176867062,-0.046388420166836294,0.09458014376975121,-0.016829262910292516,0.004355728316724873
PF4,-0.010966476139537069,,,-0.013415299904517394,0.0655094077628089
ANGPTL2,0.07031127563752353,0.05244303888340122,0.05744168445143755,0.04739590978572623,0.018091419597081815
LRIG2,-0.015469170486154813,0.018241132917418076,0.025383129966256676,0.020288077491436036,0.019382587998769737
ICOSLG,-0.03261770511314482,0.040384894632929706,0.061820561019095444,0.007070370281779246,0.0605491925323367
NPPC,,-0.06262188658378531,0.004670814459994018,-0.009074369622747748,
LYZ,0.02863686100337822,0.032663289000539046,0.02202915446694473,0.03196354586943457,-0.019384487953648607
EREG,,,-0.00046162382791068563,0.0055683568731928245,-0.029757040091720425
SPTAN1,-0.03521800019398792,-0.0037455433261119634,0.08148187210531851,0.028374796555375423,0.005690647613734673
LIPC,-0.016505132688642583,0.056769972941901996,,,-0.024912841672882467
COL8A1,-0.006108560523882991,0.03692175924098964,0.08480948937440741,0.034178287416361273,-0.012657595993318442
GSTM2,0.03133228913463112,-0.020728844905064586,-0.02271632868459827,-0.01981019446040988,-0.03344124568699516
IL4,,0.010377503801254297,,,
SPX,0.009272810686735924,,0.004938298912245638,-0.016656809556137537,-0.01765169060325355
MFGE8,0.003710840065592614,-0.07420673694295447,0.04447468785535515,0.08850761237919828,0.08888740773529172
TGFA,0.0941626064381484,0.14672407925361297,-0.021314549403782544,-0.008606747138068119,0.011079908052228627
SLIT2,-0.006080842212202311,0.012808570688297678,0.10634576016862149,0.04964353689043717,0.022456972864300963
PLTP,-0.07161794837086786,-0.039930503535453805,-0.030461464171190736,-0.05387158781182144,-0.01228190214649645
APOD,0.0018399651081969345,0.05615547468413511,0.08772513932192011,0.06530718446483273,0.01433148385963565
B2M,-0.018400314052442048,-0.0014105415231700671,0.006008525195009522,0.033323233934979435,-0.025850427305579998
OMG,0.041243580781302754,0.08686121628776969,0.05873842587910226,0.07811468112446156,0.04406810686631795
CXCL3,0.03860478297190785,0.06057202211434206,-0.07294139473768964,0.011455392826702713,0.04605523208815522
CXCL10,0.015350769168146297,0.029735115635874977,-0.018729990229797593,-0.01799380622029276,0.03747040270174157
RSPO3,,,0.0599351911456582,0.07373590458275635,-0.014042014484369182
CORT,0.013742014779071386,,-0.020682316930285764,-0.014038429502650017,
NCAN,0.018776571140551725,-0.07201071063467743,0.08147672054169454,0.08884066737386827,0.0810456868723017
PRG4,,,-0.01986631846449962,-0.02071456179945695,-0.018073215835055775
ZG16B,-0.013196371667595292,,,,-0.017508880862077865
TGM2,0.023391423147151695,0.11948337008886978,-0.00598456266801088,0.01744200105432535,0.07300838527569029
VEGFC,-0.01694464940719261,-0.048921857763423234,0.03580817884160317,-0.028127896301055708,-0.008758382621753281
WNT6,-0.012203961243825783,-0.05472642990041304,-0.02707702459248663,-0.009977706009093246,-0.021145572123522808
NRG4,,,,,-0.014042016058143987
PMCH,,,-0.01843620401367256,-0.019696667639970303,-0.001844697620025825
COL9A1,0.014356630588251328,0.058994399379005545,0.03501836432877303,0.07359802804227762,0.024660683484063986
GDF11,-0.022494548287630863,-0.15608419204915838,0.03974515471203247,0.046365252635392734,0.055776498372534525
RAET1E,,,,,-0.015403991844568579
IL24,,,-0.01374558945667104,-0.013201399768129117,
SORBS1,-0.0005378696144929714,-0.028671848555899698,0.04032638424536232,-0.03442071026705587,0.046393693594013054
DLL1,-0.00791123455489999,-0.0890306231975519,0.08816982963931148,0.021010072370912996,0.02326322811873934
TLN1,-0.048929806070919284,0.07692866548631783,-0.040998939918417424,-0.01680380558284872,0.07741100277718425
COL2A1,,,-0.03004966049516557,-0.03440688620282528,0.040057328660745746
SHH,,0.006208469316667575,0.054482741631070496,0.0016377461401792495,0.041336395102820576
PON2,0.03809075618066462,-0.08305822810892063,0.02564243297428037,0.061049472839621956,-0.02553877658083375
ICAM5,-0.015709238932314788,,-0.038422703497068174,0.0427890337378354,0.03864645168761272
HPX,,0.018929154267101688,0.017700751255115145,0.029249257676920354,0.07373737037225389
SFRP2,,0.035823582290907346,-0.024080095562843008,0.06875473229835687,0.06907071037932846
CD70,,,-0.0010524172837721223,0.01360577599703019,0.0931530695765674
HP,,-0.021841131636146458,-0.032604823735513155,0.0007817258839517903,-0.021005320187473163
CXCL2,0.051831988148649547,0.05169886797042547,-0.042737465048596976,0.002753390967533971,-0.04297859221387799
NPPB,,,-0.0362144972516865,0.04028989273587239,-0.01424406142856365
CCK,0.038835253057074914,,0.052283016954004696,0.05152860444213479,0.14354939427337637
SEMA6A,0.042746999288796,-0.07398418426396175,-0.006997601211000387,0.006673060006035479,-0.012506404270648554
IRAK4,0.03603611243404812,-0.05529751825645337,0.004968987377185263,0.02850115039827138,-0.029216355627448665
GSTP1,-0.035130933014644476,0.1508847979185544,0.0008322058643803052,0.07205360535856203,-0.015017759984041878
VCAM1,0.02839335866342658,-0.01370025789154032,0.0021613603367808187,0.01598307601960786,0.02414337856790626
NXPH3,0.0275258724102753,0.004535611770823705,0.055693252621084204,0.06595198319967446,0.0761122295345916
MTMR4,0.014931919370631458,-0.014753916871686432,-0.0009572398981838461,0.055945824227395816,0.017051244321261386
LAMC2,,,-0.01689894832961456,0.029256035468219886,-0.027139305138284636
IL10,-0.01747999835761209,-0.07453643916581729,0.022862943905911218,0.07007418166845669,-0.004901843235574069
SEMA4D,-0.00030549183695646086,0.01433706689475065,0.06437777046542924,0.04274535190764751,0.01877336844123557
TRH,,-0.08420404821901503,0.05144045071331389,0.0904786035987628,0.08636851348222367
SEMA6D,-0.0040266017019883645,-0.08485527831387786,0.031472058792261,0.022789790581387942,0.009720096460473145
CEL,,-0.055279789048428625,-0.020815594158485,0.1118112143088715,-0.03596488627981707
PDCD1LG2,-0.0012926748210600346,0.02335426689978148,0.058545683828447555,0.0005943336964477965,0.07277762958351995
SPINT1,0.0071586271256752635,0.0123311635572981,0.045977513165026615,0.08070716360512278,0.04879355781017444
CTHRC1,-0.018307319051113963,-0.042721356036157496,0.04620046569887207,0.04008184343730498,0.04552592255672173
PODXL,0.005058979483727652,-0.06308654806098057,0.0029773586301897266,0.0009655979878261018,0.0737893688077985
JAM3,0.018715224959657464,-0.05466448596361929,-0.05023575853598897,-0.04073167291195697,0.03923186306427597
TGFB2,0.016260368898319163,-0.08092780223038676,0.029199294642576288,-0.03591761346753389,-0.008592322282669169
COL18A1,-0.03157547468364074,0.024300334810287982,0.018400724208272417,-0.025367999367366344,0.030462604256326083
NODAL,-0.011754460798255055,0.008775452180804373,-0.02054828490459394,0.032748254942200065,0.1319474903762777
INHBB,-0.000683107562597609,0.025788119904458444,-0.039482689952495244,-0.05011033612162133,0.04695580210773821
LCN1,,,0.10055469255008341,-0.015399746388770199,0.08739486881460924
ARF4,0.05219613945066678,-0.07131126452992198,0.05307720269471666,0.07865331877401069,-0.04406898972675344
CXCL14,-0.06956257229861199,-0.07560954522682851,-0.055413147958852785,-0.03134535056270897,0.08028575386244018
LIF,-0.014874595845681852,0.026093190321075158,-0.02043505326511171,0.00010398578730697019,0.0032642579170065102
IL17B,,-0.03622197905494088,0.026212010382828395,0.041750899205941765,0.12674341481926268
MMP1,,-0.06013593949123887,-0.015903636540692736,-0.02538264513553645,0.02565509570968829
MATN1,,,-0.011887303562321986,-0.02723787976732008,-0.019403842930185267
ADAM28,-0.0192374253807397,0.06427856261193095,-0.024164947648209242,0.031592052246258766,-0.04172337770152911
TCN2,-0.007784598502700417,0.05838088696014353,0.012237149436979428,-0.012043270070320434,0.0021764586422679155
THPO,,-0.05472654033537092,,,-0.02100532658194812
CUBN,0.03192123029994614,0.11474337590133983,0.011756529455065516,0.10536525797110487,0.04418686209850423
TIMP3,0.002650021494939246,-0.081824218014894,0.03553720118013357,0.04573868931717619,0.042498994428703155
PIGF,0.04270860229134799,-0.015248481542859734,0.062391665989770584,0.09952054905511731,0.026236992818816002
CRH,-0.014751817307232814,,-0.023265864313056512,-0.02475938418985793,0.01118822994223608
BDNF,-0.013196369152254122,-0.05158881453569393,-0.06001902879114905,0.06194165673087655,0.011595650044164978
CCL5,-0.015816884183606744,-0.017157488708446692,0.0023733752639034772,-0.042954952171022166,0.03644762911984111
GAD1,-0.023844388633466707,-0.06055148552243717,0.0035180813668659926,0.10414277714171652,0.05740706023204209
COL14A1,-0.01840840643502935,-0.011110978650022306,-0.026730478854578157,0.009539152946265363,0.00583173498116399
HLA-A,0.029589608512071937,0.003551140450750436,-0.08936716970347695,-0.061708053112600324,0.00023845730234904798
CD5L,-0.021921954065728323,,,,
FGF18,,,-0.022485854756896084,-0.007146784299383574,-0.01595430530774875
ADM,0.029449984636748534,0.11782080527412224,-0.05456391243572689,-0.023316628424507865,-0.013202597779788878
CCL15,,,,,-0.01383716775482596
GNAI2,-0.01204677607659001,0.09759872140972456,0.03241218296730479,-0.012814092773932832,0.026578282492898654
HDC,,,,,0.04740978710638964
COL11A1,0.022511548773439666,0.020136381355660513,0.00811384387874758,0.013393688352436603,0.018515141655188635
NUCB2,-0.04278907844303115,0.07690656146564243,-0.03493895199706828,-0.03417383540564553,0.010921170601874156
CXCL1,0.004358972663543064,-0.04108325380185989,-0.029742513292018994,0.004210727584845685,0.017013600613579365
VCAN,0.024374161091514607,-0.04938974745264108,0.09053272062063476,0.03071550176697716,-0.040137676465672754
MMP7,,-0.012794687887036011,-0.05143734812470051,-0.003761383529048213,-0.025659141724333423
PTPN6,-0.02690236959579116,-0.055699184103251684,-0.015175616384136056,-0.0008079196518746601,0.027269143423757664
PTGS2,-0.014123135969445928,-0.04867306915846388,-0.08347080678117962,-0.07015359985855646,-0.0013206376999734455
CD58,-0.009615965162970093,-0.048215590168424347,0.060789166189718906,0.01932991598649556,0.008233514061205257
TNFSF14,-0.016505132776632417,-0.009916321520196,-0.017987501113715297,-0.02620756456660227,-0.01952792538434784
CNTN4,0.08629247762700518,,-0.036731526821153486,0.009348605766238626,-0.00507573060363015
INSL3,,,-0.020004344612528716,-0.015212282859170981,0.0679874768185357
BTLA,,,,,-0.01832004865587179
MFNG,0.01063881939054648,-0.01957542491703433,0.036517009207943874,0.0530704511361382,0.05289810539662094
ICAM1,0.039579417463553875,0.08567094314421803,-0.018557216145527907,-0.06185525146430437,0.02631349362380252
PROS1,0.019585393469108793,0.0022056771721571007,0.03742067879640985,0.028110323932826742,0.03886126824103256
CLCF1,0.05765096932427155,0.04624806008938745,-0.04366206690605684,-0.0027203164049275598,0.04308055445483422
PSAP,-0.01565495976518565,0.017404484046484425,-0.02491346041451467,-0.016769538586735785,0.03539198347517578
EFEMP1,0.0022422046485352917,0.11681390902356521,0.03458869400810005,0.007700135960860588,-0.0053955640609323835
C1QTNF1,-0.028460467214538897,0.03153409373864418,-0.07525666333374054,-0.057183182554244025,0.017601229984375466
ALB,0.007397189968209923,-0.06110530583833362,0.09432164092611066,0.03901198496529146,0.05787564787509215
CCL13,,,-0.013352679570249168,,
EFNA3,0.011608098040275332,0.03196278974209682,0.08406111013650434,0.02811554279927446,-0.015328579555511831
DRAXIN,-0.00558529285724423,0.12891489765506017,-0.049803137579845794,-0.07731020000127858,0.07495831118874595
RAET1L,,,,0.06293067494305908,
NPTX2,0.03046780237566549,0.059572556294649505,0.01814767424251098,0.0259618492725756,0.0015705544780512386
FGF11,0.0017544399038553747,0.026783843246425448,-0.016662212436424958,-0.048817043323146604,0.01607173225437448
CD59,0.012438144327582399,-0.022538542486390815,0.025184198714176025,0.013521160350264483,0.03387584543367864
COL9A2,-0.0018362403411484776,-0.011984030100393938,0.053196073961268825,0.02909463625711042,0.02181355407833181
DLL3,0.04698059848700017,0.021196641076219554,0.0969816213277571,0.07108577322163548,0.03184619085102875
FGF5,,,,,0.006643164834985742
LIN7C,0.02374239907382011,0.0188805867529744,0.01584880027818235,0.04277773563176293,-0.023366532417775934
GDF7,0.03250524379968934,,,-0.013201403950599863,-0.027025878412012618
PSPN,-0.024979721849679296,-0.02496187578659494,0.022330313060381322,-0.007771822130567155,0.030130605724067144
ANGPT1,0.024410171736773532,0.0103377403220415,-0.050570437976627775,0.047705943067744484,-0.0055127329738457334
PNOC,0.0052036199037363414,,,-0.014038431029988366,0.06635383974077734
L1CAM,0.012039060587963956,8.82530235700557e-05,-0.05757546690193256,-0.02187038054734192,-0.02379846711080448
APOA1,0.015485184187708936,-0.10846948864268241,0.007193905630200687,-0.01259454459236529,0.02228519987647509
PSEN1,0.013614465331744749,0.0021563565066583072,-0.013329319426651462,0.014421554732252212,-0.03437647729879346
CALM2,-0.04922729418514597,0.01926072201190645,-0.036001366216901455,0.12031972628267225,0.010488215772129461
CLEC2B,-0.009407816396325382,-0.01814075403843963,-0.010688224417603889,-0.05541208050647498,0.026956392976521103
NTNG1,-0.018193156435185903,-0.06937565573954167,0.07557314173901368,-0.016174750931263776,0.04387415567972821
LRIG1,-0.03325145337929873,-0.004014104071972427,0.1185038787990416,0.05099155176338085,0.023389485410429636
CPAMD8,,,,-0.014830711186273325,0.14709020290450833
GHRL,-0.017585312373916823,0.11409675089066072,,,0.034139232363976785
NPY,-0.017045495356233266,-0.06007830181553,-0.029577531440558053,-0.0468296741090235,0.08110961538737173
MMP2,0.04333804232190628,-0.056849331471137146,-0.009474449936418564,-0.013086852162120733,0.012716638565930152
PPY,,,-0.01567674644773724,-0.016655377992049244,0.03410382238739918
ALKAL2,-0.011128337553550523,0.03193248169507691,-0.04839669574376196,-0.033684520242020004,0.0018427829256966028
CSF1,0.014533181442983363,0.11362920905545433,-0.028689598588660343,-0.03217074165832713,0.0067454769701155255
SEMA4C,0.014058365275460769,0.046453972943155536,0.0015891326552123846,0.042488034329525456,0.083110354713726
BMP8A,,,,,0.0820883393511241
ICAM2,-0.013171424999237477,0.015631981908826673,0.04079747778953876,0.09771467718273019,0.012301862379792751
SYTL3,0.06172811281191511,0.0632806206720749,0.005604247637208973,-0.037639526414774485,-0.04372615566518451
IL1A,-0.022205087502320888,-0.008292040719683222,-0.007668205802338889,0.027655528895906813,-0.04756980620138213
HLA-G,,-0.048921857763423234,-0.029453485286158234,0.019631276871386997,
PGF,0.0304764146690538,-0.004579439009752475,0.012822746920028482,0.032149044263810725,-0.0012185826005812837
LGALS8,-0.008286360525033828,0.03158064510491126,-0.032167518361429816,-0.01176258727463493,0.031703803901194226
DKK3,0.018256053693964238,-0.11013903232885024,0.06723022385571542,0.04774462697077832,0.001794218136659697
COL16A1,0.08203296492061661,0.00924839570194222,-0.014774176010061087,0.008306155135038039,0.005443260164579696
TPH1,,-0.06361807407522324,-0.03235244480498513,-0.040208200439572836,-0.0091874784322271
TNC,0.034799525578815854,0.12011890547829787,-0.08480369625877732,-0.05329822848352809,0.015538995635919175
TNFSF9,0.017875258273242225,,0.061068347092318925,-0.033164737672594695,-0.026912064756153823
C4A,-0.010966477848222238,0.024474166986346295,-0.014865749696349566,,-0.004278054228057045
CNTN2,-0.02162871874819717,-0.01765088207882382,0.0923119612458474,0.06026868613971879,-0.0064060089584029225
F7,,,-0.01872998632459168,,
LUM,-0.016168405063533238,0.03972834020651338,0.0466227240044781,0.053480748370120734,0.0035382682147836
BTC,0.0014067411865774195,,-0.013550486628914896,-0.022496513592444187,0.009524294181173091
APOC1,0.013554402298789625,0.05515813494732569,0.05498605452820277,0.007441458917227897,-0.005696981976707885
PKM,0.021568896597976832,0.06674840988773802,-0.05948768505668333,-0.03592034570450232,0.011974854484022104
TNF,0.044710600807791316,-0.0028624002712053626,-0.013152084677607548,-0.015399740496702802,0.07654766363641385
GNAS,-0.0022084180126517305,0.003093458240256363,-0.005442962254620699,-0.02459841908606581,0.057412109708283525
BMP8B,0.04095994159376164,0.05693143316266395,0.02247299079428667,0.013287169814496352,0.11475626134368261
LIPH,,-0.04892188598023828,-0.013352684481039895,-0.01716938579456831,-0.042558710257586306
CCL28,,-0.044493211973945346,,,-0.013204616082782136
PTPN11,-0.024075747979234906,-0.05529012717588141,-0.033842395215070535,-0.007493958280581802,-0.017208166006535894
ADAM12,0.03693761697925823,-0.09935554045411031,-0.05449307923395571,-0.002371942765802841,0.02847938651142549
EPO,,,0.0147771584859808,-0.0178317160316252,0.1017959901292281
EDN3,-0.04006386403690173,,0.04048240054434862,0.06560377906623624,0.02363212125283249
CCL22,-0.01386425639977861,,-0.016412412058988596,-0.016306831279531017,-0.0216985879456473
CCL2,-0.02413651134834256,0.07380888385453842,-0.03483217692403108,-0.003692184879669629,0.029548237053667287
DSCAM,0.003331187098607719,-0.015424864723977296,0.023849022130286925,0.0935122358486057,0.08195266301719059
ANG,0.02143350875553309,0.14982694920059128,-0.027677021333034832,0.010022426505122138,0.04138034911001129
FBLN2,-0.025212559925310876,0.04514397679849761,-0.00341475777122694,0.05753409494226339,0.010897707866200597
VTN,,-0.04247579003999596,-0.01657604269231827,-0.012538903237718559,-0.022900177386890926
VEGFA,-0.03001757593504218,0.08866012416306512,-0.061087317310284155,-0.05615575742356007,-0.04533855437452799
F10,-0.015825171778042862,,,0.057244542807773996,0.10802307474548276
SERPINA1,-0.008392697939864219,-0.06974017434941551,-0.05529387600255397,-0.020726384888780723,0.00432178040681332
VWF,0.042025133875044925,0.03155431096375476,0.11336564670598398,0.0456791242315151,0.021748184355488795
GDNF,,,-0.036559710771732,0.07043805158433832,
VASP,0.02303514284889926,-0.0275310003537494,0.0158744445504576,0.025443375596678502,0.08289268928896418
ADAM15,-0.002772118740556554,-0.0180391684399794,0.04614754069441767,0.021115275472449235,0.01064306556307517
WNT2,,-0.03267097207975648,-0.017987492961987536,0.025328273547234922,-0.008587852111965244
CALCB,-0.020057975675247655,,-0.015742346343519707,0.1695852835647695,
OLFM2,0.031096906915733514,0.009189482974525036,0.03964188986981555,0.024748140994354018,0.02770665647719138
MFAP2,-0.007966434696673418,0.026439818699499837,0.002953819312385781,0.023214931186559293,0.07341004307997494
HLA-C,0.014068493827014358,-0.007859903720353624,-0.062035801897826676,-0.01885484918186188,0.020298568146335728
THBS1,0.03657132121112984,-0.06955534547387933,-0.0069011877680028345,0.007223011902224965,-0.028577480571396505
HSPA4,0.0577207037718021,0.007546386254252876,-0.047483886345703955,0.022714963004060895,-0.004435711580661814
LMAN1,-0.022035951059658596,0.014362891274058567,-0.10334133551574909,-0.03478287367765111,-0.01737869562905808
LYPD3,-0.012779959116026567,-0.054168818888371065,0.0900310334298774,0.017457962519970872,-0.01448812351387577
APOE,-0.04695437067390622,-0.016189345743434634,0.08946582447413728,-0.01396786312213476,-0.008716492250538785
SOSTDC1,,,-0.000699458256609047,-0.021354203263214796,-0.023417084019255522
ANXA1,-0.0073380975505101705,0.11894351204004483,-0.035855318135259204,-0.02217024522304721,-0.024117451133092754
WNT2B,-0.018001049089954552,0.011019817627236651,-0.0036475184423955167,0.003468594347459968,0.016060548299319407
AMH,-0.017160591888837538,,0.037401513505594106,-0.013456026331880422,0.05754899305451975
GDF10,-0.014377663048483447,-0.022820483353934322,-0.022361176858650755,0.004243323295362512,0.022810935022609474
EFNB3,-0.008057595985459359,0.006034582705948643,0.04197474469339675,0.047899399543506985,0.028533727914612096
LTB,-0.020975358952817755,0.0787583655897089,-0.007513067674496253,0.05538878344740607,0.03776008093428093
ANGPT2,-0.0327326338183688,0.02115985399427429,0.019177859843509962,0.0299777260493467,0.03740867868962721
ADAM17,0.045520877780380366,-0.07916688544324729,-0.01631616170063157,-0.0518750905514862,-0.01904079819485082
LRPAP1,-0.006626843884534551,-0.03303813196091671,-0.01928268491070164,0.045090873553305315,0.01198603964225585
NID1,-0.01034220118357177,-0.009115440076803826,0.01701516057297119,0.006932663748068305,0.009982672805675254
MST1,0.045201904820576476,-0.012542656275667185,0.02658619488971972,-4.7786739905924195e-05,0.08396487614554105
IL13,,-0.04382967947158972,,,
DCN,0.02181011917804879,0.00045184494866771504,0.06577942522361477,0.0598370669488354,0.02261072307490763
IGFL2,,,,-0.0176682617333307,-0.014083117153932364
COL7A1,0.04836127219620903,-0.024322787972702688,-0.03163340202282033,-0.0369234227806088,0.03631545440791549
CALR,-0.01664912744147915,0.042078401369815305,-0.024770497902536163,-0.08268726493601153,0.033298103585943276
PIGA,-0.03349458195259261,0.04668724933586919,-0.004415249575957089,0.036650521089174964,0.07941729498260408
CD200,-0.007919333943201295,-0.006873019457319519,0.036478927452406974,0.03010876373437641,0.01123568187319933
GRP,-0.012203962554090604,,,-0.01665681069509393,-0.01666175288047942
CDH1,0.07557165397634148,-0.060593617291440305,-0.01883069848201583,0.007692354823277695,0.04743793747920943
LPL,-0.04444163034995714,0.09472441628306631,0.11225853690925726,0.11928867611630564,0.06793670561210442
SEMA5A,-0.021160336533635526,-0.07774620446251908,0.06385872349171726,-0.025662905421938713,0.02005466940676388
SEMA7A,0.005420210672337262,0.034200251144173806,-0.032037494049352105,-0.007950470384407889,0.018362582364853275
SEMA4G,0.07938533725471904,0.05910642612473776,0.10663982850820204,0.05554646378155121,0.011583430703579084
SEMA3B,-0.00831840062582703,-0.09775544874657362,0.0591293070708746,-0.0016787873369142102,0.012790214169427166
RPH3A,0.010108080927425753,-0.033735158818161894,0.037892461303281104,0.07207244299963057,0.04329496278302087
JAG2,-0.029505116948297137,0.02602670058184326,0.00985763764667366,0.02525690291323426,-0.0014497676051552423
CGN,-0.016615996612313343,0.05928990119467184,-0.02393327494320943,0.024208936960501606,-0.00679921699997411
GDF15,-0.01910274926114978,0.09401918768633923,-0.02414136699535411,-0.016251712324856366,0.08652528350478796
SEMA4F,0.08955161535054151,-0.02553110255243706,0.029033153816502604,0.055361024191916464,0.06603032498221705
NXPH1,-0.00575208823803001,-0.0651245012875513,0.04627171664396137,-0.022594040259228614,0.005101289616355364
ARF1,-0.002328491920748098,0.15276841604697772,0.03117167841009439,0.05717805985295874,0.013976181086378586
DSC3,,,,,0.015813676052863077
EBI3,0.004885559785450363,-0.009939226892899092,0.012765148883573446,0.052916550750329736,-0.004912322847109824
TIMP1,-7.883476060948192e-05,0.14690650469481067,-0.08240418248231625,-0.08104417513702827,0.08095019543329392
SEMA3C,-0.02862999398573708,-0.10725917129763138,-0.027443011384191703,-0.04369411029789775,0.010746745832846958
GNRH2,,,,,-0.01521643816097818
GAS6,-0.04095655401896527,0.025218216375855362,-0.009502826081119917,0.015616735986128363,8.953612500067686e-05
MEPE,,,-0.025096240296965548,-0.00934295535070669,-0.019403845606377295
SERPINE1,-0.000947723321392926,0.11608513025519857,-0.022621939311226455,-0.07484535897051897,0.03411604133381169
