,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,,,,-0.023450995044786566,,,,,,,,,,
BMP1,0.005198447110183955,-0.016260928133177893,0.02473448632750358,-0.024590001384898065,-0.0460201812501065,-0.022594723555946095,-0.02119206291365507,0.027526458704529713,-0.0031532604412273357,-0.07058118977046304,-0.04691102999805602,-0.01670081632125765,0.048154112612950654,0.009767417767425776,-0.016352802320691563,-0.042374381578469136,0.05424282921293464
NDP,-0.03170492561150883,-0.013077666554339317,0.041444374400799996,-0.014964581319521036,0.01771603462121729,-0.027995705195212394,0.0027083274949729215,0.07200849329738718,-0.014680751388950702,-0.04427402741578454,0.019999511635165407,0.0008137341117581011,-0.054703100571262986,0.10926781208994488,0.05044263019791311,0.0023069631387607997,0.03818307340894303
TNFSF18,-0.0192856134202299,-0.020723972489228425,-0.017560099074936265,,,-0.0042552408777282395,0.054211231577099624,-0.02095066411807757,,,,-0.05160516328139203,,,,,0.04014624422409676
IL36G,,,,,,,,,,,-0.0234972869016997,,,,,,
RTN4,0.1729233597371951,-0.003406993083763978,0.020971927544062897,0.06408712308551948,0.0853863626548037,0.03902982746532165,0.0398875417664937,0.003923695798773643,0.028620577123723488,0.1803353753580053,0.06277337441251214,0.020860604529136028,-0.08541009825842949,-0.013192672072811825,-0.05663119937443604,-0.009181056527129505,0.09584994491820013
HEBP1,-0.04626080558690589,0.0591442118627105,0.02098266748192796,0.01692391844936681,-0.01974207373724819,-0.051818222423384304,-0.040298594543094424,-0.007199070800273874,-0.0016453524372685663,-0.059193161459449556,-0.005303164528804509,0.13389700612037878,0.03273815063724445,0.004915614448562736,0.001657560243150855,-0.00944823579589024,-0.05203262484829752
WNT7B,0.10794823395993683,0.03390333229733094,-0.006130300260257774,0.044596184284311446,-0.03240013567089777,0.08423233561372757,0.06089233070615601,-0.027540288251158326,0.016446194928554186,,0.05378079219213798,,0.03544008309617867,-0.009534070411117897,0.003630727329423659,-0.006917761055509833,-0.039733170519809284
PTMA,-0.017777785075252878,0.00955460747097621,0.012793415905282665,-0.04945135363913569,0.012706125066844688,-0.0005817679780094709,-0.06958502772785531,0.01734715386683743,-0.029321527468014905,-0.17571178727161135,-0.028501368331253923,-0.10226670325370693,-0.0987637373537058,-0.001983000046114778,-0.026047850185306504,-0.0739828620591731,-0.018168978504410727
CEACAM1,,-0.020060548091604093,-0.022131972488656188,0.036486701359095486,-0.02266610326211105,,-0.018255595638678068,0.0030666880829732677,,,,-0.00509240472158088,0.010662747552353259,-0.0314558195921398,0.064943437055213,-0.02452257060986193,
PDAP1,-0.02501405077069582,0.0386098927796905,0.05944701669133819,0.06181224079686382,0.012204062742543969,-0.004172190742578189,-0.056971374504562695,0.0012417112023947448,0.007447343948787691,-0.034452978819155856,0.004738030959676408,0.0707936540712911,0.02524061214132417,0.0036186505481722968,0.009560797374387624,-0.014855325639308765,-0.0654805343914428
QDPR,0.0858447721559472,0.031900882224394106,-0.026651016919951354,0.018402118230124224,-0.01200087281667266,-0.024345827563220134,-0.03777683185343659,0.026211752304415123,-0.05564274557306154,-0.1542892770857949,0.06595404501948753,0.014534831770924189,-0.06795549374105235,0.007874450073560727,0.04078802279368173,0.027888415986106183,0.0402769305763275
POMC,0.09449497939034887,0.00023022184398475545,-0.02247829651753496,-0.03553247753156387,0.08807138661667771,0.11189605545888445,0.030467143212801383,-0.024309493903124396,-0.01446772249540347,0.02190009680204409,0.07270024278804088,0.06363843328188323,-0.026777665803281916,0.04650469173389331,0.03344796814035873,-0.02102788079757114,0.030779377581793662
CCL18,-0.025863593341175644,0.0026822733930980513,,,,,,,,-0.03680490581027245,,,-0.028787425542464516,0.0788151905125543,0.023553003423327123,-0.020133863636940762,
CCL17,,,,0.09742214789900588,,,,0.040136792791461234,0.03244955194050274,,-0.021465438672451636,,,-0.030193364106958928,-0.0464237137296897,,
VEGFD,-0.029140710161490727,-0.025033676566313296,0.04158204843854724,-0.01961215961071945,0.10007324826825702,,-0.03928670728321327,0.04116518622909975,-0.015434842704038106,0.007980271270830777,-0.007914528441474455,-0.01733240025322975,,,0.017883852176119437,,
TNFSF13,,-0.018891215662908863,,-0.01819469366866501,,0.034585635999870516,,,,,,,,0.012422757157077717,0.04513022855342226,-0.027537203230021786,0.014167805064702154
WNT5A,-0.056205919573774896,0.011397124210115909,0.07799557281672546,0.05137827011641794,-0.025894573103042037,-0.014570141786653869,-0.022695096142535752,0.01881066450030315,0.01813219594463341,0.08611157294958373,0.06662517675113681,-0.05935236854892306,0.027241034394778534,-0.02055876602763183,0.016994762534675818,0.005366156961712403,0.01669381784000187
CXCL8,-0.10080357581761261,0.01641670661555791,-0.029681636157624484,-0.010191634957920978,-0.08271276302290025,0.021000395488846406,-0.01624615225223603,-0.012981534981042627,-0.014373596655272934,-0.06642591417587089,-0.015215628957294898,-0.09117496151580845,-0.05068479505286238,-0.07348541445644939,-0.06878325471760763,0.041826512452343846,-0.002807711663681153
GRN,-0.04907875269496873,-0.05924724860764405,0.002558634464968775,-0.013006765054505815,-0.012758677499883415,-0.03692873389815219,-0.04592958200631743,0.009976123945786449,-0.01259259498554336,-0.09393835256084965,0.04827869795870612,0.0714550352423804,0.02771474065715551,0.06218830358847585,-0.019667839009708643,-0.02238948332957802,0.02316964949720399
MIA,-0.031856272777558925,0.0028420927292310393,0.018132837266885617,0.01401264854199821,0.055955459473156936,-0.03754192252682303,-0.055028941355919896,-0.00020850529299039494,-0.0014995831008529719,,0.04701159527318243,0.07899679685876894,0.04282647000873621,0.08525352200486674,0.07980179124532576,0.004676603365332342,-0.01277636264328333
COL4A4,-0.029335210442362394,-0.017743130766478547,-0.004577886724506374,-0.04029126473538086,-0.004512079079659788,0.055741995324368736,0.010849478062307965,-0.02728006605150829,-0.019153491513181138,,-0.030562611698241874,-0.023778104274784974,-0.036396300610963404,0.04958808327065644,-0.018391383470041073,-0.03436670113680567,-0.007846557303160114
TAC1,0.27599343551758726,0.08250056931478673,0.03772641933658427,0.023953456405030455,0.09039512911528615,0.07546134570398332,0.03586643665346159,0.0019530461945077217,-0.006422476986817886,0.1670202922191128,0.08761277116837277,,,,,-0.03284090793024512,0.047399899464951184
