,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.014337205737179655,,,,,,,,,,,0.07009520051337695,
BMP1,0.06991965120073708,0.0409093870553481,0.009333664339555963,-0.03262305144399753,0.038389872324747575,0.08818475585346747,0.01752814827939983,-0.005478292795804165,0.08443781262158728,0.11324831785709015,0.015926150098302713,-0.0008537771395005497,0.005246373766113397,0.15110606723852335,0.0001511262215403431,-0.06072789251709701,-0.024981571681116727,-0.03363025293023529,-0.0561879808469477
NDP,0.03689063847557591,-0.008204946825923945,0.008943861894396077,0.03304596155221194,0.07789643388628197,0.01728128719859387,-0.00020216811218254891,-0.0004146540165963414,0.004989118329807723,0.0842555084399881,-0.010949659965845715,-0.00875183482090868,0.037645745607621225,0.013235379568416271,0.04371605027125865,0.042513622204827926,0.007769166743491437,0.03840574515968058,0.0472191970218597
TNFSF18,0.048272123429500824,0.007336004021980522,,,,-0.014925464123006256,0.015208201902452855,,,,0.0007495073254689811,,0.05010365223694805,,,,,-0.03773877815900044,0.020021430479010213
IL36G,,,,,,,,,,0.05928529874948625,,,,,,,,,
RTN4,0.018962480648833335,-0.004914831787622812,0.03294559363456859,0.020482403943116914,0.03415462462520574,-0.06315360124716396,-0.018853820808686472,-0.02261573826816864,-0.049134521316655994,-0.08830716960682385,0.019589432530736202,-0.0718960523784507,0.037488397769979476,-0.0732668544006348,-0.009543815864395398,-0.08648772158898953,0.032579947091341405,-0.026834300925047138,0.0015045645003319585
HEBP1,0.05242279395466316,-0.00550726299338099,0.009351059972526938,-0.008634111996630028,-0.03983215676190497,0.024064876847239482,0.01885275406439561,0.06014491342644489,-0.008445084997063602,-0.0030563917700029693,-0.054522952298717044,-0.02641156853760177,-0.02277275434890499,0.009820703265251475,0.030957875015073986,0.019214524352306767,-0.008301776758892038,0.009801432896929464,0.028474198740467502
WNT7B,0.06742126317220398,-0.005845697859923472,-0.031103824576090972,-0.03130202620601099,0.06785093163453249,-0.0006821487552012242,0.011344511188484785,-0.016668023504018144,0.044097554830297585,-0.027131683646626204,-0.03016055426524034,-0.000759150233734964,,0.11207183126404884,-0.004433181307108015,0.05039887676131537,-0.0233954478683922,-0.030303993027406592,-0.04917213680721839
PTMA,-0.009860359115128867,-0.02915123955285555,0.025285842180130857,0.006431096822415595,-0.032422525299676624,0.05058196915736859,-0.023438838179826126,0.04215404677381255,0.136938310459351,0.013408694511520556,-7.704204825179369e-05,-0.10685368273566795,-0.08937793770547202,-0.03831405026228458,-0.051539768100371516,0.00605385247695649,-0.0003660248350799905,-0.03063345996755937,0.026810467570834037
FASLG,,,,,,,,,,,,,,,,,,-0.019403852089623145,
CEACAM1,-0.024380317451588668,-0.021830963579721935,,-0.024122313187410416,-0.024608628817715625,,0.014708199205923995,,,,,0.08003648861659743,-0.0398126822911635,0.034541789400007246,-0.025323615365727532,0.0151741815747958,-0.01552789900663753,0.021917727654110694,
PDAP1,0.025573868008824614,-0.007260365538968483,-0.010720611503207283,-0.044914341537346573,-0.09616419592507222,0.04332070190261448,0.0316574358542241,-0.0023696962381474732,0.040535911923993,0.025391714613697443,0.01724712623139448,-0.036114606982354566,0.03014835556042983,-0.0011686364589471405,0.0037157635589077664,-0.03385509417733706,-0.02216336658373084,0.04986838094469962,0.0260996326247281
QDPR,0.023116163222387777,-0.0478457977425671,0.08075382150134341,-0.03389306634503051,0.07914747227741581,-0.06552889600706255,-0.056619966716432796,-0.0073067415694950165,0.1044350031178576,-0.026357761853976924,-0.07487751711861435,0.029358273811863605,0.03463307774057027,-0.07693935303602095,0.04408135718833,-0.02199079473220971,0.04051328661328303,0.02979719215898829,0.012929134039121253
POMC,-0.005389555288275489,0.045815330391508736,,-0.026537216784113984,-0.0037451409131139023,0.03896719193247932,-0.004440010460441378,0.05900106225832578,-0.013381635938661915,-0.03253020991362917,-0.019787441392566513,6.953518671177509e-05,-0.0186770659436375,0.03688099859160637,0.04480510000128089,-0.010227641053127005,-0.010525745097754308,0.04127984331490132,-0.01612114804818061
CCL18,-0.030424332629006186,,,,,,,,0.06989090352363002,,,-0.05062198543339603,,-0.02748762818278867,0.042360157184792996,0.09028873074377768,-0.04586669600978208,,
CCL17,,,,-0.02597957469666724,,,,-0.006531952009659076,,0.05218946217631838,,,,,-0.017965879404546494,-0.03119058739366331,,0.030322325031011524,
VEGFD,0.015827221855265833,0.012694196400520249,,0.01023541768522832,0.007216908942273209,,0.09084355354666437,0.02196740822314908,-0.018757024217505133,-0.02416803521379725,,0.05614243454442471,0.01557496650080501,,,0.053028358752234724,,,
TNFSF13,-0.022959185003569534,,,0.04767440625506781,,-0.01447458657186025,,,,,,,,,-0.03447382406083777,-0.008774262885767048,0.1119853460914002,-0.013476936084738513,0.02823879499436535
WNT5A,0.07126860562800849,0.06938467607933729,-0.020258749759786778,0.016533623463320535,0.004632096410832714,0.07124077693428466,0.024603618904421653,-0.035021347455912635,0.0400781357366287,-0.02211066365633236,-0.014736824673921171,0.00012999324488366794,0.05819334926956965,0.0345106389471602,0.031551623778308835,0.035495177725736744,-0.03921306269780369,0.012581496586325711,-0.020370541090342417
CXCL8,0.032616547748740884,-0.02927794701876578,-0.0009929843316781252,-0.05057129177972615,-0.012122576683172641,-0.020589160589008584,0.08508352046621234,0.006479329370989371,-0.03218786699680423,-0.04222241527558216,,0.05190764320059685,0.012331941043931276,-0.04839629715685421,0.04446379154145344,-0.06382230205323362,-0.02140413772080967,-0.07506515028876694,-0.05474568672489677
GRN,0.02662565969823958,-0.0811269815396108,-0.020700042992399467,-2.246916412225392e-05,0.07650014179945436,-0.01909394016418142,0.023944528726901237,0.012632889428330988,0.037956555391095256,0.0511310379529464,0.011533282211035365,-0.016870847703927654,0.06052649258206473,-0.031445832366225314,0.05471809431200941,-0.016425060365449422,-0.011648140478410873,-0.04490856793543805,-0.0026775338910838284
MIA,0.011231796513573561,0.06817757529834988,-0.04145080759144417,-0.021722060132550874,-0.0294899630318374,-0.026172844108241677,0.03285826661587909,0.04910039060574042,-0.02543789459309463,-0.033099231787385254,0.1275538800095294,0.03836240550415152,-0.022135405031762992,0.11809909278159963,-0.045099090968110496,0.08566067079087805,-0.029259881744096633,0.04169801008305166,0.027268239737647602
COL4A4,-0.03653937629685295,0.015707652388833385,0.0333560675970472,0.015724810357041992,-0.0235090124318279,0.012553691995070395,-0.014128252072498513,0.0317485470395257,,0.011382407806599434,,,-0.04238052526592676,-0.03475295062239584,0.020998512215814995,-0.034595660164617396,0.06996156658038283,-0.05164870163505634,0.01695110262362539
TAC1,0.02342774249230429,-0.0018561890626389744,-0.028888163873017042,-0.06944923344460563,0.037771753545741985,-0.04996963848615628,0.005327175748717544,-0.06772409870254177,,-0.05690117902215028,,,,,,,-0.026790049413020087,-0.023120442076182895,-0.030996014287567295
RARRES2,-0.03143496115360873,0.02700658572912783,0.012612227184414975,-0.05315293169851192,-0.06170100339451129,0.0259716138939732,0.0010733645380578804,-0.023146171009097435,-0.07934125195269404,0.07579077592436505,0.057268027250728215,0.05778076104856489,-0.15875721429747416,0.03165911201021593,0.035512343572891215,-0.024834620130363784,0.041428828586896525,0.08703465001224465,-0.027981890311612093
FGF7,,-0.01671890046908116,-0.009267438541407606,0.03978919763773378,0.03687195678693282,0.01962626789058314,-6.255283518009629e-05,0.013104534377575902,-0.03145087310556573,0.049006946425220285,-0.06081936153258782,-0.06947225310527187,-0.037260726792682664,0.021366148446495432,-0.07085855278304674,0.06499740231360081,0.0966030627529763,0.036494004047723766,0.04491331563761776
EFNA2,,,,,,,,,,,,,,,,-0.020535695689809227,,,
HBEGF,0.06518405607029815,0.03071274794200012,-0.0286808912191592,0.021742349155213312,0.02557140478682553,0.057509710821965584,0.0302695781117424,-0.01563716692974901,0.07100561440978614,0.019331122777548823,-0.03566666340097578,-0.12325726618292858,0.024775522788694118,0.006828647433208496,0.010216246064247312,0.01059972655919549,0.021351601676374607,-0.05998299065775219,-0.05168808826140447
CSF3,,,0.025646942319110737,-0.0025590949139429916,-0.05953227735348874,,0.010879611182596779,,-0.0281791696521377,,,,,,0.07835117733951154,-0.07633946322926198,0.04822156310411516,-0.01851683216911837,-0.02515171123829781
PI3,-0.03200768066894858,,-0.0014082963665649226,-0.035871538677293355,-0.008156383955264341,,0.028209039794272403,,,,,-0.05031804839679459,,,0.010958016975037734,-0.07359422461373792,-0.0035405472626544353,0.01200426635338548,0.010872720891257489
PCSK1N,0.009401480026327019,-0.03279018693323749,0.024740423080826413,-0.00208525636139717,-0.012947104915030804,-0.052565356202171745,0.039098789870923994,-0.01369689175270569,-0.026903921655906392,-0.06952448307234824,-0.025322363483667964,-0.0008504162409176398,0.015411532623621918,0.030325112555086915,-0.029494188551830315,0.000390006301255957,0.010293504737927834,0.025539360855666913,0.04267526191049358
NTS,,,,,0.11185804028251246,-0.01681239698303699,-0.018372175698516492,0.025761106342401596,,,,,,,-0.04191252647168486,-0.008867458087076924,0.026380074263493366,-0.02742090346468574,
SFRP1,0.009824493430343658,-0.03892528844022166,,0.056206175058213105,0.040513132927232604,0.02565985463296145,0.051671695901975984,0.03553355372845949,0.034501802109677016,-0.030297272831384926,0.12288169198196845,0.08368928118824076,0.03022037798527073,0.09179172193356357,-0.002993279842616127,-0.044973705857020256,-0.017457734873164748,-0.026783711137431613,-0.0029296358049758194
CXCL13,,0.0170639476501322,-0.016031271441959566,,-0.02661839449530158,,,,-0.006433808975222907,,,,,,-0.04035504866399813,-0.037741410602635556,-0.0011325117277566279,,-0.03176694458617638
MICA,0.009921760252783286,-0.004713063691980612,-0.031176675539058975,0.006488077285859777,-0.001311385323471519,-0.025331158673830886,0.08402086606628822,0.005903317497940147,-0.0031310659019987645,0.04917984433361489,-0.07531723443964859,0.03368721027656969,0.03987822710796816,0.03382406633348658,0.038806407799315414,0.06757357334235807,-0.039921855023118194,0.05443128216520358,-0.0072447857400984444
TG,0.006189752950947179,-0.019050998964327607,,0.021713253195465965,-0.025478748268978894,0.018447606068684393,0.06555851934272147,0.07939862926503968,0.009140897239061842,-0.033873985146559274,0.029865648793475447,0.03294491684431577,-0.03059697428773891,-0.029109676344454036,0.012455886328025939,0.021138133006042777,0.02168919546754414,-0.02415784890300052,0.10112106364930774
ADA,-0.012559895598234455,-0.0020841813004081585,0.009667801991208421,-0.023453755029233695,-0.02762918595193159,-0.007825007824058766,0.0678841794441604,-0.024247663414422926,0.05763468055682519,0.061365254352085244,-0.016225972258951758,0.0809158419523006,-0.05301799337048477,0.015833599531761115,-0.01645434861038109,0.04687696566418105,0.00969796277950323,-0.019990567735156294,0.0021280250689791986
LAMC3,0.031655474495212096,-0.0018171287834924626,0.03741593583250647,0.057916091136160586,0.03161849792949943,0.03597117978138537,0.010012131587918704,-0.02384231332476088,0.013515628316896509,0.08535593121271752,0.01847728985192337,-0.016555826612497333,0.09897475936495798,0.01185055855458495,0.019291795551835567,-0.03157122950608251,-0.016185664649031224,-0.030321433207121246,0.05600805423568931
CCL7,-0.01935244573167687,,,-0.017686392525779148,0.1052547366696263,,,,,,,,,,0.005256385770486388,,,-0.01940384518984495,-0.05732974332288365
NGF,0.033352048394371586,,,-0.019176496043820362,-0.03766955115361896,0.044008578638646614,,,0.008985508486192307,,,,-0.024240832369310846,-0.02333465452941202,0.025965522531367746,-0.020259661390781895,-0.03821789778036363,-0.02009096180440073,-0.0443843022702243
TNFSF15,,,,0.010299828459262639,0.04700218453461349,-0.005959337191367407,,,-0.0179450491142492,,-0.009831368271299283,,-0.0609034424945112,0.02479041914960034,0.04157634724545332,,-0.013823925059954532,-0.03374876696078065,-0.01879552309939144
HMGB1,-0.025294877116120107,0.017847107282059464,0.04001218125312102,-0.009923489736840683,0.0267563048497522,0.013123280294740894,0.03144759773105767,0.0044916914983248925,0.06501286544798969,0.031316587224107316,-0.06558509239118425,-0.1217988336867913,-0.037462947147638634,-0.05297830716899942,0.017934742638263692,-0.011871815871455835,0.02104748018502355,0.02727191469348209,0.08193566445643008
ITGB3BP,0.014130632799985365,-0.021814746500072153,0.045613352079976834,0.023986182082939,0.014653639908859059,0.06371787509338989,0.022664432852164143,0.020904891001593408,0.024707019294068003,0.014253369838729506,-0.018446149314340174,-0.03910045802096467,0.16070027306563195,0.05412393350881048,0.028202844261233408,0.033079563508131425,0.0017648727859586036,0.022644302309589054,-0.06315806684125527
AANAT,0.010239769017731755,,,-0.01792013109829162,0.009622990165810648,,-0.013482976225231562,-0.017210151463754146,,-0.030249296090451648,,-0.03793819514872949,,0.09543997430720712,-0.023622324268827204,0.09111561246003205,,-0.02053007739346576,0.017560434337560618
RELN,-0.031262071559147835,0.03733239638448162,0.018330435379101683,0.007735347422825414,-0.019872817753858223,-0.023377045395885858,0.004249615347518183,0.009141357951396086,,-0.013003524149128452,,,0.0025295684637430945,,,,0.005204755885060561,,-0.010059840765960263
IL15,0.04334239551299358,-0.020649558823920885,,0.02584754002910997,-0.02145428036705685,-0.01599975745152922,0.008087962323537342,0.036106297395720056,0.022839233120950084,0.01959476295063676,-0.0552417075678708,0.04105520242178477,-0.04596929533488574,-0.032800959126958365,-0.021905266854956498,-0.05010287616771534,0.054626459558669765,-0.03983198968596006,-0.08819419013639511
UTS2,,,,,,,-0.024843875222873513,,,,0.01270947685426451,0.07278160869270646,,,-0.02011613797584965,,,,
BSG,-0.015807285630910994,-0.01668801378762386,0.06001623016319027,-0.05646442091641794,-0.01799133549388712,0.0598757562278692,0.04072853301645853,0.024889225891523554,-0.002759682448814191,-0.02985585081813899,0.11247464881055383,0.041778997850916676,0.010285380079978142,0.020662747304620994,0.04255936136543389,-0.03525396317429756,-0.012905350823121029,0.06054999412778288,-0.020521484505157565
ADAMTS3,0.04530523361615847,0.0019137168181366255,,-0.010532546578958973,-0.0035801223745927624,-0.010638597635342036,0.055752097245389654,0.022944726756765732,0.0424855227787252,-0.0012173367890244997,-0.002493639953077889,0.013218914380860532,,-0.013668167025798211,-0.002432405955613772,0.041170537541223684,0.01116365141640071,-0.004786266174049872,0.021724150275379935
CD34,0.012079061290911654,-0.04665842383185134,-0.021638913896044693,-0.009016025100139925,0.02526023442231738,0.0125676978099722,0.011279719044784246,0.005255384531050651,0.0915881463502054,-0.0015742750793052691,-0.010383417760143166,-0.019281183082561392,0.011016094826642469,0.08948852511144789,0.07881845592845065,0.018588443884988648,-0.04250621411007422,-0.030544088069201523,-0.012104107623011331
CCL23,,,,,,,-0.015341486662709267,,,,-0.03053717888610285,,,,,,,,
PLAT,-0.009001963441973045,0.0184980390507785,0.02477525211008049,0.023673245543464186,0.036676700256130255,0.018309570969201494,0.008925417829877942,-0.008322058257117529,0.027139717264579123,0.05750108400886007,-0.0329319503904827,-0.10976710108626185,-0.021176862434570325,0.09436686888264775,-0.017973293613708488,0.03752503948384464,0.021448695147082374,0.014900528019693235,0.02568918094143631
NTF3,,,,,,,,-0.027781290021967022,0.014691300858488633,,,,,,-0.07466740587425544,0.06439204559776449,-0.013385103813949384,,
