,UKF251,UKF260,UKF334,ZH1019inf,ZH916T1
IGFL3,,,,,-0.01595431076864485
BMP1,-0.06041025620939449,-0.01710473522595165,0.061207217862783,0.021623165953678587,0.061510051224811194
NDP,-0.008442556607711035,0.011372384850986248,0.040277167525303366,0.05625194592748862,0.022946350041277784
TNFSF18,-0.004517093003946535,,,,0.005368403998680018
IL36G,,,0.02976300801158378,,
RTN4,-0.003461433026593317,-0.01978879567798016,-0.030446442965476984,-0.019702601795478034,0.01916467059982884
HEBP1,0.03537595257688551,-0.03990779109966896,-0.00880084386969254,0.03580183536434573,0.026060146180247802
WNT7B,-0.01722763696686439,0.002246889900724266,-0.016577860248930827,-0.034477280638715524,0.017425307116913098
PTMA,0.058018274237648895,0.027487788180630246,0.034550699478590755,-0.09340296046596341,0.011274670082926357
FASLG,,,,,-0.013837168286753911
CEACAM1,-0.013221175199477332,0.08195741188418358,,0.0610581561206511,-0.01925238736092207
PDAP1,-0.018945765487017888,0.03849223773241721,-0.004938399200695792,0.025309140107762453,-0.03154410436216197
QDPR,-0.0028658984816005754,0.022748276626942034,-0.0018555317527092486,-0.06627279492908425,0.017191007547998814
POMC,-0.023491918988836902,-0.029735455152436804,-0.032315304100257465,0.012106551380921137,0.025970623405912146
CCL18,,,,-0.02192263062549804,
CCL17,,,-0.01377866979936349,,-0.012541838866473492
VEGFD,-0.0017657788570189627,-0.01413809972987763,-0.01476702719535766,,
TNFSF13,,,,,-0.02043587960816299
WNT5A,0.03438292291056771,-0.0006850984185135393,0.07531629369955192,0.035264139366255914,-0.03334352282892406
CXCL8,0.019781634225390136,-0.029421753969218426,-0.044398800379692384,-0.038598242786035755,-0.05839707634050707
GRN,-0.01546828932441394,0.04623973780981189,0.0493144303250451,0.04435714097301234,0.013958336221729132
MIA,-0.016840959712239822,-0.04289987971072932,-0.02022412048087085,-0.015989707985153718,-0.011252631922499872
COL4A4,0.021522914484584398,-0.015103523767546293,-0.019618147163080645,-0.027717054908287925,0.014449662063528284
TAC1,-0.05303962504526675,0.03571507004307744,-0.034767462503046694,,-0.01648752249783316
RARRES2,0.038772805214274446,-0.01117153818378214,-0.015463817854437383,-0.00020493467152985339,0.04184303794109765
FGF7,-0.02137354595762841,-0.027070349227827577,-0.017700316174687168,0.05769002972151719,0.01713544966683949
HBEGF,0.02511034599216301,0.01256178688265966,0.0353007704356913,0.04481768792817391,0.020800246957407696
CSF3,,0.05405304173117131,,,-0.013204621519388499
PI3,,-0.04336999317743414,,,-0.028689255756188182
PCSK1N,-0.0036931782399920836,-0.03910979161923571,-0.033564501379771884,-0.017149610791333255,-0.009807772192367536
NTS,,0.07778946285083056,,,-0.01955424387194754
SFRP1,-0.003977069706226006,-0.016129123400526267,0.015665539183206026,0.028980836007289866,-0.0190998527839038
CXCL13,0.04662198754760292,0.007011879360631003,,,
