,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,0.040645156439112894,-0.0054815191344162045,0.029861224425953254,0.02379662382083391,0.1430403017395777,0.022086802134154534,0.027676908232953604,0.007915732243930324,-0.003462175068283673,0.06196178302379379,0.06681157658066783,-0.06294295105438316,0.056986437762201914,0.016584400349240067,0.020217854140856424,-0.11473695921913932,-0.016115227219092875
MIA,0.02619632394673942,-0.019489339041949192,-0.03873221928944265,0.05266053929162525,0.017279908568010073,-0.03168263067322497,0.03726982504125021,0.0951863385097677,-0.022797565243891423,-0.0493276460492173,0.03997464504782995,-0.010164694956044815,0.13046231187007212,0.03060533414159677,-0.03767089573696048,0.07469965813023255,0.05010758337025554
COL4A4,0.032301866188833295,-0.012822469063898155,0.04630032810126351,0.0067031191662731745,-0.02639873193183544,0.00513500090613072,-0.0029710795612573034,,0.022652930712251957,,,-0.1186281664097636,-0.025886632254231372,0.09484892511696962,-0.02763419280611441,-0.050299362348439604,-0.024757916279182876
TAC1,-0.03803593488417613,0.0017174235212976082,-0.022409200257059485,-0.020083480839527587,-0.10914005892708632,-0.035206090691466456,-0.0164444328780401,,-0.023022260099081468,,,,,,-0.023656912408215096,-0.013814535357255759,-0.07338061368361923
RARRES2,-0.023178429141585934,-0.018162988414446614,0.010171008918508397,0.1140260894770143,0.1802472039238487,-0.027507550296991843,0.02107350899094027,-0.006375323277059361,0.04739711327203371,0.03202714237755483,-0.0383909405980367,-0.07461352731151544,-0.04966929550240073,-0.010303608870850718,-0.006567776602468704,0.03199819162468875,0.0021569290064457377
FGF7,0.03304631862187322,0.05677997370805839,0.0614140240670303,-0.03470180342991949,0.09724063457481504,-0.016362008415084478,-0.0009514716132562647,0.05174794316963902,0.04570332918702079,-0.016150439842471834,-0.04906078885412527,0.02549068864011227,0.027999706149646024,0.04021810643582942,0.0008612956385079355,0.09544807987566482,-0.04486376165241117
EFNA2,,,,,,,,,,,,,,-0.01605573551231141,,,
HBEGF,0.07227289037623738,0.10591967843037946,-0.009237887090327874,0.09628858872653002,0.11743932174531238,0.04661224200333597,0.04643074325002369,0.10103660713876937,0.00046972243466187854,-0.027236748973276423,0.01262769687169007,0.015353542080051859,0.07120149393901073,0.009803515082501775,-0.018238749061202368,-0.003329791623002808,0.059022626912295095
CSF3,-0.03006702235215991,,-0.040145720194609436,0.1068448180856322,0.02730428093845046,,,-0.010638696129192908,,,,,,-0.02904629729577462,0.0559435496283473,-0.015789947401021204,-0.0025653015235512604
PI3,0.002749214473600387,,-0.028756625404987593,-0.0406381435571998,-0.03144881703310623,,,,,,0.000825366574482083,,,-0.04683746476350102,-0.031017632406980408,-0.04532338769970784,0.007136889344169829
PCSK1N,0.011790909571715037,-0.02056483273680957,0.023430369976890842,-0.10480581141145148,-0.026849352643831672,0.000931764993828652,-0.05202175864570046,0.04487696837765542,0.0010213159814903335,0.07823915426478971,0.041440830428972966,0.1172773719408822,0.04734363693838617,0.0037737989883646255,0.007795538683056221,0.10569767361607355,-0.10172234607361402
NTS,,,,0.11369746492603681,0.011811583187896954,0.0052381358280655516,0.010546254084765257,,,,,,,-0.019560866930408562,-0.011740198164576113,-0.025574849288011167,
SFRP1,-0.0006265858263811867,0.08485683340457034,-0.018577817388360614,-0.025818805631052846,0.10039928874698016,0.027668374350944776,-0.025235171476550335,0.07215116215220753,0.014840848614827649,0.0025292510253868755,0.013736863767507192,0.010980319848867407,0.11464969286382523,0.038705548577265034,0.014183252317377545,-0.04404482529269161,-0.0395971985143768
CXCL13,,-0.03699747110201794,,-0.02558676610158317,,,,-0.005679728279901414,,,,,,0.010361370045667263,0.01702409410513037,,0.046140798674335376
MICA,0.08305709143255181,0.007694001474391788,-0.03273640392819714,0.02392618433713392,0.10874720764428998,0.030111908537969027,0.03605403194926045,0.06312594636686812,0.09151230825224853,0.07008617733531373,-0.13464344672434314,0.012425186252117446,0.08973175284830001,0.029970049606712654,0.06419685976203074,0.021515364548918267,0.040281245126048935
TG,0.0717186996995484,0.04209725787681389,0.06200384826524397,-0.012482359141250354,0.01278636377580313,-0.011599342439516122,0.020424866125213638,0.08689274327778591,0.026680507717281424,0.04830931161957456,-0.05925840942983167,0.02980558067467356,0.07983949646431888,-0.02409134594886216,-0.016178724078684172,-0.010664688207185356,0.0018256399257265258
ADA,-0.06263370609815566,-0.03505409147890356,0.10276870928355748,-0.01016820515577218,0.12262984930126856,0.010785609346426965,-0.046145001436054205,0.1419286579448194,0.06127299049210185,-0.061997002554336385,-0.03873983987292336,0.030828828057791642,-0.02219633076432666,0.09586740174970969,0.08781975086565649,-0.0046248072201410684,0.045906578818250575
LAMC3,0.030083428990849346,-0.03699747124118296,0.09588826266068468,0.011351683852861541,0.1709324380223403,0.05414511489048988,0.01041630838264718,0.05185586530088414,-0.04260411835015528,0.070385101506086,0.005275450937506987,0.0843625473204446,0.04214865094729055,0.010466827893951133,0.09802313313967341,-0.13542337151059516,0.020352801350548875
CCL7,,,-0.022929890953368916,0.00960165747853285,,,,,,,,,,,,0.050885853154302725,0.0005635809589941683
NGF,0.09109703855819186,,0.005681463304924855,0.08699178895197283,,,,0.0302868564793235,,,,-0.004025411069720102,-0.013858833228130217,-0.015839919415089613,0.009588201432636317,-0.07567398086752476,0.04117182973730656
TNFSF15,-0.037868267912858695,,-0.013996292182759041,-0.02511671681661789,,,,-0.016257462692762764,,0.009254295452197176,,0.11215232176164937,-0.062375424746881965,,0.04889422457752361,-0.019638590601455376,0.029576328588753073
HMGB1,0.08985405239533814,0.02934366114640517,0.04577890280118728,0.03478000239875226,0.16177956001249008,-0.040357610417730276,0.055246070175052155,0.06978467452633184,0.06470337178489079,-0.013106711587429393,-0.14828036436301362,0.024274227157347943,-0.08712336617443296,0.01671786242477368,0.009569231329084242,0.025292156818669805,-0.017557223863273613
ITGB3BP,0.015696883704784007,0.005558421986904711,-0.014042213067662441,-0.019906814073576477,0.15119287901850845,-0.0028888212473285155,0.03640937203894239,0.009022105976991924,0.09641909494254311,-0.007181440473360488,0.013932527333758937,0.02034099523779241,0.09284648971302026,-0.026264908893072425,-0.042282004415933834,0.0783141770072208,0.08654301955386348
AANAT,0.05664139709610857,,0.001712140424519456,-0.022631663975995513,0.021873881099516032,-0.022375026812629966,-0.03699004841769772,,0.0046014918120521435,,-0.040164632242630706,,0.10022515952823258,-0.0025268515642213807,,0.10791153131833112,0.025416877886577083
RELN,-0.006619293777114801,0.008051416490616838,0.08417454389540596,0.014990981262563149,-0.0631275194994537,0.00043464645513374266,-0.005517439324984906,,-0.033330494621127776,,,-0.016009766331743475,,,0.010640332219098336,,0.015216635595650879
IL15,-0.008870122154902476,-0.026505689710243568,-0.047302938607851654,0.04093372907449376,-0.002207941720883012,-0.03039577459033171,-0.00458099750597404,-0.017787711086997872,-0.02792238768795717,0.005376386464880552,0.05041551562334606,0.05730620343441737,0.07154269925675041,0.046226226308393285,-0.02977710808621778,0.061411373168808785,0.04291536971363037
UTS2,,,,,0.08223917289859246,,,,,-0.039818992303271905,-0.08770134232408762,,,,,,
BSG,-0.10376265842998912,0.040706605490247884,-0.038440316079238195,-0.017899673559981615,0.010202690267193164,-0.03012788702107615,0.011064569587107243,-0.0554249781921697,0.018893622974896742,0.01668906136433232,0.10500767387202434,-0.03744927373382156,0.10846247783690267,0.013946078466729584,-0.031792209483650004,0.034924592923701564,0.1507278340172245
ADAMTS3,0.09963845851144865,0.05383154293197987,0.0888189257099895,0.030077352262819514,0.16932222863180324,0.007216338619965878,-0.01202207280105344,0.005561313598568504,-0.03826279265401397,-0.03326649065971312,-0.12051183053192717,,-0.025103183002123674,0.04885567567426262,0.021939717228703148,0.0630054315081599,0.039528560955537
CD34,0.0035076224424735822,0.03086214249849191,0.05546864991955431,0.02038213847790166,0.10076199877910949,-0.020428669535675955,0.006465453597243948,0.07792986664144111,-0.05914149371362165,-0.018007539529087253,0.06442445069801407,0.0073581444838722275,0.0425430547503588,0.06246083731691488,0.058450881191707355,-0.09226554812206078,-0.018952528042176852
CCL23,,,,,0.027626817282086297,,,,,-0.032766255466586694,,,,,,,
PLAT,0.010805463614017782,0.013865238677280175,0.03785767638771716,0.03004221140112413,0.20216182710354766,0.03571563310276925,-0.009356128956580227,0.04429709448328791,0.06455881379897516,-0.007951550291826806,-0.014904780345090955,0.05385034434850169,0.04530603442282855,0.04382742197305711,0.04700484299279489,0.014697620668477563,0.06069293492883581
NTF3,,,,,,,0.007628853156233104,-0.0233667113661358,,,,,,0.0786718365666396,-0.010034293211967893,,
LTA,,-0.015300315233823043,-0.029388635479629912,,,-0.03592799329960927,,,-0.015500241008520974,,,,,,,0.023644874007219225,
CKLF,0.048336501778939,0.0036499655391081204,0.05601298010010037,0.02355814634402331,0.17739216911468977,0.02391134781529466,0.009591525946935292,0.03963032780866182,0.055597012928626684,-0.006983895640129147,0.038283221247375404,0.04165037365405405,0.09297792261392006,0.0543023042465935,0.036365240185913916,0.02639998138126465,0.0978508695421221
APELA,,,,,,,,0.02266274233330458,,,,,,,,,
CD24,-0.018265492520319438,-0.02038123377707462,-0.02175822755901139,-0.01599177854273201,0.052202835479271924,0.02620141228315068,0.1040505730225223,0.02295315375757044,0.03200547766612812,-0.07641470168133696,0.033530704629534974,-0.018669735458016708,0.0803487368256618,0.024251665169519893,-0.028384544173790136,0.04264142227425599,-0.007424300555962002
HSP90AA1,0.002196950744164847,0.038540536134533884,0.05006205513668038,-0.011752226069897407,-0.15613971656494707,0.08225433226680595,-0.05695932312246416,-0.06853623587260434,-0.05247330392182361,-0.05251535631241619,-0.10153348329414091,0.04944910543683323,-0.10426553324515812,-0.08067601054138379,0.020183569421120453,-0.0051672711019276705,-0.1597609942253434
BMP4,-0.03653072028127043,-0.01621923105241854,0.0024882777263850755,0.026312086791057454,-0.04017351235887559,0.02410775986390361,0.053523440521555894,0.03508491319117636,0.03329925169676389,0.028978861822558474,0.08621965905533957,0.008660994025383022,-0.0005867595497892969,0.04183872580272184,0.08524283711665441,-0.026599158272242684,-0.059200503762872704
SCGB3A1,,,,-0.013516175780957802,,,0.0017562963650740698,0.06689309170802125,-0.001208713447212649,-0.0404361915626334,-0.00831296735463675,-0.04660677725134379,,0.06407709159214954,-0.025350494203347645,-0.04014576796798838,-0.029965403682142903
IGFBP4,0.06051684774098579,0.034386317702617186,0.057412861041715724,0.02028740875693292,0.10672709313844653,0.05955132203803181,0.051440349444144884,0.035991006249307775,0.032785266643160366,-0.007789464032967766,0.03781103737762078,0.07103794584381971,0.08827722405878907,-0.05693223201130332,0.07453007208578238,-0.10679625189197159,-0.0017965592294856472
RSPO4,0.023477511566819848,-0.02473470703162898,0.010518092600539554,-0.007924216836377477,,-0.04178644344800476,-0.013325178848536528,,-0.020634371420767815,,,0.08732721144967237,,,0.19992003010373444,0.015806574185315076,0.06545038849627491
LEFTY2,-0.03496224764686404,0.1317399852382466,0.1172001062128306,0.013658723511111968,0.19364677722297388,0.021268574327916807,-0.0018919543551248333,0.06649175712834743,-0.013351574122433289,-0.04493148322991639,0.003432637532119742,,0.10553129150361294,-0.018461211150843752,0.04246932030453024,-0.01702497950160445,-0.004840738129347909
PF4,,-0.013917716235501778,-0.020005878111026023,,,,,,,,,,,-0.014716193187386893,,-0.016269754381117833,-0.03418393658202175
ANGPTL2,0.0013111222890412606,-0.0014971787167577522,-0.041098489152810495,0.014863680783728494,0.17009701555768963,0.05856642860724734,0.03351528806887481,-0.06661851132825407,0.0783762961215249,0.022615418915806228,0.07690788610620217,0.039081108543930224,0.06478365239665057,0.009225377206246922,-0.009331266631091054,0.006968508218582879,0.07324312676174684
LRIG2,0.03781708005096601,-0.0010408277823880604,0.014097022139118674,-0.017018734487110415,0.05946125948717233,-0.017597462446309546,0.029354293158150236,0.05357712345428595,0.041093446779708886,-0.009461896972413501,0.09494275615520474,0.10916367485925912,0.06331840514478006,0.006436634940837425,0.09609136982992816,0.05505923949738587,0.05042285173421513
ICOSLG,0.015049836130733261,0.010336623731229575,0.06057578784751747,0.056000937879256106,0.06970359510384731,0.028609885880080194,0.029900910328788315,0.08171253669760292,0.024467910672681004,-0.010326153776270396,-0.01710307306078694,0.019365610634322638,0.06053457801413282,0.03653170093254427,0.02592093741744581,0.012176828198544,0.02470359096425965
WIF1,-0.08701979555947141,,,-0.04017626213794849,-0.11780832030178356,-0.032245608668389915,0.03504477148471456,,-0.014978830285922052,,,,,,-0.015870522892410758,,-0.020771090969713423
NPPC,-0.0673688137150939,,0.058455673574625666,-0.03461054619616113,-0.010172957838884337,-0.00012478716796564512,-0.01743657581144628,,0.0043934995519214655,-0.02895011125974018,-0.08759740060469758,0.014192971507249571,-0.05183292973879869,0.01656416099336004,0.04136055008404941,,0.001452881204074949
LYZ,0.01765543927868454,-0.013045718828050641,-0.011096561999503842,0.10596064668325651,0.16916714384459242,-0.004533287208386431,0.038095646153362916,0.04210065139189141,0.024136420104551647,0.007690900609255453,0.12836178749542235,0.03682887733266432,-0.007789634523283251,0.05541992286142328,0.025430679006548447,-0.038407954946216044,-0.024910983130183452
EREG,,,,0.16587649343511562,,,,-0.021495053267802357,,,,,,-0.002966190435418353,0.10074829750472322,0.03798364349686312,-0.03935583740881397
SPTAN1,-0.023576172420702673,0.06000935998179972,0.007960876073209971,0.022392475409386287,-0.05098024185173905,0.0035991584219276333,0.02739348414689014,0.06425162954293376,0.04534493515383998,-0.03489888053633297,0.007976540745810135,0.03147761741785596,-0.0039084171185170945,0.04829559908868938,-0.0007931995794367754,0.04493700058106531,-0.08325819329205005
PTH2,,,,,,,,,,,,,,,-0.02715092915007448,,
LIPC,-0.056115942976677366,0.010671037849470356,-0.03595205295035397,-0.030116146770924605,0.01675026602893158,-0.017221476937111114,,-0.026876802870099498,0.01005264577546317,-0.030698629538265975,-0.026465236336990616,0.04229479035289178,-0.023193208731045276,,,-0.0012109013730413284,0.09171671934096141
COL8A1,0.08517042881322984,0.07616367085585234,0.03226391216507557,0.07567730572001143,0.10806202126252154,0.004197141280358546,0.05917683908456575,-0.051032207863871755,0.055399536243241676,0.03356626700874984,-0.029631457653693363,0.11242802737609346,0.10157770253001606,0.011061993488649325,0.026294126245200913,-0.003976833437693913,0.060803783465767744
GSTM2,2.8143996896058424e-05,0.014137309383915447,0.0011323334629952174,-0.0162052026669031,0.047928845754954805,0.035993790104083385,0.014112325442634409,0.10172822020634156,0.03793564875528257,-0.06027477581368327,0.044118557707447846,-0.06107659884332935,0.03338230356695468,-0.045491800348463736,0.01745605868989871,0.09218523357553207,-0.004303525717331647
IL4,,,,,,,,,,,0.02986961623006544,,,,,,
SPX,-0.05345285440284586,0.000540467741310976,0.04316295360347118,-0.03427601529765631,-0.001583434072367972,-0.025856575036363676,-0.02047554075087006,,0.05956759202079121,-3.069822900133743e-05,,,-0.011192697937754702,-0.0182720348451614,-0.042014441095768885,0.08471408414926503,0.00501539110733331
MFGE8,0.04359291117159853,-0.02160127939430694,0.0036885878246628694,-0.02002396084172899,0.05661501305615511,-0.054331567470387844,0.023957347337671388,-0.037462795829558894,0.03246146150804256,0.04507301979417043,0.00683562954927871,0.0798735057102282,0.052927090374362135,-0.005620345349983467,0.09384157257945622,-0.02529772725003563,-0.01374979713920073
TGFA,0.02106208108212918,-0.030088661647677734,0.045577946542630504,0.030947158811449976,0.06949133619599301,0.018501890902908283,0.04392428852944378,0.042701148243829715,0.07052779397676685,-0.02888788662867156,0.0012649427625096412,-0.03584152380761115,-0.0008475741220731807,-0.016194434782216875,0.10612974064195921,0.11789649358231506,0.007682575976171262
SLIT2,0.0032738135786087815,-0.03629001160138581,0.07010910635192515,0.06970490902121503,-0.0030272528846929047,-0.008715243264131096,0.06662113563117747,0.033688213698987376,-0.005518776398443815,0.016688535051608656,0.000424164531672843,-0.05073313271418984,0.014523601750780405,0.02751302715328516,-0.013739099176591626,-0.028025673230874102,0.010159395429594069
PLTP,0.05238235926884347,-0.023409440355508068,-0.03591879335642445,0.1101608677246317,0.09980871346042071,0.018647591938657743,0.016680053776520896,0.04668935236691039,0.04363706028541733,-0.04186586122839352,0.05620883333638155,0.07962194732053016,0.11881623939960806,0.032141009702920206,0.0053971031344542805,-0.02279980318709097,0.07924617447260515
APOD,0.01796439712190295,0.02755283868384485,0.01228728375254006,-0.027206214732335057,0.055581912709118886,0.004692650556855478,0.0023978844309201237,0.03322236102425938,0.02541827831629851,-0.07248793889760147,0.0587393240618154,0.02370757007432296,-0.10426322184551236,0.0043894209896653815,0.07976765825311326,-0.1667564839878304,-0.08504949326330893
B2M,0.07436103438142865,-0.003366501381367762,0.03661416405009206,0.1351629344030981,0.17877525999634258,0.048412499084034034,0.10761411417556459,0.09387883714793047,0.024685396598489312,0.029186693096580944,0.104706677558204,0.08179729998841886,0.08819314651333966,0.11315179685044409,0.060359450242310354,-0.13927397852493092,0.00449329173945836
OMG,-0.035906393252548754,0.015177517268437834,0.030269090190223443,-0.11620012906292142,-0.021303440005298324,0.019155817950542182,-0.055173647266921526,-0.013612935336718547,0.018147048549871578,-0.010175332741855699,-0.012223633615034792,0.09058022008160635,-0.12360451950157013,0.06125589382093822,-0.0633586662560333,0.11644468691652471,-0.10435209117227755
CXCL3,-0.0009478966479478122,-0.005651844575626956,-0.06670706385946507,0.08275528574561476,0.05045983699191153,-0.022853521189035948,0.059213536166769,0.046213825492545546,-0.020109177981980805,-0.0034548084605818302,-0.028086166574484966,,,-0.0082064187575398,0.03907813721334449,-0.017864117157439425,-0.03030782691341559
CXCL10,0.13354741669178916,-0.03939774884807809,0.024225870685181637,-0.009546083988754972,0.1401792260778619,0.0499548834556204,-0.0031753209652660504,-0.018549018924005563,0.00015484401587447216,-0.020873260878482874,0.02280742809127725,-0.03596601115712986,0.08098868128221284,0.1254281735535249,-0.007502807894535862,-0.03272989117414226,-0.01803434186409622
RSPO3,,,-0.023232924464026666,-0.030116128202842773,-0.04136829072152248,-0.02313061101963296,-0.0026109170482578213,,-0.02101370342472909,,,,,0.060446902113838234,0.017895463889798315,0.02053250478749315,-0.011840883087326446
CORT,-0.04192428973442493,-0.02485615986289404,0.0008380487862981657,-0.036550468663865826,-0.06623845049010843,-0.04089998316215206,0.020237519512013625,,-0.02211554376015433,,,,,-0.015399748203835727,-0.00017779239414167413,,
NCAN,0.05388304809798829,-0.004682034715303337,0.001276557815263383,-0.03250503909912226,0.0855291163702396,0.002934791687625872,-0.02248487019022394,,0.12176713116516631,-0.02613537614715874,-0.05178099683537334,-0.001014715662975374,0.04571514571477923,0.041959085766528584,-0.015683606730963067,0.09303620403097776,-0.0202639741722893
PRG4,-0.03437566789325797,,-0.022929894526652048,-0.021563039670781582,0.008591319635129033,0.006695419153757738,,,-0.024568492996825758,,,,,-0.02272327084765531,0.14509775059185345,0.02854476010498487,0.029428466003609887
ZG16B,,0.1170282473543796,-0.02661294691834315,,-0.03869091406314031,-0.01750703199022017,,0.00658164477351573,,,,,0.10092535792920629,,,0.03450477627592462,0.005674558226384666
TGM2,0.04468891007447683,-0.009244793443180788,-0.07339295554498473,0.09749491788326574,0.07754722208757071,-0.028002373834138065,0.030215358275866442,-0.008147236861185875,-0.01269550103520601,-0.003918235994918761,0.13778670078908628,0.08747905829504148,0.12310713809516338,0.013068920956828987,0.07247808874576363,-0.07967103741712121,0.010629330754575362
VEGFC,-0.04105420503504526,0.008988535723721054,-0.010327129510557533,0.033211681667942326,-0.02971835131686076,0.03676136707727831,0.024842808951738998,0.029045552941025236,-0.025073126400033712,0.05959837035778681,0.047148872361720974,0.03682540343339104,0.04493814351896067,-0.01760319916456308,0.09157469948814423,0.03426573161875732,0.012738273657440824
WNT6,-0.05206766917944115,-0.015488226790397098,-0.013286566829226907,-0.029711792694457013,0.045008020630780014,0.0018325822320592457,,-0.027115777070954118,0.07218283080846728,,0.019867007549437158,,0.02048912141269471,0.016421348999133896,-0.02265796582909444,-0.03988663921947816,-0.03013351248053058
NRG4,0.021739475242445797,,0.023939355572577307,-0.030713730157625126,0.019659299338959855,-0.010198688758799345,0.033456002758440066,,0.01922861051177186,,,0.01222723759776185,,,0.027232224096936,0.08990969663812995,-0.02281928268402419
PMCH,,,0.0029636552651254107,,,0.0044729829179883315,,,,,,,,0.036132226298021236,0.09968499110298405,-0.01553578834429109,-0.010719690893009648
COL9A1,0.052457852280382286,0.04029023627686571,0.011604535184984941,-0.017578707391276295,0.06705244493448106,-0.02122238675681474,0.03548003402736366,,-0.0009982872608712374,0.042133562823204344,0.0035350546724397663,-0.002999296607724087,0.04512036324385011,0.05122640967464874,-0.027653505776032202,0.11818940127332501,0.036871917644204576
GDF11,0.015068188402169204,0.03569497686108826,0.05085636149287706,-0.0368115191360268,0.16527511303944958,0.03149069580875889,0.037053731944778,0.032729686384626686,0.059714225310479326,0.071714871324715,-0.006110390236922968,-0.0506679777857194,0.049578370042761485,0.03324125305170105,0.029428928980321685,0.0027373982750514107,0.022485586307832192
RAET1E,,,,,,,,,,,,,,,,-0.01109491590675685,
IL24,,,,,,,,-0.015291583580072949,,,,,,-0.014481550969001727,,,-0.002285371130368401
SORBS1,0.08947811566632397,0.025711550972993595,0.0541277659295328,-0.009295017109790962,-0.012800379025466579,0.002201700136710279,-0.023868967221829185,-0.005207337762743696,0.023922057909782225,-0.009296428695554273,0.02594769829507972,0.056334272029728294,0.05848326355374306,0.016191800664345633,0.023986402946864466,0.04671426296321962,-0.014910968021434856
DLL1,-0.02258431884960066,-0.0028469887683406575,-0.009363643143193294,-0.006884966962736795,0.11139432328657743,-0.04597357212966721,-0.010850489639559813,0.0520718577681487,0.03120010916700394,0.021176002694387165,0.0489107084166183,-0.008204736554167471,-0.00917081629647531,0.04253170154073668,0.02881627520907851,-0.020524758157809065,0.019773070540674127
TLN1,8.479298835115787e-05,-0.008739897469448766,0.059931068076894786,-0.017736784330462118,0.1407322367036589,0.04334674236630447,0.030633435832935388,0.07143867216307906,0.0713666859138626,0.04216567606604785,0.08106510097018665,0.09741624578902215,0.11041464831543267,-0.03297675043144936,0.04721891509095907,-0.07004930040407895,0.052638024026355326
COL2A1,-0.039717092168806103,,,0.11479168778396427,-0.020332915469616436,,,,0.031192564630565273,,,,,0.08231352694436615,-0.027345049924424835,-0.011306989105243682,-0.027110114940152887
SHH,,,-0.02382792518236632,-0.024404705353629638,-0.026002741564616547,0.013626311175194283,0.012473358626128236,,-0.019483873572609077,-0.08259833192179963,-0.06782571057580405,,,0.0631144119122311,0.06508704243474663,0.11901278528206077,0.007295295455844051
