,UKF269,UKF296,UKF304,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.047048090219050556,0.007278909421759622,-0.04841224381581287,0.021727378662080653,-0.014600886512293663,-0.034883288177916756,-0.017601523783029604,0.054903494725117546,-0.006371396707686696
CXCL8,0.011496867525994008,-0.017272515421328426,-0.045171330689745846,0.08293750104640787,-0.06606182339752181,0.13927442539017076,0.002318752624712564,-0.018150906466266423,0.06374957697893198
GRN,0.0703082920227326,-0.019241984977474445,-0.01898216377860534,0.022161156717714015,0.05182179491516196,0.05898588992398165,-0.05844891101947747,0.06456628733944071,0.07171446744376364
MIA,-0.002974821541170879,-0.02109421340957023,,-0.03941490988376061,0.03667692075253744,-0.029228980418754033,-0.06573444614074173,0.03003938572829888,-0.014957855149124318
COL4A4,0.11649661671147318,0.005835543775638231,,0.019922019678261047,0.08845392682570541,-0.0400355907553198,0.02717358076155184,0.02839677209594798,0.0005593198808371854
TAC1,-0.07144838610030088,-0.011952086866789818,0.029520758806998285,,,,0.05542437169886234,0.08025216631019194,0.005283924302773746
RARRES2,0.12189954679179595,-0.0036774744189565205,-0.09495761979069807,-0.009141508222267943,-0.03156500701428179,-0.020405168510475583,-0.039229466855715565,0.11607803181843121,-0.0651766086141438
FGF7,0.07385314413478948,-0.008504471920765241,0.0031920073428334966,-0.05374431815176643,0.004437809495208761,-0.020318868082236777,0.01157594776394847,0.02313948245820136,-0.007310786945342005
HBEGF,0.07013288301949556,-0.007388444522650448,-0.038557703194534144,0.04296135134890264,0.025886237957640036,0.045198304020537323,0.015864391465197067,0.009614341403017198,-0.01412738352969712
CSF3,-0.015671352010045183,,,,-0.04344143458138195,,-0.02047169137178221,0.010937352201257402,-0.016793097340668146
PI3,-0.017646149202768985,,,,-0.011487724023258226,0.07101594080863188,-0.040004543823965434,-0.04409072676010275,0.016762063848499875
PCSK1N,-0.05270524084461089,-0.02735827478164115,0.01980660569358297,-0.0169153127772412,-0.0072816526096848655,0.06323320852906547,0.0066841525318450555,0.06061830696567013,0.04515770305015799
NTS,-0.019261976748667017,0.03899934140316135,-0.01784759788605041,,-0.03685410701176449,,0.034490669402652725,0.04840154525897656,
SFRP1,0.05259259051805926,0.010247541541176174,-0.022169246210946864,-0.05195228579689863,0.04231887404764584,-0.018604045194578294,0.011093997944557015,0.050271957474410274,0.029847473313912153
CXCL13,,,,,-0.035484601075831165,,-0.033393588701790634,,0.027001322821425575
MICA,0.02572997706350916,0.04348415811287113,-0.012626927985684575,0.09616608886881871,0.020238718127985045,-0.01380984547571101,-0.0042161010506260475,0.041260736638217346,0.025602665017140133
TG,-0.018913919791988885,-0.0030641484380353762,,-0.04502436001119717,-0.020991032683146414,,-0.016848516578876722,-0.01747409400795431,-0.00723437063692918
ADA,0.06932451515179451,-0.019552681141175646,-0.05987593006783309,-0.015715856069147712,-0.03102128862945722,-0.021382460395318752,-0.05511622280885306,0.10848978573672358,0.039616255442232094
LAMC3,0.07046669083329161,0.02186488627730167,0.03343280647610776,0.011233060141394373,0.0481797666609627,0.006671873165894838,-0.024816300970989875,0.029991449813537394,0.05138043861042341
CCL7,,,,,-0.023676929358578316,,,0.04153757169014836,-0.06213952492582016
NGF,,,-0.017847609637509452,0.0022467353650195312,-0.027344957927646577,,-0.03514542042982247,0.1398510837107662,0.030656012674808546
TNFSF15,,,,0.07332166263955917,-0.004587462317210527,,-0.012712568886300426,0.037539478524197534,0.010323315185680807
HMGB1,0.10888718427025364,0.025177655692518817,0.007840096619756555,0.04794385434169304,0.045984732700130676,-0.04294439347004049,-0.040969594871787356,0.0023117370479445913,0.0067744536197605655
ITGB3BP,0.07961714809520881,-0.015839307215344354,-0.0669312999291826,0.0665793768755652,0.018079625315174673,-0.0006428648156203592,-0.027837182037806746,-0.005703308621467908,-0.016218092694402764
AANAT,-0.014135983609944001,0.03458882121255864,-0.0167793778393257,,-0.020771347846522754,-0.03214887380359008,,0.0689172600328053,-0.025220894217278845
RELN,-0.03240804031818881,0.02120273120049084,-0.039876927192429336,-0.004101252671061621,,0.011131069994557145,-0.015355405523966291,,-0.056764488931585776
IL15,0.03091860258041449,0.03230618257210378,-0.018956679421302518,-0.011905626011198246,-0.0037665258843162064,0.0651140870508452,-0.004243153474478763,0.02937156453904995,0.026273322118299802
UTS2,0.024789949351894797,,,,-0.017688322896168764,,,,
BSG,-0.016344942346634733,0.007678536323634632,0.02998121325890304,-0.06682456552545255,0.03434857591777611,0.048266348399975435,-0.018618559523183028,0.03500182740550176,0.010184982072003038
ADAMTS3,0.11359143231823537,0.09491101862257179,0.05513492007170655,,-0.037247082966109325,-0.027271537629977798,0.027488292258562967,0.057628362048748986,-0.0017195172726224893
CD34,0.0123454051038201,0.03904456403977716,0.05343015512791979,-0.06231789123340762,0.05389125826898543,0.06032960542211415,-0.0442845186579211,0.04510960262790438,-0.0067769134558709745
CCL23,-0.016084505408412386,,,,,,,,
PLAT,0.061311783394286216,-0.04601614287682317,-0.02341606128896009,-0.023978623731106694,-0.001011711550768031,0.00826435657245241,-0.030605677152371374,-0.006452557978312754,0.004762181197721689
NTF3,,-0.025332171509373537,,,0.0007386157284409012,,0.04989121722658506,,
LTA,,,,,,,,-0.01212132850300255,
CKLF,0.11698437431462387,-0.02021120818492954,0.015020243983910898,0.08234387382956572,0.06125811710484974,0.03599079222344044,-0.024795045188886936,0.05255827931849627,-0.04199478640349013
CD24,0.06540559181567011,0.02704787651304632,0.06531212200158042,0.04407026718346191,0.002003344155372297,0.017404450552668163,0.07882315664674441,0.0422691957409482,0.022272369350104744
HSP90AA1,-0.12199298203073265,-0.016678776205773564,0.05626452726616356,0.13991719720409096,-0.06463694613316963,0.011456944770959397,0.005682482273149774,-0.02007365385214539,-0.022708044370024223
BMP4,-0.03365028197413755,0.026754164211342933,0.13584418251568675,0.056436598174025146,-0.04196378971268918,0.02484435606571446,0.07063411312607044,0.15988472351937225,0.010657053131743963
SCGB3A1,,-0.017793176316625223,0.026577199675993864,0.0933797478924259,-0.03603728742321455,,-0.026399994201678656,-0.044885338394551076,-0.05068153314751518
IGFBP4,0.08860945356189241,0.0011044069676234604,-0.005964041192635666,-0.09700727832264894,0.031323434718244544,0.06253277228600866,-0.06455210698190411,0.06933059381143049,0.06250706097893484
RSPO4,,-0.017793173713970677,,-0.022805874925616573,,,-0.017779272572835448,0.09149960479135655,0.0326424183266645
LEFTY2,0.11420194355692401,-0.019510432592664738,-0.017847609637509452,,-0.02009903182491707,0.04350204213912751,-0.024178636096325475,0.06380216547831943,-0.003501432508493827
PF4,,,,,,,,0.023436084321953717,-0.024912735844418485
ANGPTL2,0.06925382627768384,0.046300633783962306,0.029461240438088763,-0.027769997345690113,-0.002140974799145581,-0.013889402736680745,0.003910645894936986,0.007178290983724075,-0.047238029857026714
LRIG2,0.03873888390190132,-0.034199772774779355,-0.01518273078088647,0.07531198766897398,-0.019579288251357373,-0.051635865656904374,-0.01040774162921887,-0.0355114027061932,-0.03849337408614804
ICOSLG,-0.012672043159178659,0.018261817498572364,0.0004433374167603803,0.0691908701315015,0.0679135218545157,0.0712462443852189,0.028573818692605477,-0.0023989823123077526,-0.04031703898803573
WIF1,-0.03831869426613848,0.00965524523897937,0.08501043642638396,,,,0.12123105129844983,,-0.021676945161823852
NPPC,0.05470591260411393,-0.0004403207112942564,0.03176269657998148,0.04319904454289742,0.0148681016660422,-0.030499905387639116,-0.01881089242287477,,-0.0025595434939674113
LYZ,0.08475813444358124,-0.02724009784364203,0.048740224509875904,0.053816932395308645,0.01702726606317694,0.0768716288650395,-0.01059668139162565,0.014039799642663232,0.04418121933446208
EREG,,,0.03959794332344424,,-0.03926199026984225,,0.011538975295846042,-0.03173791253350014,-0.011571404466469933
SPTAN1,-0.04945608010171212,-0.012113781066231257,0.018381649279014155,-0.03362728221782299,-0.02345714656179931,-0.013727060180048623,0.09109353320448733,0.04286794146055885,0.03766776724236644
PTH2,,,,,,,-0.014800191780588744,,
LIPC,0.009589911785607521,,-0.03288237980644614,0.04579982859642802,,-0.03743709533232042,,0.1320557681720717,-0.03884992029877124
COL8A1,0.008283244341518505,-0.014795153618230007,0.031134702420411355,0.07367340532842366,0.0415319456310617,0.07138329031875516,-0.026843603457933834,0.017718690828301114,-0.042999750204508747
GSTM2,0.048199628811989165,0.0719352130693532,0.008517202997822947,-0.008110945968719568,0.015326844930817759,-0.032923477069609366,-0.027577228359987868,-0.021727908785622075,-0.020449344852204267
SPX,-0.01871764556452799,0.008509562417385364,-0.011846835890582084,,-0.023872170842966074,0.01578391285782522,0.057039614370572755,0.11382960658533262,-0.021064730351574145
MFGE8,0.08015158824844941,-0.01854558224103612,0.06516182594123265,-0.03187390901146103,-0.02128194562703223,0.017263644859465358,0.01113545152993245,-0.008148952307515405,-0.014705790725983013
TGFA,0.03148596993953265,-0.0033123392456257655,-0.03102413622428817,0.06057884071975851,-0.030045436795208998,0.03276524087062763,-0.03088316878189455,0.0886200123963781,-0.01638565460891091
SLIT2,-0.046971708100957625,-0.00691802978060306,0.003987760301398115,0.06098248842044723,0.11160440820967514,-0.045345869831402624,-0.017269831016758413,0.020898033606736983,0.030606644692456633
PLTP,0.07236676466701245,-0.04673462940949119,0.0030294494289118752,0.040201081415425964,0.016951608805229685,0.024620763850880467,-0.05168545568861426,0.04295344048390232,-0.005947771361012919
APOD,0.027131948023644176,0.008890341126722264,-0.06072572693229504,0.017312571165344636,0.0520052189276619,0.020924856553347405,0.037855901888204195,0.07601815978762212,0.09399327299035301
B2M,0.11241790456853701,0.03781667301806671,-0.054359963659980214,-0.06765012459132319,0.09303549873131291,0.03915863473669264,-0.11182755494988866,0.04929575920897071,-0.025287730423600902
OMG,-0.01438233737884754,-0.021249327968494252,-0.024426456594419804,0.10795845314595622,0.03471977005619983,-0.04476214156651373,0.003331754335259294,0.08212490872591559,0.06051816887368158
CXCL3,0.12364045917125577,-0.019034934811822116,-0.025846158668316358,,-0.031584556278034935,-0.02263925241462226,-0.04987437421070623,0.048601111722860614,-0.005874497435215428
CXCL10,0.05221977300071095,0.0005548210892755879,-0.05128722197616226,0.08037469408058956,-0.02444946701900859,0.0028330076400337914,-0.024293739876296874,0.00905077329698341,-0.01504054465107292
RSPO3,-0.023212034639237673,0.0224663924791364,-0.03943174246252705,,0.005832741992682581,,-0.012331085231590684,0.10384911269149567,-0.07597863196748025
CORT,-0.04017362646316172,-0.02303147251968792,0.04613121139595146,,-0.0269979652663796,,0.021457412722954157,,
NCAN,0.08819846177763939,-0.01768388357821171,0.0008882424872364255,-0.04649406227753464,0.025110346868888606,-0.010419516829999018,0.06162031101936062,-0.006459120426199762,0.0373123264760648
PRG4,-0.020107928402902,,,,0.0410695896770638,,-0.03291789406466891,0.06936180758774832,0.10259077754439817
ZG16B,-0.02170974003985457,,,,,,,-0.03213348751360718,-0.0212531187207858
TGM2,0.038916049252563416,-0.011185265425926964,0.055667245022057756,0.008117887176472192,0.016933166052816216,0.03434016868361316,-0.004686673332801211,0.08645427125015605,0.023162169225676373
VEGFC,-0.02651104110718503,0.013603688453825166,-0.0207466913119453,0.006766669157970079,-0.0015984172820225036,-0.029861546987868175,-0.017769900871832466,0.07290957888437814,-0.012466648766272896
WNT6,0.08096374844951708,,,,-0.023290234367155,,-0.023595996263888825,0.02599999547652086,0.025409133524742694
NRG4,-0.025045700437836108,0.012826326970078803,0.0009700502246626314,0.06856313576525501,,-0.0239783909112927,-0.023477990727901004,-0.02577086172580724,-0.03302574711223835
PMCH,,,,,-0.024065968879732415,,-0.0135176577103448,0.04198708690805901,0.059059167135106755
COL9A1,0.11653440804485368,0.03964956587317365,-0.01810545441561925,0.10121228580218909,0.015110353008063713,-0.02084793453222197,-0.02000518956257904,0.05305065972418087,-0.015213214603401429
GDF11,0.053098420380561784,0.014037932401587341,-0.00973205030689321,0.08200208447006224,-0.011119567096481396,0.027808016407963834,-0.05762383405529809,0.010952950631791629,0.039973521354100094
RAET1E,,,,,,,,0.015706191411888826,
IL24,,,,,-0.017943006480753653,,,,-0.0369216866135885
SORBS1,-0.03815867069603604,0.02361661603696857,0.01483687798165373,-0.0172482621227047,-0.0022881598357037338,0.013459769079123128,-0.04689390990446144,0.03727910089764774,0.05486613192166983
DLL1,0.048532230184419496,0.023897698375724762,-0.05539019428477062,-0.05893563939374749,0.00358413873121155,0.05999921189612461,0.031717809335900855,0.06042419667402901,-0.01075669863556661
TLN1,0.07264461324031485,-0.01176148105495823,-0.013039433217759354,-0.03213589463618733,-0.004555744048433474,0.020580396460649086,-0.05580725277328126,0.0034741135754100716,0.06247106119782625
COL2A1,0.10583056889339908,,,,-0.01747147581059297,,-0.028477123706491598,-0.03750530991835292,-0.029754425508186064
SHH,-0.014590318511734026,0.03462014632569187,,,0.043470797161821895,-0.0017516043211311509,-0.05504955556271225,0.0453207924393736,-0.033988638776889596
PON2,0.11606606825687492,0.07565122591818949,-0.04808210625667433,-0.0015647485554285572,0.0417736568217683,0.004366402483569916,0.043084409190555534,0.01807957386057095,-0.04671803109294555
ICAM5,-0.03626781349868437,-0.01734614120061767,0.07172287563869623,,-0.05015563865261377,,-0.03675173596760436,-0.04822131546302895,0.04128256497382469
HPX,0.001801257181531214,0.014580815733271716,,-0.046573930514105535,0.0627445625311962,0.05128664386565301,-0.03741749250359642,0.10882611818463282,-0.033816994370023466
SFRP2,-0.014812507089564548,0.02569116055357022,-0.06693126435726585,,0.061108021816408516,-0.06342844101088445,-0.05041001952931718,0.09165960507668706,0.003520187015076228
CFC1,,,-0.01885944482479808,,,,,,-0.01157446219150039
CD70,,,,0.011679434840511232,0.057385733064992325,,-0.03418988722432237,0.04799948397124084,0.026993519448664807
HP,-0.049987307942827186,-0.038253047061799196,-0.04255624435298614,-0.014025571482706842,0.05810096271518494,-0.03071014493711692,-0.034440316847867504,-0.03855039047215193,0.03360371946528164
CXCL2,0.029815612638457122,0.010359021807731343,-0.04887046085504172,-0.03526987789905698,-0.020655515043816696,0.024172366909085162,-0.06600815227773046,0.014240089332435975,0.004807660119237677
NPPB,,,,,-0.028619197653114277,,-0.02020353656098208,-0.026141669114280838,
CCK,-0.09560934281654061,-0.030778810779902174,0.08486476083958633,,0.04521995711721281,0.02750794369503725,0.10397878517356654,0.20262462619672894,0.008229745316272151
SEMA6A,0.07672774147603297,-0.009526934695417039,0.03643327658430154,0.03866200483826317,-0.004176463734103937,-0.012455115981698397,-0.06405255499730227,0.018627761858638604,-0.03140746378520872
IRAK4,0.05020126850261263,-0.00936208661857344,-0.03250785853923571,-0.08355141955870998,0.02722514048674186,0.0593979196717071,-0.057331772278936204,0.01590299383050644,0.023801352283270703
GSTP1,0.10795175801586623,0.015572387108112517,-0.0232335118689991,-0.029808983412737196,0.029139405291179303,0.03571215943501124,-0.03167373132650782,0.056402251281256734,0.003876621573297632
VCAM1,0.06438310482469808,0.03694629995709927,0.0034918389224739173,-0.015297988444508859,-0.005409551112659128,0.01086137714675134,-0.03366258942576492,0.07956306781097672,-0.03403076680208036
NXPH3,0.05766644680067325,-0.016814962078614746,0.1379265870716557,0.14179808184042775,0.06771528446125494,0.017362035528308953,0.022767865213599185,0.044717545144154255,0.0604321057135278
MTMR4,0.08097983507626476,-0.0014056627548143165,-0.026587204555735305,-0.06701032290750507,0.01122181714686168,0.03182140961091654,0.04194254578649434,0.034444106028442625,0.026409290788249058
LAMC2,,,,-0.03580116647847389,-0.0220592896617494,-0.02318339745445502,-0.013120995262596812,0.07376622128856052,-0.03180256609281556
IL10,0.0379347987208231,,-0.06753809516985235,0.009651658136887096,0.06717498602020157,-0.022362613256834633,-0.03267396250415294,0.0636991715870466,0.044201490221414834
SEMA4D,0.01197733177403745,0.041530175490423926,0.029815067160804475,0.07603855344732519,-0.07337044808468236,-0.0013063510918936488,0.011550986635035532,0.04865184180713512,0.09285987518854265
TRH,0.05943709273547616,,-0.02936946562995902,,0.02301986326317604,-0.051242171267090075,0.011854308979500003,0.03009722391284398,0.030387852368961472
SEMA6D,0.07840127356272453,0.005457332240962907,0.030202669877204432,0.07707188690248677,0.0045445862210787445,-0.015847396815356726,-0.010938497531670435,0.02622372251628427,0.026812852908986193
CEL,,,,-0.02972999604329059,-0.027171940647854068,-0.045191737678171875,-0.009753735345972563,0.004651342789139847,-0.019578492569016524
PDCD1LG2,0.04151777944545277,0.002705409549787454,-0.015138763399703157,-0.06369902421755508,0.02126855152854579,0.01228378705058127,0.0026836656750353354,0.09098568629847154,-0.01468608693775629
SPINT1,0.006726861717554383,0.0319186517312601,0.048222198583751,0.0820305409387318,-0.01506526446745196,0.0040338121642203425,0.01735818141535646,0.07189984338584328,0.043417173532522085
CTHRC1,-0.006392995476305278,0.07454367841321048,-0.03461037874403083,0.004590209452870228,0.03762413799884839,0.014411679646471838,0.02115429640041224,0.04810613562166844,0.04621430763196152
PODXL,0.05011396132778117,0.04714849948275987,0.02851042221992526,-0.09179017405281406,0.10232018314754569,0.03709282646806414,-0.04928704632457324,0.01625009018003977,0.04695874797424734
JAM3,0.02254745491971899,0.010242632793330183,0.003636365334067668,0.011179011386258184,0.0444068757057999,-0.02051596728501715,-0.02058667054977467,0.008274973762892938,-0.03337954847598349
TGFB2,0.1083242038495117,0.0631564752691059,-0.060358146320691655,-0.02337027899600396,0.02769371698427369,-0.04606884501413333,-0.002170539330585101,0.014728159961365537,0.0040039839517337856
COL18A1,0.0550032801390822,0.007910251032263076,-0.023431048636048293,-0.043356906561906904,0.017169806077408454,0.053158361502479365,-0.06895013113849294,0.008833825650536913,0.05820600333668025
NODAL,0.09754893163742692,,,-0.07298583545535456,-0.02682300459894531,-0.004145703455069194,-0.015004842175612133,-0.0186639886302653,0.004787115672635316
INHBB,0.00934076662903235,-0.023010934394675487,0.015702369668655927,0.0309065903285636,0.013373277938101813,0.003323854646406087,-0.02670454367577556,0.02647181157825651,0.020892906837870356
LCN1,0.007053323966522622,,,,-0.028530600993233884,,,-0.002369840244727412,-0.00035827053024372154
ARF4,0.08785338241861666,0.0013784780065905049,-0.022281460457788695,-0.024783093471597153,0.02275820058525591,-0.012103072481728245,-0.02664540169771443,0.0030950563078716163,-0.04015230372996974
CXCL14,-0.08159667254888706,0.015573495050290601,0.0420256865796312,-0.022335164704624943,0.0298292870714053,-0.005288404226813384,0.0026213081948732206,-0.01304883138369206,-0.06246777066459861
LIF,0.0005907975976302159,-0.02109421458288424,-0.025659334502698975,0.027384917401484198,-0.07677511053929433,-0.022700431668659524,-0.03287889350337293,-0.03736322693719624,-0.03160191146097848
IL17B,0.017788459053562647,,,-0.034185673629252324,-0.024827658840584046,,-0.018667417946766525,-0.0148134078500386,-0.025220889152233132
MMP1,,,,,-0.01564333157864057,,-0.01351765663982902,0.02401357941048826,-0.03784236292936032
MATN1,0.07177445716386141,,,-0.0373549649804873,0.039508887233295785,0.06151342163630576,-0.019238778235789473,-0.03561125062330843,-0.022984049541209656
ADAM28,0.04162926139165184,0.03445668185436849,-0.008504793373153095,0.05586294675380222,-0.0012589241888645512,0.05249340306800264,-0.03332474476854113,0.05921078087257942,0.12157939625049295
TCN2,0.05855389752497018,-0.03578886169056141,-0.033812780670758026,-0.01718007571807691,0.08537149176146681,0.007765242264268475,-0.030667490439169116,0.06882659345335133,0.1359990845414542
THPO,0.047416555779646236,-0.009105231798794354,-0.0047066644971427134,0.019240092354310796,,,0.14402439460818192,-0.016377880105496404,-0.03444368795649596
CUBN,-0.012157923196169762,0.02684912798462176,-0.019586639966366712,0.031583955520384746,0.12255542124714046,0.014361215646661074,-0.021857866247165774,0.014000857771034162,0.018986109025776743
TIMP3,0.03191783334710866,-0.0029725427817632864,0.05506787818929431,0.06780935477716821,-0.012093875080847829,0.009700978712958898,-0.005754453388027134,0.05199034533432281,0.07697755327567218
PIGF,0.08854266463865323,0.03686713791350366,-0.05162557336151697,0.03846810400782976,-0.028453351532963085,-0.009700277882748593,-0.00597378949511477,0.05772513146946155,-0.019191949752971196
CRH,-0.025045690053261592,-0.031613439376902405,0.026299155190541258,,-0.020544162985881298,-0.039526580357488655,0.02989756763018972,-0.04390777644164977,-0.05033869624725846
BDNF,-0.07499888880862389,0.020114948641071183,-0.025282124046782914,,0.03587095666554684,-0.03906105378616917,0.008957427046496243,0.05288812064796693,0.022348997181897166
CCL5,-0.0160966454639832,-0.014257077751393692,0.009965648027071474,0.050839128755551535,-0.009299948274466393,-0.00044630948186801206,0.012124571023380212,0.06540165817288543,0.019401406613676578
GAD1,-0.03188034925635665,-0.007054836418461873,0.0593091658055905,-0.039343610287425064,0.051965422505170666,0.02330088087011546,0.0020388851122314765,0.08307153402882218,0.027296642902958496
COL14A1,0.027333391630915343,0.011829491429053991,-0.044926436559860075,0.08893459978410136,-0.013781423223465214,-0.03417497668668952,-0.053830107624619275,0.10391142979479316,-0.02675979060910276
HLA-A,0.08121704416222861,-0.02394183625354667,-0.04798397971776467,0.04935036276705471,-0.017133461280224645,0.05622437826170104,-0.08800505325136429,-0.01518786417052592,0.058742942946306304
CD5L,,,-0.026582171170034193,,,,,,
FGF18,,,,,0.0007237070261473079,,-0.0233594725603289,0.013762286452182018,-0.03155295093676801
ADM,0.02801012676866224,-0.03895953792557821,-0.03875393271847911,0.018365675252188175,0.00010591706150394141,0.09061447962197716,-0.050827947040191744,-0.014719001088439298,-0.0402331510439543
CCL15,,0.02745857687760571,,,,,,-0.025394910204478975,
GNAI2,0.080882478567853,-0.005629217034334232,-0.015536989333491727,0.05928782567123042,-0.0454470333106036,0.061253539560531464,0.01132468631377328,0.09070784667787404,0.008400404538538967
HDC,0.14131148574971572,0.017710176103108925,,-0.042632156704084434,,,,0.05618736505478956,0.10691422705489417
COL11A1,-0.02961180725725085,-0.011571724193960988,0.0016906028060979397,,0.026847513593882825,-0.06978740999236935,-0.06313959954925268,0.03706750872333219,0.020674391305371485
NUCB2,0.06158014203683911,0.004759656031351308,0.023810715361912784,-0.023254606843972524,-0.03299734251985084,0.06622335533527897,-0.02413810372646446,0.002871335884649497,0.02999753272366894
FGF16,,,,,,,,,-0.02264778265812577
CXCL1,0.05768363712262727,-0.019975116473522563,-0.021791918797372172,-0.08798358394233174,-0.05071772964024303,0.025784253481005208,0.02079134389174463,0.09175244610548576,0.06128541043421495
VCAN,0.03767752956966985,-0.03593036098634202,-0.05935304425524335,0.162929947503809,0.040022590866920005,-0.004381096680386526,-0.04027814700674361,-0.01397426678045959,0.0030426297986177273
MMP7,-0.011888435931756411,0.008256130787858243,-0.015643226642480582,,0.02142909892884104,,-0.06084102399648531,0.0008342647626704812,-0.045453460926441494
PTPN6,0.12831630248023707,0.059027155983096484,0.07502243103095027,-0.017806971375985164,-0.018444086768262244,-0.02450370520430862,-0.05798519313056577,0.08056935927576182,0.05872426572273942
PTGS2,-0.0607300471518478,0.013199863561562277,0.03864666959451595,-0.07024627341451135,-0.08002621872720993,0.04464835827765843,-0.05446181779873855,0.019761631027607026,0.024361929386397144
XCL1,,,-0.020519462364356613,,,,,,-0.0027658301563774227
CD58,0.07007958048207454,0.018863400211859387,0.06671258967540504,-0.17040399505196732,0.04742757295058941,-0.043348551959929496,-0.030801635668206588,0.00856947340105165,-0.016675182009564145
TNFSF14,-0.009112168063377587,-0.019510432592664738,0.049240671043405605,,-0.023480247978693948,0.05446671516249922,-0.019518786765845817,-0.009407236601004017,-0.012780628889311259
CNTN4,-0.04221338057591964,0.011400542089295407,0.0003645750552286134,,0.029140483434208077,-0.029429350304377138,-0.008303750998077633,0.053447593220616846,0.02285280463539098
INSL3,,,,,0.1057907181427233,,-0.01951878488001673,-0.03477139228840183,
BTLA,,-0.02491548972719178,,,,,,0.004194042531716127,
MFNG,-0.0039229235947826555,0.046505662922211796,0.0429406929990764,0.032501776834176696,0.05272916163545274,-0.0015007725207742157,-0.027919009480352676,0.016120032242508447,0.03402380652379689
ICAM1,0.028078725197638623,0.059270213250794804,0.0065361650039372915,-0.07936912866079508,-0.0512185566108622,0.06952684486756487,-0.009432940603371269,0.0009871089773664347,0.0470702092589493
PROS1,0.08879800833884095,0.046345554332779954,0.04388268272018873,-0.012597452480210452,0.10168072344334489,0.06640964603673682,-0.031196801419872116,-0.018448360676492272,-0.06575638456153485
CLCF1,0.0375746739092306,-0.032139034021897224,-0.035981641237932425,-0.06336810742563836,0.015271735662048152,-0.06031623059842162,0.026782036459977992,0.020313730306845804,0.0232628829356221
PSAP,-0.06042759574561097,0.058879163540199835,0.005361252598478421,0.026214902315695104,-0.020511840803125958,0.025079810238427917,-0.06872397987296773,0.039554773204676555,0.04156183864588214
EFEMP1,0.05195062020341844,0.027346060055313676,0.0067577655661399585,0.0371202422816794,0.12127687146659222,-0.01737080199029021,-0.06905565880291623,0.003564780675515413,-0.0615633784011665
C1QTNF1,0.0356184648202012,-0.036097431209705794,0.02226322105776302,-0.023502960186610675,0.010624218996991685,0.03144381298004398,-0.05620082677304331,-0.05508458146692198,0.018196900764522746
ALB,0.11250050468941007,-0.02215973067909897,-0.013413227053920158,-0.047829101818185664,0.08418884614732212,0.02029919760786724,0.011675265327439037,0.04620595934755206,-0.032541273196782336
CCL13,,,,,-0.017430115806938398,,-0.021894373170239928,,
