,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,-0.02368338974517532,,0.07258480975484043,
BMP1,-0.0571903109998534,-0.010015042238246915,0.06072300909026077,0.021675344024921255,-0.0066660149479620115,0.10596551334736236
NDP,-0.0198948094010812,0.048024069507698226,0.09536576967726518,0.00025770379282265873,0.03222467518184519,0.0039453109804143405
TNFSF18,,,-0.004098967923410576,,0.0006002624533444671,-0.05067929268334511
RTN4,0.09228913071474293,0.03692332818021469,-0.13952116880566182,0.05903604264680603,0.07982573860696891,-0.10744227358854133
HEBP1,-0.02020944615907643,0.04756737805888486,-0.012150550437130902,0.0322992669616694,0.04121354397310283,0.06165974136104798
WNT7B,0.01868938698528653,0.03408223508614532,-0.010862262231885807,0.07025633960828712,0.05690021556668736,0.0026707986264616007
PTMA,-0.009150131322655863,-0.028847551510243326,-0.15609567809865188,-0.038016363264687894,-0.05010541449094154,0.02148476709326359
FASLG,,,,,-0.03904269774346342,
CEACAM1,0.08627245964729746,-0.02349195987057363,-0.03509511429039304,0.002292444326520318,0.03777757906146065,
PDAP1,0.054116502347770115,-0.03976761944477877,0.0075960211880873145,-0.012168466706658214,0.01385300369123759,0.004938980130968116
QDPR,0.04502419172279149,0.05462361579414125,-0.11889684291614473,-0.04771976748317192,0.04287740762002585,-0.15731916640322888
POMC,-0.05257845821675155,0.0751758547815022,0.03368735440487236,-0.02981905663551897,0.022218373616940467,0.07287737848602077
CCL18,-0.03235743185325629,-0.025650274928296416,,0.045282448234353956,,
CCL17,-0.02147174326876063,-0.02200791156408312,-0.015384299078929808,,-0.023510080903172213,
VEGFD,,-0.02349195987057363,0.04352615208680047,,,
TNFSF13,-0.019863220054985187,0.0765204922607426,0.04179648452340392,-0.02046912652362219,-0.02139356606857491,-0.04294880349619486
WNT5A,0.015030115253262031,0.028956086899419,0.08808467185513895,0.029229458220771068,0.0009284517475997175,0.11135614323770979
CXCL8,0.03665947762559224,-0.13312628751882244,0.0237177011272645,0.04860941245969898,-0.0021394792865340566,0.11163187867012823
GRN,-0.012725804568672996,0.0014221663411157048,0.11823486481998952,0.030558819944270305,-0.07895174035395666,-0.027511311714850682
MIA,0.002811710881821976,0.052596166784276054,0.02295978413456196,-0.09193155207548921,0.10505133104249427,0.05165120373330028
COL4A4,0.03069603032477727,0.018265367927575247,-0.0024275606011726803,0.003391918643874367,-0.04314747916193314,0.050560855905044645
TAC1,,,,0.05719409158677912,-0.046520888095122254,0.00025712500359142894
RARRES2,0.007658909161359255,-0.0777345158831278,0.011234999710588611,0.015085138267860771,0.038737875709169645,0.10111506526010483
FGF7,0.06153906381267235,-0.025660414584222746,-0.022891265293128658,-0.009812959274175151,0.10265622527070399,-0.021661430534546187
EFNA2,,-0.02232753570273677,,,,
HBEGF,-0.010895236041172738,0.07134634480257743,-0.0511825268361489,-0.009302491580996245,0.011310317432355324,0.10500670292207498
CSF3,-0.031481419564597726,-0.08910264806361662,,-0.026132716302659852,-0.02507912029703118,0.07066587781015514
PI3,-0.04851925260926426,-0.12430179850509845,0.07115380881679924,-0.02549264734969764,0.02097582210748156,0.06595409521681735
PCSK1N,0.06847747078186522,0.05638339447847809,0.0844727538834343,0.0008319616725293916,-0.014123137919558654,-0.12690385686027708
NTS,0.0703408326741159,0.0029151340643998893,,0.0228416331648489,0.042488169225054315,
SFRP1,-0.04967774061069615,0.06168438377497476,-0.019684365242926587,0.02225445500884061,-0.05389179084426252,0.026260430376971556
CXCL13,-0.0111304762002447,-0.05736580413210697,,-0.0426278983999567,,-0.0375269962397995
MICA,0.018749630312241864,0.030914964181755343,0.044951703993355095,0.03882041268690166,0.08056670587867373,0.0626133696470137
TG,0.003984628781390661,0.017153395627150084,,0.014509825598395039,0.023771410202394358,-0.029657158600043653
ADA,0.016231298635172565,0.10509565505319365,0.027793490319671037,0.004038052017337148,-0.0511322391496764,0.01543931835449848
LAMC3,-0.035122184119998325,0.10220859964914532,0.14886321118859103,0.05637469953152246,-0.09088370825342348,0.032556122059946464
CCL7,-0.0032438033698362367,,,,0.016549161905289843,0.09258893419506918
NGF,0.03240662314245423,0.03442864100227355,,-0.02679143783020707,-0.024355186087031355,0.00909759530256941
TNFSF15,-0.03137305042554379,,,-0.01622796818056895,-0.03607450159879196,-0.015651947919031944
HMGB1,-0.028176455957955454,-0.012625942267899377,-0.04910257338574004,-0.06989413342194525,0.08513967889070376,0.004602700510434236
ITGB3BP,0.04382421851538912,0.003986208949244162,0.012861902355599945,0.05895853647188329,0.09158489266240212,0.04807902757193802
AANAT,-0.028231987463041456,-0.030046815740314783,0.11916181430267678,,0.028930487838978818,-0.019584654905619885
RELN,,,-0.04830237827594658,-0.019601626899437424,,0.04140095622398413
IL15,-0.03350442985868804,-0.03799667716811867,0.059610380281817886,-0.039585008888859484,0.09153923542274468,0.051905044461128806
UTS2,0.04628357622473407,,,,,
BSG,-0.03494120591418877,0.010095226973794977,0.16567220708434477,-0.02287652684004369,0.11643876337242955,0.10395447245872229
