,UKF248,UKF259,UKF260,UKF269,ZH1019T1,ZH8811Bbulk
IGFBP4,0.07377893492645757,0.005974585740691648,0.035554881871858166,0.13026931111904336,-0.0263857764147461,-0.06720083583964337
RSPO4,,-0.024113483739897627,0.05084455537669233,,-0.04756048701684802,
LEFTY2,0.1006966533598088,0.059703594302505825,0.02566396111068758,0.012090840490874952,,-0.018236481415780256
PF4,-0.017682150299827684,-0.010723958112766484,,,,-0.014537051842373158
ANGPTL2,0.08015634316361774,0.007694315337306724,-0.0344702329190967,0.05358269118590678,0.0119296823213454,0.0894843154661492
LRIG2,0.10536906954414281,-0.020755024702700842,0.01515675477710146,0.0628858852752886,0.09919074544028364,0.06755714478147293
ICOSLG,0.03407708842452502,0.0027871712543922596,-0.004192822213557934,0.058345851048681494,-0.008017130983425168,0.0661404074148892
WIF1,-0.03181615941617806,,-0.056627503642171124,-0.05876394123562535,,
NPPC,-0.01637426421578828,0.054212034033110104,0.015155504274432215,-0.020149251805287312,0.01462195392005851,0.04633788821592714
LYZ,0.05826099393405607,0.03747970239475427,0.016237871467761195,0.09015034528973477,-0.06121406118850541,0.016493159491862728
EREG,,,-0.02850901920870116,,,-0.0018394712915394604
SPTAN1,0.01132081906470295,0.04671978655618651,-0.0732700932032928,-0.04485043435607624,0.07176860129187243,0.061600903162222206
LIPC,0.043466246149611754,-0.019271751420652107,-0.019613908406558377,0.021029938909701045,-0.044940941113496544,
COL8A1,0.04610664129606523,-0.05469003688883053,-0.025386307967981723,0.037887360138868585,0.024825897590477607,0.027368395210785126
GSTM2,-0.02235446955359842,0.062012667283435984,0.05218809190025814,-0.017669955045769355,0.04620906153347983,0.058413752896435016
SPX,-0.004063710951651672,0.014505779228153996,-0.01946134114198131,-0.043004183534202226,,-0.018049607967733233
MFGE8,-0.0026295931413357846,0.0383458113218024,-0.022895049267679594,0.007097785058838196,0.010230581391448938,0.06730438205008228
TGFA,0.1120954933557502,-0.0052315075429855,-0.06500296464775622,0.08498704046873497,-0.05706203329741296,0.07251672435406128
SLIT2,0.05639840105384771,0.05438151463965231,0.04009370666741502,-0.003248759563072618,-0.016113935950098055,0.02780236564001054
PLTP,0.01884879111944306,-0.03890607264961562,0.06424526296991438,0.1448225627782481,0.10901275422677463,-0.09827893703041522
APOD,0.007328329581419013,-0.04460775353848543,-0.04307360193463153,-0.0027763638097117803,0.05444342715205292,0.16154351005210982
B2M,0.05978825839299091,-0.01655670965007822,0.11883425995165074,0.11451784364392524,-0.0036284965174851057,-0.052962209440094256
OMG,1.1623135208200732e-05,0.007741293072274276,-0.06941542243905847,-0.057679172957503314,0.07191965115008886,0.1664872316672506
CXCL3,-0.03531011996467082,0.00696397167156961,0.05903224707055527,0.031235671733825947,,-0.03998959926929734
CXCL10,0.015892708116738676,-0.0009794804095786327,-0.020169157598794462,0.13268642526249944,0.020404951073137247,-0.019498400760905133
RSPO3,0.007186873720873542,-0.012453785202858652,-0.019613896313621686,-0.020134960534072596,,0.033497126302834405
CORT,0.008800262813778496,0.012492535255990039,-0.023804424584687223,-0.034848060323801985,,0.0393862036746236
NCAN,0.0783393731553249,0.010032571367359454,-0.05790140946994989,0.01780103248766684,-0.008631973131237819,0.16777242949878915
PRG4,-0.02563466021690798,-0.012291348926016164,-0.01404347934304844,0.07105318239465325,,-0.022446658733983865
ZG16B,0.0045599320181645,-0.014265613657432855,,-0.018831815724095584,,
TGM2,-0.006736531446073024,-0.026113494042837162,0.06769809263403062,0.05149498887487485,0.0847355814037004,-0.05027548039281143
VEGFC,-0.03254830096693467,0.07173972717158429,-0.02161756826817168,0.028025410179036318,-0.06129252247452149,-0.030479876682268838
WNT6,-0.0275028205406666,-0.017000518233971834,-0.019350562505106243,-0.01715226353800333,,0.0011241552431658082
NRG4,-0.015699665538674294,0.10178313522249455,-0.020003099822750465,0.050082846075082184,-0.037958901449743974,
PMCH,-0.018094709425375697,0.008062112141369721,,,,-0.02134365095392496
COL9A1,0.08187145092627876,0.02140486719661017,-0.027292356613973345,0.02495833451732048,0.019975290881447835,0.12663875337795244
GDF11,-0.004915437125268059,-0.026917543982835353,-0.03185208856462799,0.08556321105335893,-0.06521575121720727,-0.000669431464002893
IL24,,,,,,-0.014305265941655428
SORBS1,0.07158320906924258,-0.029083388215246805,-0.002802129117586353,0.07493277365323756,-0.028237044283425914,0.04806991917490067
DLL1,0.028365123642277577,-0.02293494704647044,-0.015115683134015597,0.06425893445927454,0.021807924502333483,0.14308552971314634
TLN1,0.061160851297424636,-0.010451263811841912,0.019246042418247157,0.09640966533459824,0.0469070346326328,-0.07530001973963397
COL2A1,0.01173505948731578,,-0.012542957474356669,0.10380033757304959,,-0.037283899131966385
SHH,,-0.012772729602356106,-0.007116999106144328,-0.01265617133436096,,0.06173378046981262
PON2,0.019417826011585905,0.0026267961042546004,-0.05792840427484569,0.03392268143584916,0.09402461757440808,0.050820119619814134
ICAM5,-0.04594163901029796,-0.019907205644825426,0.011243611605235147,-0.031460016530334534,,0.07069114740697757
HPX,-0.04259435315528155,-0.0014105122078618849,-0.035583424646713505,0.009779260286719327,-0.029382448785664338,0.0707236667739934
SFRP2,-0.022662268695644045,-0.01454675483816081,,-0.012848905763516806,,-0.04137617052357251
CD70,-0.008287620571974281,0.024253942171405418,,,-0.04119642889703709,-0.06307738060174066
HP,-0.01426641067652686,0.013346048192655719,0.12108918822273912,0.062193265078354334,0.0595074100936581,-0.07466356453672335
CXCL2,0.008106832546619008,-0.0018221090951450883,0.01489206752991492,0.02341224441668773,-0.0373956145462549,-0.0027936065803157856
NPPB,-0.02199056891515821,0.001058624684403548,,,,-0.04170353195150137
CCK,-0.005422636426809297,0.05025060910556394,-0.018404944412750614,-0.07692062617726934,,0.07372739983906164
SEMA6A,-0.0071102465273640255,0.009513554413115062,0.01265962191683643,0.05800266229412244,-0.0073159373362577775,0.04386959540549808
IRAK4,0.019028373185277777,0.013280950242372351,0.006611731158056067,0.012223774418014885,0.11547545239610635,0.03291180793191502
GSTP1,0.0038250921319922695,-0.039466906496125526,-0.0038332243290032882,0.04898456111000464,0.010985370535505287,0.10832611863454401
VCAM1,0.007803073796135364,-0.047788729493324446,0.05187021044082694,0.09500764175845541,0.08216468176594248,0.02123248791541854
NXPH3,-0.01943601070470346,0.02458592507490414,-0.017349380877962887,-0.0021455823358859246,0.059434976431498504,0.08607365852856795
MTMR4,0.03199003229122592,0.01135908009329978,0.0015104232563393713,-0.03924562888252904,-0.16564358825460943,0.02820012991678221
LAMC2,-0.017260297194926066,0.12372148541030002,,,-0.037958924206287305,0.06858726594579793
IL10,0.004696885930455367,-0.002475451818639969,0.11517997365291227,-0.0024851952471960227,-0.0175004187070923,0.060783129467986995
SEMA4D,0.062261075262428106,-0.033230222979882165,-0.04550393362850642,-0.05644536021394878,0.055375938498850176,0.1487681280505774
TRH,0.02153861207472023,-0.0302776391293296,-0.012343221116947002,0.015275417327281684,,0.011766602823680136
SEMA6D,-0.006684855490481283,-0.021184718957944316,-0.013789260542810801,0.02376523093061525,0.10064460602186044,-0.004008686033576379
CEL,,,-0.024351889511747823,,-0.037718764781388435,0.029858539986029862
PDCD1LG2,-0.011034503014437976,-0.004284634840533187,-0.02744408229726747,0.05976657879337333,-0.038767376856282204,0.010216145253795696
SPINT1,-0.012893073762202837,-0.027058838340114556,0.022208234075663448,-0.03051201833871302,-0.007872372736059688,0.07128971502700952
CTHRC1,0.0214963460350727,0.043147982100451725,0.021188379957592315,0.04771362629822226,-0.04529755147735447,0.019900016387920577
PODXL,0.03931726292887106,-0.0035396335642697997,-0.0027267927557390282,0.13822090101447024,0.04772306727218186,-0.039945217273273256
JAM3,0.02704694438636645,-0.00919493817156035,0.010085572508128979,0.08168349214132466,-0.005577161792045331,-0.06747716996759352
TGFB2,0.04130159871031226,-0.046702736115617954,0.001037491743552002,0.1313365771461245,-0.06344043022628569,-0.0023917728874970063
COL18A1,0.0335521193459824,0.013426007459610423,0.004700064909527536,0.1414321835866572,0.01678020565157675,-0.07777802773237341
NODAL,0.002466315817669824,-0.002380967738000824,-0.0051223761309525774,0.07469532506011974,0.02879323227315158,0.052483662519262966
INHBB,0.030772751430225967,-0.013091461648341103,0.11704883846197266,0.06152691552665786,0.003787606682408677,-0.03379397684922085
LCN1,0.07967980161944895,,,-0.014128254193128896,,0.08175973132493267
ARF4,0.02720161683690563,0.012097957012277949,0.0450017806519301,0.03603124427371208,0.10264055912639569,0.11896052055452079
CXCL14,0.024322750100553972,-0.013292177056224626,-0.014403228366944337,0.018214798365266956,0.03185399588731895,-0.15414885016153906
LIF,0.01791634617831754,0.024697275665332273,0.03300946200154659,0.06784818266176991,-0.054168655576271735,-0.0744390748975909
IL17B,,,,-0.023333021690214728,0.019593792380037164,0.08108269994066988
MMP1,0.06114034228881573,,-0.01234321842430892,,,-0.02750507486661577
MATN1,0.051568301281869185,,,-0.014812514012410613,-0.039606371073842114,-0.029515439317202748
ADAM28,0.03152592811771298,-0.038460081199596194,0.04105498356749319,0.0731199907124919,0.04016523267068579,7.043191419972076e-05
TCN2,-0.013310707179187174,-0.014514400995480715,0.04986775382239679,0.035888029681847324,0.061201107983457216,-8.078097082609628e-05
THPO,-0.029529878473217884,-0.0033464259338538234,,0.04076949361647902,-0.037958943321815326,
CUBN,0.011779002991284673,0.06594643962587221,0.01648814130369669,0.01088424891301556,0.006841429720155021,0.09832949101253592
TIMP3,0.013616715472278527,0.010268340260370384,0.013057720787085276,0.07556623758436652,0.02466202209613888,0.009721770419921142
PIGF,0.030427591574780147,-0.013492132247077354,-0.027947931271622626,0.08219381477830767,0.029094272360351833,0.09750211520139797
CRH,-0.003664249666026658,-0.014406830600314132,-0.012542959775787683,-0.0217255397300923,,0.007710505371847016
BDNF,-0.04044302483662142,0.01087355776620886,-0.027345635273405673,-0.06232575266874999,,-0.011436048323049008
CCL5,0.014944502684076945,-0.004769912135885499,0.03468617404924094,-0.03207125686470761,-0.018101238433608495,-0.04654673179438491
GAD1,0.01768633154093441,-0.012935843554201873,0.022594890875194725,-0.06558079713177449,-0.04171487322347535,0.10272300391535605
COL14A1,0.0005757325873708148,-0.013360437770635721,0.10806932339399926,-0.02506270612472247,0.014234437874706834,-0.012138774432430936
HLA-A,0.004073072294671044,-0.025500526021965654,-0.004783567347777596,0.1407098520834407,0.053775933877382553,-0.1816591587022766
CD5L,-0.020222495359632914,,,,,
FGF18,-0.018297703205289666,-0.011446119174356709,0.0663119469251555,,,0.004996193812907057
ADM,-0.028492883250472622,-0.02012956320264147,0.05103493778332677,0.06287173274797692,-0.05367075911380203,-0.10616692481958377
CCL15,0.04891566189005133,,,,,
GNAI2,0.05030285873296285,-0.003516474627254996,0.05533392263762015,0.1335039797570796,0.04697057933169887,-0.001993631805506314
HDC,,,,-0.026945433031001834,-0.0021393733524817534,
COL11A1,0.028418016633413708,-0.007367574297142844,-0.006810999515602445,0.07924655253520466,,-0.055957978641182446
NUCB2,0.043931105861325655,-0.02995570333691624,-0.007964171676778788,0.0003462164791378025,-0.026798449406768135,-0.07565455561294274
CXCL1,0.018994035114619775,0.01579691467487047,0.0856248880421743,0.03410950351230603,0.0038830461451762645,-0.07208780898978258
VCAN,0.019828821574932317,-0.02169663218682337,-0.09133194416577134,0.0828169472493641,0.0575050929076753,0.1414659549917879
MMP7,-0.03601216232266897,-0.02275566351622678,,-0.010312460411942042,,-0.07501277362688721
PTPN6,-0.0029861334492051667,0.04377478730896573,0.013392367854805166,0.06678817436435869,-0.04399148382439576,-0.03394088535773135
PTGS2,0.03753951660885293,0.04636168610888333,0.11677086197131101,-0.053609760467875946,-0.005138228215947669,-0.08467303979095285
XCL1,-0.006723068485648386,0.01091626204819058,0.3162718900799052,,,
CD58,0.07854153454851022,0.024782898271893814,-0.02010186569605128,0.040787587793215,-0.013497772588632412,0.04974445541869657
TNFSF14,-0.022328724211251705,-0.04870842676941461,0.03947591965384795,0.03188500118284445,,-0.02839897188125849
CNTN4,-0.004333592552945797,-0.022381696339269754,0.003696277285532276,-0.0366174170044166,,0.1413773954897751
NTF4,,-0.015753495552572782,,,,
INSL3,0.09971805615622766,-0.011446116929267239,,,,-0.016484293764476115
BTLA,,-0.002012097949980463,0.19666532083891303,,,
MFNG,0.030088669818176282,0.006998067064351253,0.0036128273128040694,0.04030706505715125,0.026876971830588427,0.016632881826330582
ICAM1,0.02088955162300079,0.018809948943480478,0.042218827282224286,0.10841045289738488,0.037941355059606933,-0.06763889829572754
PROS1,0.058911704167197015,-0.06254476561267526,0.07245932199890207,0.09536182139660315,0.084560608540699,-0.08635350289680557
CLCF1,-0.01196781488307952,0.007602662232883421,0.0494448402597838,0.004197216845232925,-0.05245791424806453,0.004832881132291756
PSAP,0.026948028150927086,0.03712149507464766,0.07619135820721683,-0.028238098645226844,0.10617172052311172,-0.14141624311412848
EFEMP1,0.07114553955624729,-0.032772571552178165,0.06135044692135389,0.07378954992522016,0.012895637014222052,-0.08611794194858928
C1QTNF1,0.006160783078428519,-0.0048546138077235415,0.08020377083175075,0.0737306000750014,0.06309856437154558,-0.11826337158210665
ALB,0.024598360896081667,-0.020320946471420097,0.04573689315183259,-0.017297854875610502,0.031611542330166435,0.01646105631524464
EFNA3,0.02809242138327234,0.060280046216289296,0.024512052285499988,-0.07818545613209464,0.0336023882498171,0.06470838468353685
DRAXIN,0.012159898250830855,0.008895303376854822,-0.006998450295126574,0.08779823114901754,-0.030629769943187096,-0.07951636969381592
RAET1L,0.006233151194071555,,,,,0.15296051761815807
NPTX2,0.06988554807568527,0.02310656602600175,-0.02230054785075825,-0.02242344807597343,,-0.008545745961279364
FGF11,0.004945271458193196,0.022434619150766017,0.016688639626978446,0.060545414535358145,-0.02242029187728441,-0.0380567068409223
CD59,0.03876150646516473,-0.0015032890590852015,0.027168498893273895,-0.041460050649214264,-0.020772973557674577,-0.07377914745452294
COL9A2,0.020510100091532615,0.004960633309855454,-0.020450540986903118,0.03363106037878264,0.1113609224946232,0.07958739892920004
DLL3,0.018050362818434966,-0.010156107543016981,-0.02975212185219041,0.016962504830349456,0.09046221591058712,0.1820964888861819
FGF5,,,,-0.013774184459971651,,
LIN7C,-0.0037868112112038844,0.024366618928540088,-0.03156988242562449,0.047069099686890215,-0.025510439219056588,0.02224391871322671
GDF7,0.06761552400794876,-0.020423214304622808,,0.023568735615229177,,-0.014305270473853328
PSPN,-0.027000148108969807,-0.002349448189589395,-0.014867050184519127,-0.020910052352296423,0.02455571198192313,0.009285237502580318
ANGPT1,0.027414739370378013,-0.035918495043432634,0.03537926635046879,-0.0003958827725114858,0.02849956800284984,0.023057774145204962
PNOC,0.036044589077493694,0.034754365373667793,0.0048971965462900335,-0.03884627046528256,,-0.015212287546385827
L1CAM,-0.0027726417666001438,0.006521796598801136,-0.016295910465925944,-0.003482304609685364,0.06344451806109042,-0.1213559954272067
APOA1,-0.045752837673722145,-0.017825435960579054,-0.027352316155241467,-0.015589691224193373,0.02589001091453029,0.03361965917581232
PSEN1,0.06122298709222412,-0.0014029400491951062,-0.00634755605901657,0.01524353317923034,-0.024412828059692547,0.013457134937831804
CALM2,0.04456606529352193,0.01736737012977329,-0.04597863177859514,-0.0964195829623999,0.03833307356999534,0.0612751108805598
CLEC2B,0.013944731709858452,0.003711042419886023,0.11293096342890942,0.06704962371580794,0.038265826402094985,-0.0808351042925575
NTNG1,-0.019921775093862896,-0.039058298026474675,-0.0012878980073447685,0.019267520084358475,0.07042863816244094,0.0804135707120722
LRIG1,0.0704772481015459,0.005109502738542287,-0.09397221803721208,0.07114279687492642,0.02365869828043386,0.1561343180566355
CPAMD8,0.09028737277435359,-0.01353871392864424,-0.0166640272165702,-0.012460603526661137,0.06569333979884011,0.008836588873019987
GHRL,0.1088370895966885,0.023050348868148957,-0.028221756137374494,-0.02649923077567291,-0.07207664441095937,
NPY,0.04084916804924016,0.0034779687790233533,-0.05818118837431077,-0.04961620784801042,,-0.07688147430943318
MMP2,0.03071013385361871,0.057152127828449445,0.06525059779787437,0.06345399808211882,-0.008056891604180404,-0.007818570286581754
LHB,,0.036448094229422384,,,,
PPY,0.0517249967806764,0.04858919368024422,,,,-0.056697234828873
ALKAL2,0.07711617336206936,-0.011619889677734639,,-0.014128251903345572,,0.03232578935212635
CSF1,0.04027123543591335,-0.020292100187025843,0.02012133857409784,0.10517793187691235,0.06639562574795135,-0.06477272362023347
SEMA4C,0.012388051725692297,-0.023851767742042482,0.001140282096034795,0.004801123622740152,-0.056331367253538066,0.02421225818322354
ICAM2,-0.02796001343404487,-7.203066086636932e-07,0.03127944258947567,0.04304979068443047,-0.001020617722502837,0.07900311232158966
SYTL3,0.06665086184682854,0.04639811904666444,0.038173498964284555,0.05066535390599922,0.09814757987054588,-0.024514651705807917
IL1A,0.0428764594688839,0.011081781761939049,0.07495756796789779,-0.02292881648861343,-0.04785959192616109,0.05115209534591425
HLA-G,-0.023796170219632862,-0.012453786174174327,,,0.059015878902177785,0.09265942987006849
PGF,-0.01921397492844696,0.012088552547716113,0.044870552422794696,0.04305852121650782,0.011528335480001694,0.10145047630822061
LGALS8,0.095061129738457,0.00018356283235621514,0.05186158160501121,0.03388732075653944,0.05973400324133065,-0.05869784410963678
DKK3,0.042816479845891826,-0.019461364640696078,-0.05285448695446974,-0.0444682055577103,-0.011438705814565367,0.08379422307032973
COL16A1,0.09464345200459827,0.023469860183287394,-0.04839170800566078,0.04453374398522454,0.015961350643645945,0.032108009956037985
TPH1,0.059703082045925324,-0.022662674672707203,-0.01635790292698991,0.03648022621980943,-0.037958869590652075,0.04327128108901154
TNC,0.059751100438592386,-0.017764041912311963,0.08600630844562344,0.12133731363610072,-0.008746045197164265,-0.18268249816548016
TNFSF9,-0.019712219909018617,-0.00641985806800145,-0.03108952999496949,-0.022121390224848384,0.009537882262228032,-0.03593788542311079
C4A,,-0.013979148715710966,,,,
CNTN2,-0.0069475683704128734,-0.055263121233213065,-0.03008158323018246,-0.058875651468555494,0.07043296534123739,0.15388330694285549
F7,-0.017045674616804597,,,-0.012460596284141541,,
LUM,0.04941575168506099,0.008819364213522208,0.06011608429232311,0.11126152997723883,0.06619250080934548,0.04444032094365603
BTC,-0.015464491845111528,-0.03200377633727948,0.08354291286662509,,0.030908181882463016,0.0084273139673498
APOC1,0.04769626408689191,-0.016456908401360878,0.022935438396546267,0.10744438641901426,0.057978232463801294,-0.02392102636012463
PKM,0.019182288683213134,-0.024515337117001504,0.05922036101170683,0.04447375643866117,-0.0022052460729571587,-0.15718869126596174
TNF,-0.03977549519142661,-0.012359840323707386,-0.024462688856725538,-0.018287471205262064,0.03609057530212418,-0.01668742611443806
GNAS,-0.0027264170157911207,0.03623925871136417,-0.06255303362053763,-0.026107993413093365,0.037855195054625534,0.0210617472373925
BMP8B,0.011137354564763214,0.06377627711662719,-0.02259001600246786,0.0009082077741572632,0.03356051499405923,-0.008648477379348225
LIPH,-0.017472428070560795,0.048696347637887466,,,,0.06738153747123309
CCL28,0.03248085896943346,,,,,
PTPN11,-0.017258118357175865,-0.04361029415017073,-0.004254207651409147,0.02391368650053466,-0.017394889604539523,0.003020516386479607
ADAM12,0.020865600894582084,0.038496398026957826,0.010757592458646107,0.10325311178135071,-0.005672644581872546,-0.04454225671811134
EPO,-0.008636348083625341,-0.018054782522378392,-0.01755286008292117,,-0.05413338209553444,-0.019322757018866463
EDN3,-0.008545009418424081,-0.022475694700207185,-0.017982157213804296,-0.022078418303581517,,0.002459185308177484
CCL22,,,,,,-0.017670365432199592
CCL2,0.05478304759858318,0.016502765376828838,0.039651490581134145,0.0648617680068551,0.007924507138887345,-0.04864721340445448
DSCAM,0.020300044033899962,0.08971864428223288,-0.03955320399236122,0.10331471190158532,-0.026075609828001004,0.1333237642546933
GPHA2,0.016147070922884157,,,,,
ANG,-0.019437832649236642,0.01634534847166188,0.06914801525670809,0.05763694256036063,0.05910423004798158,-0.013916253070028193
FBLN2,-0.009310021109346485,0.026998264914279015,0.08768685498119995,0.053883807010280504,,0.03121760962736885
VTN,-0.033028978145774025,-0.023215814239513608,-0.01769701755153123,-0.0017534657990054226,-0.03869601753467138,-0.01358737320153654
VEGFA,-0.0006915904932655199,0.061737835270024154,0.037539427835312104,0.11788672522455529,-0.0011452470359671306,-0.1357418625828676
F10,,,0.005318795825287434,0.13579340292435807,-0.03565904127558203,-0.02320599218034764
SERPINA1,0.07481316046114822,-0.01992562590158975,0.07795025550219645,0.13462593896575448,-0.08699101499516339,-0.1259463545275428
VWF,0.04498597577378056,0.00959226816768996,0.011495595681503068,0.11573925710408876,0.05501144859907949,0.04197574638622686
GDNF,-0.027363088003800638,-0.014685422731473878,,,-0.05201543680722302,-0.032952033314978396
VASP,0.05630701073616359,0.019157667437572704,0.009969676675272477,0.056947759186648995,0.031133287462996054,-0.02494813950207099
ADAM15,0.01004941194907247,-0.02426352473206722,-0.016353163913488032,0.06784193310023601,0.0366982731607135,-0.04175898262943422
WNT2,0.015015917533857587,,-0.014220477975629715,-0.0319844470587685,,-0.019845439358839947
CALCB,,,-0.021376172081735142,-0.013774184310283105,,-0.006130473911330239
OLFM2,0.047316914968343664,0.01080028555836808,-0.07834902813712105,-0.018203268964601,-0.004289962686047903,0.08881112221755741
MFAP2,0.01740578286398961,-0.016528287557681938,0.07494631958336144,0.07155862723020286,-0.01363395954865557,0.08638175394024601
HLA-C,0.010764740992073479,-0.020723927300088457,0.0888437009026972,0.10393157274460335,0.010044126528212457,-0.13271240097948403
THBS1,-0.06828198114774163,0.009268981247524618,0.08975418467864217,0.05425646040163504,0.08342650497415025,-0.0583390513262986
HSPA4,0.04787534219069328,0.02265848709521048,0.03227448127842357,0.097640936585525,0.007506911457181497,0.0071483521671711694
LMAN1,-0.006179868261984071,0.040870086328095294,0.014741305216570256,0.06522662512450537,0.02751648322451449,-0.06506553932672461
