,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,ZH1019T1
TAC1,0.032450536363723026,-0.019999469809928054,0.007337426995366372,0.02929296629470224,-0.04186104787000841,0.01547529393205877,0.033152176599017216,0.13052065702512697,,
RARRES2,0.0687340982810154,0.018680228085821052,0.0066379202419709895,0.00827180135562982,0.005061705700861344,0.01261042450877179,-0.01820068994441057,-0.01219700195991134,0.012289746811737055,-0.09907699811899384
FGF7,-0.016973554336297953,0.051580306752105405,,-0.00537878887501736,-0.03771578237123704,0.04091042343780127,0.0021681588149672264,-0.04233752294791793,0.05334451713228542,0.01797032888605427
HBEGF,0.0010053234842749097,-0.015111497151558077,0.05784536133647868,-0.025730383354617324,0.05994874647942932,0.015402967616459429,0.001459114987831637,-0.026997812241801734,0.090540511459891,0.005359758597323268
CSF3,,-0.018264618470977684,,0.05609741921654215,-0.03788676954882944,,,,-0.013843261432125073,
PI3,,-0.04100983261159006,0.011773253078037465,0.05454756205737225,-0.03432541067907667,,,,,
PCSK1N,0.06309869178134844,0.016239299183615902,0.00584590664464701,-0.04078496395912963,0.030433587297772194,0.008351938759458182,-0.011179748931870752,0.14001260533789342,0.006443404442632172,0.11266709720745634
NTS,,,,,0.014095567684175813,-0.0057893372677116865,-0.02172903308945849,-0.016418702631603284,,
SFRP1,-0.02711560760598838,-0.019882912948828164,0.08671653538929494,-0.00015641412471613218,0.006759761472683662,-0.012889359505722215,-0.04706289966591804,-0.049412274014270945,0.05208120919721286,0.11601079714393403
CXCL13,,,,,0.057361283877700224,,,,0.01743217970434504,
MICA,0.08015521545492779,0.12973878111444234,-0.008120149600673702,0.035375964913197534,-0.012026072792053713,-0.010655853245334265,-0.006019121484853848,-0.030760519759199748,0.028122624784332334,0.04301855918495267
TG,0.022812066381144018,-0.046510513300921534,-0.018537148521149543,-0.009564352184897706,0.005400606330016614,0.04171315601553998,0.0034811226468160696,,-0.028319496600825257,-0.06992504808949784
ADA,-0.04011707048194994,0.00625016430390883,0.03902769039538013,-0.022273924016397367,0.0929526825388772,0.0311061248921186,0.007888691529693164,-0.07052862472582094,0.11806923789974043,0.10457973692008078
LAMC3,-0.03655452971783387,-0.018176728880618394,0.11663149850227349,-0.035589058682857735,-0.03731263435541715,-0.04040171699337563,-0.00231891436052416,-0.02775341589707052,0.008974087952334895,0.05847598152083777
CCL7,,,-0.0258188864714711,-0.007862722446431845,-0.0032613940197691194,,,,,
NGF,,-0.03361438342793191,0.05346005674414504,0.00627012375592195,-0.021621703987587,0.024543651734629003,,0.3075290625125194,-0.007109010623149629,0.09459067133834113
TNFSF15,,0.048326433058567084,,0.005965608826696915,-0.004461316590853896,-0.002952276983057836,,,-0.017583084086456577,-0.04123086772073362
HMGB1,-0.060458585397491375,0.0030466506406390545,0.027223899537127817,-0.010078228396985267,0.03810188507093275,0.04395317990120185,0.024854489955684504,0.006749071796984844,0.07604415779187065,-0.01624339697886656
ITGB3BP,0.021836505579288835,0.06508097526493303,-0.02586204130743181,0.012836398209268398,0.04584547390458411,-0.003486486467980656,0.007935551141050443,0.0035935658059288228,0.045091356843750006,0.004858276264488224
AANAT,,0.0029599247726346286,0.02795923042989329,-0.02844879981741642,0.013495925388796473,,0.17952145838254496,-0.015436005273433945,,
RELN,-0.017892524504729834,-0.02796756251265297,0.015033343152483943,0.022928769818952977,-0.0299454210866651,0.04203455805417984,0.03384718508021278,-0.02247814587328364,,-0.03631995851173071
IL15,-0.02932340497764562,-0.016971707546196157,0.02299887717901076,0.021743062898323548,0.03321015721291433,-0.02950306136341018,-0.0439465851946745,-0.013517792058711451,0.03521007883745947,0.025040588103901314
BSG,0.0709234490617283,0.014934821505663205,0.03860069068731079,-0.02634285519846293,0.11802523829902346,0.03859701574423286,-0.02055497943890701,0.07534153289508426,0.05755948063854666,-0.06783925152919683
ADAMTS3,0.09278502632655186,0.0982041088281358,0.0021131260042456814,0.042050846174649575,0.07107688421692003,0.01876614421052585,-0.02683208882821207,0.0628319471394204,0.06715494721463186,
CD34,0.012400485063104533,-0.008082388928055195,0.054337050789403006,-0.010011935980234173,0.05088785666539336,-0.03736789127761946,0.020474564134664915,-0.057520307212969655,0.06698902695069886,-0.01231764251955548
PLAT,-0.0009477681068042894,0.052391039029724314,0.07877238534421864,-0.005736607950076365,0.054734133928429414,-0.02540157158125135,-0.03259029349939852,0.07232236701142408,0.058428581495968746,0.02568754457764185
NTF3,,,,,,,,,0.004962949001951815,
LTA,,,,0.03164974257939549,,,0.015249982195975054,,,
CKLF,-0.010201995372829106,-0.03814543843941832,-0.015056329594011512,-0.014772818511509375,-0.024233722094851747,0.053969997708983725,0.03484918002649025,-0.06834817187219507,0.05611643406998363,0.08485070250435611
APELA,,,,,,,,,0.10522458629749525,
CD24,-0.007757449501494301,0.04091832270618908,0.013699468727881253,0.0074662626560606255,-0.0015827843761518098,0.0692500015127292,0.06453757679200867,-0.008544488976086565,0.04206323206540716,-0.1199176890014328
HSP90AA1,-0.0473798934096826,-0.060468096343983244,-0.0388532462373313,-0.039241293346270516,-0.057515685516423325,0.014426256966625167,0.0058606133326457146,0.11723746803005776,-0.024007351349983906,0.017151000645911123
BMP4,-0.022211599990569496,0.006074699038563682,-0.0047359902380199595,0.022013786361937286,0.00888334915281684,0.023370857769878867,-0.01899581696249173,0.15515808813400336,0.05127905665739822,0.018596911235401213
SCGB3A1,,,0.1262631007681124,,-0.038842013501943315,0.05417038199379935,,0.011019364531379427,0.02524979278657627,-0.054837521054753535
IGFBP4,0.010224492692876487,-0.028182838016328652,0.08274542685500433,-0.017158806742537436,0.05418494618877207,0.009464985364449206,0.03797566332115643,-0.05230549774286239,0.07067081966795158,0.09459948327810075
RSPO4,,0.002311992879570226,,0.056512501621476016,0.1150284772536559,,-0.03197851801190827,,,-0.0501408961101361
LEFTY2,-0.02136917924184065,-0.039559828834761494,0.058654942135101806,-0.012171618371652931,0.013596794376268274,-0.032345619015614474,-0.017689509321785986,0.1108041848266801,-0.019881014892077838,
PF4,,,0.1176775674582381,-0.012171730106371771,,,,,,
ANGPTL2,-0.03084430265066485,0.03727332233025687,0.0950449196469461,0.0023457255790145714,0.007166225796548033,0.017505909570343172,0.021428617678118895,-0.046669499851450295,-0.03625169980734845,0.05551535666107305
LRIG2,0.04317963063006531,0.033250725666270436,-0.0396686828441633,-0.019186730438963105,0.06481150351313972,0.025337210660069574,-0.04759644642077158,0.07196696638580119,0.03928961918884864,0.0031911131553064025
ICOSLG,-0.03430967808812666,-0.012096803440898264,0.014043067754685197,-0.006715301225232644,-0.00279270699666074,0.0322718284642715,0.024738149499453604,-0.08404186637818419,0.0036147268627778587,0.10599605165371143
WIF1,,-0.04571874762819215,-0.04819156679444903,,0.028345616157769492,0.016142307786597393,-0.013345980755511152,0.054942087474966136,,
NPPC,0.06851378673900464,-0.010424795185454687,0.008207207683788851,0.0477967187706293,-0.04262048798975228,0.10240002145103495,-0.02368717664603617,-0.0011763912583248833,,0.01571369639132814
LYZ,0.015665802123398884,0.027222045238736906,0.03276388661853315,-0.024531333881465393,0.005416832247236676,0.007315353729949398,0.015397074524853168,-0.1133669037585087,0.028860709293150953,0.0321904114752354
EREG,,,,,-0.0008862016330851374,,,-0.016890057954121216,0.04502650852228801,
SPTAN1,0.08848438769498973,0.014617845548860186,0.03284733829750842,0.0185892334222129,0.05573988659398288,0.01789351552814047,-0.007224776183743732,0.14041757751732117,0.05304125160418454,0.005105213783109839
LIPC,0.024473786936217382,0.004972787256884011,0.05511734389564341,-0.015889087763256475,0.05755175531940956,-0.0031869938689079243,-0.03982081672981118,-0.030249785954862198,-0.029068317348835204,0.03653115923678119
COL8A1,0.055705375934821624,0.08043297255700156,0.06115647605909119,0.010205325645966769,0.03563860838386526,-0.015970450639754892,-0.003790791619937644,-0.06962777582910225,-0.0249561245052789,0.10594418595326058
GSTM2,0.013445891876502004,0.0066703458174269615,0.004779485107409242,0.010024525321544374,0.03816052861014066,-0.024948811047017586,-0.019837151054849983,-0.02686384526301889,-0.01565320493211853,0.09747557923247493
SPX,-0.019179508904091175,-0.04728525636915898,-0.05303162157263406,-0.00203960395652206,-0.043212567900302076,0.009837596465750475,-0.009407186407491155,0.05423542072563527,,
MFGE8,0.020773990190206704,0.08646419048804015,0.062052830978751625,0.025035619909153355,0.030401399417139135,-0.026361325094297332,-0.010902960675215389,0.004039941432962514,0.03509916199189225,0.038901337812675074
TGFA,-0.04289679756458649,0.08891596055351189,0.03783207834002547,-0.0269386776578156,0.026257376852375194,0.01996489571149539,0.004559717898589423,-0.06355473271904698,0.020145169903512956,-0.030629354386442573
SLIT2,-0.022211596436380408,-0.010340623475320606,0.016615632796175266,-0.0191078745356457,0.00933038059735179,-0.005028326644484171,0.06209075296980925,0.11624766369890861,-0.019108045088898615,0.0023604385811477986
PLTP,-0.020167627682622175,-0.03871392127950033,-0.05676135708675672,-0.03588413048035408,0.05502991588512133,-0.01930492740767069,0.042859673571147026,-0.126808842864087,0.0789504929718782,0.08017114194087864
APOD,-0.05334565579932656,-0.06795160084326066,0.015780081027885424,0.026173575131470388,0.055414022459246,-0.04929959198457664,0.05771216495434466,-0.10090629761975148,0.11116314886514321,0.016179442092621666
B2M,-0.008780430955917806,-0.012340926214874601,0.09174176073993118,-0.03500777262015715,-0.043017113204396724,-0.06085294504769841,-0.0009498460285916871,-0.14917250302369406,0.11560880386997696,0.08664711471573774
OMG,-0.07832154820648145,-0.05483484351799855,-0.030528802743451575,-0.022014355461798724,0.026579704516452737,0.013387080540004558,0.015326921787619024,-0.05656768647986636,-0.014722923940374263,0.033724916279012196
CXCL3,-0.01738051379671017,0.03810273694667966,-0.021070680092810067,0.08056488581747792,0.06324702331689187,,-0.027381245367549704,-0.023776891212682442,0.15613176198155715,
CXCL10,0.06864416272170955,0.021308469678116327,0.02022087599496163,0.027700603613881183,0.07378371651682455,-0.012162764049053781,0.027941119195581617,-0.012214068435505272,0.05765673811025171,0.047267963084731336
RSPO3,,,-0.003303884584457115,-0.007724006318124702,-0.043402789464954315,0.0071926744661439165,-0.012952003225213848,-0.002666709066683395,,
CORT,0.022730878627592228,0.12796118857195368,0.017507277091258114,0.008570575663377425,0.00427006425874901,0.04803903349253633,0.05641861004546076,-0.028589207037765553,,
NCAN,-0.09132025056944684,-0.002720315156447605,0.07025647893105474,-0.06741450754134629,-0.009275190635990182,0.019455023666624802,0.04125183329765658,0.1048552804721502,,0.05114595704995428
PRG4,,0.0262539111423512,0.03272648536764791,0.017598657320767007,0.12936692125045676,,-0.026810880215842707,,,
ZG16B,,,0.00392042524008579,0.035014726691451815,,,0.03186932291605348,,0.017220752970372722,
TGM2,0.03744288769579023,-0.03162036261514896,0.03427014685556848,-0.013311952989604388,-0.06244752565338521,-0.02033860918760193,-0.01081400218682368,-0.044692472021955705,0.025625901112685288,0.027116651814136784
VEGFC,-0.02158257804621951,-0.030581147153495223,0.01733939595632143,0.02093459829055902,0.02753094252885942,-0.0065874846154902675,-0.03361439517010582,-0.019085691946630803,0.07872573641677563,-0.003993380486338215
WNT6,,0.02970542110484579,-0.006688634339598502,0.031254201065856954,-0.005896896972143646,0.01890740692393408,-0.005409654066689403,,-0.02932677732795551,
NRG4,,-0.027952661019339662,-0.02378010087769475,-0.02588844776269035,-0.03492264610139486,0.0032442058150731487,-0.014489113104690256,0.02756294867647173,,0.0579612918826366
PMCH,,,-0.027407846009714593,-0.026766072853126044,,,0.002827035371064897,,,
COL9A1,0.042742096876032344,-0.0036090720463460026,0.036250658879978845,0.030000666059776568,0.0006064857710882491,0.05867552563723756,0.06915472705863529,0.1726021006504489,,0.04666085964679957
GDF11,0.0028264201915125155,-0.04828202650414877,0.05371423308442733,-0.04577921499422005,0.05033957445075245,0.007515151389007787,0.007500756265093327,0.065538107763386,0.02666750838741963,-0.10185948052351028
IL24,,,,,,,,,-0.016538447910644384,
SORBS1,-0.02045821923602098,0.03568438650035943,0.03741570068865295,0.012323090171978567,-0.01387681212796386,-0.06317465366755438,0.03416989576331631,-0.022440054209814347,-0.033037929810158476,0.06079520082838968
DLL1,0.011857326382978354,-0.03663944297934588,0.027470198216178094,0.023712368200999697,0.04353155127088367,0.024548554601872937,0.04607341544229313,0.007769243058700652,0.021518308720106266,0.015901059185457915
TLN1,-0.03734820473315933,0.05365434747804836,0.08955296004350219,-0.029125395472726953,0.08999030511521527,-0.018114765596935558,0.0038289382287323166,-0.0931294463616842,0.11093601971696522,0.010761554401009902
COL2A1,0.002415771151342038,-0.04361548112510306,0.004399811205983702,,-0.0008065742793853521,0.05811665022123424,,,,
SHH,,,,0.0592114923563608,-0.03791882650859898,-0.015447780883368335,-0.005392178414999963,,,
PON2,0.03235025337515219,-0.031191861749373967,0.055076161905692395,-0.005461884492607317,0.11581882854782682,0.018660888118249043,-0.026796225960549782,-0.007102387619692741,0.0984897340188514,-0.033968270123744135
ICAM5,,-0.04405760107561671,-0.011002432851691907,0.04825033979481722,-0.052004887294572956,0.02755302231691543,-0.026187044540606705,0.06175755664002476,-0.015655673005428934,
HPX,-0.023026101232561595,-0.06008482417633427,0.03163719473098991,0.024205297519255403,-0.022410665545788883,0.06882778719209885,-0.0173399615075275,,-0.005587059037725849,-0.013172677198801209
SFRP2,,0.010345465035692199,0.036046165496665714,-0.014838909065663338,,-0.034852175914992706,0.006872226564527603,-0.05193399474217364,0.05275171013064127,
CFC1,,,,,,0.060538792971131496,-0.02749513850654226,0.013203022561180364,,
CD70,,,-0.027901338853782744,0.04667431282824042,,,-0.04528503095068487,,0.09052425057401776,-0.04343155402725818
HP,-0.027707077070786935,-0.02625332122521049,0.04842774906397138,0.014156072624420209,0.03347999590124191,,-0.024108386399191228,0.014259597063320773,,-0.047041208157838146
CXCL2,-0.02087105935826036,0.002614669445786702,-0.06154083561026674,0.028811425098146652,0.03549783384217084,-0.015611907829864569,-0.0037772688487799693,-0.04495784639318226,0.10360620855862694,0.009815394038971038
NPPB,,,0.0220390553515622,0.05239371997285688,,,-0.02407586146753617,,,
CCK,0.07073176287538832,-0.07070636931661232,-0.03903508861455783,0.042441124847545676,-0.05676039478705547,0.05036243603774084,0.054670689059293696,0.15450245676390442,,
SEMA6A,0.07683790896108228,0.04622545761682473,0.055196454369400134,-0.017944269301685193,-0.012148140008138285,0.037355547612537066,0.04365237597326519,-0.04886641164451451,0.04853945704953422,0.0060634295944417054
IRAK4,-0.004573386034682995,0.04676307195264805,0.03891272526876493,0.021412634659543794,0.03649017764062892,0.020850291907221437,0.056164720570194476,-0.0452785466715762,0.013732203949138004,-0.01022087875075552
GSTP1,0.03450528656106055,-0.06689720728460706,0.017100532515936646,-0.056885798916290226,0.03660190659781315,-0.012020284236492068,0.023058639226300234,-0.11678428277670237,0.021746443181484703,0.004034521474684333
VCAM1,-0.009517966379243141,-0.08523293558907112,0.05251906819818018,0.026128130807292673,-0.0014978534340504741,0.00033785054059274234,0.048765979671962806,-0.06149015480370085,0.008100414064561662,0.00539511788282873
NXPH3,-0.001493445310970524,0.025695838631094287,-0.01118574534223091,-0.05385810157525836,0.019968143361948187,0.029863441167023372,0.024844065250270546,0.012959672132406895,0.03178891950565478,0.04754910214448637
MTMR4,-0.01759593184102645,-0.01633402410288515,0.09910316338156805,-0.01285638370166323,-0.020628026815161266,0.035469781782780485,0.018644962610464725,0.03620574148992714,0.08744018908023274,-0.026135857699624804
LAMC2,,-0.038912508257741014,0.07733616951563678,-0.015315214519052427,,-0.041462534848255114,-0.020980410976045315,,-0.007320831900915065,0.005590972897215812
IL10,0.018425118229110526,-0.0033878678290804386,0.031129549360457344,0.0049896960933679116,0.028878759597003912,,-0.0012594697331172265,-0.024188231579809073,0.0651056527263746,-0.012664943555807632
SEMA4D,-0.02393343848178822,-0.011940872983555367,0.021643156853060914,-6.681767197560786e-05,0.010356516351290264,0.037814195869517085,0.02467506250259028,-0.05911972098034922,0.12781785352221386,-0.07230970959041304
TRH,-0.019816948225488788,-0.06830296637313513,0.0032055774206883763,-0.0028002445837218143,-0.02731380949975599,0.012609086733925776,0.004681660283665195,0.05220069209182502,,
SEMA6D,0.04473364881503785,0.012950291083501028,-0.027426129611787458,-0.00836942653794687,-0.018263630181391047,-0.027157387072423454,0.07377863511878872,0.005374507231471976,0.045202821431582295,-0.026899420995725218
CEL,,,,,-0.046861602190216026,,,,,0.011568555001594942
PDCD1LG2,-0.002855411143772659,-0.0012490623180743889,-0.006414940681325887,-0.0006795608909698795,-0.0241312234972849,-0.0018748192913016779,0.01498563896107977,-0.038680117179446756,-0.023815152914663622,0.036756138698525065
SPINT1,-0.04221953484430413,-0.006665221270222413,-0.009118062920658223,0.019354107596223483,0.008065865761457335,-0.017713279971558988,-0.02223385007652816,-0.02623927984706096,0.14020925456002128,-0.0040479293799407234
CTHRC1,0.045419413260941933,-0.03890012121971553,0.04513343543491962,0.0319201502811847,-0.011269392661022415,-6.448516186459766e-05,0.021407366134894853,-0.04201847435947633,-0.06490371830537273,0.030761550884889122
PODXL,0.0005129151633020763,0.06558349099740515,0.09123932981055839,-0.023732015665446898,0.0783461829447294,0.038927650715523454,-0.03225098521197706,0.04755041030308492,0.07125291716417419,0.03420535113638179
JAM3,-0.0035627733719777043,0.03269321589425944,0.09451594200492168,0.018304502499991833,-0.048276385258729904,0.07677202124467125,-0.04626690940648597,-0.11363441393966342,0.02578493985431722,-0.04905943050007588
TGFB2,-0.05116413257139116,0.04696388980555162,0.0061391455661265375,0.06533454760911488,0.048166510466641235,0.016159986583457995,-0.0352067204068564,0.03400456715392906,0.011762436705983564,-0.07386434312910865
COL18A1,0.016120491973647576,-0.05286306158619898,0.09313681856152428,-0.02575270830448613,0.03364844328253637,0.020762247758583798,0.011795853641799822,-0.045133257826846934,0.1307970887765854,0.020778026367415103
NODAL,-0.0013611705749888236,,-0.039377802247864274,-0.009186241729438311,0.016290167933511398,-0.04329778598078174,,,,0.06492407401462313
INHBB,-0.025789837875441188,0.07520438695333777,0.023055410601723513,0.0050404989918812655,-0.002037124883485228,0.029524296048770667,-0.0006006258999390865,-0.03734256043146095,0.04439478434614574,0.049576890434788794
LCN1,,,-0.012606202761407295,,,,,,,
ARF4,-0.007463811282012009,-0.044402775139301826,0.0740945125865897,-0.02878891046353636,-0.03876672851601694,0.030989765612273575,-0.03730040215494572,0.0019902904038716623,0.0761552709074968,0.0314700481181024
CXCL14,-0.006072266310058153,0.0073255995728501565,0.04663956723949217,0.005755428041005262,-0.08610683004526591,0.0014604197553000433,-0.050160175903719725,0.042696895541267446,-0.034798821626681596,0.08558922470400653
LIF,-0.026766512284458012,0.03733320047209551,0.04481219217070715,0.004136137503850437,-0.0077585976000604994,-0.025565584888912172,-0.0028360230813701585,-0.023605024363190803,-0.008553920240020822,-0.036502708451552596
IL17B,,-0.04651053482836021,,,,,,,-0.020531175362586605,0.012286835863402278
MMP1,,,0.002631299579332698,,-0.013795546789906741,,,,-0.07647795412965953,
MATN1,,-0.02018001356219345,0.017349579212450002,,,0.04809916605010206,0.10523627409840906,,-0.016538450294468435,-0.04175522711972071
ADAM28,-0.07260344102499476,-0.01614287136958478,0.014160349555335372,-0.03062176428808202,0.03408409203669109,-0.04493652597380772,-0.005622516037449284,-0.0962235088338393,0.006665818919326202,0.07800817848335861
TCN2,-0.02291925046646631,0.025879590665688252,0.02294014658629056,-0.02436929709971252,0.020087585694595782,0.0055223912928492125,-0.027147931189679838,-0.05802484010421313,0.04078870230338065,-0.03415301579991175
THPO,,,0.041618269172788616,0.044146434605822994,,0.004155651891780703,0.050857182685827784,0.1391840763965999,,-0.040018417659925476
CUBN,-0.0039006437710692324,0.040427338052572814,-0.011528319273560227,0.0448991226018475,-0.022899569702946987,0.05583484996258889,0.02443991381778923,-0.018018515388639616,0.08800789640110962,0.0033471931175825293
TIMP3,-0.0374092535945407,0.07070973902176401,0.04867741685377649,0.018794196980903143,0.0889170616913759,0.014327313673784673,0.00433515784080473,0.004008352215556063,0.0156275255321159,0.011851054319701921
PIGF,0.026228415262264243,-0.003291768023522122,0.02902533701644077,0.019075306887328003,-0.005877888635942255,0.057486019365337725,0.0067172136474672,0.05030410810413269,0.028370702536337437,0.08938270926207555
CRH,,,-0.030630782171876335,0.00441438248795765,-0.027755803013897982,-0.01725639334351394,0.0137800599719911,0.19704538132448907,,
BDNF,,-0.01900969887387935,-0.025599499229374927,-0.023484800915493716,-0.03489228156053176,-0.009260683738291614,0.011587734842263362,-0.02325801372653488,-0.025510528230927226,
CCL5,-0.02287302333952222,-0.01551710416449337,0.020639566711908145,0.024959514148190275,-0.04599258776734791,-0.035332170276197054,-0.0014479809815528474,-0.03697966313536743,0.012923362740103757,0.05176924784190313
GAD1,0.006882221956995124,-0.08649950210091983,0.058043576420008465,0.02012233330830026,-0.05312513930624667,0.03340042105604481,0.0746504014166663,0.14285704937590912,0.006314832408815693,-0.0014244080584262795
COL14A1,-0.03841681987192287,-0.0016340359681310014,0.010893823794800195,0.05308168767127623,-0.028945926969049282,0.09485247232391246,0.006220908066233772,-0.02790815264018237,-0.02080963977931739,0.020341861931029156
HLA-A,0.044301470476007895,-0.014244463264771587,0.05182121385202461,0.04002504161938975,0.0021033602624746153,-0.04533080484711457,-0.012566908106780574,-0.14280634183668348,0.029713293343440104,-0.011550216073973206
CD5L,-0.03788917021791986,,0.04774049350541731,,,,,0.06126830691651431,,
FGF18,,,-0.02771531832828135,-0.015320705348186683,0.021809349408166923,-0.031283797686612755,-0.005411193841738504,,-0.017172387217119,
ADM,-0.05898702741032307,0.06787965422293504,-0.06584901161468971,0.015448934530136625,-0.017295701989026982,-0.03600443317986547,-0.030191017763944946,-0.022105957008332656,-0.027110880617391846,-0.07074603381025132
CCL15,,,-0.03001322337210355,,,,,,,
GNAI2,0.007109989837242177,0.012051871113841657,0.10808811906260557,-0.07671439808546236,0.060242305737333704,-0.014970148423130925,0.005170167507565423,-0.11043514126241902,0.007392728066852092,-0.03239151074951403
HDC,,,,,,,,,,-0.047654050451189776
COL11A1,0.05040467397894394,,0.013999530547518861,0.06132196385815917,0.03993295826017975,0.036960743934147194,0.06812364318818322,0.09627958946588697,-0.029451150782178994,
NUCB2,-0.004747145213310114,0.0075161184665169896,0.055825080569905615,0.032838088061501645,-0.04999850550691631,0.017618520512312448,0.0350423475461434,0.01319740923666806,-0.004536043106928216,0.06240808593131925
CXCL1,,-0.0222532458653411,-0.022717262335688094,-0.01499931946808193,0.012457244222846746,,0.004278552965731838,-0.03336282007356386,0.09613575520350293,0.07978447707291371
VCAN,-0.04085133410938256,0.039601096979882254,0.003573424766369347,-0.0517387482858556,0.08566739425082655,0.010293644044760032,0.006398148474108541,0.026193735026255525,0.09789008013919757,0.007099926755721262
MMP7,,0.025999574533511906,0.052797257047553885,0.045440135358385016,,-0.015809525421825742,-0.012375305633389533,-0.014390815396082434,0.010967437574260126,
PTPN6,0.04157506744712447,0.017537919068190563,0.017641378783987888,0.047758481691515635,0.028159833630074363,-0.009291612241032837,0.013860752750775128,-0.05301885805942852,0.1056462367078225,0.05817116115415409
PTGS2,0.0743442831552936,0.05988971455775922,0.029408062715845767,0.057103507581365086,-0.011867894536858,0.008277268701934891,0.039080014921375056,-0.01513533255743179,0.0314560913602894,0.047096914257703945
XCL1,-0.019352530536468293,,-0.02295798658349663,-0.028448802503362475,-0.029043252871827793,,-0.03954370141055863,-0.01887665515951971,0.0540095995000364,
CD58,-0.022612298949810237,-0.0872539661597293,0.09209473240567669,0.06718322767999949,-0.00769384724941004,-0.0015025601073952038,-0.022807549602358614,0.04321107602754936,0.06133275212654145,-0.042196816781697837
TNFSF14,-0.016972264894436834,-0.05843720742394279,-0.033821058984077404,0.01578739659334447,0.006109900681894217,,-0.018591042405294824,-0.04099023192769425,,
CNTN4,,-0.029400641937142674,0.0016416038424040874,0.04313520576563917,-0.01664860829567336,0.09858036546472733,0.09844211123509158,0.1409747325898155,,
NTF4,,,,-0.0011317989840439007,,,,,,
INSL3,,,-0.017829189423762135,-0.026146931221559533,,,0.05192607806760151,,,
BTLA,,,,-0.01381800589064524,-0.030278557965872744,,,,,
