,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.01841750424046709,,,,,,,,,0.025496740611462832,,0.02771969840141359,,
BMP1,0.01836433342239404,0.01322823329213183,0.008650519563104971,0.03317010792077947,0.025524165295470757,0.031271624735604554,0.028692386294485436,-0.001827810832175067,0.0039668324982387055,-0.02972535466278182,-0.006385054617981199,-0.005823708744175791,0.02671896633336184,-0.01981252758647424,0.013500433300284206,0.032446466644520396,0.005088633892129912,0.04409093827920262,0.09576824208456286,-0.014816998887424512,-0.03322246584182043
NDP,0.0505282733152327,-0.05939245933750197,-0.015380140481286147,0.05506924347268954,-0.02776350530605208,0.018883606988824058,0.042178780646961796,0.017723190117518436,0.038893969025731244,9.529517816742704e-06,0.019816114058627994,0.02652312646630062,0.018370662095267512,0.02569279875472664,-0.012875737583493628,0.04608897024658482,0.001340951724215836,-0.06000086775639465,0.0454845865579654,-0.09192184362729137,0.07145848611687304
TNFSF18,0.05345973365021145,0.06070988639595269,-0.005564972252886335,,,,-0.020261881686425568,-0.027349440888464954,-0.02796239443216356,,,,6.115601436194609e-05,,,,-0.022749594317373233,,0.06421318902156113,0.0026920424534831854,
IL36G,,,,,,,,,,,,-0.03070512236469683,,,,,,,,,
RTN4,-0.08236287866034818,0.08983060580038824,0.0644470558425145,-0.012018609584890842,0.03709509002619258,0.012996241639913562,0.016972154101237848,-0.004070156315353232,0.03438156750124787,0.008902981550422365,0.07532259668970877,0.022765505779722167,0.020216877671228723,-0.0006059222328770303,0.050343692035660796,0.025163145649844208,0.02788180125133525,0.013767063147900521,0.07402583009355793,0.013946272907675094,0.04638416907187424
HEBP1,-0.06903251245004549,0.022238293718449178,0.02272339558769138,-0.03210784700675156,-0.01844106607691444,0.03971713193781714,0.05949818366218218,-0.059623728461901414,-0.008293214604572106,-0.04149194382551135,-0.004818922793827838,0.07533798258203007,-0.017055455793936854,0.011394368798274365,0.004652716600792423,0.03126734127206461,-0.05654367682216266,0.07650716019445164,0.08127796928670654,-0.05372180930618226,-0.019918713568005328
WNT7B,-0.021979646648796453,-0.047811230140721125,-0.021845165231670613,-0.03348781849817006,0.02173981044174158,0.04796993582333794,0.04081592626381828,0.06463933355505484,0.05397574188213732,-0.00240443636261114,,-0.023244787201694754,,0.04891106512087551,-0.012755948895291249,-0.01857805892961253,-0.002223838848322576,0.020362543793339672,0.056778240442130916,0.012513613607178974,0.10682573747004404
PTMA,-0.053298346707374045,0.034845065535943756,-0.0008075631878441666,0.036173335235950545,-0.0309662521099906,0.02820064889214769,0.07157106773912535,-0.020613630104575776,0.01622156801488631,-0.016066313670228125,-0.11745034054418951,-0.07849632294041371,0.03012473169578099,-0.09407265390688548,-0.03854191137680025,-0.023514345951628022,0.030647813524875583,-0.03717601981466353,-0.017029543658737874,-0.023212621266323466,-0.06234115483565685
FASLG,0.0214165464439909,,,,,,,,,,,,,,,,,,0.021170562683269327,,
CEACAM1,0.0001732595829324608,,-0.016764850417092116,,-0.02355597723412411,0.05027744754913412,,-0.035990306501540885,0.008283347159245561,,,,-0.030603842339149787,-0.030919758172038594,0.06854788054612569,-0.01956087671045425,-0.032688791944271885,-0.022758943840662176,-0.025932881347900092,,
PDAP1,0.026782994465415072,-0.042672063900858544,0.016439268076479996,-0.016362605748152646,0.008690782594610279,0.05109172400571836,0.013294737194495986,0.027762671000852262,0.03678201583430889,0.003341326492977051,-0.011670795026702555,0.02502394314230848,0.015150526303494782,0.015170652871125822,-0.0021525284452733255,0.004244663837825921,0.04016653136612777,0.037460065021110746,0.013198420909109883,0.023441428500395513,0.06312274872041722
QDPR,-0.04647324821477458,0.047065749429833895,0.036272776946311765,-0.0058666043068905166,0.0024699121840925996,0.008107385923732313,-0.018910267737816684,-0.04725168837567251,-0.005677324642487297,-0.0028861401075448993,-0.126697146144574,0.04343942195528879,0.022111590584162556,-0.07913358764117995,-0.0022620036664435937,0.026252466080302447,-0.0001369505133541349,0.005498901500206293,0.08573346281083126,-0.0004888403512021072,0.07301259868854401
POMC,0.004516347912363153,-0.02505662316552473,-0.008305931427967312,,-0.006234855618657079,0.014121041687613654,-0.007498937178706161,-0.0020240016176079523,-0.014593556022290175,-0.0023748704086197633,-0.0011231821489132196,0.06326265362392218,0.021784044411268254,-0.016856320483346388,-0.019252019418844673,-0.02798847425845533,-0.019934275377169394,-0.016548715005394895,0.08747553961652263,0.017836290032358516,-0.05983705285945005
CCL18,,-0.04312158981593724,,,,,,,,,0.04873683974780506,,,-0.021922616913565666,-0.0372114048493171,-0.0477663656129637,,-0.0480747010268464,,,
