,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,-0.028056054857686297,0.027846506120450934,-0.03312210226265865,-0.03397487476252929,-0.043710002064467644,-0.027938807791535302,-0.050921422489711585,-0.041826199805165595,0.0012799871878466978,-0.18807401542853402,-0.12520506478529445,0.019847318019072826,-0.005749761546450689,-0.0229799618782582,-0.05564437639637961,0.03221421634718935,0.03307335282410283,0.055986410786967734,0.13194743921535595,-0.091742648567676,-0.020363491661730616
NTS,,,,,,-0.035622443879870694,-0.018481831636597845,0.002302524327406848,-0.024244408723000075,-0.004561237515973944,,,,-0.03014244128966062,-0.02071305342609318,,-0.0011037344421319375,,-0.011094520732413453,,
SFRP1,-0.004291453815912821,0.03997450809591285,0.030610185070700412,0.02443663126595058,-0.03129666938181736,-0.025949511092857525,-0.04278625264769568,0.024307736594757386,0.03776432771199533,0.11449442244317685,-0.03071013398100788,-0.08553485325183531,0.06182547342200051,0.016128721356700553,0.05344110293562275,0.009415860955057698,-0.03365293213661808,0.05563905460972272,-0.019852465194957578,-0.0011023744883126032,-0.039432089591886196
CXCL13,,,,-0.03555825219482287,,-0.007781071030958809,,,,,,,,-0.02902234218492489,0.0021124936360757277,,-0.03940126311877821,,,0.03581922954459806,
MICA,-0.025799406288067546,0.022691046604180542,0.008677367635146559,0.06051625500584239,0.037441273396785206,0.0013266585818315984,0.018933637619751715,0.057843004682284295,-0.028275324260121585,-0.012205765685579658,-0.0011170768728990844,0.028864070467747856,0.0003991313753679397,0.01957683621246905,0.05280182739742157,0.021998401054863642,-0.013228875035002415,0.05041565638830827,0.09964623350132981,0.018962781978228763,-0.021997300420461236
TG,0.052497463465532294,0.02364796997888498,-0.0015331645394774888,-0.011045374973345023,0.06314978248505214,-0.04675487896039448,-0.021332905764797332,-0.00019766077998901627,-0.007194198923242963,,-0.003071822788112395,0.035538393530108445,-0.02267958408005,-0.01716826214400235,0.040971777327941473,,-0.019879649378619236,,0.006759907528795172,-0.032994201196074074,
ADA,-0.015151451728656798,-0.015350049539756758,0.02371377946527673,0.07804721773900618,-0.0007502671243685055,-0.0006242476045283411,-0.03274922716865282,-0.004491110350012918,-0.05047179735220834,0.12160955733127493,0.018176155634315867,-0.07130229761747917,0.0604151716240213,-0.04154637647016005,-0.0018271661123445326,0.039323125220856986,-0.008948549847285494,-0.006483264189355553,-0.010441606939191021,0.004701156685274675,0.01760293713470603
LAMC3,-0.08815896824866971,-0.03660645251784665,0.03401605898621123,0.01112372177240727,-0.01343371525096877,-0.058494975162473546,0.043666861475700036,0.015822643397530155,-0.024423530952358975,0.05336784993920778,-0.005436720881747033,-0.03767709464851773,-0.042396139893553,0.023772788589044733,0.04973394391718656,0.07264797720001681,-0.013585650069027823,0.06019900418354041,-0.09648354433119669,-0.05368760967109604,0.10083973594875324
CCL7,,,0.04892388265760309,,-0.001242932427297709,-0.012242333949016034,,,,,,,,-0.019365018202247283,,,,,0.07609858224992962,0.11205793688281836,
NGF,,-0.02769362948602206,0.05480939029153518,,-0.012775849358732251,0.014692802541682566,-0.020357313948108857,,,0.010761437389900735,,-0.10309443213234591,-0.03729917986131364,-0.022365045736672258,0.10595531980961413,,-0.04146825817799163,,-0.038641234750477226,-0.017082753403529927,
TNFSF15,,-0.034260475933502454,,,-0.01563928038392691,-0.00019798912242724895,-0.02471824212918529,,,,,0.0029440286030253484,0.03954522458532308,-0.018878718243191837,,,-0.01499962391217502,,0.049098037229848665,0.09123795964267126,
HMGB1,-0.01223157506410108,0.05089506978205546,0.032884941919067,0.028322127826994337,0.05820658147427716,-0.014624377749806185,0.013847027288227995,0.004994044987903594,-0.022429417010537297,0.06171047333399782,-0.02123700526190422,-0.05564096499539214,-0.030457077285264943,0.004370488883913107,0.04078375867760503,0.07676248120620459,0.017131120321612126,0.03346858596820185,0.001732048911234605,0.024177641798870508,-0.010237859969717803
ITGB3BP,-0.022491408910175117,0.04361963542900486,0.018040394796738888,-0.0021979494651925362,0.03139425033221904,0.02021844793441525,0.12019187249441071,-0.011330515852741883,-0.03405840867875031,0.06865404371874916,0.07315962375479851,-0.003217665136918927,0.13085459219933895,0.06175149307895372,-0.045849583646942235,0.043821110211369654,-0.03485577477290733,0.024858411317990152,0.08826803058586546,0.030428955821270875,0.006544790180732814
AANAT,,-0.04963645194710405,0.08035964064373946,,0.049440279061076516,-0.03970898590910474,,0.023501862098472763,-0.018417147481984725,-0.024433828437232075,-0.0018919925855965336,,-0.05096676294039205,0.008003394541463277,-0.004710487852926352,0.014055599628803796,,,0.02477156950893985,0.0006946337453115361,
RELN,0.08881825265879749,-0.0219032268255018,0.04127741967378643,0.00333300872058216,0.058105469597579375,-0.012749331916370595,-0.006784859934630961,0.00881587280924344,0.010703095944783773,-0.02507939584441021,0.006881769535345059,-0.048723103887656556,,,,-0.010219834899036552,-0.018117920141745465,0.00297414400018182,,0.05087421179108459,-0.06241344078108371
IL15,-0.015279631050916379,-0.023486344799277553,0.015795643103302545,-0.007180544128561246,0.045810905426847535,0.06552759187982611,-0.017588498757429932,0.06357835761907116,0.024556718483475543,0.013653662166101215,0.005679592245137318,-0.025414124897245073,0.08624087530586465,-0.031123783940074735,0.06514817198429092,0.018797911950522765,0.06739892641217683,-0.037125795414657894,0.026397383306597317,0.051575817402055406,
UTS2,,,,,,,,-0.03513291524005553,,,,,,-0.01446702355968439,,,,,,,
BSG,-0.04291450213185467,0.0314126721956891,0.030066304109029333,-0.011304578427055692,0.03280502980444354,-0.015095272473775767,-0.046180779413769635,-0.02150619482534247,-0.007120343660163347,-0.09890714299227729,0.015540559960437654,0.032515388371232024,0.04994136517634661,-0.003489771494874438,0.015381862349384774,-0.004936612261044604,0.004325535312790456,0.07532021803520139,0.10793923838037515,0.023608024018292675,-0.009087137522441675
ADAMTS3,0.019386561329925358,-0.014746170892594179,-0.0021337538816039647,-0.03675431303158724,0.020829990313249436,-0.006684842719954977,-0.014337180560544035,0.007581301509908838,-0.032075131943029266,-0.028940422464355305,0.02489317803812941,,0.13268923860361864,-0.02330322957544416,-0.0017956795448247486,0.024042862685231422,0.06195357320890175,-0.018006590736075925,0.076440085347253,-0.012561562575856059,
CD34,-0.05076325059126536,-0.013354202741178815,0.005109436634157578,0.01593899254617674,0.026336360054195092,-0.03468110518137223,0.011045605762118809,0.04328071039418494,0.03751363742846394,-0.0012977461650539362,-0.03520584574213515,-0.02712658010681635,0.056380351212432005,0.007195731295471999,0.01291727310746282,0.04269533308234144,0.04072754581465004,0.027414932111907757,-0.06612626567423077,-0.007150930176089129,-0.06879404663972775
CCL23,,,,,,,,0.012355720435205598,,,,,,,,,,,,,
PLAT,-0.05260843176235203,0.10546321798233685,-0.004680488639761645,0.0886605617033256,-0.0651966816163647,-0.016766119525989824,0.12092056410834469,-0.009274133740590607,-0.006447008480430756,0.047040435061653146,-0.0004798297726603549,-0.055257098376204,-0.02663303478458781,0.034942212260638775,-0.05133751550682618,0.0030072135542618577,-0.023526958600958256,0.009540455573639021,-0.002957094678836672,0.009284491868986737,0.07753751369238582
NTF3,,,,,,,,,,,,,,-0.002395127656267042,0.035814454046191734,,-0.010052752743055221,,,,
LTA,,,,-0.027730412842574506,0.043226807055763455,,,,0.02848368898069394,,0.0030501402397970796,,,,,,,,0.009616832505617692,,
CKLF,-0.023659057140738154,0.04871295276034381,-0.0032131356714839485,0.0008870162523522828,0.014010303912128432,0.0038543254097950534,0.10883935330920773,0.06847368704813736,-0.016634138198298995,0.061435853699101574,0.07208456226100075,-0.026776131553055815,0.04217385408712407,-0.016027942968090715,0.027004097323194854,0.012705982205816216,0.03176544191874987,0.07854427025662275,0.06297518334813594,0.04968366015389359,0.07342183487208497
CD24,-0.04095967914644082,0.01895192834184599,0.02373234833397175,0.0951039589391297,-0.030923934917750036,-0.020821059990627475,0.04761004358637334,0.010704803462997198,-0.01633044412661366,0.0797158935144049,0.013154174844368184,0.06270068562781649,0.14922684318818125,0.0034058676231205186,-0.0076890340242294145,0.046705934472861727,0.027090044322507167,-0.033685995554602416,0.11845529746322338,-0.021371194458267996,-0.05587319853228252
HSP90AA1,-0.024742587179768644,-0.06363572316365053,-0.0339623613487705,0.00169847954511373,-0.038343510456007666,-0.10980957853758211,-0.06117017829385129,-0.03711683684407789,0.04104081856861895,-0.1632915946612757,-0.03705468923633322,0.05938655840877373,-0.057120248510314046,-0.06806564305853018,-0.037020988495808614,-0.05870584168924483,-0.009953517400819989,-0.08191405950169897,-0.06313385067042286,-0.035730484993342006,-0.03414508668773881
BMP4,-0.030588852174392032,-0.05993578842672013,0.02919373246486647,-0.029395863170087688,-0.01366193740647961,0.032464441440116516,0.08923770219019254,-0.04154297996777086,-0.02933535327602498,-0.044915957583038305,-0.030202674256794702,0.005007046337881843,0.03173199903253978,-0.04048872846939967,0.00940362274693393,0.04478295906129512,0.030994929853886733,,-0.002307557138112482,-0.02282852828728351,
SCGB3A1,,,0.020269935082014814,,,0.05935116352572361,-0.005853111869151905,,,0.09287156370959648,0.0026005565453284278,-0.037718317077856146,,0.0015569364215261984,0.08592939324779658,,0.042296963448926285,,0.0025407287864918767,0.013973835173823739,
IGFBP4,-0.058607085927690254,-0.049976045172041426,-0.01617596561335994,-0.018384093040362575,-0.06144329213395797,-0.01272965060803615,0.02210054766140541,0.017628058702317043,-0.027492388711524374,0.09973626316825926,0.02917630672103348,0.016204478400244714,-0.024290991463563012,-0.005189615426437888,0.009000683785959444,0.00440428753616503,-0.004685884170856139,-0.019405611203341062,-0.09751064136438162,-0.04741610600954881,-0.036804833383068135
RSPO4,,-0.03383060767261406,,0.05378712997752099,-0.041667695448033656,0.020230412901691364,,,0.03353885262658784,,0.007743062310450111,-0.08021129936653426,,,,,-0.003379215921042554,,0.040670815646362254,-0.028419586976771428,
LEFTY2,-0.028804095846824092,-0.016257234391723677,-0.02203137311948276,-0.0280709845033655,-0.024635162621114117,0.06948059706887211,0.023398018500449435,0.007955687648297391,-0.026459506104786798,0.0966755630019211,-0.035325427015675134,,-0.014719816958465906,-0.016438707538570668,-0.019548625029669225,-0.02093886190166203,-0.014991850384451087,0.0691067520045215,0.011077895706247072,-0.004279530207003125,
PF4,,,-0.024545852713810105,-0.025224579437624545,0.007481841265210297,,,,,,,,,,-0.015583015660987711,,,,-0.04267198111240513,-0.02226267059239417,
ANGPTL2,0.012842810181574177,0.13292918974415088,0.026891782957793122,0.0025376079582321905,0.08074375182924337,0.08914363618093549,0.07691255363480706,-0.025107001698480177,-0.06191371955123947,0.217090810317414,0.11909773023148844,0.022766623305207095,-0.04867887380697977,0.02430053191719744,-0.0036919045557204976,0.024351826463733288,-0.019165858438133378,0.003327456784404479,-0.00369838665967113,-0.00681784273437317,0.04321136782790161
LRIG2,0.05285970159076966,0.0006132141358831502,-0.029144876443971676,0.04699400248299913,-0.0618856561122821,-0.020016558051804016,-0.007109830524232614,-0.01425965637922315,0.08543605763823502,0.05653561747270108,0.041595167489210855,0.01262736392234166,0.07437153266111127,-0.014064553576533807,-0.013649509597631391,0.0625513399192938,0.06425945084713074,-0.01938041832305563,0.08812826931408069,0.022497570829144498,0.03379849253785545
ICOSLG,-0.0037858591081492516,-0.01624915996545406,0.05383483933749079,-0.0268565400840352,0.034909804272060446,0.12430432085911473,0.02594687630930708,0.08115661927365603,0.00966247126664072,0.17679384023917122,0.05337317403822563,0.09380361905703948,0.009513216676794852,0.03234486854753928,0.018001110913497567,0.06979826961556912,-0.013416813113866026,-0.09345949194364969,0.04063509551870292,-0.0018865081034937798,0.04487937603680937
WIF1,,-0.07125476898520372,0.05348590975610598,,,0.0013549768244508816,-0.1052554447666062,-0.05689153636500038,-0.01591964093428497,-0.049864199914337985,-0.04523784730687528,,,,,,-0.019500946367714787,-0.009555505248111797,,0.08543338798974764,-0.009895765502368977
NPPC,-0.01572222730642749,-0.015700515720667375,0.019951660369309898,,0.11231125043893729,-0.017094044456804795,-0.043074139684276154,0.03021982627113061,0.007358546111305216,-0.09283142842266535,0.05950158794160566,0.05286941209823679,-0.022328320148028005,0.03200271892485137,-0.0009110433632861391,-0.025542235408944004,-0.018389483606182914,-0.017194495760541623,,0.008305188518321965,0.09725763613330372
LYZ,-0.01971851886183639,-0.08902611656863084,0.021877564782618597,0.03965396394330641,0.05703434634848044,0.033738919092960756,-0.013036569912842556,0.029789318550365703,-0.027407389691585245,0.16410758346383814,0.05060489710671158,-0.016954930157213808,0.11470117898675833,-0.02808004592726048,0.011887312228610671,-0.009460523396836546,0.02761740484430174,0.015443254162465123,-0.05748213711465511,0.01613569427411543,0.019027899886954365
EREG,,,,,,-0.029433502541969674,,,,-0.019136065064348975,,,,-0.01720063503603821,0.003778140642391278,,-0.011585559524598648,,-0.05077480686218265,0.014914704159556695,
SPTAN1,0.003118096837514633,0.005632651089749065,-0.028253990539097405,-0.04190613770818383,-0.003518429982459956,-0.02390384943100176,-0.030558073626423165,-0.007520281165542792,-0.022354636372288128,-0.18765368478899738,-0.1430207225227474,0.0280742138285722,0.06602835142495579,0.027141673357823994,0.03922600493919418,0.015374409896587856,0.033150188741576644,0.08171136489792802,-0.0653211947141186,-0.040925684415166814,0.00046549841997730126
PTH2,,,,,,,,,,,,,,,,,0.07988808902181356,,,,
LIPC,-0.013495360007662043,0.055005404287777226,-0.030050575471250885,-0.02118867869081081,0.03860717001194868,0.11724806247557162,0.002015918663258405,0.054615576492040414,-0.03856978553581138,0.019360052833550384,0.0747508485587524,0.030161495765747837,-0.048116188975163135,,,0.0018785336184261167,,,0.043831690814099364,0.023556045121052405,
COL8A1,0.0006413633354795502,0.1421569970407729,0.01578970873681414,0.034953112815433375,0.053204522575609016,-0.03137150943361874,0.12672022206467456,-0.004476444105396353,-0.013521884484986302,0.15959706193387435,0.10176878226543903,0.13105425160704576,0.024040167973662197,0.05761869523403465,0.09336985029193037,-0.010398084576687384,-0.002768487914508404,-0.024969825310175137,0.03014262213156166,0.11528582471707716,
GSTM2,-0.0019248832993908314,0.04260383983414235,-0.05512882783328805,-0.008992577047922487,0.05871230962145078,0.03628723464616255,-0.014873444036693752,-0.011698711566112784,-0.04317052110195243,-0.022773895507890798,0.07652515124873539,0.024626602069351067,-0.039900227545134,0.028208831307353348,0.012939231496027194,-0.043440659114167966,-0.028147844607855247,-0.033122501450594345,0.0933112145826617,0.019576756970634174,
SPX,0.04409002107664295,0.01843985688208071,0.008221940865650649,0.01106024626283627,0.023301260167153583,-0.022822857491471314,-0.04155218768140997,0.004794025458491607,-0.010381128149260104,-0.022170121295974968,-0.06072992368581678,,-0.022181124081276343,0.02409481549522812,-0.019348305742160645,-0.04388040820772266,0.05042033838269376,0.014116850877703892,0.01318947162555074,0.038137418766566254,-0.012200439126082735
MFGE8,0.06109497994718963,0.1500514500333713,0.008990263385115504,0.021918460686992942,-0.04510903324881358,-0.045956598543047324,0.04459754689636969,0.01569914889405813,-0.01031396704357444,0.006507205269595244,0.006400364394351182,-0.06649487583460874,-0.0399034854674036,-0.04031407563029902,0.05440853790993571,-0.03351124109099487,0.0326276622335108,0.06712009138249664,-0.03782081433793111,-0.06331165753107255,0.036552265544729366
TGFA,0.034635373885460945,0.07391593862244597,-0.021893543455701932,0.005586345033331713,-0.04589048848147998,0.04589558777408448,0.008262675633226906,0.009623183893243929,-0.012454318164150989,0.09483289662488846,0.047531783656493895,0.006566623744353159,0.03436608190688533,0.004718049789728604,0.043957579755999066,0.010690431579295086,0.012149177791104296,0.049162844620072005,0.05877240572849099,-0.03278758719868871,0.09172133313005958
SLIT2,-0.04225642866932786,-0.05204031742834312,0.01848460347405882,-0.04975316417023862,-0.04530108610400702,-0.08995779098247042,-0.0063239254113342715,-0.0005692609787490981,0.01729677702049286,-0.10292531508038223,-0.03032209037002598,-0.012230290527710788,-0.020841102250534444,0.054190829296212696,0.0419043396941651,0.09947897454666821,0.025060468370524294,0.07263935370744933,0.06484098520171759,0.012632576931475776,-0.07768232961728949
PLTP,-0.014075569858789383,0.00865603223932208,-0.01909317623035668,0.021662855255363635,-0.011313613817080855,0.008389424786624527,0.1137740991215551,0.054745001240225244,-0.04348847800926948,0.17040377084734032,0.006562756159645939,0.048068239527626164,0.037676051465941995,0.0616776960447891,0.03807305837310296,-0.03478656746910743,-0.019946167645500005,0.06147328119604837,-0.06095524471562415,-0.04026927507631697,0.022416032368638393
APOD,0.0449385740297694,-0.09419289207624419,0.011510813573074357,-0.024580453452086756,0.03408041629468299,-0.02748081773248445,0.0170205250983546,0.04869092950665966,0.002446132527308633,0.13181169798101133,-0.061798343419717114,0.06125227923236055,-0.1447016664300939,0.06255188398472802,-0.00406362418836557,0.03870719174806851,-0.06220959102632033,-0.059148251110347036,-0.08262923359304108,-0.1535465366744365,0.11606300689912197
B2M,0.008510398024663267,0.017669055467659536,0.030618268655547624,-0.0005790148840245199,0.07677541416260199,0.019747905826844558,0.12252501713981284,0.04313764489720135,0.03042089701378467,0.23486573840276986,0.12002493854082058,-0.08149240093243143,0.01142291606419992,0.0681734822938025,0.06946144887374996,-0.0861364241549226,-0.06217834917476237,0.11883919179952976,-0.10759702738957672,-0.024429429312397874,0.1176589060552171
OMG,0.06073185119467006,-0.015454390343147516,-0.019919614893323986,0.003475225205047725,-0.00671899612767594,-0.02317627630934503,0.000459587513656274,0.05738123071312292,-0.003631564378326748,-0.005504248852686804,-0.015356504755917735,0.10181306077054206,-0.06818358150570861,0.0261916364589727,0.04658926216948497,0.006391764361993584,0.003089223390556876,-0.014864166521816985,0.04023372165920251,-0.05276512381831259,0.1109652349834005
CXCL3,-0.03306554049775613,-0.04928875007634009,-0.0009385569612530249,0.0007400713534468009,-0.0269795793299752,-0.05106395517964051,,-0.027917267682010097,-0.00019927133287479419,0.07109934459751771,-0.02552671155678607,,,0.04416531309043146,0.0895842572707333,-0.01840369385697323,-0.03268710507025082,-0.014282582560669518,-0.0019316977719862436,-0.06579683238640179,
