,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,,0.016862302515289564,,,,,,0.08259711784861792
BMP1,0.05049408662746238,0.011052742342380897,0.003184605133730062,0.026768217536515145,0.023867211647714184,0.032668950466944596,0.04023423139862366,-0.023452104475153775,-0.021650775744100008,-0.046049978830791836,0.015556014507808658,-0.024138279567169903,-0.061257871255546034
NDP,0.11702570393202043,0.06435846232730051,-0.02985932113593317,0.006156008834831244,0.023520406304908557,0.023543872711583362,0.010088301968810645,0.03653556299417806,0.014678608094705498,-0.12151368908198988,0.11719502583718018,-0.002771812795901439,0.10093388926730719
TNFSF18,-0.0062886024811406776,-0.022063676992752947,0.021054652154210284,,,-0.014453490474396723,0.020901424175370473,-0.02238818785969957,,,0.033997725103230465,,-0.04030308927652529
IL36G,,,,,,,,,0.0673378161841784,,,,
RTN4,-0.058908181250111546,0.02173976619551424,-0.0010448264993000221,0.028439908429305678,0.03769292449197315,0.003780834990917345,-0.01704775153318357,0.010939141532853535,0.016848756308251788,-0.008657107704589906,-0.0440993195373012,-0.03563152617887733,-0.022286004401730022
HEBP1,-0.0030221346724202893,-0.0028219988373811198,-0.019973503169894463,0.05924876365061597,0.04107188412098344,-0.015238148737396429,0.007434024222032061,-0.03049888447614878,0.014524157661676978,0.031652715441435136,0.017234465926013767,-0.034313874854504496,0.06061779865510967
WNT7B,0.01219565494213035,0.06259443767554126,0.03529526466088368,0.0021580977507672954,-0.019602484345453645,0.06873481119796275,-0.011825988208714713,0.023355299434923225,-0.017739983656318487,-0.05455773960633278,,0.007463402622065908,0.0103049637291528
PTMA,-0.11753657684275065,0.07133091265822865,0.0454231672946795,0.08659339775426002,0.02908037344621215,0.01012213943857859,-0.07675317464835542,0.007284168350873465,0.058534955844608355,-0.05292246767314373,-0.045300643158585806,0.027053808955858558,-0.1370835184656121
FASLG,,,,,,,,,,,,,-0.02072232385960443
CEACAM1,,-0.02557610325286494,-0.017018619990571106,,0.004593907426456182,,0.07487500912768276,0.03190513275572096,,-0.04108334605943773,0.02381158743411831,-0.02240930184166409,0.029169530171541683
PDAP1,-0.0466991605889366,0.0033452431858720243,0.003701862768591293,-0.0026979746694138517,-0.0074422974266823315,0.0028222903474154205,0.03428205724138847,0.01705054321823301,0.05010828510593187,-0.03503880185086466,-0.014549355149836556,-0.03185108866867386,0.021483400214441804
QDPR,0.029391721738457225,-0.0035243461902963653,-0.024543070772498905,0.0486596221418409,-0.014726323855236593,-0.03737633615480649,-0.1168901083804858,-0.00010647770135779987,0.008056561292801436,-0.05104042315338069,0.006931975004848019,0.006761931995475042,0.0636059679827494
POMC,-0.00357732965841106,-0.020007211199483843,0.024325777981813634,,-0.005105213144271208,-0.026770007715101924,0.06585917846508811,0.006521906254491765,-0.024573287057913427,0.10431668067407018,0.05176775884101307,-0.026982715704239362,-0.012985892999898815
CCL18,-0.03825294415972544,-0.03191656032634084,,,,,,,,-0.035226821413923484,,-0.046857889504506,
CCL17,,,,,,,,-0.02792242910733516,0.008300702695729882,,,-0.03234923405172566,-0.01878245905521233
VEGFD,-0.0061987409464871876,0.012994789426050327,-0.011044300551788884,,-0.015953454095352544,,0.05022480468364293,-0.01127064852754849,-0.015802209523086724,0.1522459367914517,0.0626340360209533,0.11037768748986852,
TNFSF13,,-0.02408526826686825,,,,0.013049204911090547,,,,,,0.0010117095564415063,0.01150160544834005
WNT5A,-0.049828133446469344,-0.00674625482240695,0.06057668904475588,0.06789168532914164,-0.034032483838620536,0.037020683233260195,0.021634414401161768,0.005914107376683555,0.062349056256072344,-0.04000183816053221,0.04776658653788863,-0.02792290187537471,-0.019478402952535057
CXCL8,-0.1204839469812133,-0.04375134200034279,0.005452761395792943,-0.13435618402006472,0.007097151672756355,0.03509366845993142,-0.005235144205218216,0.01331614672759093,-0.04048368897905034,0.0041932521248286055,0.014473885668044523,-0.1088343517815123,-0.06668781101197202
GRN,-0.0055916104147150005,-0.020424252608859828,-0.006865175067737484,0.0599565885459877,-0.03095574344569443,-0.04358251596778453,0.027238319110033535,0.007672633672703797,-0.06889172132303006,-0.08593818330334425,0.08011246432141786,-0.030126864455156374,-0.07837151312044792
MIA,-0.035560806408814684,0.03845233154484147,-0.021678095123530146,0.00797099936537409,0.11435046683823737,0.061626948420470805,0.055382675816135776,-0.03833962437857757,-0.006177126861964532,-0.03684609332721532,-0.07668905709076718,0.042665488690757904,0.09885163014809988
COL4A4,0.030132581079909744,0.02663531665720697,-0.027418779232847197,-0.0017971771367198295,0.025760180700022995,0.041193262172725294,-0.02013496799667519,0.029555163229735514,0.1263420276615392,,-0.03580111610621246,-0.03588079614257395,-0.02328006291760915
TAC1,0.024558050741501025,0.053674043040346904,-0.039423123147805904,0.11823576133019836,-0.019733771970704007,0.0023290864755577145,-0.013017410999880916,-0.007592130690385875,-0.02809787653158042,,,,-0.02469145230890039
RARRES2,-0.019842731381881723,-0.05131878799472163,0.0009445431484514743,-0.1045852242284421,0.03598136684265528,-0.022823411047023193,0.016983792463808607,0.020779818089299327,0.043288642909149966,0.0325240021217232,-0.059491759817540776,-0.08297166335300704,0.04412436566222015
FGF7,-0.02446907166830916,,-0.027512550965837365,-0.023626238195704106,-0.009066467827961106,-0.01892003786744258,0.03462992028956172,-0.016192843606872617,0.026027153367133165,0.04130364177925437,0.0877626404216229,-0.01996929754555921,0.032045845712294414
EFNA2,,,,,,,,,,,,-0.02129854170106507,
HBEGF,0.06121630875081118,-0.044486491450593364,0.01929668559567721,0.018248201541958886,0.049500463639130084,0.031691535744450064,0.03359042524802324,0.023202664408228404,0.022792309657744186,0.062250505658492196,-0.034421212912530585,-0.013714987604499795,-0.10576909451750946
CSF3,-0.03136837214720137,,,-0.006953830695743524,0.049962774722939925,,-0.021302408590473287,,,,,-0.09631453997944987,0.001539659977887992
PI3,-0.055245904761701096,-0.02334185520253778,,-0.04043341643673278,-0.034827766138014075,,-0.00803202426693711,,,-0.05638893196717017,,-0.1192301786066333,-0.0033321606164549555
PCSK1N,0.09884370424884385,0.05880781276426609,-0.002845587947998435,0.06215419305440818,-0.06944816803657004,-0.03287909105092361,-0.002581376812786206,-0.042648178899031323,-0.012094307628657475,-0.014475932530787657,0.022812319712715468,0.04633266249153655,0.11388256571313568
NTS,,,,,-0.0065357802085287625,0.05066271699372015,-0.026183222653494466,-0.033302634063582526,,,,0.05446547843156292,0.013755303427893915
SFRP1,0.06053379002471034,0.07826288484000286,0.06398550543569702,,-0.02199441467387535,0.07155272878679439,-0.05436867301914194,-0.03103356581478173,0.040204508346564326,0.007627013568058989,-0.05318265412136737,-0.0009302591971559116,-0.028603636730913228
CXCL13,,,-0.0002375294391765107,0.053623978981275446,-0.033183008320290135,,,,,,,-0.05472202520643825,
MICA,-0.013367052467814229,-0.04247530761934978,-0.024284702460563672,-0.016343788589699,-0.06806254466141443,0.04984250618516095,-0.02102563592359812,-0.034979186984192674,0.02146440315506265,0.01669242940433757,0.024255693168962204,0.046482203189417426,0.005013698067310625
TG,-0.01229983846430554,-0.005892079651991065,0.04724487908262781,,-0.049036919694113515,-0.01879228270632371,0.00467477658228637,-0.028130790643380234,0.00853699910227793,0.11543493464942274,-0.0066788354908934415,0.01865801537829756,-0.004514628402046666
ADA,-0.014535163383074883,-0.0033446473950895896,0.032531164330036735,0.20892192661047138,0.11203488400183353,0.04647833157549575,0.06612809156609,0.01737991361185103,0.005884714924474094,0.027807198127217242,-0.026425053056285185,0.08171448508983907,-0.0023976449507414795
LAMC3,0.020813015008904097,-0.025120075836996453,0.026421122006438178,0.10990652964185949,-0.0418105380686821,0.04002975776628891,0.0940707734659787,-0.04123816244787559,-0.02916200396455154,-0.10689261441323891,0.027968702715387452,0.03659947789315949,-0.06137049767560391
CCL7,,-0.02030162860724279,,,-0.01157136759458071,,,,,,,,-0.020722316490993414
NGF,-0.0394922359222239,-0.014378625277116698,,,0.0007287811637432752,0.002320080041123964,,,,,-0.021319210821925626,-0.02101225346824541,-0.012191223500114359
TNFSF15,0.1297370709974256,,,,0.09296770087723345,0.062132721213566444,,,,,-0.051448423593915285,,-0.0464108876302174
HMGB1,0.09496991042288815,0.10857512018342366,0.07113539602807192,0.07720336586698394,0.08226314793983458,0.012818787140567089,0.05625986663651545,-0.0027204474412952854,0.029766171319910235,-0.05722193088614469,0.01617526285109137,0.02228565645982267,0.058179596156040035
ITGB3BP,-0.03147290984426918,0.00781622389908893,0.004208174204868966,0.0011757050048816213,-0.07953663036266025,0.042877736737001806,0.021710580096394826,0.03151694121008928,0.09944047896245507,-0.03261477416462825,-0.04995086564853829,-0.001323494874086243,0.04902963313714968
AANAT,-0.04434763633402664,-0.0054483167996727,,,0.023608865400114837,,-0.01921534903269603,-0.025298184422444078,0.047596125975380814,-0.04797408898094267,,-0.00048777394642935215,-0.02192507501320598
RELN,-0.0027216892500114016,0.048990959129616554,-0.04144642883652449,-0.04106904202163143,0.034559847416303836,0.007510435314519656,-0.04055278304491726,-0.038728634410858005,-0.0218964255848324,,0.034751198995758396,,
IL15,0.04407143168452646,0.02953806508460327,-0.02948241916345498,,-0.012600132925467482,-0.015493812454507254,0.006497712835096336,0.06611642585321062,-0.018343576688857045,-0.034432637449080414,-0.010888770659026843,0.024050621785262717,0.003915968557892755
UTS2,,,,,,,0.009240739157566857,,,-0.032314254644570994,,,
BSG,-0.017366463665271784,0.012289520351917245,0.04807873594432042,0.03973529557754962,-0.02340825974224035,-0.016948170380547987,0.07963966199356462,-0.046360923220169624,0.024618961297324077,0.03553421589760907,0.04684672612100396,-0.057926075330045325,-0.007921494788627715
ADAMTS3,0.002417168303289821,-0.021662623033392097,0.018424764536811442,,0.014020840181412506,-0.024956049699358367,0.07641743919979789,0.022269600193254763,0.014446567825080518,-0.0738963164763556,,0.0602822143909949,0.06064777800843176
CD34,0.061893811919618416,0.014133590471462901,0.0032676213818195357,0.037050129906315045,-0.028953141653700516,0.017760853561322048,0.024412544421117673,-0.01666842291140998,0.035050369376215154,-0.11504558401072636,0.10606577394839334,0.050612690157994994,-0.019291370736940528
CCL23,,,,,,,0.06673041790620148,,,,,,
PLAT,0.04816812219357673,0.017407347903280135,0.02508058982368944,0.12784075707363704,0.035242552778692024,-0.01640711772558867,0.0743157089637956,-0.041099079729773905,0.06857712945484679,0.008543537709712886,0.02993500016286223,0.07301859046254222,0.037236286614086476
NTF3,,,,,,,,,,,,0.037171445391433446,
LTA,,,0.11346104230829852,,,,,-0.024364788081955455,-7.279197997300283e-05,,,,-0.014742351685215507
