,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MIA,0.18367475438321143,-0.03494479851496055,0.026653634283452382,-0.001924633433872666,0.012690067105990714,0.04436036610492984,0.013669633822818335,0.030334239391182672,-0.011099193140483425,-0.02219489897796085,-0.020224118647612078,-0.028194389260019725,0.045157192885292026,0.04377364044639355,0.08020835023115462,0.026672040899484006,0.039136329644729025,0.020096731726168254
COL4A4,0.05402765414610983,0.01714522140523839,0.022505268135435578,-0.008590199111359432,0.02915781621735962,-0.011609947721395656,0.105254079416461,-0.016771926158778434,-0.01864576178646307,,-0.002057028443716041,,-0.04925998534045484,0.0360626538743686,0.015204652670751004,-0.022529591225477773,-0.03106653381235608,0.08965682036618552
TAC1,0.09271681492363475,0.021113900970806197,-0.026896931059208238,0.010387620021720594,-0.05518077725352093,0.004182166435164845,-0.04012499103985623,0.000878193852939378,-0.016641886881843277,,-0.034767459351475495,,,,,0.023368590915115322,-0.024691460839997192,0.03367556758760795
RARRES2,0.08370453279092625,-0.07825616637129346,-0.012829242618775548,0.023984497834160567,0.0451630335435808,0.034615946263330866,0.05339697687242449,0.06133997144803585,-0.011521725270844873,0.015331355748808957,0.033146308368240444,-0.05246820334816658,0.05771768021756635,0.006078424086183484,0.06144218519061768,-0.04431241118424301,0.004383844238307517,-0.035332186798323104
FGF7,-0.005747627901480305,,-0.021697585461195653,-0.028764074148570896,-0.027070355058689582,0.05608522229810295,-0.016772415826635124,-0.01642621028755223,-0.001300738573481938,-0.03565785498942952,-0.03809925735403436,-0.024442776188558505,0.04720261473012055,0.04227938540391641,0.0072362930925103,0.03739965346705184,0.038418772636415785,0.1029858407677154
EFNA2,,,,,,,,,,,,,,,-0.02275596363577014,,,
HBEGF,-0.005818361531915113,0.05627198585779202,-0.05898428227521626,-0.0008102442121559771,0.00929189606273616,0.1069172564929206,0.07709481478784667,0.013642925617008875,-0.02506291903818985,-0.039663396735281256,0.009524247254064033,0.06709621046833573,-0.00860776358824378,-0.007299071734391891,0.024094371653268824,0.05661212409734912,-0.047338517576972446,-0.015508206448152009
CSF3,,,,0.034428848024894224,-0.008899050706611374,,-0.013794941666467084,,,-0.024586697669617536,,,,0.025619634600354907,0.003982482609289435,-0.024381708990008057,-0.019775038681270313,0.05027160272803371
PI3,,0.026520085532660338,,0.09882548849263675,0.06527069469656006,,-0.01553328638996419,,,,,-0.010353224708338184,,-0.006788809360141438,-0.036698142054463534,0.04633215345471948,-0.0018172417276566793,-0.0009009358266111434
PCSK1N,0.047332316234365096,-0.01454186579614716,0.014828259123755929,-0.1035307464267422,0.0061151536893178085,-0.021593531641485073,-0.04965186912780351,0.01922085907857133,0.052142149377671206,-0.02179384753059149,0.01748280241401928,0.007365798801046047,0.0316599719542643,-0.026329272750449537,-0.03525783115897009,0.06264541605543009,0.03451932264019171,0.023813410280442572
NTS,,,,,-0.01863262430058862,-0.01417310829275844,-0.01695564272044839,0.0522185366322507,-0.03688669451634749,,,,,-0.011069339836451478,-0.027723823440613884,0.04706786931072767,0.08892069905688677,
SFRP1,0.015203690868503502,0.01738293326107069,-0.0018454335924556694,-0.018042226945541567,-0.0161291268746851,0.086718578654548,0.0675918596639735,0.04311686497906355,-0.013304946806040092,-0.03786656881055748,0.0065501211380995066,0.002603365220291014,-0.0005533069734258323,0.03806239725895188,-0.019145376127655853,0.048426504237407145,-0.028603646613701444,0.02665985630793726
CXCL13,,,-0.010797074877902034,,-0.015984170711172353,,,,,-0.0023280346090792004,,,,-0.028167878390541717,-0.0028751240949273682,0.0088242394778224,,-0.02521753671857425
MICA,0.0520014205083774,-0.009659506323371312,0.05932993661703372,0.004534764228613876,0.01786704930640897,0.018505038432037785,0.08938659189955689,0.010002284929604168,0.019044345040757457,-0.024695756316020175,0.004736079752935818,0.11001337229171754,-0.0005386514102011554,-0.017068050722631452,0.03361394706092746,-0.012505445296077049,0.02869719000225056,0.0806479031871718
TG,0.11086401013938191,-0.0055982587017129075,-0.026669190468503943,-0.019470421380817504,-0.03420925914388939,0.12092907820973983,-0.016649260385924524,-0.016184463765216095,-0.00962873212821886,0.02024867313535676,-0.020697504373275444,-0.02485120824171059,0.05183706121385369,-0.027688173246085034,0.017406651462311438,-0.02006652116227833,0.0164691338364289,-0.027789855963083834
ADA,0.030771910931518005,0.09783691926469426,0.04587562552051193,-0.0017534162535503821,0.11269353479678242,0.08706725603839362,0.05013249775988822,0.0004097570416367952,0.021173907382664125,0.007491350956215596,0.04852252162815039,0.07733858355371878,0.10623040584591943,-0.03578588850808066,0.018681177827709967,-0.006638344787319064,0.0584538952275659,0.012566030152740196
LAMC3,-0.01213141068463674,0.077053540433091,-0.017341271722184762,-0.02628830676298368,0.0008279645178373317,0.1235025345253075,0.15122488549801474,-0.0478490449454297,-0.020665041399701857,0.05123920877652454,0.08825165718201795,-0.029406393906201547,0.04944587015711766,-0.009487740761373674,0.060805096760518776,0.051260395243668044,-0.05257618748714516,0.025996380357508175
CCL7,,-0.015923527361746157,,0.06670989928137723,0.05064778926075195,,,,,,,,,0.06595449895478263,,,0.018327831023657006,0.023603462035938532
NGF,,-0.0016737215664453559,,-0.014630664228938127,-0.02262031755367382,0.030716353612251036,,,,0.07239705694560276,,,-0.011608958862633363,0.02589462499398208,-0.022450085200202533,0.06346524170062061,-0.04783749985348688,-0.019107291295396452
TNFSF15,,,,-0.015675521034115094,-0.01569052875643214,0.01947096983789949,,,,-0.015657292343424764,,,-0.042838759172311835,-0.001742819402892841,,-0.015140622700498641,0.02573769649513254,0.013554546954516872
HMGB1,0.08066016743654002,0.036459767195768475,0.009867099688809096,-0.01822942770962023,0.009064175402427281,0.017280646794633026,0.08145535269818542,0.05629600012097923,-0.068287284267559,-0.003964074198210147,0.043296076624028824,-0.015075761610526687,-0.13647780611840488,-0.03173320970626725,-0.06147091866481203,-0.04258460686628791,-0.06398350779712846,0.009048990404611153
ITGB3BP,0.038542970472166545,0.020475180224184767,-0.010979707386590019,0.016851259381765293,-0.011888504964655808,0.04807204368788218,0.07142338133423386,-0.011913515326903008,-0.059384091911541544,0.06321624513208078,0.004613100130607277,0.09687794464260875,0.04462242494257716,-0.019395446344427966,0.01391745399583421,0.023426734556361146,0.005582792786870813,-0.010402458360809328
AANAT,,0.03498713395832708,,-0.0142631224726892,-0.014138104793470519,,-0.01244341070076889,0.041386186963461,0.040504826404567255,,0.0575885039697154,0.06209347570008219,,0.005693468194938066,-0.0042179296304561045,,0.10851161559690044,-0.018983006448916147
RELN,0.21331846356765924,0.012625429109906288,-0.003677841452296619,-0.02475758645703237,-0.042562350551633876,0.049355714572211926,-0.036512871241172244,0.07012519794714892,0.040736364130143914,,-0.020462017182447383,,0.09403141303777611,,,-0.018288231397673466,,-0.006517335910420012
IL15,0.025052810108082427,-0.006769914800799157,0.022817132525475334,-0.013810443209142775,0.15570169208404863,-0.01348804071466967,-0.006628293801844735,-0.014342110845672213,0.06764069963512034,-0.0164433999439445,-0.01714191112794847,-0.011143571298900048,-0.004507280025112747,0.09246173692566803,-0.01742675027700273,-0.026464264097096152,0.00481818016274676,0.021428079065917434
UTS2,,,,,,,0.007863833505895581,,,,,0.03488379369004535,,0.10600829420311284,,,,
BSG,0.0528004483619701,0.07114870410511008,-0.030355887376791395,0.010339503356523243,0.018939018771397153,0.044670300417554536,0.0029040944466470014,-0.022100287022691723,-0.02143819861606041,-0.0045116730551644285,0.013403283967397334,0.05367083753602626,0.015894740841220854,0.09354389057498108,0.04262732092533721,0.022176025735825357,0.031179443822005767,0.03843341346347649
ADAMTS3,0.07358344592902352,4.237176586895172e-05,0.01497065963793107,-0.0042125702878638704,-0.006523918863272768,-0.021725331670988685,0.06404366772253685,-0.05190943430386689,-0.02540579468282306,-0.030718897028844352,-0.028484323874095385,-0.019408643197788622,,0.006088220039543989,0.034215328871178674,-0.03814013195307429,0.06470784639507322,-0.027590727577981887
CD34,0.0069841003121870705,0.05820041858024732,0.14150546085674365,0.010737318896384932,0.013263247550820088,0.04292014957483676,0.09552436710135961,-0.010104546171661132,0.037409157038919706,0.04192947459217239,-0.039697919698663243,0.05000968668511327,0.02352257005258633,0.03395091370115005,0.041692755659818594,-0.003384420765577011,0.017214867531611534,-0.007256995855132646
CCL23,,,,,,,0.03971929346691182,,,,,,,,,,,
PLAT,0.08030486951595518,0.08829006489973672,-0.01085896320424159,0.008445393543767794,0.09927075288802316,0.05423352173782297,0.08276726640375139,-0.005118240688332448,0.027231182546010983,0.006709300725037617,0.0650583811944002,0.059284926086134365,-0.062385410359644115,0.09604809849393371,0.004775021471325116,-0.06205859839453483,0.02630227690249445,0.01922505061680889
NTF3,,,,,,,,,-0.017916746488037233,-0.03335096131299948,,,,0.06814503102677573,0.029635950186077946,0.014485275890535344,,
LTA,,,-0.01961260649826017,-0.018042226101497832,,,,-0.014017772726639356,,,-0.017141913243953984,,,,,,0.026594666555521253,
CKLF,0.03939158879623786,0.08043854638605616,-0.016515711944400636,-0.002502359813985521,-0.08344296075400848,0.035196959845793026,0.09703262662110647,0.0503453323931116,-0.055214369501381505,-0.05517964897095952,0.05898879791000626,0.005221471939450232,-0.07381809808248695,0.0014398317315197843,0.019865755574520493,-0.09325147655881307,0.034668938580741056,0.010791549499771706
APELA,,,,,,,,,,-0.028863379293536606,,,,,,,,
CD24,0.031132138042994386,0.04160046671503695,0.07814980832391576,-0.03621368640539206,-0.0039957293838341285,0.0572704012156075,0.0051902380785555265,0.059854118140119664,0.015358386811935278,0.06285386123274474,-0.006932205406385984,0.07993901841219571,0.03283183226188555,-0.02351846055125913,0.010560039740615665,0.09029770522803407,0.029027944525513695,-0.040714527237664194
HSP90AA1,-0.03426104384385153,-0.017038859522673724,0.10385105671868997,-0.050115709796697654,-0.02485630893468214,-0.028222586151398197,-0.06676255766951576,0.06787944368431574,-0.056933236989403196,-0.004872070233274969,0.0063132570916446,0.05751146232701974,-0.08657318440204537,-0.049604183084877414,-0.09659990332020717,0.061182290258984626,-0.03263109204987496,0.015004045282837842
BMP4,-0.0247711093642623,0.05011941719650986,-0.020790512579260366,0.01661547525330389,-0.027437276199169584,0.14741440548665335,-0.027262845987205,0.017305564077309942,-0.005184116669869922,-0.04869091660742933,0.07693144577680579,0.13245816466692323,0.003889266159263,-0.034058465546738484,-0.0183704763278212,-0.028560025492807974,0.05678705176701121,0.004848222038772996
SCGB3A1,,0.02724010869792865,,,0.005417043982431718,0.08876380837738143,,,-0.009362278492513008,0.05404136218804693,-0.01196140036930932,0.03176070094820305,0.0452639562690358,0.048859178645293225,0.05310960291813211,-0.031442295815892446,0.035244981615540044,0.021260257478462635
IGFBP4,0.035792354111441285,0.06508313308206118,0.026509556355489197,0.0016184871519123057,0.040307694618490465,0.06391994681123073,0.11370297703214427,0.011031388952824557,0.012082523020926252,0.005012602318185849,0.0358941605885834,-0.012531883013186145,0.09627394096832038,0.011951991047210021,-0.027327243213012675,-0.01743889446315182,-0.019048707730950583,0.00565310183259996
RSPO4,,,-0.009564321743962965,-0.0068896553148747085,-0.019432331933914904,,,-0.01630352306136366,-0.009362277123067987,,-0.023778532352118926,,-0.030614896561752866,,,-0.0211750481214473,0.016730913208536022,-0.02393681919805912
LEFTY2,-0.02383161394266521,0.050202701714392096,-0.019853479146116952,-0.03308669969766196,-0.030161983015378292,0.062181938625612096,0.11768288778788608,-0.03277833952068253,-0.010265851368609087,0.004069051726091763,0.01164816698290065,0.07287443223180601,,-0.026511581571386708,0.03995365251673946,-0.028796666497644185,-0.020053524222246547,0.0333200206123057
PF4,,0.004408768833809228,-0.017840331242190945,-0.012281978062177224,,,,,,,,,,,-0.0208574161409398,,0.025962773717754253,-0.018751064935308436
ANGPTL2,-0.027160898997580136,0.07257782536121385,0.03437052180376719,0.010310287068920359,0.013198906568246684,0.08052122416450751,0.048160313659220966,0.014352059697116778,-0.0011940716161968048,0.04999015693007698,0.013291312953807843,0.008175068377193314,0.03800624065322091,0.0468153534785686,0.060832373185709054,-0.05048347032587019,0.051285546765605636,-0.021443541171852515
LRIG2,0.028870963759119433,0.08785675304749327,-0.062181618474196364,0.029259560224964672,0.11106317981547476,0.0604036879263126,-0.003528424463238963,-0.0004041478480463426,0.024456679769805242,0.03313581424927201,0.0035772256727148537,0.050981305783093116,0.00029233684117069373,0.0655991981313193,0.014433701801253392,0.016676847227489182,0.021018996000639025,0.04584430608664578
ICOSLG,-0.026687479062797337,0.029603347457453112,-0.015688933141918746,0.023749444062410772,0.01022148012735864,0.006241800763357979,0.00335398200318204,-0.002130701977665649,-0.017767853650145833,0.06347054423960936,0.04099364190584432,-0.021757259876424743,0.13431528432325143,0.059489815760261314,0.08649980273835199,0.017087522086765068,-0.02348147984003579,0.05463934185770939
WIF1,,0.019731220407806994,,,-0.04176579842983431,-0.05513520607444386,-0.06550868042270318,-0.012581042586382287,-0.01761786713048793,,-0.004616968537766059,,,,,-0.019684258284407573,,-0.00329010625357375
NPPC,0.04080539068190411,-0.02676633711273895,,0.040482328615392006,-0.0338982057902474,-0.022042899401335213,0.0947549524744366,0.022264143268664233,-0.013011274053012046,,-0.009369510446351167,0.1769704655336333,0.11281596866473677,0.06768987884305058,-0.03946362961995241,0.06520218014400625,,-0.04506314029511231
LYZ,-0.06409990228775662,0.05258541264287081,0.024984985322230827,0.007304670316879129,0.0331435252734293,0.00901066260316277,0.05169396229849853,0.02147866909536483,-0.02212242321315965,-0.021291231442634395,-0.021433028949559445,-0.05007645997282322,-0.07047404162068896,-0.01714764201872552,-0.04574967736308121,0.035162221700176244,0.06343447670377028,-0.020899416756020243
EREG,,,,,-0.027345901730575717,,,,,0.05636123369894717,,,,-0.0066711837818825585,0.043038235941494626,-0.026373879448066358,-0.025438993021501825,-0.021588030420821303
SPTAN1,0.04180087013597805,0.0576826977979296,-0.006592070132808767,-0.07729797820276052,-0.040951067173852364,-0.008033700449513303,-0.02621134117363367,-0.052409238817915635,-0.010029415632006664,-0.004790655931762043,0.007424387978690695,-0.027528262420335434,0.008537573656598706,0.030273159493149175,0.011619699342316634,0.026906468250340942,0.026491811865404426,0.014311969387071372
PTH2,,,,,,,,,,,,,,,,0.03536179555873766,,
LIPC,0.031192175705320412,0.013339968162438586,-0.014763385291851377,0.02987817766764159,-0.018813695690890597,-0.020916492634368945,-0.006108444090820088,-0.02150473814953608,,-0.011070776869399343,-0.02692834268660248,0.07321670365822862,0.04114487671880356,,,,0.16315864407227285,0.004606804369764524
COL8A1,-0.029995345845309697,-0.04380930931249356,0.003406215437711467,0.009243827632832715,0.011145178202087816,0.03744732587814949,0.1363029238019282,0.008826794963952231,0.06811335071320905,-0.021508664679151794,0.0603599563956766,0.02204685528750235,-0.05089728371111979,0.02782198026752038,0.027497208973854045,0.03577388975889788,0.016772422259100674,0.014665501037524262
GSTM2,0.03235796547725518,0.013756085416645903,0.01010926572277593,0.04869551602217298,-0.027704700478193317,0.11852791265039353,-0.011200729387304393,0.013927975408660812,-0.02767185447921757,-0.005350276529880348,0.008740398213444939,-0.04994385222469739,0.07535995611406884,0.007743883560950346,0.03991581878237688,0.0077172487492724404,0.034590461187286585,0.0006959167016185806
IL4,,,,,,,,,,,,-0.02284925027578235,,,,,,
SPX,0.03240457441411436,-0.0014629317353816252,-0.013587477402117529,-0.0020611109579109213,0.025575235494404613,-0.03033316263811634,-0.008477488823064995,0.006009270507311083,-0.034705282410989406,,-0.0165978765394391,,,-0.002037085562716358,-0.010005167663781442,-0.04421399158040517,0.08514692481568702,0.04903713950086191
MFGE8,0.09426946988419777,0.0331829404978224,0.02196481994806378,2.1918242616065183e-05,0.03932061573277538,0.05565075839255645,0.04329218615853776,-0.04089858447460168,0.024545957669104647,-0.018405507948663594,-0.026620087319075253,-0.0258948690308844,-0.03630333789977416,-0.023483988098494005,0.03869908319895168,-0.04289938575038057,-0.019483654696227586,0.016021460823359222
TGFA,-0.03227919267410299,-0.013723763937526449,0.04090471272384173,0.004099647469547836,-0.006465234606945393,0.04207774719154879,0.06777388652007647,-0.0015828884557846298,-0.031242095174139988,0.001965367984342915,0.004400684966472763,0.07025496622370701,-0.04556006376719217,0.022340411492068633,0.04149848385827548,0.05481253657506003,0.07304668471967077,-0.0024778638848227947
SLIT2,0.07025934182064934,-0.027917983650466213,0.01496493359511715,-0.04180148624582011,0.06813998203013333,0.043424260579098706,-0.04134754760225449,-0.014835763203649615,-0.02193869687624729,0.0025193754069176826,-0.02872898347750497,0.0943411683738742,0.046637789304394744,0.017982239763515664,0.01812802297161319,-0.009917379677083537,0.035322444262570314,-0.03702696877654065
PLTP,0.04324214358419515,-0.059612121738665085,-0.01441132017061594,0.02829627883513953,0.006785601232760481,-0.019615796641949134,0.03974996739139086,0.016840021220448764,-0.015454619363083701,0.03866438129142503,-0.017830932645348425,-0.1731663753535944,0.03484412956649774,-0.005386090502539699,-0.06718759013457216,0.038195208741139526,-0.0008619020429225236,-0.051638026781278
APOD,-0.051060788501120544,-0.03424553768824266,-0.06027208891419988,-0.03600098875705756,-0.015777112020687205,-0.017704497623037864,0.015063058613199367,0.03973498140443489,0.006003496061538183,-0.015989025283157716,0.009670762002552057,-0.011888559210054071,0.015239419998542371,0.0435422746379495,0.02564342437508319,-0.022759889552882388,-0.03569724958694354,-0.02662159843482028
B2M,0.051219899695164564,0.010103571239184756,0.010858618642665933,0.018842050213328982,-0.013272648386513068,0.0378957865839431,0.10721803018347503,0.09415920750097206,-0.043962599565060705,-0.02801922770837417,0.005117107378514572,-0.010780440345856412,0.03148092018212581,0.0957208035130159,-0.058665838316781696,0.026426057490210743,-0.00515844367882546,-0.050920668722842496
OMG,-0.018696056380678363,0.056616067890322204,0.01603934864089495,-0.052843601772029236,-0.01586103143474393,0.051690421633435256,0.012631973278860916,0.0012714836600426817,-0.03253276904557892,-0.013110391962579914,-0.005155686848835846,-0.04399941984621876,0.028059745275329277,-0.0005111671916478247,0.08547045540589153,0.0004951491638630816,0.04248262178741032,0.038104544637625186
CXCL3,-0.01938332259937024,0.027943249584457947,-0.02726042444231173,0.02608739703295522,-0.006636841968319725,,0.00681017194780075,-0.02568805226876156,-0.010015657554553468,0.01649838160137784,-0.012345281702821037,0.04948015328128118,,0.01948109541256643,-0.011060778024319881,-0.005613374030732793,-0.010029700960018088,0.03553999302577252
CXCL10,0.026538437277457312,0.03177466478608965,0.04436520967217505,-0.04310630099938348,-0.03852673877346177,-0.018436623624044614,0.028040177561664888,0.07309586394599943,-0.015214516888377147,-0.01786425209551065,-0.0026249819388204855,0.021947482288875254,-0.035766350083948226,0.07799392552078901,-0.0279758415366994,-0.02893375467545742,0.01922898665741024,0.0016985161771327579
RSPO3,,-0.021630086513702178,,-0.014263121418805935,0.0008081247237627298,0.022285938916909463,-0.02043274017474985,-0.013499674984182496,-0.02432105719483312,,-0.012900581447450212,,,-0.04018529221072039,0.05496281063004022,0.0770319153030092,-0.02102910645281138,0.06924637164099658
CORT,-0.024069601782395002,0.033060506804524964,-0.0008970907780366507,-0.03198614497742586,-0.0228332462327249,0.017202084685776352,-0.02469093029721987,-0.017850544815702283,0.01436233941138601,,0.014657185078048848,,,-0.02373484253450777,-0.021826225890292646,0.01915175655891186,,
NCAN,-0.023741473754138886,0.12311346867482659,-0.008366470620108372,-0.01990043947871424,-0.03746788936695525,0.0689551847913696,0.026022527143205014,-0.023705983918250306,-0.05639044427574963,,0.07455915764536906,-0.0244154081027325,-0.03713622304062501,0.033432076962459506,0.06181003807410618,-0.00576551267739431,0.06190971786073743,0.0681059105619002
PRG4,,-0.023947083476598772,,0.06848522618163172,-0.013470530264792953,,0.003971733285426948,-0.020835255247179694,,,0.007623284104683084,,,0.005043574715893726,-0.03220593193619186,0.016785157167928985,0.04469606795785021,-0.026098927796169163
ZG16B,,0.00962948269683486,0.039705045404744656,-0.016338179629357654,,,-0.019110322916107807,-0.011138392943445853,,0.010366271584101014,,,,,,,-0.010480441634771367,-0.01599658149550681
TGM2,0.03386540269113778,0.06538342928566172,0.0013320583726491471,0.038811150541782,0.0846523670849711,0.02431201067066826,0.015485457844093022,0.018937572479476247,-0.016975122583479565,0.022393772773110898,-0.0005648841140239473,0.032701834441670144,-0.0060286278170013615,0.023487079175934483,0.04181072746731349,-0.0605551089992308,-0.04107632378336392,-0.00020566105821945548
VEGFC,0.014541320954276715,0.07347072297264884,-0.02756566050577041,-0.0025794751571815953,0.01569200124817307,0.11883633633349756,-0.02333673989050253,0.007177660697725029,-0.03395386685361714,-0.05136712586786038,-0.015392713160936744,-0.052635074621576496,-0.013025614798050792,-0.016868631855419463,-0.04373180193480182,-0.02595848627732244,0.014985968621921109,-0.02701319832407358
WNT6,,-0.025692259376812583,-0.01985347966716165,0.01010816677371092,0.0209812231008517,-0.01383457381300822,0.07334567589426132,-0.02478809621555684,,-0.02611475460485365,0.037285843852637585,-0.03877386378558248,,-0.02773707612428832,0.001409270913544547,-0.02810274460411474,0.020912080450847016,-0.016529268005620025
NRG4,,-0.014666127735968187,,0.00017355416033201448,-0.019187008786780063,-0.01693607582806083,0.06471134762449894,-0.021398656310755767,0.0027809075381436186,,0.019692628535016,,0.03550026876242176,,,-0.0279622004455783,-0.0210291088096725,-0.024857483839030022
PMCH,,-0.016903501486962028,,-0.023738688719164115,,,,0.0010796902114546551,,,,,,0.025640662659301563,-0.030623362614376252,0.07542920251436312,0.022057020584006225,0.0017855049183938107
COL9A1,0.06426827476527915,0.07387143783996564,-0.042011586850258,-0.0018871544980524338,0.027046015098913002,0.08362312807426787,-0.0009825149150110778,0.03617517174430424,-0.019832237627670512,,-0.02046202503093175,0.02647937930615689,0.07135261318445181,0.01881159779457605,0.04796808754275504,-0.026960880838968648,0.07508411394424382,0.050323686994394067
