,UKF259,UKF275,UKF296,UKF304,ZH916T1
IGFL3,,,,,-0.019010178277479327
BMP1,-0.020939139412009457,-0.013777418672368504,-0.004878585857330549,-0.04454337568266183,-0.007590131866003856
NDP,0.051944764954579066,0.01804231389658671,-0.0060125029873617725,-0.03821205853345462,0.10868388917227845
TNFSF18,,-0.02028382913606184,,,0.022223507205522217
RTN4,-0.012414218218320118,-0.04563171228165429,-0.010365529509284694,0.09457640347508944,-0.0635447568274041
HEBP1,-0.0354114349730768,-0.037839160729760346,0.02654569961861691,-0.00033453453783388246,0.06885675947104768
WNT7B,0.028631937710454747,-0.03697592629076844,0.0002777110541689769,,-0.029391032418977194
PTMA,-0.000961854476689402,0.023075844769197815,-0.036749687033991396,-0.10401809746502386,-0.08648410335822253
FASLG,,,,,-0.01648752113464179
CEACAM1,0.003360126166612576,0.029662118148219285,,,0.07089418576639979
PDAP1,0.010198796556453057,0.025853913722469146,0.004826134688243263,-0.033014139017449116,-0.002160121698682458
QDPR,0.0037665514369979135,0.0943364164822766,-0.03170876432428322,-0.016519593370832662,0.011615357635422313
POMC,-0.009544940469024286,-0.023535751322061576,-0.050358454385576866,0.03757644269263664,0.020455404270046253
CCL18,,,,-0.04798060984555734,
CCL17,-0.02516668612889616,-0.025297884072899963,-0.04843285389033778,,-0.014944086036461971
VEGFD,-0.028038467497704736,0.016225852543034693,-0.006871811858566868,0.014062241525003814,
TNFSF13,-0.01735941684464521,,,,0.011002810731932546
WNT5A,-0.017859319712852234,0.024025065720151936,0.09865391120411346,0.037145734258776715,-0.06431210975841205
CXCL8,0.011793443396776541,-0.027203016954519883,-0.037196153225595975,0.006749519885933351,-0.042645776511128386
GRN,0.010010090072005822,0.012341076635597555,0.04897651775365006,-0.0686108797957177,-0.07973319531331265
MIA,-0.03669809052728446,-0.026261236182827944,0.021209442569455304,,0.0632600395598925
COL4A4,0.05435821823407148,-0.015412861637995994,-0.048951249223186465,,-0.013160114842376181
TAC1,-0.025997765253337,0.02859857314643386,-0.024073978823026386,0.06177937810016289,0.0010353353260987184
RARRES2,-0.021824490555580216,0.07796996921302726,0.023275804980875347,0.025753407567208293,0.0414810599048446
FGF7,0.01843444056589596,0.016877521698986396,-0.01640619047554341,-0.007701417547652215,0.11788651294441399
HBEGF,0.0849299622103124,-0.02235688191824887,-0.022341604997068935,-0.02872858783876078,-0.10413848896540169
CSF3,6.888188679998026e-05,,,,-0.01573381719902006
PI3,0.01320473322360898,,,,-0.03418435772513552
PCSK1N,-0.010348797601554152,-0.012445524332848026,0.015391981080077373,0.0751700612829119,0.03755959483207682
NTS,,-0.010799903051575634,-0.013874814235771575,-0.024026214706723722,-0.02329963778927975
SFRP1,-0.021958906430241492,0.00783392795990285,0.02362275981119044,-0.07047387373784557,-0.022758213235335004
MICA,-0.012933570708783697,-0.018697432609593296,0.025690591432962283,0.02317119512209761,-0.014951966656801811
TG,-0.023697139080960127,-0.0037782642634060478,-0.024812065546840026,,0.025444627113549435
ADA,0.06923250361307455,0.017656169592402845,0.06828124994988449,-0.045466338790718853,-0.06415776641443467
LAMC3,0.01192901112754381,-0.04376099048431177,0.03822291239852521,-0.022159636549486755,-0.03623063993407554
CCL7,-0.0004982863759590567,,,,-0.01648751527187607
NGF,-0.002520205673406146,,,0.062479894383090914,-0.012892199084932226
TNFSF15,0.05767119109105121,,,,0.02925482431158317
HMGB1,0.012856754097821936,-0.005002814660373955,-0.0011519006662047845,-0.08218334544017092,0.007497891572786213
ITGB3BP,-8.0732209131251e-05,-0.010124694427199503,-0.03911827632802291,0.013446828088257316,0.0019357598627831518
AANAT,-0.01735941869738273,0.02618031261683658,-0.0037375099228072143,-0.02258819014114932,0.0544440427735338
RELN,-0.01055289503479137,0.037908392641348966,-0.0011883813411698214,0.018127285741384013,
IL15,-0.02250617606801056,-0.0066767134632806785,0.003186768199969305,-0.010448064761242073,0.08185572248778276
BSG,0.029701254923687078,-0.05572546669005428,0.06914309719054647,-0.00668051094578506,-0.029439687689006653
ADAMTS3,0.11887556023406451,0.06573658297304528,-0.0037305958514980025,0.011286237670586691,-0.011105364975548471
CD34,0.013270352094764971,0.02155016143930858,-0.01751409906539594,-0.041141971967072574,-0.021973336037932393
PLAT,0.00877913744738784,-0.07956597926478486,-0.008540390879186469,0.01378593600563733,0.030722862407413936
NTF3,,,0.02390838276595088,,
LTA,0.01899410874695803,-0.022074640497382902,,,-0.023477639415045184
CKLF,0.053672801515871546,0.020830223353905566,0.005260518852827394,-0.04679430389210202,0.09358421342753734
CD24,0.0019195520728309242,0.07549592132462493,0.07610094771125568,0.004549718832466429,0.04943299385938354
HSP90AA1,0.004540997844703435,0.05664568634389055,0.0038413075416256844,0.1410746938069566,0.0172665111423861
BMP4,0.015119610698796597,0.03748089470454051,0.03831583238247726,-0.020652646155912533,0.050021005663776624
