,UKF260,UKF266,UKF269,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
ADA,-0.003742595342263758,0.04314933641352072,0.07287419655196271,-0.019396651156638904,0.034163220317247056,0.03509700706672359,-0.006946756421275245,0.015632584436923662,0.0068568514842577855
LAMC3,0.028259562757966986,0.05629438759401124,0.11067311784998435,-0.01148886765827642,-0.0032479449397679874,0.03566180387059359,-0.04234230839488792,0.03287616364175007,-0.022411949015932752
CCL7,-0.0035090753680482685,,,,0.013366079392823811,,,,-0.02214443130873547
NGF,-0.02262031928789698,0.005532416554562187,,,0.04846228098176546,0.03734172362860304,,0.08018456023993317,0.04823338858483562
TNFSF15,-0.015690529959371858,-0.02002397105861525,,,-0.02987904827515593,,,-0.021006659364832835,-0.020802657382935876
HMGB1,-0.007857698422801476,0.046458241247727496,0.11837019297265353,0.01597242045739227,-0.12353754182707273,-0.001950190386687056,-0.015565471875427974,0.02354801993055462,0.021340747840158478
ITGB3BP,-0.004456306306722755,0.014658502594141348,0.1105115992778164,-0.03693777184868836,0.010224614546783611,0.08105054663670809,-0.03594043308509008,0.07085618674347641,0.09587214471282071
AANAT,0.03778456166263537,,-0.015801951729304133,-0.013767071019997586,0.0682160673478175,-0.02866206338967703,-0.010524805433794793,,0.11635068907249164
RELN,-0.04256235381474519,-0.021142314444409532,-0.013228952456034181,0.04212556105306251,,,-0.022569842794811622,-0.025373767972139933,
IL15,0.05298582044902556,0.03679121047313168,0.039649518761878125,-0.029589947360906966,-0.012435101742537398,0.014667772765188608,0.005059401980061048,0.034535258111405606,0.12068730786611814
UTS2,,,0.07095131472383064,,-0.02289672899236752,,,,
BSG,0.01594012668236031,0.05785770641170744,0.008470819856804106,-0.005088878573976404,0.08761088885651257,0.027809084217099354,0.10656598466705496,0.001343054760069878,0.05108438291144711
ADAMTS3,-0.04377449999315117,0.0417899888745423,0.09242197298433517,0.0532295844343684,0.06166503013748004,0.09476741432188956,0.0019161309467326285,0.03388941774871603,0.09349579197656861
CD34,-0.008341251759684627,0.06504910770627056,0.08673485014840983,0.07823036637307239,0.051747374702709584,0.0317240220683085,0.03437489884127506,0.0478261476976897,0.027304041698270047
CCL23,,,0.0665332097506144,,,,,,
PLAT,-0.0016877562626019915,0.03812642087781833,0.10025488586853544,0.03156705259153619,0.019351571484636322,4.139364976160185e-05,0.10632718790829807,0.005920246114491369,0.02185844863890351
NTF3,,,,-0.022223336823332093,0.04436238239994883,0.040689993483870514,,0.009129458247602121,
LTA,,,,,,,,,-0.03008041123738538
CKLF,0.019547857977676254,0.036804516940651365,0.14568966806253436,-0.011559764446828616,-0.007426258659518022,0.05803340933320147,0.0002373102781589486,0.04601909285346871,0.08153134892365509
CD24,0.01556862610145698,0.03627795026096301,-0.05038261614449688,-0.03761161401439345,0.020785198498776344,0.02495305367626876,0.07273837802732554,0.00507326862363051,0.013317441238416758
HSP90AA1,-0.04188152256170053,0.0072966747858388,-0.12261473235233981,0.03467513006878468,-0.07549724774045459,-0.09466237193635206,0.11581916558291486,-0.02230444416155261,-0.01549222615250368
BMP4,0.026467742769822118,0.03494998043547101,-0.02394220577758477,0.015830358261656977,0.03504168950112163,0.025774615805243647,0.008298891934224803,0.007626015071466509,-0.01755873218220941
SCGB3A1,0.13472610314282668,-0.018188137787572476,,-0.011612659056814467,0.08991030631650314,0.03004903104396301,,-0.04362420297488878,0.035209819991964805
IGFBP4,-0.022633872123647605,0.036441439388641694,0.09322084070868374,0.013996352004777458,-0.08796536306956648,-0.05363051677917841,0.044455378075782266,0.06976639503520046,-0.013037150780396228
RSPO4,-0.019432333423726002,,,0.03665297667775124,,,,-0.016177964793831438,0.08855462307029134
LEFTY2,-0.03016198532779541,0.09150706676930492,0.06413806819802374,0.0769826093360244,0.09039625369228506,-0.02448949193070532,0.101881029574394,0.024184670800266417,0.06649419641331775
PF4,,,,,,-0.019521584546566464,,,0.07400961576187397
ANGPTL2,-0.0019282528689790568,0.016950914376968548,0.10918808786820246,0.01397528862011491,-0.0014687905199315164,0.0303769209835592,0.04379993841223882,0.019607855998965834,0.0241526163748285
LRIG2,-0.01075959769938421,0.027081459876275037,0.10169185740994502,0.013828324116261052,-0.005095446481752528,-0.02817658878858919,0.05804696048635151,0.001517149866254832,0.046871733201889754
ICOSLG,0.06196910334916116,0.0005729568880385847,0.08395118919237066,0.03147842557740181,0.1114795057722637,0.03914884690190622,-0.059421526908027024,-0.011563187586959666,0.008528841133589185
WIF1,0.03631338411242393,-0.035407874338349375,-0.08318981272763123,0.03277090406984008,,,,-0.01359399467061249,
NPPC,-0.03389820838910807,-0.013997254314444468,-0.013227970905194128,-0.016138751864007907,0.1777927505344003,-0.025412696067602863,-0.027495993254366292,0.014054644666113942,
LYZ,0.004209914073008588,-0.012481275770303158,0.11916500680408576,0.05645247395520133,0.04585871101797291,0.07922560953624053,-0.0007912508521441605,0.036568271468525,0.028966857220454792
EREG,-0.02734590382709342,,,,0.07162570179052424,0.02080540084879884,,0.018984917415585435,-0.0562876664631157
SPTAN1,-0.05393258375063234,0.009933317282990168,-0.01934753677576069,-0.004827855051547378,0.043861753061046165,0.014144095570161202,0.04697536188275667,-0.07737641213332395,-0.023710284499417943
PTH2,,,,,,,,-0.04672246760551371,
LIPC,-0.01881369713327295,-0.022095375825246615,-0.041329783397061774,,,,-0.033749944717459,,0.032880443387598046
COL8A1,0.034913910011154854,-0.0027495657368485104,0.03567871568267649,0.03641201359991437,0.09495700583152102,0.01943197444743752,0.05103576855472207,0.027023217339748835,0.03865274424386909
GSTM2,0.012295613492254791,-0.012048810403917896,0.026868627624019068,0.04401396199874077,0.026126007193086487,-0.021172087937170635,0.014808015065695401,0.018401472055336626,0.029345335841738183
SPX,0.013021299047857069,-0.011408683491218945,-0.055418891135766285,0.07139099113447085,0.0524876752266052,-0.024238542435916784,0.012924670696928705,0.003723291254318136,0.027079383234763832
MFGE8,0.022224890346865894,0.03801608592626212,0.05475904600461523,0.008017248130456046,0.05682959384700775,-0.024304765974798578,0.09530154336414834,0.050264433697465985,0.013530335387035608
TGFA,-0.014219154617306072,0.03196516023480548,0.0411492634286407,-0.03115801794818846,0.025684338166021368,0.0025906551798051433,0.05300224747628989,0.011772620983003168,0.08832777686684941
SLIT2,0.06005587267865431,0.04665093632970003,-0.014945658340904595,-0.030290259157666467,0.029420463073560596,0.01581509370011759,-0.040879790122330305,0.022501972074729426,-0.018404243033839078
PLTP,0.010310757911512794,-0.02945272462578651,0.07811038155386611,-0.017544155096891174,-0.06653145516673042,-0.024869451764532275,0.0989127921925851,0.0215646538460669,-0.02799305130880756
APOD,0.04626091556669024,0.015843531910253835,0.024058310455730692,0.018170487223412277,0.0454855449832035,0.04400196885423853,-0.056836370070899304,-0.0732853012225692,-0.06637697327925354
B2M,0.02439731742549221,0.01218683817063214,0.1025064156036038,-0.02196847163470241,0.009890931550038718,0.07565604084038043,0.0822961957972193,0.025606453930637377,-0.030306391284598472
OMG,0.02612133584006029,0.04444719096559644,-0.03797389771750469,0.05828823259076976,0.060523133115199274,0.10142058291930496,-0.04531869391261466,0.01703976706258306,0.02322256562995243
CXCL3,0.0270619853026379,,-0.020747207246475392,-0.012423088728224566,0.04887674644064331,-0.07519376225753605,-0.020409529923611804,-0.0080056206251726,0.013093958041937762
CXCL10,0.00030114170818010684,0.17195714212455943,0.06950448112094991,-0.018871581045165554,0.01127104323325271,0.03836952323472447,0.04564318280859562,-0.01101562173668863,-0.03335136053895069
RSPO3,-0.018813685533705764,0.021643617047781616,-0.025947642628146927,0.058612441914227986,0.06594156771149567,0.04984440045742658,,0.07818405933223972,0.01854869667087032
CORT,-0.022833247983272582,-0.009169101525407293,0.01436417514817568,0.013539595297416992,0.07034755279622873,0.05743862477548057,,-0.015507078202713517,
NCAN,-0.0007767215993497164,-0.0023782043915749427,0.10344673691017857,0.026231596602537363,0.0341782971888081,0.07132358963047523,0.08327494885590656,-0.032237661128093766,0.0858429854309322
PRG4,-0.0134705312975329,,0.0484794408769721,,-0.033568816089590586,-0.016856530014240888,,-0.058020247034607765,0.03157320201583289
ZG16B,,,-0.024268298098775322,,,,,,0.05580950957591076
TGM2,0.010190906706220056,0.06689977177872994,0.008545657965680612,0.015031415124509253,0.061079595896769895,-0.02099661947128245,0.05917073119245653,0.06715412742233,-0.016493172612514213
VEGFC,0.05068892001913136,0.047458322931285234,-0.0296354469153912,-0.03234350725247448,-0.016377928757185467,0.00047103370703199755,0.0872460857531901,0.014583790322777873,0.04335682500256235
WNT6,-0.01856109525869947,-0.014614310014780073,0.18960602913035007,,0.0026475309786206593,0.00902753503336108,,0.009378733915982809,-0.010608417219833188
NRG4,-0.00015075508059686694,-0.017890617082282578,0.000611883725668966,-0.020426244345179777,,,-0.021616777703666733,0.001956718723982482,-0.0097093336939626
PMCH,,,,,-0.03115230147100806,-0.028662062373262506,,0.04341083986287219,-0.0010291390258207972
COL9A1,-0.013815380928624003,0.06914857011626906,-0.01547222111342459,-0.024599248365452814,0.051971527861699826,0.0782874998527427,0.020534980125472776,0.060533461646058405,0.03185311535698553
GDF11,0.010481204525187653,0.07269161842044068,0.09422034820222784,0.010028622331098445,-0.0007377512812499369,-0.008292236369393654,0.06090841891267394,0.031525735680371376,-0.023746966514236852
RAET1E,,,,,,,,,0.036434605884695465
IL24,,,,,-0.023226405301946192,-0.01921032280610998,,,
SORBS1,-0.020590885429108828,-0.03115174697629058,-0.003124673466645713,0.019499036956985124,0.038562938116023605,-0.009615219973752307,-0.020871309033136293,0.07260677751497827,-0.03159027289309354
DLL1,0.045170243883773095,0.025121188382757287,0.02337223592594875,0.023213351624558634,0.07367247647468336,0.03962055756111371,0.005368214148942309,-0.0004933390391387419,0.07194747508125449
TLN1,0.03894737618579122,0.05819865316053633,0.0836010842695602,-0.029649747943906606,-0.024470942513948116,-0.031889279628821536,-0.018011437243881868,-0.004795036555765366,-0.05038628815488456
COL2A1,0.01819723227810294,0.07837553782567233,-0.02074721430697996,,0.03183376888883349,-0.017010477949555725,,0.01972282660120391,0.04992595230035966
SHH,0.04765985903651198,0.02499747919023167,-0.01630983136365613,0.0732002224828453,0.06521741117738127,0.02314433337705928,0.028522737847560847,0.04820626731667043,0.08183670691410275
PON2,0.023373727542076703,-0.0032294479934661894,0.13474091963091883,-0.013547539263126851,0.023990082619413735,0.03691586128334471,0.019873675609079964,0.049928437940700864,0.032557503142113774
ICAM5,-0.03190674812267626,-0.0410556607987044,-0.04054208423320926,-0.004811780350600065,0.028967394228249153,0.0021321654821528343,,0.036865580480529764,0.035035059834106215
HPX,-0.02289765416747049,-0.014614311000618425,0.0732671015063891,-0.011612657872931845,-0.04238488585536941,0.021028339960922144,-0.028982544175345962,-0.023977975970490485,0.07461375892522377
SFRP2,,0.01034384867181631,-0.016558205532625228,0.04306213578689739,-0.024761992166007687,0.026571210535727675,-0.0483175441973137,0.10159453527062859,0.0562838579241358
CFC1,,0.005182009962911675,,,,,,,
CD70,,,,,0.06508502999337652,0.017677892302941606,,0.00032739804046726947,0.05315051556741313
HP,-0.03831117782682332,,0.017291820214246204,0.018891044095456864,-0.019714655185352523,0.0231143932949466,-0.027685526472937705,0.03377001037905434,-0.010844963871650822
CXCL2,0.003167303998872026,-0.022587050313704875,0.09343411070757805,0.01958952792067368,0.07143842294067516,-0.026757463917278845,0.0249279363322685,-0.011661130448877673,0.08247392849188281
NPPB,,,,,0.013418507411403689,-0.004065726996265152,,0.011421908013081223,-0.022170035675137506
CCK,-0.03989879759781871,-0.019989307828640814,-0.08353909032015579,0.01711193290818501,0.0727863259223635,0.03225579959006056,-0.021186696811498255,-0.07090083335404218,-0.008664620684239054
SEMA6A,-0.014456897120656757,0.001122589248432753,0.07143568128172881,-0.01679627570738326,0.012998938494993065,-0.0032425644327638936,0.0732289523711456,0.031149266679642674,-0.014384833618949926
IRAK4,0.0235367143774137,-0.03035303719098585,0.12871007240012766,-0.036996905830678856,0.019080036785753603,0.0736147239975823,0.05392545751259215,0.01794914892581863,0.021112453498375205
GSTP1,-0.020472589388639807,0.04719711086520114,0.11347848728564573,0.014943265854965809,0.06606746992640115,0.10977959146450332,-0.049654758517990755,0.00875687683379262,0.0788355712314979
VCAM1,0.0027423629891710306,0.03593232111410685,0.03565606361368915,-0.025406769861471397,0.05489609696458513,0.11034255075393555,0.0336335175359313,-0.030254415559004846,0.0292933713091208
NXPH3,-0.02430414014939453,0.061884904553087317,0.05958987923242868,0.01721260977078218,0.053097903856175556,0.053172086318156925,0.03708272667260788,-0.03453171637247276,0.03816039924250074
MTMR4,0.04185348292501559,-0.051156795452550634,0.012140864293716563,-0.06552751891567477,-0.017930629710826648,0.06154481344237198,-0.02926016202906785,-0.04868458536013495,0.005053736457819919
LAMC2,,-0.020023969090590565,,,-0.028554746547430485,-0.025228544157566153,0.0030516957999252533,-0.021681556298663186,0.07400743059963906
IL10,-0.025998195461623644,,0.04241012838059977,,0.045411060104287596,-0.008234868429360246,0.08205588292942982,-0.011120215221058658,0.006794712032616909
SEMA4D,0.0023758947156461764,-0.04130075667842848,-0.030751617472623467,-0.0025663311595272554,0.032226998735756615,0.04414162196649382,-0.03021461045682598,-0.003569205437643404,0.07317925673024098
TRH,-0.011839640469903039,0.03937487018666952,-0.013363892729876554,,0.02592432026932862,0.062021366600500366,-0.04619536938203115,0.010623521377526018,0.0042174268168528725
SEMA6D,-0.016048998586107418,0.02320869884313965,0.07551592239867898,0.0016301916200415036,0.007772934235825442,0.04055326811118282,-0.04821153844282512,-0.02824621562410079,0.08614325637819975
CEL,0.05459944933788144,,,,0.0015073972011410844,0.18430814898032177,-0.015979662654070744,-0.04754004095158507,0.01645954724987178
PDCD1LG2,-0.026324414376726796,0.03775792895435428,0.03595697038142556,0.021025089528009338,0.07239524703430268,0.0633901863010425,0.012237513608300199,-0.03645470594939534,0.07187878793715088
SPINT1,-0.031579875124891445,-0.01818814334496339,0.04720266763870008,-0.01897763780997165,0.08460101872435219,0.01896832770947733,-0.04129465361616203,-0.02047721682296628,0.01508495278427131
CTHRC1,-0.017647052924994862,0.05923555622466308,0.05749615859855976,0.009598345228268445,-0.008559396547605824,-0.041482692402790663,0.06306328920672263,0.040088020149196386,0.05045797424426228
PODXL,-0.036036291408115824,-0.006053655746901207,0.09056000102968238,0.013221161031601345,-0.021993671554310878,0.008953830637187993,0.013252199146423836,-0.0010690034294427333,0.032700287715725404
JAM3,-0.0027413092369212547,-0.0001313533423138232,0.10422882930666266,0.011078608572368278,0.022160110536824765,-0.015109475628904575,-0.012213015195048504,0.06251460493350636,-0.005534862806726474
TGFB2,0.008373078712940376,0.006903226349200374,0.09794811037556403,-0.0064613911271430916,-0.04724676185605046,0.006367222300689643,-0.011438937375615079,-0.04618549114299929,0.009965918441919212
COL18A1,0.006616935093003959,0.05193856806681536,0.09656090985261502,0.01556004506781862,-0.004731494328039409,-0.030547055958636243,0.03342240588479477,0.054548294011597276,-0.036274207610931086
NODAL,-0.028515712842215823,0.10948173280656114,0.031338236206581875,,0.014089775768948895,-0.006671513691177976,0.06814692487023556,0.03563532596522483,0.012645247376292242
INHBB,0.005033754269483794,0.013235111373615199,0.02884984143675528,-0.00907863235792122,0.04507260201625108,-0.006285793485697602,0.11070403068185143,0.020397393948636957,0.03371076587159906
LCN1,,,0.06569301099234982,,-0.03693156455623847,0.1052455227784248,,,-0.03992691612295502
ARF4,0.026671666133502733,-0.009520529911412121,0.11965998613235648,0.05501176031001199,0.012676008069037013,0.02978904181409605,-0.028610532394809544,0.05364531789752389,0.017310136213866414
CXCL14,0.02380956872899114,-0.008647149745455298,-0.014156003117782338,-0.008410443784819524,-0.05415973780881107,-0.06702925661384178,0.07528518592527345,0.06978734565010569,0.05016124370383868
LIF,0.022893058225417186,-0.017740149881983563,0.03186038248688485,0.06953577969823248,0.06600172143979485,-0.0024287976811847856,0.03928557224666651,0.00951009338780764,0.0068121135509792465
IL17B,,,0.04833824932707931,,0.021272422267895174,-0.001732236945328149,,-0.03084664425702955,0.007918556754376155
MMP1,-0.01183963788711962,,,,-0.017159113396708683,0.03281538553670381,,-0.022337012368103402,0.01151989652071286
MATN1,,0.06731671998470093,-0.01908868007801895,,0.013271686172882014,0.04396771431714949,-0.021141443514861122,-0.019611481132128378,0.01747893502920188
ADAM28,-0.008777937989372821,0.002621281477070974,0.019961806609299342,-0.01668696334466662,0.0006472374232209003,0.05573049252888816,0.009056836294072956,0.0246258837567615,-0.007930847697041651
TCN2,0.01976347773857077,0.023324406517145388,0.06201608711326817,-0.004990385194082147,0.02894132034185403,0.05516765660332414,0.07584257783277983,0.04547892694950634,0.03796335002635055
THPO,,-0.024354170547183758,0.0145536044640754,-0.014325944754328005,,,,-0.014297933154127519,0.00014860903815061983
CUBN,-0.02973546661173757,0.006494568300531618,-0.03809761685129643,-0.041105842446186536,0.054224780795761894,0.06584758892465546,0.018391106435749066,6.69508946535517e-05,0.003964570996988511
TIMP3,0.033312071913434105,0.04804054222341502,0.009486252603676816,-0.011293720012390004,0.0224242149476832,-0.04997845639481576,0.025016827563353362,0.021395864719013957,0.0004550628809766725
PIGF,0.02351680133889443,0.02914092487341056,0.035548458426051976,0.0101043521988852,0.04381896410672914,0.0500286797371452,0.0076241303965055626,0.003475426118013759,0.11873629666822383
CRH,-0.012031230160001629,-0.014432371381768243,-0.02799739983925464,0.020442212349051744,-0.027411576397284178,0.044562176418728255,0.021978184078240086,-0.060854555015564686,0.06628281518620474
BDNF,0.0027181780666109003,0.054422625633496056,-0.07749949789136266,-0.023304807775061553,-0.0046541596039363425,-0.02145443878109131,0.010735628757326664,0.12241853062672806,0.05847948485176253
CCL5,-0.02719502451522348,0.013242774127426747,0.017037010057808152,-0.03579838252277159,-0.004290237406297913,0.0002473616188852414,-0.030802104626341413,-0.0341200079760725,0.053338682608313065
GAD1,0.023112989145647793,-0.01802803537668762,-0.047392712581574105,-0.0013163514549322135,0.016895002587488883,0.02612821753157262,0.08855528436028828,0.00034177706535346453,0.015072398618811086
COL14A1,0.06616746406935332,-0.005418065183322563,-0.008048324420064836,-0.018764982797360916,0.07083695294921613,0.015637461475370144,0.020583315171009867,-0.0224866111394793,0.07678002731945402
HLA-A,0.006223165333939663,0.061847491144022645,0.05906429286412969,-0.04632838151226821,-0.018896803532731557,-0.0742239731372438,0.12327682410378758,0.08497569069159155,-0.0024137255831426104
FGF18,-0.016415532671099433,-0.020023966173697894,,,-0.03799513857085962,-0.011254425938009382,,-0.03859994682473593,0.013867573982259738
ADM,0.014025367026699374,0.09121377202191674,0.09762340254670918,-0.015368836023784173,0.004126184130948086,-0.062333679077714484,-0.0001998646292532445,0.009082278541590121,-0.037621041653010355
CCL15,,,,-0.033410197704902896,,,,,-0.008463674020000207
GNAI2,0.026149269175416656,0.04763984101745945,0.08481167779468991,-0.011069668722465054,0.017499459632100537,-0.05094147995678989,-0.03232805246409005,0.014200332912595906,0.0002971992233299151
HDC,,,0.03001036420622164,-0.017439995103121633,,,,,-0.009921315102689756
COL11A1,0.04558229217049028,0.06499528609451657,0.01385514264775504,0.016168842023550466,0.017339721110381633,0.03989451397974507,0.023190002756377892,0.046728177614504936,0.04086664931011301
NUCB2,0.04343592625691167,-0.004100146382979989,0.06739347352022886,-0.03767809790264289,-0.02062938106743382,-0.007432764656477764,-0.02924082976870637,0.06683735621594175,0.046514221529101785
CXCL1,0.03128822768377498,,0.05958588867591991,0.03022223434490444,0.0340063831512346,-0.044129564651535634,-0.03177867683459132,-0.011519007669321705,0.03687791314072727
VCAN,0.01299335624348423,0.06205200937853139,0.0531457450833726,0.03489871428124826,-0.006762267933366829,0.022599883951058546,0.010973253890073477,0.02950465748633791,-0.001682894471651969
MMP7,,0.043462451049609246,-0.01328952380776592,0.010047586698121596,0.005206486594724993,-0.006363001903516577,,-0.00010493459333174613,-0.0005266163331118761
PTPN6,-0.030976729878987953,0.016277198137015846,0.06737940616561439,0.03867701295776613,0.06337729523237358,0.04752794364053591,0.022047054953214348,0.04122299557440637,0.012419302464526868
PTGS2,0.027977684034222683,0.08337774471758752,-0.07549218941270827,-0.006989491650156064,-0.04232625476844414,-0.019360768607566727,0.04979948312462064,0.01689243719600422,-0.009169387661246494
XCL1,-0.01258929744245276,,,,,,,,
CD58,0.04755658510919989,-0.025547209380379927,0.11203099444154378,0.0010070521425357417,0.08626916574899998,0.04187358169587074,0.03365185907731568,0.0287457261440745,0.025400039385049783
TNFSF14,-0.035434668450884846,,-0.027690675900350823,-0.012733420819186759,-0.03039411242080998,-0.01731108570115626,-0.04398968542152974,-0.007854074488185788,-0.01256543793432409
CNTN4,-0.029649594627543942,0.008174682699360327,-0.04718835424527416,0.04752830809952893,0.057165345158110524,-0.0531579396568282,-0.026530876314701014,-0.0335256922856419,-0.033885920591884305
INSL3,,,,,0.12300191925663975,-0.022136505936896037,,-0.02044819048713699,-0.028843643956580102
BTLA,-0.013124761680213612,,,-0.016261013901441447,,,,,0.08947928016443313
MFNG,0.040415794570598795,0.024461427805823197,0.10005971273318208,-0.04476849275182872,0.05544159005771576,0.04498661842160583,0.07617601892106327,0.005440023685505389,0.06840751949422566
ICAM1,-0.0064378431359682605,0.007810768755431437,0.021579218854942746,-0.018577007577095666,0.0060310173131623715,-0.030831605956908977,-0.0011990991086975775,-0.07615533942388324,0.01743070045110585
PROS1,0.03614074994374319,0.02597107295973921,0.0748933574747469,0.01756282591377309,0.017058434406554066,-0.003733520840546814,0.0710964907777431,0.07181627152900322,0.0025823233538027003
CLCF1,-0.0009924010502158536,-0.016491236225012276,0.008807563763044068,0.10868076172195265,0.05033313745293688,0.02812090855707909,-0.03947893057583015,0.0396990326406267,0.036140892635354
PSAP,0.005604778646619282,-0.023899718832987124,-0.11274671034131359,-0.007825265083914103,0.07327891951449161,0.010619672850452597,0.01164491571880758,0.02680974417912181,-0.048856901749237645
EFEMP1,-0.018044316182718664,0.030450743143397303,0.051547880802856966,-0.011538612336606129,0.04768423086978423,0.047177495899389174,0.016907134056608042,0.056649007093954463,-0.030106845850861666
C1QTNF1,-0.03657935280860628,-0.016460722284645433,0.03109730571690018,0.015091712323057772,0.012085406588249817,-0.04273684859037609,0.09064637485724443,0.0277762845219882,-0.020155068202097365
