,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.0126448935312797,,,,,,,,,,,-0.01805890891449578,
BMP1,0.018219115563745406,0.037475067462467475,0.014118185043559156,0.02779561180053569,0.02841266376991574,0.02174164452331827,0.021677646081269538,-0.0926732662602227,0.1261903156139325,-0.010791148413454209,-0.04063094793380583,-0.044114806617778904,-0.0013569216914726871,0.03183387654022071,0.019038043615485993,0.10074514614169341,0.08389226099098016
NDP,-0.011687619857159113,0.034736942829139396,-0.04811607274365918,0.02364396231052075,0.009847781169432907,0.026522175387508094,-0.005548452263740962,0.046816232008610646,0.06977338988102304,-0.11228469560169618,0.06778952234854523,0.0729116838179138,0.029320653026898076,0.07992103015308215,0.02463288683172948,0.021285081893130893,-0.030816274970231518
TNFSF18,0.002057814795626599,-0.027057275606346687,,,0.021710183997242685,0.01582611106902712,,,0.20106471501672404,,0.0798289370650075,,,,,0.014093916172841569,0.13135023591721628
RTN4,0.025627572044423876,-0.012823782359874934,0.022491277824098224,0.017307102956565238,-0.060524255962883605,-0.001886245488614247,-0.000683384357134847,-0.028582173353306557,-0.08986319122738358,-0.013175651139250682,-0.036247575113229256,-0.020414498536010482,-0.00042570331095150894,-0.023312732509837092,0.0061280728883996724,-0.03545763121388541,-0.05097493436234688
HEBP1,0.01976952645843172,-0.06431728539491627,0.016000106310084524,0.008534745951377676,0.03080663896864952,0.05184568084405304,0.009297685114075485,-0.011707579018775763,0.05661321073361162,-0.030984569716563146,-0.02253629137173188,0.031822223262910516,0.012288851826100969,0.009344294178637299,-0.02017515749707754,0.0105929824652586,-0.09334024010539183
WNT7B,0.025035085974252094,-0.01680714086476464,0.017473370666159612,0.041898475148580284,-0.019969091086846143,0.03128112131348726,-0.012182919296900845,-0.03988079629480913,-0.04129758282297058,0.063373992755668,,-0.04110124205618349,-0.035835668753282666,-0.022273917803889147,0.002699211049995432,0.0214765212678338,-0.046699620777545074
PTMA,0.031010172592170638,0.045070050714487726,-0.0008119315251798319,0.04253622130922724,-0.052487297726571576,-0.01369663704210425,0.04321996030302661,-0.04793837850981291,0.06679569403149697,0.011144377581616115,0.07891443012816265,-0.05373378410133095,0.012501790157946906,0.013853545647522371,-0.008036742979831417,0.07357316057253162,0.06542247877206872
FASLG,,,,,,,,,,,,,,,,0.025934810466204473,
CEACAM1,,-0.012898469732253294,0.013571173739576248,-0.02655174371602163,0.11439586502506896,0.03505815631114391,,,,-0.06890871887456936,-0.03321401700414844,-0.03686025220889207,-0.020080492684547594,-0.01689306958701784,0.025438477024489054,0.06426618480900124,
PDAP1,-0.008083488660245464,0.04417541105694337,0.018708138843198736,-0.0013210324979887312,0.08363858141678447,-0.0021827771875008433,-0.029684491263953516,0.03147420720208683,0.08108688244012151,-0.07681273178240175,0.1485004244085652,0.018865348821433512,0.017498708362857187,0.013948182647945343,0.021613608355129443,-0.024985930920287416,-0.028711602995692267
QDPR,-0.05230433709876228,-0.03007054517369367,0.044796495667096474,-0.0004979572325731709,-0.07582169994335594,-0.00702893783373851,-0.011968357578752966,-0.02308807331130952,0.02077593894505911,0.008969527590041942,0.08347006354706647,0.04350949719570724,-0.021814354348641225,0.032539796602080846,0.007488466022640325,0.011653249951073356,-0.03417685855411303
POMC,-0.043628636344375284,0.07350590690531626,0.07204098778023518,0.003898428131565124,0.01568908019407181,-0.01961550950660374,-0.03276721897068542,0.012297107873059893,0.12329492959944371,-0.026357571628862122,0.07193252826220133,0.052111069223659504,-0.02114064634833997,0.08645357783963478,-0.028332660530020676,0.07397267792906467,0.01263442075642499
CCL18,0.008561421242168622,,,,,,,0.001462216283389311,,0.04072505886118528,,-0.026134524856785968,0.07409985212168206,0.10134125556617424,-0.05964444582990532,,
CCL17,,,0.1277909105718109,,,-0.007849061336082324,0.1749996804280861,,,,,,-0.014246137636520514,0.028678454077208485,,-0.03163540510663007,
VEGFD,-0.03491386563005311,-0.018474470079646595,-0.010822207327642422,0.0037904298192763986,-0.02118358857873802,0.06385114671329363,0.0895865740391283,0.1630935065976829,,0.09743849463719317,-0.045153728270890155,,,-0.01689306958701784,,,
TNFSF13,,,-0.014599783665882085,,,,,,,,,,-0.01102338219778248,0.037273220592673205,-0.019448798136995,-0.009972496917916782,0.08903611140121545
WNT5A,0.03610993189265009,-0.035103892862178014,-0.03992542401873691,-0.027032758152350147,0.07247505732698177,-0.00377842242847657,-0.04350735031234674,-0.03131244299913361,0.042338833603481535,0.013661671305989675,0.004786458087094522,0.05344100756678007,0.012053923430668793,0.009980905650564253,-0.03154050115471703,0.0602466435204045,0.06958055075397748
CXCL8,0.015795768343625137,0.0014632773192237557,0.014977026500787076,0.031276541736886765,-0.006289299467998218,0.012535266442046882,-0.01030016507936449,0.0718405922227861,,0.08128160949979993,-0.049891950399666096,-0.04601394571446391,0.0059278533233438615,0.007026651227290306,0.03656598078408385,0.031115408303689196,0.07294176927554027
GRN,0.05249561138078809,5.525755587436263e-05,0.0522034216132794,0.06108335242082499,0.07081020787612506,0.022988079751748967,0.039975029916325525,0.028065698377151813,0.015664945029266752,-0.11196626765411856,-0.019408877818766993,0.04379944511209129,0.0875729831906043,-0.004678341836162479,0.0067400377810455355,0.036438491101901546,0.07015070289828086
MIA,-0.06596752256242265,-0.016429901716982758,-0.023546994544679106,0.04916808730148605,0.0610047361450673,-0.02104467068427705,-0.012579168409346076,0.09423046246470428,0.13133006422202678,-0.06587988820987191,-0.062260268063769136,0.02471435929531769,0.021480353674520905,0.06769502339552164,-0.002099875997859356,0.01075752750294256,-0.00032341511453383887
COL4A4,0.029989752562817933,-0.02763020109867622,-0.009047672273130733,-0.08202043245682909,-0.012460604005740429,-0.02201248603144976,0.03497315373524459,,,,-0.03535625850408124,-0.033042205236767555,-0.03764232502241728,-0.011993795140474557,-0.000421377879141323,0.03217901331105627,-0.013930596919857537
TAC1,-0.03017304559173477,0.015175462464475884,0.0158588758601801,-0.027862192964187606,-0.06801945059616153,-0.04005731550786056,-0.007804174851177304,,,,,,,,0.07134944741654535,-0.0018896253386303083,-0.08205250196797143
RARRES2,0.052179601931616595,0.006713375159112536,0.008174227495725854,0.00808708733293821,0.05784680284084009,0.02448048352110167,-0.0409185654694449,0.10710201108347624,0.012759646249217738,-0.07760500648780502,-0.14607386113726697,-0.01516476332208781,0.02838078984201308,0.03699910168335428,0.01748275734429842,0.028350328949406933,-0.02802678803398703
