,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
POMC,0.026168892383032508,-0.021421404630910947,-0.025361524177665677,-0.011317365658279812,0.05188559738516252,-0.005482470883554963,-0.0248761100755391,-0.003527424167567371,0.007808006809134614,0.004449485972198961,-0.029612944155182615,0.062346080974577944,-0.05627433705187311,0.006268092543581863,0.029675825743165376,0.07724578670051756,0.032052450792566606,-0.03492683363295948
CCL18,0.03458492885470433,,,,,,,,0.06858874072011045,,,-0.05497251398400905,,-0.020824170772640763,0.03092694057561051,-0.031044650318615537,,0.019582204280395105
CCL17,,,0.021717077908997677,,,,-0.02673859611551008,-0.0007537622206841586,,-0.01720618854669726,,,,,-0.029326540987088208,-0.03305327870534268,0.015564239695771722,
VEGFD,0.04838871906932424,-0.01726765295281577,-0.028038466382159403,-0.0208445906986252,,0.012046815460780864,-0.028487712579500956,0.033979788026752895,-0.023744011453479763,0.05493110662284976,,0.008032771241960609,0.011693080993959907,,,0.09080276473639043,0.011852237732703868,
TNFSF13,,,-0.0173594161539792,,0.03624622062942663,,,,,,,,,,-0.04869990394065522,0.015150485451446288,0.022933953991810696,0.07095743435193763
WNT5A,0.019236513084106784,0.001372520763012882,-0.007299734791057493,0.0790634589725608,0.09195579809351796,0.1151534380141427,0.022941153255624992,0.018372472350751463,0.006794756646665325,0.029621515706729214,0.0725837859907332,0.025987677968495288,0.014061149852358486,0.03956374285747915,0.033337162075525874,0.0284532196026256,0.02495625851893946,0.032594896362449194
CXCL8,-0.07702690244444059,-0.016168406738585335,-0.01812023123004247,-0.043480797560161114,0.0251319735876025,0.08542666844248635,-0.014403737379303333,-0.029519243214790155,0.14713988107600798,0.041338477202561535,,-0.05623476516092022,-0.0045211676844984375,-0.036664231270009714,0.043122924047780765,-0.13288910833160156,-0.053382768284998786,-0.05475437674949556
GRN,-0.02345908557188463,0.03712784377837043,0.011499308420809328,0.017008129752998428,0.013125769277434992,0.12759891334879117,0.019456897409884672,0.0243405290550511,-0.005627920771514791,0.032699943403575966,0.03240173314629259,0.0035891916298624498,-0.022749880562373863,0.007383740554670748,0.04277388026117818,-0.06040512108465235,0.06965712541208251,-0.04357135209861545
MIA,-0.004480732983049059,-0.015356642960508524,0.01926598720323269,0.013561669595262825,0.09891020823433656,0.025032365392742,0.04364125760745305,0.0574582742720831,,0.0014985527090644246,-0.03238118706866435,0.017266918160210826,0.045133203930819335,0.03366390651561455,0.07627689000521742,0.1511571283315152,-0.017332742967270113,-0.009768983181774523
COL4A4,-0.043808690273740895,-0.025825299536687808,-0.03173937691984063,0.0629944830224603,-0.019018786780815033,-0.025062704165252126,0.06331564416891884,0.021827327246086787,,0.0035201273249673213,,,0.003857821188119462,0.15828905051150216,0.0658766753211061,0.10144327184201633,0.009167431267883237,-0.025376717733629987
TAC1,0.0024927608999669275,0.016173623753048618,-0.011796558415175764,-0.02446762351888013,-0.0065098804038651,-0.1311109640470843,-0.007835657693774655,-0.06321192226402046,-0.04578450922275104,-0.011375239233634291,,,,,,,,-0.04591606273727539
RARRES2,0.02409616442241032,0.0030980096976838383,0.003149116639008271,-0.007177050768212103,0.01061676565428246,0.0740675075509159,0.0006160471643000756,0.03063608239679079,0.10447214996070331,-0.04375521092849502,-0.06225151073761411,0.07807658079736977,-0.04461738012979561,-0.048199289307369705,0.06448745203444768,-0.015907305097457223,-0.1024545179214373,0.008080260063601541
FGF7,-0.01928578373989082,-0.01948973928325289,-0.02981514523341965,0.042937781468422066,0.09347551079337843,-0.0028451734679560622,-0.04092886400511406,-0.06745749767320111,-0.02405615241813284,-0.007041919404193036,0.08367311889294161,-0.054124151882610654,0.03731864417903863,-0.011537967345958893,0.06982162480093197,0.06322717328854524,-0.02995267108697736,0.0028215306670344997
EFNA2,,,,,,,,,,,,,,,,-0.006286911851033238,,
HBEGF,0.0022349274630077214,-0.008202365251452976,0.03787671404294416,-0.028891707663036014,0.051384019163354944,-0.0002973363802313331,0.033776764363466806,0.02449105311756778,0.06200761388960286,-0.008941201638810656,0.024888051687790676,-0.014048567987334233,-0.09830636865488199,-0.030801253341944397,0.0491904040297962,0.02908605313231553,-0.03116992720859446,0.009018135507454146
CSF3,-0.003116508311017378,,-0.02999649431239261,-0.059051805511249514,,-0.0265158586096843,,,,,,,,,0.0017082973914079684,-0.07892356529511886,,-0.01679043646018438
PI3,-0.05189788533647433,,-0.046062645164090504,-0.001321809728280573,,-0.029857206765957052,,,,,,0.11617227462371406,,,-0.026284437575320837,-0.1224437500583326,-0.031946712734415475,0.020572884477618552
PCSK1N,-0.009061016950539777,-0.029109827699994522,0.008789837885813709,0.006366812827328494,-0.010578238088565233,-0.009727041332642565,0.04014325893055154,-0.04317455623266025,-0.06377038158278989,-0.003199202088667443,0.08341767163880474,-0.019821630182323857,0.062295016770045376,0.004290098585451384,0.04986026171761684,0.012415009541559325,0.0779469963270717,-0.01264586248794268
NTS,,,,0.1373739997538292,-0.006310219746892166,-0.009590255495807666,0.05078440475397648,-0.01288524457233937,0.004040137698124305,,,,,,-0.002344421419959605,-0.0186032593930613,,0.03174124180343846
SFRP1,-0.019732885269850245,-0.019724898049855704,-0.02195890555657906,0.1767763095700155,0.007284497686265059,0.12902762088739334,0.051485642299374614,0.011908420178774555,0.07282384654208898,0.03833189532485548,0.0603452771844759,0.006517333388583501,-0.015973230189970433,-0.05472744566928942,0.026663598316788488,0.039743191510714454,0.029175206541274267,0.05864864238838904
CXCL13,,0.05038427524003224,,0.008799834622402986,,,,,,,,,,,0.022039743848243375,-0.02832285025167862,,-0.04207963659939301
MICA,0.02963466069224902,0.03801220626434848,-0.000580087492516007,-0.05083330683903069,-0.0002501481181562406,0.05212600801360159,0.01836100353496121,0.027483074457286222,-0.022844912264759796,0.02604637316834122,0.026651086104099775,0.04750592571892191,0.013618820523794099,0.02856846787749553,0.015986728506835596,-0.00616965937890234,0.031776095340462086,-0.020197961152297376
TG,-0.03492249088302396,-0.016393590150347106,-0.023697138138139947,0.03610963999889404,-0.02679925099271956,-0.01993547696388876,-0.026938123704492414,-0.02168149556549201,,-0.012579165651559258,0.010118307191797425,0.08465681367250392,0.03213846439211652,-0.03390661866434383,-0.01595202357019106,0.08576792844486479,,-0.0314015327523453
ADA,-0.03991818539828879,0.047571437367859036,0.018742713579423385,0.02691657984993451,0.047253379329582075,0.0945379345584355,0.02369194977468613,-0.013199952320424499,0.09595753926195645,0.07412972727705645,-0.014312597585022157,0.020289011358685365,0.06454172515734252,0.005344980002939935,-0.009811532574004715,0.034716283561582885,0.002207396457721511,0.013268042437089105
LAMC3,0.09637534554940325,0.006344197455391213,-0.028760691844903766,0.06513949130709326,0.011949923243759472,0.05901949850967005,-0.02278495023934017,0.015451322999936538,-0.024184832781939364,0.012957392260791713,0.08404757797651807,-0.0102804936119439,-0.01820739648769308,-0.013544681865593239,0.05427677382746017,0.007151575456126824,0.05916223164327686,0.01968447590904374
CCL7,,,0.0160789436285657,-0.007832068310439021,,,,,,,,,,,-0.013392496430515436,,,
NGF,-0.02523941181223568,,-0.039256062962968345,0.07231434418156986,-0.010614053961076833,,,,-0.021377251603495854,,,,-0.008238508346877352,-0.030946032505477762,0.05289019637848942,0.03292513403989207,,-0.010964470438538482
TNFSF15,-0.011727441161987208,,-0.019078425683109024,-0.023133418604587105,-0.00687430557772465,,,,,,-0.03236210175612601,,-0.010657023052766933,0.2139467770829153,0.06069831449853377,,,-0.023693133242963675
HMGB1,0.0748221651651215,0.00933806898161038,-0.04602198899037884,-0.011848382529060123,0.03147059465836795,0.14135451337451033,-0.006235317756296425,0.02047810011830305,-0.018920562952158868,0.038594284065239674,0.04907860532692218,-0.15279734221688032,0.10088853649173707,-0.0377865724955399,-0.08103979416098765,-0.024739092325723414,-0.02278214103280374,0.014954414577590754
ITGB3BP,0.014437531633871091,0.023201258145472407,0.031333300689434844,0.0829377369645204,0.05157116675400824,0.07981705129018785,0.0021635107308430332,0.026839254406686462,0.04080007697150683,0.07124181303637042,0.03588233276191154,-0.00980273254725387,-0.03388326286104309,-0.05017020470174889,0.043684680837641154,-0.028149454956907658,0.018853625100907708,-0.013479507057569897
AANAT,0.00762536829360664,,-0.017359418006716643,-0.020844593674307993,,0.058242606179675346,-0.024225612074334973,0.03228384456651323,-0.020097760378372024,0.03419898449820857,,-0.016026613345459188,,0.01069102874706699,0.030195541577554597,0.07777059252204223,-0.012098320091618953,
RELN,-0.043518204367859144,0.022075860444637958,0.01964817311556394,-0.013816761567024839,-0.015399308246566913,-0.06462575118279047,-0.014172501045194415,-0.005607977600794059,-0.03351713001132974,-0.025552057109145425,,,-0.04609775802070122,,,,0.016825295705167734,-0.0010054655547701214
IL15,-0.0033750137513320053,-0.020885183044233493,-0.0017662441463802872,0.06097185023238892,-0.02209537687844274,0.005062282064770854,0.044582395717928096,-0.010098821513009159,0.09620362707920929,0.040069081953998116,0.2155811836352433,0.030814561260827766,-0.01248374411462238,-0.03666432709523222,0.019528557873355314,-0.014191656442934622,-0.04835239805455512,0.019136669240715606
UTS2,,,,,,-0.004745338175924344,,,,,-0.05980943412103963,0.07653537992699762,,,-0.005713179082069646,,,
BSG,0.054332897123346095,0.005342967626201192,0.04767496622939043,-0.03845615727029156,0.0323698244396575,-0.02891756439895537,-0.009218220733109853,0.06707691234789892,-0.041973705206776006,0.06267924463228033,-0.0007701062874101934,0.053863185401922746,0.05197159016311918,0.0014655340723335553,0.09579445107675812,0.002602587524342425,0.09560533142616197,-0.00909026140837137
ADAMTS3,-0.007461550356463397,-0.01645857895245032,0.018068949770440837,-0.0031772930024526152,0.0390216624110839,0.048898771561396985,0.052625593940342254,-0.009783783895897671,-0.015928648998390093,-0.005281046225640788,-0.044775408040066064,-0.010457859982438636,,0.027748301132098332,0.028320285337302513,0.09404294348931876,0.030568047998229236,-0.013212856293269926
CD34,-0.01918460101322962,-0.015531360478904238,-0.033930550834535424,-0.0028244857628785037,0.04198360435643589,0.06335340677515754,0.03256710650483254,0.009822136122987504,0.004587617372447484,-0.03583991388648533,0.027390327890636987,0.027553809987575697,-0.0036702436052691704,0.10326552081181008,-0.016585553857057598,-0.01565655312521931,0.033825299200325135,0.0242916938063232
CCL23,,,,,,-0.027214912340861624,,,,,0.07081719104729471,,,,,,,
PLAT,0.09350019309145188,0.02589371531442217,0.03099516976032105,-0.04930915171097669,0.012090571291216178,0.06348237190145442,0.022720493459339047,-0.027301308765284978,0.05852652048543392,0.045506070191009274,0.09552016460748246,0.043078618355848704,-0.007205689005036993,0.01502220214928846,0.06291977377975991,0.016272860002457794,0.09198094400128504,0.028895440993104995
NTF3,,,,,,,,0.0011602749774370126,,,,,,,-0.011688656064915271,0.12094514691456777,,-0.003650943034510623
LTA,,-0.012055897725588065,0.004987640190425766,,,,-0.02333178913120629,,,0.025204336204915655,,,,,,,,
CKLF,0.04827180804842334,-0.0017292246931829907,-0.0022585140289962426,-0.03443769383412876,0.05109135110157798,0.14125004687252304,0.01663562698436789,0.013944364431412934,0.11273755710719569,0.02419573621971322,0.06505493793115856,0.07180084487779696,-0.06662313940549437,0.04619267657199039,-0.0033037480696627283,0.0842833599915549,0.031673587597728675,0.028283092028796995
CD24,-0.030854692466447654,-0.023529014666352828,-0.01059728261498489,0.10237942756044636,0.08427289367614779,0.050597511352182406,0.020833653304657033,0.045927575422851925,0.030232614398789607,0.02263180639696583,-0.0675762094914942,0.1583569456473648,-0.015727698743573496,0.09581321241415516,0.0391198721307881,0.09841007131229945,0.03333392182703267,-0.025723199283723856
HSP90AA1,0.006694465185956836,0.0247082362644673,-0.03840732275663928,-0.0559346005322482,-0.05377981728447231,-0.09533511569493022,0.028250199880815417,-0.03057830430573049,-0.05459100788189602,-0.018937816209157722,-0.014634796450210506,-0.09956762222072735,-0.008126487831660053,-0.16552599308119356,-0.021604760339904886,-0.21223226900212944,0.07951445958828454,-0.034903658966833784
BMP4,-0.05462426104734856,0.06357573703775274,0.07745958621071003,0.021254681527238764,0.029659247094543446,0.0013127421096413088,-0.0034953807792790434,0.0370532134739509,0.001046819638982601,-0.018240173143153387,0.015353434022519992,-0.034968494225381536,0.005850566761282464,0.007571296007448121,-0.041610570244402935,-0.009651907189290992,-0.02777931279441129,0.017994884509184683
SCGB3A1,,,,-0.02482333780930037,-0.02820513937109678,,,-0.030409068189658498,-0.03537768258397369,-0.014936864856321494,-0.03768534212901093,0.05483720339457227,0.04087725874636784,,0.0360783792468555,0.03468417786823713,,-0.025418619365330356
IGFBP4,0.08473552374238548,-0.018958842172090637,-0.020126826919626594,-0.02261247640847933,0.06158940826064326,0.00864710889473361,0.025749191138219534,-0.003061880418158993,0.027078163123790598,-0.021653132896318164,0.004310159331203837,0.021623235540257277,-0.011170864341758494,0.08298605717819112,0.03847331859348771,-0.0898901561582666,0.08241678681496278,0.015900296090685873
RSPO4,-0.03083252916842343,-0.019489735583127124,0.010517094304061277,0.035004778914824855,,,-0.02713629116276101,-0.002452799420860356,,-0.006350792933924868,,,-0.014477608959416717,,,,,0.049170453856992126
LEFTY2,0.04428837880927139,-0.012203962492385409,0.10727485030051886,0.029815601725292334,0.060373196197192724,0.05471064528343796,-0.02672188578671226,-0.03334391030373412,0.07872869723431294,-0.02642554072634658,-0.020941310181678163,0.058403726422309746,,-0.027717019212298605,-0.012848760838471073,0.0069307540272301625,0.031191825939220475,-0.04506309085024631
PF4,,0.10673407550895639,0.003924239254134926,,,,,,,,,,,,,-0.030376899002655316,,
ANGPTL2,-0.026973896890100237,-0.022289207917139987,0.021287039801895627,0.0043581253175766525,0.03863142873457769,0.1083190048362177,0.029929352034938753,-0.011107471453673858,0.10519116851318275,0.03065784344232523,0.0267785035350403,0.0938842710708737,-0.0013219449331217375,-0.026407051835152285,0.0020594374162744996,0.07667055968075556,-0.06476088428703528,0.013518940197766064
LRIG2,0.011720990026645943,0.0158687308360073,-0.05077862592023533,0.038854423181714386,0.10400240001643334,0.10706335379703386,0.03141621339168019,0.004316143840285755,0.064375848919334,0.0024103419567812734,0.007594863863867658,-0.0680413288519953,-0.07863537050376868,0.10258100092152811,0.03865521047598367,0.015547111604806348,-0.04002098288119094,0.0007386873314158113
ICOSLG,0.07729275565549354,-0.041125366074757336,-0.017809473788388274,-0.02656817327475097,0.03611672841235105,0.05432336722570508,0.011668934251820667,-0.029996275170198126,0.08581726119669039,0.00044179643127720747,0.004016589573453864,-0.0561136523606384,-0.03706167940989129,-0.004441146829051675,0.005765542995365235,0.07366675440340997,-0.02659622789777066,0.036075128081005006
WIF1,-0.019667942924502833,,,-0.006320217682032599,-0.008578839401884019,-0.1163657082252165,-0.02094043314872398,0.012817496266897578,-0.048969219990858646,-0.0077344253752268536,,,,,,,,-0.030803340361028903
NPPC,0.03606061216291881,,-0.023188342758573486,-0.018323006993285047,0.08122629111543508,-0.025060544750572733,-0.005910569588851267,0.026477063906268708,-0.011936941931842032,0.037746227981157565,-0.026980652859118794,-0.017705930494565415,0.04537799660715159,-0.025970615072269672,0.004844662634244032,0.08240532892554205,-0.04412356403807102,0.0714667636196756
LYZ,-0.01362977029156574,0.0019483667853907507,0.0223000318961329,0.010799253621258506,-0.03968712789626745,0.05333059839218878,-0.006426098061203176,-0.05072346080808827,0.09597909133606346,0.012983987874476351,-0.04236843987479787,0.04631601917113882,-0.026167732942060956,0.08837453748814837,0.020211063079210584,0.010976999989391209,-0.034175405770507386,0.02827923585399454
EREG,,,,-0.04031758277068787,,,,,0.05087528010112477,,,,,,-0.0441697384381252,-0.01573244473966544,,0.007119156412130427
SPTAN1,-0.020163392149120263,-0.018151316673365912,0.0008990984138477481,0.0556734605940438,0.03471091026034056,-0.0654750918889064,0.04421473260495635,-0.025951786860270123,-0.08464874076399714,0.04369265070023969,0.03469725539335,0.028405590881461176,0.03262487322225607,0.10344598051596966,0.04928310208712983,0.028080020375771158,0.006705502627072466,-0.0181572977044185
PTH2,,,,,,,,,,,,,,,,,,-0.052697653215185526
LIPC,-0.015756423095793257,0.0030953079046442318,-0.026863026659288518,-0.02773807719757523,-0.02338223550593684,0.01829207818419828,-0.02238320153692624,,0.0020461213038466325,-0.02333774313667706,0.14786222135222368,0.06999178645899028,0.06339449480365927,0.0049425860205623146,,,-0.024492256445064305,
COL8A1,0.010519497102276733,-0.001298921019616068,0.043823010114371716,0.027817463674409328,0.033672498565579786,0.04920540487285772,0.053735836004683735,0.045752960725025264,0.0057303879279175214,-0.00607274246077279,0.048975306023463755,0.05166542707142861,-0.029078531771821018,-0.032170934391564564,0.06007682760972023,-0.004489076202528362,0.07712062121529892,0.017902661282958598
GSTM2,0.033791032079409686,-0.009701371378922146,0.04160423538302553,-0.022913338514999926,-0.018684616350917945,0.06967336976836712,-0.0187268366498365,-0.01680739411092005,-0.019413037853109102,0.03591196344702285,0.01060694066204342,0.04288086799919762,-0.05923832591742251,-0.005585330540559454,-0.07602569467614197,0.026579049226419398,0.017525208404036728,-0.01387878681586618
IL4,,,,,,,,,,,,-0.009180035242656873,,,,,,
SPX,0.04290941269020231,-0.018081442235536142,-0.015147526948373064,-0.055631326425810534,-0.024049558668311037,-0.02068960759333896,-0.012732945890531089,-0.05605037194873647,-0.11234895556636378,0.036130832237508965,0.05387234161301315,,,-0.03787545699233874,0.008314470302205447,-0.0377168028441073,-0.02239290702337515,-0.012427551216529997
MFGE8,-0.018209752879715022,0.0013648472778441184,-0.0017589435407613897,-0.036911222437060784,0.020907660511689248,0.07115954235300048,0.04469229666666154,-0.006341172180489624,-0.01330819283453933,0.005890687882823763,0.056095447554143585,0.0024243077697697784,0.0002814243296224566,-0.011788142870967456,0.015478122622816235,0.017674658682918513,0.05807651149865664,0.03757794406201595
TGFA,0.026779635965649536,-0.006783063358809782,0.0857902726964472,0.03930586575373399,0.014731243698865581,0.0721440301653149,0.015383430066173485,0.03948360498921639,0.016979825727234547,0.05497667878225164,-0.048843425504432644,-0.00928219620287246,0.0380486974430303,0.003139581483866217,0.04709840475170378,0.0820646609758854,-0.016411809664453422,-0.06119500319225979
SLIT2,-0.023056759708467472,-0.016118743634276768,-0.020102477130224613,-0.005371603505595796,0.032810635049403916,-0.030577995621320932,-0.005855020239088474,0.04237323730354728,0.04705027361151442,-0.0407177114254936,-0.009878898549803148,-0.01567925982213558,-0.021963668323739364,0.06420548526866512,0.05553099559851628,0.06811470241192202,0.013856147609505196,0.030890697491783255
PLTP,0.04435183131310444,0.023374665232336504,0.03364442290350206,0.0266530376137619,-0.00979992948889566,0.10497120488774511,0.04548742619803207,0.08359783522869459,0.09738219862543705,0.01457524669656622,0.014724388296253525,0.020486919748554884,-0.08942883530088903,0.08891068121548704,0.047719211194543434,-0.03875588600138196,0.024956927537396714,-0.0018587390062288608
APOD,0.04345845985812653,-0.010914040630911488,-0.05024827197042786,0.06839887982753098,-0.08961139204809758,0.16230968283678945,0.01690141619126824,-0.035346415393469034,0.05687740955040105,-0.01279845465262582,-0.021399856798183195,0.04060825471157629,-0.06582909999134856,-0.0799925176634928,0.020963008512544536,0.11164947532519129,-0.06736470741321586,0.04153823674056419
B2M,-0.007186344565128238,0.005538533963037659,-0.02365044750149089,0.01272267068768439,-0.0100303598561027,0.12755431995189997,0.05901094668215066,0.011702497267401994,0.10498184704844815,0.019506465114401777,0.016725974668982232,0.19190737649937709,0.003035031654144133,0.07119021853351767,0.03924281953325541,0.01539045261804599,0.07382513048605915,0.004113706171197499
OMG,0.02174586744819136,-0.03317688101615713,0.002049937786971918,0.08320709683729637,-0.047619358593132516,0.020759277735312883,0.005391420423434969,-0.021667088077874933,0.027000314678446477,-0.02509805225601031,-0.05108627103644599,0.05516589272896562,-0.05649858956027434,-0.07431379973305713,0.0012834457294307769,0.14868690157773,-0.008484953816261985,0.0017369915787118011
CXCL3,0.0029091244508166144,0.08035471462887021,-0.022908500203886212,-0.032297858789909976,,-0.03140321959003977,-0.02638647741919513,-0.013721640083203732,0.05661466485865632,-0.015416238794363178,-0.027806268463440243,0.06968681775961984,,,0.0716981191842278,-0.02952780796142553,0.016102151112112644,-0.010662489809464893
CXCL10,-0.0436768204078292,0.0002441777263142117,0.004583215602493792,0.017136606875971003,0.030597614055423338,0.08418591231033894,0.08715102777755768,-0.00588649681411708,-0.011102090595980425,0.1611836666501091,-0.023612533239855626,0.17815306604818473,0.04221538336757758,-0.03503123793155527,-0.0051961368975728915,-0.04074422771891417,0.0033441681256751884,-0.011918656393834179
RSPO3,,,-0.017359416724052196,-0.02773806009568995,0.10727049420394116,-0.039274660421296084,-0.011137516161670542,-0.041741611498675,-0.04722998188026935,0.02609033520255585,,,,,0.014339541522113588,0.07026115199956087,,-0.009044400082792255
CORT,-0.034568697533031836,0.014317178691388332,-0.022726424194822355,-0.033664323962741084,0.011208674969519073,-0.06797359911593209,-0.008383823936795744,-0.020014774241989722,-0.053811349233774265,0.05435708952156906,,,,,0.07431158702028641,0.06232364687840257,,0.014522139719943119
NCAN,0.06170571978257155,-0.005524458244183386,0.035363060197343386,0.007658589747960741,0.11668860841119029,0.025648458692173377,0.004836994086849192,0.02825031793264539,-0.0653167835714478,0.03593664167092183,-0.00038262204912939586,-0.0025563113474654647,0.07690071311561217,0.04568164765394829,-0.0016050174988534172,0.1276891445553615,0.13295767703552375,-0.004650735143949584
PRG4,-0.03411027802141892,,-0.017132995682185743,-0.019860351443763195,,-0.034022526334884305,-0.018435300775493706,,,-0.01883487008748416,,,,,-0.009706898243860219,0.018617996222078086,,-0.03077028279916936
ZG16B,,-0.013196373364018434,-0.019884936850112306,,,0.02668625834204897,-0.018539224489145967,,,,,,,-0.0241111810365238,,,,
TGM2,0.10348720806121013,0.07144738531455129,-0.045509773485936544,-0.06584338848233474,-0.013906472621631681,0.02733593947558836,-0.006890588979483422,0.05751621865689608,-0.010808718596549994,-0.008101118312758906,-0.06091269366536801,-0.03330709041941955,-0.005355193407884045,0.0497615690435461,0.012233308202763058,-0.06802888541675871,0.09932116981439733,-0.009493908580259275
VEGFC,0.054890783396631775,0.06155749854548305,-0.03053558583205289,-0.01799750977586665,-0.0033175868621168605,0.05165485704418509,0.006848593916882098,-0.017827651932146936,0.041309373183310065,-0.019221735679625068,0.016973678675585323,0.1066257984063096,0.05823475148823949,-0.03125287917726525,0.08405235769704733,-0.06369132789991618,-0.018946933131984842,-0.002071946567768554
WNT6,0.06685840685068514,0.17056849071013183,-0.023697139122057696,0.06733544497010867,0.02746003262953736,0.014201579998475005,-0.006628664681685194,,,0.02365396167154634,,0.134038388176097,,-0.022929735996475808,-0.02336280156266655,0.013563236240008129,,-0.026543133917502883
NRG4,-0.0319947675422954,,-0.0208516395090665,-0.028288473443096603,0.051590451690083326,-0.033355402106388786,-0.002559374393402931,-0.00648349479027647,-0.02768400468686714,-0.022424396678254296,,,-0.014997129339381235,,,,-0.0346890278332834,0.04637568286418925
PMCH,,,-0.02889197798002239,,,,-0.006125868776180189,,,,,,,,0.04876273157836935,-0.04460009748919374,,0.004417650364747237
COL9A1,-0.0006181273572533174,-0.018799424897803927,-0.008285475885163643,-0.012470790819542074,0.0934707608187915,0.01030322429203512,-0.024487407051018886,-0.006907595986166816,-0.021686089190615442,-0.025552066909983673,0.042985151212401644,0.032645403735632905,-0.017794459912099634,-0.02348917981483793,0.06673502470759665,0.059368537381351484,0.04008300952180069,-0.04994601561147716
GDF11,0.049652343850190676,-0.005647917116679649,-0.038382044017207934,0.007911283846936054,0.012854010259713005,0.04762906192304984,-0.009571403089231099,-0.04428982582174842,-0.07414491677454979,-0.012706607951679801,-0.0487657829210245,-0.03487025194337906,0.0740112095394209,0.061994194943451326,-0.012794684238595306,0.0578788088576462,0.04142057015469553,-0.003984311075968661
IL24,,,,,,,,,,,,,,,-0.033309301360083574,-0.029892554792241285,,
