,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.02224507494035838,,-0.04109989266186616,
BMP1,-0.0008507580509550068,0.032322890424983555,0.06469836107559736,-0.07091259465626266,-0.06413541680520204,0.04483539275231501,0.05059875899481624,-0.011105814205020388,0.06576218015341134,0.06681571265445202,0.109432149156479,0.1180147034444474,0.0030237570578828163,0.05885318989197774,0.044096964971159204,0.033206635508351366,0.07148698505655036,-0.014299883977512308,0.029755755348674907,-0.019457293752562485
NDP,-0.010796004524455236,-0.004220965189284471,0.008662053363076969,-0.014489406955070753,-0.04108758394786159,-0.060168500919753384,0.007186278171344234,0.030955291625455024,0.032449205103814605,0.0690870641881872,-0.0005622269800413498,0.0772401841978657,0.0897936250889003,0.006513538588044998,0.028813138491089352,0.05324713155026732,0.06673553990074177,-0.02711001955567958,0.12781410187306685,0.00533172443454975
TNFSF18,-0.009858179143133283,-0.039488912006616785,0.02790440144704408,,,,0.011017570998539871,,,,,,-0.05104483363308732,,,,-0.02294095313736059,,-0.00037015309619650125,0.0004366709387300273
IL36G,,,,,,,,,,,-0.003296248770163624,,,,,,,,,
RTN4,-0.05693920283446894,-0.015596326533190936,-0.01527561063135658,-0.009369532293700975,0.0162124127010162,-0.03920128624200743,-0.014342368147690776,0.0568124142031407,0.0044425564896820036,-0.003935876607178719,-0.049032059382500534,-0.027668330314375173,0.0056706770397505065,-0.06443354636139947,0.05345553260327645,-0.004494199088797048,-0.06106459248174102,0.015605679609594556,0.0031971605212491425,0.02707611105608819
HEBP1,0.07357901188951638,0.022553974160742774,0.01466251595305724,0.031126130318793684,0.006714738971385835,-0.007470744509002148,0.02685294864073452,-0.01857981315371368,-0.05191590747665404,-0.019949717722639003,0.049985065784877505,0.05955556785669052,0.008787749859812339,0.02593129674689574,-0.019624829231526725,0.06581815656440844,0.04672383973539566,0.070378572532196,0.1060372199177097,-0.003207093152473954
WNT7B,-0.0773751450529214,-0.00727633168957,0.02555725555789802,-0.008419755306397247,0.024015054358600768,-0.03217011153878963,0.02880976205242091,0.007638161047064534,,0.03277325856450126,-0.022425618890146496,-0.05610703672279972,,-0.04357543424530005,0.0355152481810276,0.08867396890956837,-0.027528813657177454,0.0929109369813817,0.042208817342073074,0.09417540303683493
PTMA,0.016147015402491527,-0.020304433390259075,0.05944414776268611,-0.04553368130560472,0.052916130345799714,0.005339172319103812,-0.04187405348216763,-0.0513520964761993,-0.006880204889809475,0.07353065197620405,0.020335088460290685,-0.1276323565134407,-0.06556635854198221,-0.20426806614749185,-0.05077945347136166,-0.07377617341414948,-0.009676459211478694,0.03954097324389631,-0.13355606349892485,-0.0719197810078891
FASLG,,,,,,,,,,,,,,,,,,,0.011801390002637791,
CEACAM1,,0.003134507831808137,-0.012055896488437145,,-0.040232258985184975,-0.021935722902405995,-0.020506037745399688,,,,,0.10520535623850244,-0.0475496779697098,0.0351901016566118,-0.031819515236247514,0.0074404203506248925,0.02720596126619137,-0.028376190293763055,-0.02265669646083028,
PDAP1,-0.012584877715711224,-0.03143851879895018,0.023604806627724302,-0.035046620075661145,0.060939959194314594,0.02564953844483044,-0.008172127927286235,0.0682751434306971,-0.055284263444239236,0.05787426984048378,0.03266413821966079,-0.04047007183899651,-0.00851693741662734,0.07722627746779155,-0.04666758066434084,-0.028905971926341142,-0.01533337070021301,0.0675277179645749,0.04214140549285722,-0.012705039045777407
