,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.021683680839017498,,,,,,,,,,,,-0.030366704033806306,
BMP1,-0.021986304639108924,0.01850521590885242,0.06076503654224052,-0.0545908938667006,0.05850937323659661,0.014996584501672744,0.10602282508609502,-0.055165328037659764,0.016376296186904855,0.017317510742154735,0.03704633900433237,-0.004020087051038365,0.043027855055691795,-0.050839276679168606,0.06226304888442167,-0.02218775824993945,0.055268741778164376,0.028215914929145835,0.03394683470521148,0.04256595068485714
NDP,0.04948385703386401,0.10152205451091133,-0.03499705531294436,-0.10860590661986588,0.035740826082724865,-0.007923669951904624,0.0020286626464284855,0.03942378127245517,-0.042494711848195324,0.04678373382909898,0.05546357305618015,0.12361439461207924,0.08139062037769267,0.023204530612636064,0.03932437270202944,0.047710786838129064,0.10293723180290505,-0.0420313537037641,-0.011246352673300555,0.008398693845834632
TNFSF18,-0.021661449100726198,0.0029127165151254333,0.002945162949989866,,,0.01441500963580708,0.08739493819040589,-0.017874564654761737,,,,0.07977488639867501,,0.02180443423710277,,,,,0.002085117499257402,-0.005605523908972372
IL36G,,,,,,,,,,,-0.014714570218178223,,,,,,,,,
RTN4,-0.0704386603573519,-0.09807326445548784,-0.00011695798451009428,-0.03128683256847007,0.05904731605042001,-0.08883785859202982,-0.17891625830487295,-0.022457319334858443,-0.047863436366749966,-0.023115224690497208,-0.060743147647944314,0.0634519885387323,0.024752791036709212,-0.030549572816457853,0.024473569509096054,0.010419623208730107,0.0010808861478893202,0.028555166742609075,0.021153408448704118,-0.1396329462465954
HEBP1,0.037905504139890626,0.031617568415338554,-0.048834290409643724,0.03436424606528108,-0.02619306369382682,0.07995245456632358,0.07020027749218247,0.03417370358939899,0.029469498506854354,-0.011716610954438251,-0.0320653036559567,-0.04144773509458601,-0.010463212231122902,-0.06676565502682973,-0.024521502122797228,0.019990834457870896,0.02759491513709444,0.008793176498853928,0.02050922692485452,0.05002389746134126
WNT7B,0.07758514746647088,-0.05274090067448366,-0.014967326609553001,0.005162746805063755,-0.01387866067161981,-0.009930308764939194,-0.00025346166680747677,-0.003688160033796031,-0.01700092962441554,-0.01827440534193643,0.004386865789351681,-0.04301150152420372,0.06757464944112239,,-0.034477280638715524,0.03133240399398883,-0.004007369369717978,0.054413614726974764,0.015538355551035637,0.012705441851665191
PTMA,0.05631454472336405,-0.13140460531067072,-0.01173686049064079,0.011467212668622516,-0.04944574103982416,0.14046398275344088,-0.1244908798653782,-0.032141367690856196,0.03239415772902103,0.07872436438362357,-0.011553793745688781,-0.0465988252009915,-0.12853271062235902,-0.05976455992801556,-0.11773945373994886,-0.12745731002452929,-0.03455497581228369,0.0691188980706076,0.004148681052457443,-0.04569360703488263
FASLG,-0.01908306359701917,,,,,,,,,,,,,,,,,,0.038911363463896335,
CEACAM1,0.0617406395686765,,-0.030820955039311725,-0.028584256942748364,0.029054393329124198,,0.008095590390460808,-0.028112431872235395,,,,,0.1673255885425316,-0.042626070810258515,0.03696066938967192,0.16226442696052062,-0.021769305516392928,0.016261933677928938,-0.036644111889953625,
PDAP1,0.027910357958654423,0.014649736730402568,0.03660836474725128,0.012936878341260994,-0.03825688277502198,0.05333493620127063,0.11886507722157606,0.00025104263407473937,0.007770766270561601,0.03718313100762029,0.025063877776072226,0.06005902573769111,-0.17268272877535837,-0.025783376436259203,0.03635327592252809,0.0340436765857997,-0.05078239487417463,-0.02659538272688072,0.026224536530767395,0.04663301427493143
QDPR,-0.0671404395379688,0.0627172606006379,-0.019968179647222792,-0.039831864505690005,0.025101993934047048,-0.09524461283553771,-0.18168917903674947,-0.01035856590887517,-0.0011989438492421198,0.02640995702158118,-0.05379026943109248,0.08050868856514434,-0.008426437019672418,0.006024465965307025,-0.11454323065554611,0.07131973491881863,0.06344463204789888,0.007489190721419152,0.06369324363472498,-0.003385872431410538
POMC,-0.011912947630887967,0.09221125437982362,0.035261421535150175,-0.007270957478783346,0.06161092464022,-0.025039578746340645,-0.003567531255164429,-0.020740231338108286,0.001144117214662801,-0.022256553105094362,-0.031526124405173654,0.07220736191803553,0.02255590410199124,0.10209938354616041,-0.07363362468454453,0.025451959311161246,-0.002013814282011163,0.012816331330375921,-0.015444817508809938,0.048711430916669046
CCL18,,-0.030304004935665565,0.025570271100916475,,,,,,,0.027891978617163676,,,0.00968065970874363,,-0.02192263062549804,0.03681784407564932,0.026945781382136238,-0.016220810839470294,,
CCL17,,,,-0.02116592809151625,,,,0.028646898401736096,0.08836002926332136,,-0.013442177640812663,,,,,-0.018543139321781636,-0.03142535917758975,,0.011184129586075215,
VEGFD,,-0.016916691992301724,-0.03846165201447982,-0.023581181241471776,0.03291741775676708,,0.07078246743126768,0.04630312189904617,0.05854111057896607,0.06124254962507424,-0.01440639812675379,,0.004261967763242823,-0.04065616161099336,,,-0.021769305516392928,,,
TNFSF13,,,-0.02902439683729986,0.005413954986461676,,-0.013056612107715753,,,,,,,,,,0.05376282263134733,-0.02231139451461426,0.00802892495973683,0.02628645077412233,0.05508954257477158
WNT5A,-0.06374331479361159,0.056842664946194645,0.004056233918843736,0.03562654753118568,-0.012615640348033813,0.11088994427960763,0.10306467982508122,-0.02311327442224723,0.08643446969574611,0.023753249609916382,0.07316934450809763,0.02438396324052755,0.04267242729104267,-0.025592035623358423,-0.0036421103600595213,0.01905819706588705,0.0585497743299053,0.031594248869032955,-0.002369120098929747,0.007470586576287099
CXCL8,,-0.06964032689563297,-0.019425781059232105,0.1113321718213152,-0.04357659396419972,-0.01857218388238944,0.024261985002946733,0.025453699973139243,0.006062156366343342,0.057015336826005805,0.025527640023650947,,-0.07354588741187416,0.11329643283337563,-0.038598242786035755,-0.0893429452407098,-0.11514680447452068,-0.009434118284692287,0.005807063979226897,-0.04904165481905021
GRN,-0.10153681763863961,0.0909562442792878,0.02152910124069421,-0.024805035856961234,0.03336042626795799,0.024829522962228883,0.13179617139577873,0.011652631897672563,0.018110498414386583,0.00930509772169855,0.021730216920994035,0.11556942217060681,0.08463464658610254,-0.07112252649050298,-0.031956054349229976,-0.04576970267565495,0.015214093820267106,0.04956140324688514,0.011453694047158748,-0.039586655029460516
MIA,0.011862331622954322,0.0011268829875439388,-0.01745587380869031,0.0563698343872842,-0.021654211186570193,0.04066034099947654,0.08162524706806773,-0.0375527096081288,-0.017553884389217456,-0.020393452481555576,-0.019730222444667482,0.01665572804428526,-0.010698929524159325,-0.037985485496068366,0.0061349121915406125,0.08243406066964111,0.08366310917698394,-0.008568566423162054,-0.006217614326642448,0.0748487845148444
COL4A4,-0.022100512904261717,-0.017809639134258308,0.008563997668700921,-0.013670884721706798,-0.025562733715958554,-0.012422789573938949,-0.021367657992017453,0.000820913305790433,0.01055839244933751,,-0.01913904774479153,,,-0.02381353738798889,-0.027717054908287925,0.022403008628833918,0.12435499429024766,0.012151248517250503,0.04924505381512316,0.04618558672979387
