,UKF266,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
PF4,,,,,-0.019244620084511565,
ANGPTL2,0.03848357489635337,0.0537895783334203,-0.1703054536623492,0.03967882114592147,0.08011642942922038,-0.014014646046248577
LRIG2,-0.023950346706438395,-0.02311604522564157,0.03435994117064955,0.06904134178744908,0.023725904337582992,0.013585173622623127
ICOSLG,0.05311790179107443,-0.03574701697547282,-0.07615743980560478,0.011444793665135802,-0.0010158878018516285,0.02515096175983116
WIF1,0.012016929841380012,,,,,-0.01695218714935094
NPPC,0.01363551044118882,-0.052894292551785224,0.03331109077298426,-0.04180560918895113,-0.03641211135933357,0.013212692038064024
LYZ,0.016492083031773533,0.0034424953698406623,0.02559673416554534,-0.062472988130044094,0.030167327788298438,0.023420140685632692
EREG,,,,-0.02501348179482025,0.0039996196867106695,-0.005597253030170084
SPTAN1,-0.037852586125676595,0.06818382750467983,0.09362503359792133,0.044366930675215834,0.056264719818259576,0.025689687627692036
PTH2,,,,,,0.025690654456724155
LIPC,-0.017645739747333307,-0.03813490845355634,-0.026500474218683935,,,
COL8A1,0.033608572833148595,-0.022731970356282886,0.02917524760341615,0.0211343319951612,0.06522970341947645,0.02165741624555536
GSTM2,-0.009622383178002543,-0.0867756508602829,0.08026079852450008,-0.04805128903650863,0.026948733962930065,0.013675120832394505
IL4,,-0.036453332958258595,,,,
SPX,0.0038137046915144635,,,0.032626299269437796,-0.0068122809870308785,0.011984999052472875
MFGE8,0.018623831962227392,-0.0011814290992275458,-0.10589124446982456,-0.018935165787876112,0.004315949043026158,-0.008201590516035466
TGFA,-0.0005226073656580425,-0.1256525698136715,-0.018332513192678382,-0.041267210841151654,-0.005366215343061561,-0.023174945229067018
SLIT2,0.005366484472151964,0.05502029923044224,-0.04541151623879687,0.01464129389107211,0.013994444669895583,0.007061443734617015
PLTP,0.0032986021287204938,0.07617690578276892,0.03500263095036599,-0.06111972796715943,0.057435353450971394,0.0020012337427663786
APOD,-0.007801204195480947,-0.023924487168653318,-0.06006950939877954,-0.007183344834299969,0.12044447199180938,-0.05108681215844582
B2M,0.001563661936273224,0.10510366898319884,-0.15449935541002296,-0.07083769945849928,0.05370190982387398,-0.013709129555577149
OMG,0.025663247327678274,0.010217575370842795,0.024805962443713428,0.06758350853535047,0.06391179600867537,0.0307654791974953
CXCL3,,-0.0738789708619446,,0.009918934769844328,-0.040853165073599707,-0.02053901356998704
CXCL10,-0.015553652707283516,-0.012509580037864577,0.048164502110430836,0.07971366465441206,-0.025812614481115655,-0.024917902270175585
RSPO3,-0.004580901821152279,,,0.09215819023164709,-0.019750558472822515,0.05749188358862371
CORT,0.04809668338022408,,,0.02493796604479836,-0.020138516789380504,0.07100202551246931
NCAN,-0.024312599654598404,-0.04595170723495958,-0.11088970255812308,0.07099599768118549,0.1052932238903347,0.029538876334861974
PRG4,,,,-0.030672633729227846,-0.015039721700517218,-0.026566272304814675
TGM2,0.046838382198727,-0.010515846834744927,-0.06150968085375172,-0.04143054548933505,0.06099273451039493,-0.030625621759969822
VEGFC,-0.023326860511268203,-0.04132240655594307,-0.07027636692273867,-0.03604013171126211,0.0011812551553458859,-0.006857617230146048
WNT6,-0.011671234431459492,0.1150672932561908,,0.044858452032827574,0.009341627343425524,0.022529106684312683
NRG4,-0.01428774850674577,,0.04575210576776003,,,-0.024081194638488956
PMCH,,,,-0.02846460626709489,0.0006014458442281375,-0.013864957617196683
COL9A1,4.113912287724035e-06,0.07397665601396847,-0.05945353733538948,0.04737354403443366,0.017067243117373558,0.010599695663786778
GDF11,0.02511593252523849,0.02235902544657862,0.04669132919267373,0.012952606619456547,0.05214508496600869,0.03214688456533824
IL24,,,,-0.02122252452311255,-0.018937774401588628,
SORBS1,-0.0691935326825517,0.04843909803636469,-0.11810126357215618,0.04091147690839299,-0.01271435539087151,-0.03519892814522441
DLL1,-0.009667084519638906,0.10477317237104496,-0.052860840276004614,0.013248630180598684,0.061209473366875,0.025632245031858927
TLN1,-0.0063529457910708065,0.07643043836846593,0.13924791307258527,-0.024979500837735175,0.022920463174218135,-0.04001387250031199
COL2A1,0.016605673467782304,,,-0.04639522072008002,0.03188281742213557,-0.002202231380461239
SHH,-0.013801337135310118,-0.029147776449813242,,-0.018813865895697748,-0.013811760860924316,-0.00538121084891945
PON2,-0.01203426968259219,0.09404607372994692,-0.005289555770883273,0.045607661127895896,0.05741063471483684,0.015501290628103393
ICAM5,-0.005099253052502957,,,0.0052705213194405255,-0.0457708192848534,0.051570040151428236
HPX,-0.011671235218766627,-0.06317099686960752,-0.056618898501447634,-0.01979603631699009,0.030079523551799596,0.01492425807224275
SFRP2,-0.027590763936687527,0.02586050947009381,,0.003469085851213026,0.04098169050492688,-0.05016887310103445
CFC1,-0.019721531271129033,,,,,
CD70,,,-0.04723472352240297,0.010952669229137372,-0.01666332248888822,0.04137432080609735
HP,,0.11756093838094046,-0.05624534066893081,-0.02822411513075601,0.023584464649236345,-0.041117594967933366
CXCL2,-0.018038399285345074,0.03716945199978368,0.0019457684366663895,-0.043627223331411585,0.04043948807400358,0.012476400002966164
NPPB,,,,0.03505016373173594,0.08772379548778088,-0.020722612166834853
CCK,0.0008833042532584502,,,0.05771747934295369,0.024827254400393624,0.028463800419186096
SEMA6A,0.003963107248072023,0.04680464506140791,0.10717928902907821,0.01554227180386127,-0.01453967361740832,0.03124008976648499
IRAK4,-0.017403289060830912,0.017253954327028514,-0.025250156805106463,0.016596189866879243,0.04895164763906645,-0.03117761637555641
GSTP1,-0.003479107080885431,0.08455078630713074,-0.009456208681061503,0.05619207115262171,0.061503394355927866,0.013079162140636166
VCAM1,-0.04012466581239934,0.0873374943384118,0.0225722747336324,-0.0131346855911609,0.024184711350291772,-0.031271953065214186
NXPH3,0.0009298820480376819,0.04069387558816629,0.10260679681339384,0.0585585003431774,-0.014518514228282,0.041698818472045845
MTMR4,-0.037421636100431616,0.0068965139250092185,-0.13222705112710856,0.07139958663653546,0.0077052976482517395,0.05291757883223484
LAMC2,0.0754218369872925,,0.05361870292220621,-0.02609115792891672,0.041040170416500286,-0.013458103993277019
IL10,,0.04641859973472427,-0.07579944534713133,0.028772510255267843,0.042145174723450224,0.015591198695291296
SEMA4D,0.040235463535421706,0.0705669787624723,-0.0282369273699864,0.04390459212224687,0.029998949633680414,0.07045947232686155
TRH,-0.02187665143305666,0.052230901685980796,,0.03338552214964803,0.02497659288341623,0.06057291946728594
SEMA6D,0.034922944175948455,0.012986657690519113,0.15062223322323534,-0.002847277819377294,-0.04936970292528028,0.021198007591422114
CEL,,-0.04669270591546925,0.06015644173085413,-0.03213826943428828,0.1402240823639327,-0.011668752596486077
PDCD1LG2,-0.01123002708360502,0.03816708267405717,0.00932425547841355,-0.04689377663575603,0.028476933684274078,0.11646067596675051
SPINT1,-0.014525357997563462,0.05066464446760947,0.002660344027564796,-0.014987439359798994,0.12767125068433158,0.04841674834618412
CTHRC1,0.06900172067217115,0.03849179535219364,-0.07780887752045129,-0.038208900230303044,0.1011589790216624,-0.024333980265197556
PODXL,0.06656686001906094,0.06531865283398927,-0.010338513906736974,-0.02898780379525898,0.07169808140669762,0.02375832117695199
JAM3,-0.027525792947110907,0.00032461925366412606,-0.020989447730681645,-0.030741174567153834,0.02379659272011314,-0.07718142418544337
TGFB2,-0.010859664817884963,-0.03380895296690871,-0.025251743597280794,0.017493677937737952,-0.009757184289111239,0.10890819302701014
COL18A1,0.01334183438177234,0.07607049315619484,0.02550987026070779,-0.07949263010230195,0.05017952091051491,-0.017714078813195547
NODAL,-0.031426450287858884,0.032020782563832284,-0.11380301409041381,-0.01714576569188778,-0.023392612417871887,-0.015390351292767043
INHBB,0.029826899734502428,0.0696315036332784,-0.012684836778842756,-0.0443039167100727,-0.03182338898323698,-0.02416873306958758
LCN1,,,,-0.005575548352850991,0.12283615275163037,
ARF4,0.06935955179926909,-0.02404514333680017,-0.1259056099064298,-0.09429991145206255,0.007899255957836578,0.047586086016129354
CXCL14,0.017122450744263454,0.09480428181771931,-0.07038309989757159,0.02370065085532208,-0.031052017889399253,0.011276968236483494
LIF,-0.014167582863129406,0.06171345178006504,0.07155235528063453,0.021596189017586136,-0.014302225406226724,-0.07604805527297259
IL17B,,-0.04807320058376557,-0.041558768264835275,-0.029365513475177404,-0.01178185285147378,0.057698812973978816
MMP1,,0.00041283115305332946,,-0.04639522512458181,-0.03641210899868789,-0.013864956519176876
MATN1,-0.01367725382470984,,-0.004393192194881716,0.025367133406718752,0.0947356565926699,0.05548669661106923
ADAM28,0.007443506572456625,0.05114592835429111,0.07064414116916445,-0.02584769166921609,0.018365616481360432,-0.03698535028680069
TCN2,0.013838997224823932,0.06657429951437929,0.022358751684572947,0.030217508791121072,0.0589583089274159,0.012161082425221494
THPO,-0.019449651304266874,0.027141948228287156,0.043971186717564927,,,-0.01711752160186393
CUBN,0.038121949847620094,0.008873941102338927,-0.008956113450508804,0.039324793782113336,0.0650917666976004,0.011043340122824838
TIMP3,0.01973942217930233,0.05188199284262654,0.0196418833690919,0.03366180667615063,0.007599715146227299,0.019475376120031862
PIGF,0.05426887728140363,-0.0031343271593382896,-0.07783466601083118,0.05835399422693911,-0.004639422352859002,-0.03917426836852994
CRH,-0.011525935170948881,,,0.01255589929575091,0.04588215618252372,0.1002999080146008
BDNF,0.00048740166360139583,-0.010483210799608601,,0.008947861115545887,-0.0030243963271825124,0.03367379850832801
CCL5,0.004805493926911208,0.06227054013352548,0.009665450505766697,-0.04629403213559783,0.048006520795485993,-0.034887996367610107
GAD1,0.008794927924381284,0.010332229219523708,-0.0478291579206435,0.03429170442916513,-0.0007746186597443135,-0.04718765119182248
COL14A1,-0.017843010151307646,0.10567683060741977,0.07817161558016796,0.012228932746261554,-0.051314512853572164,-0.026504116067278656
HLA-A,0.004723944693109408,0.029398520759107823,-0.03494917550487271,-0.1001488967858929,-0.04937743931777536,-0.03058408293856977
FGF18,-0.015991477067647246,,,-0.03471707091977603,0.038197414184925386,0.039084627900259704
ADM,0.014164120262330913,-0.034207379303458366,0.03151229542855732,-0.005561237742213638,-0.118927451340692,-0.028046007955011748
GNAI2,0.013417059016220914,0.09031382076981902,0.14764840428576564,0.008670026248837863,-0.04738596018323669,-0.0059078772922963345
HDC,,,-0.05182697115493227,,,
COL11A1,0.03609170194409963,-0.013533865696821322,,0.03784250943153413,0.003574603780857673,-0.06746855290770974
NUCB2,0.06504659557142649,0.037941108215701895,0.00896231191925693,-0.044842965845769196,-0.0071348112934985245,0.06433192558624107
CXCL1,,0.09262279790291762,-0.06175163893912858,-0.017607089099275507,-0.01865691249042854,-0.0395500958351154
VCAN,0.03806522077424242,0.04211006931847832,0.17457668480679117,0.013933193105211024,-0.0038979962529626867,-0.011568008288025964
MMP7,-0.014167578886359113,0.005420713526419101,,-0.02482907495599646,-0.010732453809540523,-0.042051077393478055
PTPN6,-0.02980085904150189,0.04734300354217819,-0.11370924851099122,0.044809405150215496,0.06183227047193756,0.031450786181158014
PTGS2,-0.023815340746506777,-0.05498018886452575,0.020255235397631827,-0.04288436152271541,-0.046012326355206544,-0.03956045570051172
CD58,0.02536420571445892,0.0005923715669922686,-0.03788956077099008,-0.05492095454518887,0.03319020184035119,-0.049845695227329526
TNFSF14,,0.0555824429809996,,-0.011216239258098332,-0.03759547882002505,-0.02002026956492959
CNTN4,0.003798450366676114,,,0.06633787837068554,0.05729508384914345,0.033217247493266135
INSL3,,,,-0.03088573941819171,-0.021822442012220115,0.053580271267974246
MFNG,0.030125029943620967,0.10395784705536362,-0.048037212419091514,0.0016346193555858127,0.0634800882415019,-0.011014809053627908
ICAM1,-0.030549184573847248,0.0441972196342695,-0.0200242028527311,0.0238636514777048,-0.03352804824542387,-0.04323786704167345
PROS1,-0.04404383878176645,-0.029743031031854016,0.07190591183048745,0.0128567196953156,0.01743409632343313,-0.005914990660802979
CLCF1,-0.013170179355168945,-0.0088127188843587,-0.07703520838711317,-0.0012988547919426264,0.03690073763306448,-0.04007095437616391
PSAP,-0.028393722705792813,0.13084473839708477,0.03825754864230933,-0.044037080350335836,-0.032636529300880984,-0.006216379308265687
EFEMP1,0.009544772941187794,0.09247916881840576,0.15022669681320625,0.030066847121666324,0.003258773208967314,-0.023910294885268163
C1QTNF1,-0.029219439581433124,-0.023867815551583686,-0.06293707178408968,-0.06518071813717137,-0.009617413458249008,-0.07405168956521058
ALB,-0.013552130038789528,-0.027733869359494033,-0.02419583794349953,-0.02561367630586287,-0.0039427490872310685,-0.02248040929111694
CCL13,,,,-0.020615890684218523,,-0.02245689028123214
EFNA3,-0.061932819841152086,-0.02119523378740288,-0.17533222957388028,0.08136445001532255,-0.06097843312980562,0.0868121175579744
DRAXIN,-0.03595227226197643,0.039567178486444844,-0.047828278930176854,0.048990788503411556,-0.008898265846548452,-0.03753133053876369
RAET1L,,,,,-0.022091349171142645,-0.02432275848003014
NPTX2,-0.01431262112692155,0.08371535081930877,,-0.05126291898463922,0.04988003358204052,-0.010810488277972104
FGF11,-0.0416035638507243,-0.048071606784526204,0.024383885010982726,-0.010719762583854056,-0.07017957955014592,0.03497755336831184
CD59,-0.047250717848460494,-0.007364544304252354,-0.09264954108807007,-0.007084914489021535,0.039468638168308,0.003981422354198244
COL9A2,-0.014633703921845273,-0.02210934695418824,-0.08856225052339846,0.038805368439212874,0.06040863635180341,0.005909641514562497
DLL3,0.03820596438697583,0.04174702315969761,-0.14511381839408666,0.04881532493051961,0.032449527551491185,0.017431679165115593
LIN7C,-0.015505706833241303,0.040597723862111065,0.012514162547057846,0.025173189852925375,0.0062739585302091965,-0.05085771275925361
GDF7,-0.01935830947957496,,,,-0.01893778040145901,-0.016275309011063985
PSPN,-0.020074366980237096,0.08345281184238233,-0.08729872674175965,-0.006260000879026775,0.04063895678558388,0.004317674013537361
ANGPT1,-0.02332686261383131,-0.03389206160001613,0.010807221110884679,0.050051659474512726,0.0192758112297577,-0.009562919767075812
PNOC,-0.0248737092853653,,,,0.01980461235440006,-0.0192950435684945
L1CAM,-0.025900439950957123,0.017384794871284154,-0.06056154084740725,0.05884637036250467,0.01476992491566467,0.010960371869125667
APOA1,0.0070879146429467564,0.0420304149925221,0.003538093431878014,-0.0023526384545059535,0.06277225349957723,0.010561314682551358
PSEN1,-0.012943228956275858,0.05210570341746229,-0.03416564600082921,-0.059049139736857506,0.008316939736295333,-0.04987513367919313
CALM2,-0.0025301969410618072,-0.033017621524250106,0.077815844407706,0.041825688788508175,0.028949836000704637,-0.0002821352243523835
CLEC2B,-0.02610479030980216,-0.02406682691227757,-0.03712374192852258,-0.03490636059411168,-0.035289659629001664,-0.04084422501473653
NTNG1,0.034507350163151124,-0.03929071807307753,0.06264037955815764,0.015556987189288595,0.03886522416505286,0.012682388039591423
LRIG1,0.036461331376754814,0.033472478710854243,-0.11023332554285169,0.08394561632252609,0.08560749058395131,0.08626450648958538
CPAMD8,-0.01279715142072301,,-0.031401588502759724,,0.055736238298407584,
GHRL,0.011665352681938067,-0.05246977948447105,0.09306373637165986,,,-0.01760490656770057
NPY,-0.05327511205029877,-0.0507458245927059,,-0.01636870961954336,-0.041701355791251137,-0.051369797232605395
MMP2,0.0360826007317699,0.032490976235464916,0.020425795944156583,0.0022761284727014714,0.015488017793181517,-0.06575652090124948
PPY,,,,0.02633818324888481,-0.017759456470218093,0.040471584599028707
ALKAL2,-0.010753428482112377,-0.04715642668575698,,-0.00396775364819237,0.036481043487252944,-0.00961793789887631
CSF1,0.025596416883928472,0.1233381478045187,0.02776638595486324,0.03063440575195057,0.02555563788323622,-0.04504235980140005
SEMA4C,0.07539996035211269,0.01104038577327692,0.012987975548091491,0.00441398415270505,0.002324782421332583,0.011683123256611154
ICAM2,0.011644544098751238,-0.008737718467185872,-0.0613314139463384,-0.06590472205843137,0.09603791105360253,0.05641437171918332
SYTL3,-0.01861389992486185,-0.008097754579303191,0.004827159579387091,-0.009140534775916007,0.038359358920649574,-0.02139196804473446
IL1A,-0.019358306936595848,0.01505928963127465,-0.17213978692673595,0.034225833889460794,-0.04138365186395786,-0.011076535207136178
HLA-G,-0.01045570162066998,-0.04132240655594307,-0.045411568537675084,0.07421831468264235,-0.036250783486485055,-0.029517614479732637
PGF,0.07673660515614204,-0.0391817287482114,0.0004074419905185676,0.004170507908731133,0.08745890013971425,0.01950164112110619
LGALS8,0.04652412280716482,0.03556432777388899,-0.0840846445153799,0.02346529021562419,0.02366425704562769,0.024627533677368023
DKK3,-0.009138664945425512,0.03130693485731595,0.032735903977397396,0.006878136972372705,0.0519890809184946,0.016844717204242955
COL16A1,-0.02617242238681417,0.07565211900512266,0.0434858830408312,-0.008326755718562992,0.05254294848278053,-0.03437372631042331
TPH1,-0.01107927392080759,-0.03331213589203856,-0.019593016275685077,0.01723338402747346,-0.019273708432201896,-0.008311995727279576
TNC,-0.00928308197175069,0.0625503584984701,0.08490009852288292,0.03438657175119657,-0.05730859100396526,-0.06174685258868369
TNFSF9,-0.016886111266822868,,-0.04416007667262324,0.004136083246647129,-0.011530952626866865,0.03494735639163038
C4A,,-0.0008050497915485229,,-0.004565519367976054,,-0.01644695893681305
CNTN2,0.020381324415911273,0.10002321403870502,0.06251395529177732,0.08062433170683897,0.05829045744583618,0.03704722552342136
F7,-0.0096223810157065,,,-0.013915953637375656,,-0.0162753105848466
LUM,-0.03255487466646482,0.004627054227322189,-0.00937947009505863,-0.033747512916192775,0.14518345983315623,-0.02962288291102514
BTC,,,0.006191937912005502,-0.020921295204454713,-0.03227187318912297,-0.015749932181229363
APOC1,0.01211878084182708,0.03579871993550427,-0.019644937982319182,0.026954036409790168,0.033829907034896016,0.08160189416927714
PKM,-0.022755493628769413,0.010980422149805314,-0.013714784350284887,-0.01404719007410398,-0.08229964018467868,-0.07262088441475456
TNF,0.04066383733688741,0.12937012215448998,-0.0739115967089021,-0.020306181883317898,-0.022091355196563103,
GNAS,-0.01884136133059788,-0.0524339816232612,0.01318452497534237,-0.0224385430263963,-0.03886544797800676,0.05137240923921275
BMP8B,-0.04814757177904826,0.04921874014626882,-0.09655288357948599,-0.05731473917109454,0.07287579666023035,0.0359628440421855
LIPH,,-0.04132243038959855,,-0.00018017922752209392,0.040840756381627305,0.0614161270577512
CCL28,-0.020692642824806578,-0.03758170025059312,,,,
PTPN11,-0.015240853923963226,-0.1221270450065665,-0.01629324544861085,-0.0003599071691515704,0.021425385874436976,-0.013399891963968697
ADAM12,0.019122218663309248,-0.1391073818587157,-0.02982634740947899,0.0003771066100708433,0.09201899899451141,-0.010137019235368177
EPO,,,0.008503207622383985,-0.02238939202097015,0.039091273438195316,-0.015571111618577755
EDN3,-0.01380133437692889,,,0.020247208821212535,0.08486129306132192,0.009759437960827894
CCL22,,,,-0.02533996948645004,-0.023392602102852014,0.03998964098773032
CCL2,-0.025032602316620082,0.08698615076686358,-0.09457195667888557,0.04839725430377734,0.002018104855535891,-0.04103475241228267
DSCAM,0.011764968229239654,-0.0519127602446988,0.0016165390588770447,0.06857448255378991,-0.017191695432732808,0.05091258417286678
ANG,-0.02253038355565701,0.026984253746763606,-0.02253054872735267,0.0037428786259305494,-0.06071091965649754,0.06327621457816372
FBLN2,0.012168333725953722,0.07848201762956632,,-0.0294378631881175,0.0005351481483637949,-0.061950469604296635
VTN,-0.011079270297875029,0.02809101038001857,-0.06580951082188795,-0.025592607260880747,-0.017987404739650246,-0.020162487913357716
VEGFA,0.013240003234475469,-0.04221795718103783,0.04913412505110264,-0.020743528223136517,-0.11093454275856558,-0.07013976198340745
F10,-0.019266599337195902,,-0.017166848663464983,,-0.030720844091179294,-0.02696816141644164
SERPINA1,-0.01842709276493057,0.0656001053432322,-0.053759623169219284,-0.08544681876162141,0.041638820720435864,0.006946692908917962
VWF,0.04520108926657711,0.11886244216721442,-0.11033900345921455,-0.009046958335870832,0.10155725880719538,0.033388459006491636
GDNF,-0.017245313799681097,,-0.04240644431625808,-0.039781680903728134,-0.0070799135765370665,-0.021804282045794515
VASP,0.030000852026163018,-0.004320572757929292,-0.028738875958995675,-0.002099768097319074,0.07760207156878801,-0.00031347954218633833
ADAM15,0.021172755143241507,0.09521152853519968,0.027385907191488996,-0.06464147666543399,0.04859999527522673,0.001008511160063924
WNT2,-0.018231972818690833,-0.04575426106713035,,-0.027771818131075342,-0.010629829657265858,-0.018696600596424067
CALCB,-0.011230025683953818,,,-0.024305420468129557,0.020288172716422723,-0.024322753681341555
OLFM2,0.034477293260221815,0.06306142315955217,-0.004474853071237716,0.05297130624582917,0.041341681896573314,-0.03298703401622583
MFAP2,0.0003470284905465534,0.04707692977048043,-0.033558060376634634,-0.02592133333906467,0.029417547966234855,-0.03540170992572288
HLA-C,0.03148002542694031,0.037856067410794995,-0.08678249603675367,-0.031036491001790123,-0.04799228027261626,-0.04820668585383931
THBS1,0.03750572976273085,0.04673828773313415,-0.01438518393953611,0.026693877118701963,0.036672497473698995,-0.0381384333717966
HSPA4,0.010591981223971182,0.07812434936643785,0.07821481240820569,0.1135096738593313,0.03573048168987154,0.013328178601668302
LMAN1,0.019916743332521483,-0.030467188249681067,0.022806105929995442,-0.015463244409805463,-0.04296476889385184,0.017695696550754893
LYPD3,0.17242890476440473,-0.04575431226640911,-0.028868926643335874,0.00430150630284575,0.05669471535795457,-0.02479984500238057
APOE,0.029872737842230244,0.07668342328627926,0.02239474897670613,0.04807089373193956,0.039002860375848526,0.08528891970091852
SOSTDC1,0.012221390888179107,,,0.09240139647292574,-0.030634546273714255,0.1050314413972088
ANXA1,0.03139587146285678,-0.019885192974633426,-0.07411547459176858,0.01883857750160914,-0.0029586333969406128,0.03368495413547154
