,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.03103720527720072,,,,,,,,,,,-0.015203666500989201,,,-0.0035180215401396,,
BMP1,0.046348787517525344,-0.01274478878364803,-0.011475860390549588,0.048718591644635705,0.01412679748922137,-0.055064013518141074,0.029667240964763225,0.08325362367672313,0.2534742214997326,-0.048540362322245,0.03530135770714504,0.020242555233032113,0.05403013929276479,0.0920805301689778,0.05851689692082858,0.05889436223720006,0.05025579642826737,0.05406021548969454,-0.0031510261389279936,0.03845667525765439,0.05106073644364424,0.04542918178360306,0.03624594047891524,0.08266258346439682,0.03590566868670812
NDP,0.025537447730701445,-0.04390666313964895,-0.04129593123805172,0.036385333593567236,-0.010399554355259882,0.025167042634866542,0.07223459940384368,-0.0071782773361603385,0.05829488106015461,0.046647820515830475,0.022061014754557056,0.040752927415675155,0.03973267767626929,0.050549055979687896,0.06260195052868325,-0.09393642134366696,0.031193829632275277,-0.039215679988907896,0.06446366882923546,0.03930323230767944,0.03998097088413101,0.07407617160417089,0.09937630303573738,0.13258994445227937,-0.007361890882228027
TNFSF18,-0.0009761614839088545,-0.010592271973978665,-0.008189160396558646,-0.0260627851360774,,,,-0.005649926358895672,0.07024850762976857,-0.030995944866059482,,,,,,0.006269809106476931,,,,-0.007927172173381696,,-0.04946808106108259,0.04466832489588754,-0.009744734824553696,
IL36G,,,,,,,,,,,,,,0.021085437075684176,,,,,,,,,,,
RTN4,-0.011292692431300272,-0.01474263371378595,-0.043932211047110974,0.014896993969483848,-0.052408086021972104,0.049428798390853325,0.05252813102161958,-0.03320985638170089,-0.27600366881880595,0.0152163912248652,-0.04733487164960541,0.0746690598764635,-0.07182527944356017,-0.06620810584372246,-0.023046547661385842,0.006669631243668796,-0.06166417367365498,-0.014353930406324433,-0.051752806207292015,-0.04838254876794046,-0.02029966217944742,-0.024002277457840556,-0.03483660809206666,-0.008886427622685449,-0.047400902917564706
HEBP1,-0.023348036531526752,0.11711440373196169,-0.00462332306868424,0.006628584824572497,0.03194079732598603,-1.9462727895800334e-05,0.03542235740625454,0.0637506219546266,0.13149487351252748,0.026237031291937246,-0.013774950642051127,0.003211901550337402,-0.008545842644709634,0.05915486568897291,0.0006672170148773397,-0.05451497368751761,-0.006111808575178038,0.0379095265589752,0.059142013535108055,0.019962996451887337,0.005294184660527706,0.03874125538893504,0.16546900961534908,0.04370312207282671,0.06680857067852002
WNT7B,0.006987096694297635,-0.038160027349888576,0.028793431270319098,0.07344033877255628,0.024086260203349464,0.009483669521951942,0.050020045840975,0.03861607377397263,-0.08834790787678312,-0.03548904404360478,-0.06570955261585455,,0.038725312636869506,-0.021056583210141366,-0.004910027860944835,,-0.04787243890527135,0.012591228759807416,-0.018011905279147897,0.023273926610228122,-0.02096811072962685,-0.049468029766398566,0.1047564557215385,0.04463634207659642,0.010486708367756463
PTMA,-0.04677112138365286,0.019735504149600427,0.05857008529460445,0.0074586043737290865,-0.0009256128541151005,0.02161114239767141,-0.06494430037174523,0.0457239875063745,-0.13550339414780027,0.06855639179081467,0.006715829445713576,-0.08152773279077562,0.06751010370362891,0.1698143554661099,-0.0760368432283568,0.010976437140257377,-0.08700779668746333,-0.047830825836883174,-0.0344737660338818,-0.026183444772647307,-0.06566839674168733,-0.04138619003994583,-0.09335497712923328,-0.1168868124272796,-0.023894202983912562
FASLG,0.009262420752211795,,,,,,,,,,,,,,,,,,,,,,0.028111506755324794,,
