,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TCN2,0.0035615551173873617,0.023525200516424486,0.024951575161504737,-0.03660499800644907,0.07082370076681832,-0.014635047682282104,0.1855779391411919,-0.01727540062064165,0.021351026845036532,0.02522174488302768,0.02721893686264918,-0.07278477997344107,-0.0021286602304680805,0.08841545905451426,0.03671901049699883,0.10755441370413629,-0.019720433725940963,0.07218281757674859,-0.029597282718103936,-0.051446096753816256
THPO,,0.04841874452044375,,,0.015106023000868204,0.020881209616919416,0.0377615600328396,0.015115149172840858,0.03889137215925917,,-0.012226922767285575,,-0.013507285490728002,,,,0.022010639629454556,0.021050966268940458,0.04658215211936286,
CUBN,0.10755077428821495,0.017181943604363495,0.0022542488467364556,0.010731157095367334,-0.02212341002355407,0.0296012813129104,0.1488103361605825,-0.023473494513155897,0.009489956332651024,0.1391249291700136,0.006862783537546639,0.05397511300254129,-0.06260413073306388,0.18232005047714614,0.10562385958194598,0.006799702511278322,-0.020486018443782894,0.06399704255354273,0.10928415137388549,
TIMP3,0.009160328709502747,-0.011042348927236979,0.01718504348587582,-0.047280320525674706,0.07349755129060027,-0.00511966807347342,0.17671656926838417,0.014322397995975986,0.00929547012946052,-0.06326149145183858,0.009420125437682262,-0.00971182251427885,-0.05035447754201057,0.06908210512330269,-0.038419202494793116,0.05611244081596642,0.011670781060424889,-0.0362639097187522,0.0697480197403481,-0.03507376864464581
PIGF,6.001160283894834e-05,-0.008004090530668993,0.07546079138533389,0.09227635345265707,0.023199054751103294,0.031208426688002007,0.1608108305015997,-0.0073558823919575396,0.002677640340244205,0.0827655836998799,-0.027409222631732708,0.0378171576063477,0.02780347146387396,0.01808744862731485,0.11905814500438884,0.00847112511249775,0.012968070087221686,0.23755238001403625,0.08971600778571491,0.08262250364194094
CRH,,0.04982809547472964,0.03007556350206806,,0.09491464224351147,0.05683827597395624,-0.09595201748942758,0.008461116119627578,-0.026800186766176258,,0.04498439068008612,,,0.017857967916762436,0.031106222647675298,-0.035920069940631065,-0.007392406281193231,0.08022487247783949,-0.008796563183341703,0.14540394589268685
BDNF,0.02988952927386617,-0.018346023865379084,-0.022420173552159497,0.019870380451430587,0.007990282462334158,-0.051483555885996145,-0.23349569360629832,0.08079343025807832,-0.004415191741206046,-0.02876570551848643,-0.013770655362248873,0.08982850174355644,0.14399711259826936,0.04417271824502948,0.08443964639386096,-0.02166702206996565,0.018351229610623986,0.15291426889207202,0.1094987475478597,0.22112158466792875
CCL5,0.01875122753118804,0.056204286162185965,-0.01424382559563332,,-0.032283191594041784,-0.03377913392058385,0.1028418964368579,-0.041521282317007885,-0.037021265530422356,0.055103127216188624,-0.016587291089619424,0.15731097431555252,0.10703706992625185,0.001789350761842596,0.014594370895499484,0.056908587142902034,0.13271255817985164,0.051320770867112106,-0.018696900191032064,
GAD1,-0.031607032355821345,-0.010309407043433048,0.00046213932822976257,0.03055831579195303,0.010040028728244419,0.08338308133013454,-0.15704140871631853,0.014078100610196546,-0.012782368847944045,-0.027937980942004777,0.13411633427297656,-0.012530011370137017,0.023590835190545265,0.022564722661165795,0.09243027809142552,0.05073898394716698,0.01090673707580982,0.06481410141646113,-0.014796102568015322,0.16567501207455873
COL14A1,-0.046397531434732096,-0.008837491635474261,-0.010071808305974829,0.07837858435881045,0.024116762457616698,-0.035798383084985556,0.1021596040679668,0.012938274286584343,-0.02572260355756113,-0.05537093999404165,-0.020917819232972125,0.04480051780807322,0.05222006911688581,0.066184853679431,0.03563354957727878,0.011055579354671255,0.04012262752416429,0.015868565534298086,0.044358440482441364,
HLA-A,0.04508197454703976,0.027918446156584967,-0.059625817637149345,-0.007620306076600668,0.036468002145106836,-0.037146417950855444,0.3603213300384466,-0.013886542704858909,-0.059973871894924764,-0.018394523474570462,-0.07639009588089786,-0.06025869859516282,0.01957464739879346,0.10712018414755682,-0.07639677847522995,0.17568469612193,0.0631849777318142,-0.013729631450555382,0.017329043772825892,-0.010975373550394374
CD5L,,0.04728262969528769,0.053424370453868206,,,,,,,,,,,,,,,,,
FGF18,,0.028743195740388694,,-0.029354382938020552,0.025511884806698616,-0.007710444248223705,,-0.009748657747371773,,-0.019363606635875268,,,,-0.02225290031684472,-0.036859850559182235,,0.06040691157871457,0.07299963663950643,0.02788620074835411,
ADM,-0.10020497427602068,-0.01013695165941869,0.06131203278504226,-0.1270551108167927,0.05706583465371875,0.0022749199075956577,0.1749466942175716,0.01954180751387303,0.06495306396774769,-0.02409686272195392,-0.08624755581689447,0.13618691547493955,-0.015949270046340596,0.012559181012995586,-0.0912964883840465,0.05259357581817301,0.0580854793357684,0.03547227032756453,0.11518728939616334,0.17452715716204859
CCL15,,0.10438355291714953,,,,,,,-0.02607539494598264,,,0.06796228196080513,,,,,,0.00999722628608665,,
GNAI2,0.034470484514741315,0.07150779744934789,0.07457468943744043,0.06556277071082749,-0.07106927204964725,0.021566334182908452,0.3070469349312982,0.05020205891681959,-0.08406907001954807,0.012095804562755018,-0.012635819039537624,-0.007600711626518409,0.027926281608291737,0.04897065687037695,0.0369466886938608,0.005644102254630188,-0.03685264299156486,-0.01664225347575042,0.04340995207642297,-0.1852466688954092
HDC,,,,,,,0.19631803036647988,,-0.023906341131658057,,,,,,,,,0.06576502316721963,0.08667495431769129,
COL11A1,,0.008557156557009223,-0.02315564625116487,0.028789532425974623,0.04424553284154582,-0.04821670029365264,-0.10492338467273013,-0.022882221310440612,0.015176607709074239,-0.045921576155097385,-0.03684058572887788,0.23964377820962773,0.02142671073142921,0.08306060665452353,0.00792425650693046,-0.002798201897556509,-0.01288288286457159,0.08689258139332637,0.1694769267351153,0.061939920266884975
NUCB2,-0.00846132891765219,0.020259460484660076,-0.001951003818293285,-0.03347515388896064,0.004093941392355648,-0.03297639361871214,0.12283390727495655,-0.018336784460237104,0.043104616384148337,0.07904260142788891,-0.014005865799887619,0.06952349184809672,-0.0926355915084636,0.06779092890621087,-0.0717330720763434,-0.015537254510669101,-0.007549919676358352,0.03934349021118876,-0.008941246493078207,-0.004877647805482727
FGF16,,,,,,,,,,,,,,,,,,,-0.018558181523499608,
CXCL1,0.0212952470584794,-0.006500028144920738,-0.02688641859263316,0.00839790146836609,0.010490990398345447,,0.05692360127783763,0.05443566665528318,-0.017870399739840517,0.08146238863888002,-0.016587293901853893,0.08806978894085485,-0.012238763930205222,0.1040377459187562,0.03086857827045685,0.019934417217464685,-0.009323540416314719,-0.038483332044986975,0.04488324644311375,-0.03462665226588118
VCAN,0.025223756940027726,-0.04401657018091799,0.042918464104284855,0.07709345268790992,-0.07948076765594721,-0.027899925288617202,0.22358603740556815,0.005640374704940505,-0.03918790824128461,0.05893094694731757,-0.09421184086605615,-0.10016308686676664,-0.017874665991338835,-0.05167316037819668,0.046768486897252826,0.04572527764110432,-0.020303045928376475,-0.16211487764135327,0.0732056881373985,-0.0877723437207725
MMP7,-0.033188256106328376,0.016673670496803326,,,-0.005494863796668274,0.01066706227193662,0.0031948836638915714,0.011194781635138073,-0.026310592449333002,-0.0383867123452957,-0.01889795479570036,0.14495711736247588,0.09425083578411217,0.12817609801497587,0.03308961040254604,,0.02123675201660164,-0.08911663752602018,0.07803963384244018,
PTPN6,-0.01878074996982548,0.08702229615766202,0.02208982424712259,0.027563888739532194,0.02841120368488545,0.04784137661683379,0.2245968482746382,0.007719446541789065,0.024917960356721676,0.11586867657878558,-0.038367724735601766,0.11097249722955149,-0.03164302002905926,0.06155517386249236,0.0811161892049486,0.0206906563321229,-0.004046059890879065,0.05586575853126418,0.04239230488855932,0.054071885936555264
PTGS2,-0.04603652132601702,-0.03303275913023922,-0.023994718235177372,-0.07691504682127437,0.06225750709580382,0.020510194731072295,-0.21202227001720678,0.029062178551480057,-0.008946762700038424,-0.025072167503197816,-0.02822272067556227,0.11978559341196658,-0.013421888984646746,0.0242000597201922,-0.034701441014448324,0.03467668974734833,-0.0324926756839105,0.09101076139741497,0.030034937341909946,0.2036818958651628
XCL1,,0.08762101524351339,,,0.05131733983002156,,,-0.051871713745633694,,0.0335913254321798,,,,,,,,,0.03132531207958236,
CD58,0.011469571522024323,0.0015560805792257286,-0.03802617223916163,0.05568429874909267,0.05096521596972,0.008658329978898325,0.31130438678150724,0.0527244244626385,-0.06639583903450454,0.06133507542670821,-0.03858654944406955,0.06193194623905442,0.10642452311044003,0.0627698103428013,0.08827349856280993,-0.04655661062073551,0.03600648418977762,0.05605915957778459,0.10077863083164851,-0.018039588767046994
TNFSF14,-0.021889971454795536,0.04243897722951075,-0.004484447226340766,0.010361959943780006,0.05127551830680373,,0.09511668599085171,-0.04870999616388843,-0.017454678173731156,,,0.05699672255826954,-0.04259446533281037,0.030775313341145825,0.030004608072101185,-0.04129756406444265,0.012059237788780345,0.04519615537643366,0.015895392792478116,-0.03760085278006393
CNTN4,-0.035534092649115764,-0.00824907695245142,0.023107972635261226,-0.03374604437234608,0.03488301407194446,-0.0686792957939373,-0.13806089656465312,0.00724121069330029,0.10216800171925071,,0.12548053443563828,-0.034704800879387446,,0.020403199795672646,-0.012134933819094834,-0.007291954487604072,0.04315527189027698,-0.03594279034878757,-0.06038734104043094,0.2178517899291794
NTF4,,,,,-0.0338211475652497,,,,,,,,,,,,,,,
INSL3,,0.06781743444932133,,,-0.01042299243276743,,,-0.013347261477909962,,,,,,0.006027707103699897,0.03511654515571514,,0.012920758613283016,-0.048109707905647475,,
BTLA,,,,,0.0023151139544792102,,,,-0.022290221022190033,,,,,,,,,0.04850490541439644,,
MFNG,0.022534900328944178,0.02940455426346984,0.0671764509090626,0.01537912017197682,0.0063917326118422615,-0.026168238933115234,0.23831239307724006,0.014563335653925659,-0.0227015555074946,0.10754329536952408,0.048730229700786935,-0.006541036571604538,0.03256862931965484,0.046113643541072995,0.043769935523860784,0.02844238320750137,0.019797119295902322,0.07413969651549539,0.0017071217325930425,-0.019573616988849445
ICAM1,-0.02929586657187757,0.013977497252507047,-0.006642955369299919,-0.02931905599877859,-0.006423597246822319,-0.006246967881988468,0.27664693683667546,-0.06844235275373894,0.04153174290307203,-0.02346024133526745,-0.0284686371217454,0.1762549186446525,0.04090291919974228,0.05108024002453517,0.029530019846102516,0.034056642566874656,0.025749901222695566,0.1897032221160524,0.14624645063859118,0.03315383450154113
PROS1,-0.01741541628030834,0.07525052464942708,0.0300673305098633,0.013382379845108996,-0.04150727509325944,-0.018780757970377232,0.31716554223226023,0.06750529692404321,0.008002087662968985,0.01794169232749088,-0.004105940825778561,0.17037083948123607,-0.03391315189008171,0.10243128607654074,0.026117509720680696,0.10130442859518465,-0.013413919574953291,0.11710166460656658,0.1805204447208912,0.04354746951349954
CLCF1,-0.020108286918040168,0.03426696957280519,0.03767496122203567,-0.006018815361845254,0.06563509144375362,-0.026423295276764364,0.042080020225480984,0.024145436870270865,-0.005863056991526715,0.025727408897570456,-0.016958486705317338,0.11934814384190606,-0.024315847781611662,0.08747983305186821,0.0967875997076968,0.08843973050651843,-0.0012789128725227163,0.11679659536988032,0.14228611207415193,
PSAP,-0.0856718233146143,0.0015578608090700272,-0.023175952697960293,0.07982020063324767,0.03386455868750685,0.041196331279501064,-0.19842332549332972,-0.009841988015663192,0.03687161973622639,-0.039602689520872,0.09808262063519409,0.1554852075432708,0.07604123957805264,0.10074143764115992,-0.03793555442622137,0.03310632886115201,0.02353993523426497,0.028381232986321735,-0.055977597066341665,-0.08728565861297409
EFEMP1,-0.022027234360126175,0.05275027093262015,0.03693731977476683,0.07280642269608228,-0.019617169174050725,0.06098807695857777,0.2517331383711525,-0.019288984535472283,-0.06649419195413907,-0.0396729524767653,-0.02701400623180694,0.05915729140487725,0.1166367860549358,0.036285592238435825,0.1365977480755328,0.005961981235755343,0.038243883070041805,-0.061152163922679935,0.15895518036162096,-0.07721591187368308
C1QTNF1,-0.042792716329120475,0.005420338578167085,0.03489431171382288,-0.06529961595657444,0.05906388264706193,-0.03978267863126971,0.15701175892088343,0.028142995521761447,-0.007787171493283361,-0.00648782343393314,-0.062141353090151,0.05573420273949782,0.07109250443690042,0.14189192461258188,-0.11122741212846637,0.05682510933726072,0.0627574241931852,0.1362536948563191,0.15049578355176504,-0.01857290222696067
ALB,-0.026171300429016615,0.009358885146266297,-0.03699095959292646,,-0.02450323442712526,0.06675425746275011,0.010249545986552073,-0.00832999342790894,0.06933543930104409,-0.01765336347988119,-0.026452926170882542,0.05675559832476075,-0.03637456071662466,-0.01349598700149968,-0.012774599853768692,-0.048051484013615434,-0.02777882842454253,0.06268651177400293,-0.010122864177322183,-0.0230754843738618
CCL13,,,,,,,,,,0.08912401341862786,,,,-0.0037754517502868253,,,0.06880354558879395,,,
EFNA3,0.00964275243216696,-0.027849148325119075,0.00635874744184181,0.001223513272942428,0.054004288467601635,-0.04748221268622454,-0.23885918662960032,0.015013119089704891,-0.0019672807860873077,0.021190139640435403,-0.0003100168723989862,0.0781819391712371,-0.023123173380922235,0.012143860569252107,0.040716235383826446,0.007161611036289027,0.05071545977490339,0.17572526397463376,0.09960449778974599,0.18694970809553313
DRAXIN,0.0016535207431899106,0.04330292668421097,0.06521590276827806,0.021264593004588158,0.05040158510899448,-0.0032071559082032337,0.22753734131949263,0.07025361882604728,-0.015918363922484927,0.007376583944985495,-0.032761729825604324,0.14803660359218448,0.1053040267989126,0.017820380293475456,-0.04847343816534467,0.10154547255896787,0.0185485272315009,0.16025567658603018,-0.0329093313577304,0.055606297795185555
RAET1L,,-0.00116126179220827,,,,,,,0.041307471158999,,,,,,0.0010696422607217291,,-0.0310429943842722,,,
NPTX2,0.03626334031791707,0.018262403517423732,0.0033526547042942597,0.060913506460807024,-0.023345384871104952,0.02997982866887039,-0.2845380976379724,0.015469415278807835,-0.013625137183032548,0.10943542368907466,-0.007859809740329229,0.07235272445722968,0.01465733564502495,0.10652744297910563,0.12831689903932184,0.0013044748183245343,0.06256500552452597,0.015972428950947797,0.07687745225534912,0.16542834014498034
FGF11,0.003716114639389537,-0.04670427223143914,-0.01240397220435372,-0.10179354420127322,0.05898293103283731,0.032040518100827996,0.21189581986483597,0.010474991427440336,-0.03608051243882968,-0.025794005033125695,-0.05711708196813912,0.016457156078603773,0.05401310299200409,0.05710224279173995,0.010783545338847574,0.04117107735595285,-0.009849171047607947,0.13895467707796183,0.11223354642102436,0.022806500972944937
CD59,0.024325501574778707,0.02470218332907479,0.002106761894605552,0.06108357709812002,-0.008997718176842143,0.01992964552224084,-0.13754516814373574,-0.039165035479380196,-0.016174550242877676,0.045578841537749715,0.08113442409478544,0.09890354471326546,0.09616359641723397,0.13531402532198059,0.043024529030441815,0.021816009307455277,-0.02029357367651907,-0.09468450615749698,0.009742314520355328,0.05972028263490472
COL9A2,0.0260475160954862,0.04874435782326253,0.026956034509640337,0.1202932541422326,0.007064593287505928,-0.016645343627573132,0.08244518122484176,0.025571586292707102,0.0021598924200963857,0.015083142795314872,0.022909233744729453,0.06067229572571425,0.006342418442167969,0.03555382107264416,0.05721963922047657,0.06936968758500392,-0.0328877345862611,0.06607949556834394,0.04679786545516642,-0.07483546083037926
DLL3,0.09425580986566869,0.022823785318906397,0.012520690428280901,0.10444120169923678,-0.06754527857076034,-0.015894466907489968,0.12660110192257895,0.0005923011243519867,0.04421912529844965,0.04689393185247635,-0.00877305411176482,-0.08740776480863516,-0.06446466180528009,-0.018026140162625163,0.07323183434347227,0.020488829588183564,-0.04994712486169404,0.11247475264112503,-0.04205915273216321,0.02499790910618815
FGF5,,,,,,,-0.04822983630838215,,,0.003864376149117867,,,,,,,,0.028785517135212078,-0.017317644536217425,
LIN7C,0.0037778732044447864,0.000753640335735228,0.02471906580950122,0.10894194120152366,-0.046095912056730894,0.0033828694899956996,0.12669480681857742,0.029598894549903366,-0.04781461953314886,0.009185963930960224,0.05901622640046431,0.019711954559865217,-0.038981697800055004,-0.03303548554527788,0.014742841342498944,0.013300175990222839,-0.013511063186093342,0.11917833238490044,-0.010945320967535034,0.08756412808418616
GDF7,-0.028879264256045135,-0.0057107287258207715,-0.02355489139440072,,-0.0014037586946680028,-0.03883852403551677,0.08504358677695699,-0.04797084845973323,-0.0012773575921692353,,,,,,0.09982079650502906,0.03323705573790234,-0.0008787460038551028,0.04182881201246114,-0.07030719234395084,
PSPN,0.04937235506479266,-0.03477471467944804,0.09838259888204007,0.042044337059312466,0.04343538759356705,0.059313710325613445,0.057738475903260394,0.025656644325416235,0.03275754557171217,0.03315300409997323,-0.03821986401703085,0.08122372546757212,0.08202855967151494,0.0367067846711553,0.059816391570332035,0.0750578872091148,0.07980388365206353,0.12720040287804382,0.07893314981354024,0.15082874785226405
ANGPT1,-0.018878771103975032,0.025887335637207038,-0.03179540335135899,0.030203073459368342,-0.008553170293661694,0.02315187313129595,0.25297214231480736,0.044442056616244924,0.0013198595432960436,-0.01152988291454999,-0.019377445390299876,0.06816833801468239,-0.007438934497291052,0.048509955084603575,0.0643200803672556,0.012106603484530814,0.018901226318189905,0.1033954135530917,-0.04470291313392805,0.05720998762012269
PNOC,-0.012047789445989698,-0.05792579765872616,-0.0492930466362087,0.16049175701782917,0.001439790625724405,-0.021151599599401872,-0.21088224587723017,0.019422093812171852,0.003410876067718701,0.025625680666519206,0.07551803127013575,,,,0.07879883299151182,,0.013749966830863464,0.09352817322936963,0.023386941381606578,0.2549836755500982
L1CAM,0.0806995488492462,-0.004592792211934659,-0.0113900707699818,0.01107641778191011,0.011809561694227817,-0.03426112234671555,-0.16537211003389837,-0.01915416759820459,0.04331311968068819,0.0621173340866874,0.10009736519406785,-0.08932490842065553,-0.09654888122800831,0.07226024747146463,-0.08125856490063284,-0.003199501525979072,0.05735277450503906,0.0012458201202303438,-0.08774314490030329,0.23904015353667993
APOA1,0.01372323270489355,-0.019259405375565787,-0.0007302951282091111,0.006584048308644305,-0.0459862387309671,0.11829451559177027,0.11053959741654905,0.007569646612837308,0.024725127001162524,0.01942954181122495,0.041379629819609375,0.0801397045928251,0.03408340172311738,0.0492209145161653,0.05443521176773689,0.08597766594046068,-0.020329325533890837,0.17947081094888354,0.07401523890118734,-0.031410351589535104
PSEN1,0.006124838203752284,0.014520900715551547,0.027771445321877725,-0.01307709044422442,0.009570802731391636,-0.05114417264807458,-0.011469514236879261,-0.00299701579680274,-0.0022491368304459296,0.010285137407091863,-0.030096489749144466,0.0008162523924817494,0.025503726026791317,0.027453527374512798,0.052886453571019176,0.027911012173717713,0.04823556927803127,-0.017204832564166453,0.05355939219016301,-0.20646754156301783
CALM2,-0.04874036431381097,-0.03465728385675823,-0.014545480441933226,0.05697824384381438,-0.06291694331524285,-0.047006692543107416,-0.36453220452812635,-0.025012987788423945,0.0986814874886695,0.03658778236472356,0.1183764864812889,-0.016194255604706016,0.10297563862458343,0.06151467280209421,0.09831163728161717,-0.10302713215355803,-0.02995259706608986,0.1223198721969631,-0.0921585927456789,0.019885359546186143
CLEC2B,-0.0456572484503332,0.0033897019613386655,0.011770680538304715,-0.013484794963297433,0.010586906824037104,0.020016229719594957,0.2988001902082422,-0.061848260065600416,0.026670521685189713,0.0470542151213085,0.04629902605950363,0.05252327470259976,-0.017162895154446366,0.012573423677608072,-0.00915462190097106,0.08637135692642083,0.0063331856615934,0.03684337517931239,0.03156603266335133,0.019655614598908747
NTNG1,0.018401699849768985,-0.004403326279381667,-0.01150681666025957,,0.0056057637156846675,0.03028164104488436,0.08466056052311365,-0.0033192071002523453,0.06935255463847402,-0.028928765673555044,0.052708039945571855,0.07239741656164589,0.023508276820524292,0.04542417659012354,0.09805886219940584,-0.028743136320507595,0.03916763231547358,0.12651238580385613,0.06650573055445023,0.003424173927597138
LRIG1,0.1145655033731789,0.05163481208141966,-0.012947727634774945,0.049846708406292135,-0.03899374815876084,0.0333033834020902,0.1592544160146112,0.048365584131350524,-0.0862094062752506,-0.07330215075529421,-0.07419670768466087,-0.06758301313620002,0.033646995867814306,0.028183608241275453,0.10825535038755911,0.08528702248069199,-0.001685015868578413,0.13993885219583807,0.02499336063910586,0.033457906236804544
CPAMD8,,0.006293125624915353,,,0.04527378363499385,-0.03920692923906495,-0.030544887621540236,0.023954805158329828,0.032780451577272475,,0.0069753956548091545,-0.06144500994644863,,,0.019701491019695427,-0.054797287997713266,,0.017568913023734974,-0.03802184582273335,-0.01576155838414712
GHRL,,0.09968201577222838,0.04664373976652569,,-0.03976740264687619,0.0364076179927261,0.04501446650456038,-0.01626266217431905,-0.015918363922484927,,0.00641271466244905,-0.0036740901437175215,0.03628500749917756,,,0.048958334937293006,-0.004047509029798901,-0.017297299283454918,0.021206917005403794,
NPY,-0.046610364658125465,0.09369939306470271,0.013853138746494261,-0.027142682025862733,-0.00021647952613647456,0.049286553324436023,-0.18079694208414107,0.0109095666127917,0.007127217647264286,,0.03298797427524606,-0.07175446562452444,0.04034615897470997,0.09613778474599885,0.02820043355470338,-0.0057193050693974375,-0.010774339403224309,0.08396142856601557,-0.009257555157140792,-0.014614703570181728
MMP2,0.05994793467302232,0.06935449395460573,0.04181689127892456,0.04779287732197354,-0.03355968521995628,-0.04269305781793254,0.3004583136747114,0.03288957867406109,-0.026394536767294724,-0.102456978085503,-0.07848786410620309,0.17866813835669582,0.02908979252293782,0.07806871770035485,-0.0012415204173886036,0.11373754028892796,0.00888795834184111,0.004682024291743252,0.07902618030305568,-0.0035972277538936204
LHB,,,,,0.0009679986548574819,,,,,,,,,,,,,,,
PPY,,-0.00778795631219158,,,-0.0049153046659423105,,,-0.00316216862516886,,-0.016328574014461077,,,,0.09624941715068254,-0.0009919178320349814,,0.03661771175890952,0.14012844025269117,0.06914947888418202,
ALKAL2,0.006903994729167301,0.022687880315468544,-0.018906659583329318,,0.06640989895398125,0.061525108819527136,-0.005391091020045854,0.0021997427358718034,-0.04232507760022563,-0.023686045908213355,-0.040157330866372395,0.011206198612258416,-0.059944110035883395,-0.047115191025667504,0.02176637750262616,0.07437642749617254,0.02870288407182181,0.057107696722617535,0.0793120867707654,-0.05718780526487044
CSF1,-0.0376933695362945,0.020154176514414437,0.010358179508277951,0.04364207673894722,-0.03202447329015382,0.010798292299283755,0.14973605996998768,-0.01694095082144353,-0.002249769782359398,0.14143924251226897,-0.05088203659066389,0.1534802355113286,-0.0022384811083665337,0.1284457001986318,0.025517979570774615,0.05327007897128201,0.009994695471274474,0.13825904852293858,0.1187227099618172,0.008700107078634035
SEMA4C,-0.0461702687772659,0.09705760853721866,0.018332073448634523,0.10273784342007913,0.0246626340730273,0.03125628434383455,0.08170228822101964,0.013310508033460218,0.002116431429439966,0.052899958365011816,0.03780429992052381,0.06462676889674004,0.01314021689426726,0.017934655285070992,0.040267130898498336,0.04126680917173762,0.016561627648335516,0.12982483104024287,0.12065078068133243,-0.009365826328651952
BMP8A,,,,,,,,,,,,,,,,,,0.01537365212944263,,
ICAM2,0.03515079256540993,0.012918429022210073,-0.0033031979763453218,0.06411380498556844,-0.003296597171933731,-0.0336836248495506,0.14879701453755506,-0.04588288182953352,0.002828643134885636,0.052076431644851484,0.017137919619971156,-0.03600951969693134,0.0774035028840392,0.0153985466088549,0.11741091651883916,0.024137761266855986,0.0684797966575314,-0.0070084216374656,-0.0525677520991128,-0.014801293639132535
SYTL3,0.017283953661694766,-0.033589942316811866,0.013560581783375422,0.027870370234860237,0.00839217430188971,-0.027577632145428566,0.09054883879384464,0.017316572623072953,-0.0020678233867391497,-0.026408537596571455,-0.03817536333690099,0.012752807393998571,0.01105648738659507,-0.032440741105951194,0.04371364239876447,0.0049844945390730925,0.024823902789940698,0.008787517007875383,0.036597193218049,
IL1A,0.07139610550973957,0.06183548226389513,0.022717983864663643,-0.0018317898702923676,0.05041164851994477,0.0926455355589687,0.1336366193842465,0.022811190062911876,-0.009492000727868058,,0.035377307365810025,-0.007327271999264788,-0.06484756643011653,-0.04268607163931325,0.040092075561307644,0.020385587127284357,0.06387579352997168,-0.008038011007483973,0.04545628025798009,0.08885322184313503
HLA-G,-0.04567479548216491,0.01478003127738653,,,0.06386421555809067,-0.002431346955192682,,,,,,,0.08207144253747582,0.04426927767107123,-0.018496791980462165,,0.10802194946338463,,,
PGF,0.016296120548053523,0.11316274630460413,-0.026176181274119168,-0.11056287958857534,-0.06733823193264597,-0.011266785868425236,0.2571246789862815,0.0007935245556800385,-0.028783197874940516,0.1361586354618835,-0.0659807199012853,0.050932422307524754,0.0555223594117348,0.0673648932506991,0.12787350826016836,0.06587336083302865,0.06000298853370299,0.006245155839128434,0.008292349135595192,0.032334454884379644
LGALS8,0.025754861243819992,0.00898847942555527,-0.0042088062852779886,0.02464898379917997,-0.008952420663521879,-0.06491586692396367,0.11229085775591885,0.0006673849504056783,-0.014271139774530015,-0.03163331935214425,0.06252756394873821,0.10106888028778727,-0.06661147916319898,-0.01363618495356068,-0.016888263019219325,0.05766093474200414,0.014533603288330496,0.08167882054433542,-0.010027431478307801,-0.04121995905962251
DKK3,0.07093926086421574,0.021932666834558103,-0.007322342732396072,0.04345968349561472,-0.04556145045682505,0.07873994684535954,-0.2682145397643344,-0.002312971958443178,0.06673588859008922,-0.03282842743585881,0.13540649024809942,0.03706972234762417,0.03449267532315772,0.10377690129656439,0.08572264987954445,0.045356116654360255,-0.06217598888123798,0.07524830707745737,-0.1392859576178672,0.1680527306713199
COL16A1,0.143900935102287,-0.0025507488604054425,-0.007799599128282915,0.09735079107696705,-0.0030177878893947554,-0.08261389647026467,0.06628219732808774,0.018822519315885713,-0.004408819612925647,0.06936626135341926,-0.06785083918568169,0.02863099838427569,0.02369653317547904,0.11071200871564785,0.06088967241338645,0.05544371184005044,0.07761232059552459,0.042101516110182126,0.0987605673124157,0.0059041600233167785
TPH1,0.054625090197778475,0.036120091527041424,,-0.04030759741014878,-0.021549273329079396,-0.022228317349889153,0.05167018196928299,-0.04427639360142616,,,-0.014714566284045428,,-0.07882948309488316,-0.007750598025941791,-0.045215834115426755,0.16388438820015852,0.020455317416162876,-0.022045959133607847,0.03861957212554915,-0.0300386341308351
TNC,-0.02087201393086996,0.09739363822657532,0.05930587797049153,-0.0013694087064512485,0.05306708133255261,0.004440003592527907,0.32653490555185927,0.037829136114854854,0.014901318137422365,-0.07331375835731055,-0.06632110200812817,0.1365978147193745,0.0010312772445729864,0.01742905889492602,-0.07032443405387469,0.15298015410264043,0.07682671225362861,-0.003989186485823275,0.1108708347602415,-0.10892618417410814
TNFSF9,0.0031670702012725717,-0.02033443216459106,-0.031616245068131356,0.026314286534160177,-0.008542561372190902,0.0004732323439383826,-0.07032852276897233,0.0264819803076972,0.006374989066999141,-0.01817667735611073,-0.0110657594405366,,,-0.0005526974939809955,-0.0013008214583951987,-0.031111831697046195,0.029949305771931504,0.02823398933214568,0.029553058599492543,0.07685359595092116
C4A,,,-0.0015851401379289884,,0.001272706704184231,,,0.012623624888250725,,0.0628333484034124,-0.012934662739273418,,0.0412539254255082,-0.024197116076036182,,0.053889505624528294,-0.027792150281102698,0.029518965044160426,,
CNTN2,-0.0004890779984609859,0.018013535051910026,0.01553812281986101,0.022408669070717174,-0.003501272894951427,-0.09161895960557392,-0.05100132283718579,0.01641005487385019,0.028581443938144876,-0.02050298133164927,-0.04734064912211362,-0.04008961546291517,0.004139856581856695,-0.0016142667932737662,0.03204916204187427,-0.10936751527885383,-0.03201141106341115,0.04855429043308418,-0.08781358385896887,-0.11030339784626048
F7,,0.0020739509362073423,,,,-0.019305357048441128,-0.0055251012118090635,,,0.0035353357128897365,,,,0.027899412620728536,,,0.02745141744107557,,0.05855155556890068,
