,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.008577060216272277,,,,,,,,,,-0.05969182448121799,,,,
BMP1,-0.12399037296058532,-0.08020125636386298,0.03720528721035915,0.01628674928798709,0.02594239278532106,-0.0447326953179145,-0.034102443161783784,0.09587761768086898,-0.17646842219391967,0.04689656720998685,0.04909177651052505,0.21823900736062,0.0730799350367697,-0.06263626694290753,0.040132006299334534,-0.19772468931719622,-0.07902961170015828,-0.0526288284185813,-0.17948539432585575,-0.1537781067032543,-0.02843417568532166,-0.0849530802921159,0.14849764872146012
NDP,0.00266562140545206,-0.028400046960325758,0.023454280700175436,-0.0013244729694528886,-0.030061179809582797,0.00619862614263411,0.13555646070873206,-0.027179127346613877,0.02952313536362945,0.05086896261980974,-0.07569237033006804,0.19691250378448666,-0.008277376306528429,-0.050367564504998845,0.04912414407530559,-0.14345612536645025,0.015628021295069076,0.04401886989115014,-0.17544121737655297,0.09418866693019845,0.0861823293109574,0.08195429368077248,0.0994048399558409
TNFSF18,0.11794412922181896,-0.043871292434335754,0.017214423566515712,0.027580505060148714,,,,0.039115754147953714,-0.054754665311530004,0.0089959674131166,,,,-0.1479102527029934,,,,,-0.06301276266305185,,-0.020335828084707956,-0.07452487066298083,
IL36G,,,,,,,,,,,,,0.011519305377746073,,,,,,,,,,
RTN4,0.3411865779164474,0.25676307098462775,-0.021433350014777808,0.049415918632947,0.023212681106005453,-0.00041201593161310784,0.18303461769004323,-0.24948746934240443,0.16507622466404354,-0.04722320455547071,0.012807241525022604,-0.46179236622419384,-0.08677478709819507,0.11161009959066334,0.08088088858105348,0.23794518013120802,0.07167773412541305,0.06739480226185593,0.3367585271101464,-0.02227410318686733,-0.006861366767746592,0.2361338688501517,-0.0015863225490046296
HEBP1,0.032996219685449045,-0.07199260434064361,0.014410204379823953,0.009299398622743262,0.0777959234488172,0.030843499413896552,-0.04404950833171633,0.12731509736534716,-0.09621005746294779,0.02409062396030919,0.017318025864080714,0.25647910268755836,0.07180821627298224,-0.06848929450057326,0.1047812139402525,0.009044667102494717,0.03459743645634958,0.10475860911089938,-0.020981838687805687,0.09921057335580113,0.037207639552438304,0.032491798860352215,0.19757048805935776
WNT7B,0.06378996362383589,0.2447993852195381,-0.009383965495474586,-0.024632646737286587,0.11256522159616812,0.03193900221721524,0.09094604231603129,-0.1031108316238425,-0.11343772366042101,-0.042605022515558116,-0.042794296815541435,,-0.07951057812778732,-0.04505164028883407,-0.07558041659778966,-0.07635976823600725,-0.03672875777536356,0.07996934013803593,0.010119190343302132,0.03373908620297658,0.012501322284044358,0.0722402337875061,-0.13369031607002685
PTMA,0.172777217234966,-0.004514942065737954,-0.025486798244594377,0.015424459746687219,0.06318196106104867,0.00857293719761803,-0.11631818921952188,0.36437149361313026,0.37485476066982876,0.01909787952342736,0.22575838932985987,0.6780557366998944,0.265293404751752,-0.04374796746555425,-0.07734409051686196,0.32720644702912055,-0.017741614044289394,-0.01696770069044452,0.4543676749230619,-0.013207113291533545,0.16848729389106484,-0.073483267684002,0.3438951531232904
FASLG,0.025082524056067684,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.027239827615485532,,-0.007491466689407977,0.010962237401210538,,-0.05173181370976879,-0.001107521078811565,,-0.07652584638805551,0.04042346765622601,,,,,0.02568748746775867,-0.0749394589862692,0.03996161600488047,-0.014346336969618179,-0.06572453171218463,0.09838650016859786,,,
PDAP1,-0.17953957999778547,-0.12268373899488953,0.06235025549257807,0.03832261935841718,-0.016502650691574583,-0.014807535525634,-0.07386807381460597,0.0715933315642998,-0.2262671551979345,0.07631940556005622,0.022566189906033124,0.01627039753757172,0.05470321207083098,0.02099935344282172,-0.07658590556843452,-0.06749108674022979,-0.010415178672930861,-0.03400962251323128,-0.06479585628321818,-0.0931009276798287,-0.014763874701067457,-0.10625593486695416,-0.005714604604301712
QDPR,0.5613003509104496,0.17864018420563743,0.06070907822443998,0.0387912661995,-0.00047893878317101175,0.041158696758420314,0.2624871143515897,0.15681430618248945,0.515468826209881,0.11613593407860195,0.3271496412386928,0.6213376333121093,0.21675602636728614,0.10006029007500669,0.01601569364151567,0.5232168771139452,0.0854326103118423,0.1504562327659587,0.36515067505973625,0.13493252144981316,0.27290074725994956,0.3684746845455238,0.2802410625910823
POMC,0.041931272759330215,0.09410296386967423,-0.0324770888518277,0.04543285370769199,,0.03432261064535311,0.06621474051451402,-0.0050560741714831,-0.045813362394954635,-0.01438895328608042,0.04731936178609331,0.1543144180322609,-0.010974031273634468,-0.08402933762708883,0.004261921124134361,-0.07662758562462833,0.06322097678936156,0.07325085605609127,0.04507836016574817,-0.02937026039585212,,0.09129036250626402,0.036342071430109556
CCL18,,-0.0026688247000825286,-0.02447438899270011,,,,,,,,,0.2748196889088428,,,0.049983432875105926,0.06598716588061343,-0.04191013632715001,0.04607193906567101,,-0.07969844580720746,,,
CCL17,,,,,,0.0630574067315874,,,,0.0070586641813778,-0.020907459963716957,,-0.010788986467472556,,,,0.014397573901236702,-0.03515483517457331,-0.009582493543475946,,,,
VEGFD,,-0.05573950997858469,0.029906871929725885,0.03724262006517294,,0.0023584704013410495,0.005750658254718724,,-0.040220767148222224,0.027394628025328265,0.0167788377782899,-0.06358253527236163,0.07308110420205254,,-0.054979483922719986,,,-0.027411210932779755,-0.03254848512180075,,,,
TNFSF13,,,-0.039973546942418066,,,0.008107972405675859,,-0.06992354558465566,,,,,,,,,0.028120628509865745,0.03381367248401072,-0.09820237427469398,-0.005507051709842421,,0.10807986086593958,
WNT5A,-0.1265633522908596,-0.09488154451665581,-0.0677179498356669,0.033576490569742136,0.10356524137296458,-0.04149429243037469,-0.044442574914034944,0.2360990941069109,-0.1348936368594602,0.026868901565791498,-0.007367459369896353,-0.01799687344555087,0.0027495848681420836,-0.04571921308216223,0.02851631066401241,-0.12973131436277327,0.07831472566694199,0.03883778901858252,-0.06824303911352603,0.05934740493627836,0.06865749281666245,-0.15503753541765383,0.10656247255106797
CXCL8,,-0.12294955500081921,-0.07488240171370492,-0.027975374276851792,-0.030719912907334865,-0.015317848700923545,-0.1728962033190939,-0.03219725703000146,-0.14423661914341168,-0.03472003439565097,0.00845485990385392,0.18223320072109025,-0.059946594385689576,,-0.024724381112302213,-0.10803905856905359,-0.09842336447698269,-0.1804578315954241,-0.0289813499243134,-0.09385080487072396,-0.0365123899807581,-0.2591214947403474,-0.13831890890182574
GRN,0.3894598159560589,-0.0729901195809438,-0.039152363492014966,0.0706616030245604,0.014621894664815449,0.048606384563424594,-0.0448072618927644,0.25229269306776764,-0.043881966438039974,0.02059340322725859,0.08587155187207872,0.38688632716721566,-0.027140395152555754,-0.05484546157337862,0.07810505513570312,-0.13075628869378783,-0.06045161000556783,0.025003949192549075,-0.2616198356959213,-0.004180122588752214,-0.03563456658668377,0.09926563766578306,0.11257643152693254
MIA,-0.0610266213362765,-0.10129979321034302,0.0011683181215670323,-0.026867597991877597,-0.045416658475559125,-0.019391565581310014,-0.10056241845720677,0.013472765103996094,-0.10750684322359319,-0.013885378023048404,-0.02558352768442886,,0.017843212674176084,-0.07306308622224275,-0.0496059214763814,-0.09959968933033235,0.04585414892141041,0.1319802004868793,-0.15868899127195396,-0.03260723486446454,,-0.11912714637501085,
COL4A4,0.007501877002538445,-0.055923169572465174,-0.023498325083113007,-0.024149375366293697,0.06736437951712951,0.05656871169177487,-0.0302379312140723,-0.05114500406409902,-0.012896783676827974,-0.04754861457973238,-0.019557625730035444,,0.008468510095534773,,,0.01677843808773533,0.04999289200774501,0.05002748068988884,0.057710339379508174,0.0068207353790755605,,-0.04931150714337802,
TAC1,-0.08131872848208382,0.23426489676709145,-0.007418540173005387,-0.0624459598369422,-0.02319101710128625,0.007316955801669878,0.1876651730160779,-0.13870361727423342,-0.05922855006100418,-0.027449187427717573,-0.09745964639654864,-0.4254056222273176,-0.12482251307712627,,,,,,,0.1047036418799479,0.008097141448723226,0.09102738433673685,-0.12098213427387414
RARRES2,-0.46557228932848954,0.13975552243502193,0.08235042133436497,0.018808489869205847,-0.00901845104068461,0.030420125482516477,-0.16907553188819022,0.1712057795291384,-0.17123338475310543,0.056422064474774575,0.04072993391723858,0.1724973610448378,0.11303025791976158,0.026964897460918614,0.02499752565320025,-0.13136957491802723,-0.06740580962267173,-0.06381277922393097,-0.019157825070293847,0.008812528772360812,0.06417362353947066,-0.15981715654031403,0.11178701757185153
FGF7,0.006912329697492645,-0.11026364602528534,,0.04414341498381364,0.023043836436356987,0.006183471869962316,0.08601803589479104,0.013179208016322348,-0.08963136204967005,-0.019798606906279038,0.019643704935639102,-0.05280778210865185,-0.06892610221526549,-0.06904787014063815,0.052502712142058004,-0.1647527004902063,0.11698523331241555,0.030594779778501974,0.01511270842764504,-0.013821281616989313,0.05047954200560364,0.015050254042611518,0.04118840110982368
EFNA2,,,,,,,,,,,,,,,,,,-0.04914172582349626,,,,,
HBEGF,0.03480770789485568,-0.08183243199452928,-0.07191815081718982,0.07277014333995283,0.01992460153734228,-0.05923141697011648,-0.1106982413575643,0.22398598293768304,-0.12238189661868613,0.06661959075048515,-0.00817972723151101,0.3077320101685986,0.07379763442510433,-0.1555374267530369,0.07483363154801478,-0.21925394834832698,-0.049860458271570186,-0.007109558263308794,0.05792812814987406,-0.060918316331841034,0.026876561175937518,-0.1058335402279339,0.093057457727553
CSF3,,-0.06673226041588252,,,-0.0006175173234929832,-0.03573878925710241,-0.0548831725243778,,-0.05776428143027394,,,,,,,,-0.08398061174915411,-0.09367757107545022,,-0.02615701814545585,-0.029072958620735636,-0.09832097898091045,
PI3,,-0.05514446516246748,0.016743517428138913,,-0.025884744898737756,-0.04628309343065602,-0.09307407976233764,,-0.06390035862581925,,,,,,0.11878450557048766,,-0.08673977453050338,-0.18533399133060946,-0.10849943669710373,-0.09837460728144937,,-0.11408381141837759,
PCSK1N,-0.3404754368526188,0.27282509711798464,0.043694843161740056,-0.01248851008024079,-0.0019133824356836002,0.016459010519111767,0.045845049865940624,-0.06285092770271943,-0.07113913404157322,0.09609177029486454,-0.06292534386166153,-0.630751650073645,-0.08819032302259111,0.05772181383793847,0.05707293071630529,-0.033610912482522105,0.06315951726280578,0.05392543189367109,-0.008026611304417836,0.006686790444050046,-0.08102379676686257,0.22469492425283635,-0.1849980713767445
NTS,,,,,,,-0.06212453049015861,-0.07366956976533313,0.055936583908981166,0.0809594399873677,0.1487101445224935,0.0871515087268212,,,,,0.06337365537912096,0.05431416262555778,,0.09719692765394675,,,
SFRP1,0.1398736531085696,-0.01236411782007798,0.03662620405693344,0.05013623993208989,,0.01900124698502676,0.13122123971536653,0.11899332052242133,0.03356616947381029,0.02270466186322254,-0.017438796381455866,0.24593092126315055,-0.022381920078336753,-0.022665981072662274,0.04640668192624165,-0.012826037874850128,0.020515759848180257,0.034862530764142086,0.13870073944916675,0.05649454874444457,0.03564674906319348,0.10142970399444193,0.01059457568964621
CXCL13,,,,-0.0724001484365157,0.062020450640671264,,-0.027372065631140932,,,,,,,,,,0.015964492530939595,0.019366386184513352,,0.12661868459006317,,-0.01117312940853587,
MICA,-0.02786286997265289,-0.11768250518629929,-3.523108904194704e-05,0.050284623589977595,0.03428269028337029,0.01179900730692375,-0.04554810408137809,0.02469365025165525,-0.22624025904021453,0.08568530076498033,0.01593024638210604,0.10946642814153888,0.04208047549914965,-0.04970399027548948,0.011276065273005322,-0.11480987228644604,0.0043062671392591016,0.05189023561992131,-0.09069867817397405,0.023910127144526457,-0.0351811306497758,-0.08498401008687062,0.053619749227642746
TG,-0.013129784321009596,-0.03105790162463122,0.11648567561887499,-0.010223155608009314,,-0.02823353346212663,0.012480909784005628,0.009103938847068931,-0.06469616313339124,-0.02451740069172902,-0.04373925033047191,,0.011101898915097299,-0.005368891732002157,-0.027827409023899966,-0.005568331398053473,0.04575104578306327,-0.0422909852182384,,-0.06118856891592941,,-0.023708819933812957,
ADA,-0.0805249250176033,0.0462820290237065,-0.009369931758752581,0.007097422075117785,0.0603066906084889,-0.037181527211980085,0.058447696061767127,0.047415512840111945,-0.112253219376424,0.004597960514635474,0.025083518372572534,0.3151832125487796,0.09337089798614286,-0.02446819967263311,0.011067048842835018,-0.21090313801348537,0.01717625609043281,0.06704830435673433,-0.03889601506440645,-0.04264575939043975,0.07106360265877647,0.02665369608371184,0.04987654725698434
LAMC3,-0.21631485474564843,0.0020574425253835284,-0.0038494211469560823,-0.03518113274589126,0.05616786601673574,0.006300614155297071,0.026904311049601243,0.06786612670161286,-0.23204337706666905,0.029274075344171972,-0.029358276531514963,0.11993103719878118,-0.015801668024774368,-0.11768400598653134,-0.03589279183920475,-0.17147022970925385,-0.02422441068806065,0.015594817647081363,-0.2922523553991472,-0.061648717214664535,-0.019854831991638983,-0.04508185365426448,-0.02771136799256197
CCL7,,,-0.03369396160122896,,,-0.020412799583573726,-0.008172508411286675,,,,,,,,,,0.01909460364765058,,,,,-0.07502990322572568,
NGF,,-0.02298832396154015,0.03774087707977075,,,-0.04677093751977059,0.022652899179520875,-0.010691789438285767,,,,-0.1063224409492516,,,,-0.12279718046509473,-0.05495330788411547,0.015935432564457078,,0.013393334712133614,,-0.09284574532057649,
TNFSF15,,0.017994117676054956,,,,0.0024305747893476697,0.06899189184916915,0.05878981617490461,,,,,,-0.011375676794929025,,-0.0911968486380169,-0.030563091360059087,,,-0.015327441683104397,,-0.09392506947635215,
HMGB1,0.059663246271319276,0.10325542521951624,0.0017118513833786356,0.06103075038467083,0.021987910180363918,0.015867355170619706,0.018112821120335604,0.09311432011014457,0.011809000994130936,-0.11610047419717907,0.15795091287321372,0.2803407036591011,0.09382630855102699,0.01345618322507658,0.01532185027785423,0.16226626338050876,-0.09830079020852268,-0.016992043871014505,0.1427937959986791,-0.05473185822198638,-0.024367141881046796,-0.0079842221843204,0.18542247230583575
ITGB3BP,-0.038499504154660864,-0.1505401592715326,0.01851404057221461,0.0032160957809643054,0.07876525522529464,-0.0370333137805173,-0.030667236195181823,0.1268351340253446,-0.11877365747595427,-0.0007364028610787885,-0.003143225093782681,0.07381683617846599,0.05900476432252363,-0.14676429152756781,-0.10552556939051763,-0.15169049357703704,0.022450661431439554,-0.003062649803536755,-0.07961811397656679,-0.04501251495077899,0.053374055376527375,-0.004606446200901395,0.06922120371291757
AANAT,,-0.024218198996909693,0.06369580177324556,,,-0.020682569613199232,0.028893873515781578,,-0.012471722587652964,0.059559354636510665,-0.05041893447406215,0.005483219744343884,0.008072868738732392,,-0.028336541751684787,-0.003359248212432617,-0.03455749624799187,8.790431600991915e-05,-0.017678288496751442,,,-0.039914063726201474,
RELN,0.000548176813562706,0.10859338345376526,0.020441511408188364,-0.0376260803832257,0.02189538693800013,0.032336004096352504,0.0783580835951948,-0.1691986405479127,0.0005876330790139068,-0.040478816924062445,0.019219000637341613,0.011265959103354395,-0.06111079706458016,,,,,,0.07988108650162111,-0.011329897727627214,-0.022808387003306674,0.06504553046069561,0.08897783981322746
IL15,-0.1226436851099805,0.028656872578266487,0.05161336214265306,0.07256986560039205,,0.01600758997901293,-0.013257544563998504,-0.015384910327794057,-0.07280342613643853,0.04645309489122055,0.05376762990627029,0.04720149579103001,-0.004981998199480291,0.02447733647604345,-0.0614196241282058,-0.11016934826823103,0.008062603470458313,0.03604899308422858,-0.0799117506570987,0.0470376291322876,-0.022665167721226887,-0.029861055500185415,
UTS2,,,,,,,,,-0.12423948804025171,,,,,0.05069691685672034,0.042381842557858644,,-0.04750919879821502,,,,,,
BSG,-0.4493418035904755,-0.17928584752932858,0.0759207731290239,-0.03337333179395071,-0.0369155490924686,0.027667454990517353,-0.0887440185671811,0.07538973585027167,-0.2606053175116416,0.013953115001998605,-0.0061134383330855,-0.3425441368840556,0.10735159281260535,-0.1293999709033297,0.12606758599660947,-0.28236781019351914,-0.0597790724109065,0.05899012915589391,-0.3139340688541937,-0.12735364368068414,-0.03414191712454235,-0.1357975165339214,0.00046016120036836583
ADAMTS3,-0.19352105581047488,-0.009148980882576664,-0.03753433681292121,0.01755783342667616,,-0.021613440545766093,-0.026376959076068827,0.014348477409232336,-0.25765858301189465,-0.007247922059496977,-0.01693319795371858,-0.07236730956284727,-0.015785885995592705,-0.1485366355183548,0.0663407588899745,-0.0016478561216729027,0.1188738990594666,-0.00202276815460878,-0.12814974604415674,0.019486397255079082,-0.022960173956525196,0.013681150963185628,
CD34,-0.17548632538557193,0.10624330111517527,0.01655771055804998,0.030164896504990744,0.03869311417523266,0.03005551390455588,0.012545328742018214,0.020499623211693407,-0.17172285528972403,0.07146904173696826,-0.0348179222089879,0.01758330972488969,0.01480761414449546,-0.08450019759234141,-0.00793334935666749,-0.1980975194892878,0.05898202215478655,0.03508754391753405,-0.267261502522496,0.026910391402388698,-0.08485012113050679,-0.07528291235789462,0.05475562716827556
CCL23,,,,,,,,,-0.06546946083940798,,,,,-0.06216938839631772,,,,,,,,,
PLAT,-0.27294713428216966,-0.007338665622410292,0.010999972215940722,0.04825546920442757,-0.012672561856258476,-0.054746486144760576,0.007878852356754154,0.26386193533363955,-0.14515308438293914,0.04802760701843167,-0.04967403936423272,0.03533768320587339,0.12810763156547464,-0.07445187185528283,0.04731694227725362,-0.13072233060449012,0.046630460957804085,0.1721786527255738,-0.25554764057976675,-0.22648983241022858,0.045350973000442565,-0.05300097596447243,0.08869100636587718
NTF3,,,,,,,,,,,-0.01217264160120457,,,,,,0.07031520013488837,0.1285767053166556,,0.032070043888361474,,,
LTA,,,,0.008649575979459838,,-0.01530921665235136,,,,0.035317903469253606,,,0.02480244930867376,,,,,,,,,,
CKLF,0.12721294666992083,-0.028770473056003987,0.03440646469633553,0.0690363619752583,0.04092330512834176,-0.05745312676662516,-0.03312428780988944,0.15747363137932704,-0.11415730840850773,0.09041793277727907,0.004196785414552398,0.30481706920578183,0.06208559848379021,-0.11755775728607633,-0.0203411335449617,-0.17785290427388242,0.07460313550528587,0.09297105474550564,-0.036598160952067915,0.01526952274281373,0.08905988551991577,-0.07350955930627281,0.02786296211876818
CD24,0.11937194940831222,-0.0008487170771687092,0.02015930858185457,0.02500488729725904,0.006524695861579717,0.037090192312613006,0.08640393465275029,0.13651048174280458,-0.025515764250316327,0.07389163819719809,-0.026599114907361384,0.062406828776395244,-0.004392265213162139,-0.03994848867152662,0.001999887930107516,-0.30570310304303944,0.11885613979205994,0.04726707022629224,-0.06481946081925104,0.14675728001478552,0.03437534021816884,0.08963134751034775,-0.09329352011491533
HSP90AA1,0.3008087582684692,0.07331111951366125,-0.036370122452198214,0.10276265149702359,-0.06933740711034884,-0.010483545400399993,0.1900425765935638,-0.14010935989685439,0.17526415479434843,0.23102182466229898,0.02718142684521437,-0.5785929793735408,-0.18224005812781754,0.13945628679873207,0.028002297428586925,0.31868134416288174,-0.10883146312348747,-0.18921200385800388,0.1249479522284166,0.03694285372047987,-0.018996114066323174,0.1173599923831042,-0.05235830942343384
