,UKF266,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916bulk
PODXL,0.05512081332823914,-0.0016050135736252378,0.07811241972950765,-0.04014657524731363,-0.11481035601244197
JAM3,0.04584096174070437,-0.05003577529381233,-0.023761309558943598,-0.04136968456501614,-0.059234549022703996
TGFB2,-0.0007109300373475556,0.030673773256196947,0.04499514175430408,0.059352146347576795,0.022096723666884116
COL18A1,0.05961336858490152,0.023904462073318155,0.054907432339756354,-0.1879991983266473,-0.06532860197684202
NODAL,0.08526649505160419,0.019689867191554813,-0.005364013909135313,-0.021790028841491147,-0.033333354569714396
INHBB,0.008033402646182223,-0.0130232419645746,-0.004865604260810442,-0.059999424271841344,-0.04058740694716584
LCN1,,0.11383724023357453,,,-0.022494408602732878
ARF4,0.02854563268547696,0.018645396511865697,0.0459579836593621,-0.06117917924028035,-0.09099699747456093
CXCL14,-0.021048105367627346,-0.018945867052716458,0.10593781789506554,0.13486578558289852,0.04577550579434255
LIF,0.0038394300664336754,-0.04685091403554135,0.016605715237085372,-0.11404709739785056,-0.06844608681022596
IL17B,,-0.019991928235864216,,0.02946194892723951,0.03679728082431833
MMP1,,-0.031585690199541126,,-0.019630338300391507,-0.04815642140359612
MATN1,0.13324337569883127,0.01880640445769852,-0.04557760989925319,-0.0012414998683251016,0.062397319210354234
ADAM28,-0.01684627144834703,0.03017305195697202,0.03740958569840341,-0.04134738739507348,0.052866611333456714
TCN2,0.05933648750406815,0.03549823380958339,0.028484712215166377,0.06141947902490257,0.011351696930094742
THPO,-0.024035559339475092,,,0.04054673082094828,-0.004398876137523837
CUBN,-0.0165617606882294,0.014526391991600102,0.05482241695331642,-0.06602568765776565,-0.04790794393764389
TIMP3,0.0009255617336423067,0.03445306928836762,0.06266681855551931,0.008111005098920753,-0.021037774827425176
PIGF,0.05345794580748201,0.03923609206549111,0.04617046230167057,0.035191055845359843,0.10132058353419458
CRH,-0.014243561203768693,0.03161020155531599,0.03294752709180257,-0.01664490732636336,-0.019952969985352738
BDNF,-0.010203476920057922,0.02934030299779059,0.16026283112117382,-0.09411824710628959,-0.06222188814597559
CCL5,-0.0034420818298446297,0.03408491257354652,0.052838851077069905,0.010395386921570758,-0.05181832000316162
GAD1,-0.013620498741589961,-0.03731800200769925,0.15158498629467335,-0.07449935525158839,0.07695655098847254
COL14A1,0.011523182052728164,-0.05971621876439982,0.10917646725324943,-0.13268703816728794,-0.01560426336792626
HLA-A,0.01749359654518665,-0.07658053291821312,0.09148517253381788,-0.11366392025347606,-0.19156947068238284
FGF18,-0.01976200446847952,-0.023635247889476168,,-0.03392262143475845,-0.0318183420079866
ADM,0.037785742784543594,-0.10594353460797523,0.04632500318337802,-0.084823420548855,-0.036121305436741094
GNAI2,0.018114192094528452,-0.0038546855019863818,-0.03625982891468013,-0.1244421509435003,-0.13598844862784767
HDC,,,,,-0.02317735730299583
COL11A1,0.03890300783784248,0.029648843589878484,0.045562143313318405,-0.1405572483035637,-0.042544225208834226
NUCB2,0.0093260714242989,0.012861489218957816,-0.03626781145767199,0.019548911307390286,-0.0595470681623379
FGF16,,,,,-0.022838272584485144
CXCL1,,-0.055569227855266835,-0.021341970529442023,-0.05599597517542826,0.004297997196422925
VCAN,0.07634025732389893,-0.019665621551992772,-0.04753400464004725,-0.14686739818677458,-0.1406631110173933
MMP7,0.02381391515857522,-0.020575382303251455,,-0.10484981109653628,-0.16803382439375159
PTPN6,-0.005365493154514379,0.028240784615372713,0.06405816099672286,-0.02448510857235374,-0.018186484891750326
PTGS2,0.07946747458904073,-0.06888542852780552,0.023610273574380766,-0.09741944720430057,-0.08648754815973585
XCL1,,,,,-0.04124830700603013
CD58,0.011973192596056064,0.052800564573488126,0.0483847229588665,0.034413078599044626,-0.06276399598455205
TNFSF14,,-0.018906955164980137,0.03757010700870937,-0.028345178283179447,0.0557840187523632
CNTN4,0.00854851430511305,-0.000318249586432058,-0.021987906885550555,-0.02692547644000805,0.003990188698262482
INSL3,,9.000180459198671e-06,,-0.028345175544578823,
MFNG,0.02699198787564537,0.022116240405986903,0.05223192077669448,-0.021275946482509602,-0.015402750341975748
ICAM1,0.0572489359471332,0.012800680517938869,0.019396873007191576,-0.0670024618268219,-0.0994363589402992
PROS1,-0.002059526279345505,-0.018311907782904976,0.1372420895745127,-0.08116270951741322,-0.12017529866256688
CLCF1,-0.016275491136092887,-0.03572422778594849,0.05238019983384075,-0.1037194379442886,-0.1356222525267965
PSAP,-0.04624297591362573,-0.006994714430594188,0.019450406722659682,-0.033482884929233514,-0.1519514334096296
EFEMP1,0.009632156229452724,-0.035577215431120586,0.03596342780824341,-0.12623911748871777,-0.18075977752662772
C1QTNF1,0.0502664607851092,-0.055794933663773125,0.11550957819157182,-0.0830932298090248,-0.09392218516064876
ALB,-0.016747499511836954,-0.031168974351587095,-0.03535504249673877,0.018977178471175832,0.08000623750284971
CCL13,,-0.014035218809496007,,-0.031795004390070186,
EFNA3,-0.019747609660204953,0.07247276946376134,0.002220949735127188,-0.09774741465438935,0.07870013974513472
DRAXIN,0.03506029275045557,-0.032135522317389156,0.09984168798896886,-0.08974190569641015,-0.0747710430231301
RAET1L,,,,-0.03443674538043584,
NPTX2,-0.032557976579985506,-0.053170409747549045,-0.007193056581551969,-0.04268412454993373,-0.05128878917757649
FGF11,0.07298980442961109,0.01902833224816104,0.03043176343912422,-0.10096044001415695,-0.0814501991409405
CD59,-0.010675423214584503,0.019867035832762437,0.08373994337807124,-0.028050838632005783,-0.06283868108675109
COL9A2,0.045332521163280945,0.033672741198087136,0.0517900436123733,0.12360191554647443,0.019967737787580327
DLL3,-0.0140121101294965,0.08389300556190496,-0.050327063215773966,0.12764378679672114,0.013698719578780105
FGF5,,,,,-0.03917667419457496
LIN7C,0.0026382434918873366,0.012511316878322118,0.04810472479661333,-0.04366957197336003,0.053151128327981405
GDF7,-0.008680057498288513,,-0.009458721225001219,-0.02304297322452502,-0.021281115206368863
PSPN,0.01479885146211225,0.027704511373648093,0.04311973062514483,0.029172329759385364,0.06725130261460167
ANGPT1,-0.0288269533364603,-0.02652682815733215,-0.011850869403995485,0.01269512186673769,0.006330646556592302
PNOC,0.036578395759593575,,,0.09681362330611071,0.020978294392257978
L1CAM,-0.005078300137909949,-0.016262424308573824,-0.04610834223943301,-0.12434035132626814,0.05620055293254408
APOA1,-0.027680416488376595,0.008972271085713754,0.11766211808922833,-0.06397240457509913,0.005341359353003278
PSEN1,0.018201363164832982,-0.00470169587900123,-0.058624809102019615,0.05829825502621785,-0.01051171408457067
CALM2,-0.006647607968794439,0.058209903185295134,-0.052000155918613435,0.0003745375997934762,0.18186995039083131
CLEC2B,-0.012094438813757543,-0.04107125107926012,-0.004175032448001815,-0.05309657764472219,-0.0766623098156325
NTNG1,0.05412926383411685,0.03375516608639432,0.049398727352379164,-0.08665548442887527,-0.1088893544330694
LRIG1,0.044891251901869364,0.0950515059983804,0.09741030989280837,0.2343500670269085,0.00621502288432064
CPAMD8,-0.021105287003318214,,-0.008129968494677514,,0.055010223720677966
GHRL,-0.01780392654152892,,0.06183986431404728,0.004782341174565682,-0.022145567805347953
NPY,-0.03313358515409459,-0.08234462839867143,-0.027139806833867432,0.06647837646250616,0.043685379854353196
MMP2,0.09699710581380881,0.0973454488468363,0.05692894778781894,0.042810004526545584,0.009105199328971861
PPY,,-0.060064084320915714,,-0.05053672630248895,-0.0449719940669424
ALKAL2,0.06107491321809556,-0.004154921721096057,0.05215587976827438,-0.00816190842374931,-0.003707406883066585
CSF1,0.014164325874584743,-0.0028501705787004864,0.06728524124293957,-0.11836541814473116,-0.04213646290717661
SEMA4C,0.02766361436786414,0.08406183414570643,-0.029188235143463047,-0.045598458996854295,0.051275375315336554
ICAM2,0.05690529350443792,0.07866969404737817,0.06308626262198916,0.038654437046786665,0.026723391622866303
SYTL3,0.04052288403958678,0.027706124613951114,0.07737276873525513,0.0815579310781623,-0.05387291177228885
IL1A,-0.023922677471562005,-0.011280576666621892,0.039323906472454505,-0.015830819501643965,0.05310331790307865
HLA-G,-0.012920984176427211,0.04157778635081026,,-0.004087964850998194,
PGF,0.029483654953019838,0.07793182481459673,0.05848366623113037,-0.06133955596816549,-0.044744252691925085
LGALS8,0.009271749008797759,-0.023972942111605215,-0.05422055079963828,-0.013781593673213079,-0.044202212312214176
DKK3,-0.04421592516566218,0.08391897844656022,0.107994328414484,0.10656885960029691,0.09255073658979239
COL16A1,0.027292616327381135,0.0502531129732742,0.02965219092872536,-0.03500115409270178,0.049482884283131606
TPH1,0.09588299054025794,-0.02141576373826144,0.06978053358256371,-0.02825149507263434,-0.03112402879316031
TNC,0.021391816855938703,-0.05207582832440852,0.09689401923175711,-0.21284446997403272,-0.15942407363707128
TNFSF9,0.06479231072615069,0.139014698259105,-0.03405312745952779,-0.0020755182662438713,0.08032308978307448
C4A,,-0.01562563144406914,0.026530038024779556,-0.023285999310256385,
CNTN2,0.023376454462406,0.029995452039614807,-0.10390746148203883,0.1301133714632852,0.07234628942756081
F7,-0.01189118027217866,0.06976433246292643,,-0.02304297545272423,0.08407414266159895
LUM,-0.0007236662974906778,0.043818048756831464,0.08572203182867257,-0.17707718530364036,-0.07852622020264294
BTC,,0.19319869522012775,-0.07109167601484515,-0.005411833816517654,0.010465152441722893
APOC1,-0.019491683920878137,0.08176330968239723,0.027513294607808134,0.15648579652505867,-0.03231691322996233
PKM,-0.05659366081603201,-0.07764668306481544,0.11185149607949796,-0.12008041816786207,-0.16675642786153208
TNF,0.04833983352000573,0.016811649588998966,,,0.10327277603483485
GNAS,-0.034478325379683435,-0.027958170374254708,0.0833969366946721,-0.09442045912428848,0.05960797497005352
BMP8B,0.02445967179934742,0.026086170898429115,-0.02934943281377583,-0.12215262802950766,-0.011699333740086445
LIPH,,-0.014035223971308065,,-0.03659326420953704,-0.03853755455495344
CCL28,-0.025571627826412036,,-0.004834212570941362,,0.048457163743047045
PTPN11,-0.009337516137434033,-0.04319443974565064,-0.01706581956719658,0.014509923624963545,0.011997029194540855
ADAM12,-0.004492221560126321,0.0058052925037059225,0.10206612277723459,-0.05060973302927854,-0.13552804873637003
EPO,,-0.015242611674617143,,-0.02204595365034615,
EDN3,-0.017055462136117486,0.06686813042076621,0.09205657462125674,0.05726002328382889,0.06877605651893262
CCL22,,-0.017251353425177512,0.07038647915334476,0.09744041104257226,
CCL2,0.016073941265703138,-0.02615084657442098,0.04372950301890278,-0.09826389528489768,-0.19903025015888962
DSCAM,0.039039203390544154,0.017445727179398927,-0.04997658555996702,0.022678093210696488,-0.01955250966803824
ANG,-0.0013753119988394666,-0.016418203987460966,0.04052136130506158,-0.07579691368140586,0.008137339858873577
FBLN2,0.003166925533910129,0.035174972848650704,0.07142941294783638,-0.10594799202120414,0.008690835069011952
VTN,0.03961666931908108,-0.01742334824693864,,-0.002415820677322143,0.04326398911260082
VEGFA,0.03897376293457412,-0.12421949734142065,-0.02374013340747157,-0.18957323488513167,-0.0970600781691533
F10,-0.023809346727849668,,0.072180750014894,0.02250030781932498,0.0821223610273109
SERPINA1,0.028305931497103025,-0.05874977616415491,-0.07407662868912125,-0.1760427482907031,-0.0932286087932345
VWF,-0.027471370005258372,0.0653964275593527,0.10525422914489627,0.09134459793300125,0.015649134218706326
GDNF,0.11832609498338428,0.047147354157240716,,-0.030871025982958482,
VASP,0.015419222658933671,0.013273168676898725,0.06593569425486102,0.028921770611802733,-0.10580417086784094
ADAM15,0.023567049193137957,-0.011141359115313611,0.02287736413713242,-0.01876766972526206,-0.005378080913967772
WNT2,-0.006344806620139821,0.1174391136347902,,-0.02647109597981595,-0.025353545070544367
CALCB,-0.013877881124341093,-0.016547036446411593,,-0.0129670911076907,-0.03723225223566289
OLFM2,-0.01437276065145782,0.051599186393301244,0.0505561990211286,0.09369410561672516,0.08925410255387067
MFAP2,0.07488372012061925,0.07450233580321113,0.08929335057641395,-0.016324775595564826,-0.05566687296293381
HLA-C,0.004929932084286975,-0.025956458369956435,0.04509573891657,-0.07400914481807142,-0.08846756399153187
THBS1,0.05598265680903126,0.007046041842368667,0.10385678948605352,-0.12751400413058386,-0.1795314912640685
HSPA4,0.008046484461614161,0.04247390328588309,0.04183504368853528,0.07950793428156959,0.004500734448185175
LMAN1,0.03100905572871992,-0.054433040401208006,0.003254750827240007,-0.026401396164212783,-0.0894653551230729
LYPD3,-0.017207546696655713,0.057047337062819024,,-0.03511221593235157,0.03786334106279277
APOE,-0.03815470776666368,0.10067125226594616,0.07553566004402935,0.2104022853141695,0.03460170229411784
SOSTDC1,-0.041370219911314135,0.025987792875026287,,-0.019881160087791075,-0.015048745398303212
ANXA1,0.0016911105976769886,0.03810595322901217,0.11173859778405636,-0.055459225963889226,-0.02308512729075409
WNT2B,0.060803445933164176,0.020861514745564077,0.032038633864489054,-0.028499543132945036,-0.001344562729809816
AMH,-0.00984824748951501,-0.061525384539601574,0.05295369777677561,-0.022504749588428314,0.0494219884231732
GDF10,-0.028729719920140374,0.07371440509899015,-0.00152931688348253,-0.04771195992866874,0.01543353079291129
EFNB3,0.02034009628940576,0.010540988119236072,0.1319570799337436,-0.10620215417700757,0.09171914680533995
LTB,-0.014243556468830765,0.0686561894361023,0.04524083429044785,0.011654939449786683,-0.043636877385311836
ANGPT2,0.06382342578668786,0.010516343976887589,0.0799955266117364,-0.024673889533586898,-0.07295456172151782
NRTN,,,-0.009249400417069557,-0.0008655352669750576,
ADAM17,0.011072175724406826,-0.023036913551998266,0.05056685741390968,-0.10204308481501305,-0.05498252557881789
LRPAP1,0.005059580964018656,0.051389910160631866,0.03216615223902914,0.03402359312446536,0.03706940296733533
NID1,0.06315357439865271,-0.029966931320041548,0.13220442240041325,-0.0877527100575754,-0.11349505157425831
MST1,-0.006425709201817788,0.030024162622033744,0.019701556921627006,-0.02165969003021557,-0.005705774359259283
DCN,-0.05465639075164233,0.06662959782768794,0.10316965900267476,-0.06633216376028686,-0.005563469025579062
COL7A1,0.024241529107401606,-0.02521986739051696,0.046463462620790034,-0.08126064728933656,-0.054861167261489104
CALR,-0.003250841857850201,-0.008234280688446609,0.06336036793451451,-0.17365895396311554,-0.1707133375982619
PIGA,0.03610695109629085,-0.03763107446828493,-0.01499683965188753,0.022409017784331065,0.026324791253595135
CD200,-0.0173077905247628,0.08599331194161366,-0.02328772268645473,-0.044298658728765046,-0.014926907238809163
GRP,0.0013174291532673309,,-0.048969929121361125,0.09952916590987225,-0.03611453190659552
CDH1,0.103818926168551,-0.034041483223624776,0.07048362268142665,0.022037438903620154,-0.008369091341872708
LPL,0.02507033572809652,0.11303490249474656,0.12360870796556411,-0.21848721989600936,-0.06859786137934536
SEMA5A,0.021805742031803188,0.03950353826858601,0.05686933665957205,-0.04867802009330587,-0.030440442015033625
SEMA7A,-0.014521228807377823,0.05922032846943016,0.010302977939163047,-0.0613287967432298,-0.07017888315852162
SEMA4G,-0.02479804896826874,0.0602885102394165,-0.010199049504135551,-0.042642975251380666,-0.029874716926253413
SEMA3B,0.018157884681197452,0.008934583419551723,-0.11930824212564159,-0.09718574857592992,-0.005629263644145133
RPH3A,0.0012636450601937708,-0.017907902403878795,0.05301367510647028,0.06398102540632884,-0.018278674848436285
JAG2,0.007903627985064991,0.05102995650850135,0.12960950492117917,-0.07085193111629971,-0.013934638874651245
CGN,-0.022530779363967475,0.047517286714595555,0.008596747013795312,-0.006837243543931524,-0.011708242523197557
GDF15,0.004464313513681746,-0.008621589144782863,0.03823430769019892,-0.07226422960922856,-0.032788396523039
SEMA4F,-0.05397199624728743,0.06568343676119627,-0.024179663049076653,-0.026717287863381893,-0.025087290459660086
NXPH1,0.01186265748433205,-0.0025194113085769973,0.07066794971549058,-0.03575559097723334,-0.030112081075459315
ARF1,-0.048703033846903984,-0.036595110574182334,0.057749990668357495,-0.046821885309360274,-0.09422687106975859
EBI3,-0.023079707775817176,0.07935544632723936,-0.043576814309417566,0.022153774785408854,-0.03659670746221778
TIMP1,0.0045312793612396875,-0.09362307587432145,0.13242886941844417,-0.19225751706135263,-0.21679779616613254
SEMA3C,-0.01921631589078682,0.022565628995431332,0.04565367305989966,-0.08674229577488095,-0.058394147070593386
GAS6,-0.012988075455689913,0.06530998477134634,0.09613623929086525,-0.004790967765178687,0.049427249650380645
