,UKF248,UKF269,UKF275,UKF304,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,-0.01649411156719016,,,,,-0.01522497866884999
BMP1,0.004137397052500513,-0.10091771844313091,-0.04096504335707772,-0.053308049370506067,0.011547862192850464,-0.02760821739782853,0.04802891582352485
NDP,0.0016550071014682446,-0.005612007798979488,0.027400137304486948,-0.056378989550529314,0.04733002554145093,-0.006285332552529382,-0.013161895664049239
TNFSF18,0.03644357816590988,-0.02449326051047907,-0.013007999160575295,,,,-0.008386927938900795
RTN4,0.01926973908221141,0.11708022485188062,0.006603438367355574,0.12295726952805221,-0.03365997915065162,0.038568313161984946,0.008053243301600344
HEBP1,0.03586819601533222,-0.04464838253636745,0.004486641829111351,-0.044441180977951425,0.030047646002764553,0.0013859045142434032,-0.01148651759322796
WNT7B,0.0030142817232714594,0.008373084926104692,0.009011580616150565,,0.046978023542379385,0.16316431088592448,-0.007548024074311149
PTMA,-0.0036505373046389782,0.020759533369157115,0.016467419295797845,-0.11360792509834106,-0.03143236065230628,-0.005676631486285588,0.0407945048757955
FASLG,,,,,,,0.08196469308213948
CEACAM1,-0.015573935997232207,-0.03223173579998208,-0.020458483731426166,,0.011156556597761587,-0.014826660991910582,-0.018372287662249978
PDAP1,-0.016172483694558825,-0.06987935545048259,0.0006969956586767932,0.014693729839326495,0.011634778225301784,-0.0029665287429859635,-0.0167404416320315
QDPR,0.0070095685194824,0.11278204067864041,0.037903030033908346,-0.08890092969286206,0.03269588526059707,0.01614471460562732,0.025186505688914458
POMC,0.032311622418012276,-0.04154849436537147,-0.015093453577588473,-0.05677141938995618,0.06378627750132017,0.07050667893952704,0.019372014869355022
CCL18,-0.019434800636353916,,,-0.0005298275864880201,-0.026837865171667568,0.03901695617854411,
CCL17,,,-0.016223507532883145,,-0.022230507854607503,,-0.01196850380935834
VEGFD,0.1574611483406918,-0.027632061317624985,-0.017284775073140638,0.07363478362561394,-0.015399751345296819,,
TNFSF13,-0.01466612887646817,,,,0.042731940115127674,-0.01664934657350659,0.06476092571266821
WNT5A,0.07965523665057912,-0.06921269693630504,0.0037028125892463073,0.06972471451448735,0.02342437810218963,-0.007640160589088959,0.05412476072519437
CXCL8,-0.015239481788760815,0.03992468217228489,-0.05160672831528453,-0.04002252111964437,-0.11295018934138565,0.030900063989224694,0.05635689369837541
GRN,0.066128051211247,-0.05549628720828318,-0.0605115191264021,-0.058458280044408256,-0.026007745837652616,-0.004845131302619427,0.009379677922279795
MIA,0.07334459725526618,-0.04711695198844307,0.00442443486360648,,0.050400179927138716,0.03622687653257466,0.01787135470152904
COL4A4,0.07887618521112298,-0.016253722671278146,-0.0169378437981001,,-0.024657409792196005,-0.029880846467045006,-0.022023393441352665
TAC1,0.007825181138571122,0.10725931513235866,0.05340021005991491,0.07258244954964464,,-0.025580214067182718,0.011243753360881301
RARRES2,0.013126711814717598,-0.10948579622055296,0.055583184919520655,-0.03546019060359337,-0.05376062906848128,-0.01082437899115431,0.006989257022081033
FGF7,,-0.0463206348487708,0.015880914764956188,-8.008486367191766e-05,0.011517146015175252,-0.042400151870747325,-0.02077547434952163
EFNA2,,,,,0.04093043608734636,,
HBEGF,0.01857048742122079,-0.007055482275761053,-0.062383509374406905,-0.07893984835502559,0.03106180251527798,-0.013287751945691746,0.0013219756459795801
CSF3,,-0.017196125740899112,,,-0.06316311467894022,0.05012941142374626,-0.012600988151618142
PI3,0.045665134556164916,-0.019363064548545438,,,-0.07836368333849747,-0.013678167502844023,-0.027377760985550108
PCSK1N,0.030756283846710634,0.08335860602287452,-0.012043221521606962,0.11159525394673689,0.06439645252098146,0.05091140508974185,-0.03681855544725333
NTS,,-0.02113610708099959,-0.019349517641122787,-0.01581325704649928,-0.017831716217815763,0.012326361443831181,-0.018660345166460587
SFRP1,-0.02112182780702938,6.678667278965594e-05,-0.0037299282578060686,-0.08017054470871018,-0.005378984845349437,0.019677681252377704,-0.01822672601969194
CXCL13,,,,,-0.037605168926924296,-0.03467303078819964,
MICA,0.04210185139465582,-0.022612955630411054,0.023004652721665766,0.04946244926615281,0.0024093334981213034,0.016104567442048662,-0.00022559300040674287
TG,0.018098013681720836,-0.02075418526671098,-0.016344569885180512,,0.08874913730985565,-0.0174940507081097,-0.00764774386412308
ADA,0.07821928434306598,-0.06237296191197464,-0.0017424564211853822,-0.0679278562350443,-0.009142155794880143,0.018575544755585018,0.10586658901544083
LAMC3,0.03918700208648399,-0.0508244094651466,0.01093890019968505,-0.05585801397441106,0.0990174801454317,-0.04083199441794363,0.025394482568258703
CCL7,-0.012362175013246424,,,,,,-0.013204614110012237
NGF,-0.021225240603429087,,,0.18836928320679353,-0.01443969477057573,-0.0036714018476656845,0.06741050795003271
TNFSF15,,,,,,-0.013199638299676601,0.06562040080764471
HMGB1,0.02007463242094491,-0.047049893412942995,0.03345938011736571,0.02491398475839736,-0.06266796207854146,-0.013033855897678328,-0.027794673743022528
ITGB3BP,0.025757142093958768,-0.11480269141606725,0.03047460338342507,-0.05930220173011322,0.0028875106040635898,0.04691131713364739,0.004609199718590962
AANAT,-0.01793563517060382,-0.01551137077847983,-0.014698767215706557,-0.014866797008071139,-0.019696674677977796,,-0.013971032389563574
RELN,-0.0034731924545905574,0.06304361976284444,-0.0043000986552746935,0.007117239643993422,,-0.015943732590478505,
IL15,-0.03908885037501889,-0.04045997580883362,0.009590426240258652,-0.030465387802504563,0.05034631165249592,0.050580109990804784,-0.04689271641514471
UTS2,,-0.03610656605491581,,,,,
BSG,-0.006930220631511627,0.02233832559096259,-0.0067098153080563695,0.0814721568851972,-0.009105072071784225,0.019512857900126974,-0.005740945731813053
ADAMTS3,0.023571248660631577,-0.10503812664143455,-0.010786606951651158,-0.023872582681345254,0.07351379522772357,0.09161063641422638,0.039384490212148224
CD34,0.07822291603349428,-0.033739172453217385,-0.0020357846089818278,-0.05539922512522387,0.08789472552869418,-0.05300350058218504,0.024510159651672594
CCL23,,-0.01764947767786334,,,,,
PLAT,0.06783157262154198,-0.05288490474712832,-0.04431336388373741,-0.0456831239498721,0.07790715383594124,-0.021292742062195277,-0.006215014101148669
NTF3,,,,,0.04481554882431668,-0.029178372412544118,
LTA,,,-0.01415644467983862,,,,-0.018802904111239648
CKLF,-0.017327282755444838,-0.13465058292883314,0.0499200211694854,-0.09667956905578959,0.0010993785173406905,-0.018472958685260398,0.008202473460234583
CD24,0.022194155083348276,-0.04945613384945645,-0.016701573951930965,0.05954039777192196,0.030964317491215178,0.03649483227198872,-0.020101589228241006
HSP90AA1,0.06432910659453556,0.12433037564115088,0.01956486452452805,0.09513779848047027,-0.1045663330852585,0.05978188863263959,-0.03212718504719918
