,MGH258,UKF248,UKF259,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1
LAMC3,-0.0011835879853659614,0.04268684205168993,0.009295235031627073,0.07730652020724216,-0.04908556994042949,0.06472781264093869,-0.1490713520030675,-0.05176521126345971,0.009640837935224272,0.1312619198876998
CCL7,,-0.015483394618462626,0.07070935099457841,,,,,,-0.022151907792930546,-0.021145564123186272
NGF,,-0.02658421966867177,0.023856493153333505,,0.02862086494173054,,,-0.06529236846613087,0.008138534351651662,-0.03649974549984565
TNFSF15,,,-0.011710203053704156,,0.03706362677996795,-0.03548110317014678,,0.0013314077708036253,-0.02159562265339724,0.014248543009778215
HMGB1,0.0638501991218974,0.042426655734017375,0.01257693705038775,0.0555116954102189,0.0147619643742616,-0.060387583673335965,-0.025397109193651693,-0.04083775700892315,-0.016096302506095866,-0.07009940394536311
ITGB3BP,0.052885568104066895,0.03693756674142181,0.042847788116671344,0.1079634477156376,0.11863686442376695,0.07623030644422421,-0.0015435531950943478,-0.03195762099884076,0.08080997087678816,-0.013996909989754764
AANAT,,0.11409977046404225,-0.010655088272443517,-0.01445212445694157,,,0.06810462342157428,,-0.019433473625850562,-0.022372888658414202
RELN,0.10348912451025871,0.038876591501577136,-0.018494847086775085,-0.04240706765590382,,,,0.1486044248945932,,
IL15,0.03279154886435553,0.009369943090832392,-0.03698349436601377,-0.03769702976382688,-0.014363946898139131,-0.03509674809485789,0.024176378624128574,0.01588279874194067,0.012176055809704905,0.06082655710967865
UTS2,,,,0.0752603614752535,,0.10374109658608233,0.026883931097338692,,0.00911750843430517,
BSG,-0.014851474472675742,0.021309730953011554,0.02761701022540322,0.03164123698299272,-0.19403959227599135,0.14583039318444557,0.0496612264594474,-0.06429340897032716,0.06533398023407003,0.04782139240410177
ADAMTS3,0.021374951894061318,0.04808191140453663,0.003649083291914793,0.08783825441147862,0.03830597834584658,0.11894729307851176,-0.08313210678727526,,-0.03534329043921536,0.05570389334478258
CD34,0.05682890960763901,0.08986657502583839,-0.050311995955261375,0.11508933914494929,-0.06232541715569833,0.05058396357417967,-0.10632502828589245,-0.04794425265063559,0.052304796311007866,0.06407710921975185
CCL23,,,,0.07897373588643791,,0.12197991672720489,,,,
PLAT,0.0012113299312478966,0.024504235852791153,-0.0046342991066865786,0.07351587279353684,-0.0357283634678489,0.03098469251807474,-0.02942864783558545,0.12860927697990882,0.08639107316832587,0.0698239430394955
NTF3,,,,,0.13066331175234708,,,,0.028207518410578173,
LTA,,,-0.013478220642846251,,,,,,,-0.030110536458984212
CKLF,0.047300752203408666,0.07950510056038981,-0.030399726109339945,0.06442515939636533,0.10834442879271394,0.12203240263150394,0.055893997667615304,-0.029082170060715846,0.01879270569012588,0.009503648122944013
APELA,,,,,-0.07370106307738876,,,,,
CD24,0.021625764757237657,0.0918254766230572,0.0067089755031070454,-0.002654353526146009,0.17592846653357316,0.04124868344145818,0.005201201608749935,0.009696586805808977,-0.04599658134501375,0.03502434346850643
HSP90AA1,0.05014577534795959,-0.02550035469071461,-0.025511757463184764,-0.13213160864624723,0.19890778322712008,-0.14180473019887427,0.012744397690463751,-0.017660628721056892,-0.06403886041999413,-0.18023905511874283
BMP4,0.028979766190946,0.03865025070575987,0.06605207515675521,-0.008775973613453133,0.047675240879934876,0.03157626548646033,-0.048298527739045256,0.08821131200033858,0.02949401193037372,0.04765670082358967
SCGB3A1,,-0.01548339307014385,,,0.029283411260922324,0.17530243601799136,-0.05286632026813859,0.06049213397701107,-0.03371614013018781,0.046060695280534844
IGFBP4,0.03062603082232559,0.04169931257413549,0.007620599101070747,0.12602541110243548,-0.08842745588308888,0.04521686926665153,-0.10811808223842587,0.038699314407511995,0.007976877724520845,0.12980834706481714
RSPO4,,,0.035002911394778694,,,,,0.07649386979989324,,0.05753148525535141
LEFTY2,0.006582626379499892,0.034740859075922,-0.03011591183126732,0.1259910323944854,-0.07234499959133911,0.04072331804656943,0.013415116934794214,,-0.018804461210736725,0.0466522773371204
PF4,,-0.016061534862133766,-0.009175098977330693,,,,,,,-0.016631528128130155
ANGPTL2,0.00630438176424827,0.06475715880821595,0.024781401216168685,0.08276661434896836,0.0603167958052052,0.1130325595273749,0.10876238152388212,-0.010513939875853579,-0.042142751444380434,0.0827616823997613
LRIG2,0.07513063159164106,-0.003943298885286239,-0.01897071224985594,0.051306561107605814,0.08613186685338674,0.030943746543925697,0.013178755596692564,0.09472185954145072,-0.0034469245897829097,0.056099240998273875
ICOSLG,-0.03781306279385841,0.002571410213474537,-0.021639323543939586,-0.022877829716337898,0.01862313822996054,0.04703605488655992,0.10086186192269313,0.04118808997382434,0.0164544349571938,0.06121681808125411
WIF1,,0.01976191779516864,,-0.07608360965056132,,,,,,
NPPC,-0.0404162248592426,-0.02368064981191107,0.0256602758224945,0.00034029781125831843,,-0.0295809998654088,0.17104076904195853,0.00312747190440552,-0.033068803600570344,
LYZ,-0.002958667955329517,0.013037371623914943,-0.013938641717342081,0.03433140427366104,0.07851389500324986,0.02523245419002018,0.03539619122589575,-0.054336801902638475,0.003443275029335712,0.06566414725861769
EREG,,,,,0.11839549968666711,,,,0.015028300416336376,-0.03583284557358036
SPTAN1,-0.008423130011503995,0.042334800430423924,-0.06464369548466362,-0.024743932216416752,-0.0025966494953350598,0.016058353553525376,0.004318680790785932,0.008810478925544088,0.021169106532421045,0.035807984182151885
LIPC,0.05543307614438429,0.048636088940050434,0.0013442923169548575,0.02590837219613982,-0.011145116801279378,-0.03136762232422005,0.06614662416438248,0.030150131432191904,,0.08592559324510796
COL8A1,-0.03155155489182162,-0.01163235752334272,0.003751964650886407,0.018476638776945678,-0.071006251308569,0.012188286782651369,-0.13433657235335789,-0.021484424760180552,0.04960641797823396,0.053620742306444355
GSTM2,0.004567619452907512,0.07646618584128319,-0.026380056522590182,0.014700436981969368,-0.014857962481753481,-0.011567459707238218,0.028354979672594684,-0.01623674943728015,-0.01937080575954845,-0.017246757919906736
IL4,,,,,,,-0.04551637812176923,,,
SPX,-0.036892825876237274,-0.031802669916588526,0.052596223099532914,-0.0350602922734026,,-0.039215289765965625,,,0.017687729285995747,0.009322781819069531
MFGE8,-0.006113845895874544,-0.002992763121572479,-0.03865266205459538,0.057363824522816236,-0.10245135646315762,0.02940158204447951,-0.07261407039647488,-0.04849487609573918,-0.057531465114855435,0.09121755724596033
TGFA,0.03107048216404774,0.03960409041291493,0.01757043301878483,0.05709595683434255,0.007763856691968864,0.08684118165245742,0.042649085253461234,0.028090910079350672,-0.0007571433382511349,0.009544860417787657
SLIT2,0.02886992690877829,0.014320093673115932,-0.031227280472518475,-0.04802219570717649,-0.043435411550189706,0.15215772938112168,-0.09541246204921025,0.05569385796964129,0.030345281194839365,0.02672482153335882
PLTP,0.0015445780035865796,-0.018492519151319924,-0.022764157579330306,0.09870742189498069,-0.09705049635494797,0.02016876307909748,-0.015066431615207591,0.08006363804494578,-0.022975530655981555,0.07747096705767523
APOD,0.06491020233844144,0.00140184285582322,-0.01695617385940999,-0.02276712322183345,-0.03513248734965769,-0.13437365587183112,-0.025049864750473428,0.013417751138256015,0.06388419079730068,-0.013900112678917649
B2M,0.05873942484994772,0.047184873346813726,0.08475790477301831,0.09627987043148246,-0.03309296300841824,0.08491893489565437,0.03101385941627855,-0.04431007613969102,0.035964934899450254,0.07321606329008835
OMG,0.04642716490073065,0.044663451742395444,-0.012768091300416711,0.00016908954926216595,0.10073201120488458,-0.021732923024454495,-0.05978451882872469,0.013795837624831638,-0.022821263329009307,0.04546708173398121
CXCL3,-0.014894738645777715,-0.01329225670417239,-0.03507554644627467,0.020749644076436154,0.024769148269412043,0.01779397843149059,-0.014204782985035596,,-0.03618180057475928,-0.01690282480560079
CXCL10,0.0027288064223383915,0.03932401158985158,0.031905062388252046,0.06349401798642922,-0.00492310641987785,-0.03768697227120141,0.04431853669249923,-0.06784923078245,-0.022874686611131373,0.06908057156658759
RSPO3,,-0.02103222216502737,-0.01065508748515313,-0.02373115467317881,,,,,0.001024977448568864,-0.02145861277172688
CORT,-0.0184958190742988,-0.015646791383413246,-0.023894851837824145,-0.04107207998768999,,,,,-0.025259037104019676,
NCAN,0.01462847985443016,0.051835396744451256,-0.07977418022058765,0.022861627792276094,,-0.07321612090128325,-0.11306707550635062,0.04475769337157691,0.059090052828016486,-0.007670762341288069
PRG4,,-0.023285176393780197,0.043267005739353145,-0.020557627390398566,,,,,-0.006052170486118582,-0.013922088940351348
ZG16B,,-0.0052937153230731525,-0.012205233916709263,-0.022195262363145084,0.06980476493004935,,,,,0.084085224759989
TGM2,0.03624430860613204,-0.017617873322109047,-0.01116271814484767,0.09561654688334469,0.08807246687817331,0.0568815478401974,0.023338363205132176,0.024086141916944803,-0.021813680871094965,0.04312333638881643
VEGFC,0.13055459900697663,-0.029565163841455293,0.011982657832787494,0.029358042025300367,0.06290676440132104,-0.03522210666830609,0.030872712346389344,0.064053455492975,-0.028508232756799465,-0.023418426208413747
WNT6,,-0.024982114925537646,0.005340906880707422,-0.020215734633632867,-0.03907249831421295,,-0.05771786227995096,,0.03784611107840095,0.06012090901020757
NRG4,,-0.014260750027428203,0.009529290520830612,0.050533228392856254,,,,0.057781243118957576,,-0.021458615176725405
PMCH,,-0.01643628186209255,-0.017733692202326252,,,,,,0.016854959559770302,0.10478603363974566
COL9A1,0.041246432126529016,0.04693818277053551,-0.013367192291544852,0.06633094762074054,,0.06467297045449177,0.028702942143981537,0.01496341137564573,0.06178970381052364,0.06917739575117804
GDF11,0.07240961005978423,0.047250291652368534,-0.010186896853140542,0.07527616768065738,-0.014400943190157927,0.013115001416067456,0.04911587486021904,0.00829647061047516,0.031048047470113176,0.0801815814674547
RAET1E,,,,,,,,,,0.10243740449443499
IL24,,,,,0.15332056253475457,,,,-0.016787304598077174,
SORBS1,-0.012295366073836857,0.02834711904597832,-0.027105202560465416,-0.012721847190581542,0.1832009023300441,-0.05361179610905138,-0.019501597690321396,-0.02832579651739767,0.060717550597411664,0.016189269085774765
DLL1,0.058861625956047874,0.013840845101355814,-0.001591416413765658,0.004215278993426927,0.11054558181567117,0.05952222706984064,-0.013789302331087088,0.04253804297065595,0.02028737056201565,0.10815213917464005
TLN1,0.06557732680192233,0.04958148665931017,0.008667237410160025,0.08040202736008127,-0.11242191157242978,0.007692336660023111,-0.060237545217007846,-0.015108140293970914,-0.010608796710414467,0.07937088536724768
COL2A1,0.06115979524227649,0.08175184557482137,,0.0012109854335615447,,,,,-0.036699248540143815,-0.003980804260110593
SHH,,,-0.010927966808522618,0.03563739718230911,,0.00515694669087561,0.07335784386749468,,-0.022263145794421693,-0.04040656385124813
PON2,-0.012764724176687057,0.0654334071621911,-0.039202683555848314,0.11630109092610011,0.06781031904222524,0.03779469720412269,-0.08222967523208247,0.008957573717773162,0.02457247612851185,0.0010729281950384141
ICAM5,,0.04213814146470054,-0.017032011896420098,-0.037078916397117155,0.05947650443868965,,,,0.06659606746868942,0.01093701819105253
HPX,0.050825159335262375,-0.0019862959406775037,0.015896617150780674,0.014629165276397984,0.03706857132800165,0.04121232568690511,0.057385791322005934,-0.05046679364666509,-0.0023691511699965003,0.0007506063668535586
SFRP2,,-0.020585212349070275,-0.012445769932670742,-0.015143777885192684,-0.012221701727112715,-0.023007519707627936,-0.02074031831235489,,0.06683803259972493,0.01791945888126172
CD70,,-0.018256873112508062,0.005897508795302496,,-0.06745377886795573,,,-0.042102285774800775,0.014717841201821681,-0.007020539393984028
HP,0.03561037405000913,-0.05784888686584964,0.016857328007475046,0.015191945912906636,,0.03301393379086461,0.06404109935591418,-0.034293573960478115,0.039891360382289805,-0.019173701034834498
CXCL2,0.035809020310121634,-0.0026268873534927633,-0.062049654452414796,0.005545623174783465,0.051544698241087206,-0.028416788144810676,0.18581452286043745,-0.03821789636877863,-0.012372657765896473,-0.00459318632286177
NPPB,,-0.01997507561466722,0.021368384420818818,,,,,,0.006432467367063275,-0.021767375246085952
CCK,-0.03974482533479976,-0.0020226607059758528,0.010127289239014698,-0.10903635452764228,,-0.007698791302499645,,,0.07009118495000191,-0.013234431133040231
SEMA6A,-0.015335566079713259,0.010742880824681545,-0.04255259856001511,0.05415771272144269,0.04741446710378114,0.002963471347917492,-0.07608600987042555,-0.06679734688551724,-0.020818609507507812,-0.022640465088019823
IRAK4,-0.011095737589748335,0.018379980561252302,-0.0465552566803111,0.06282982658652213,0.06664182290782181,0.08388320569947427,-0.011112138409435673,-0.06456257455410269,-0.0004219329027727836,0.10465578173277873
GSTP1,0.015796612934779065,0.043451979525878176,0.04107984271759881,0.05851844447785053,-0.3628622672755746,0.022062227828859086,0.12079946549182347,0.0429448966128541,0.02763673061853856,0.0071849777752080995
VCAM1,0.04699828786825462,0.020409247062703237,-0.05573761623180164,0.09323931023035076,0.07745641706309403,0.0448425219773647,0.00706406166478214,-0.007674035396666331,-0.053662985280317675,0.08190324250083458
NXPH3,0.020244777622167198,-0.005625731097737471,0.013347071620729366,0.03384570314730013,-0.00046933335836648487,0.10861593730474572,0.02359186577572603,-0.01497732321438744,0.1092471704642994,0.030075207371227847
MTMR4,0.07139527301043745,-0.024471683229407088,-0.017284051794732,0.054411606548928584,0.10955309777379292,0.016510310960748068,0.09572738906463323,0.058533864823763555,0.06070767608466344,0.024944850676269475
LAMC2,,-0.015678345700398003,-0.01171544993010184,,0.09211748184022717,,,-0.03879359248908229,0.022437282795592654,-0.041473525077505985
IL10,-0.01921152542877904,0.12332756565525518,-0.016767448634654868,-0.00976076073844517,-0.002443863587500248,-0.005681211215173047,-0.05679334041013251,-0.051419461736281744,0.005205463962603053,0.08648203757796243
SEMA4D,0.023137425081522504,-0.03737250340783422,0.007765885987602828,0.0015951782900519688,0.035047062921913875,-0.05778258001261376,0.03451272500413232,0.004217915427052817,0.0253727955736586,0.011132030306894497
TRH,0.09372728388044145,-0.03439380511238111,0.01824982291074432,-0.01917918538573506,,0.019020058970455236,0.04332047618564931,,-0.007327926957328923,-0.024380920027886936
SEMA6D,0.017723661799761186,-0.007443708922118159,0.012417859298593573,0.04199410197686424,-0.0020474185019047787,0.06026457029935822,0.03002007563897483,0.05040244733433024,0.03726245292818546,-0.000518087186734632
CEL,,,,,,,-0.03700405327720122,-0.052329870111771044,0.11301524526899787,0.08204405712582735
PDCD1LG2,0.06499753850276552,-0.008516333716270587,-0.015717109358667367,0.06588016747385156,0.04692277148887446,-0.01913711625112957,-0.0433468882549065,-0.07331382554911094,0.08278401734369324,0.05287019153154974
SPINT1,-0.03618126279852818,-0.011940788488485744,0.01984540325162385,0.12182236149967307,0.0019836850623589906,-0.04194027605775009,0.06891643494752689,0.013268182525959555,-0.03552265933855019,0.09052040455184496
CTHRC1,-0.013461980690132831,0.020301751566588904,0.025820762863942408,0.12627070373703622,0.22167199132853072,0.09776769434408325,-0.03183852772033536,0.021596219165612107,-0.005965436312644,0.06324696947566964
PODXL,0.03609115904403085,0.037053796216963114,-0.04655525242862453,0.09202760181412738,0.07127394348181323,0.12277005345474834,-0.054212849970152556,-0.03773650368218228,0.013404136491553463,0.0641566775942872
JAM3,0.025446772823881175,-0.038090254115141296,-0.017758172108774818,0.06513854825813083,0.11875504322086536,0.05599481026061755,0.0478186725609749,-0.09524029897629124,0.06035909520265812,-0.01789045392517781
TGFB2,-0.012775815458927857,-5.37512432902935e-05,0.019923811218262692,0.10752139167567407,0.06380688402229862,0.02809735912812488,0.0628966731936358,0.015718136922256973,0.011740531762963465,0.0036504370682854527
COL18A1,-0.027992745445193288,0.022463599784283743,-0.021111316443906465,0.12995300939403506,-0.09088510397039458,0.05792207103635273,-0.16624949882419712,-0.04851602379037771,0.028387171307989217,0.09301272233367185
NODAL,0.13312312955756375,-0.03221460990342524,0.04603102996268953,0.1695167614365261,,0.04253919354355456,-0.07650784112377337,-0.011571119155904225,-0.008265669636807534,0.12222855079161199
INHBB,0.04196198158599807,0.002814098406195088,0.04055891044798197,-0.011724249792892084,0.11450826430982756,0.04108879635688862,0.13129752289257185,0.036297232891158174,0.005401515579804412,0.011770331077488382
LCN1,,0.029033264030993444,,-0.016651623674740507,,0.07039572618507758,,,-0.010704533655990167,0.2803275723610421
ARF4,-0.01887229118379117,-0.003989357675363501,0.03566883593018589,0.06914165243769832,0.03616605647236182,0.026955643104902744,-0.10957643767087381,0.02631861386023415,-0.0008943787460528753,-0.02119146012341103
CXCL14,0.004967323057674339,-0.06846981338807222,0.05879413816651371,-0.03087852188982457,-0.014591199688906825,0.06119157648690442,-0.04631000288749726,-0.017612594938158328,-0.025769256830695076,-0.021977829408641382
LIF,-0.022938344032813567,-0.04609022425265737,0.032422986071498114,0.09775703662999842,0.08863556487687108,0.06728538461726526,0.048886357386396975,0.07489975671449701,0.010335035103343401,-0.035149620387852284
IL17B,,,,0.08886496793784628,0.1627216551071762,0.14108284554386852,-0.06002518282209933,0.014554849831046284,-0.023228519248493392,0.00042019523304066375
MMP1,,-0.021615193403998586,,,-0.08110689614609189,0.15743493776877462,-0.11743100043712738,,-0.036699252024164436,0.11289298093854264
MATN1,,-0.004351490556339608,,-0.017458095362655524,0.04772530240443371,,,-0.040477264610031136,0.035040011145917115,0.012481235578573899
ADAM28,-0.0078575730163747,0.00539036159676164,-0.029634360161591416,0.03215301114306326,0.062332472923392286,0.029056559202397008,-0.011714342737177376,0.07154977018956953,-0.020311229995312766,0.07427018404711856
TCN2,-0.04582421790428834,0.059432906690643016,0.031096025157317485,0.12434783010074674,-0.12831245853553838,0.03262113075152577,0.008181705355945793,0.013952250703568989,-0.04645621736762126,0.04863078685617908
THPO,,-0.02682338768361133,0.04555229510544701,0.013371781422736631,,,-0.016391523183084806,-0.03879361202493637,,0.09725029406006533
CUBN,0.09999151770464915,0.04823753579942347,-0.042063652701803594,0.1252320549922696,0.040564846699816214,0.1587948579559962,-0.06556846862930389,-0.012740865538453085,-0.03038927723416678,0.08771878350659171
TIMP3,0.07286540226768382,-0.003543356504733215,0.07363223338436951,0.08481686680303673,-0.03304818439508996,-0.05010010766237851,-0.041068852927142185,-0.029793295379960057,0.0052630532128628,0.10318626847382217
PIGF,0.04469773729970465,-0.03312471718807666,0.02013294590298296,0.051958763843157924,0.08584914023183196,-0.012960543205246467,0.0028157721263866614,0.030567666318055655,0.033861997930546374,0.035310557974606624
CRH,,-0.01836905276156583,-0.012326054924641896,-0.02560581843806722,,,,,-0.004681162622469487,0.02119820567271792
BDNF,,-0.03463423508914161,-0.033057760341838,-0.07683440022144213,-0.034817667024465045,-0.03701353071822821,0.06860075720603732,,-0.028206631853979314,0.012267858366105083
CCL5,-0.02915013672654396,0.07078874633196297,-0.007754977651409472,0.06188797507535588,0.006870102471851177,0.02057118343584788,0.021221084865969398,-0.01265323098597036,0.02185930253613135,0.06765573623525187
GAD1,0.0726376803329876,0.04342735588821553,0.010384660913481265,-0.05646604811050093,-0.05186768016878899,-0.025120737093099074,0.056270956520650714,-0.04263213003010217,0.00859748584244313,0.029113778334398696
COL14A1,-0.0053916925579405315,0.011357566290229056,0.06884637599823025,-0.001202488478179154,0.11919885104725136,0.006462350926874472,-0.08966644558749642,0.03206100632166306,0.023722097951867353,0.11233144244371472
HLA-A,0.014657295809136125,0.0022432076061786664,0.028347970049432184,0.08340560829596298,-0.15056026741512218,-0.03553064327549217,0.052593365562194266,0.019593468622373024,-0.02527103603236807,0.085127949197055
CD5L,0.06651034759793568,-0.018369050636406346,,,,,,,,
FGF18,,-0.016620670729826377,-0.009792958460554209,,-0.03528322004057551,,,,0.036351798034652646,-0.006952171491332815
ADM,0.03112521903088587,-0.05062978213251813,0.006657666835902865,0.1324577237200648,-0.0018139448227660001,0.015389715722275842,0.12931178328010268,-0.06365997256155154,0.0395040116799912,-0.015943576989669715
CCL15,,0.09660848354638506,,,,-0.004919741728970365,,,,0.09840939005547648
GNAI2,0.04190263055763068,-0.014172082256836672,-0.02834944281064874,0.12581916052072845,-0.19713915843837787,0.0054773994496627836,-0.021345522713441843,-0.010506059597062875,-0.05991377431903096,0.013569441502409104
HDC,,,,0.039640461705745936,,,,-0.046195548268053215,,-0.02982467220634881
COL11A1,-8.522005092257821e-05,0.0021520396675934386,0.0039010442915268337,-0.030274053485440492,-0.06522747501325389,0.11934435830296504,-0.03850250677930934,,0.026374409306054447,-0.03690571844498167
NUCB2,-0.009534883396969096,0.08613247692280131,0.042203155478325885,0.08181129162085075,0.05616075394181363,0.05939942384280632,0.007926386347684146,0.04534567855373642,-0.017010981540115638,-0.038224124655034435
CXCL1,,0.040123367025861764,-0.014266933737750249,-0.024855000258350305,0.05845511540610887,-0.03264984465095965,-0.04332892880575285,0.0032842227284352018,-0.016047196021821385,0.07940515326597641
VCAN,-0.00794049490200874,-0.06937180998565716,-0.0030873200956223305,0.0937614877225401,0.10568808591684759,-0.18168799698857868,0.03748682801791935,-0.007687920575518966,-0.020770937621379843,-0.019331623547096544
MMP7,,0.0016860443486871842,0.009774351648754075,-0.012154312032680716,0.04728283784982064,0.17944056770373748,0.08840143251497087,,-0.03669686604766824,0.06042943816059905
PTPN6,0.05968155316565522,-0.011830237633275202,0.00984872589523219,0.05239105385031594,0.029048187436459583,0.04586690292137328,0.058298122951910246,-0.010909450541059651,0.0071230259686729845,0.0462274111813484
PTGS2,-0.03680843796881743,-0.033470071368036786,0.024824547838715127,-0.0647903880838277,-0.025081067119040797,-0.023283726419699603,-0.05308439847818345,-0.10429975902478188,-0.010673997164427936,0.024637866906064187
XCL1,-0.01658471595527219,0.029968702592699036,0.01635451238129696,,0.00135201697048067,,,,,
CD58,-0.010840672278683296,0.015548699553732724,0.020687693272196973,0.11464898869347666,0.11113795286028262,-0.010260617823788684,0.06943664731665909,-0.13000247417672361,0.0525348468304947,0.016632419811589045
TNFSF14,-0.010030541278449665,0.06268717781776054,0.018183239791533603,-0.009160105110328897,,-0.0009713926688850255,0.02019626056067956,,-0.02196789458218849,-0.03378395355365348
CNTN4,,-0.025076403504155683,0.04260185647429386,-0.015853441868742112,,0.04495539778394766,,,0.05147238951946275,0.01174718647539814
