,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk
IGFL3,,,,-0.023683396000435744
BMP1,-0.0037670651542309184,0.03387779030576335,-0.03266231394512401,0.0018417688858001465
NDP,0.01618310013309921,0.04313567897766738,0.023168923904434462,0.05793557468170108
TNFSF18,,-0.04155875655334257,,-0.024424268258760765
RTN4,-0.056859023780399226,0.07370311736695555,-0.0663769038712093,-0.03324571784665713
HEBP1,-0.019945243394462065,0.033038910204559874,-0.024987398174718258,-0.014378077464541684
WNT7B,-0.017327979812200342,,-0.02801677093692455,-0.03148482659881353
PTMA,5.724446448453171e-05,-0.031099316058531147,-0.021323755870045483,-0.03597003541578383
CEACAM1,,-0.029222858975276565,-0.025125888930610324,-0.03509512355971985
PDAP1,0.030296024856767342,0.09820731765862474,-0.010149629974880666,0.00029175126529321505
QDPR,-0.04859872010893145,0.015635050266874496,-0.07266442205937787,-0.029644110169566383
POMC,-0.027275869562103296,-0.027822094794666602,-0.04535669874790515,0.00030120989247133277
CCL18,,,-0.017814668361044728,
CCL17,-0.021447181490306867,,,-0.031225189554752217
VEGFD,0.0028073364483680785,-0.03972783639218867,,0.06282119570312628
TNFSF13,,,,0.0778159784095956
WNT5A,0.014172824876395672,0.02791776673182463,0.022586415876341557,0.047992302728034515
CXCL8,-0.014650105463881862,0.1263609021181673,0.016789851097858115,-0.04433296255674857
GRN,-0.009160766334141417,0.09892454176914273,0.0034365742180919407,0.06971505794216373
MIA,-0.017891571875294773,0.022982237816110463,-0.04303769604756092,0.0025217352625538786
COL4A4,0.05849591496065919,-0.03110767830428763,0.06941468423209109,0.019171156609940423
TAC1,-0.026070083026327805,,,
RARRES2,0.005296561593654568,-0.06575678912050806,0.01026426427077898,-0.020833985642974714
FGF7,0.04173238973686098,0.03205459768086433,0.028312577222803493,-0.07240091817434108
HBEGF,0.063589309362397,0.056425594109062324,-0.03728144405634443,-0.06419674312959615
PI3,,,,-0.0074981629609420265
PCSK1N,-0.059015851149991215,0.010854418250385326,-0.02581715465794585,0.014382667127501568
NTS,-0.027761987392498407,,,
