,MGH258,UKF251,UKF255,UKF259,UKF266,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
WIF1,,,-0.026086730480471654,,-0.19871389540824527,-0.024500050653374048,-0.03179539134569767,,,,,-0.0024008771550831326
NPPC,0.07809332862911088,,-0.022016019605078617,-0.02134953395550303,-0.0018816462834921894,-0.023759253335047317,0.015204757341405861,,-0.025873450917799804,-0.026492299712058822,0.03531109215863993,-0.033869004132600126
LYZ,-0.06606989055264943,-0.08778950906720712,0.04402067756698668,-0.014623877247548064,0.0934386318714326,-0.043326733731242094,0.008986114537326988,0.061635512493713684,0.04897239681144861,0.05679395518446234,0.11007108373415177,-0.06519780478217575
EREG,,,0.016023013115744666,,,,,-0.03101322968669859,,-0.03276982346107094,-0.043013219510778064,-0.0171374644235416
SPTAN1,0.08443310142564887,0.00817240861913975,0.16023055565427283,0.05268286719415154,-0.06425343781223525,-0.011501150703472353,0.01805610127414234,0.017441480063486888,-0.036169259974309066,0.07002737802310788,0.12732019057674532,0.05559507614513635
PTH2,,,,,,,,,,,,0.055677090383014674
LIPC,0.0773626104251571,-0.009005266276431851,,0.07422602895843361,-0.05699593699872376,0.0037064568405811025,,0.004253797736961735,-0.03058102998237293,,,
COL8A1,0.03774347556251866,0.06659381961386085,-0.014610014860296125,-0.02303066292491266,0.135219848466685,-0.002035079923617256,0.03918918978174239,-0.03593035918021056,-0.012759917660609044,0.06720806080967105,0.1261664666732373,-0.04465889036844255
GSTM2,0.04305884465743059,0.06153629261189383,0.04990126916200282,0.03811549303433812,-0.031080405426125262,-0.001301875900333589,0.011998200881832021,-0.03637290860265936,0.04664519377652298,0.09669285894359837,0.0657378755332089,0.0292644953528704
SPX,0.004644100413709884,-0.022022150862918227,,-0.0032295910808380476,-0.06999427416051285,-0.05361615103858426,0.060257120384929905,,,-0.0327265295736579,0.09459081063637619,-0.07544989168014633
MFGE8,-0.008416324873519726,0.012763119350403328,0.018025826552056912,-0.019055773817979762,0.14314374404069805,0.024674331125862148,-0.00966778596529803,0.01863163517550597,-0.023200102278355755,0.013400151798309017,0.015157209564677239,-0.03331142943480534
TGFA,-0.03023360567350772,0.0313293680645426,0.03247343077785677,0.00011537412534504211,0.1431796090857905,-0.016493295333116196,0.07559488246527361,0.02530576302778611,-0.04259387771985791,0.03916218568782972,0.10094469288824377,-0.008649807989402531
SLIT2,0.022370583657444657,-0.009168315207708794,0.048396727377476134,0.0005949676122687875,0.045173913804349895,-0.04098634141547428,0.041217621639287466,0.030225894069766474,-0.03297599040952674,0.059208366850942114,0.10398062309716485,0.03163910528869931
PLTP,0.015257511417165004,-0.009756126599083639,0.20410325294264495,-0.007132905003917497,0.08643699372278156,0.014904359878708404,-0.02238681909795342,0.10710643483236212,-0.015532255410392966,-0.012725547711623104,-0.15757043065749393,-0.04757374975973071
APOD,-0.153008241683905,0.0106800097071229,0.1903724108755023,0.00893741937805938,-0.10504931033299214,0.010895764586983513,-0.027337529703058236,0.05441813636697293,0.10581728443872102,0.19197311030292166,0.26537538130421356,-0.07368330282695687
B2M,0.03474198050048399,-0.02404906290663058,0.19193739903668597,-0.08738929291762033,0.17598288704607956,0.08045989390264281,0.0300852709690566,0.0200255119082011,-0.01083870677159281,0.07264227674780983,0.06905341177632397,-0.06548801050766442
OMG,-0.09772824939821828,0.013868298581675109,0.10024402934882881,-0.0003928832216219769,-0.015687478017966158,0.011531027422437248,-0.05510941266517966,-0.019640848759384884,0.10071305957277782,0.19682195143797646,0.2753919373772106,0.025061986620789362
CXCL3,-0.045675026618310265,0.011353914798468971,0.053501210404124824,0.03351069620479393,,0.03955222254332707,-0.032870697995930384,0.04885332768240287,,-0.09882198269674025,-0.08311745965909736,-0.00828780588169139
CXCL10,0.06842647576123034,-0.013669456729744796,,-0.05564144856721127,0.07142901179784773,0.1175480408590876,0.01326783439402653,0.0715556945918667,-0.0059847445621541125,-0.06469395717514785,-0.026329091109705365,0.023328539831359674
RSPO3,,,0.059318614823046796,-0.015982835024329237,-0.06113062838163119,-0.010451048038983987,-0.030966953186031928,,,0.05428929471615884,0.18231641231181087,0.04240173630583085
CORT,0.06111324350515125,-0.005797053361491889,0.06074413778310477,0.015023574243203114,0.02495297696576133,-0.0033949883081508528,-0.050922926554968266,,,0.1496089398048395,0.06550226377307154,-0.006748450650088814
NCAN,-0.10215905204913714,0.018309813080069695,0.10201767334901345,0.04843573519186544,0.10793644098977313,0.04703155628528247,-0.015489465951534631,,-0.04632512265961767,0.23110087465444748,0.24077828991092406,-0.05225261572643596
PRG4,,,0.08297613180616313,-0.015774368909613864,,0.010091741386044727,,,,0.03140353775522511,0.08395708170178012,-0.024647531528483462
ZG16B,,-0.04393022754733488,,-0.018308084320840134,,-0.01983838798765232,,0.06536051209978672,,,,
TGM2,0.07736523270053122,-0.013313270087207783,-0.07341321140285528,0.0465874751633115,0.02974092180114521,0.015900684588899743,0.0161572264133033,0.06862834352943702,-0.0014744620104829007,-0.05249399843052868,-0.08723156398966653,0.006867700339016599
VEGFC,-0.056717818488163846,0.06932869220137602,-0.06110056725817011,-0.017798989839727906,0.06092358791555976,-0.016607150025373694,0.04327545070508205,-0.026478117489730113,0.06660978760183212,-0.0802932399269552,-0.05022113960333203,0.04061651592649073
WNT6,,-0.01362892608158924,0.01972768750296355,-0.02181798335491629,0.07995676522907279,0.02711880975673713,,-0.03912285361462579,,0.00558482687294901,0.07021446627880853,0.0706388371671228
NRG4,,,0.007476465422974091,-0.019198128575278577,-0.01860851983763422,0.04197841223313506,0.02839224593689581,,-0.03160438089990021,,,0.077014073072031
PMCH,,,,0.030186373370154704,,0.060287132785732785,,,,0.00782334373796723,-0.005637665941903809,0.024199081029591597
COL9A1,0.10000436731261711,0.03537783831482416,0.04921479509152868,-0.020051044107515972,0.30659226299433845,-0.01930221758819389,0.08902051088390159,,-0.008077146775320601,0.16990240962545963,0.2022568035981817,0.03508266440463183
GDF11,-0.005034946465828227,-0.06137942290858276,0.07002306146308256,0.027543611998299924,0.20416949079334498,0.00552710444385167,-0.02424089088513225,0.056052991633211334,0.02566254209445801,0.03497738054807848,-0.008760594710323779,0.03333030993916843
IL24,,,,,,,,0.013934242013102243,,-0.06911610830819682,-0.03818625956133003,
SORBS1,-0.012115341821146063,-0.025290482271300364,0.08586460270650269,0.0918498159118387,-0.04413539210657797,-0.0067764392235639915,0.0034857104101691768,-0.04713367077416874,0.015151988949571933,-0.027457120667700945,0.04488376634206951,0.054322159509430146
DLL1,0.02575055599209013,0.07108104419402848,0.11268499352234944,0.00781746831998732,0.15920338401063303,0.002903577164410548,0.006142405965802597,-0.007626228786475878,0.04933929257561239,0.13404761025067075,0.2382216937589263,0.11771764583895389
TLN1,0.09987780901414374,0.017982061601362072,-0.06887436145648056,0.03600731337710974,0.15169759092245622,0.02865159079572724,-0.013259184374842723,0.047096466325959915,0.028092916004140663,-0.09475230763475748,-0.05136269825328596,-0.07381108762884107
COL2A1,-0.02458164002389248,,,,0.026539061320582317,,,,,-0.07075393751638125,-0.03964126432172319,-0.017067058115550718
SHH,,,,-0.016392159228662828,-0.011334772296125811,0.01620322608143307,0.007917747358147527,,,0.016011340109072635,0.09555837066245762,-0.04524307639824842
PON2,0.08122817489615826,0.08097237192446985,0.24001117368869648,0.0525468345881553,0.007341112450971481,-0.027756672110972786,-0.03585406822710372,0.10404007831490585,0.06287439597246186,0.14766477379057366,0.26144554639933504,-0.09549921389282218
ICAM5,,-0.029738258793254046,0.009751195701285775,-0.025548343610712565,-0.03093671777752608,-0.0063986800588528205,-0.012481945991565858,0.017310088428936176,,-0.07455356742540963,-0.0028525971402177507,0.022099652102141765
HPX,0.003935088075105677,,0.07592506671776052,-0.016453560139418722,0.004598410462207434,0.0019194576155469117,0.007374726729678169,-0.0031118322410762732,0.05319931330834041,0.029460342878686603,0.12882468514875436,-0.009951476319704744
SFRP2,,,,-0.01866889294544116,-0.02834113839096688,0.042552090622885674,0.04591712736480752,0.013923910681945003,,0.03352211062275335,0.07768002973923849,0.0011753665303434664
CFC1,,,,,0.017829657607979933,0.0036736739115900206,,,,,,
CD70,,,,-0.022595498219549145,,-0.025706251413235348,,0.046423957660038415,0.020709405421896476,-0.04078040490646636,-0.017310172280979207,0.009798147570308639
HP,-0.07237361873356288,,0.159965887806114,-0.05558228267042949,,0.10174246924568295,-0.04386778207165212,,-0.030001915870710005,-0.01708388062769541,0.011725325595474428,0.027171809791994905
CXCL2,0.0382367697487397,-0.013340613130157171,-0.009854281860974637,-0.04783748754374987,0.08144059710490388,0.03239295101942521,-0.029196338310405613,0.01793199878801269,-0.03113539119856854,-0.02939755049872697,-0.05644135183585329,0.00804593004915557
NPPB,,,-0.12658580002637854,0.008921515437526985,,-0.004238268357076569,,,,0.00341342276632136,0.00020101682662900395,0.020381344787254875
CCK,0.0007500809031438906,0.047364990316632584,0.05669696087041833,-0.03605854535141355,-0.2540252587641182,-0.03145056700182652,-0.02265719186352436,,,0.11150675576029201,0.17353615178908302,0.017345062233466435
SEMA6A,0.03705642685747846,0.05602855124433391,0.149626156068707,0.03362297144808537,0.1994979872843086,-0.00594061620914544,0.0534284357317057,0.023424034548787546,-0.06953521879028364,0.08743098721566711,0.05104908861738428,-0.0013870345683651736
IRAK4,-0.031770947437888726,-0.006793065936900735,0.05546137897224914,-0.044656152747026306,0.11677540517395617,0.022220949716127016,0.01709239692495104,0.01415274138966766,-0.027635301042136195,0.042149073039051334,0.10985037322573926,0.03691770533113904
GSTP1,0.07643245095060613,-0.0170852055223942,0.0895988523744203,0.0273577940689498,0.24514046248460175,0.045157779067250596,-0.019308088724456853,0.02687598333220314,0.09993030855351044,0.09979379491572067,0.22930532622810232,0.10196277068467964
VCAM1,-0.040012928376664016,0.016885017289012757,-0.0034014014101295515,0.00458744013590514,0.16217651542140338,0.053007402638112766,0.002295350196588882,-0.016685210399442776,-0.07978817523977023,0.02577300210910186,-0.030518032680988155,0.013441142040595764
NXPH3,-0.04611660792889057,0.02807315640816981,0.0006556731438372886,-0.010284251829454591,0.18801041647273461,0.04208990771184768,0.030393205740152075,0.025057232733421593,0.06804126552006871,0.11433389636572698,0.09238668508130138,-0.017908986999251877
MTMR4,0.045485324396423346,0.06208632747740466,0.05595573843230109,0.012717150709332945,0.07530714070695033,0.010103805990229349,-0.023703296204090393,0.03198259266499965,0.10478516982020118,0.07788448718941175,0.09365707606596288,0.09316308340748913
LAMC2,,,,0.005948650250530504,0.05910005936471611,-0.027066555113318187,,-0.006946522787058466,0.02941535050683452,-0.008518793030317296,0.04864139102915004,-0.01602950708140919
IL10,0.012077069342419736,-0.02053542513704747,0.03642561529321031,-0.012346149792681244,,0.11717356218795341,,-0.021849914909286724,-0.05504246477194201,0.006453510446820753,0.1223780097902681,-0.04443584179727081
SEMA4D,-0.040038429762292986,-0.03719593877448212,0.10081079844835536,-0.015403920862261977,-0.006941500919577109,-0.0020936537250070145,0.02574624248624605,0.08252872095823484,0.0018537570843905628,0.15802025460137978,0.20720827783628734,0.0071737730159402
TRH,2.8975775120368863e-05,,0.06299777872168114,-0.038857464075995996,0.14030291022825636,0.08779097357150306,,,,0.051246550344690056,0.14494588353091756,0.10062548078734443
SEMA6D,0.02943614793293629,-0.005886599576653163,0.14811135078168167,-0.005746868749630468,0.18705023251521194,0.002032268564392824,0.024177362619073085,-0.029730339597167973,0.035745287070761245,0.07817327977839195,0.08930010817794476,0.12804575028361134
CEL,,,0.012953278447608303,,,,,,0.01124383215556994,0.029320618753935036,0.004055912873158989,0.038761123887959895
PDCD1LG2,-0.013918552535389593,0.023591310550572047,-0.030346606439835177,-0.026969732108950664,-0.02634731635444333,0.019309313562591014,-0.03137393271472409,0.007658151892341973,-0.12995487771921296,0.05363782163616349,0.014590559370152956,0.016758930658123446
SPINT1,-0.04687829221021135,-0.06247680566504641,0.02887204113906224,-0.032192139612064845,0.004470830268635259,0.004373861034243958,0.010744971300591837,0.008430602324409453,0.02196453369702881,0.10475141878489501,0.0753491719613276,0.024424653453636758
CTHRC1,0.07119303999190514,0.035002895074174756,0.029636346857424743,-0.02348223299413687,0.2842466204170299,0.041377397257546314,0.001587793730939542,0.037704285701486706,0.04546437603314597,0.0735248661336439,0.0491751119873533,-0.019200301422361888
PODXL,0.04646508507805967,0.06280426463550709,0.12155530092290179,-0.05637566015195536,0.25516146452697,0.05613294627530891,-0.02316824671457425,0.07567843674826522,-0.05905029974352899,-0.011251347608945502,-0.033379355235603994,0.020414154941967674
JAM3,-0.03974778521393277,0.05323442255295787,0.049357962125758714,0.04811041873712403,0.1345266124369149,0.020168746573890943,-0.057182774121298796,0.11559765104843069,0.028761172016783087,-0.063125632395922,-0.042928701773140954,0.029030949942821578
TGFB2,-0.12382748577198545,0.07672356320772165,0.11576252465017997,0.007206027868385396,0.032694108389134204,0.05342251235957341,0.008845033550694343,0.048915366132841365,0.016142474132918753,0.008075547152515449,0.07727170560417823,0.03185691636509723
COL18A1,0.055183113644380055,0.0011811334983987873,0.20778683267557072,0.04512954425665343,0.28635043198010657,0.032188966579791055,0.01531395517372102,0.11799958952930363,-0.020493146304121537,-0.012546762909809722,-0.11562039016257981,-0.028175567555402053
NODAL,-0.03861677679162861,-0.04603618595281715,,-0.03228285307076417,0.17880405786758874,,,,-0.014136333915212134,0.015481936036134663,0.04890986692064868,-0.01730382750272478
INHBB,-0.04036473775209607,0.00344539430246879,0.035869661643295,0.000597195352597033,0.08101881242474573,0.05950198507369955,0.022778113522711706,0.10792789747600638,-0.07906066911263637,0.05228384742513508,0.01082458360517207,-0.00952445064442447
LCN1,,,,,,,,,,0.013463887919218648,-0.023591315979005576,
ARF4,0.033857803464132474,-0.013675229775575979,-0.17939893342294572,-0.010397677571906978,0.1267825912600403,0.07409831823752308,-0.02541704103288998,0.11611925788846297,-0.05817721603107631,0.19773688617821503,0.17246817519257304,0.04947096197449116
CXCL14,-0.07805131975497553,0.00864168700188361,0.041458806088313885,-0.01832616586527138,-0.18253216890047264,0.06876168545982955,-0.03384274224254345,-0.05462859423722062,-0.008730860307141722,-0.11830271254529755,-0.156858922467204,-0.04880968912215366
LIF,0.021826151847853126,0.05532089937500726,-0.058540733822306915,-0.0537000283180923,0.04347530309711534,0.007482652789722651,-0.000877173843371375,0.14674957752552564,0.0948192314701441,-0.06436530960408031,-0.17712040805413787,-0.012914363667268246
IL17B,,,0.06425249976404741,,,,,0.02767101777294012,0.09217004928876743,-0.015859227229016833,0.05440621311355465,-0.010876635567169697
MMP1,,,-0.14769919081389787,,,,,-0.10077381778357472,,-0.019665815570576686,-0.04966368421504543,-0.008854343372006978
MATN1,,,-0.0037451491876185025,,-0.0021067902034247864,0.012017193122288983,,0.04808563039902511,-0.03297605540923626,-0.0609938503942364,0.031156396582133348,0.050038814800601086
ADAM28,0.000300962407721991,0.038329715600555904,0.08165230098498472,-0.03869204599722158,0.06917731201842468,-0.0190967687982926,-0.0035775222796701816,0.07755686564526046,-0.09756029579118163,0.026413481783358495,0.02134369461846849,0.011586991202299517
TCN2,-0.009518305125265499,-0.019446061064736554,0.028280433799773762,-0.004970725100004188,0.11306297106581033,0.03432037825488087,0.034006117331106867,-0.05028886705720011,-0.033424697883801556,0.07535117622266566,0.08058074654648813,-0.0233220970417218
THPO,,,,0.010387835351381375,-0.06282259152964492,-0.019815037473288725,0.007385327874620277,,0.0884650010040938,,,0.02081223597369866
CUBN,0.060387428509967526,-0.03767097025055839,0.015264131912063822,0.04474373451080505,0.1524031988051473,-0.004532585282812514,0.03747167551510491,0.03518760880218232,0.0876834681527446,0.11375383424819432,0.0881124753829961,-0.02340577123382498
