,UKF248,UKF251,UKF255,UKF259,UKF266,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CCL18,-0.020559909074456914,,,,,,-0.02520863193839761,,,-0.0056079172416544565,,0.01830601090673795,,
CCL17,,,,-0.022571496215677264,,-0.019124849891265637,,,,,-0.030526136074432875,,-0.01235353460740408,
VEGFD,0.0980974594990017,0.05218973714828371,,-0.001830712563849831,,-0.015824806187125937,-0.0161515486432087,,0.11686664393267324,,-0.00036652833201823585,,,
TNFSF13,0.2676955361478984,,,-0.01556931292457214,-0.012721406380059563,,,,,,0.1259180687260005,-0.01582519809516667,-0.02012905353512727,-0.037159122848586405
WNT5A,0.05637834492764163,0.08038774329812241,0.04094560137094716,0.021873672630153447,0.03176723905956292,0.019395888143155952,-0.014972668009900126,0.14296098249260486,0.008518618179345806,0.09842866417595002,0.004467567879645482,0.015760009219316112,-0.01390653747353157,0.003006007253555863
CXCL8,0.029335876287284866,0.06812273128286124,0.014111076719875841,0.0715848025011782,0.044088093741260756,0.04511444366862194,-0.057728753726961124,,-0.057562450652938024,-0.05396792094141531,0.03780440391455654,-0.060173445492762816,0.027163670615284737,-0.049032207741594135
GRN,0.05521212428492154,-0.03495864168629538,-0.04161222530842822,-0.021263423446640402,0.026749080393420985,0.016483541306399632,-0.006015521470220368,0.03564815322660716,0.06298622545030216,0.0306032379679292,0.12452107810598291,0.0215708798348948,-0.005604903300827156,0.052209121091961054
MIA,0.014139596418066301,0.00475215301856285,0.017060262393244513,-0.004175396024557785,0.08743448201462914,-0.010685615836310813,-0.02190440163305564,0.07799505211906027,0.008927218588087505,0.023310677133611173,0.06332946792651921,-0.058206055023751216,-0.0019208579369275765,0.0792273301503164
COL4A4,-0.024692283753972432,-0.039070355131843856,-0.03000419952905164,0.0015311514682867235,-0.012103856133602531,-0.00343350334339769,,,0.08718226820990896,0.0010070824598040712,0.002021158287853855,0.04069109647275073,-0.023720710023188606,-0.02870653787551868
TAC1,0.00921218990314834,0.0029711842115642093,-0.039009681163824673,0.06995315750876765,-0.025680093430176108,-0.00827022752660407,,,,,,0.07310416154878817,-0.016239977401703437,0.027237890269330236
RARRES2,-0.027233319466727177,0.05038826297484208,0.05460120053527414,0.00030139765174743707,0.03403827191859482,-0.047969087988205227,-0.0071474049328531936,0.0038813334868618155,-0.019719612023279647,-0.03641681784577691,-0.0012506515601162433,-0.012146844446144136,0.045762256809808194,-0.05094686393245628
FGF7,,-0.02948546769581438,0.028779975374435083,0.03711920124232366,-0.012635850223495147,0.06854921058178391,0.019579774083957384,0.002434044912961673,0.07341443263500037,0.003159897925018949,-0.002758687743631639,0.021294529029752363,-0.004085271024191932,-0.058193420236776636
HBEGF,0.06827720794391735,0.03950623102008778,-0.10176852514304331,0.04511654050553767,0.015678375737703767,-0.025607423811872247,-0.012408053858172558,0.06666709636982951,-0.025755950538853656,-0.014719805084836297,0.01587887088808452,0.0007091560017577986,-0.03522137932068765,0.033043706218171605
CSF3,,,-0.021001799133674563,0.11553772048394463,,,-0.02426489533115665,,,,,-0.020203862230131035,-0.01300636618394903,-0.02121723178335268
PI3,-0.021629891188161488,,-0.04975619941694219,0.008476910528951371,,,,,,,0.014519867579063588,-0.09060814382030759,-0.028258512776156507,0.003040590371681062
PCSK1N,0.002261966437855501,-0.010695565973233912,0.0869108552285012,-0.03654629568920027,-0.028465878280540553,-0.08301797671720405,0.09502640111521826,0.07417366522197585,0.052452079883189215,0.01060458996903264,0.012241093711452338,-0.05902791706687315,0.049860185810465495,0.02755633577021304
NTS,,,,,-0.014776058244032718,-0.018383801709911624,,,,,,0.05771288526740057,0.0020658758557526103,
SFRP1,-0.01924364577412043,-0.004991962843705407,,-0.01969450291754985,0.07183130217294378,-0.036333511059231924,0.0953076096398543,0.0530379942504191,-0.08196763993673303,0.044471728642467234,0.009838808024227796,0.03983762079129903,-0.01881308593375536,0.06861232058055347
CXCL13,,-0.01424860671575676,-0.015249791162563336,,,,-0.036088998422799494,,,,,-0.03295670363761949,,-0.020667486935053422
MICA,0.06043346064466381,-0.019471337091069962,-0.0022893996940194774,0.07838825606178784,0.01661477212723388,0.060361599910737404,-0.04968119421307666,0.10782317478433932,-0.010831340857698577,-0.039094128480221924,0.09276007831055906,0.02032822215040333,0.03158411409998713,-0.01592526600207171
TG,-0.0323768689565703,-0.024801392454327595,,-0.007643272982566206,-0.01705546637871722,0.028104643660245815,0.07263884689272941,-0.032368936522709016,-0.012129762423475025,-0.006240644851348387,,0.09507420696520129,-0.02536489492393514,-0.01309620857438692
ADA,-0.012757079031184906,0.04242807259132448,0.03226711620984071,-0.06649852163907206,0.08999239044119642,0.053443345681733666,0.018064964558018943,0.04877610195800734,0.10170619068299057,0.06374467723118135,0.041839463278089135,0.07235926851703148,0.025769853355087455,0.019474838693188504
LAMC3,0.06411601199820904,0.0459768708527451,0.021746232375838438,-0.029641660786105733,0.0882540503981049,0.002757912489188398,0.00988729663205574,0.10349645974965704,0.09283765431187813,0.08012647444261764,0.1359441593519382,0.07068921677366696,0.0422272641436688,0.008240149479580869
CCL7,-0.013077839026526417,,,-0.015366238540302918,,,,,,,,,-0.013629410992701001,-0.006850293820054943
NGF,0.07237517669212833,,,0.025500990149442904,-0.016275489491727014,,0.05526945682759821,,0.03246509870219545,-0.012730945085539663,,0.00808203909043818,-0.04080604572821928,0.06140417742766229
TNFSF15,,,,0.04971020967706154,0.07288579315890707,,-0.0154523622890602,-0.029835965513127276,0.0746558326803449,0.14091685871502796,,-0.012546251587394074,-0.012282331816086138,-0.04834908331663755
HMGB1,-0.030631780253402793,0.06779842667482253,-0.06173541249685026,-0.0008747595180281859,0.11465553156440532,-0.023337765646765554,-0.0059801560539111545,-0.050468347883845445,-0.06760561944435824,-0.024264237038832466,-0.04905244834124349,0.02514409135941207,-0.059355290161724826,0.01424689725846275
ITGB3BP,0.004659436955138353,0.03004425541385382,0.007301473062344176,-0.0006738433106031424,0.06747250754477281,0.008320272207320479,0.05790435426262018,-0.014828049522964211,-0.006907061804875177,0.012729754752012877,-0.021632944628163592,0.007697270610664002,-0.01614194497915709,0.028021338129259388
AANAT,-0.018973954773195283,,,0.02228209810880071,,0.021712136954318777,,,,-0.03192549016925472,0.07032511191211605,,-0.014420485206403589,-0.007769864357846675
RELN,-0.04096243441594062,-0.015090882953328336,-0.023651234743553053,0.018277792930052276,-0.023786374184617768,0.016900886125897917,,,-0.05447408941886808,,0.006451039070206206,-0.015154512251080285,,-0.03687960188138598
IL15,-0.0068252318870319646,0.01026443039661001,,-0.01692614992788382,-0.014061846638092327,0.008147414287025007,0.01819051295908906,-0.05092963794130093,0.08297430827241123,0.12004239642284002,0.026811393522299092,0.023817185916795672,0.04046084577050715,0.04871457613329031
UTS2,,,,,,,,0.06933572439955042,,,,,,
BSG,0.07427507557576583,-0.0037934001649965353,0.025417645221489527,0.015635297058555087,0.08312031512741856,-0.007459974131235327,-0.05250768898671339,0.027033761438545467,0.024853792139471958,0.048157417040283035,0.15956455537529904,-0.04007481531087137,-0.048276597492220685,-0.012212611633668734
ADAMTS3,0.07644060283293604,0.013970270391641565,,-0.0025870419013485422,-0.022649567018794014,0.045707815093448685,0.08504492502795857,0.20458739104402804,,0.04155217554418768,-0.03255238966088624,-0.024449056669873546,-0.05197212190246395,0.042496677896386004
CD34,0.05428045736179882,-0.008599736075678151,0.027474212109868317,0.04846670125986446,0.05825590083849941,0.014544410167377318,0.02842751828005467,0.08247368550530308,0.048145754133738776,0.135426035482287,0.09673971454851497,0.08584565561889267,0.04632346652307701,0.02937183336089431
CCL23,,,,,,,,0.024670510656719446,,,,,,
PLAT,0.06076700058682952,0.054917138994220537,-0.011081915814404023,-0.0032840181615888596,0.08844321888518142,-0.018066289056765945,-0.07096875737262613,0.08526508379789184,-0.007149599217737168,0.016138975229256107,0.1661604371780201,-0.019776502738830505,-0.020490902650988494,-0.018978845623542146
NTF3,,,,,,0.023399120162092772,0.004087104912949999,,,,,-0.012834194916017137,,
LTA,,-0.018239021967693527,,-0.019694501996210048,,,,,,,,,0.04639969086178851,
CKLF,0.06222185369778713,0.08370922561208372,-0.06378875673538363,0.017100567404934895,0.09067372353695734,0.016848490303311335,0.06219655866064293,0.08665606133433068,-0.06634089425182021,0.08082522997402845,0.01966422733245172,0.02087449544563545,0.04560457844643816,-0.029242915883559026
APELA,,,,,,,0.04445506053220725,,,,,,,
CD24,0.02418862679978695,0.021065530468756723,0.05009556705961841,0.007991830054420454,0.07093715401257801,0.0918734607797532,0.0725224881798124,-0.0388281923831731,0.025089437373277665,-0.018803276870013784,-0.03459127954972304,0.029928402003291575,0.0001838047889304078,-0.02753655773181037
HSP90AA1,0.04979635183924839,0.019282520314467335,0.031045224838405914,-0.041035301832936764,-0.07595163676689701,-0.0064572156133894006,0.08953842818570747,-0.03602262629195867,-0.07719413465118798,-0.03774085979712148,-0.07243878800907756,-0.016820343907335968,-0.12494457721005042,0.01501499414226252
BMP4,-0.006173957672350052,-0.0028017871580447037,-0.028318572492254966,0.07600344324324522,0.1027063651092667,-0.022986758703889085,-0.04805362684055523,-0.025510870913145616,0.020000433574144837,0.09948175537194379,0.07955449989050237,0.01154787626922669,0.0027232281493123336,0.019718636277905034
SCGB3A1,-0.01307783771875999,,0.0011969152441713544,,-0.017950195935754316,-0.02556676506161639,-0.008434257666995158,-0.034743681871611816,-0.04419555317042479,,,-0.026054605652280263,-0.02857723092574345,0.030601315743365515
IGFBP4,0.028901150329198936,0.030319826173501496,-0.016977515101204554,-0.026631048547455505,0.07113834397377108,-0.00972272019509615,0.0008331654851815317,0.0384370681602956,-0.02091699752837511,0.049059279706879975,0.14380091622582825,0.04580305581160932,0.02130326349629821,0.02284879329812161
RSPO4,,-0.007931990706640439,,-0.03014588578987085,,0.008198425342717386,,,0.005195330902453412,,,0.02595370473289099,-0.025596856477508454,0.07057741285434688
LEFTY2,-0.00519527765457877,-0.018463024907642688,-0.011844139260033255,-0.023724704090765488,0.0253335212593419,-0.02803426647782311,0.027144718808119587,-0.052745017908055136,,-0.04079807075634955,0.18708498876349897,0.007787372089066871,-0.04465743876678779,0.13076868123839552
PF4,0.03629580215024394,-0.01659086942197688,,-0.013406740393463774,,,,,,,,,-0.019407795377432337,-0.02634857891228321
ANGPTL2,-0.012676925698771617,0.004800560125245334,-0.03487188352616296,-0.04656158251634296,0.08686161479567188,0.05742271845702842,-0.0064324211884103965,0.07659155832718427,-0.0342860070500968,-0.013502267641473475,0.08986017963322937,-0.006692584815157195,0.008278784828199945,0.04216138630246517
LRIG2,-0.008929057139976765,0.06269358836307712,0.03175861619002734,0.020603776924491158,0.015432546207368003,0.028276126693749556,0.05056944445994568,0.04998281885802643,0.04294301631350072,0.05874618797740856,0.07810026156352799,-0.0018636668445727227,0.028719446234682984,0.008832908577748181
ICOSLG,0.021700355611320436,-0.018335944415307896,0.004857330483616138,-0.0166581937697872,0.03589372531827536,-0.018028070064183922,0.0644329165892263,0.07037421114255055,0.07337632049109083,-0.008307077814841784,0.01032798990603933,0.009501244504074382,0.028651007382097398,0.025436967833977052
WIF1,-0.02441009815315983,,-0.03640336719064607,,-0.0794807186267355,0.05451544841846828,,,,,,-0.016311327587556223,,-0.0377911730993559
NPPC,-0.01446965325525516,,0.04779761921899475,-0.020797160538588214,0.013508105038756968,-0.03553154150794475,,-0.02487458429902331,0.009208263971903745,-0.03822745090980894,0.061817271610374425,0.057770650150667235,,-0.0543520903686007
LYZ,0.043078231359999296,0.0015121552184587607,-0.003257686530948764,-0.047894942521578394,0.04434498949418361,-0.044444822145867424,0.05347242773729447,0.04771131671910851,0.07342593777036119,-0.018466964425119872,0.05427186078765928,0.014888408294272841,0.05510535163170059,0.05416351543650446
EREG,,,-0.028308878636673012,,,,-0.0017611451909046757,,,,,-0.02185467093636412,-0.029310266572434275,-0.03033501964108174
SPTAN1,0.003571061935213477,-0.05450728983426397,0.0019437187000325002,-0.06312945817998,0.029886788792509156,0.05574416615071719,0.02000485890180262,0.04458120716984394,-0.026859729193399157,0.09981992953051702,0.020667684510356502,0.04863678860323433,0.025507015968858376,0.02247245522702411
PTH2,,,,,,,,,,,,-0.027905047784227227,,
LIPC,-0.016608542369624696,-0.02497014517201428,,-0.02409291098558728,0.011655097697828892,,0.035130930716041495,-0.0263769503841602,0.01091148568746435,0.01621128211740768,0.014358048466888191,,0.0621549333684265,-0.028300416470695648
COL8A1,0.026147067645623703,-0.03514343831787247,-0.026221129509978503,0.007327019448078567,0.10440471003381174,-0.012180983959618233,-0.03504395262508004,-0.0014358567113612964,0.02398264791681932,-0.04314426801922902,0.09159429529527703,-0.0014740937240928708,0.016352859570465537,-0.099683697924091
GSTM2,0.0005179358761063814,0.04655774968669177,0.02884507591779032,-0.014284322850245836,-0.01189118479687675,-0.019987302144279188,0.03677417128152297,-0.051789437996641825,0.13008522553711901,0.008293792616268917,-0.05505681562058456,0.013438731705388942,0.03910434724490306,-0.055111678887287366
SPX,-0.0020636773393685596,0.011414858530993482,,-0.02464031953855309,-0.03134838241374597,0.02086900194912126,,-0.03297603311356689,,-0.0416549404674619,-0.029681183074977073,0.0029913516380063393,-0.0007490631246730935,0.00824743871592032
MFGE8,0.029097267611024467,0.02962177723438242,-0.01658689631297092,0.03098419148179611,0.01727439760393026,-0.004475986672080998,-0.032350106488409976,0.12001937345782002,0.026845782620296802,0.019750794198996637,0.18665432943337776,0.06256264497193093,0.019383269405445873,-0.032248092704539925
TGFA,0.006990901740532382,0.09372438189837816,-0.05682267246748462,0.005178094958600388,0.08265479692318294,-0.01311871281634786,0.05891109405613825,0.10338136696427623,0.02502085258176223,0.023600637418979574,-0.08302842269801287,0.023781366776791917,0.02801613981573858,0.06707455219402443
SLIT2,0.07002134990282219,-0.02794174281622845,-0.01668555819108572,0.0008043100251131437,-0.013565200470466776,0.055436969768567976,0.002573741567005806,0.15450175119874038,-0.05723695835893036,0.05555220592867094,0.04567074093475313,-0.04750548150499834,0.014265099192650581,0.04986099321107343
PLTP,-0.00028070322544742027,0.017822163398809168,-0.11118770764458143,-0.049372936825631854,0.04614924605729952,0.02696019415985182,-0.018889463469712327,0.033501786809850234,0.03657969301343967,-0.0022135262983957685,0.12008774542466578,0.05085294977950072,0.010866237494403283,-0.04822983547067987
APOD,-0.00018215306158273536,0.00613304246389939,0.021893978412485603,0.00034041422079676616,-0.034335507476529206,-0.08493222887243329,0.007468561972082231,-0.12239140221118174,0.012963151058840845,-0.04793942660793294,-0.11176912211339196,0.10677702160904255,-0.016321450471796905,0.0014275118583407709
B2M,0.07990126353885904,-0.028908054255027873,-0.10312723389084882,0.030251965131841453,0.08484812873753016,0.04348612891062595,0.0005977182842830579,0.03784990058180047,0.023676628704634675,-0.029785608905857713,0.15256389851439423,0.025080174962940877,-0.011802308010798537,0.05989196506996693
OMG,-0.044370731433474,-0.04871126364742238,0.02883759323185118,-0.06549313098106514,-0.05622443801863677,-0.06165323439245331,0.015951567834165462,-0.10910664169999613,-0.038459959432096805,-0.0809195626618326,-0.11456353159997895,0.03836106256235537,0.029731560025737465,0.06320451686958493
CXCL3,0.029892883106155992,-0.034109248608189285,0.015895422891194652,0.07338323145789802,,-0.02735103039710354,-0.024433472065004482,0.1877357508372423,,,-0.026590505245908374,-0.049221872637062195,-0.055471081079222176,0.018785620715172473
CXCL10,0.00034508145000830044,-0.017075380083004667,,-0.02661107325141959,-0.019220951316048465,-0.012845731078869951,0.003891742295116852,0.008942652096586238,0.02660575924984388,-0.008713248616319754,-0.035823082457535405,0.14738841411533662,4.8008594630192496e-05,0.04323915251784427
RSPO3,0.0011102004234849897,,-0.021001799788744096,-0.015569313435859202,0.009881519963430223,-0.018266055210948214,,,,,,-0.06146633530812898,-0.013831187056314793,0.03497097975469623
CORT,0.06073277392715324,0.047522398398992284,0.0713895834237556,0.0013688957808348562,-0.03235202849558296,0.00571867760534788,,,,,,0.037523331134017665,,
NCAN,-0.009312033239863793,-0.0026687095608592584,-0.01175641220609825,-0.06925453155549298,-0.0022703054410056233,0.027711266324637784,,-0.09169098328844877,-0.008157973567163454,0.15805737448333568,0.1140707425886792,0.05874324349981212,0.012176668934510072,-0.03111589593623268
PRG4,-0.01966750806822533,,0.06465241113028128,-0.015366240934903092,,,,,,,,0.08825327336623152,-0.03133136623655094,0.018185654891281166
ZG16B,0.05582124147446732,0.062451330280673054,,-0.01783440189224265,,,-0.00544848484139804,,,-0.03549045669062308,,,0.07653078054528062,-0.02247804011746906
TGM2,0.02938286341375929,-0.03737871178749532,-0.025390893679238854,0.0027268343436053595,0.04198011163476782,-0.015486380179692096,0.00928407349217803,-0.012548657156425594,0.1123369395730535,-0.007121211743633112,0.04794471523029573,0.07093668873224507,0.017699351244950156,0.021133985267355965
VEGFC,-0.024971814194439407,-0.012870511480444996,-0.03122789412459155,0.08176790685649751,-0.015900253338517887,0.037271694065248606,0.0014226413108843075,-0.042430678508625794,-0.03478234825212837,-0.04600268038375289,-0.005929251122471972,0.12622217828538912,-0.04590047009929532,0.03004187207810822
WNT6,-0.004812415434909057,0.05390513835945844,-0.03527898346663372,-0.0069400536568585535,-0.014423121888289332,,-0.010693139065104404,,,0.09356604967478661,,-0.006449026848348089,-0.020828091566121063,-0.02322655934001187
NRG4,-0.012045148874126945,,-0.01574197790253031,0.04309923637475865,0.06435287245129015,0.055622456553752,,,0.0009697616144988483,,0.1131246506162123,-0.023170830464972494,-0.013831188606460874,-0.03492918278258384
PMCH,-0.01388268229828306,,,-0.025912636818589362,,,,,,,,-0.01334080751287229,0.026173400937940097,0.0009848645087472854
COL9A1,0.03423353851820743,-0.015627844119789874,-0.004462357889432577,0.009968104627298534,0.1049037453711328,0.07042435977766698,,0.06274256948615242,0.08478614721878353,0.027254205949377608,0.10152394793156325,0.054814831778560516,0.03649384498693087,-0.03356098338136676
GDF11,0.01368132178872997,0.03154938846409369,0.08960335240857205,0.0530601927810213,0.07522622754806214,-0.015342126806469477,0.006060154047454698,0.07595063133865158,-0.10069804769674914,0.018322426589408643,0.02365549379074723,-0.004699815662273808,0.029029278282046118,0.038507205160918906
RAET1E,,,,,,,,,,,,,0.06666796654306657,
IL24,,,,,,,-0.01453431534294215,,,,,,,0.013586464108037252
SORBS1,0.02837563825768661,-0.03734502526615667,0.04710364829366695,-0.010973269477413403,0.03226582569783407,0.06614637161409914,0.008159357534945313,-0.001038381869899735,0.05784500475166812,0.10558458768506047,-0.04133651438486941,-0.0026950617358927243,-0.015503959056035257,-0.03949706338398817
DLL1,0.014482904245508608,0.0214454754454824,0.08183567369257251,-0.05227946317125224,0.05343814171855653,-0.001989289859972709,0.0669449594810302,0.25640015692699974,-0.014502787894344163,0.04515615538311718,-0.014079406857885588,-0.006896489537993648,0.06753561811167735,0.125615089666298
TLN1,0.03654299727581301,0.07079606889691986,-0.025283843762293364,-0.03991373294834855,0.08904806100973364,0.021727177267841333,-0.0049717552472236404,0.05912904767424276,0.005513467483754206,0.007990979626004558,0.0503888901316222,-0.005086759985276162,-0.018865164733974652,0.004412452892295989
COL2A1,0.012332238078663403,,,,-0.015625657568857487,,,,,,,-0.028104560274360296,0.04395271990846468,0.03313188949109105
SHH,,,,0.055432032857946206,0.0678457503583248,-0.029355205929385342,,-0.023527103931725524,,,-0.004263302095422396,-0.02740678549596378,-0.048185570075504044,-0.007569581779499031
PON2,-0.029170873556408242,-0.09210358829548632,-0.0231738915842899,-0.06609314996641322,0.021970229708673607,0.04949876845826381,0.04153069069912672,0.08363013494043704,0.12030802093286264,0.08522442668237461,0.024177440533501335,0.03296268927485282,0.06389636327872723,-0.07100312457531507
ICAM5,-0.03524749492511576,-0.009858033068354734,-0.02244884798632723,-0.0014934530367957178,-0.0048273380299193305,-0.04187037960667496,-0.013758515284885956,,,,,-0.06269609477574549,-0.0014725330721034272,0.031974259476063145
HPX,-0.011735121363538745,,-0.021001805310046896,-0.031236597605176587,0.03577785568987608,0.022567241512148825,-0.02731905778018982,0.08806389472814082,-0.029828132940227327,-0.019535439724315727,-0.03775983551893227,-0.03692796309843008,-0.018850558183028006,0.027232401148575912
SFRP2,-0.017387020098744675,,,0.11060753061904413,0.015042802234981932,-0.02790153922313197,-0.014344085419506634,-0.08171378678838068,,-0.03259803179854457,-0.025385840945588548,0.007305385825021063,0.039041959840228666,0.04236373069477198
CFC1,,,,,0.03725154517916934,,,,,,,,,0.03720871571891076
CD70,0.05813088918043332,,,0.10795419146856576,,,-0.03538295922663416,,0.006478814523717897,,,-0.022508042077934835,-0.021101977324725397,-0.06136069201939533
HP,0.09860819560421971,,-0.06926913706823165,0.020064519440391324,,0.024048035422125257,,-0.024492094494653283,-0.0036431563646446906,0.04735097886581983,0.05432560081749772,0.032881222980211365,-0.001070043065613356,0.05235001290977775
CXCL2,-0.033706629300282634,0.00486041611679558,0.018317311307852316,0.057541409067888766,0.09204852768775058,-0.0355315387271366,-0.010612564115781964,-0.04601079714821661,0.12220772763390168,,-0.008940364872901438,-0.037979285831022024,-0.07366238261715523,-0.05303558919873963
NPPB,0.06561475976989296,,0.06283933807150704,0.07145822433588961,,,,,,,,-0.019939215662567965,-0.014030200458730893,
CCK,0.014654546112338608,-0.07365627308726269,0.008435267017005057,0.020823123480852346,-0.07097948567784353,-0.05611765340068568,,-0.026376971673970087,,-0.008450001347828784,-0.01153849823109919,0.02401654197963971,-0.01820095752345159,0.07905063835237762
SEMA6A,-0.01591254373190735,-0.0002459318430754493,0.06776289281617372,-0.09442091366916217,-0.013036143316679063,-0.0027950277676329206,0.057523375417568426,-0.041703743470771215,0.1014672290106413,-0.03763397048590508,0.025229256710816973,-0.0046907629279835175,-0.07907960466385407,0.031741967387592426
IRAK4,0.0409441716951918,0.0530812367928625,-0.00633934407318923,-0.017616220574133104,0.015078644596289879,0.04436167530918992,0.03753914858418985,0.07541943197473308,-0.039078296779667065,0.10329937147273024,0.07056794602731851,0.008053130651066423,0.04042277581173411,0.04246209509867793
GSTP1,0.04316268090987339,-0.03862296822953105,-0.02603485608639001,0.009488875275616843,0.030285174664579712,0.021990230491961648,-0.07834751989476578,0.02234900671439104,-0.027483554234399517,-0.03181559690736198,-0.021100837842258444,0.030995542493017673,0.06950953631000406,-0.09422742522123975
VCAM1,0.011972587502913233,0.07529564122865404,0.01270759876669427,0.0512966790241981,-0.00023355821230213952,0.03380476851989849,0.011937908442854963,0.01841966022567152,0.010262159431077698,0.016649120753432268,0.004331321053289157,0.02641671910128494,0.06108463825156,-0.019218522077540226
NXPH3,0.04619945832402816,-0.02219976954132015,0.09739980009089783,0.03509372111367034,0.07071856199639404,-0.027438784982961203,0.027093565998677224,0.08720135308089239,0.08680436995756395,0.06265868533342976,0.01242588139171292,-0.04754983993033661,0.058964565664804,0.029778046539058748
MTMR4,-0.012913632233631747,0.02540574788647484,0.04996853870229235,-0.028521962825372657,0.06856917432864176,-0.010192816992552728,-0.010479279489183816,0.016256563690276404,0.03592563988379772,-0.050570313184375,0.03492802759600637,-0.0607520628715214,0.027586557265277794,0.0008081618964923331
LAMC2,-0.01324250181078162,,,0.0875474197476888,0.05528601946541499,,0.015899067679046485,,-0.054856266499645166,,0.1227076028707267,-0.01294933456124244,-0.02673183440765287,-0.033635503846013354
IL10,0.05800178447990722,0.07227627984186155,-0.021916061590010624,0.02004032480226354,,,-0.03429355447869556,-0.048289549679267595,-0.05307711793743303,-0.012476269869532323,-0.026265583961333428,0.01408408268626065,0.0310408614667647,0.0006564324149112304
SEMA4D,0.057836432049754125,0.04615080934438268,-0.03984979920034306,0.002961324015874777,0.042731633091002474,0.03677667843680042,0.06538818608880353,-0.053012379551633515,-0.015238975572742583,0.027709114597575864,-0.06928124264789101,0.028918609190240176,0.021801713152883408,0.06886218478398139
TRH,-0.013492817266028878,,-0.016220166088930545,0.011811139494078459,-0.013683539457948318,,,-0.09154904846649052,,,0.15735189842975622,0.0017842027934595643,-0.015714765399702884,0.023787633709225747
SEMA6D,0.005657833489820561,0.021085977210475393,-0.06598782076242135,0.002495036751373579,0.06095443411294058,0.00879920598113935,0.11869588036073356,0.05385095106737869,0.015133884967553258,0.05999208805768701,-0.04345522914940128,0.006177726464325228,0.013638331470434141,-0.036929389859279925
CEL,,,-0.017799682860810812,,,,,,0.018174860805200723,0.028798808476360026,0.04298691470056622,0.06729295830008757,0.04683617507453209,0.01881742513659619
PDCD1LG2,-0.007690649854064517,-0.011744429296359582,-0.02191605023330227,0.013427077129312707,-0.01387788501609002,-0.0032482173297336036,-0.03090834624492996,-0.04893623855117349,-0.010179729734065128,0.05399411666916995,0.0267484780641834,0.029051543840540265,0.025412875012198882,0.013706876021154944
