,UKF255,ZH8811Abulk,ZH8811Bbulk
BMP1,0.1285787359551403,-0.004295048309630067,-0.02725831844950032
NDP,0.08877232507567143,0.05131626778182869,0.09587600954297107
RTN4,0.08258537531046067,-0.012876917977225595,-0.06100058445242408
HEBP1,0.022069492531059873,-0.006679792207415391,0.04432778905160733
WNT7B,-0.05677400865894155,0.010309151202921297,0.04898163153906733
PTMA,0.11817413910684017,0.012715406705318824,-0.001429139430820266
CEACAM1,,0.015598257064519247,0.03406776006996198
PDAP1,0.061492327113292944,-0.000426136413380669,-0.04198093674621012
QDPR,0.07851533116522597,-0.024936172267252497,0.06467483182411385
POMC,,0.14739895298781513,0.08607818046787084
CCL18,,0.02207878245925544,0.025216125391301906
CCL17,,-0.016601529277293303,-0.03923950212339755
VEGFD,,,-0.02718240085047476
TNFSF13,,-0.002850345459114798,-0.0030762337100510976
WNT5A,0.12945920547642545,0.0651388847526241,0.04689951255742174
CXCL8,-0.18051323142932002,-0.03455550681185234,-0.18018401304085083
GRN,0.11818768528454421,0.04914606869043267,-0.06713504015365934
MIA,0.004949220403671172,0.058542677728314216,0.17195355252386554
COL4A4,0.009231976851090501,0.05735506545314311,-0.043523273972250934
TAC1,0.1046228168122014,,
RARRES2,-0.06387389549078967,-0.03512296415209152,-0.10591860923926383
FGF7,0.0295563048870716,-0.0062464630980559,0.08207608880721053
EFNA2,,,-0.025835052878466273
HBEGF,0.0025412291505220647,0.007544970498978034,0.03834832198560909
CSF3,-0.05168955122936092,-0.035156397075340975,-0.09339964663427282
PI3,-0.08480215601148544,-0.048092409168341864,-0.18506806081526203
PCSK1N,0.1360519867545108,0.01837403515203097,0.032927726309518526
NTS,,-0.03872963964841726,0.0631594206809457
SFRP1,,0.006896028170124784,0.008484686892674771
CXCL13,0.05161834115176983,0.009540427894817518,-0.014704959226382465
MICA,0.015735702119449618,0.007981973293112208,0.016316789098886543
TG,,-0.02205928178932387,0.056045489066589176
ADA,0.050750310683147414,-0.020807392666548866,-0.02374325427101382
LAMC3,0.014541756885046421,-0.003549431668179049,0.05175760021421903
CCL7,,0.011767462304141054,
NGF,,0.017048736924681902,0.007892933707243635
TNFSF15,,-0.024257025088197597,
HMGB1,0.14895951586536615,-0.027721293359728262,-0.10097832982047086
ITGB3BP,0.00879247070836716,0.010479263839535171,-0.013199927466104978
AANAT,,-0.02182841702963943,0.06052608757126564
RELN,-0.013059354774217647,,
IL15,,-0.00734066280640709,0.07532695755082025
UTS2,,-0.01858849466993679,
BSG,0.027145925996644588,0.022307465923383663,-0.014794930989384017
ADAMTS3,,-0.010687155338039912,0.13061891849231239
CD34,-0.06078663190702668,0.07137607088937013,0.09190701068914868
PLAT,0.17929659334913997,-0.014132474075335199,0.14888634324430833
NTF3,,-0.048862996160390276,0.19888769587613064
CKLF,0.006915374477941746,0.015644258962880724,0.08550789621211927
CD24,0.014261633875083534,-0.0028027876687546005,0.06781101599061785
HSP90AA1,-0.11220399067564345,-0.06718586597117826,-0.19269791669366101
BMP4,-0.03593489074939194,0.03347437669427369,0.07384983868244523
SCGB3A1,-0.025500823461770104,0.02131001722225672,0.0056190991494150765
IGFBP4,-0.013060094497888457,0.029550711135122344,-0.05759629273469557
LEFTY2,0.027255840747505772,0.00033681564470362883,0.024426862353109473
PF4,,,-0.023679614607149953
ANGPTL2,0.10483657559940646,-0.006569393856087579,0.12490016970411348
LRIG2,0.12721347766526053,-0.005242029714386267,0.04556167698866044
ICOSLG,0.07954807007952881,-0.03157428528926499,0.09226489861505416
WIF1,-0.0895958342114146,,
NPPC,0.002077564792610111,0.011813883769780811,0.06734044700625802
LYZ,0.007598953948530999,0.012668956852128408,0.09421408356697854
EREG,-0.022949972612879146,0.04429274980740705,-0.016185803007034292
SPTAN1,0.16642598648175905,-0.02349625909140562,0.14316475622010505
COL8A1,-0.039683480023175156,0.049158588509649756,0.07371141876867918
GSTM2,0.026666798026885097,-0.043253104652674075,0.07582507930059569
SPX,,0.04659594171359667,0.11116739225448603
MFGE8,-0.0033411529763654507,0.0056833977624087114,0.0303724102687092
TGFA,0.005702991880971226,-0.03045561865665105,0.08826768253611868
SLIT2,-0.04106643480489793,0.02450318801436455,0.05219960211714969
PLTP,0.0635260812563117,0.03235090253555826,-0.09667726158235825
APOD,0.18285461821752297,0.0680909822007885,0.20591191368691092
B2M,0.079034277590556,0.009968153438275866,0.01860229043376092
OMG,0.12863302745934038,0.028778856057738642,0.15318287125435695
CXCL3,-0.04569963558488697,0.013868121417394305,-0.041221160161684804
CXCL10,,-0.025693718394527682,0.055851327924782826
RSPO3,0.1369041534097527,-0.030559507605109754,0.08401887931648795
CORT,0.05567064925437735,-0.028371911593830942,0.041773842490644614
NCAN,0.0374704967651953,0.008377371436211166,0.18382093170558875
PRG4,-0.001907535879352871,-0.027252528479742563,0.07812715324020113
TGM2,-0.07657924463042015,0.07021572160681196,-0.03385684615212437
VEGFC,-0.022439376112253162,-0.032021531784501546,-0.017272532506090496
WNT6,0.013252596012463529,-0.037144143499565,0.018672999184105973
NRG4,0.09635801673637617,,
PMCH,,-0.025290703752624585,-0.03476698263022524
COL9A1,0.016486728917222034,0.011687740034194065,0.11358384979608238
GDF11,0.1704136704358597,0.004620864419508804,0.015296043272705126
IL24,,-0.01885613928963118,-0.02330205519139767
SORBS1,0.0751372545409966,0.06947187488727938,0.07398189867510804
DLL1,0.05539114913309573,0.039441504097926385,0.1868658687770168
TLN1,-0.011883889215623531,-0.0344724029281873,-0.08538281052867241
COL2A1,,0.058945601003457936,-0.01232571507377435
SHH,,0.036426056501868115,0.07931893833007003
PON2,0.19646623316742792,0.1118774272467678,0.15320868137253438
ICAM5,-0.034034068145490454,-0.027229178363668723,0.04767952328622139
HPX,0.03669183321169449,0.13629217491040976,0.09953912673221357
SFRP2,,0.02847630529985447,0.015970183411077137
CD70,,-0.058801592217151505,-0.05060348846074973
HP,0.15813160308900728,0.02429759475870581,-0.06095818884364137
CXCL2,-0.05193782596509561,0.0013470192954790753,-0.035812830582848586
NPPB,-0.11060697230698333,-0.002243743331803718,0.01298624982582197
CCK,0.025329085296903593,-0.025357796960424492,0.13089553780656088
SEMA6A,0.2028082889561605,0.051827912234603035,0.04052886298869658
IRAK4,0.08016635695887413,0.028787455098816164,0.05825623145537899
GSTP1,0.0635605802915795,0.014653170673158534,0.13517031277905242
VCAM1,-0.05710543480366804,0.01297279325967057,0.03921579188520038
NXPH3,-0.005022622498860343,0.00921871586080351,0.029207900684807785
MTMR4,0.09305870746893263,0.007168352197609404,0.015616474634832806
LAMC2,,-0.02318190315198486,-0.0172694965951456
IL10,-0.03322057071475129,-0.04412397525115027,0.0452299150884297
SEMA4D,0.2119744228556648,0.026161419113040804,0.17749458210357444
TRH,-0.039921013464898604,-0.030203781097986326,0.04396198373427673
SEMA6D,0.17946820876897107,-0.020147074162246197,-0.0048353800433987015
CEL,0.048746154260920216,-0.013739823336073634,0.0501961511927627
PDCD1LG2,0.06028565284403725,-0.029833062917792846,0.03762513111619973
SPINT1,0.06501497311929354,-0.028704243090470448,0.09650593703965135
