,UKF304,ZH881inf,ZH916inf
AGRN,0.004589585324378062,0.0018847862005191701,0.12525743927149458
COL4A6,,-0.05564025715582529,
FST,-0.031179998298682746,-0.05752678846157617,
MEGF10,-0.07140409676527483,-0.013048608762044304,0.005406474797252823
C1QB,-0.11409105586543725,-0.05902774690072706,-0.07271205055067366
HLA-B,-0.08255921542825166,-0.10706953119057336,0.00981244230078131
PDGFA,-0.02010322006147263,-0.058236879180636573,-0.036171289564962725
LAMA3,0.040994759486658164,,
DKK1,-0.03275553145531757,,-0.004853643300875923
INHBA,0.06406356703616815,0.013793745046715303,0.0056984497765066745
IL7,-0.022882912299065094,,
FABP5,0.0007211033639175828,-0.03045670957183557,-0.05213908725733433
CCL4,-0.10798258208354836,-0.04202131792218923,-0.12154583234481099
FBN1,0.01950545240847745,0.01614792521849945,0.06710276599679448
TCTN1,0.024970835109880112,0.03730384189819283,-0.007777484243730064
BMP7,0.01267853568301657,-0.06539029346149479,0.06766320439112536
NLGN2,0.04160324484447153,0.009039707639605234,-0.018563202984748138
NPNT,0.005758655164482448,-0.04339535010599427,-0.11565522427856509
KITLG,0.02992248767107013,0.001007626739337445,-0.013709784889202322
MADCAM1,0.005649756302200002,,
F12,0.08283958749943462,0.01655639664904018,-0.02062523253345125
S100B,-0.0803523853257243,-0.04653525013710933,-0.1309396284271906
CD99,-0.10363220364674469,-0.06807663606496445,-0.08760252981673415
PDGFB,0.05016870356972383,-0.04745523306642602,-0.04173870076170114
CLEC2D,0.023135407002672033,-0.10311262511970505,0.013773596590484917
F8,0.011017454783043333,0.04406027361479665,-0.039878663606984256
C3,-0.11526959860777125,-0.018259107924351647,-0.11451160839053298
DLK2,0.028948737677676924,0.13406282869230002,0.0714464755763734
TSLP,-0.022882922717791708,,-0.06541510718556721
OSM,-0.08347535881887665,-0.08874737359521592,0.035412370461649495
SLPI,-0.0622435548682721,,
AFDN,0.09205689076613834,0.021130350575248147,0.08096710638037168
ULBP2,-0.019264375132909642,,
TDGF1,-0.028890271577675788,,
ANGPTL1,0.06490572165486506,,-0.029952065460127953
LTBP1,-0.029788363780030407,-0.028940202304534274,0.021319806779192235
NTN4,0.04594818985604342,0.028606386291444668,0.04767282654212918
APP,0.09827557150106625,-0.0039248198208558195,-0.029589822415573494
RIMS2,0.09840087532051074,0.047507605438497656,0.13151764902576998
WNT7A,0.008593781221721837,0.01627429207406694,0.03378574378323651
GPI,0.11675621765387117,0.030109235842707062,0.0577345587329782
IL1B,-0.09766675264370822,0.06367397637316616,-0.05260760115646449
HAS2,-0.040112584838722445,-0.0291247212046412,
IL11,0.11710390730454154,0.04870170760244899,
SEMA4B,0.03544247278933924,0.04799490037641321,-0.010277243468020537
FGF12,0.13227051965924705,0.007239140227970882,-0.02745203981451624
CP,-0.08795849246474652,0.04740678770713905,-0.14459548542065204
NLGN3,-0.01442229370635001,-0.08204610054768673,-0.01297834775459644
GZMB,-0.025378878129062452,,
PROC,-0.01942855852915931,-0.04265801021430569,
AGT,0.04493645243177744,0.02021216836068098,-0.09109997739408106
PTHLH,0.014143439331575433,0.027806799044707158,-0.056674855939954714
COL1A1,-0.01195465229239685,-0.07565775696850022,-0.048058463219554225
LAMB2,-0.0695307920925494,-0.02083233969184519,0.048361614305938654
DSC2,-0.06590009626284203,-0.003336301037542167,0.05837713112347163
WNT5B,0.005455558279127192,,-0.04394970375375953
LEFTY1,0.051476325984209544,0.044787003651436404,
FGL1,-0.0404724261673978,,-0.02188114889299681
CXCL5,0.03136752947292832,,-0.04394975330929669
S100A1,-0.03856847791210188,-0.0011242829450830954,0.01698931705157195
NPTX1,0.14834647924661207,0.1371108061679302,0.10748974777938848
TGS1,-0.06708420475008084,0.05036007431871683,0.03471264098141043
SST,-0.0052728817439728235,-0.028641310702689698,-0.028241922342923928
IL34,0.11720197707673005,0.031008991036618912,-0.005607565447844737
DHH,-0.023173216195957927,,
TF,-0.13005336068081003,-0.04897210824310012,-0.03339545768808822
IL33,-0.06629327288981957,-0.08183524908564357,0.027982770038335332
RBP4,0.058614028620220776,-0.00914281719882035,0.07256833054631547
CCL19,-0.04544495437148468,,
CCL20,-0.04153747077779657,,
NAMPT,-0.030928838992855846,-0.043674468481571076,-0.05267022256801006
