,UKF248,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,0.042389767977843364,
BMP1,0.06111948824199325,-0.03849346466244804,-0.01588170569985622,0.027665465171688414,0.023970436167665077,0.05808974870531912,0.07340552353834404,-0.0034202060622067834,0.05245635018524521,0.02575977485080047,0.030482820755271693,0.1062588632214937,0.07964800910483685,0.1017981367257276
NDP,0.046063514836585794,-0.027428314802765388,0.03542208742497282,-0.01610942218606188,0.032424482300494495,-0.050076049941478,-0.005344025607254899,-0.07730629421210475,-0.038516116406207994,0.04851682407522019,0.09121792562936866,-0.06272626284823017,0.01961152961482324,0.05842551118555806
TNFSF18,-0.02723213112352285,,,-0.012224650622596218,,,,-0.06672023754768595,,,,,0.022403047600567917,-0.003046548094133656
RTN4,0.028211587521521628,-0.01790691297131917,-0.03220685385924416,-0.04007943940590172,-0.041759137445831304,-0.16192207613264853,-0.02006948046159967,-0.014046939362745342,-0.016497277470366677,0.008136215469331576,-0.011996711643607641,-0.016308110764814948,-0.074317263242852,0.01678783331019107
HEBP1,0.032149761870225016,0.030955305135512194,-0.02423170156086616,0.011396429694366148,0.06914514614216816,0.08070347616200554,0.04412417991743842,0.02124933799084983,-0.003538630436971372,-0.009813726842803192,0.07746739947402302,0.010390650478947149,0.03880769059763812,0.011715020989055771
WNT7B,0.03530485595993135,-0.0006128879770880013,-0.03464363938291701,-0.035040823045503794,-0.013874671143869062,,0.03107284263256764,,-0.028016755129261342,0.0012144191393389644,0.07486103024200018,0.011980385676326194,-0.025665864221016774,0.036640480981102716
PTMA,0.031078194453496008,-0.08102298877445106,-0.014535913077829265,0.00838578598261266,0.03408589808061016,0.21175197730180373,0.08863668545973226,0.04044383809718279,-0.0049558360835850355,-0.08201663388425667,-0.03632331466439289,0.032364598498780324,0.025716633790958274,-0.009051108893330781
FASLG,,,,,,,,,,,,,-0.006179809607856258,
CEACAM1,0.04252006920679061,0.019713965537452156,0.024711031082620398,-0.019226463101469988,,,,-0.046915650379249864,-0.025125874754044764,-0.040785180392246885,-0.010917599634292185,0.039899652637104516,0.05922753029942343,
PDAP1,-0.07573190698018449,-0.013428747175412948,-0.04825628484728171,-0.0246276352607451,0.009383807034687915,0.08087005359898604,0.027658099206089477,-0.0036700899532873033,-0.01953839882195811,-0.013394538379131838,-0.08403683105780343,0.023455496325239567,-0.0029456105978346307,0.00383259426869043
QDPR,-0.035793497165172494,0.032808348550511825,0.009707537460755663,-0.07695849507395555,-0.02324060852190993,0.055562513650495485,0.059241440346185566,0.04991941197197497,-0.08708837944584875,-0.0031748815327685333,0.06198840119775963,-0.008555625072505402,0.009203064326622523,-0.06449570093193523
POMC,-0.03264710906436454,0.04688233660370372,0.03223180209542769,-0.014184517879860761,8.877492682943881e-05,-0.0499500300113625,0.031787691807945676,-0.024851308879134112,0.04488634292911806,0.08646851394619066,0.10375273466030886,0.052513767187078855,0.09238672327721258,-0.031931012843685054
CCL18,-0.021629328775557188,,,,,0.12406425669273476,0.10044730975271975,,0.14202379912439622,0.07501716338860719,0.03681012302059419,-0.051386371169209605,,
CCL17,,0.012945367483111718,,-0.015246519392747496,0.016214996337365423,,,,,-0.0289351114300788,0.028654966415849973,,-0.029993308258609606,
VEGFD,0.009919494730489918,-0.02678838923075221,0.044710882338249346,-0.01624387684461991,-0.01259656901184857,0.004336585898863741,0.09166311868470346,0.03278248516292521,,,0.009422447557721677,,,
TNFSF13,0.026570828118492446,-0.016585457649969645,,,,,,,,0.04850908413879292,0.041790687537318176,0.034657390482211135,0.02580253971631505,0.04716217854372766
WNT5A,0.04739134761146419,-0.05201557518869288,-0.034018054417748814,0.014292080926011877,0.060786119685159117,0.023121940618434287,0.0011000119023555006,0.03627349401356525,0.06923020185804932,0.036318180920729054,0.034858395936224765,0.029082666212970017,0.028691000164541434,0.007571921890096211
