,UKF243,UKF266,UKF296,UKF304,ZH881T1,ZH881inf,ZH916bulk
CLEC2B,-0.01591449288511009,0.0828899540955361,0.03841728975343686,-0.08410061650683152,0.021893400248276844,-0.06360035547227616,-0.01573560409427511
NTNG1,0.07091025080153697,-0.009161271435385539,0.025936047099895804,-0.02718528434068976,0.014539682309647223,0.060330424584797954,-0.058656191021538746
LRIG1,-0.03491665255073883,0.02692785872553205,-0.05627270852029922,-0.015695282636291906,-0.0327562360177082,0.011336218479342654,0.05517320052726428
CPAMD8,,0.0750240328640159,-0.021267678124413412,-0.04323569277277308,,0.07090590748941572,-0.01902169802615698
GHRL,,0.007242876342909937,-0.010478995681454065,0.10365017686772283,-0.02428451519484014,,-0.016767824731663078
NPY,0.1304115017885851,-0.04737573821622673,0.00010417601650126409,-0.014532081532472072,-0.022008592850520876,-0.012341104686200786,0.09289151043235197
MMP2,-0.0031678406595130864,-0.0027947707465857305,-0.008877763721289783,0.013225964669087415,0.02279149429790527,0.09225906966672107,-0.05164811377509408
PPY,,,,,-0.032675835798349935,,-0.03405117091492132
ALKAL2,-0.022551137050986266,0.007903464918279594,-0.027862430306891513,-0.03684027271673563,0.03232576519962609,,0.024017777499162597
CSF1,-0.08829777270958591,-0.020097297194389283,-0.03178299284877766,-0.07023609423143617,-0.07543277352248533,0.041374430627268005,-0.05153554805831853
SEMA4C,0.08134404903076237,-0.08155605378425629,-0.0061127709208175195,0.04035159284082979,-0.015624081158276555,-0.028480216110747702,-0.007778804890793156
ICAM2,0.10170792055797839,0.018421948121767312,-0.018633217499537558,-0.04461108962604268,0.015509934810654732,0.015982661370504737,0.03246742380311561
SYTL3,-0.042149515683742915,-0.03140192698430368,-0.023607317280751456,-0.054535727960909094,0.11596673728331197,0.03802428245943767,-0.04916794346874094
IL1A,0.04724126037671239,-0.020482333757971594,-0.029538840162644495,0.05041580142266893,0.0399357492406942,-0.05613143453100588,-0.03014069187403469
HLA-G,-0.006244316831688544,0.02571360914003215,,,0.04486581156251538,,
PGF,-0.08745263200527854,-0.051265687716205606,0.08798851497567847,0.01571364811167532,-0.027278578228449143,-0.04720628054722611,0.04070231728421652
LGALS8,0.009420681336804723,-0.009202387090007659,0.017654471743443846,-0.027820091890246857,-0.015036055334165162,0.022136306133321244,0.0016346613589892133
DKK3,0.15115396945239043,0.05961286171291802,0.011805177880640045,0.1428801650929223,-0.026250111311538624,0.08053889310106448,0.08863884875815219
COL16A1,-0.04145435148927778,-0.03070801798894504,0.00705536085024887,0.04531766530720073,0.018135628858423788,0.11949534496900349,-0.03310151605800991
TPH1,0.027306800057958512,-0.018690900461735563,,,-0.022842772796513172,,-0.03960348625786844
TNC,-0.09391339645249745,-0.04613186786075349,-0.04457770923133906,-0.07603803578063924,-0.07080513005544382,0.053031618814074394,-0.13096543593225485
TNFSF9,0.16947282518340204,-0.003374116885271236,-0.017503087431773638,0.01724385630391857,0.009772565667365724,-0.07070152129958186,-0.04755999812309343
C4A,,,,0.04547530244452943,-0.022687222035175845,0.07780823571358984,
CNTN2,0.024543436594097565,-0.0758115525076084,-0.020037922332676993,-0.0848039355489913,0.001503310451062744,-0.031230647808298886,0.11976862817423482
F7,,-0.016233100386812572,,,-0.006208928259272003,,-0.02351189369099352
LUM,-0.04108589331511829,-0.0003207815395978014,-0.014092374136902792,0.017269930738714415,0.008958401686565524,0.05637607120413829,-0.0037708470423917207
BTC,,,0.01156785070159136,-0.028109592589096923,-0.0217257311705644,,-0.04790142748291513
APOC1,0.0337234117042287,-0.02526737994619126,-0.014050988732363753,-0.09564138957850134,0.07640996408171784,0.05589426967855529,-0.027225788133956555
PKM,-0.08952640849773158,-0.021950667823593988,0.040059503553156094,0.12327137085365544,-0.04247728606912694,0.023584299027852394,-0.10474270377441364
TNF,0.020767163341459297,-0.029625753704423753,0.003291792849705,0.005129740645402797,,,-0.018299111898496378
GNAS,0.09973161531405916,0.027950474333090905,-0.0021681480018825054,0.09276024730103762,0.03747911089914803,0.09376925291997636,0.06401155700688368
BMP8B,0.02042721123446137,-0.04300213711788114,-0.010172362432601934,-0.05419459422984888,-0.025467719596060433,-0.00853187546285271,0.050280030583836455
