,UKF243,UKF266,UKF296,UKF304,ZH881T1,ZH881inf,ZH916bulk
BMP1,-0.039979638151543054,-0.07592211656946264,-0.011321684649461055,-0.019891148544795373,-0.053547866061157134,-0.04536405030895391,0.0025526125918506823
NDP,0.03647481270761601,-0.0060707675926079,0.03172053808680908,-0.01363531039717695,0.027708919281970553,0.01711644042166131,-0.0335382239068038
TNFSF18,-0.018058823559422534,-0.01790742935438791,,,,-0.0026038690453986757,-0.024659552715890088
RTN4,0.11781294233968903,0.015795544524155675,-0.014949466254151797,0.09972121258428727,0.05958366380355104,-0.008715065634979834,0.013253628668647913
HEBP1,-0.048504537553872275,-0.05335355799094775,-0.02570409703949166,-0.061304505098318224,0.024433121160563138,0.09608612102740437,-0.03884219956699226
WNT7B,0.2240096174320965,-0.070481955294739,-0.012031754182226182,,0.19517332106347896,0.026292854189184495,0.002179213013834654
PTMA,-0.027598823484574795,-0.07277950057511814,-0.021005015651552227,-0.09056706946251405,-0.014738355523365979,-0.014157456930774257,-0.01926187270681103
CEACAM1,,,,,0.01645188347599437,,
PDAP1,-0.04780884039500888,-0.04091064772732714,-0.00526294117793826,0.04291141852365607,0.031908406708667424,0.03895467109713986,-0.03965037165411371
QDPR,0.07916767066563778,-0.02540272304280411,-0.02685173696636789,-0.03788738949910488,-0.015948523591727454,-0.0483623765997054,0.07736087472258421
POMC,0.2736088000954364,-0.020730428132902295,0.04792360613227895,0.0565755613701829,0.17483551737682934,,-0.009122479768449184
CCL18,-0.024218367265985506,,,-0.044515586965284154,0.012123923225522033,,
CCL17,,,0.06056959586552793,,,,
VEGFD,0.01596609840979561,,-0.010923417234071206,-0.02525346754330901,,,
TNFSF13,,-0.01736647077326204,,,-0.02268722074529077,,-0.006745624047951484
WNT5A,-0.06661712565298086,-0.01146127561518643,0.00842411822823885,0.008189525781141972,0.03815867978334938,-0.040587222561598274,-0.05486234494246836
CXCL8,-0.07714206939951636,0.006520587966903413,-0.010172361094338818,-0.017536797709056272,-0.012688926196789,-0.13672496187507693,-0.07237180088558257
GRN,-0.041775163131961855,-0.03970931179315853,-0.006899267060436247,-0.05653490451224176,0.008702681346365272,0.06440330903485958,0.028214366720353334
MIA,-0.029411305298519944,-0.03140192847666993,-0.01242308665350662,,0.012404577523348847,,-0.04914131002388847
COL4A4,-0.027469149044616534,-0.016523429682858116,0.008275440540828967,,0.034916972551383936,,0.03938754019614507
TAC1,0.20858122792095127,0.021768730722782553,-0.006643568079098908,0.052880509456185644,0.03973547421067504,-0.06188857007378621,0.010783109693241883
RARRES2,-0.01690449244211363,-0.056452197023009604,-0.008174573928856663,-0.046624241148849124,0.012367448818611007,-0.0002871706198148438,-0.11907369735239845
FGF7,0.01015283686950808,-0.029981808650096208,0.02038791521806376,0.07419491109761889,0.030116670260574404,-0.07077348057226843,-0.05879316254168997
HBEGF,-0.006590874607030738,-0.05633980939925222,-0.005412763915272726,-0.05608816601723799,-0.04085927078396777,-0.035738952005861996,-0.10714630377305931
CSF3,0.05741869255029671,,,,-0.02896453362327393,0.10601715857401164,0.0014445031919720346
PI3,-0.032541277506817796,,,,-0.05635474686758537,,-0.03096708254317177
PCSK1N,0.14751565099910013,0.03147732124834759,-0.01724968206835012,0.1445858476782539,0.01697228391557063,0.11039069780088223,0.10683510586474083
NTS,,-0.02017135338442119,-0.03456324762130506,-0.02273623288704748,0.05931148021101951,,
SFRP1,0.08364770244343683,0.023765753573287147,-0.014891938990488912,0.017303618029563716,0.055664513813682565,-0.0016366793996213677,0.11319533517709063
CXCL13,,,,,0.018563442126175753,,-0.02558147704711214
MICA,0.004743210789287244,-0.04281435919047241,-0.017790024222580525,-0.04666716361740073,0.04124751278358862,0.03438939317720144,0.021655039846171703
TG,-0.021897278852229238,-0.02328305924214639,-0.010777231468832346,,0.06920051449682561,,-0.028190920088501596
ADA,0.044414667237448774,-0.027156456562859102,-0.01750309061091532,-0.06130748180592812,-0.00878983225604033,-0.04684154222729467,0.020521018637580764
LAMC3,-0.030920093860789408,-0.014429030711030605,-0.04893616496548795,-0.04000835362653842,-0.030540977911374955,-0.004006295877616925,-0.009010365373998424
CCL7,,,,,,,-0.021559922266573665
NGF,-0.015825745087027332,-0.02221828342986141,,0.0002859778902343472,-0.02463407450738052,,0.011462069395631855
TNFSF15,-0.019578421779547193,-0.026977867066062453,,,-0.017986478120365443,,-0.019306845838167032
HMGB1,0.11083845903082454,-0.03163897627019381,0.006467507108360012,-0.018531225943903943,0.0519852049224029,0.04170637821900319,-0.027936705063276522
ITGB3BP,-0.04840753431586779,-0.028455296427398954,0.001516779465856409,-0.00032631128993190853,0.01667173867372085,-0.025856450458663357,-0.06414892469586904
AANAT,0.011499102331678952,,0.08024674128771776,-0.021375416719403507,,,-0.019256969829271484
RELN,0.03745272953767705,0.04625430489647515,0.049614725378648736,-0.0318355680660702,-0.021725716332895665,-0.05400161684216661,-0.04508521275138851
IL15,-0.027830388608375778,0.00030213728498225444,-0.026701285992499903,-0.017910588717482145,-0.03515289021793106,0.16182273390200538,0.006183474807296718
BSG,-0.08152911795469145,-0.05143011587400628,-0.06808077490827348,0.08112689775061026,-0.05390031136577437,0.1057737157237046,-0.042153046925882065
ADAMTS3,-0.006653181535874857,-0.030919776627486708,-0.010306868173098683,0.07571184723562485,0.1367645370267604,-0.03621879914751094,0.05295416115109955
CD34,0.1089193467648785,-0.02287125878066037,0.04899871609215678,-0.04089458204872992,-0.03609340170409089,-0.006102820290978537,-0.0794964275968803
PLAT,0.030565597532216354,-0.013227135432658639,-0.022681125555867872,0.03395204539346646,-0.015864073303890936,0.0030332149848938984,-0.10870347253859557
NTF3,,,-0.0200538265577116,,0.06151243031234557,,
CKLF,0.0006745538987015978,-0.13079722582102504,0.005314545763194584,-0.0014884228737511503,0.0404636353985446,0.05817736365372462,-0.04473295457892502
CD24,-0.010860721524282527,-0.06273642116908736,-0.005833351937919218,-0.012339799216729869,0.0756989606319456,0.03788589641988343,-0.012828849001600418
HSP90AA1,0.0221672255192458,0.03327165313724566,0.011045568464219023,0.09795208157480591,-0.028739623706582455,0.035563203766746786,0.011932186359882717
BMP4,0.07631217472792715,-0.0769247020956904,0.013535339755929198,-0.002112556347581284,-0.042416463980534044,,-0.04194888991248676
SCGB3A1,,-0.024504488244415694,-0.010478995681454065,-0.037626715293760354,-0.01714860915676119,,0.03356224899659136
IGFBP4,-0.04547852424378799,-0.06527975018962485,-0.007138465131514083,-0.011221565895932732,-0.04519730698245624,-0.05725611443523956,-0.008405868631661399
RSPO4,-0.019332770138932254,,-0.010478994148663896,,-0.025155143699707533,,-0.024282276168750352
LEFTY2,-0.014581962110238541,-0.038775531202635084,-0.011490345244924309,0.0686825695602876,-0.03420933353568606,-0.007766696818753835,0.002443228523243637
PF4,,,,,,,-0.019021680928026113
ANGPTL2,-0.003943005708804179,-0.11528542864731782,-0.007609712400151554,-0.0048959746165265295,-0.03093662121639738,0.013947494882039505,-0.026081408446635403
LRIG2,-0.003479471320188236,0.012161214580529319,0.0511099110733251,-0.049377047150884444,-0.045910136746362705,0.16717842672825872,-0.0652631323104312
ICOSLG,-0.00926691912523518,-0.057408799576327885,-0.01988717402686549,-0.006194954897434948,-0.029288606917465234,-0.05404355196654543,-0.0375659971499604
WIF1,0.21435131627318493,0.07473602030566888,-0.019719297361689547,0.05088954441965979,-0.007630390370761896,-0.032056646519784356,-0.00320042885745771
NPPC,0.02176681128740422,0.005242846897987304,-0.014563237434216832,0.04772480741530319,0.046930839380416256,-0.03566551324322477,-0.03340114603399066
LYZ,-0.03561476542656985,-0.022114586561699325,0.012237243249958807,-0.10663137114670622,0.024823741304185007,-0.04726389987915716,0.021669294729995407
EREG,,,,-0.023388954641364954,-0.03133115559548144,,0.0011370209778658346
SPTAN1,0.10433893561061608,0.053782270172840804,-0.0011293123947921171,0.09489396112348489,0.07520786368098535,-0.01933821410201067,0.04892851247791351
PTH2,,,,,0.016451526212388136,,
LIPC,-0.0076285875182334996,0.037632378992609086,,-0.02846793200963322,,,-0.029663172789111264
COL8A1,-0.06986140523953326,-0.031999557902257024,-0.044269289563804666,-0.026587082450145696,0.019442504935565538,-0.001720277974168205,-0.1149042145116602
GSTM2,-0.038895284536845355,-0.01623310403463827,-0.030972507794703744,0.02136172928568413,-0.015295785947244882,-0.056481090800742484,-0.03325718378091702
SPX,0.14327517904490014,0.040007833588271445,0.07790829577694794,0.06876633953433776,0.022655379154580428,-0.03674327089844174,0.03837303380017388
MFGE8,-0.05457571968950341,-0.03904829896968315,-0.013676074489993913,0.0420319496223834,-0.04434360942254963,-0.05059461445203844,-0.08724512264254303
TGFA,-0.058278625068113314,-0.05444529291771309,0.0017402653848272618,-0.08853162525454951,0.0025665244465250337,-0.0745349344872317,0.04361626409692417
SLIT2,0.1363274846562706,-0.0036427889270054603,-0.034820193271349595,0.018415055694109287,-0.03762174847747479,0.03032656521071186,-0.0017854584287652485
PLTP,-0.09364794482251013,-0.008338202212906948,-0.028939025588830755,-0.12286703690708738,0.00354443839035834,0.11032136354480306,0.03486729096206193
APOD,0.05373293708580921,0.04232760240797904,-0.030717007182983695,-0.03536177244751827,-0.01367784756533963,-0.1070396521241975,0.10374208907482896
B2M,0.03126083400417304,0.009500500335169111,-0.027518560935684465,-0.11868992219073743,-0.007776309257144247,0.060681907091718994,0.07441992976121752
OMG,0.12956766682348972,-0.016201611759980788,0.01435631201752617,0.0273526737921471,0.03993250879112326,-0.03137211723832511,0.08653916839329108
CXCL3,-0.005474650368953469,,-0.011210308723994923,0.08250721334289517,-0.04653965519493185,-0.04393546725175463,-0.06236784092281534
CXCL10,-0.0187033176704002,-0.026239244254288595,0.10187903309079978,0.04933484417556461,0.04275337218965826,,-0.04405905306489869
RSPO3,,-0.007637554576216666,-0.006197508109663273,0.009995786332677838,-0.015241056286013238,0.13176125613415468,0.03343559942459336
CORT,-0.021675441536363325,-0.03512188038393084,0.027099590119733247,-0.038394274582997996,0.021301059670698858,0.005461095274265565,
NCAN,0.006454017315700654,-0.09884447728875083,-0.03815575051593806,0.1009140629261205,0.032303038835441604,-0.07276556220829686,0.037063411187938974
PRG4,0.049151590333223076,,,,0.0031825668769484687,,-0.026475588390049775
ZG16B,,,,,,,-0.016227444691620237
TGM2,-0.0056679875253949,0.0302681888276699,-0.027969686511248808,-0.06893424868448551,-0.04180953443001712,0.09721917113402301,0.09425110546840251
VEGFC,-0.021225595631935223,-0.03935276183415483,-0.00252394660010713,-0.026429416906168225,0.010835463888262481,,-0.0023060096123599222
WNT6,0.05960297049183761,-0.019689546678171587,,,0.011211315761726603,,0.10198183304779192
NRG4,-0.02006152278864108,-0.008670099105623295,0.019850103915637667,0.04524048381238946,-0.03321801992299187,,0.05609981859636267
PMCH,,,,,-0.019125564378079243,,0.0015285401565437852
COL9A1,0.19516251206166232,-0.05451409400922309,-0.008385634968437597,-0.0005356582894341488,0.016352789197737003,,0.07573296753939904
GDF11,0.12276233088909594,-0.0843790018068835,-0.035191854692082074,-0.04799414763348292,-0.01628722857557504,0.04244045145651609,-0.04907767306560818
IL24,,,,,,,-0.028190903900488368
SORBS1,0.027511943597956667,0.053650264066604766,-0.05784550673199006,-0.025397229282868403,0.018660179622891432,0.0699207160716459,0.10401318817587919
DLL1,0.05434312417937151,-0.09195867122501511,0.01494862426825542,-0.029254466802501322,0.008991698987632645,0.006223425058805965,0.03266797693883588
TLN1,-0.06724514691759663,-0.04140031879760583,-0.003017935786618367,-0.08971523624045613,-0.05956671740259861,-0.004468933857495278,-0.06387960561331654
COL2A1,0.007818936878817986,-0.021331173407675836,,,-0.04029108255450414,,-0.022718467845041588
SHH,,-0.02328306173119085,-0.012031755891716074,,0.014170675075815951,,-0.045946762390955485
PON2,-0.0387932128395274,0.06870187566858418,0.056778366990431185,-0.04240129321573207,-0.08086357441907492,0.01387833663216873,0.014086367159622817
ICAM5,0.2030921568758918,0.02549284415527432,-0.028367072037535072,0.07533824298290402,0.10984001330472766,-0.035982278897386574,-0.06336917250240728
HPX,-0.03269952783520089,-0.019689548006370475,-0.010478994613145692,,0.056767659727689636,,0.045398562845410655
SFRP2,0.05844776596671079,0.007040796249635948,-0.02045131996492376,-0.05893250803291213,-0.01280052226803732,0.07741833663302584,-0.02611750258138386
CFC1,,0.0512268225192686,,0.01991171177048918,,,0.04632951369484966
CD70,,,,,-0.008214702887248774,,-0.019881028503126914
HP,0.11123927108886791,,-0.029023100145152855,-0.03509823124659423,0.01667623871440894,,-0.033227808874836666
CXCL2,0.0016180086746232698,-0.03043104881613495,0.024054540111473472,-0.06225656732024534,-0.06005546452115316,-0.026570327800226747,-0.0659405500982837
NPPB,,,,,0.08120806005176658,,
CCK,0.1494580385646502,0.08650357629918617,-0.010625475827955198,0.11699612286251733,0.06922880444879205,0.15752462286584515,0.13611226955497355
SEMA6A,-0.0700663414176901,-0.07742042250151684,-0.027934704609082556,-0.03078806201473571,-0.07364249772028574,-0.00503640901537314,-0.057189249123930606
IRAK4,-0.046447085413605094,0.05657995911108784,-0.028640233697952308,0.059973063134953514,0.018699836286919493,0.0740426483938142,-0.04380100635931845
GSTP1,0.039991066110518905,-0.042094845976242516,0.02712561548662029,-0.10829748456567512,0.0072438238482966,-0.0015459518705406249,-0.0024750084832271635
VCAM1,-0.014279998391525984,0.043120620078825396,-0.04321744224392924,0.02781674743645303,-0.02777571572822558,-0.08008281983622642,-0.01208359269060612
NXPH3,-0.015885662928722514,0.0037373298683873236,-0.012708035683426116,-0.027118514442821644,-0.05443795351150476,-0.06717110564671117,0.0023781338844936274
MTMR4,0.08173420601982082,0.004945478464701168,-0.015684762607148184,-0.0036406779046881683,0.026389816434544584,0.07494236639795976,-0.006690744054028038
LAMC2,-0.018320116973263877,0.04228335874484955,,,-0.0185643433926592,,-0.024282289536078045
IL10,-0.008325289695560891,,,-0.05513977915179621,-0.037781256334374756,,0.00890029226925165
SEMA4D,0.10472783637416688,-0.03316231555765457,-0.06184475318657304,-0.029938245740646685,0.054011416520432336,-0.09918349512751173,0.08383842724008228
TRH,-0.03575102449451077,-0.03690623747495012,,0.19123118826371643,0.061903673015676924,0.026292883789823644,-0.0718720376132276
SEMA6D,0.030838495862296478,-0.09372629233583102,0.00967217395046744,-0.05247725282028057,0.012957754158969857,-0.04031096830476744,-0.12461123257112205
CEL,,,,,0.12984074445272795,,-0.02594231354998863
PDCD1LG2,0.027864420689551625,-0.01894522329735449,0.09614589119674698,-0.013817721293232003,0.009227379685439949,,0.020768673394033817
SPINT1,-0.02836512869774162,0.0066568849340424285,-0.01712498263162171,-0.00651444149564559,0.06263215085585447,,-0.0027730536389229767
CTHRC1,0.008438101255167616,-0.10074363058524403,-0.027222029797129264,-0.026981492323211582,-0.012799489152784047,,-0.0488489516513255
PODXL,0.06157083168731539,-0.07704521718646141,0.0432916359326919,0.04600777505645787,-0.015612053907423575,0.00766829649220149,-0.03428852026565816
JAM3,-0.014067020775262536,-0.04982145920351492,0.027792049712870578,-0.06680911715565423,-0.03984874032823065,-0.07613455177389308,-0.03518433386552333
TGFB2,0.014701303918376915,0.0038466711629694156,-0.010488814242765387,-0.024523871661543743,0.026955656303710964,0.04457313986931513,-0.023831615570004145
COL18A1,0.010141972656872389,-0.056596791649624355,-0.0380926265755192,-0.09696241134927239,-0.02046574977646202,-0.06892895775748674,-0.036501913949470326
NODAL,,-0.03848594591232484,,,0.048759431876017376,,-0.02752539098927277
INHBB,-0.05725629550275902,-0.03859866689579979,0.026722027575277862,-0.06663092772572696,-0.010434889091604374,0.15304619603950134,-0.01587318546543631
LCN1,,,,,,,0.04340565820789025
ARF4,-0.05898935723077966,-0.04066263338394914,-0.05008802998371696,0.03308268283209668,0.011754364980807964,0.10556608286357207,-0.09167069749464174
CXCL14,0.1182854975095513,0.04845218316391764,0.050728110158127684,0.01722506455395363,-0.010477887945191968,-0.026167617562515216,-0.027848746749323815
LIF,-0.01534127839272415,-0.023900923740212035,-0.01242308734451042,-0.03268768204577246,-0.02954764849043711,-0.02203205378511816,-0.06908155665861825
IL17B,-0.021897288987407164,,,,0.047529535192623734,,0.08598731229703277
MMP1,,,,,-0.01912556286345157,,-0.04309561343873602
MATN1,-0.01725302290907453,-0.02307373133427407,,,0.04487995870320133,,-0.017549066450876588
ADAM28,-0.011622187213140116,0.05645713598705219,-0.021783080220771106,-0.051457962377242226,0.10013160888841256,0.0038751843169000165,0.008411419163156166
TCN2,-0.05378705477953488,0.044968398575735216,-0.0071745584198405835,-0.049918171195250355,-0.03660658265421299,-0.024852254808130966,-0.04483698956549354
THPO,,-0.020613933562367293,-0.012927402111685981,0.0331192998372955,0.04100318276946423,,-0.006437571171092332
CUBN,-0.07235139889252207,-0.04104750141485711,-0.019816730340738914,-0.024951615931359045,0.0149365201761771,-0.041348817443718475,0.02370833382370815
TIMP3,-0.021544862292820974,0.01870357524583326,-0.015323685201280664,0.016940695156391485,-0.05607092496167369,-0.018871910766464862,-0.033714466165971124
PIGF,0.0289635047258463,-0.053446813932589834,0.015460018064472551,-0.02424078080030525,0.03198160003486273,0.037849313343899,-0.005708806360363884
CRH,,-0.019444424657109615,-0.02338944154112932,0.012304225944304017,0.013187577875262172,-0.01322379129165665,-0.038435225433608985
BDNF,-0.03125332686341684,-0.02671574631433919,-0.021029720999918684,-0.03220714988520423,0.01389550775434769,0.10647527510726151,-0.006205010656266959
CCL5,-0.025410695193979205,0.08252797981231196,0.02516144844672413,-0.028149008563123606,-0.04812511072686798,-0.04760286848590237,-0.0023693563137646306
GAD1,0.2336333522299126,0.07041223442790406,-0.017371919716762666,0.09257680839896175,-0.011541648594096935,0.06940936210462129,-0.013740918554719357
COL14A1,-0.02773219292117556,-0.01749544770634256,-0.01693308765322916,-0.05723223544881124,0.001401642813492183,,-0.02977046861319962
HLA-A,-0.10803836936670043,-0.00692914053399085,-0.011430072749303822,-0.12035861932327435,-0.09106702702324523,0.011821362751362323,-0.0037087189189100936
CD5L,,,,-0.003183926824189528,,,
FGF18,,-0.026977860484717984,,,-0.010679401508052858,,-0.024091700277524185
ADM,-0.1326725228909906,-0.03971501260652745,-0.011884423566608952,-0.020168310703510137,-0.09700294623472591,0.06706584575342252,-0.08948190909943028
CCL15,,,-0.00410479097695654,,,,
GNAI2,-0.03762321545540068,-0.017806166110686306,-0.033539736202196815,-0.038977600720496906,-0.0791852303249372,-0.10311129108381387,-0.10087220833568815
HDC,,,0.09100890374683471,,,,-0.017549058503070484
COL11A1,,-0.06475884003949613,0.0254879019999692,0.02370677066150789,-0.053911020131796876,,-0.08396639520664684
NUCB2,-0.04655609890945883,0.03587201462296404,0.004635263970303412,0.05018757401357154,0.07345018319754223,0.038866595634515,-0.0360275659368048
FGF16,,,,,,,-0.017292315791429577
CXCL1,-0.07057216439368079,,0.0123171926355934,-0.021719274030010623,-0.04011293116702958,-0.05922574473716111,-0.04402344082189614
VCAN,-0.06629133429069231,-0.04854992994254969,-0.05122323426164091,0.01736975250285532,-0.03456037365318395,0.009853007760527409,-0.14289270037510074
MMP7,-0.044194070139195574,-0.0239009170313412,0.054338891643058704,-0.01992806238234965,0.04942574811650455,,-0.11774671132795321
PTPN6,-0.0013895462055874563,0.009437603512296583,0.01881323431563721,-0.0413068199924922,-0.007868984079018357,-0.04449496529375156,-0.020379117776979188
PTGS2,-0.027884484242944173,-0.013604144386144804,-0.025089052929139988,0.09919526480913839,0.02123147635099802,-0.07428999007773077,-0.05259329670009984
XCL1,,,,-0.026139947684369304,,,-0.031231729456397943
CD58,-0.004297111627756418,-0.013715358775636856,-0.009753126076665241,-0.03120127972571195,-0.0466002004550752,0.03412805522782406,-0.046674031441105227
TNFSF14,-0.046246010155372066,,-0.011490345244924309,-0.046952062246892,-0.02761630904342993,-0.04000451762949334,-0.016556890966751503
CNTN4,0.2521802178839842,0.008409755268092041,-0.03934777409907936,0.15173929921298007,-0.007712951870713946,0.034680606361851433,0.04686826649689974
INSL3,,,,,0.04167065788184379,,
BTLA,,,-0.014673563876765753,,,,
MFNG,-0.003959633168733181,-0.04654091875825888,0.0772638029874539,-0.0017901755994078079,0.005065304893294593,0.0018167762998609446,0.02061853683717471
ICAM1,-0.08420652455158992,0.014830879676590367,-0.024167498128854752,-0.03759773956328623,-0.0658416737686761,-0.09451046107165138,-0.10801844070930088
PROS1,-0.0393061431519774,-0.06390280695414252,-0.017135808441476857,-0.028155336993247168,-0.05235269758053476,-0.02182323913402529,-0.03507212669826407
CLCF1,-0.006375436301835111,-0.02221828913611012,0.02899494856142746,-0.032464613507463436,0.03976812259230128,0.04665875023632822,-0.09744649597852979
PSAP,0.0982973223872702,0.09654774411756498,-0.024113336212528806,0.010772892267002702,-0.04169326107948287,0.10765954007854964,-0.03823324215836877
EFEMP1,-0.05255414016794607,-0.02587556868603573,-0.014528210985947705,-0.087144802034946,-0.05325933875003308,0.133593055010319,-0.12581226290488157
C1QTNF1,-0.11948081229330804,-0.04929363067182417,-0.014018137686594708,0.0630865964022298,-0.07732481858284793,0.11929965072401148,-0.08368053678216068
ALB,0.07061969473709528,-0.02286264563996337,-0.013050605353215889,-0.05593031994736531,-0.04622901174520321,0.06550177465529468,-0.024846316342233523
CCL13,,,,,-0.03097742616049965,,
EFNA3,0.0521463117513732,0.06779021525170872,-0.039575553087306446,0.08698705072148474,0.08607317488188548,0.13398264170163118,-0.0255167148411274
DRAXIN,0.08480144118893707,-0.07532982060357428,-0.010478995681454065,0.013112379787314233,0.05273237689528355,0.0135671440431442,-0.039455923065321225
RAET1L,,,-0.012550955640399715,,-0.009994885793771714,,
NPTX2,0.07491853794916606,0.052678102634745906,-0.03207830422431653,-0.059265300206319455,0.02510513490232864,0.023653865250739977,0.014620348027940157
FGF11,-0.09643364967711732,-0.041727117239108755,-0.02375165788847757,0.015953746746079692,0.04502813527458249,-0.04146969586960728,-0.10121675750597321
CD59,0.10476431456601913,0.08933380307491413,-0.0014508914672628798,0.013889979692191025,-0.04535802794517192,-0.08285767135243878,0.07829662649904993
COL9A2,-0.034343550801147094,-0.06870221487427804,0.04846553125354358,-0.031174765906776293,0.026967743999630155,0.01682087592779143,0.026281445952905876
DLL3,0.20013020057332032,-0.014259774470274367,0.009736577952587122,0.058864833408890385,0.05253067502042877,0.13972044107765041,-0.014766952534069537
FGF5,,,,0.03773669788371929,,,-0.029663163854641093
LIN7C,0.07752853155608536,0.054516585657157564,-0.06029118450356654,0.012784447633584847,0.008709277969687098,0.09505392483502723,-0.01289152207133611
GDF7,-0.017253034650327244,-0.020907413475805454,-0.011490344798409474,0.1640830752202565,-0.02245044513357649,,0.15050485826744808
PSPN,0.0025324582834076164,0.027242416692532506,-0.04523995000339511,0.040319682769567586,0.03262082553355356,-0.05471812185262581,-0.03306936644514238
ANGPT1,0.09337982890401399,-0.029073851813065606,0.020567697586224648,-0.007046437630342335,0.0027477407645360307,0.11554905835205499,-0.003131229303821045
PNOC,0.20639896682662406,0.04252173420658496,-0.03663378861678694,-0.01786926027716679,-0.026615919654119958,-0.03572164658482293,-0.01076430764722272
L1CAM,0.1765671169582486,0.020594248684357025,-0.02643549870092382,0.13666444604572098,0.034802980370551635,0.1550364854943036,0.051660884829937276
APOA1,0.04581632378977601,-0.019970941004857017,0.044876856966247304,-0.003382122165401003,-0.03497686078559377,,-0.04642088183598541
PSEN1,0.036376015079054164,-0.09405763754079628,-0.019677005011850733,-0.03277127185978785,0.04671736884420012,-0.05273262755783488,-0.012961229713971265
CALM2,0.14781499644866766,0.013744623324329462,0.018966817103680627,0.11122473912316412,0.07407657930545913,0.09344401143354857,0.05788450981427684
