,UKF259,UKF296,ZH1007inf,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
SPTAN1,-0.02213093967027154,-0.008839871111995997,0.01511058493544285,0.09181219787584297,0.08100688325740045,0.03938488580262331,-0.029239880984871285,0.031616464574360105
LIPC,0.030960991115264538,,-0.026376936584321085,0.015515961662992534,,-0.029721624185616597,0.002075483276937515,0.05654844496403352
COL8A1,-0.057089773939489115,0.01623395376106905,-0.02016902557262126,0.004099435591371178,0.0006526444439336822,0.0674495454111689,-0.0023604701049325994,-0.005692760108306564
GSTM2,0.0009979998859066305,0.04104814579791057,0.04228349115240916,0.06891063763369437,0.07516959424393682,-0.006392309372088333,0.009462613198267663,0.08346915511606659
SPX,0.003581788525790784,-0.00844791280097691,-0.032976015861233124,0.03615529692404655,-0.016656808045963246,-0.02538470248891647,-0.006193286632166252,0.06750913464454106
MFGE8,-0.018495766785160846,-2.400061363765108e-05,-0.03456045708605928,0.11428271476846884,-0.019021560001318643,0.0043209969860554,0.07064209830504538,0.05121115915480276
TGFA,0.049914337434104186,0.04749397911291696,0.03891070648336892,-0.006618749324847497,-0.006833503940119171,0.04527301799674774,0.00474220967531696,0.05748155933357446
SLIT2,-0.010930943249350034,-0.02805490159366637,0.012862622414755841,0.10197656470631397,-0.017569306123375802,0.051718602899542505,0.0058232372860581765,-0.009361326071408974
PLTP,-0.038960625199990315,0.010360160656651135,-0.022247726306251193,0.09359391495358424,0.03174391919460869,0.04514940023568376,0.03093519848801007,0.08146609715342444
APOD,-0.017043016241104204,0.06603914505788712,-0.10031099406795158,-0.08648827051698844,0.04271934783874965,-0.0862684892803526,-0.06647262913141182,0.08149385538983397
B2M,0.005737209171849077,0.010088333716226337,0.047273052990667794,-0.03328234538977657,0.0871004314856364,0.017469678939229776,0.03817964177478931,0.011313966991686079
OMG,0.005396637067613524,-0.03833996990282696,-0.0036370793226531977,-0.03787906905776721,0.05159092173047346,-0.044106656255379205,0.030083602421826745,-0.061158849246659694
CXCL3,0.06086714128728293,0.0034019975178487165,0.030639836684656356,,-0.024930072577707806,-0.0055631772356748745,-0.005992055626608869,-0.04280483911281097
CXCL10,0.06350762907546613,0.052866427973821274,0.1644820374166738,0.002519865148075315,-0.0179938045889009,0.030940390638797267,0.02820204475763552,-0.027884588197160456
RSPO3,-0.024811274645725245,-0.014970136221814609,,,-0.004008266864321516,,-0.027884090252422732,-0.03537587930805671
CORT,0.12275449007449783,0.027923626902107104,,,-0.014038428229868739,,,
NCAN,-0.074633956870874,-0.027759299597220972,-0.05661611215313755,0.04462694629211911,0.01694381990975729,0.07635029468396107,0.05155512816374235,0.04780964674888461
PRG4,-0.02448765808967264,,,,-0.02071455992139029,,-0.005577140756061049,0.06155417612557
ZG16B,-0.018062136182106694,,,0.03059591333429354,,,0.012963818332029241,0.04442717590046909
TGM2,0.0029850547750708027,0.06658549122703027,0.032327790180487835,0.02324830043945709,0.02391234667153931,0.0038882186212490094,0.0581891788926896,0.06446982786069905
VEGFC,0.0282183404948163,0.028584050951649138,0.1505473946651153,-0.032901438091597714,0.08975090762523465,-0.033133382582502105,0.06692376477478625,-0.007890145638583172
WNT6,-0.024599108158199295,,,-0.02413925722061245,-0.026091046330087124,,-0.02110506471893903,-0.0014519867598499112
NRG4,0.031634534712992456,-0.0017441087263138878,,,,-0.00801224375012691,-0.027884093377563986,-0.03492918391097933
PMCH,-0.04129440591902841,,,,0.06302359521348741,,-0.015604819380198297,0.028402681125125378
COL9A1,-0.03112664064465674,0.05136249119194029,0.07402735703685706,-0.029415014582646917,0.007933604466146615,0.08869287457991015,0.01601125500169566,0.03329187255521414
GDF11,0.020293542059125782,0.01805650224611299,0.05565750752843361,0.08586855912363553,-0.013058454084962368,0.028327930536713612,0.06022954450262957,-0.05062587846732064
RAET1E,,,,,,,-0.002158562965471007,
IL24,,,,,-0.013201398571236369,,,0.01102581077394298
SORBS1,0.017706344698845623,0.00449244841728595,0.011847072652224799,0.06695491283603139,-0.017075454388059297,0.02884649609393163,0.0014558942337796958,-0.042486522518464666
DLL1,0.026918746450948584,0.021624231247795802,0.033929985732737526,-0.03324555303875032,0.06259809245722213,-0.00121688246802206,0.0717072079941067,0.0266336173646949
TLN1,-0.00765257074001243,0.04670198882248799,-0.01924135352426415,0.03634591430604882,0.02487432064058177,0.07676320549358387,0.005643399373363347,0.0823959420928983
COL2A1,,,,,0.026277968364856474,,0.08296770120447897,0.09939429144278254
SHH,-0.025446697287415807,-0.023905964665732832,0.032695782701003595,,0.040070659927680885,-0.044803669195501966,0.007857984171847032,0.018243588132558795
PON2,0.007015852058385884,-0.004097474722840366,0.007042545909912432,0.021637123559384998,0.06977108821387935,0.046885457625352706,-0.0023022034135028414,0.07157580499664098
ICAM5,0.06920290906447421,0.002998944965704472,,,0.028427945324063664,,0.003214969773479865,0.006181711420010665
HPX,0.04615229169356974,-0.02082077439143719,-0.02563572678593734,-0.006442493650573088,0.008665106148259731,-0.02184861356479219,0.008857243495486321,0.018821024342650226
SFRP2,0.013433443080538239,-0.001291832577228865,0.03960280357275704,-0.007486505996852363,0.04686267837561219,-0.04420633744194428,0.013220781037873535,0.08311702043515767
CFC1,,,,,,,,-0.030906831914962567
CD70,-0.0012425321405007122,,,,0.001950523049571454,,-0.013294588574539369,0.029499286271936744
HP,0.04123226561509132,0.054458109552485374,-0.04091483691195891,0.022061970734417728,0.1084683676141107,0.07690327205348525,0.05336277487241771,0.0192327581409963
CXCL2,0.002293227835706005,0.030526312429392983,0.05316672514794748,,-0.02814305296626519,0.04217432498144642,0.008669350350131333,-0.004747328494840323
NPPB,0.058464509018614254,,,,-0.03848547446552053,,-0.028285307273913214,
CCK,-0.011262320239079185,-0.01366795058457923,0.0015308819720608851,0.05824491992773497,0.04455303201889301,0.011291546702129883,-0.024475228821090482,-0.07607666801573836
SEMA6A,-0.010121383146501762,-0.008569036522585166,0.029845635277875468,0.018561160524009558,0.018370444693781268,0.048403944148013564,-0.015932675327788835,0.05438132244280318
IRAK4,0.030207366150107696,0.013226451918011905,0.02682331045139849,0.002482006140808331,-0.017223669597536764,-0.055785844703198466,-0.021648018935185406,0.004297072016965158
GSTP1,-0.000580774696232828,0.015407367905603752,0.01287308322673408,0.029982753578017367,0.059790027651268854,-0.06831823612555382,-0.005944969824050175,0.04785110269821597
VCAM1,0.022390348749805736,0.005068055804846909,0.06695303335739092,0.12970960457370886,-0.01283756543636091,0.020167192297890688,0.07820061710604492,-0.0264409484501687
NXPH3,-0.007754076072227771,-0.0161410312900387,0.013141380099856088,0.0023574838115685334,0.061514077335735884,-0.013487509393137212,0.028603793630196328,0.020350384459185467
MTMR4,-0.04966515412212644,-0.03411463727602998,0.08008130588846753,0.023442805838963996,0.0056775402841670935,0.0272387715519227,0.01513998844899337,-0.031579249770503866
LAMC2,0.03650653587751427,,,,0.030705354236737807,-0.025723529250937235,0.018633180340127,0.027790053429759872
IL10,0.02449951241853383,,-0.014988030654888731,0.020447931993395296,0.11641983510796337,-0.00501421130707375,-0.024795684782224582,0.12214561184159405
SEMA4D,0.005434055215232425,0.0047346587303959894,0.03076709702240662,-0.026876630094662058,0.0469984261615027,-0.05659622111984087,-0.009196909991807282,-0.036790460897556464
TRH,-0.009597462052392798,,0.04902641303717541,,0.049740104933941126,0.07818021654819732,0.0478737765722722,0.01553233504023465
SEMA6D,-0.026117719956137073,0.05453739421907356,0.0147542836571331,-0.09911920718353179,-0.018875362177783257,-0.014769938182010629,0.004306780592370696,0.06439517481957702
CEL,,,,0.04942017902055764,-0.021553033715981093,0.03357581289856752,0.05792664293805521,-0.03593494814719415
PDCD1LG2,0.014959267498891784,-0.015060797254796096,0.052760776038759415,-0.034008024952107696,0.0053873190477378,0.02844659067691309,0.06875446586714598,0.009210041208299925
SPINT1,0.010966484982659334,-0.01590652829575608,0.06185588772851754,0.0989138472299784,0.018291208143738708,0.062470057492517536,0.06958363464846845,0.005825813490696632
CTHRC1,0.007090355269598527,0.03161883916799766,0.0064400787757311374,-0.003807025911673408,0.023983443758008854,0.05057132104564793,0.07413789898722954,0.09905275920978035
PODXL,-0.018887427701338305,0.07698214544385487,0.01507954942676535,0.03285862105580847,0.05756479040219591,0.00946287109999319,0.08141117299712579,0.06305622677312693
JAM3,-0.06800430378682225,-0.001732271199171213,0.0029867351884767363,0.057396697806362924,0.0271214081776494,-0.0253106536875823,0.03647861800999398,0.017516767936635567
TGFB2,0.026454824114875028,-0.004865097263401599,-0.027271803095459932,0.07344721853839356,0.01937170477076981,0.12136966625846891,-0.006693026935786917,0.013647340671338935
COL18A1,-0.06833703971458163,0.05714011158781312,-0.012703385488325041,0.042924742982234046,-0.040870434485430006,0.03677181492024544,0.08111135338186341,0.09992092871930196
NODAL,-0.014801106654446233,,-0.04941146981429559,0.1495717132579471,-0.016306836991620013,-0.03869644533303557,0.0933237057883694,-0.010402328694521311
INHBB,0.034515770896702526,0.02632069162977611,0.07046526821897803,0.04524960547007863,-0.028529744069576195,-0.026356567856416633,-0.03514453747830519,0.029144161283253166
LCN1,,,0.059638316906049184,,0.037462120766409236,,-0.019212736461064143,-0.023592436997551185
ARF4,0.05396407033335199,0.01195511694863427,0.025965133609318555,0.09601205024568354,0.02262437063184764,-0.041772012792574316,-0.0007616362008651047,0.03177662539003112
CXCL14,-0.004147543067387632,0.04321292727809823,0.08371016872075981,0.03998638281698529,0.012132389546283404,0.08816583928509308,0.018223712367659448,-0.0927615706260486
LIF,0.07492547649055696,-0.024683503369749636,0.06592716204736414,-0.013850784153742494,-0.0323388123461498,-0.011203545579515927,0.03039381813754735,0.04312660407634278
IL17B,,,-0.04042581480147544,,0.008079582526580548,,0.10770207964845827,-0.02667449346725975
MMP1,,,0.002092518169364597,,-0.025382642834242315,,0.0908256551908482,-0.04107429265155595
MATN1,,,,,0.0512546320462519,-0.006322350788791713,-0.038531402179608785,-0.02430873374993153
ADAM28,-0.01315937398101925,0.03466674995072357,0.10907719297760927,0.03174682815802125,0.0599343145889623,-0.029120472865039524,0.009458510902275709,0.042302858706090116
TCN2,-0.022757340443697687,-0.004143617576029499,-0.03324360397779609,0.012393193579201206,0.03261807068162708,-0.04208272204818575,0.05803790122883056,0.08054759000549756
THPO,-0.02266914357986678,0.07537503486241154,,-0.026182038426151855,,,0.009268100238108668,0.017850489927949152
CUBN,-0.06455686463447868,0.0201722888263696,0.018718719182423255,0.08321848193175652,0.09430227388389581,-0.0029072933047535267,0.0411093726275282,-0.03556728984631459
TIMP3,0.049198960234054,0.013863933061388941,-0.0761810063873885,-0.03736106378485209,0.006297506703463925,0.09402534345796333,0.05652912955537028,0.10328659653543734
PIGF,0.03587126755925674,0.011294903147580422,0.02449846590281886,-0.016586316971201075,0.06270577397792271,-0.029329884414148966,0.028460619977277102,0.03555613706149954
CRH,0.013951312960919558,0.06549914538042471,,,0.047435915888168555,-0.02147703795023176,0.053591338633449045,0.016498946770625002
BDNF,-0.014043746573091324,-0.007031445900008369,-0.031124563488597202,,0.02863899546761815,0.06515702506807533,0.002655420675428607,0.015832337555743675
CCL5,-0.020613717168031873,0.05651388580756763,0.10674835801125224,-0.07136311306131284,0.005862336041010526,0.05216670080519669,0.027021674940938458,0.04667075541101841
GAD1,0.045515821241503794,-0.019997933105365916,0.020127108656065016,0.0029888010644549307,0.026200618750243116,0.09087544576544836,0.06438868988285057,-0.044684417227832486
COL14A1,-0.004790698216056041,-0.015696229955927087,-0.03393493271678217,0.01764107101705551,0.04000071585349768,-0.020872458302619253,0.03202790600050934,0.004906602118352174
HLA-A,0.03195440274954723,0.005934803347715703,-0.09002864527532112,-0.0027498975090499383,-0.06289551911722864,0.034617508094565624,-0.002798295695382846,-0.008944566917902049
CD5L,,,,-0.00622752188820137,,,,
FGF18,0.02690869310190395,,,,0.043306254091375035,,-0.031681443542960305,-0.002647463197256124
ADM,0.030542586091446017,0.024159319701830863,0.032902749576083856,0.0075995658021973285,-0.07355829304019407,-0.08216239289713764,0.012860403995804908,0.05629682087798254
CCL15,,0.047129809237987916,0.0030762888237606794,,,,-0.027477313525276124,
GNAI2,-0.06413814926054935,0.037422291718250386,-0.022629727689455165,0.05928130573945558,-0.06129730912572365,0.0009196886828737884,0.029244604797004088,0.03567356286242631
HDC,,0.005472440272626497,,,,,0.0011001996458166656,0.12317303919485503
COL11A1,-0.004269560898580292,0.0261155109791736,0.034883764836038396,0.051560010635376914,0.013887266561298016,0.08106366060694194,0.013429748356387645,0.10277843582767503
NUCB2,0.03403796252892631,2.2839477155236393e-05,-0.07789099183239438,-0.013764481838111393,-0.04172147983318904,0.04134670067737297,0.02361926900615003,0.059599872731991035
FGF16,,,,,,,,-0.023953086146790516
CXCL1,0.046025180165158906,0.05155599499089948,-0.027455153372633295,,-0.06652514552911194,-0.039112750947329744,0.04322848217970158,0.06641125254938429
VCAN,-0.03470230895166221,0.011223485498453242,-0.09568773879672661,0.016110144793927167,-0.017151596897162648,0.027542003567061494,-0.03723777802876835,0.004362752789173096
MMP7,-0.018953587954631722,0.07374832391767776,0.11169990181485129,,0.016672331950827346,,0.05275774232327795,-0.06438750881583456
PTPN6,0.010808208149171532,-0.05038138888359218,0.05160892267164936,0.05978363659964987,0.016964332263187103,0.0064401472699058835,0.07318317844313951,0.04215888741598014
PTGS2,0.06557857703075516,-0.00844063527025962,0.04625834949078793,-0.04617396529464148,-0.07382792994021668,-0.032168080035388964,0.015187391594671553,0.012448752379682768
XCL1,0.03367339490874475,,,,,,,0.06392572716255301
CD58,-0.017343760733909655,0.013344379075839794,0.01383224133209005,0.06478701260959992,0.024461231292024713,0.012742830911667833,0.021402592631617104,0.08086635203250932
TNFSF14,-0.025552167896530587,0.0031378546417154814,0.013302840616686597,-0.035695167963718265,-0.026207562190517578,0.003473382768656667,-0.043942207338551226,0.01225328101541151
CNTN4,-0.01829586328000445,0.02345744085493731,-0.030486173337036484,0.11993065006733476,0.011575915231367561,-0.00016929086719265387,-0.0012292550867944055,0.04807527488582161
NTF4,-0.021594645086231004,,,,,,,
INSL3,-0.02280372963988064,,,,-0.01521228147996337,,0.05043130076300242,
BTLA,0.014919717865609292,0.08429668116525521,,-0.03353940410484702,,,0.06738367287441917,
MFNG,-0.024640580733094265,0.05322044640791144,-0.02235855243887378,0.03674130624659738,0.026017441739628756,0.011711152335221905,0.05398086267990671,-0.012815426898712151
ICAM1,0.040288534238753046,-0.013059684434342635,0.11391923190550687,0.035038048391858485,-0.003915607388569547,0.04308122664921421,0.016662285149596077,0.034845969679929055
PROS1,0.0025942947069238272,0.04748742859968572,0.01927947833983467,0.10993045821476082,-0.03188834005695664,0.011629704451006246,-0.01078746583336269,-0.020257453457254763
CLCF1,0.04958179470517681,-0.009330260553102678,0.08222467620973793,0.06941317577689113,0.01627257921279723,0.03131192049368449,0.003957048330656501,-0.023383973576253037
PSAP,0.006880532942299557,-0.027783960943391348,0.07799426091473424,0.030009272056889816,0.018762580109705714,0.06511207450026457,0.060754720127903526,-0.06268542273749768
EFEMP1,-0.020686997921724303,-0.0006309620317543702,0.019062507651412694,0.07105200884130976,0.04652250143507039,0.059316493566487695,-0.002025876216348911,-0.08290008314485091
C1QTNF1,-0.02451431795592336,0.020025906179505077,-0.0618225269277165,-0.06280700853339323,-0.015340956693092978,0.06298986460819814,-0.01607424098262444,0.02986182054020307
ALB,-0.0022703588837643253,0.02762843599156365,-0.03474366075024975,-0.015899511540117834,-0.010711292896320184,0.006094812520241407,-0.03164171061886732,0.012495142345289017
EFNA3,-0.01762440159003,-0.009211098054718156,0.012482038893964804,0.09296507035251612,0.06743991047690047,0.0722606866619648,0.04855785483726827,0.0077058085437862614
DRAXIN,0.007152130029388703,-0.02082077651406521,0.03403710821266995,0.1651452991349198,0.005139898989688847,0.04297045693893639,0.06639045247681824,-0.02594875005553354
RAET1L,,-0.024937565618926547,,,0.09060070865717404,,,
NPTX2,-0.015128072958892251,-0.011394449291807253,0.07021923420315089,0.021667471371598516,0.04586652318069015,-0.040017621802120464,0.0445056195379869,-0.08599378943714046
FGF11,0.03126259630811344,-0.04719230504214741,0.03942599361026608,0.13597769428178613,-0.051303453531132095,0.06806216786711848,0.011221631577914596,0.03227451257741251
CD59,-0.02471551614667822,0.026614619143751506,0.03235985378816311,0.009778493229984071,0.021633140796691368,0.05631797743600906,0.028187910765374934,0.0357002605998687
COL9A2,-0.016001341643090815,-0.02267181998304308,0.0621624696581471,0.041944673328626905,0.047003531796314516,0.0035427146106381457,0.012767475133660354,0.05359179700469088
DLL3,-0.05171835395442257,0.011343693360241667,0.001715505776917887,0.08812047062936836,0.01809300738254083,-0.029334170795441376,0.03521039146653348,0.018330344636460463
FGF5,,,,,,,0.024533714633334994,-0.016934227781279974
LIN7C,-0.05943937755370318,0.03356407900871741,-0.0002955404291766622,0.00776901542587678,0.04489268290620765,-0.005659544634423262,0.007244692991963919,0.0012415052151136619
GDF7,0.026216328431413916,0.04065804211938626,,0.09135401820457291,-0.013201402753706737,-0.042517018653416845,0.014842058124617225,-0.03715912325070345
PSPN,0.02989839002053315,0.009549015755913028,0.06407130271281448,0.08886561114001783,0.06646490238749064,0.009530465251506437,0.08825655819204523,0.0031513920117217085
ANGPT1,-0.031324836587159025,0.005128927155296476,-0.014388712829387348,0.06850290277108725,-0.004433577144045746,0.0076820157381626555,0.0032676036396530857,-0.026480929959194575
PNOC,0.08737887451813174,-0.011509655406708438,,,-0.014038429757206951,,-0.03883009302989208,-0.03878700229218634
L1CAM,-0.01521912405732511,0.01751024278227404,0.05301419434156337,0.018669838079206292,-0.0352074042803454,-0.04153896459183719,-0.020530391654562517,-0.06740673807464873
APOA1,-0.01740444035817594,-0.036948538336770385,0.15379786284293173,-0.019407949715945005,0.03781083189135324,0.0940735994824528,0.009418752230592894,0.028927016299906055
PSEN1,-0.03580517416407203,0.02223965980288818,-0.01701824280464964,0.023321244641544978,0.031023752632311302,0.048860993194662646,-0.023946787632797728,0.06616975469797964
CALM2,-0.0404437073670349,0.004458428748728426,0.05314430471934236,-0.037624400013180334,0.08978586722853753,-0.016907174257913556,-0.03659481820927675,-0.03715350810093814
CLEC2B,0.05190893716224378,0.03320563188694155,-0.030038602145448682,0.046869316496079165,-0.02964793468366238,0.019527604358353684,0.04279576299848138,0.06547834733491618
NTNG1,-0.004689981343966083,0.0032524634294360767,0.013017844580024468,-0.029179094617130523,0.024317699144199637,-0.019617087061126172,0.04671626089821439,-0.04534300601589295
LRIG1,-0.0364750051226511,-0.001751727775378389,-0.08985342941419458,0.13452073727969285,0.030523638893628555,0.06980741537448021,-0.023059911019962468,0.004217568596255511
CPAMD8,0.0601992119914323,0.055599248430891396,-0.00014929438073198146,-0.031819003438303045,-0.014830709841660558,-0.04271270644541652,0.07713830009612231,0.05309579944752757
