,MGH258,UKF243,ZH1007inf,ZH1007nec,ZH1019T1,ZH881T1
UTS2,,,0.043095976781034384,0.04885693541215734,,
BSG,-0.04853313233239107,-0.048690113449048854,0.04253772739275092,-0.020411989918634438,-0.07738106092155128,-0.00913722117000326
ADAMTS3,-0.022620214759860237,0.028377053097046884,0.06312768849260668,-0.006655028760113592,,0.0030012072286318765
CD34,0.0002859663096430469,0.042029951808320413,0.028333595277232063,0.007277961506932401,0.037773991124105545,0.03239349330587149
CCL23,,,0.03477503828333097,,,
PLAT,0.05272803890501593,0.0032226003140155453,-0.04949784865811382,-0.01873573808881276,0.036052360065052996,-0.026657799092151963
NTF3,,,,,,-0.02277931816888335
CKLF,-0.02048785635303682,0.01767963292157902,0.03575486545130422,-0.05354570647570003,0.05338058261040057,0.024863461506815697
CD24,-0.03293006511332607,-0.06485545665484657,-0.01299427649674964,0.06518718266608843,-0.03445464644941292,0.09300613561192266
HSP90AA1,-0.008418757597261926,-0.06166983570033108,0.01614086695484333,-0.0762322084861203,-0.01888574524204228,0.01826028808189904
BMP4,-0.02024407435590738,0.04619477022174232,0.08721069067011564,-0.011691485528649235,-0.006226379156813314,-0.04230083243329518
SCGB3A1,,,-0.011187369596532782,0.06447438740786865,0.004435495414910225,-0.02535049745758805
IGFBP4,-0.005815784054643121,0.00600263372715557,-0.01481584229590364,-0.1311114425783167,0.04031767871536932,-0.04389466903290811
RSPO4,,-0.02306468383331317,,,0.01330157284498797,0.005040864644250894
LEFTY2,-0.019476276075573385,0.055426709735832504,-0.010183163594644275,0.036021786811075346,,-0.023217446496593224
ANGPTL2,-0.08340572980560991,0.038783633018526456,-0.022597345694231545,0.10512616844134805,0.009310497409939812,0.021441375943978908
LRIG2,-0.04216480787340233,-0.02950140177984138,0.03199669748073505,0.13698837731208108,0.020863743756446746,0.026803494875035958
ICOSLG,0.030957860996610326,0.05794612553171895,0.0023001279796431105,0.00822772752120803,0.01739271921695709,0.05012473942145598
WIF1,,0.10901753148131932,,,,-0.015870524929708193
NPPC,0.010282950006901138,-0.02114057093285694,-0.04620023266782045,0.011418700628507457,-0.049222613451273003,0.007414858556388257
LYZ,0.05304575809107168,-0.0015164129110207879,0.03381676045968348,-0.07004837658100926,0.05032685673962325,0.012694960705802817
EREG,,,,,,-0.02126406315269771
SPTAN1,-0.03433129730228812,-0.0024141106714237336,-0.017382201368151027,-0.016838944911188983,0.07189306977545512,-0.007121966285025968
PTH2,,,,,,0.0024585799949257492
LIPC,-0.025184469440602923,0.11888071601065864,-0.048990617498022096,0.00964036917834763,0.007853901300684358,
COL8A1,-0.033555875184758686,-0.012645021614929456,-0.04596521985657615,0.04128469600969047,-0.005933165424129876,0.05302193836084513
GSTM2,-0.02923127482057628,0.04059710808746209,-0.01717043499380115,0.06290568392969835,-0.04000546573334004,0.042147500269331416
IL4,,,,-0.05784082182597397,,
SPX,-0.027303168564941263,0.09554614223541855,-0.048148271024360076,,,0.01579363115170079
MFGE8,-0.010639875499458036,0.0668542190221301,0.031850133023092336,-0.05431913008628565,-0.008635970819803917,-0.0417405991946457
TGFA,0.048423994249279824,-0.046542022765826356,-0.012493993093284167,-0.04812425272411662,-0.03844493168148163,-0.03571373846828062
SLIT2,-0.0202440711165519,0.042824552094248125,-0.005360993429696232,-0.11075948374660599,0.02139745684836296,-0.020945604756983534
PLTP,-0.0824706721955559,-0.021350843368822304,0.04900709629273338,-0.09387008751292497,0.016671502296340096,-0.062101184585049624
APOD,0.04906824841472861,0.038048316602550085,-0.10523805262795456,0.04775943909196575,0.16505630996683565,0.0139030344163297
B2M,0.051905047940717715,0.10493189891033533,0.03497580875224753,-0.06322232217469344,0.12055403886378453,-0.002795363805392879
OMG,0.004715520465439658,0.049180311951281745,-0.02567233120634953,0.01651870867986794,0.10780052131649094,0.06772896801290512
CXCL3,-0.01584093058554372,-0.024092958266668397,-0.047613972847237306,0.05867813713296665,,-0.047891684633283346
CXCL10,-0.03330586200895049,0.015868137788960575,0.12953362009098615,0.019155105787428035,-0.050416514722175725,-0.023327974478502333
RSPO3,,,,,,0.015063307396060693
CORT,-0.01967077053492297,-0.0027121016956979877,,,,0.02922194179204295
NCAN,-0.06715879130104158,0.054405938462836825,-0.08130359648715622,-0.0008294174023918442,0.056022853195585275,0.051611361013185454
PRG4,,0.0783811235555328,,,,-0.031665568147259994
TGM2,-0.022373459138589288,0.03830111955543129,0.04110780240990223,-0.009484935226661334,0.0029932051033556236,0.033645115194385504
VEGFC,-0.01967077180146173,-0.025322892110451453,-0.04393403948404342,-0.01498478791010595,-0.014157863748365397,-0.029137889030588695
WNT6,,0.14675933447531353,,-0.03401442179962267,,0.046769151331076717
NRG4,,-0.023934111718579055,,,-0.05924299710840098,-0.02254465435523033
PMCH,,,,,,-0.012980281162215251
COL9A1,-0.04083872917599686,0.0934693500836158,0.010054636583486928,-0.031048073748693963,0.038053637143489714,-0.03971619672601127
GDF11,0.03319575178710075,0.0468306538648364,0.026429018348194465,0.009863546660864562,0.05606640190752031,-0.017360052858008547
SORBS1,-0.010810404703846898,0.010126180761347124,-0.009985546022291191,0.04409337470418356,-0.031105289775658393,-0.04260527869456496
DLL1,-0.05037339402825422,0.06824759639139111,-0.04242487622551011,0.08571204872862138,0.02580665725650082,0.03313667896593685
TLN1,-0.04863479094023323,-0.004666835278028983,-0.013330005446138398,0.027782815664152038,0.0674840489492851,-0.03402251857474426
COL2A1,-0.018475884153577246,-0.0005989350840085152,,,,0.028468479987311224
SHH,,,-0.005002144122105221,0.13907871732703722,,0.020993256076967535
PON2,-0.033971253549361334,0.07096091465836511,0.031652742202413216,0.08665490754550553,-0.022341146552375832,0.027626136848440185
ICAM5,,0.09196268549719845,,,,-0.03473538437148024
HPX,-0.020986426267200025,0.21949310071411998,0.015490404395383633,0.016297254383093675,-0.006848740433899989,0.010537659840462262
SFRP2,,0.11748978699226079,-0.04462440089316253,-0.06950810805833649,,-0.005502160373129436
CD70,,,,,0.020527063891376592,-0.03283071361812249
HP,0.01706935616285936,0.10628349818793822,-0.013995604541867266,0.1007397937378363,-0.053320931940418946,-0.027611121568387725
CXCL2,-0.05659978045324982,0.011427596319193737,-0.03039353296116176,0.1116095886120585,-0.031190023200415726,0.044696885938443114
NPPB,,,,,,-0.01940037176943383
CCK,-0.020451631643576825,0.07034681604584964,-0.048990657040157086,,,0.006063515277285509
SEMA6A,-0.0449785531221074,0.05663739183741251,-0.012615017747647263,0.0018495571590987686,-0.0018430672165996695,0.0022964093055786523
IRAK4,0.015273724429620892,0.055571465818894425,-0.01126835032596483,-0.035544809416252474,-0.016380852772777805,0.0020819875474054105
GSTP1,-0.03449293941206283,0.0752297777701151,0.10078299428918568,0.016435174478341235,-0.02984310942432253,0.014447432308303544
VCAM1,-0.10479999732336993,0.023258222630563707,0.016527050906105983,0.08983277721706555,0.016020605745270127,-0.002925152512573457
NXPH3,-0.03769279741909811,-0.02241779921081298,-0.04028709299036861,-0.015261772961772202,-0.0077621756770721514,0.04076122597795373
MTMR4,-0.018180315835846162,0.06902792343442488,0.055580962963879044,0.016457220609771266,0.02289969283118627,-0.05387120537661509
LAMC2,,0.030942408236300557,,,0.031044662424846,-0.012599387503817531
IL10,0.025789982983256906,0.03249773712710047,-0.011532512706114396,-0.009785446409561022,-0.09933768316702836,0.031424275185380546
SEMA4D,-0.015518209424418013,0.08690291796116321,-0.002255268933040023,0.07966503224413848,0.06500905090545467,0.04271163778917159
TRH,-0.018061543227605906,-0.029360528090229637,-0.04287229257631241,0.03365090119685417,,0.010676635693797919
SEMA6D,-0.08068091356246444,0.07187163373394875,0.07644315963206567,0.06290873077225266,-0.07830134414651853,0.02480373582347045
CEL,,,,0.1392033820976398,-0.09060455113604124,-0.03189435116894578
PDCD1LG2,-0.0026316633477696076,0.035080216831773786,0.020503955204240913,-0.005540338502106917,0.034324942643700986,-0.019795620952395752
SPINT1,-0.025627201012025064,-0.033840609524817,-0.008007140338559282,-0.0821887651345682,-0.057293417736632726,-0.02459969481828994
CTHRC1,-0.07245534962871272,0.05299111613763299,-0.028875065628341603,-0.09790073906487147,0.03449669532409316,-0.007386535318295964
PODXL,-0.09733119095556009,0.08192943801947616,-0.009222885504857253,-0.15029490596426426,0.08491064545299842,0.010154963115824865
JAM3,0.006628997293852917,0.03769927060693249,-0.04996879563307059,0.049130161877906496,0.15975638232705128,-0.022453369481078754
TGFB2,-0.03320687776101523,0.025735765135787507,0.03261267241467272,0.02471271835092162,-0.0215577983408448,0.042082033567927404
COL18A1,0.03224021570151834,0.0404847824036981,0.018198985075510262,-0.1048525057970387,0.01436101858736714,-0.016162114153608853
NODAL,0.0034276011969312944,,0.06432771077623947,-0.05192217257598735,-0.03858210453625127,-0.014408344582143075
INHBB,-0.04331230120121252,-0.035834113583693206,-0.043432492781985986,0.06251607481196664,0.09921780754979004,-0.02508070409600479
LCN1,,,0.13894144280336035,,,
ARF4,-0.0018305521189132278,-0.020318347062571247,0.08652642058687196,-0.05785957033142858,0.011003147807109441,-0.030558789502018964
CXCL14,-0.026704311287157872,0.06895931204456242,-0.008300746314782637,0.027961787363449855,-0.017978029673306018,-0.0059759931466437126
LIF,-0.02439550798523917,0.01636534016695827,0.05348620835848463,-0.036575182588411206,-0.005099096211419202,-0.05218561970682378
IL17B,,-0.02612424622398839,0.17506783363106798,-0.0429915057241674,-0.025572927129339833,-0.01792531951272731
MMP1,,,0.09216970170851742,0.084869117513005,,0.04502244863441871
MATN1,,0.0343978439839009,,,0.06924308024562242,0.0856743465020828
ADAM28,0.041046873273020985,-0.04076098507289476,0.006372044592911254,-0.01860047449719342,0.14860712032019546,0.0016636417527358953
TCN2,0.01480821217202826,0.07837438788880507,0.002548169206313896,-0.029487393123467327,-0.04153426390292148,-0.01650733379533324
THPO,,,,0.02041650946831284,0.1301805026258203,0.007551740380648752
CUBN,-0.0220649275571621,-0.08715615779488751,0.04800129902579565,0.04976271995232247,0.05831176607428663,0.016413021031800902
TIMP3,-0.07048038862398119,0.05921382356556946,-0.06599330804160346,-0.01110131876400937,-0.05050628904873043,0.01100708546026833
PIGF,0.06721203602999101,0.07360955526433575,0.001930551576518595,-0.02905932346124583,0.004124031985531328,-0.025564028345856006
CRH,,,,,,-0.05001088476740786
BDNF,,0.04030443464349304,0.008659942533718438,0.19073157862023488,,-0.0450716359327355
CCL5,0.03413495108165994,0.05061982992351416,-0.05558989479660016,0.027972746366879433,0.04632471721279142,-0.009796362221307182
GAD1,-0.0141342707555053,0.11114796269856979,0.04028426059121483,0.132557516697249,0.004041867439509914,-0.0383082131355861
COL14A1,0.08193550800967102,0.09860830873555802,-0.001371491976981012,0.04956681665986758,-0.03821779946148292,-0.005284549683572226
HLA-A,-0.026703911423428362,0.018958676034522712,0.04906895972499295,-0.028601220421902326,-0.037458283098700376,-0.060105225296477736
CD5L,0.0653733370000206,,,,,
FGF18,,,,,,0.09661368117522122
ADM,0.1253027242947276,-0.0591219293716422,0.01649385356967271,0.06256079796286156,-0.06789270738522528,-0.03592354652898554
CCL15,,,0.03223131828615178,,,
GNAI2,0.015204350940720458,0.014644450916905288,-0.060039603436058166,0.041823980289449135,-0.08265268706306336,-0.014623855414221988
HDC,,,,,0.10648282675685243,
COL11A1,-0.022747206450886345,,-0.05013152830162296,-0.07719360961212385,,0.002876391816567926
NUCB2,0.0840355524787802,-0.0058747316145357055,0.06657987813431354,-0.12713212982941882,0.056989333598674995,0.07203759568074335
CXCL1,,0.016058043912756337,0.022282551220877553,-0.03711798926094754,-0.05315395513259402,-0.03702653683525312
VCAN,0.007986726245307805,0.0598813411444939,-0.14473245733813894,0.04088286304926785,-0.06708327869202811,0.0265139418427192
MMP7,,0.06177570531854364,0.04150965544849318,-0.03110927505985723,,-0.033568865362501366
PTPN6,-0.005352276813729117,0.053457835101003943,0.016046370248338673,0.007982884535341616,-0.03298776811745677,0.025285307848557884
PTGS2,0.07626069381138599,0.026047389065908668,0.030662643734592817,-0.031140272572521173,-0.07987635157565427,-0.06441721461371878
XCL1,-0.01763826411971988,,,,,
CD58,0.01979015355553844,0.08068429727330298,0.044110847695268754,0.016641584297791844,-0.06692266488819043,0.034547556685685016
TNFSF14,-0.028853359773241664,0.10979129938039234,0.016964276921121058,-0.011584642519253084,,-0.018742843293932044
CNTN4,,0.11934150749474098,-0.004117470161538988,,,-0.04650818893088883
INSL3,,,,,,-0.018742841483071596
MFNG,-0.0017098355946504207,0.09733705894223883,0.008190705135799455,0.009346589956488488,0.04881535869564328,0.011121832812337574
ICAM1,-0.043304186560090024,0.003221413757558161,0.03778047690853573,0.07125924020156979,0.08611862448586757,-0.03132740415083966
PROS1,-0.02088281731091635,0.06092253347626404,0.044771152836084606,0.06754923807928195,0.011175135890596141,-0.03637283762020621
CLCF1,-0.039587104046853075,0.09686426952113127,-0.03900184035697392,0.03880845876462467,0.13481877504316958,-0.009435694333477917
PSAP,-0.01646322821848049,0.025535214946298544,-0.029930743860994626,-0.07981464156924914,-0.06761446591443424,-0.010919679153978214
EFEMP1,-0.0864651775050465,-0.027609362401372066,-0.0080825997091888,-0.01496339142697269,0.01972563378544101,-0.026287776473181618
C1QTNF1,0.0037888875432070626,-0.07381294893061699,-0.004215832294447691,-0.04267255187621165,0.010470960774868395,-0.025942055382763222
ALB,0.01138131578644472,0.01014630818038805,0.016438261872529294,0.07314874627281139,-0.07603875167978964,-0.019205131910311857
CCL13,,,,,,-0.021023991412557178
EFNA3,-0.017249288991771628,-0.01112981999272081,0.05372323719827761,0.06860029312591552,-0.15368777520818447,-0.02496252748424032
DRAXIN,0.0022779517698095567,0.13646462215944094,0.08927293883101749,0.05574969714428812,0.05745212436718077,0.0020206910410846767
RAET1L,,,,,,-0.022770804818030187
NPTX2,0.04918591449889386,0.06821862110397463,0.07579635380782068,-0.004745474398260548,,-0.030413604026453586
FGF11,-0.03015592727585092,-0.027229076895842006,0.0009369659361037115,0.05186007763359714,-0.08433116259822902,0.01397120151797534
CD59,0.037149390824687815,0.10373710815650114,0.021100912370844428,0.0018158694531476471,0.021627978349026276,-0.020995810006857737
COL9A2,0.004530357484912281,0.05200368064922679,0.04220636251677881,0.0602025557316178,0.10138773839457454,0.0346814871853432
DLL3,-0.05212664631758483,0.10401946321956436,0.02197362432780072,0.05288513623055257,0.016914951435602604,0.04459824969260264
LIN7C,0.03697313833541822,0.08568646103102528,-0.04834413483156359,0.07483868400243571,-0.015469593419041803,-0.05931473830206278
GDF7,0.033210003380559995,0.008014811979525792,,,,-0.0152368361157861
PSPN,-0.03681514561406125,-0.02224990598513966,0.07870699355126229,0.00022789428617472473,0.048690110540275534,0.08658966473279556
ANGPT1,0.07677163825482894,-0.0050948396395809874,-0.09487789881841419,0.0587075574639405,-0.06633856984048413,0.02019795760511193
PNOC,0.05054558943950378,0.11804101768542512,,,,-0.018063891536575102
L1CAM,-0.02743491410321891,0.029667775090116588,-0.024379549474850878,0.1227793511492129,0.016485857052938462,-0.0020650449578603603
APOA1,0.06387811079150625,-0.04421740377785032,0.07911212863963733,0.0442980133178242,0.0019198475448954679,-0.015288585929594298
PSEN1,0.011411676103160311,-0.01720418949267139,-0.04075860722939135,0.09161753988840611,0.010300784023255958,0.041547934064895015
CALM2,0.05020477458961568,0.022186386813687592,-0.07960688901960984,0.03828170051563369,-0.02655089161597954,-0.025898681820868182
CLEC2B,0.04861312312255719,-0.03605155005126806,-0.05985011295518288,0.00394858003115349,-0.005306148868861137,0.06648352373441094
NTNG1,-0.009254366240132341,0.102563365822856,-0.0742913390072215,0.0664633704752555,0.03305054887331623,0.008805686060084307
LRIG1,-0.046630413769083695,0.06368849834318904,0.054050972097561815,-0.0006807439373457931,0.04112825125438045,0.043478258236439145
CPAMD8,0.10074815450441126,,-0.05099321281563281,,0.003133040761989007,
GHRL,0.028972370498419314,,-0.0004870091716455298,0.08360092246604844,-0.007926088827408974,-0.016481596510605594
NPY,-0.02358390238314639,0.00820566099576303,-0.059549029925331856,0.03757179758956489,,-0.01099860895804539
MMP2,-0.027302407475659474,0.018471892884113873,0.145514736698048,-0.06829930162055146,0.023207325331408766,-0.0007047006356688249
PPY,,,,,,-0.033416686683462184
ALKAL2,-0.024073720744417347,0.12299120998165405,0.021430119646505957,-0.003243090953615805,,0.0069106628163032955
CSF1,-0.005032173568600198,-0.006716852027164711,0.04489113459648258,-0.03430825424194382,0.048858934697178474,0.04193778648318259
SEMA4C,-0.028053502040780425,-0.00843611430666712,0.031810077470889014,-0.09245170834483249,-0.015749997753157878,-0.02487152366460601
ICAM2,-0.008361962594060923,0.04671833360361634,-0.0018460928931691748,-0.16115502896011064,0.02515847193499819,0.02963844353494266
SYTL3,0.0027016130190676132,0.014282407393375593,-0.007965313339767846,0.038567922328954014,-0.018073107288724403,0.02150309856878563
IL1A,0.0069737458496216325,0.04401865257437633,-0.03561533802458052,-0.07925195652125545,0.030461406307373814,0.10329478829531831
HLA-G,,-0.03255437782843365,,0.09929006571779364,-0.06587572838372353,-0.02763419447525676
PGF,-0.016124848935537762,-0.039947487509785974,-0.02049163515424785,-0.0839629460493823,0.011081663245021297,-0.01570500327795757
LGALS8,0.02041207121455922,0.019462530348862788,-0.035210899519377954,0.009848526936885612,0.017920717642473494,0.013042439326173822
DKK3,-0.04954190581187711,0.052087022639318754,-0.04283419102834234,-0.05153465125955729,0.010047922336898388,0.010282032457119535
COL16A1,-0.007480520875132929,0.030421920857794046,0.08196221306343096,-0.02901168148389649,0.08824139664885051,-0.02317724527609847
TPH1,-0.029948471392396196,-0.027413435740525526,,-0.043645533266145745,0.02796162795541933,0.003707522289563703
TNC,0.0015252510601666542,0.021407032901365034,0.0292821368556019,0.047886798150238205,0.01071979992072815,-0.043160437914324896
TNFSF9,0.013652216734775572,0.05113746208311973,,,0.057480030364617817,-0.007822880179844467
C4A,,,,0.06202095360672601,,0.0822594866256316
CNTN2,0.06765980323384176,0.01753931767970592,-0.10881032295309692,-0.014758738656919696,-0.0787771835275189,0.024677421176235472
F7,,,,,,-0.015236837589150924
LUM,0.024103829332418038,0.05808411366345937,-0.04902646217674774,-0.043829222147352166,-0.06450885897172172,0.010408949113293887
IZUMO1,-0.015360978615074019,,,,,
BTC,,,,,6.818709543673458e-05,-0.014744981819822839
APOC1,0.008839704453631433,-0.030854473738714194,0.05353480733935509,-0.1826760730538933,0.07654938854131683,0.02413172790463961
PKM,-0.051478265538633036,-0.03857848438073528,0.06588375563905684,0.02448089784627049,-0.12105784209707902,-0.03201749018114151
TNF,,0.03233170220471302,-0.041282784358479485,-0.07148045331100328,0.04876061205437037,
GNAS,-0.021764604157516,0.0005030530189775542,0.09866378884174354,-0.04022136976142577,0.015205833504038157,0.004567657949899236
BMP8B,-0.037235535101186226,0.046672970083849984,0.08907937231119603,0.06210843294419853,0.056704282391991954,-0.03154651845123679
LIPH,,0.05235446131110687,,0.11743547949182893,,-0.024196772016770413
CCL28,,0.007480902744816882,,-0.014854305274027256,,
PTPN11,0.030091106061498143,-0.04388192073095777,0.0029355268972670935,-0.007756150756156527,-0.030800784307045644,-0.02282580502908831
ADAM12,-0.001526961544412461,0.06881143854034542,0.06530166911275702,-0.188340836620515,-0.011138708262260585,0.00044855978083101233
EPO,,-0.023763527809993988,,,0.030877570858098915,-0.014577571197671026
EDN3,-0.022576627055499992,0.21533892052545447,,,,-0.008826364238494274
CCL22,,,,,,0.10241284915090354
CCL2,0.029125402662744094,0.012228324601187713,0.02540706048781066,0.039370695924941475,0.03298627468611842,-0.0002782331153138223
DSCAM,-0.03154567405734603,0.03774815954526666,0.08916615315525334,-0.05508783381601781,-0.03951455446037075,-0.047410042043455204
ANG,0.022578140088130486,-0.013842720491100146,0.007581770729215663,0.025405677367871533,-0.1163708883831375,0.06478766812658945
FBLN2,-0.021168365440411233,0.05669029605911644,0.038577806738976574,0.06888134322851018,,-0.008323585706072221
VTN,,-0.02664653533717408,0.0688416043060852,0.035076082158875026,-0.0005574242437588518,-0.018875987166419136
VEGFA,0.024523267204977037,-0.06839227608049163,0.09547264177592275,0.05292890620770189,-0.08548528891147768,-0.04407456869860557
F10,,,-0.04691189195842383,,-0.07132293593170613,-0.025247413463366505
SERPINA1,-0.003133756070409529,0.03701520707413044,-0.057431271886394915,0.09814910048824337,0.14817796996313676,-0.007046194336379394
VWF,0.028162837329058634,0.08294893887175135,-0.058139288197842996,-0.05559775412469373,0.029424535851072492,0.04916992118922257
GDNF,,,,,0.10781098815550377,-0.02041302392036298
VASP,-0.0587001191954578,-0.009745583797560626,0.0015834481555231322,-0.05298517916027705,0.08229687339227498,-0.02998629448987284
ADAM15,0.04395379772970227,0.06729463061588872,-0.09758364498712467,-0.0323744194963919,0.047506356152738384,0.009907167158474395
WNT2,,0.09754189898364668,,0.017841349995568825,,0.06837591662859432
CALCB,,0.06555300374164522,,,,-0.02277080032552983
OLFM2,0.00812350977326207,0.06657370319801421,0.06016914058189853,-0.021036539440185846,0.03809434124659843,0.007984480302734851
MFAP2,-0.012427702724291324,0.04043150001940745,0.07040408856993421,-0.04698510754505046,-0.009671768697632414,0.020822166230537714
HLA-C,-0.021090986604339428,0.07517825262636348,-0.03673981413940971,-0.014321286328503494,0.012713243724018186,-0.02794734418274868
THBS1,-0.034894042290598414,0.02750824570254017,0.04313524750921717,-0.13014272519497275,0.028911073500106826,-0.01559101140885225
HSPA4,-0.01227542354669409,-0.03586153098024781,0.10495505387795943,-0.04977224038045474,0.07591240808409605,0.0330155330629659
LMAN1,-0.0032192043708128147,-0.04115521169490328,-0.06134369225733797,-0.07693902170806281,-0.11764464840512086,0.015794629619042808
LYPD3,,,0.03125595436620132,0.056625700835912306,-0.03614136046230884,-0.023217450049107646
APOE,-0.08703906069339397,0.06510655467609432,-0.11573598504670041,-0.1251202595378029,-0.0037129518307836644,0.007773377240290586
SOSTDC1,-0.016075850724979523,0.06954831691105047,,,,-0.029571902158913744
ANXA1,-0.008623723758357588,-0.054411041291954364,-0.07503918104329843,-0.06870743920559447,0.062232210117546975,-0.031661337476661645
WNT2B,-0.022544835722845193,0.06881073804470929,-0.08790488394324036,-0.034373404198729855,0.0005616528192911047,-0.04187085123798392
AMH,,-0.003534185955483685,,,0.07590622022077444,0.06847595539640865
GDF10,,0.05102301149182157,0.09758969438218931,-0.06111935248658543,-0.06892097902560172,0.07077223349964683
EFNB3,-0.005992433011620816,-0.09789478438492341,0.025228002098426325,-0.04484188112383138,0.013490618570914468,-0.030828058293710773
LTB,0.004172612122509116,-0.028407542165052237,-0.03547521022984764,0.017747004320580465,0.06417910408669385,-0.031113007611381197
ANGPT2,0.0004493368520123876,0.08966964773868245,-0.02400337057362905,-0.06640017068017874,0.015024572307515926,-0.00821150462475087
NRTN,,,,,,-0.012980281162215251
ADAM17,-0.007637555588907277,0.0637119276016801,0.07580592551755293,0.021535880688843614,0.0019348815094049933,0.04120244108916814
LRPAP1,0.005357615460401387,0.048932866891145003,0.027709405178285473,0.029454792176453914,0.026126872766641118,-0.021296662095497382
NID1,-0.040377328991008155,0.0855126661351689,0.01824638015570102,-0.11678331335278419,-0.010706338797033223,-0.007705165283439386
MST1,-0.041529971068068945,0.01738786765619179,-0.02669403837612334,0.07684507042496659,0.07692501003650622,-0.008141758603932937
IL13,,,,0.016643004676678567,,
DCN,-0.03014355566844995,0.004804393042792741,-0.07577197649134217,-0.034223187042594784,0.0783786259885372,0.007600905495061225
COL7A1,-0.008052839950364626,0.05856522806986314,0.06125052041616571,0.023772683295935088,-0.0016548632522129663,-0.03138080168540308
