,UKF243,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1019inf
HSP90AA1,-0.014032837453100758,-0.07040866122001292,0.03657956194398186,-0.051966994136345396,-0.03790587159550305,-0.034327673386856286,-0.06502215286430929
BMP4,-0.034846073714695266,0.04122417493730709,-0.04075015651660169,-0.007271133572697096,-0.006973914325986562,-0.014606680576509656,0.0021460253585667047
SCGB3A1,,,-0.01538051671954585,,,-0.01196140036930932,
IGFBP4,0.017153272662270173,-0.037295333339571024,0.0032404434263905496,0.04081623037910892,0.039495780563485024,-0.021908643723186377,0.09564135404264715
RSPO4,-0.019668780201568054,-0.025331779570255026,,,0.0488757539632839,0.005068862831856437,
LEFTY2,-0.03294533406853077,0.06100395783050263,-0.03453711519451174,0.03005959463267674,-0.014627826771360488,-0.021161500465042248,0.028754814466301005
PF4,,-0.011265769225363783,,,,,
ANGPTL2,0.013520694368376255,0.001961456386875779,-0.058252983103700785,0.05091215183199924,0.011445861749318739,-0.023575821267544685,-0.002551874202364802
LRIG2,-0.006738866367347532,-0.050335379122897164,-0.002531256832650637,0.06761576381205513,0.004306606307776986,0.10470891692346924,0.0625724902217095
ICOSLG,-0.023068153899070798,2.3198292467529985e-05,-0.04029463415609174,0.048224159067864945,0.029365952599991745,-0.004885893189535248,-0.04204425098087284
WIF1,0.0009462547589474897,,0.03270122245211203,-0.07357394641149212,0.11216494129933018,0.012458498654311968,
NPPC,-0.04014112085141434,-0.01747598627961829,0.045993439970057205,0.08645643951739232,-0.011292115638847522,0.0757113413469106,-0.024160645490364036
LYZ,-0.012272797101620554,0.02066020889319042,-0.01221857240720192,0.09141683635256448,0.010602281805650527,-0.039130995353399554,0.06614140806991249
SPTAN1,0.05538319525235819,-0.0170427981573998,0.05620596781050269,-0.019527577269109454,0.0378560187413806,0.004937218685125922,-0.007704450875298875
LIPC,-0.027304542253551386,0.023441892101655135,0.0011224809831059314,0.037778898896409965,-0.037585063468396504,-0.0023905987590058875,0.10889652379663894
COL8A1,0.057398418954850115,-0.009545789023817655,-0.027819106397587424,0.10631374078673857,0.003709788179051515,-0.03400107547772019,0.05567070936730568
GSTM2,-0.0014953558790758163,-0.013924827148617378,-0.010188889705614605,0.04758562777064247,0.015819586673755357,0.013084798455583947,0.08911777850273651
SPX,0.03738264842497473,-0.015954789064924483,0.02705596005292996,-0.016114759719608386,-0.009637184635999623,0.010258286918746641,-0.007912523271754986
MFGE8,0.0512652777287008,-0.018742081914553888,0.0043923790709401245,0.040222100859927404,0.05496820992570836,0.0333448132507684,0.07743502057329103
TGFA,-0.03454641849870517,-0.0014169726695807251,-0.03980810870202096,0.05324472269344379,0.04076740772551754,0.04308728442179116,-0.01672670784193944
SLIT2,-0.007265317116214519,0.019158643504176506,-0.01784131945412694,-0.046438154942296736,-0.05173303440958541,-0.038558750458921646,0.08190096629224766
PLTP,0.043333666719175795,-0.024247963446031372,-0.018507831539011026,0.05523119020705342,0.03154014803903697,0.0035197831508590066,-0.020057073701283082
APOD,-0.04060738741091058,-0.030873624731875438,-0.016545244427114462,0.0368247355329182,-0.047801183847015115,0.0011984332529849145,-0.042810469064725
B2M,0.03895124349789034,0.03363644682938477,-0.036369262523881306,0.09893729713825841,-0.006054348889892241,-0.053210067459290196,0.12340400772027736
OMG,-0.00839151964994764,0.037396521892863105,0.02927439323909214,-0.001370208862467214,-0.04552146712015599,-0.014031438981086029,-0.05747551241353518
CXCL3,0.021012124620820884,0.024040106510429777,,-0.01834904856845885,0.004903602350628957,-0.012345281702821037,
CXCL10,-0.04866653469464965,-0.03173858912278392,-0.016469355774173456,0.07642364912624842,0.03885906517155086,-0.019618146624135347,0.05418137249701707
RSPO3,,0.07463483569454017,-0.012069280136163388,-0.02294836838349726,0.0062079187197749235,-0.012900581447450212,
CORT,-0.02205216801766697,0.0699727786184369,-0.013887087734284289,-0.03971729293472772,-0.012714853707548601,0.17067119432319255,
NCAN,0.027206544343092727,-0.008693620575930282,-0.027453541022170957,0.02454239250861377,0.029628821542803396,-0.021826688098245894,0.0504747764222834
PRG4,-0.030096031710732708,-0.012912349993616236,,0.0764861136753684,0.007006677742961001,-0.015082912256850173,
ZG16B,,-0.014986361344652513,,-0.021463138397285503,-0.01373432229679647,,0.040092079198430594
TGM2,0.00440705876549328,-0.013075791780979378,0.04024000051539029,0.053798487348888695,-0.011836929964262607,0.057149932040871584,0.11378105424310374
VEGFC,-0.021594503639764184,0.05146867166606788,0.006259332372643418,0.004589043486344664,-0.028674616088238916,-0.015392713160936744,-0.029074772863633042
WNT6,0.09570437144418861,-0.017859442672338813,-0.012358364674394271,-0.019548906570482052,-0.03056524440079011,-0.013433982762162046,0.10761127495928513
NRG4,-0.02041019881801186,-0.0157149206289553,-0.01512892294806865,-0.024761205512704585,0.01615009398640658,0.11029097230269456,
PMCH,,-0.02177455353437111,,,-0.006518656610387323,,
COL9A1,0.004825304844312832,-0.016413087632044004,-0.048899125578737435,0.026692835790306593,-0.036809777544998146,-0.02046202503093175,0.15904511876081978
GDF11,-0.024932861813091695,0.06939334220599949,-0.07556519820965364,0.06454778234024654,0.021983977648376934,-0.019510444033457808,-0.037736208909812684
SORBS1,-0.03308664344656529,0.007280771546866911,-0.059933242520210595,0.02364933799573228,-0.008237477460033045,0.03107156318228423,0.04973529727681024
DLL1,-0.04443208435542725,0.012431031005153297,-0.009089789982177915,0.09133871745237997,-0.003293805484363471,0.0668541498603065,0.06638918001451993
TLN1,0.03932341424924632,0.00713077002437635,-0.01579671658471536,0.07738506352209429,0.019897535997220574,0.043084575781936106,-0.07409641238935705
COL2A1,-0.020891182539474237,,-0.01338875009230429,-0.01834905481284344,,-0.012532995451934703,
SHH,,-0.013418051671314818,-0.014613874677444344,-0.014424586609647945,0.09887102880308693,-0.011961399323808464,
PON2,-0.02551282136122932,0.011666457169924494,-0.03844160641677699,0.09645569762731326,0.013939929828719144,-0.0027728226763022823,0.003456217161207873
ICAM5,-0.011489604832368619,-0.020912985891792805,0.005453077236361075,-0.03585584622663295,-0.0001292325852233463,-0.02335996676080945,
HPX,0.051656435963702244,0.03887814218461085,-0.01235836550805319,0.003870439293329277,0.03405006055884375,0.01593741807166742,-0.03676068300309183
SFRP2,-0.027199110842405522,-0.015281706741242315,-0.029215137814010247,0.14163910706330737,0.11644750844957578,-0.023465204389521127,0.0601299105019484
CFC1,,,-0.0026758897850011707,,-0.017284775382201963,,
CD70,,0.019585073099170045,,,-0.005947397200844815,,
HP,-0.01792500063490896,-0.011147885346230697,,0.058220772686443524,-0.01477998306974336,0.04018411525235487,0.10712412405101787
CXCL2,-0.02956646945146879,0.019610687065690545,-0.019100388893717953,0.07891338195823339,0.054670732180192756,-0.023674484118251796,
NPPB,,0.07983752558882243,,,-0.015135252273792163,-0.015392714280492914,
CCK,0.02535746203194199,-0.0023974452265146285,0.07491120452150489,-0.07817073201135255,-0.0732388385769897,0.0029916382881773574,-0.027917904255590837
SEMA6A,0.004706793252557456,-0.03391428571773424,-0.06951196952456183,0.10247951095949184,-0.009408608094502762,0.00883917252240723,-0.02676520698816344
IRAK4,0.046447649064252354,0.005152679666637422,-0.03960529449690135,0.09294570319568998,0.015072538524973396,-0.003324589877469052,0.08229248156918427
GSTP1,0.12829320980532286,-0.037507916564180226,-0.028484112385462532,0.02030796805789169,0.02651266743190256,-0.0496283449113239,0.046561658355415786
VCAM1,0.01033707659709758,-0.03831787261005753,0.02293737783220649,0.06398635207519013,-0.010122578228351907,-0.03325780883168145,-0.04150634819837742
NXPH3,-0.00192157401316486,0.029628173691769292,-0.03563658256141829,0.1101693210338237,-0.0045245290526814575,-0.013536177354947599,-0.017950789288769305
MTMR4,0.0472798474182223,-0.050522160219230845,-0.021611392132824803,0.02624456059368713,-0.0004119476212941705,-0.0013403675513950768,0.061249834618189405
LAMC2,0.011941685122010761,-0.020082267018059784,-0.01693295899704104,,-0.019053594060616092,,
IL10,0.009800424326948751,0.030030169875178453,,0.07372902100856615,0.06615234578707954,-0.013778667673311089,-0.0008922745603748154
SEMA4D,0.004501723297666097,-0.01026514465857503,-0.011800248039823196,-0.030073407963670806,-0.02088555352510767,0.007945352800069763,-0.007148486989979196
TRH,0.011119521939375992,-0.022444770142328707,-0.023164613636375713,0.05479407825237545,0.0417772276417862,-0.024136973115839302,
SEMA6D,0.053431502912166744,-0.022018572249889692,-0.04365419503452327,-0.0012189134583705506,0.012623472853752432,-0.008951153985866891,0.028740023940597888
CEL,,,,,,,-0.03100941781059397
PDCD1LG2,0.05498264475493793,-0.04280354749062345,-0.011891181761238956,-0.026805266115936068,0.005738439225644606,0.005095168806057116,0.11693850437059397
SPINT1,0.051645937327638454,0.02714034785060385,-0.015380521419067313,0.01867590348314052,-8.634911559261283e-05,-0.020224117852014,0.1442999302233792
CTHRC1,0.07079923842340585,0.020112976655539405,-0.026169954592531186,0.02412043912589737,-0.012388779303890367,0.04192883777884145,0.08305273040156266
PODXL,0.03345481288763149,-0.044634683714512055,-0.009603958834999354,0.08041706339336596,0.03972048962927398,-0.012045706901232658,0.153164626103919
JAM3,0.004673345919462738,0.06773355824109772,-0.06560582501263046,0.05958295180719591,-0.018868142762615017,0.014606160454965534,-0.016502052548562733
TGFB2,0.048631144502045316,-0.02051516780638699,0.07559525891846998,0.08809078730612381,-0.037521003222134926,0.044118864377588884,-0.019325480256401562
COL18A1,0.008392601231776145,0.005327923578487171,-0.06689858364588142,0.04807372040403407,0.04455521316050447,-0.009061216568078461,0.09547665212336548
NODAL,,-0.026425621210630076,0.02551927830116031,0.054181283004335265,,-0.021161498097896105,-0.03929788480730647
INHBB,-0.002718715631008708,0.008439926852195037,0.023871559048302224,0.09427201471155991,-0.002078519028045245,0.04386649953541864,0.03724433821168131
LCN1,,,,-0.016102359937133354,,,
ARF4,-0.04558344395834822,-0.02784579602920836,-0.023715552450009683,0.029821917557840992,0.04154974578735508,0.05969339154235553,0.0902834087675408
CXCL14,0.022081054817496334,0.03447925621023485,0.07268198999981343,-0.022533253424399262,0.0426957884557579,-0.041906088271536544,0.07249844172181488
LIF,0.023782000280022114,0.030264329367938745,-0.015001682693075447,0.06262326732498327,0.04862480989846174,-0.02549218092592539,-0.05686368484095961
IL17B,-0.022277871252200966,,,-0.011638688473854542,,,
MATN1,0.11629964020564823,,-0.014482486107416915,-0.01688222967545889,-0.01532533917401352,-0.012532993892263387,
ADAM28,0.00782826604109374,-0.05143352127311376,0.019855189286571887,0.10975344440035603,0.011513713364655256,-0.03126926299802081,0.010063792855020876
TCN2,0.056421629024718076,-0.036686598179841406,0.04582665753379346,0.05004365480092045,0.01758065733103588,-0.034711865445072085,0.07031837993264077
THPO,,0.14335993815369813,-0.001627964876045152,-0.008071664041791164,-0.03146225680770949,-0.012532995331959968,0.09811379550740136
CUBN,-0.00235290065696305,-0.0048915842741496665,0.02113837364252087,0.01724984272787261,-0.020650490317383315,-0.01623944321804908,0.08771846959952115
TIMP3,-0.07335662540222102,0.02784592945855582,-0.035530062254974445,0.05070699990211651,-0.06185275005754996,0.0006703547395505976,-0.06951611001997883
PIGF,-0.0014654884268841498,-0.0385975206333727,0.014504818994230397,0.04789786440203538,0.06222737923541136,0.009768680892125263,0.07342087315255784
CRH,,-0.015134713051408802,0.07834774278505274,-0.024761195246088795,-0.012294145917785174,0.023183441919458626,
BDNF,-0.013832901453477453,0.0031432472912267537,-0.016005327823398037,-0.06017263282502768,0.03123650924426152,-0.014115371680834599,
CCL5,0.049042712773632285,-0.0032190584220642485,-0.017827786953836446,0.07314379985229646,0.03776889206850408,-0.017002515330536715,0.018382053539228834
GAD1,0.014755453246061314,0.004056977039755602,0.05040760907485725,-0.037709943345051705,-0.012686523302086769,0.00797578410680946,0.08433514039926651
COL14A1,0.11388294935864497,-0.004557920759745424,0.020417159349607368,0.08174325783762121,0.03555562146520432,-0.0004592618117309819,0.0782056195014467
HLA-A,0.03504418141996101,0.054635761262362734,0.0006690833912618393,0.07980928806718172,0.016810590689190098,-0.0016170972874070624,0.049504097933649634
CD5L,,,,,,,0.1028557389733383
FGF18,,0.08355021633205291,0.02635851442105054,,-0.016421704696136956,,
ADM,-0.04168475559229526,0.05826909274391528,-0.02676693368506388,0.017274464983768594,0.05042333284226203,0.07463488263759255,-0.014363838142961707
GNAI2,-0.030025282425907157,-0.056927799173479496,-0.07390814865867476,0.08793965353432626,-0.0033591294766126246,-0.013548739340841259,-0.031156045429780472
HDC,,,,0.11335801709849846,,,
COL11A1,,0.028651827102912083,-0.07296133026581213,-0.0025402279466054944,-0.02225193676237519,0.010347511858242838,0.04017850393425826
NUCB2,-0.026632871987751515,0.01226793820638096,-0.024760788889770458,0.0183104546475789,-0.015018616898508148,-0.03619873350253278,-0.013828367779686277
CXCL1,0.0467306305675461,-0.008282021688843958,,-0.0037457189551648434,-0.017216190025274778,-0.01700251821316893,
VCAN,0.03909878097290132,-0.04464250698454196,-0.046792091970885505,0.08570669594259424,0.050909300766030285,-0.019867282339601434,-0.05325685264661693
MMP7,0.034266523145463676,0.012615603311812391,-0.015001678482177466,-0.011753394801693762,-0.015135252191098783,-0.019371021126576092,
PTPN6,0.006459224787143641,-0.033153752380717195,-0.009956285224524897,0.0339405131198868,0.06042045951100771,-0.04138342000814384,0.0005015216075668947
PTGS2,-0.02522323003139137,0.04008198610478071,0.04794912224807156,-0.0846315480288031,-0.01800681502807403,0.04239378910275422,0.09525196081132528
XCL1,,-0.013082995309693866,,,-0.024859085416126726,,
CD58,0.057840442518705217,0.02324293819268335,-0.05446746161606994,0.1063612851071722,0.014184068954705207,-0.00039553222999961666,0.016481518088773236
TNFSF14,0.04600333368210604,-0.011688754508471844,,0.07084693317113994,0.026115727712726244,,-0.031543572593545004
CNTN4,-0.029037584528218932,0.013270665072020406,0.06942987891455989,-0.041733877414237154,-0.012818066715981381,0.067255006474071,0.044906633975017526
NTF4,,-0.016549416131792033,,,,,
INSL3,,-0.012024413979959953,,,-0.0011527355918460069,,
BTLA,,0.02562024443657138,,,,,-0.02963853900900035
MFNG,0.0007338046488422736,0.028380146835636673,0.0032374514839605757,0.09377177162786589,0.06057307576809901,-0.025888725236201712,-0.016746523778379752
ICAM1,0.0080841456723716,-0.024049897103586702,-0.03241123935922248,0.050780119786258536,0.04686281973754203,-0.004938192193084526,-0.009475097627159054
PROS1,0.08529226637485578,-0.04604127974189796,-0.027785384164308622,0.0950256151950458,0.0053155438239823926,-0.03176427089938312,0.071947853535308
CLCF1,0.011144653148926946,0.0004941121591255806,-0.013945558223013365,0.0628529023813705,0.02050258633695882,-0.00017487800773148491,0.07785256564969978
PSAP,-0.005285525127688397,0.0009727796550061006,0.00047187728253237645,-0.010973303358734969,-0.016583065877430553,-0.028777225425056015,0.00343835530291602
EFEMP1,0.0883378516143717,-0.025434459998419423,-0.05549628368546863,0.06640842693850783,0.004626954085883095,-0.012615514448302608,0.07573034456187992
C1QTNF1,0.031037655463903076,0.009420898908838791,0.03348525694116983,0.029531085191015223,0.040808318754837494,-0.001159245145646737,0.06799573051037183
ALB,0.06828007762786864,-0.0213476303227495,-0.014349995805304912,-0.019714841022809466,-0.004115708437751645,-0.027115113632958238,0.10852987798870982
EFNA3,-0.011795571109282709,0.05436120261448952,-0.01365795178832403,-0.04700417340163079,-0.05312966722970546,-0.00432281669351769,0.021034445168601854
DRAXIN,0.050967733394867744,-0.048927403316260686,-0.03959258632587223,0.0021321661455146607,0.03906770386774747,-0.0071392769068135565,0.11376618168606438
NPTX2,-0.03839924241328487,-0.0378104949852602,0.05677715635786689,-0.0637639074624075,-0.06905771865772947,0.03578105705721958,0.005627629346315779
FGF11,0.011187237553124955,0.026150120284152343,-0.044052924893344204,0.08174002845105997,0.008287555588158208,0.0885318986655173,-0.024627951733514796
CD59,0.0784430867622821,0.014633819004276542,-0.01009644392161602,-0.027858122431244487,0.011684319815782735,-0.021340501225791984,0.025790560525252106
COL9A2,0.024225421550519693,0.015831064659805168,-0.030779117776578862,0.039101767300029594,0.041474307415097666,0.030568155595692443,-0.03155276350872816
DLL3,-0.028672900935826338,-0.03761051718890893,-0.04065820844524596,0.038459403483841616,-0.0740377536032909,-0.0006372351054443064,0.001807697687845591
FGF5,,,,-0.01569881692267404,,,
LIN7C,0.02940712281205551,0.0007862408917399842,-0.024701810054045988,0.04307176693330635,-0.042589911893928224,-0.011991203542672794,0.03314143254996924
GDF7,-0.017552898209033697,-0.021455065077335887,0.05228745791263535,-0.028082618030729905,-0.01289085717113754,,-0.03360891186193367
PSPN,0.04497479628189707,-0.013802423337679158,-0.023857275071811505,0.04619522709958121,-0.012430566891715586,0.04229045625886239,0.04172451968457881
ANGPT1,0.0033396194654891236,0.009545454205206517,0.03762862089669974,0.07971806153039497,-0.021288089802114246,0.04700870225239342,-0.03533412241224574
PNOC,-0.033428214212377176,-0.01934614045148399,0.0563025319140264,-0.06446473729615027,-0.023841799337576866,0.07537146862131339,
L1CAM,-0.020066516087203782,0.00896781291728561,0.029536265273257603,-0.04038941100591675,-0.018561219150679712,0.020965517455888604,0.09479751029368208
APOA1,-0.006432036220366137,0.04160379885106433,0.018713544483434003,0.012933689499287282,-0.02272624000916539,0.07340323718718549,0.055895206552765114
PSEN1,-0.03237779366535212,-0.016026195345029113,0.04600516964955003,0.0066001143750195725,-0.01813628375384273,0.005777856322517582,-0.0373587376439739
CALM2,0.026136547091318442,-0.012319520765289287,0.050049506536218674,-0.09694044154871488,-0.06510026705020625,-0.023739482304032458,0.03191389361505817
CLEC2B,0.02319017343879983,0.025927380282924017,-0.012857736964599952,0.12665231566770827,0.004836153597130005,-0.038895367347971985,0.03939839742482816
NTNG1,-0.035462421972074644,-0.02617338591824934,0.031784993600328576,0.0006444774288464813,0.016551769345327903,0.06948029548142867,-0.02578536372779959
LRIG1,0.07284005486392976,-0.04345902170478607,-0.007873878422991924,0.04694941895150452,-0.016739446762708006,-0.025892430048446102,0.012269030248115789
CPAMD8,,-0.014222736150633596,-0.0020218164018857314,-0.01420169259962722,-0.005198006989009652,-0.023148273783688476,-0.0035044059124501015
GHRL,,-0.007014356517499809,0.08336153526712654,-0.030201902243135403,-0.03394300848784024,-0.01599549500804549,0.018793105329379303
NPY,0.050712060086831455,-0.03775600591931125,0.04527183831731906,-0.07179101937910468,-0.03316691590700399,0.04290383728901905,-0.029916934276101318
MMP2,-0.04092390540843086,-0.034130581525908664,-0.014017083622620169,0.08645300125734393,0.026480812460056975,-0.01632474819418186,0.0401715496276276
LHB,,-0.012386929082437608,,,,,
PPY,,0.004632479312682087,,,-0.01414820188202761,,
ALKAL2,0.22951866309747235,-0.012206966323162446,0.09503704617009363,-0.016102357327404313,-0.025910256376084972,0.11215903348498021,0.02681582431531512
CSF1,0.04817037194716593,-0.006588817284471663,0.007989017985389552,0.060510995550986,0.06429288582540175,-0.01605895932094901,0.012987741379722525
SEMA4C,-0.04890311633278106,-0.03485852074108018,-0.023750456055140857,0.0827128774300014,-0.04318424642365032,0.03141855693466065,0.013137234943359418
ICAM2,-0.025172030781109578,0.028147683735621935,0.01458014228390103,-0.03027992746356927,0.027516305932129552,-0.04095532326199299,0.012093301273354158
SYTL3,0.016374517670496424,-0.028412724915256326,-0.019709771458626818,0.12448299846900948,0.019990460749436702,0.07065908947359154,0.01319085190464763
IL1A,0.05445871693184989,0.009110345256760147,-0.020498004560378886,0.06585545308422805,0.06794062290212045,0.06096992976111667,0.048963491496047944
HLA-G,-0.02776126942531273,-0.013082994128189506,-0.011071268794549989,,,,
PGF,-0.04534107155325839,0.010670492196641585,0.034588690445324984,0.07173481689790609,-0.0068754363604132136,0.016369402989329675,0.04563268651658548
LGALS8,0.06614956343726747,0.018966455310763068,0.03405770502367119,0.011460884176509496,0.021509712230364277,0.007284895933709388,0.06688957016232767
DKK3,0.022279246429482848,-0.03066819242734864,0.03780821388428096,-0.0665814426716811,-0.021632338342384073,-0.0021940059030223654,0.04841047003368597
COL16A1,0.05914142949262813,-0.06180175661090742,0.026763218720729832,0.013615586975969454,0.03750411861186118,0.012559750007246155,0.045669058573726246
TPH1,-0.02337724835280145,-0.023807670657373776,0.08306226470944422,-0.01688222951609775,0.009784446245210372,-0.015082911216482501,
TNC,0.08846116763469876,0.03514837906059481,-0.054567218209233465,0.06707649745779783,0.08214753975485134,-0.04103216763754407,0.05300261717955337
TNFSF9,-0.03294530040334935,-0.02145506652052883,0.025099586625805748,-0.0381100253255383,-0.03826240720797582,0.03055842090414331,0.019649592935829123
C4A,,-0.01468542321241996,,,-0.016771983675647674,-0.013258451927539194,
CNTN2,0.012506499773907795,-0.023597903232458715,0.0006752149012066615,0.006746705640840323,-0.0008627649115541201,-0.029689680661222538,-0.03548574236375043
F7,,,-0.010188887416015917,-0.014201684345128413,,,
LUM,0.06458508912778631,-0.042133505898978775,0.008615209156247776,0.029700736940462068,-0.01528989104657905,-0.03478291265404443,0.10894092190645825
BTC,,0.028913897411889045,,,,,
APOC1,-0.03454957790114307,-0.023191806603749383,-0.10449007272424361,0.11804825685255507,0.012513281531222553,-0.07332446333970939,0.06322003144915131
PKM,0.05332148847513609,0.007558008680645649,0.006542875093654777,0.02340487298756617,-0.011141906795259544,0.062171127182232666,-0.019105937466495446
TNF,-0.05209443499964796,0.0066036054961941685,-0.025031240171925706,-0.0208427339756036,-0.01580599549579361,-0.009810817159540854,0.09606948881767914
GNAS,-0.03726454661925707,-0.02050636088555691,0.06573915432948617,-0.08496854683239113,-0.03189686253039189,0.060329792926676604,-0.020951243602962195
