,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
GSTM2,0.008325264481526715,0.011393873193362497,0.01237917050544951,-0.018070826466431558,0.023572451839505664,0.02872829970555512,-0.02247553734132358,0.052614272530729776,0.009789481296962495,0.02686292907353131,0.06790702204910713,0.07197175771322971,0.0030016845403683006,-0.06568461389791486,-0.015398840257696651,0.06285570590366228,0.016134029988400626,-0.03919230318703746,0.006779534465873621,-0.029118369652669545
IL4,,,,,,,,,,,,,,0.04808701015354781,,,,,,
SPX,0.048482652833218294,-0.009525841308509777,0.008773749002857822,-0.03699647845038943,,-0.008853760891434357,0.02277827700439797,0.07873474719761345,-0.049128634579449625,0.004086003298866228,-0.010117213061844132,,-0.05595495781526897,,,-0.0233703903429772,0.05728057043831081,-0.00740063035266778,0.06310762432837738,0.019232039622662653
MFGE8,0.03421656132731913,0.027337041016970525,0.015960755543515552,-0.0010693433129193137,0.06587272749331467,-0.015349599676867302,0.041053621888628634,-0.006542612045750102,0.010554800143410023,-0.04589798047780756,-0.05273776653651658,0.021719761056664396,0.030636466367646133,0.057621202406271575,0.004227010085349393,0.005133168617603374,-0.048659929879690485,-0.011336411414777392,0.02063484421329441,0.05325784173445318
TGFA,0.06896001272771282,0.0406247302599339,0.0596361822068909,-0.02867614331019869,-0.023383832286603862,0.0214532282527152,0.01687354773254186,0.04159057764648027,0.02835809654988746,0.0023165121387855037,0.04916161514484922,0.051227284468023326,0.009044363731718354,0.10509240722514447,-0.02616093150649116,0.003933859420972596,0.0290278122184619,-0.02920261169489808,0.05994999736394227,0.010824065780941123
SLIT2,-0.004294988704690582,-0.07946233960144972,-0.03146992442840908,-0.004051413132260729,0.0007184872211986642,0.030691131774057877,-0.008341866424211536,0.048894740706106235,-0.04494739935761174,0.02617179696132713,0.011563344419998985,0.03605224376851148,-0.031553792259186815,-0.002693299303294109,0.03803785813407462,0.021205763677815258,0.07732970395930373,-0.00396627361638962,0.04960938444973263,0.01201501675310488
PLTP,-0.050017869668596844,0.020962390608141902,-0.006256509485120612,0.04470148763738688,-0.006981964898857328,-0.031301577908130776,0.010828831631959178,0.07308207226441263,-0.04115777604536834,0.06670554317229406,-0.05187685833632013,0.02131603041554095,0.006324438723650339,0.054998746423342695,-0.11450772649216621,-0.006674056305179304,0.0040085063043144385,0.12676845242297,-0.006664439664680953,0.03841442898050598
APOD,0.059382261224336874,-0.08024766954046197,0.034951613371040774,-0.056395533551190175,-0.022410042514506536,-0.023282951952060996,-0.06244884705778433,-0.028216067410077567,-0.025141508013055605,-0.035157237167592836,0.018819408700883687,0.07512497104345012,-0.08443887802712374,0.07329110753700557,-0.13473567867816627,0.0390951188394233,0.052145716253767606,-0.004777503887569315,-0.0012586574836582066,-0.10300372332138151
B2M,0.022753819683404394,-0.002544360236808161,0.046890943401225585,0.030915268350018215,-0.06097341520780585,-0.04721600653996923,0.013327106504320637,0.011279826376962716,-0.057504169733240115,0.04062549667377019,0.0037569838428993555,0.0544044089846547,0.03412706825142746,-0.011648110730164718,0.0022615882770874664,0.061135294973532074,0.0029461228912516057,0.11601365291671492,-0.040492803806874283,-0.03718256170957262
OMG,0.02781267164423794,0.013721838603827316,0.05097455504656406,-0.02896098840992395,0.06283061272798543,0.023905968898105846,-0.0827622116449812,-0.020343594957782832,-0.02686922933064288,-0.030836398463916278,-0.006114018410721054,-0.03626105203593754,-0.06217142973023064,0.06017577720156478,-0.00014806420967609915,0.020631593452109884,0.017150837996757002,-0.03171210357058552,0.13483458623551842,-0.032136504076994865
CXCL3,0.13162294882877987,-0.056885425218478475,0.008139792645660818,0.00561747663848567,0.009296224375119549,0.04013909674104067,0.02820945872716837,-0.01561295793922035,0.03813368574755537,-0.0030450959322985095,-0.011318358721698599,0.072845137574621,0.03175462087469205,0.11920786814648665,,0.043824132761070674,-0.02857636892688453,0.024769634188126156,0.1271616214277306,-0.004211881756733348
CXCL10,-0.10862718549560667,0.09681249170619799,0.061973876224982315,0.007437787556375096,,0.04689028326015942,0.016265162137958398,0.02127618839299458,-0.027047910857134535,-0.027928224226050766,0.03034861179110681,-0.009424219171873006,0.02044084763650849,-0.06936214488791556,-0.08917027514802003,0.038266044112585974,-0.025614712823214595,-0.025224528650761312,0.04978520577021216,-0.03334548978582511
RSPO3,,,-0.031162057969147575,,0.046415818464037625,0.0011839042809094593,-0.008072517980102823,0.020104754941352818,-0.011241484792144799,-0.008773017988800223,0.0065811782444211864,,-0.01546491995659378,,,0.022137361738859374,,0.03922990381549538,0.015514677535845981,-0.01565221023381402
CORT,0.1594031207597367,0.01243357150810133,0.0063157690943520675,-0.029243497463746975,-0.009877050871178343,-0.007854212503777961,-0.02872539382643686,0.02761043809318859,-0.014118451908831335,-0.009653459501565112,0.016233781909102685,,-0.023849748550853863,,,0.15010006597605244,,-0.004492995421867572,,
