,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.012644889076951783,,,,,,,,,0.09698839155304356,,-0.008379778431172238,
BMP1,-0.023830559500698588,0.07062284708050989,-0.026086623266116105,-0.04343258873081153,-0.011227641574390445,0.02719558571691855,-0.05171006960522796,0.003693434832540528,-0.009317824093197499,0.01967258253272306,-0.010437611192134632,0.09377322103712975,0.026697342868554602,0.1314796473011273,0.009499994231740104,-0.06799591984663322,-0.03347647494052864,0.05897064513139653,-0.006211377378254411,0.042748531824138375
NDP,0.018800525226779784,0.04982717918417093,0.02183914193446219,-0.018583070844487896,0.061842629936424975,-0.00047138366002029555,-0.01979783386609853,-0.046750265497829034,-0.028922904744410907,0.03937743134153489,-0.013625039102479405,0.021051100971465318,-0.02568955661655207,0.010276246754300791,0.03312694995015822,0.06075272316460288,-0.05741186501101123,-0.015127016073206885,0.030163229212546883,0.013572358800198662
TNFSF18,0.07817507664471576,0.013250977878861906,0.031775296769016345,0.031392854777373094,,,,-0.018777280669300844,-0.01567068145833896,,,,,,0.04148369541052728,,0.052396111506960746,,-0.032302158918314325,-0.03593494683902527
IL36G,,,,,,,,,,,,,0.057441490514274066,,,,,,,
RTN4,0.012252067520415171,-0.07658860123035983,-0.047702058258553184,-0.026892253915951594,-0.024512408267289097,-0.010441066700795936,-0.029487736869781865,-0.008724571369460107,-0.021552488620557014,-0.0728403992025856,-0.015401180694830248,-0.07921540885029009,-0.025058424384558794,0.06349405186214327,-0.059399565218136836,-0.08682826800247086,0.03081574022579495,-0.05264561309069176,-0.004245413641884853,0.0169952267811227
HEBP1,-0.022174460360850873,0.07034097300540122,0.06774912248142863,0.05236036907519597,0.009086595305685402,0.05021025760470956,-0.005724568974933427,0.05333175131621847,-0.017591410304457905,0.034006765308332125,-0.03005490005256736,0.0065105307110519,0.032776802076499245,-0.008073032521787291,0.06174726203277642,0.08939113512111865,0.04180998944147149,0.0022547912736755366,0.08662595179308534,-0.022208875526104246
WNT7B,0.09401552635207322,-0.08023089561227302,-0.028710802468711428,0.004146300816423714,-0.04024183235890969,0.03718333064464701,-0.05717672683400693,-0.014380697443209352,0.05533446674073188,-0.03267114222007503,,0.07599592844941194,-0.01987315529970149,0.014625984925020253,,-0.0255260284353434,-0.009635213047093428,-0.022338910833978803,-0.03640728949804928,-0.010226395005721254
PTMA,0.03378619413459119,-0.08733893044228083,0.02424313455527181,-0.04038920296537802,-0.006845846602457923,-0.04569591023625382,0.04921828176370727,-0.060684272429925024,-0.00710739202375877,-0.012849589396214408,-0.00881658742375474,0.08751685317882608,0.02694627577357182,-0.0717784721578672,0.004711215230338871,-0.060006974731821434,0.018314081833488958,0.004146500351546723,-0.03253407306581374,0.014290828110923815
FASLG,-0.019949769049680165,,,,,,,,,,,,,,,,,,-0.02197052419461662,
CEACAM1,-0.01103326184388197,,-0.028900852335550287,0.0004862409904641304,,0.05416526820105407,-0.018590625366159644,0.05653566758800606,-0.024646248644254246,,,,,0.034437265503352917,-0.0429675405007739,-0.02160666381370743,-0.009204932205654324,0.08607328949342574,-0.015827816452950325,
PDAP1,0.04323022818850157,0.056344694005975984,0.022174752346511898,-0.027699565867410694,-0.033493331304640356,-0.0018921393309083393,0.09055794215968409,0.014877236318127146,-0.00800086975877925,-0.024286863485799223,-0.0052152529848409086,0.07420086348528385,0.042264281326727805,0.0006083035105979211,0.03704617636670113,-0.013153442678789526,-0.05312182464273739,0.029148997227673192,-0.041258777956347054,0.004571201835192431
QDPR,0.06846120166338596,0.06088632670427678,-0.014238414925591079,-0.02325503749052281,0.020411981162456096,-0.0603488700316477,-0.04194883996956809,-0.013355729452829795,-0.036839694852260185,0.013963843923281502,0.0021327430364892885,0.009427483666969095,-0.02035611225654735,0.04199612894038936,-0.0313447272995405,0.06748007308178433,0.10067412345211696,-0.02184280335993391,0.055411850478165485,-0.06166884029442747
POMC,-0.014159385090078299,-0.027089304928203998,-0.016907509278434416,0.011907020604686512,,-0.00228180159624442,-0.037408734401578866,-0.03185234320892727,0.04294112819315772,-0.0010766257122125625,-0.07245548299762224,0.02329134650099226,0.014392283046017485,-0.031003542335127955,-0.09351622080932646,0.039656976364565395,0.1105315196345408,0.038695821019617396,0.005167223729999184,0.019632340386959175
CCL18,,0.018168552278544633,0.024756721226711093,,,,,,,,-0.06869926007169215,0.04933512614100892,,0.0030202135103954302,,0.18319355914613886,,-0.018480266204771792,,
CCL17,,,,,,-0.001979130962626053,,,-0.01954439076651436,0.009705945426963106,,,-0.016517550554434043,,,-0.03119057566920921,-0.001862522703313959,,0.06177578393855341,
VEGFD,,0.0694083540984455,0.05169507675582239,-0.025782760473466382,,-0.025044338507474728,0.002588322161232366,0.05054359598165263,0.06022496710114226,0.02926802220176299,-0.02241637297981343,0.11053804435237939,-0.01770237053284274,-0.03121082449824402,-0.04153489312360944,0.12886776567428893,-0.03460012556936289,,,
TNFSF13,,,0.025036190265635905,,,-0.015156941802235913,,,,,,,,,,-0.02102107437283281,-0.020134308260327895,0.07319787863370036,-0.03244789526764845,0.0127571174461863
WNT5A,-0.008154340652337323,0.05203941733603935,-0.030169791036575192,0.022918573569511082,0.04340371020973298,-0.05510250607850119,-0.027935014021836232,0.04071267339229551,0.009451477340127927,0.038695475320437774,-0.0457796415878855,0.034358088342842104,-0.017495342092427972,0.07465333108993796,0.013941649632580868,-0.01045572702991617,-0.08627414743630438,0.029332535377245932,0.05426503955471052,0.009265307940681386
CXCL8,,-0.05148557699722331,0.024605000466146373,-0.02414144871440381,0.04668790348173829,-0.024250185435155083,0.031509710910764745,-0.005784035116044004,0.07312911438931516,0.03440930461937135,-0.028050459442993482,0.06568918663070679,0.069424828508793,0.012197763417686764,0.07396189502615129,-0.01773694889146803,-0.0007392997608113189,0.0236135450069155,0.000330249016071569,0.0023414648919754
GRN,0.03531723081407018,-0.00830889428825524,-0.02346359401996642,0.010997174941388434,0.008409368675094682,-0.01118636733766147,0.0056618807373862235,0.02436058848111891,-0.05068365777664167,0.03278570936486423,-0.017149344992831092,0.033317585188405933,-0.011657378169168802,0.05402396331349263,-0.07721729370377982,0.013065047186344604,-0.006078791323303312,0.07516328650802388,-0.03588875948009944,-0.01397950954329067
MIA,0.1922544904314534,0.08646768051385899,-0.03184171673385276,-0.022929384103864043,0.0025412418644905617,0.05104839586198964,-0.01898483082920258,0.04468299486732123,-0.007670907598358549,0.06947221215340475,,0.02701401202017268,-0.009742484934612192,-0.00972706927036492,0.046136492331879726,0.07259758245687024,0.10883468778409913,0.019879961377592386,0.12216443783500876,0.025747491294790224
COL4A4,-0.0031995531838372154,0.07827605462636125,0.09589046688145515,-0.011829616354421485,-0.027023013057313337,-0.053311564023651364,-0.07897105390609324,-0.01246059961633089,-0.020404948637726534,-0.05090078510136571,,,0.005422349709622146,,0.08203089599833185,-0.022755220066355636,0.01165724401363958,0.04596432941398779,0.025168261395309074,-0.020726128464028337
TAC1,-0.019949758195831682,-0.03149836125680206,0.06576932083351048,-0.04145944894302602,-0.04579446405461832,0.007796890533572223,-0.06467144462277186,-0.006784000281513045,-0.038522863389334375,-0.005562555730327734,0.0002761037650851927,,-0.04167842962388083,,,,,-0.02558021237472765,0.006846797305690635,-0.00558045074976455
RARRES2,0.041205340697608624,0.008287747893586226,0.039822272310880084,-0.04096055456098186,0.08846083261291558,0.0038531419066969897,0.10571396312263343,0.014463847066602396,-0.03860644390381553,-0.02748621566316349,0.023064620865816683,-0.035801859755093535,0.017265312331240776,-0.056780446879278565,0.0031451095165018583,0.041696766718679,-0.05481643799833159,0.045595414856026965,0.07344819842217505,-0.026881768753062883
FGF7,0.0339771344542808,0.03013435210067821,,-0.005753111535700728,0.010387460640238117,0.059745893615615955,-0.03405589385568224,-0.00037114052677551487,0.0203819167126947,0.06852597965695542,-0.007121746544294687,0.021934980390266996,0.01706361899436726,0.027979403360074796,0.0265171109231848,-0.027484337060835584,-0.04429680370683071,-0.03508293458739384,0.060167870093633835,0.05091392375829668
EFNA2,,,,,,,,,,,,,,,,-0.02053568797049896,,,,
HBEGF,-0.007893116933555952,-0.013582605676977185,-0.023056837706673456,-0.0511589487790879,0.005809771129184177,0.02633733074869532,0.04118477092858947,0.0414631689797449,0.032767013510277936,0.04454332434886861,-0.042615188587395665,0.025251617849446118,0.013318492923794556,-0.1237818537449715,0.015429339805670444,0.03491668023692135,0.005673078543768691,0.02313503658133907,0.026167883804450922,0.050121004955508745
CSF3,,-0.025808568786081895,,,0.06207703973968912,0.003439758022236737,-0.02889289276631337,-0.013183074557317724,,,,0.08906401363915523,,,,-0.047112564643901664,,-0.02125604242765842,0.018584537023068462,0.05459484466671675
PI3,,-0.04243350217312325,-0.019915209815932058,,0.029468556641096544,0.015784100351600047,0.09033765750656668,-0.014844315949290296,,,,,,-0.023510423206687676,,-0.05613220324693602,-0.0278739839908392,0.0011652693272980299,-0.04555252741417257,-0.019704044174348335
PCSK1N,0.01860669089576599,-0.050869658797539366,0.055186540828709864,-0.054724713503843184,-0.0017888727586296135,0.020950527074365392,-0.012151590727320104,0.05293480982948118,-0.03433625431916441,-0.03334277536288525,0.01958482266752828,0.056671744109344176,-0.07302190438653616,0.04845392306517096,0.0604657317394502,-0.08112539477199014,-0.006254722110684466,-0.11620198765537718,0.025290212491988283,-0.06738354866312281
NTS,,,,,,,-0.016647699730240502,-0.01620358444097419,-0.023310281895277667,0.04935539962382897,-0.020181936428250766,,,,,-0.02501883886959304,,-0.04914691719304256,0.11931481807267226,
SFRP1,0.0022328833158360754,0.03416387013031823,-0.012605231938775151,-0.0037623559111721284,,0.06136838428095855,-0.020291268128483038,-0.04755216193020236,0.07902096736772654,0.06295646966228631,-0.029313281499820203,0.019046152531133682,0.04495626781263221,-0.018090913057908553,0.016054525726525385,-0.0037733521558244473,-0.019577978620469217,-0.07397177877372561,-0.030326564583599263,0.04028711273718104
CXCL13,,,,-0.04352786022880616,-0.020741106492846315,,-0.020108905846657987,,,,,0.0438960736144246,,,,0.04571306925636353,,-0.022880188868786913,,0.0331870737889114
MICA,0.07545828525185864,-0.03084986018412175,-0.023959817932326818,-0.011540730208800202,-0.04982207006224857,-0.05315593503249533,0.09294600560532582,0.028360678936827994,0.012991610249488363,0.07478440665411562,0.046433325369809,0.01483131685133368,0.012764076384084905,-0.11864443210469733,-0.027294603149228693,0.09618426552522147,-0.015828008765001286,-0.028963431705955552,-0.0005957338428990782,0.05871500448017826
TG,0.15659534241000267,-0.05134906843769823,0.02317726271102357,0.028491340014630055,,0.03231603479638143,0.030415505749144173,0.08274173572408285,-0.00540476272894736,0.020160221168089458,,0.07309740303986285,-0.024811691607684788,0.05559697962084871,-0.06053637953032549,0.07740575963162613,,0.047422550715174885,-0.01990514990614815,0.02332127970863104
ADA,-0.010837220163667515,0.04094042950793951,0.046149209086410015,0.03947884400530628,5.021808988772517e-05,-0.005519360275730705,-0.005966385772905893,-0.008196843068329412,-0.04029562622868938,0.021108774108587556,0.06171686239940009,0.08371584164903954,-0.015204131150018339,-0.017883216697221243,-0.06358395791417698,0.01141556252862364,0.04160697477313254,0.016808266916100996,-0.0067509929419394534,0.10781252218645766
LAMC3,-0.03226003897951285,0.0016947489207161143,0.002830514132172926,-0.04352786039253507,-0.05331954713624819,-0.03658266765142119,-0.02656643141656755,0.020347745207656368,-0.024123974609312874,-0.016138336680261274,-0.03163122788574415,0.003009681241988713,-0.054936180284881855,0.05681992487464855,-0.020505767426069018,0.04293818223138955,-0.050678634993609376,0.025731550869227376,0.003135801676910923,0.05698135915229054
CCL7,,,-0.02294072575279361,,,0.002528806269511668,-0.026660696503554404,,,,,,,,,,,,-0.021970516382160462,-0.014182471503146906
NGF,,-0.021139195002777833,0.032030864780159436,,,-0.034687231819556213,-0.02845751863688456,,,,0.03169397651215717,-0.018114644721353636,,,0.03733172062353398,0.041212693140868485,,-0.003951054597108976,0.002960745286268031,0.01782246418057411
TNFSF15,,0.07593422575423386,,,,-0.028322422124113594,-0.019739489220221913,,,,,0.02308016736268451,,,0.02799780284739375,,,-0.013199637426353389,-0.05804990810647439,0.07135319236612139
HMGB1,0.0317352298300002,-0.04907008135842789,-0.0025300485715493513,0.00833838132501285,-0.041589233933349914,0.048499850362080765,-0.056567201705940866,0.020045645579907085,0.0013472193904471201,0.010944806350002842,0.07368152468562758,0.006554280847472634,0.025623881274717687,-0.025573152341087552,-0.058439898015370625,-0.08130206030542393,-0.05716553712234857,-0.06944919118087976,-0.03927592427875345,0.02363907892332152
ITGB3BP,0.047789574328334146,0.08086169990683813,0.0059118510047301885,-0.035250557604976765,0.032385591178158084,-0.020816608408749077,-0.03290692460961539,0.0029927849826451047,0.03805635947838324,0.009530900664079758,0.023626765851379385,0.03362113833262818,0.07077187353966255,0.09472266999457711,0.15657179164133264,0.07885631440273029,0.02971365813325673,0.004783940945281588,0.0370600043456182,0.0537334233767289
AANAT,,-0.0015729450970623823,0.007247964371621802,,,-0.03330976693744901,-0.01778646032248429,0.053142287706394446,-0.01770754256855489,-0.024068113495377123,-0.018974000816297555,,0.03917468194598018,-0.025547509080162394,,0.0017497284059632353,-0.012987191005229383,,0.012627301745787169,-0.02806207375568801
RELN,0.12369104497459475,-0.018800498108952648,-0.015578970881144147,0.0032613261183789145,-0.016328838409490308,-0.03735909051485596,0.03921790505389837,0.043472387858248245,-0.01699819548302086,0.01379265440610239,0.07424253423932253,,0.084266876880632,,0.09444034132440605,,0.012229965036339094,-0.01594373153559871,,0.01450140929699107
IL15,-0.03506490490357947,-0.0459178311915944,0.06135546262131437,-0.020849822536394204,,-0.0023582220736382575,0.06976491817895628,0.009626560207817332,0.015859751478333066,-0.0026753847504318554,0.005178367273415831,0.08242031032443546,-0.020549328305598486,0.007373868577412566,0.03824608653837287,-0.016286864250788124,0.025887814821867316,0.003645134695427345,0.07062973089585033,0.08818944228309986
UTS2,,,,,,,,-0.019070190600961042,,,,,,0.014699637276194263,,,,,,
BSG,-0.03277754711498936,0.05155074942791576,-0.009220897890850639,-0.009680550474862734,0.031145393357984632,0.020841355588675756,0.06944406737908279,-0.00580527529156536,0.09449246678062805,-0.025408223241934175,-0.0002701443461512769,-0.05275132228122041,0.0033620300051395583,0.1377097819995789,-0.019051553255780316,0.041172612272189754,0.027719183541831477,0.055390871655911944,0.01523527875158449,0.0539318080153382
ADAMTS3,-0.012354269393906608,0.03325366431486766,0.028461314631948356,0.030826062767967597,,0.02397255646726452,-0.008984571080152878,0.04584656039574579,-0.008085683311227262,-0.04372813432017716,0.09465439188995108,0.0013317695919722239,-0.0341463515055474,-0.045191132942404504,,0.024160155412511087,-0.01121606059687805,-0.013384067159862062,0.07922361055119936,0.0023534301879555826
CD34,0.03462767317838163,-0.02094930966235996,-0.04912949792048401,0.010513226400663187,-0.023200384511247275,-0.00874448413530689,0.008570442104028868,0.07134241323184061,0.0016280532888527665,-0.03391531178792503,0.011041084205538863,0.05505086523113366,-0.0033766440329415664,-0.00494885718846945,-0.058646103618800544,0.052256020375621756,-0.015965698275809594,0.023170634019488115,0.004884860763967133,-0.023398497769432414
CCL23,,,,,,,,-0.013530627981603822,,,,,,,,,,,,
PLAT,0.07076648891201405,0.1224565618678687,-0.007716479058660154,-0.02873220260954427,-0.07902083988464126,-0.006418429111494853,0.034258620606308465,0.01832593901365254,0.023199149470025708,-0.018865822913030583,-0.03018989276670873,-0.01579648002245049,0.008957816096946031,-0.03420467024548322,-0.009954608318461615,0.007456591686246039,-0.013836167999367,-0.05065461014919287,0.020859593054284087,0.005890494441776168
NTF3,,,,,,,,,,-0.02136264717296991,,-0.00044276840554423384,,,,-0.004283309940103553,,-0.02170786863929073,,
LTA,,,,-0.018000959609323085,,0.03529546846452535,,,-0.0012125950472891913,,,,0.04469162591138162,,,,,,0.02297139877773688,
CKLF,0.03340082267653561,0.0722263748565678,-0.008767597912204834,0.06349841974914118,-0.06456599783218137,0.018021492932168887,0.013668953596345602,0.039059914636731904,-0.02655243632076852,0.0004157178475216882,-0.024998334723580266,0.040430559802518154,0.041810652074562714,-0.06339161134003746,-0.03535160152185228,0.00915304423871523,0.0356479826381742,0.06107690936375944,0.07037416853928939,0.023057900025097857
APELA,,,,,,,,,,,,-0.008939010679383361,,,,,,,,
CD24,0.12241612870049552,0.0024085189835324813,0.05249551179524137,-0.016224568863028713,-0.03638679298079978,0.0016238149216693393,-0.019985924750424235,0.0050512464966866195,-0.055552319444036866,0.05982354459810756,-0.016434717866119476,0.05122684709382725,-0.003204922424227666,0.04626955026939047,-0.010191078233683787,-0.05172002652657047,0.05222707236656931,-0.11524676753070254,0.05499477961544468,0.006969402242192733
HSP90AA1,0.02474286636082015,-0.057357726825928,0.01866337117725314,0.031035430694035592,-0.0350060789280266,0.03815097673921751,-0.033390285874998545,-0.06246664622634418,-0.03940591990104031,0.031149016022514218,0.01741086703957766,-0.06148754953595961,-0.01444776091965162,-0.07197749037612826,-0.13756684127588992,-0.1191634073115415,0.021486640017652173,-0.06592511712991078,-0.05298219389163809,0.011739604086020546
BMP4,-0.02377763587725208,-0.05067580142261835,0.005090982705142038,-0.019082072402237252,-0.01215871852097386,-0.018165959623973736,-0.02403007042182242,0.0548442762002111,-0.014288284140397641,0.030245010330232962,-0.011762116385255794,0.03416195855367866,-0.01751015230339886,-0.048298493085236115,0.06021539665150974,-0.021159500171488193,0.08399677827457895,0.13120223567178285,0.00922962005931419,0.009430223449504083
SCGB3A1,,,0.006884559219656338,,0.14511192955780175,,0.014890949110102499,,,-0.02845476669878176,-0.03339955127285712,0.01614394665670678,-0.014339051308164213,0.028320251844697365,-0.015828287911571724,0.0022761111862846938,,-0.01283067673668209,-0.03681383964707944,0.11902729747362305
IGFBP4,0.037814528579091,-0.07174103434260269,-0.04012220169465976,0.06452851243769622,0.016193868802762995,-0.061484315820669246,0.02824324602759413,0.028981274649480176,-0.007103915420754872,-0.0009011344626512865,-0.02806033001026308,0.04837347813417707,-0.026546563382619168,0.032529008799074784,0.11120252287795095,-0.02443310275765594,-0.02227834619997943,0.06994655966669258,0.0005945897378343075,0.03366772595986259
RSPO4,,-0.0028984681541569654,,-0.029100607106481175,,0.012551367296105615,-0.02444686936226044,,-0.006163065766784026,0.012098555470775305,,,-0.0029933055034054657,,0.0485834893525107,,,0.06246967479979232,0.10733635702914178,0.02398408330210266
LEFTY2,-0.0022470364875305285,-0.025091001741009932,-0.03692165253612439,-0.018222038781305926,-0.03751902217315168,-0.009508116078755534,0.08044544883255017,0.01557442673290508,0.011566321150174318,-0.001767635612335546,-0.020181949716716854,-0.04007307804245386,-0.025367919437304376,0.06379119558603218,,0.010439388971009184,-0.047869922410180184,-0.025105014792027185,0.024910257429997754,0.04828065356812983
PF4,,,-0.02379731806368763,-0.016374319350980323,,-0.028683048018787054,,,,,,,,,,-0.018822379776873486,,,-0.03128523209916013,-0.027719200782464256
ANGPTL2,0.02770351325803256,0.06781444292628769,-0.032797825298759985,-0.009248633082933923,0.013170370284440572,0.009455675957874707,-0.02285168040618297,0.020690460919887636,-0.062129029149794034,0.054583140111078975,-0.00788292933288331,0.014685187437731185,0.04244084674645274,0.08833906963394787,-0.02762505967025873,0.0342664422187644,0.04751902028254994,-0.040177796678766406,0.012888242466207562,-0.0004884677657267914
LRIG2,0.0009461182217867655,0.015842254408146347,0.06069107309816073,-0.010384983685037586,-0.03122123189400758,-0.02860219339131291,-0.003658030649961385,0.04901632201410179,-0.018247056245037703,-0.04266755929584701,0.016517802215371795,0.035067442288545435,0.07465297849753078,0.0816041054338619,0.060405190467603134,0.07739522677875214,0.03792991207093748,-0.031193367231908586,0.07098616946841461,0.022298039480622627
ICOSLG,0.007432888634298438,0.11503921674874672,0.027038591670745647,0.0300427271965864,0.014766414361750498,-0.08504735377754215,-0.01703000578315252,0.05511234844099405,-0.02068200661180877,0.039149904606468125,-0.013765099166068617,-0.006796272302609153,-0.016710615954996785,0.12467807689336861,0.026621357610158075,0.036131939593189305,0.00014322176532963548,0.014717996316627506,0.015572797216704399,0.14510963340526123
WIF1,,-0.07241906427579667,0.013871593967427135,,0.07195475013554962,,-0.09987775359007439,0.006974104029697305,-0.015306263893238983,0.026106713092820488,-0.046231122403065976,,-0.0686237260694229,,,,,-0.017160791699294898,,0.05997500679437361
NPPC,-0.020398413183283087,-0.015083526868353216,0.07008293889262218,,0.1005271110556733,0.02190316170715647,0.03319974360838989,-0.00825973596181506,-0.029857657493100133,-0.0395451564411852,0.04396504309800944,,0.07469399778677735,-0.0660448496060603,0.130684376356254,-0.03561320439028975,0.055055002161076325,-0.022908826290500738,,-0.033922878103741526
LYZ,0.013037823198204929,0.002490352006736423,-0.04458809982441575,0.018538440434104957,-0.019871128306025432,-0.041206437816573745,0.06346706278992756,0.006017076951065589,0.061791864730822536,0.04128677854219902,-0.0028000150962888756,0.037990165184408245,0.05340766834305427,0.04233427538885733,-0.046195965378828766,0.06253152781063433,-0.01153288609836956,0.008886385176886951,0.04593461694400742,-0.03621916937888202
EREG,,,,,0.0022732479804297508,,-0.012808991863418029,,,,-0.020761328318561506,0.029486295438888713,,,,0.027566725870503916,,-0.022992822232427997,-0.04724794726932955,-0.031913011436800774
SPTAN1,0.03506043452388841,-0.03668575387509024,-0.007219181476685745,0.033929947281652446,-0.04773373052530151,0.04217134016543115,0.0009200104697226398,-0.002913314317425955,-0.06508069532443794,0.019245875130230856,0.005566327729697561,0.08259409622983237,-0.031944415166980135,0.09014822485821294,-0.08707003541413344,-0.024645687059619246,-0.04513741824680312,-0.07797743781766826,0.020162116054423158,-0.01684356003663997
PTH2,,,,,,,,,,,,,,,,,,-0.0020462935170734668,,
LIPC,0.08265825912964507,0.05025783580970733,0.1219146767923339,0.0029440864175601985,,-0.03273309870826768,-0.023668593267172765,0.034368226276507444,-0.02065071701879893,,0.02293750664559692,0.05235546893033938,-0.021774252409766867,0.21148195804230754,0.14134146162869102,,-0.047254928218228666,,0.025684625815604913,0.11544675286986125
COL8A1,0.04560337593048773,0.04465168519609962,-0.08726502503720356,0.021780162758567156,-0.0356631270377189,-0.012765410045924623,0.018399530091712895,-0.03190964668539628,-0.04501957554613157,0.06646178704440579,0.046420668531472455,-0.05349123712076676,-0.028915766763183096,0.04180114384652273,-0.05573323494696153,0.053651851391563914,0.026330507040573468,0.04253531531555334,-0.059236308153115286,-0.05449489839444898
