,UKF248,UKF269,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
CXCL13,,,,0.04812794619405367,0.09028665657079865,
MICA,0.11336717202581663,0.11358334310873137,0.05985160987295917,0.03600937665402837,-0.0022244422455854136,0.04413224776924403
TG,0.010037927779219667,-0.0029445208967755023,-0.06628098863003636,0.13599730105676675,-0.01706625058420397,-0.012486066080968505
ADA,0.10793516390582263,0.0775627245391117,0.01676769945381801,0.05732456587625475,0.017587809774559357,0.0677776890721224
LAMC3,0.1129622036730057,0.16070934894973185,0.07196888184610473,0.11558809220994436,0.028427360685390285,0.06781821472462261
CCL7,-0.013251002633715678,,,-0.019365018202247283,,0.024125373473692455
NGF,-0.022751313489407343,,,0.0739993917033855,-0.013096077775664242,-0.00768777301346657
TNFSF15,,,,0.07323545856143322,-0.012876853886030491,-0.0004107955949957748
HMGB1,-0.00011708569822182044,0.09057083712592498,0.012555269544440925,-0.012191513488072597,0.039528656208074546,-0.07793942509233759
ITGB3BP,-0.03673307323731515,0.11193397701728806,-0.020669943022683653,-0.011683354740101189,0.026115560674585613,0.024130913506645986
AANAT,-0.019225188822223415,-0.015801951729304133,-0.05712705097202404,-0.01698858509232278,,0.14280317890507274
RELN,0.012504681609129629,-0.04636788439488291,,,-0.01555384399969234,
IL15,-0.04189929836078825,0.08688216618395277,-0.0012421543317809865,-0.031123783940074735,-0.03141060974900129,0.018919335779067993
UTS2,,0.05062718805205312,-0.05432581136964595,-0.01446702355968439,,
BSG,0.020105723693883762,0.052054443812493086,-0.052696537476991524,-0.027928918425418704,-0.06134111154568624,0.06394083858564353
ADAMTS3,0.03602595185936092,0.06482620901982677,0.1486455186545514,0.055251358311579325,-0.04970672746990606,0.039896159868246274
CD34,0.07864256840988183,0.0718042638171801,0.14638238206313647,0.11274511277710787,-0.04143950807614009,0.09528014983869613
CCL23,,0.06691528714492014,,,,
PLAT,0.10038518735919899,0.14142650132938275,0.13098036032122531,0.08769651524176196,0.054694909797909835,0.077775636774218
NTF3,,,,0.0424807830570376,-0.039013057306619255,
LTA,,,,,,0.00990111819126068
CKLF,0.06097519683912135,0.12363869403315314,-0.0001931982849180617,0.029701058800761387,0.04399929436543369,0.0172996917925945
CD24,-0.0691228949170169,0.046369320782971124,0.021904974352938512,0.053364898196103336,-0.005254974173589114,0.005322798862725694
HSP90AA1,-0.05924160272754538,-0.11226208094726708,0.035495225413653575,-0.09107328661327492,0.0040138607594947225,-0.09764786236007646
BMP4,0.08449872460105856,0.015365292472050068,0.13904514052666234,0.14457054797690536,0.016395964966363627,0.08183676700422968
SCGB3A1,0.0912634194765051,,0.0552283606518277,0.13511303957879445,-0.026741162306967776,0.025089551573634166
IGFBP4,0.10430241507421406,0.13552589242469631,0.12865520624528778,0.0344763584902622,0.06854833330539015,0.10035579219097378
RSPO4,,,,,-0.01800903477243121,-0.02208119945245147
LEFTY2,0.07150315004241345,0.16314743937379386,0.03535621233076537,-0.016438707538570668,-0.024491097508341015,0.05306427843204472
PF4,0.03546448485036833,,,,,0.03241027140343882
ANGPTL2,0.0757377635661435,0.11300589190416403,-0.10354523820519615,0.0668075661239162,0.01579746116944711,0.10455225691041607
LRIG2,-0.03435773211632852,0.041116972509794514,0.000897411718700627,0.03985257055335438,0.028684371490963628,0.008905011816307833
ICOSLG,0.02934840448903954,0.029711144797156527,0.01508704451700277,0.03316011876341282,0.019515454540417004,0.052518760901714895
WIF1,-0.02473331215200715,-0.08318981272763123,,,-0.016741142210409465,
NPPC,-0.04110815536176073,-0.005455715507112142,-0.05903948732763321,0.04551884299105563,-0.03868135558845525,
LYZ,0.05323651347693353,0.07772810211574499,-0.05509690617316981,-0.01374713140763717,0.026197000748022673,0.031487358371897534
EREG,,,,-0.03930751459679912,-0.02243055644265861,0.03876706397699089
SPTAN1,0.02721041575105464,-0.0056366594739129475,-0.06647299240564786,0.01024241139280058,-0.016594282680538947,-0.030268929924408657
PTH2,,,,,0.0629384695818373,
LIPC,-0.016828456003753878,0.014090549068983231,-0.0425653758802036,,,0.05813472441857253
COL8A1,0.04242597525434572,0.08911023255705501,0.003121505045769875,0.05813330509737073,-0.046372564362122275,0.05518258082585556
GSTM2,0.006768364709471466,0.04586629457500799,0.012005807111497608,-0.007020783756981038,0.04373985282096611,-0.05639761287483469
IL4,,,0.04342906720211492,,,
SPX,-0.002743459019586959,-0.048368529440573724,,0.047178801173374696,-0.04431925387987614,-0.016350202559236797
MFGE8,0.1036366493982575,0.07301617603855705,0.13053760269251447,0.006576834523021561,-0.0015882371662340234,0.0749135132748802
TGFA,-0.031877543226194495,0.010420805166283215,0.01499487827333887,0.044386232467452526,0.015832274989643562,0.07796235199597144
SLIT2,0.040484344245943,-0.008665177062001098,0.022264875167145773,-0.007912515607432379,-0.013308125020746079,0.03823866434951994
PLTP,0.015278622243528373,0.10212513749335042,0.06325259077820852,-0.003873619892367075,0.0004864550539515353,0.0030638443729612786
APOD,-0.01737825287897498,0.06588488667581806,0.08986797624605358,0.05056839687575859,0.0070062440545353944,-0.057622787769585876
B2M,0.1032103501282051,0.15007081795558402,0.09770669535834665,0.033412455140999345,0.07307460325647977,0.025708055552028413
OMG,-0.07354504596628735,-0.016934624655404996,-0.07054642919025453,0.04810750918220178,-0.04443946874314582,0.021076380739014768
CXCL3,-0.013811305302275062,0.05307521144284731,0.0015311231783867202,-0.05050100812204282,-0.050518902600446,-0.0005111522363070189
CXCL10,0.0385120679565397,0.11823754005225029,0.04105912519000133,-0.019996865585393427,-0.024607688778734736,0.005132232783979893
RSPO3,-0.017999801604833304,-0.025947642628146927,,0.04957995344831638,0.026748080897997833,-0.02601257961026223
CORT,0.01650731103377349,-0.02817059358480871,,-0.022081245455828548,-0.029951440139984967,
NCAN,0.018342379244596838,0.0627571200475975,0.03763671373770045,0.0586138208765997,-0.003780211461557515,-0.037622842794387414
PRG4,-0.01992792545328488,-0.005718095058601714,,-0.021210053776707795,0.0017502307899719357,0.0071332462877024974
ZG16B,0.10893084845018706,-0.024268298098775322,,,,0.02084213217167496
TGM2,0.035060759389430485,0.10976053524991351,-0.0874773790495142,-0.005826335400454072,0.07349119170496089,0.058717869002146234
VEGFC,-0.011691511550699276,-0.003421997258087136,0.1677035583544889,-0.024921665953553065,-0.030736320703488185,0.04864945533339434
WNT6,0.04473071040251224,0.011814904271785293,-0.051595704646634696,0.08388384278560107,0.008566248477466986,0.02576955241353417
NRG4,0.043590685825095274,0.028607991287620208,,,0.009393239484614457,-0.009839240682879178
PMCH,0.0813789798890315,,,0.002646959273663701,0.03930356048404487,0.060945574191917505
COL9A1,0.09611175031128413,0.0976058549322655,0.02864521183056919,0.09032333801007728,0.0728674402509687,0.07513222579383626
GDF11,0.06931014846729258,0.09918932979051553,0.01336659790606419,0.02910823190163033,-0.0038090762811943896,0.06389585187830273
RAET1E,,,,,,-0.013318490527028673
IL24,,,,-0.014675325581310902,,
SORBS1,0.0174077241702634,-0.017819619309222257,0.10436894340435057,0.05867705485040985,0.024613293944264696,0.02566038463848624
DLL1,0.016680625467478893,0.03675620200519426,-0.01865535713146099,0.034955598519544474,0.004357163686890391,0.05274348388333017
TLN1,0.1114066441740601,0.07272878651545729,0.04146226918752546,0.02598981508176571,-0.008913476528992775,0.03839306337194958
COL2A1,0.04856709677498438,-0.002094299491026599,,-0.0320821855450069,-0.0024117238641389945,-0.037857095342074445
SHH,,-0.01630983136365613,-0.10572074702051008,-0.002240418917721056,-0.0016690113205976222,0.0506799371185239
PON2,-0.004314210265706745,0.0892796439780643,0.047598684627241115,0.05868130940489502,0.0018197883111951232,0.0017060014627669879
ICAM5,-0.015574016690682653,-0.04054208423320926,,0.022729558350452532,-0.042827356748245386,0.017457607022911978
HPX,0.009093044241649086,-0.030212266476603817,-0.029262805081459124,-0.013058039980637317,-0.0166267337914188,0.05184388107747148
SFRP2,-0.017617241552951586,0.0060491225941543564,-0.04068846093129879,-0.02519925404424559,0.016898315101210166,0.04755203022880777
CD70,0.032238883110298475,,,-0.0201196458256231,0.009577505487742602,-0.01848616525071511
HP,0.009714119922947788,0.007699626845339023,-0.05352067857059149,0.0247460102848126,0.06572076778361827,-0.03891197835067896
CXCL2,-0.019724832108230384,0.04877312476094535,0.05996911441922157,-0.05112161238360264,0.06624294771564262,0.05099243869673823
NPPB,-0.017095074181149215,,,-0.027685130112128458,-0.020464627614108576,-0.02638686794522437
CCK,0.011435079621292463,-0.07300897194108615,,0.1335406744550928,-0.07204363688832073,0.08801615452340411
SEMA6A,-0.0319961981544309,0.0628191356048537,0.035680059233805496,0.04815089482027858,-0.02116868970959793,-0.024876701849377552
IRAK4,0.05691939965472419,0.08114322848969996,0.010472272006458108,-0.03281157702701676,0.00035836332092891636,0.044653590810965385
GSTP1,-0.036426268333701856,0.08705767623154677,-0.10217155951596997,-9.931829259929354e-05,-0.06082243548321182,-0.00449093952650878
VCAM1,5.864145674090577e-06,0.09393928671230822,0.028395306949484552,-0.03603396897345483,-0.013368628914503248,0.07329325856949963
NXPH3,0.05847811956650652,0.06774095701017267,-0.02621732527080457,0.08418873389839783,0.017672031322218076,0.021581080532142617
MTMR4,-0.04798965105250173,-0.01373667828329351,-0.03472428637856474,0.08007232934507606,-0.036359448266725866,0.051431312592913586
LAMC2,-0.01341784571714979,,,-0.01804197408198343,-0.013290558371552458,-0.0420843571347478
IL10,0.007886458749782188,0.029776593552183334,0.03168142279262752,0.028892756064291564,-0.03309620933476477,0.08469363853947744
SEMA4D,0.09228193794943727,-0.05821125244309086,0.10278149645275653,0.06268082214182741,-0.02030414829138241,0.041689424101210126
TRH,0.023446247028228572,0.11607833148270294,-0.023500186557688704,0.04720217991201206,-0.044185609075201096,-0.02955506164091183
SEMA6D,-0.012057166246922414,0.016994560444758482,0.07023278813172941,0.021012288640990227,-0.004248522241142112,0.019787293028698364
CEL,,,-0.030041132690789098,0.05622561498201569,0.010190231135152173,0.0068216687183194095
PDCD1LG2,-0.03742637115695963,-0.025492799223581716,-0.041809709573831455,-0.003307683809469708,-0.038266387856669797,0.05666470370147701
SPINT1,0.06827251352735988,0.02177411218817,-0.02079993244717241,0.03220000942742666,0.02494356305408811,0.023948417224071167
CTHRC1,0.18199090230257742,0.08061677480014462,0.10146917357101912,-0.0026045755647177084,0.04163007242303314,0.04654353727258089
PODXL,0.12233423496883306,0.11961039846315422,0.12226778077618526,0.054272346537690266,0.05216500562423755,0.0599186297142963
JAM3,0.02373913607694781,0.10833440494053746,0.09450357717057589,-0.015049523327443203,-0.04674287496781677,0.037736140503891284
TGFB2,0.054238352914629834,0.1264719818509147,0.1181878754583393,0.026716608133379123,0.018435160673497947,0.01818590562509486
COL18A1,0.13488923824622365,0.1491436398775729,0.12493317972155127,0.07535886047633618,0.03504812576820998,0.0758618482053318
NODAL,0.08361363272755723,0.13433627380992555,0.12182486685732616,0.09485410638683664,0.15432643393049572,0.11719381240180694
INHBB,-7.942567274166345e-05,0.0726530146102683,-0.16619078807133844,-0.013163964923090488,0.0011967858108607428,0.026332863511000434
LCN1,0.1609343276033622,0.0027680897490377017,,-0.02333476605803428,,0.08101950411505687
ARF4,0.033237525611625574,0.030482277225485712,0.08815687640824116,0.07363185479584258,-0.02645644424361912,0.025315808765004482
CXCL14,-0.010488725971138691,-0.02095592219151704,0.038941935257365695,-0.030483050675828165,-0.008156000144048802,0.03866701426731735
LIF,0.023816891420690194,0.05137420442236715,0.026112126383934824,0.007290376032276152,0.08702754918883367,0.004202706572796082
IL17B,,-0.004751175934555735,0.03745591430402246,0.06540745066525705,0.060794478650655376,0.012103385954609873
MMP1,-0.01849872019557805,,-0.018497665797569018,0.02291696169813212,-0.013692345818490511,0.06364145373777952
MATN1,-0.017617243953723632,-0.01908868007801895,,-0.013636923307082941,-0.00025053974453928367,-0.012688554848445147
ADAM28,-0.01302369951984485,0.08156260794883197,-0.09966209395573863,0.044858516677400734,-0.03814154263756806,0.04651460203043014
TCN2,0.09201738991151578,0.08074925736945245,0.06451685158292775,0.001837000367030699,-0.029815854833921174,0.051652381209383265
THPO,-0.022955998319443623,0.027597631548316095,-0.05159580876395936,,-0.01690441834448082,-0.017640633180625954
CUBN,0.04805111081835253,-0.02198226085876695,0.019907117089280106,0.03986839660912946,-0.027389268332506923,0.060595033216775715
TIMP3,-0.06147697818057608,0.05788931581934884,0.023482808866613053,0.020006813083856066,0.008200354722451527,0.06628575444545395
PIGF,-0.05407389301988349,0.10813025619651304,-0.037649304979897956,0.009834511424033321,-0.06325144968415176,0.05346896049717924
CRH,0.006444283954169102,-0.02799739983925464,,-0.0062330968336994875,0.018193800873758444,-0.03430206105043077
BDNF,0.0468683732748924,-0.05732433108355401,0.021977372687907476,0.004987660997965028,-0.033454746746321644,0.0667875750571865
CCL5,0.05197986524401368,0.05565216068715383,0.07943319311521871,-0.025320581837643377,-0.022816851161560334,0.06450547600071628
GAD1,-0.03453631736870614,-0.04587942813783906,-0.01604755524806312,-0.007457892914329845,0.02344558742055352,0.08090917965050952
COL14A1,0.049674125948930524,-0.008654634251158052,-0.005971709387807025,-0.017244356944227268,0.0014883804307939082,0.08154797467117836
HLA-A,0.03370112076308051,0.14659548292827423,-0.0009421274786231913,-0.057709013142748455,-0.019415294767909312,0.03562137686999454
CD5L,-0.01572060548477099,,,,,
FGF18,-0.014224306558229318,,,-0.024006772541236374,-0.0073790405654758605,0.027283933703294128
ADM,-0.047006482329332876,0.04644957239254775,-0.10034597562081989,-0.09230199058224346,-0.04665573446439118,0.021421030829655668
CCL15,0.00014894574449484275,,,,,-0.025633104723231135
GNAI2,0.0664283713306945,0.12221907365538767,-0.04422391806287422,-0.010518085525588191,0.04788327500658139,0.06246434318141071
HDC,,0.04553944773745793,,,,0.06808127490841752
COL11A1,0.06374837325897532,0.12098729940584892,0.17070888351556426,0.009021205504687326,-0.025353298599133586,0.021311910340268074
NUCB2,-0.0666025496665872,0.022506821293473086,-0.04505466784128496,0.020152590074701507,-0.009944461327407976,0.021541140883164236
CXCL1,0.04700374019174353,0.020848651528783353,-0.03873301132452451,-0.0641004391052152,-0.039057719984901235,0.03397432351660739
VCAN,-0.03277320299144323,0.06267159746367233,-0.11899365961701897,-0.052227238559019895,0.02487648208974119,-0.03370331650851508
MMP7,0.0674071896188897,-0.01328952380776592,0.006614173767053714,-0.036539500961136076,-0.005166007332882494,0.09766401325953458
PTPN6,0.046260835129157206,0.053743324120492944,-0.03334408779783646,0.08822027328886099,0.005775142528731078,0.08192363630864169
PTGS2,0.043927636179311176,-0.06391810672072418,0.03954391701453499,-0.003668609478838039,0.03269417523642469,0.04932645394254692
XCL1,0.02292980885305638,,,,,
CD58,-0.0008377010822623748,0.10044901247151825,0.06319899771534623,0.02234158246207829,0.007466487042767223,0.015149268890490621
TNFSF14,0.04140095531546532,0.014073244649736985,-0.050005024100052066,-0.019204155345251685,0.05514353456364649,-0.005900731942056054
CNTN4,-0.03051736246452653,-0.04718835424527416,,0.0641586271672676,0.006231869164533911,0.02736104894758127
INSL3,0.07118972470632451,,,-0.021357415857282527,-0.019771026861745568,-0.023357749703943487
BTLA,,,,,,-0.008752937424750376
MFNG,0.08008981814965702,0.08012618565451977,-0.05940965021303527,0.0732836943703329,0.06830276404359653,0.05492641134742685
ICAM1,-0.011536360480206946,0.08358008038808946,-0.0006528043659452047,-0.02562862587799206,0.02419008985632645,0.012508904940000884
PROS1,0.04551272310871516,0.11137563255095398,0.03384954317906233,0.037211593840293766,-0.06524548189728886,0.045203074781182025
CLCF1,0.06970808250974087,0.01383911157017231,0.11247765206744759,-0.03415673777072519,-0.0006231506966293378,0.02512354403293924
PSAP,0.09067428499807116,-0.030658383325206078,0.003500866281344769,-0.010043359248265892,-0.030267821013404268,0.07120766424467333
EFEMP1,0.042989482397507765,0.0785858258386875,0.02879727453353987,-0.00834482731331267,-0.053449103935258806,0.09779052246540364
C1QTNF1,0.03574978075075089,0.08549919899653961,0.06441066280588642,-0.037913378765763575,-0.002830815045578749,-0.039780150525990855
ALB,0.004684080925060989,-0.022291504161945627,-0.05760966535025427,0.00992944764402662,0.011830701267248932,-0.017889104305404944
CCL13,,,,-0.01425583971455104,-0.0053586304243745135,
EFNA3,-0.053811971269705036,-0.08498433412648419,-0.0858969446577575,0.06343119396848522,-0.02768610396510076,0.009841104099576989
DRAXIN,-0.02720355839700723,0.09676177283876981,0.01742459170251425,-0.06657636192824296,-0.0028508278842792564,0.0952962226836115
RAET1L,-0.012021823828349223,,,,-0.024019954185039646,
NPTX2,0.029211836852715566,-0.12531722683370186,-0.007789892378705867,0.02014743962586391,-0.010453799167130405,-0.038365100782843505
FGF11,-0.0419463923725014,0.03536316609280363,-0.04220743283215321,-0.0023650980565667634,-0.0685873502146993,0.07226152788947317
CD59,0.10324108961501165,-0.014261464534277724,0.1357461183988008,0.03819352588420744,0.02630760977946199,0.05981795778979396
COL9A2,0.025593277928642626,-0.010877894644858135,0.12456968074191076,0.056733281505796304,-0.04678821516993445,0.003421339121716285
DLL3,-0.028183195102846073,0.06552034881320043,-0.022367846797372064,0.061535645212737286,0.01298585640465081,-0.02484344719649873
FGF5,,-0.017750599275161746,,,,0.02770813325029436
LIN7C,0.0379435283911929,0.008825265413248216,0.010860562252481333,-0.013680613214573308,-0.02835443512139161,-0.01460425344046206
GDF7,-0.0037737258636213905,-0.01995276133622023,,,-0.01607269081399995,0.08839200959400043
PSPN,0.022742039092304843,0.07025804123533015,-0.14675773214225274,-0.0086775014361328,0.01979368160065309,0.027707825687511435
ANGPT1,0.04478260961211772,0.11460493257032858,0.025990841054740563,0.06332018526078649,0.03188494572997606,0.031996987877908195
PNOC,-0.04321657716151763,-0.07130085293100945,,,-0.01905483142029733,0.01248206006451173
L1CAM,-0.017328609696565606,-0.04750892245454114,-0.0443743640492826,-0.03868439595948961,-0.03403113824919145,-0.025714247737630386
APOA1,0.013902428313202505,0.09585039020500072,-0.046965053909630676,0.039258944873754205,0.0031970075134600765,0.0908454153487464
PSEN1,0.010191292068464152,0.010276639243935333,0.11161518422817654,-0.042852523888000774,0.022306358803250055,0.0657867838505791
CALM2,-0.01871117278745638,-0.11876777179532594,0.06444426359844363,0.0619008645287383,-0.050497812415555225,-0.018133403096356773
CLEC2B,0.036337816840129274,0.14068930936324014,0.07585323463209133,-0.015461724266143867,0.018240407628714924,0.029870896571421716
NTNG1,0.008432258092356773,-0.0014792764557088848,-0.06540689479868635,0.0877062449456542,0.018881594552358362,0.0506733842471483
LRIG1,-0.013810052119532222,0.04327979236126253,0.004783110816515106,0.024895223999522455,-0.056997062196333624,-0.0031015268454601336
CPAMD8,0.04882511141130233,-0.016057805859301257,,,,0.07846340417786686
GHRL,0.06111746585563525,-0.022901511608194588,-0.018016012166517638,,-0.01738573564899154,-0.05048447892452687
NPY,0.029951402621477104,-0.046362840725923254,-0.056641412966024075,-0.07219948136699049,-0.016065151579278257,0.01606998104084452
MMP2,0.0951490077802298,0.09460243610661238,0.09659928961995001,0.04872739087417298,0.021982869136291633,0.029490562798721847
PPY,0.04566113111727408,,,-0.06044508449413098,0.04460519255511879,0.06345133969176475
ALKAL2,0.022517315588837756,0.0030837082203388597,-0.03227009915126971,0.017214539563085333,0.025394186348595773,0.05925714486867807
CSF1,0.021748837828544088,0.06546948539340487,-0.07709089249836272,-0.03044997250616834,0.01144961083686321,0.010204293578871476
SEMA4C,0.083288077100513,0.016716494219469913,0.011923305474363564,0.08099232781751771,-0.003475577148022209,0.09194291274874686
BMP8A,,,,,,0.13099087194981904
ICAM2,0.1114841491352872,0.07209262381589392,0.05106402547718841,0.07789852497147551,-0.016215916104495045,0.07871848482870118
SYTL3,-0.03400303822481559,0.015438654202137315,0.05367706541758715,-0.02364546786120455,-0.008055888894225482,0.021824374043689667
IL1A,0.047094057347992276,0.13442995592704862,0.13207252075959625,-0.010405883779516905,0.035533106552842676,-0.009489798541033207
HLA-G,-0.018498716277025023,,-0.022419651113784557,-0.01786644090552626,-0.016714691386611396,
PGF,0.15229383185796325,0.1331237146044202,0.183871668899111,0.044318054274757136,0.0019484756271546657,0.05508331536527583
LGALS8,-0.009315522861601764,0.030000325327030702,-0.07745811256294069,-0.008683126498886177,-0.005280336856487439,0.00926740685501295
DKK3,0.0809416412041858,-0.09538034797463929,0.0592091932270452,0.002202760990075533,-0.023467386534624154,0.08047213603570715
COL16A1,0.06650917818367262,0.041275429422905276,0.15691363677796757,0.039594694288736056,0.009640527753886427,0.027930397458712675
TPH1,0.08529593701983258,-0.019088679897829846,-0.024493183863723768,-0.03454072758110237,-0.04552071000847355,0.051003561475331215
TNC,0.0006578128324501156,0.08758042096935946,-0.05047934040709171,-0.03501569734492638,-0.006073497355971922,0.0761696196964338
TNFSF9,0.0309087031689368,-0.03417030206646022,,0.09992701573073562,0.005427835410051654,0.0022759680139018347
C4A,,,0.024465584439502964,0.010881187627171203,-0.016242203797313216,0.09445588567418484
CNTN2,-0.055942308182624835,-0.04460880575852597,0.05162047652133138,0.02998263635073982,-0.036815348004594975,0.030048348095014762
F7,0.03719116803370625,-0.016057796525967335,,0.0021860806940225104,-0.016072692368189877,
LUM,0.04961568650749366,0.12957866175350416,0.14641384666879517,0.07200932179141073,0.08019589285833525,0.03675792226910074
BTC,-0.012021818820873227,,,0.10593045936459691,0.03288919646827219,0.01711082922099161
APOC1,0.018422234707351586,0.153631412669741,0.023693048060862903,0.12574135228731437,0.01110667220751903,-0.01859250889132808
PKM,-0.0342493155744122,0.012155392257000667,-0.10443165696375499,-0.09752288162725413,-0.022998660183986032,-0.0009913822690317679
TNF,0.0022442829527576846,-0.02356680891445926,0.022880374882229566,0.04741005381953721,,0.059782523446876165
GNAS,-0.09679845115142358,-0.06805023556622032,-0.06263859744278101,-0.00807185580290976,0.023912566751691348,-0.05305263456199439
BMP8B,0.08398752840715644,0.06010220576103543,-0.027128249132996215,0.007681098487164142,-0.004577510902776905,0.0441082096625116
LIPH,-0.013582752458265892,,0.07204619111504278,-0.014255844957502099,0.03608474436868578,0.01890638142819877
CCL28,-0.0191058309300691,,-0.04194789661896926,,,-0.024461314112634594
PTPN11,-0.10185910954792614,0.06257736079629554,0.061886678572157426,-0.027014821428868237,0.01033611654414844,0.011898323559312201
ADAM12,0.06836210858170753,0.06029620067049394,0.20380696359738706,0.050365902025404564,0.05883820503923341,0.04188770340438431
EPO,0.07442657448318157,,,-0.015482211700003367,-0.015377260272327166,-0.02601257462980733
EDN3,0.03281349551762692,0.05273940690621263,,-0.00862410129629352,0.005643843921538779,0.04651645331669641
CCL22,,,,-0.017522529048282998,0.09627557051236134,0.07004336397036101
CCL2,0.11280702435620506,0.0015570037688642563,0.09604123273210435,-0.02649939282807587,0.002172799572663285,0.08537965990962817
DSCAM,-0.012422331615822277,0.03112417215529975,0.008876873979257717,0.027607515178055184,-0.013915720085526613,0.0032026628294624135
GPHA2,-0.015138667790085126,,,,,
ANG,-0.06466205998133602,0.1041354186366112,-0.12571833638342972,-0.05633378464548582,-0.01087166633053935,0.05508716173534744
FBLN2,0.017435859587377645,-0.02335939079410071,0.027308520265231527,0.01102680826999339,0.0438499247418596,0.017858214409315273
VTN,-0.025676135697442516,0.029188119770948796,-0.040045884986909384,0.03184353913603864,-0.019911476584076482,0.01937427660793036
VEGFA,-0.08432085833104505,0.03263529562934929,-0.14504501655392546,-0.12525618892976745,-0.04240154402539009,-0.08614676731319725
F10,,0.03538673721986404,,,0.07169140820335075,0.0015981714462022726
SERPINA1,-0.01884237084654877,0.08166948281084861,-0.03459810679787701,-0.05269908160561831,0.03952949329823752,0.04560503937402156
VWF,0.12914419767465143,0.14486129215237042,0.16977731201242074,0.13492276847040602,0.07022528593736112,0.04815577863901397
GDNF,-0.02127157423962084,,,0.02196983122892491,-0.021532831327814826,
VASP,0.09710212333301976,0.07040560436914223,0.0545345409165077,-0.015959638783617603,0.01600319707471927,0.06939690044138398
ADAM15,0.02276017848497086,-0.009213775799117158,0.05635574619126186,0.021906331417870763,-0.043110143517803734,0.0349247390817552
WNT2,-0.023759707973702197,-0.04121791053602558,-0.004840412018388624,0.13965049148623304,-0.01846383871758671,0.16230851448545996
CALCB,,-0.017750599082260208,,-0.01680714084566157,0.007580591987643897,
OLFM2,-0.03996994717594044,-0.055359689547769306,0.021335284766562566,0.0073158028235886016,0.038728549831121846,0.04157315409386022
