,UKF243,UKF248,UKF255,UKF259,UKF260,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CXCL8,0.29737745003338,0.394093189479081,0.3384452370535624,0.3780993692046218,0.2308747442062631,0.11936343758850798,0.16237039507314902,0.37153880671504214,0.3127831556618709,0.35440546473000756,0.1220219288131816,0.23786131672507757,0.4499486313019067
GRN,-0.04757095676406991,-0.17362107905785326,-0.18045414430283888,-0.14012132825401138,0.005132380697262904,-0.07771605896366422,0.0021734394717212993,-0.13694073681432703,-0.004986672901576671,-0.014507846058857896,-0.06029987054007568,-0.15032267707679928,-0.11048248343413178
MIA,0.034176523071072315,0.03600042067276159,0.10023877590377588,0.14679498948828743,-0.014825434214838588,-0.016659496373524284,-0.01844076978704828,-0.052989424872217285,-0.12250966158320516,-0.11414468484218658,-0.07388378502027453,-0.08714676241746164,-0.020711840069131987
COL4A4,-0.002316758209376597,0.01501723297197727,0.03945169723996966,-0.005530546534445779,-0.06785080225261866,,0.056165714229762166,0.08603203307832193,-0.07403594401219989,-0.062293281406207185,-0.02549959350831686,-0.029192778639038276,0.06895990565385761
TAC1,-0.05627569154128153,4.653355961989785e-05,-0.14069161014863105,-0.05832414133628856,-0.10289933729550234,,-0.03170168871892075,,,,-0.030674309542912653,0.08931506864968694,-0.1170328536155156
RARRES2,-0.09185090003862939,-0.06279246732102117,0.006983707901954781,-0.12258873669419885,0.08179816465679227,0.0591207049341037,0.009156404604199137,0.1196852235933772,0.24428158270368808,0.23345817468518987,0.007210684197705921,0.1269863400581106,0.340681849519479
FGF7,-0.08354808297718926,,0.015236911132129794,0.05832536511415116,0.0005987899686982839,-0.05982184092394257,0.03949788671222676,0.14569446020858673,-0.01685385270331214,-0.02326620437551282,0.014501024817648325,0.02115668587247971,-0.08115380221796387
EFNA2,,,,,,,,,,0.008316594136447919,,,
HBEGF,0.022357173363553355,-0.00997845683140994,0.04083740845178445,0.11690387391774722,0.12089471360872572,-0.07071029891395063,0.019980262738525843,0.08861678922993509,0.09188143407493855,0.10878066869821493,0.026392708024110513,0.1355755365092879,0.20463465725504826
CSF3,0.18075066740353254,,0.28336484987310245,0.3946586180823383,0.22344533148458187,0.10403291449351142,,,0.2357606585533212,0.28072535767022544,-0.025489015319022378,0.05383858162822832,0.23195232842344926
PI3,0.3413352871498406,0.20732422484428012,0.2156009124851765,0.35855664390470265,0.18540321207018032,,,,0.317852330493347,0.3284052172873813,0.0928293729734571,0.22120451814446573,0.38892382248496604
PCSK1N,-0.18646317530064327,-0.13525036611477675,-0.15729811860221335,-0.22786339306629946,-0.10275304269216019,0.020969454956196235,-0.07003966777130492,0.0309178081255604,-0.054851170320976854,-0.20979824491790935,-0.044515882331611245,-0.1528900314198274,-0.3018037767549621
NTS,,,,,-0.04405625970029756,,,,-0.015879140423032848,-0.05341399990410485,-0.013427596058903764,-0.034162949565354435,
SFRP1,-0.07837250038270206,-0.028066182876763403,,-0.03336912069301455,-0.028843428823368333,-0.06351892664552128,0.033810246045710056,-0.07122030049524308,-0.055001488473660126,-0.07259115697678034,-0.023920280685042233,-0.0333690891673027,-0.014013604967219416
CXCL13,,,0.04434779288303552,,-0.028584206311370448,-0.04002452841228406,,,-0.061770675779648426,0.1458095211178222,-0.04157788814412815,,-0.0013855632406375175
MICA,0.05659071591669694,-0.015500744178220324,-0.039229870711426515,0.15524667615909063,0.030182839061925742,0.02735407803706356,0.01521160990051367,0.03152310687237085,0.06036313895887901,0.02797284082379191,-0.017937080814245193,0.00299944881966195,0.046476233625808154
TG,0.0710997404392871,-0.04483349459686502,,0.06307083544680891,0.01702242271306948,-0.050850696465794834,0.016316442088171085,-0.032979780040984265,-0.04738600476297505,0.05208277677374911,-0.002717974354012005,0.02028309812612271,0.08563132384841006
ADA,-0.06043738515209985,-0.1034075858852335,-0.06693164854838439,0.040007119556620965,-0.06122997056287512,-0.036760328689085894,-0.050387220394194174,0.049222643810482324,-0.05740910668031043,-0.03281171416167495,-0.04608111590602242,-0.10828185834892573,-0.07525651861799487
LAMC3,0.0020885185450173634,-0.1747263433143613,-0.048533407233727045,-0.08449031392833456,-0.039405187366035745,-0.036777575340276945,-0.01296199450486802,-0.07740306929732738,-0.10424403168134798,-0.1262240754931144,-0.053650846082622404,-0.17647880603670135,-0.17484412666912102
CCL7,,0.1686553768408347,,-0.0029482817556660233,0.07163876682927779,,,,0.06960553478263584,,,-0.024174717125871898,0.4000682601976967
NGF,0.07647685160335309,0.011655713237356114,,0.22200383521981154,0.08262869124943528,-0.013578841146738201,,0.1398734139691463,-0.05440673793392095,-0.04325337200691,-0.03474786188760934,-0.07237837446045056,0.004414652215643156
TNFSF15,-0.04674213433008501,,,0.08502560232635141,0.08038140295185009,0.0028900570281634834,,-0.03039857790603092,0.002504152491424946,,-0.015828240920712434,0.04732100632560149,0.12092493541319836
HMGB1,-0.10744402193410052,-0.32081456282645776,-0.23169998433425493,-0.19362836313773496,-0.12641869640157194,-0.08746700277853645,-0.042223975706605986,-0.03327742538994178,-0.07921664017801343,-0.13320148275310045,0.03241489764516805,0.04115701669370146,-0.13274510052800975
ITGB3BP,0.04521941972620841,0.029535935785383948,0.005267381554354398,0.11247653533010328,-0.01060393352775309,-0.12591510373962614,0.03571119683197239,0.12041074080024704,0.053286782377731816,0.05666205953770083,-0.005837177577539497,0.053581228815063886,0.04136986010558468
AANAT,0.01193626145233931,0.009393114106247121,,0.017700253667655264,-0.02528291968164899,,-0.01685296834100163,-0.021096370440755175,-0.01653672957055057,-0.0384830671955283,,0.0392877370454908,-0.030363741358916903
RELN,-0.025311696846395344,-0.035674546783644755,-0.033868553195839264,-0.032135965729467135,-0.001448825774089312,,0.052196635975010175,,,,0.09862457999381898,,-0.08933012171481161
IL15,0.10797711186723324,0.04906623480195967,,-0.03545523077963379,0.04484002259574295,-9.077626123141553e-05,-0.015630349204753258,0.04691409317122582,0.03442009757396871,-0.01852883210839411,-0.03860995107764895,-0.020683646163454365,0.13004641482198107
UTS2,,,,,,,,,-0.017934211890710806,,,,
BSG,-0.03648467559627383,-0.1957510507861085,-0.14369832235590496,0.0435263812584139,-0.023734214196082456,-0.040039324327960694,-0.004230061807919186,0.01174475548663455,0.10189338499907108,0.12167698857465603,0.04366765990282276,0.07060831355017341,-0.005698157887136638
ADAMTS3,-0.09567793659364585,-0.04947643466788112,,0.020477305679816673,-0.018968031881550638,-0.05153593708772607,-0.025972595802781096,-0.025260755903267297,-0.04058063614657686,-0.10753901014465549,-0.07826911046884465,-0.05664891833934948,-0.09374160013405865
CD34,-0.05077930991267377,-0.1862357586612105,-0.008988561320682953,-0.05374259322618901,-0.10373664779161888,-0.09314184186250912,-0.03619738446670034,-0.061837334846950844,-0.05338898046124373,-0.04696259755157499,-0.07748767858631361,-0.09983366984967562,-0.10196455634507413
PLAT,-0.1331817524320363,-0.3041542660277387,-0.22004696386684464,-0.21233292596625036,-0.031031089306834597,-0.06382697440664756,-0.032219779970345745,-0.14425673151483157,-0.23928486062482549,-0.31421426905456495,-0.01169741851427196,-0.11440445209309642,-0.19518699963354394
NTF3,,,,,,-0.016546572943529483,,,-0.07723505265561248,-0.1676832762643892,-0.060910583218521136,,
LTA,,,,0.058960362409704585,,,0.11362854412353957,,,,,-0.034423943346398256,
CKLF,-0.08407981580732346,-0.26116511985671936,-0.02830092655961924,-0.07274945868689366,0.006887739608302745,-0.041312627035325726,0.0026411396235597323,-0.0884784244479967,-0.13861766092402686,-0.1121380798167501,0.03480565054882599,-0.04225761041873048,-0.06037715327447867
APELA,,,,,,0.041850192382545656,,,,,,,
CD24,0.05284322201987841,-0.19686150849521994,-0.029749012992549333,0.056186780917843585,-0.04069808751099651,-0.09886807410215315,-0.015192933348363274,0.2197552863367096,-0.1478515702095399,-0.22363254348890696,-0.08023245293318644,0.13250806715362512,0.12534248030241035
HSP90AA1,0.05412365567669313,0.24567517384178458,0.2724056353848999,-0.04841903711595609,0.04551391888050432,-0.07955208537038501,-0.01520664836677875,-0.08107207285852074,0.299520709025753,0.3235034319452561,0.016866103651007096,0.18632501169246665,0.18371821802313498
BMP4,-0.041143062649414,-0.08146324822847421,0.03455244529806242,0.06487159779470875,0.005970468353564696,-0.03686622320446256,-0.01331867353815036,-0.07205592617193125,0.009385207724836489,-0.06808694040139773,-0.05484860572781242,-0.033039429784617755,-0.0021134210152651206
SCGB3A1,,-0.002734868932560602,-0.0343259872486989,,0.017912869130606638,-0.006967020311852106,-0.01090665231867554,,-0.04078123781557534,-0.015306284102424857,0.013806190707022607,-0.05068791851977588,-0.05525788179795034
IGFBP4,-0.03247713049837211,-0.19511591807755704,-0.039629655130461676,-0.04752755148473056,0.1111490250418008,-0.09387251263255258,-0.021283354104682562,0.004146905645841629,-0.058371412099245526,-0.05713962467714237,-0.09157112888046734,-0.11598167933579313,-0.1512796606715901
RSPO4,-0.017634408727043815,,,0.06238698980190892,-0.023609589693527555,,-0.021681757737862125,,,,-0.02213672249840218,-0.045401577880855935,-0.011459291332528989
LEFTY2,-0.02063283718822759,-0.09790859589206337,-0.11301412561851289,-0.061840799555813515,0.008680036576846224,-0.0028349538221505077,-0.019295493921087897,-0.026959373509414873,-0.02575235968891887,-0.033464507320926366,0.06243424695033406,-0.052282736182638,-0.053752973179149004
PF4,,0.007192458487193377,,-0.022715533373058726,,,,,,-0.040184862168757364,,-0.03442393538044243,-0.06405605022138888
ANGPTL2,0.026890924095255946,-0.16247919900435123,-0.1444444246078226,-0.12284000631064045,-0.11506656371941357,-0.03662821789682207,0.02443049891851983,0.05620374790809226,-0.1855465850705031,-0.2737607274928888,0.008219762588788983,0.025338756351141332,-0.13782158988295254
LRIG2,-0.048181330756295514,0.0142063625507993,-0.047555693011386055,0.0014346844661928056,0.006504039393366304,-0.019699903360943377,0.0449009163758624,0.008994188534583067,0.012956910427269035,0.03979531243903889,-0.00386967746449111,-0.03350350885175763,-0.043778746044350746
ICOSLG,0.06223721005858179,-0.05436212916374899,-0.019596845684174673,0.07491891669530791,0.031408230892191365,-0.06460877668885745,-0.04548719606206339,-0.08453686102193621,0.03315678897081369,-0.0746230752796242,-0.015657057897124186,-0.02850033949421152,0.06922914572163255
WIF1,-0.03928877055547769,0.03658819475609555,-0.04188550399074325,,-0.013364158300609283,,-0.014693949511599866,,,,-0.020578227767400314,,-1.1632904308116923e-05
NPPC,-0.011729881782808671,-0.02683292030296622,0.07371422575357378,0.05221105896021159,0.057543070937492856,,0.08716379025460237,0.0017175609177792956,-0.055463997823215434,-0.07603245321667262,0.04059403518753536,,-0.04779163603507635
LYZ,0.14758366961487132,0.04135945940499625,-0.040914903469903965,-0.01349220648363889,0.04490597496183095,-0.009111945503097709,0.02266831472735732,0.08577237473748715,-0.03366021920831018,-0.03499419584229344,-0.006562542188810634,-0.015628153444474487,0.12936063065797462
EREG,,,0.04111759131275266,,0.07745258606421929,0.00929130429268348,,,0.08920465826302387,0.1674586091168494,0.012862276193353535,0.09411886832841355,0.029060173356489877
SPTAN1,-0.1927390195891889,-0.24585255560305302,-0.15370908025645819,-0.2581773852532775,-0.06844266419179539,0.01947419470643536,-0.05354698751732672,-0.10571386925513619,-0.1575528847108501,-0.21437590070945636,-0.06858841865435751,-0.14944537206500472,-0.3033690194334593
PTH2,,,,,,,,,,,0.01098083596205827,,
LIPC,0.010119754605704558,0.05092588976575269,,-0.03303088506413939,-0.03364419517440922,-0.033701957464441865,-0.02455381996530238,-0.05190253252828726,,,,-0.014535205815599894,-0.04426346864038717
COL8A1,-0.06501498357212186,-0.0021389941421045234,-0.009888796965527134,-0.03265706848495035,-0.0531564340875641,0.1037618339577014,0.0030316836044799148,0.020652056471017186,-0.09438689829453473,-0.04884643955639732,-0.03759756940592606,-0.13439610891764275,0.02349549770632858
GSTM2,-0.09635714318837423,-0.06485076206909002,-0.013251368418655752,-0.002200045523555689,-0.03931836964171523,0.05231882652779342,0.05858270426556721,0.07998524629767681,-0.08318938420911053,-0.08211499072789603,-0.010694737845919353,0.10013107246170407,0.043453821366315745
SPX,-0.09081904703229161,-0.026697763163019216,,0.04603878013519993,-0.0674766023163586,,-0.042560784342114744,-0.05963420208129473,-0.05389000238066345,-0.011604883866738358,-0.022251514031110274,-0.08903666574011233,-0.18114703103333418
MFGE8,0.11438877516607476,-0.1346616711326326,0.01743951748913984,-0.025181497695832798,0.004654009683337675,0.03393141829547551,0.02890549559066294,0.04266142385933434,0.027136194265619067,0.009913529869181283,-0.039605551155174216,-0.0554397844314366,0.0929230186439341
TGFA,0.06890761624030037,-0.0341133793866582,-0.025017066212254135,0.07395521494656772,-0.05006581310034326,0.014007176073020062,0.059564371582994886,0.01295564623326549,0.003441436175361049,-0.08402972088099685,-0.09029453294558215,0.15808981312993997,0.04161442677941294
SLIT2,-0.08618193003880113,-0.06195721217030048,-0.05530052383483632,-0.014057934592340055,-0.025023849437962035,-0.036178299424581374,-0.03515866638634324,-0.02856762606688735,-0.06882532270757746,-0.02029230357092636,0.04062701401756389,0.09541572127675278,0.1630080833385067
PLTP,-0.14329842546743618,-0.154357019477134,-0.1464225283162813,-0.22043344862782335,0.00031516721692082623,-0.06837171699006521,-0.002845649560886194,0.06746687219133134,-0.07160136164377917,-0.01008524133896432,-0.04527262453759805,-0.18338859333206786,-0.09671839686098548
APOD,-0.11021512449904468,-0.22423265579246707,-0.2646242006753558,-0.14656330691544667,-0.1284299439837578,0.012523622843461523,-0.10039118084220991,-0.21291412240780722,-0.27439623171201677,-0.28893641157552263,0.07479214462961982,-0.10248577557482502,-0.27441160290714683
B2M,-0.0476608288052826,-0.0798486185846365,-0.237520369383104,-0.14497058395465348,0.055873414279499406,-0.04748396775166831,0.03139473305063925,-0.1744955441095241,-0.029935579465442872,-0.07906434467001013,-0.05337368232867744,-0.16952448574997153,-0.10437097073992892
OMG,-0.11615984543108282,-0.2575306733871573,-0.21967911767750303,-0.16037164276313814,-0.16918419481065264,-0.02199481103584292,-0.05614067672507967,-0.1395947783461699,-0.20268691796718588,-0.18860330416375976,-0.10053688339633893,-0.09484455630382493,-0.24349306078736246
CXCL3,0.17104397656743478,0.2335077386589689,0.015927621964428536,0.37266951726783126,0.1777028112564546,-0.03405734920470112,0.10838577882207219,,0.25367796280043764,0.24795590674444687,0.08843480051349698,0.016183994312626595,0.379264223197161
CXCL10,-0.0446747491888878,-0.014384957580948664,,0.041602878608856794,-0.014559867515664477,-0.02997018321488056,-0.01788823195946559,-0.03407365780065275,0.08128341439428553,0.008024267885467083,-0.030247794215811682,-0.04413386089882102,0.022763020225355216
RSPO3,,-0.024204838569126707,-0.06960573428178077,-0.02637966042217799,0.07883115700070256,,-0.011763017055854972,,-0.06575573599240797,-0.0791233226796023,-0.006003415291311412,-0.024532610747485303,-0.06513658718869357
CORT,-0.012372258998065027,-0.04006399964050913,-0.06232646048410233,-0.039484713011557725,-0.04083228544464543,,0.011839779954106578,,-0.06094629692661393,-0.04205141581962287,-0.03681633842038739,,
NCAN,-0.25536177980636293,-0.3539341147010562,-0.12258766343369647,-0.2320417191280876,-0.11143375209158354,,-0.07770054745782601,-0.17906145704365342,-0.28023884407534,-0.32353801085891437,-0.06133471941558655,-0.06014283897193446,-0.35887050270052107
PRG4,-0.037599849546983026,0.009421659905442166,-0.05013644917874655,0.009642344240719133,-0.024089108103886137,,0.08417744102128721,,-0.03534674693517965,-0.04900461435436624,-0.022107930873684786,-0.05557297496871577,0.032414930462916505
ZG16B,,-0.04431131625917493,,-0.03021748310792144,,-0.01934863892994772,,-0.023452101048020986,,,,0.02256006864647874,-0.030875798639717376
TGM2,0.04757181042299609,0.08290866237353386,0.04832046421363279,0.0789944077828877,0.1480749701580015,-0.03106921034960072,-0.046902610443774286,-0.012118037199307704,0.11818614441504906,0.1447943629937789,-0.04463613476079777,-0.055163380810227286,-0.07195941074800331
VEGFC,0.026757524047662237,-0.05171472941233712,0.11264454399910312,0.05744019863422249,-0.03708111973069537,0.021857231301094012,-0.014035394310368043,-0.03039858061687413,0.01033881119064579,0.08901517940607848,-0.03778111434803777,-0.02665847656430601,0.14445581255799894
WNT6,-0.0642689544882366,0.042846852161656006,-0.0280764154764878,-0.01997592909662691,0.0007854857523765736,0.062096990841777965,-0.01224938340981578,-0.022302950850031207,-0.014868296473813753,-0.009753444784572926,-0.029379043446643043,0.10169263347186022,-0.027900772929137008
NRG4,-0.0341949983748712,0.020182612821643027,-0.01156889784050031,0.015610452004835686,-0.0017293017398193869,,0.004939762990947053,,,,0.06439410423017593,0.09904606081421924,-0.0033078780899175645
PMCH,,-0.019867621475486548,,-0.04390473367587457,,,,,-0.05432748989411191,-0.05900038612103648,-0.016830645704790335,-0.03625531544506594,-0.07325288998193177
COL9A1,-0.05781292602238825,-0.048929492406898284,-0.09562423994615496,-0.03309423727775622,-0.058639242190902385,,-0.01865769774925569,-0.08860641450244493,-0.14043434412537856,-0.22335220763637825,-0.044745800642438036,-0.02778314843359268,-0.07430660970999126
GDF11,-0.08868808773989025,-0.08978832650541274,-0.16713217056152366,-0.033690931409676925,-0.057202500200427525,-0.030620727562033528,0.047394159790807605,-0.019745947336094843,0.016891012158593222,-0.07812944269594141,-0.05206070058805141,0.03127441619678368,0.04231127589057665
RAET1E,,,,,,,,,,,,0.039636136087338826,
IL24,,,,,,-0.009057794103420082,,,0.023434856814450268,0.06565084201124344,,,0.304509918569539
SORBS1,-0.1487186559779193,-0.0943631316416262,-0.14230854652419875,-0.1578506657039457,-0.11180295445582705,-0.014607699732198127,-0.035088147094991695,0.01910718163838939,-0.08620109798695864,-0.07984867829085994,0.0511122886750479,-0.13306481433494913,-0.23359240505518958
DLL1,-0.09784195290528425,-0.17181495829128762,-0.03216961857994209,-0.17678489474844103,-0.07651949700580093,-0.06314561933642654,-0.005674205576439725,0.11856906627441095,-0.16774354752221418,-0.1564832672830519,-0.03177297934207148,-0.0352824166976478,-0.01993325213019937
TLN1,0.03812243685942352,-0.04759098012091216,0.11223330760212993,-0.07512941163366808,0.031461242957749075,-0.04162073724836202,0.05322039128066922,0.009104864322124172,0.1345160296591821,0.1581754711230003,-0.00241459285756401,-0.019064558466848503,0.15579307072503623
COL2A1,0.011893903750387133,-0.14702597210970647,,,0.014641750324525863,,-0.01142784454038692,,0.02604623885800275,0.0770089914287741,-0.013209470318004573,-0.03570324043107038,0.016510777736576034
SHH,,,,0.017381369857363847,0.018591458966085855,,-0.010906651365366232,,0.10752530865854665,0.0019512365933948726,0.01059374776309991,0.055713609757673185,-0.0637286302824873
PON2,-0.2687361500839953,-0.3295112654590381,-0.22020845493497027,-0.28991980742599743,-0.17764131864064236,-0.08969811422707472,-0.09660177232596544,-0.1839758497731443,-0.13345265615597882,-0.1616067958803752,-0.0695439790140233,-0.2011787218167335,-0.22293783097948655
ICAM5,-0.07073811961842003,-0.011451701954396279,-0.05728418795702827,0.018798668428263873,-0.0019122712277199654,0.09362282854354576,0.08808980889051148,,-0.00785590211745717,-0.023408827913324312,-0.02644664589663658,0.03387157996859326,-0.03974678270392826
HPX,-0.02401727687216196,0.07407711980406836,0.039014889866929615,0.06212461096895323,-0.025555989023322616,-0.004268175420327778,0.04736756297258754,0.03556377323227497,0.04810864674411068,0.030587294564636113,0.05244158645503357,-0.0489577577715498,0.03964298701339214
SFRP2,-0.05465522571183094,-0.02885806298456951,,0.09021206373911862,,-0.024383677214984627,-0.005700628234711427,-0.029473490598694082,-0.0792808715387826,-0.08410254174543867,0.01428459089322696,-0.07984990390544398,-0.0717566929410658
CFC1,,,,,,,,,,,,,-0.031108955796177826
CD70,,0.07399395478398346,,0.2742405586064125,,-0.012612284340587475,,,0.06829777429117279,0.13891347814913235,0.0039043417754074106,-0.001959573749945782,0.25574668153242697
HP,-0.14533831245738854,-0.10355752732593644,-0.1442278774303535,-0.05053415588024085,0.12835457272405415,,-0.020716265606786397,-0.06187622550971175,0.050904212299826314,-0.09102348665249817,0.007646423124965929,-0.03669810655438331,0.05999443522503299
CXCL2,0.07771134724367422,-0.12474461066039558,-0.05991874563921321,0.19964224743271183,0.17011298645028866,-0.015753678449929885,-0.02158688440563317,,0.15599799725196797,0.12718497682242494,-0.0011407678734397585,0.08087063291534664,0.2554264196953233
NPPB,,0.16475682331938182,0.21321424282480228,0.44234454899781417,,,-0.014035395331202521,,0.012996981234657345,0.08396347926754923,0.005786299304613963,0.2861962737774845,
CCK,-0.07100791044100424,-0.14737048304784972,-0.13582108998645664,-0.06623068015897164,-0.10253362779321355,,-0.06086707247691332,0.19088963724417998,-0.12237956995982281,-0.14787054832607943,-0.1253021341420482,-0.0070791682382711375,-0.3281607936238708
SEMA6A,-0.1555996175783021,-0.17469614978284798,-0.1981614635091445,-0.18446263173945238,-0.06067946777349144,0.03509746228038997,0.009156518199389863,-0.10650931115022326,-0.10064587583910861,-0.13538250869803248,0.016646483555715814,-0.056712995462891866,-0.03160276704534436
IRAK4,0.059147232487149384,-0.024317038506187043,-0.06751027536915785,-0.10090214560101618,0.030006494618941483,-0.029254781615241754,0.01879188666697367,0.019508912556620715,-0.006575576645459602,0.013291139163379718,0.07073172199090441,-0.045467566963441584,0.05298276019693803
GSTP1,-0.11625114120847244,-0.16478424380347115,-0.09354880372808384,-0.04479250047640712,-0.03509196664074766,-0.013051506671435491,0.008440375097109975,-0.07676971684177089,-0.06024492321706359,-0.10139550905555955,0.01605095674563173,-0.11663045454622344,0.03502555785110452
VCAM1,0.0700042203792308,-0.11134709780725867,-0.02162183524992753,-0.056518944928292535,0.09329302831115122,0.015881523470512287,0.011309513853585975,-0.0510093979461184,0.05643915534525355,0.14492323786725964,-0.012153397896950874,-0.09243512999869437,0.12992322692319574
NXPH3,0.10407840463237214,-0.0863795754753991,-0.024059149651068257,0.04241767971155305,-0.0089116132393859,-0.04662305971827312,-0.04430501811240053,-0.042949256008621456,-0.016579343362419844,-0.04379275705474852,-0.06844193734836836,-0.06884457840411541,-0.1300040698426259
MTMR4,0.03716433037661313,-0.03536251310532435,-0.033605502572203225,-0.029210937400927194,-0.02359402143458041,0.0020566451319197275,-0.024065225727278178,0.09663740266309212,-0.051060597714841824,-0.08120479108668427,0.05037442012329496,0.05862308046673117,-0.025290919288201184
LAMC2,0.19016063731110405,0.0512457246651648,,0.2593056317312879,,-0.002662636917880058,,,0.03549295907848678,0.025380261106093538,-0.016336766863833133,0.11557018320055842,-0.002034879045228068
IL10,0.08954550460826033,-0.03562285977478052,0.017838179430999013,0.037991878235432854,-0.032097776956773544,-0.04341058021434513,-0.01256367424277226,-0.04035504586220361,0.06741024502376584,-0.061299952912495764,-0.0406818916755198,-0.05553617547813738,0.034596183063286885
SEMA4D,0.025091451606443313,-0.08869784619331114,-0.20624495959111414,-0.1097512550794878,-0.028745272515453314,-0.025476722584530927,-0.0005236361530817817,0.017813789719131723,-0.15985705702707845,-0.17006763317390444,-0.004476815499285195,-0.1110535505875737,-0.14940964415721839
TRH,0.013026504991202326,0.03496800325898252,0.0086452109796902,0.06324267522998482,-0.02117261545896668,,0.038359141256025624,,-0.12948824373535212,-0.12191151332322782,-0.06485481008615313,-0.027873545558256725,-0.03514766386621074
SEMA6D,-0.1896805814642741,-0.09016254590349984,-0.235911594500738,-0.1471463769266381,-0.07492594645824602,0.04633337049901206,0.028880948738761347,-0.06452715203527128,-0.015354640228222043,-0.08725020388238452,-0.0019019729431731952,-0.10555043275131407,0.006220787001131907
CEL,,,-0.023281452919986227,,-0.004871810070950319,,,-0.03242131216704147,-0.01758284852779014,0.06711480285758348,-0.04135523089216966,-0.005776382866653238,0.0680052566845192
PDCD1LG2,-0.038921930440004325,-0.05276319434131588,0.01620794579856168,-0.04105709059802037,-0.01504923836670597,-0.010973405230126633,0.10810685314926806,0.03729204623121183,-0.05730057009111864,-0.021784726658866833,-0.04344398247250458,-0.05314012927639563,0.038538273206101446
