,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,0.06791531013160791,,,,,,,,,0.006521654191300643,,,-0.027729594021511386,
BMP1,-0.053344563308865625,-0.0424042301561421,0.006742307859730042,-0.00020412429593848596,0.1845132797133824,0.007180296234281871,0.055718195163201215,0.07754479674386872,0.020806738562545682,0.0697134535457241,0.100056111131752,-0.007648584101822114,0.016096227534577085,0.12660087439698248,0.008103148576400116,0.12850449564026437,-0.04442183631456042,0.02405142218511537
NDP,-0.003895599534095308,-0.04340739266402471,-0.06659985903075882,0.06229022096641197,0.06800606900432782,0.018362863770456452,-0.02189191451934103,-0.010123531035596541,-0.005519793950564893,0.06003269448399455,0.001231496006020583,0.054948880438626904,0.011603950451115938,0.03805450409973161,0.029117666951566746,-0.10792022144158439,0.10173120753096239,0.02124102487560963
TNFSF18,-0.02457833562571044,0.02562473662858292,,,-0.008159891383727849,-0.022075650284232477,,,,,-0.06206793519901904,,,0.05259173858369075,,-0.03164193776186357,0.0025508024478592224,-0.05521329374093422
IL36G,,,,,,,,,-0.019274156131058144,,,,,,,,,
RTN4,-0.05382958564716081,-0.07091240864503133,-0.01460715863057501,0.01307617820902542,-0.2355540235217255,0.012034211498180075,-0.05105283954934786,0.025434006705029155,-0.023103808942286048,-0.2397518204546681,0.020755493314655697,-0.07979169503557922,-0.02639741083057616,-0.04681834985302648,-0.003606393186063247,-0.064902928644755,0.0014382656702332248,-0.08848523114908877
HEBP1,0.007280863250963205,-0.024718263306135514,-0.0032214075010894524,0.02502048958510002,0.1295603352408306,0.06308523541016327,0.013688824240413486,-0.01682923959474969,0.05031102779230387,0.021140150871142495,0.06300526748712929,0.018774151841612866,0.04322444174784571,0.02996151075917928,0.07407796073632666,-0.021626461094977185,0.010260506618200785,-0.011266069699469958
WNT7B,0.001533437027897846,-0.0019780881668009656,-0.02349473641190432,0.020652949136006994,-0.09253350040227375,-0.01626464539963891,-0.014267905003794126,0.030694866179989087,-0.021184518768759337,-0.051098705945289515,,0.04255945629628069,0.12785160572404491,-0.01648607501049994,0.050994777520402414,-0.03164190495155104,-0.027757193159775293,0.013494949032097796
PTMA,-0.04908519420776423,0.043691742892699,0.036611517943098484,-0.0066218073411657506,-0.1079803554533622,-0.028277246074127786,-0.033936794902215885,0.06483497577134761,0.020404093639021025,-0.05324331076515346,0.05562360578924137,0.008857794513556455,-0.0271928725755654,-0.07263390455505842,0.0436209040253792,0.05279581968564572,-0.1072191158098039,-0.025647904858221698
FASLG,,,,,,,,,,,,,,,,,-0.024049867434769126,
CEACAM1,,0.06330753762514571,-0.03231183550332924,-0.018242960832514324,-0.010503109929520213,-0.034719738725801814,,,,-0.040566735024606324,0.11221009690157305,-0.0328209897682203,-0.028876306454833755,0.11625144885379013,-0.025420463352669117,,-0.03346185825290854,
PDAP1,0.023293531317694967,0.025295469943329065,-0.012282323528479338,0.023452351030224493,0.21371646675954398,0.03554231418246149,0.054018047392125824,0.01749523416545835,0.0672637308159378,0.012813021936271063,-0.07872567107707373,-0.05966897264412827,-0.03458616625566144,0.00414459979297316,-0.042650093586911006,0.051004611988296006,0.05688807401788068,-0.03870357711836533
QDPR,-0.028999772157721638,-0.020755557444604274,-0.025339391030338474,-0.007210356440900036,-0.1561770339885247,0.011131743318411387,-0.03829975366382853,0.021345420185961417,-0.010792331129900346,-0.015057463314513507,-0.07012830654552349,0.033018095549595394,0.03912862583053076,-0.08272348503819238,0.0011818628044318652,0.09229505523430263,0.02894471854949342,0.03246148908569345
POMC,0.00188718300895324,0.022253823946291263,0.035529609698570774,-0.016500656758720728,-0.03154242379071834,0.07247552705081231,-0.023151088999119537,-0.025453475414547504,0.07914636276614471,-0.013346027060531923,0.13314480322685474,0.0738811328843921,0.03906872213633489,-0.013619934890110265,0.07310690141910811,,0.02258871124121541,0.08282444833561511
CCL18,-0.03296156900871484,-0.030233197579916698,,,,,,0.03521429399202259,,0.01402729647083647,,0.03357771728583441,-0.0215480664434689,,-0.03542965858061853,,,
CCL17,,,-0.00282658765552835,,,-0.0275326339015308,-0.001362102133408827,,-0.017607488818828645,,,-0.023284903659993646,-0.022540425993319728,0.20484483138151094,,,-0.002970119554825771,
VEGFD,-0.03713805410873634,0.013759519274443934,-0.029240423060962806,0.04449642916544914,0.015246022301537673,0.01936175371189165,-0.012953579091797781,-0.01719739690743546,-0.0007799157621798485,0.020213130505090885,0.043708395433799674,,0.05887310998318545,0.0063384418032829005,,,,
TNFSF13,,0.03687533273706376,-0.01810358189764054,,,,,,,,,-0.0050608559233941515,0.027567039926337016,0.020217549077468533,-0.015015913358890897,,0.02631802966348048,-0.033673792572004715
WNT5A,-0.03532728056480803,0.020538609639533783,-0.018575044583226268,-0.010762717714987179,0.1185985996344731,0.006216237347624486,0.045911637086447674,-0.014113511339340816,0.055680434679412784,0.050696636352865816,-0.00517800422419018,-0.01674883112180137,-0.014993425954164086,0.025430986649087176,0.014565001976250115,-0.0252718213260114,0.006779334081451508,0.010875793877110676
CXCL8,0.02143198052089573,0.07677718337957777,0.04464877333545286,0.04669654411802415,-0.014529643299378111,0.02787932564433294,-0.012062936090626085,-0.04694306923067803,0.01933481517134511,-0.13205804477111124,0.03153788253890671,-0.0940924495477196,-0.07629887672753048,-0.011080891686390098,-0.02764853317922019,-0.09061477407176848,0.030676319350898176,0.010532208854837367
GRN,-0.022616519005570122,-0.0199353738320477,0.038571442933929986,-0.014461123398939209,0.15133544514727104,0.013772851248326739,0.00012288438914767795,0.03975453489099186,0.0006311018532884295,-0.022865111328028438,0.003385312557565113,0.003020131287018055,-0.013607029271080285,0.04679592806198558,0.0010299819448674856,0.08609421241634485,-0.037384761273264636,-0.07412312148806463
MIA,0.06399174134282183,-0.019786554965138686,0.10410100158960062,-0.0376227155046622,0.14450189149193407,-0.03210072343505826,-0.014731968218564376,-0.006483739684523538,0.026025919416350102,-0.013475102673774584,0.008975895988234282,0.18761889584070754,0.1275034518870056,0.08962772441479856,0.06789537910535874,,0.047159937990866554,0.08424033066940001
COL4A4,-0.020809220894697698,0.001169785757699549,-0.014845136130260027,0.05529198781714614,0.07792060741439862,-0.028744921616313892,0.021899981216719707,,-0.025069641108319062,,-0.02630564182786857,0.0877089370563872,-0.0018187944471935052,0.06558693758903392,-0.021590834729779577,,-0.015744701124479437,0.002752679041217132
TAC1,-0.046822966225464877,-0.0027028476947872026,0.029146938579520817,0.011048521777308742,-0.12818857465781838,-0.04153466109254787,0.029991943607704644,,-0.001137067685883489,,,,,,-0.0004236974843516814,-0.059090685907697865,-0.014412613768437986,0.023932869068378496
RARRES2,-0.050381565505108014,-0.009483133946558964,0.056806213297624066,0.05949990509702663,0.20074314645145724,0.01249501740425289,0.02221750075829307,-0.049136688714500276,0.023882968972170685,-0.01765558837845167,-0.010824819579056122,-0.04070064227413274,-0.008214082899129465,-0.0265833691818691,0.0016549468507641427,0.012734442149910367,0.008772517100709394,-0.030930605042435798
FGF7,0.1553545309388221,,-0.020921620138055153,0.009561965754535813,0.09616660167325765,0.008666514703122874,0.04909821831964304,-0.027169867648593967,-0.018427159550028167,-0.07505704566798303,0.11308196405270077,0.024885535623275567,0.004671295257466888,-0.025895079221800135,0.041248032639496654,0.1323822476776879,0.07391303438816675,0.07449333790341912
EFNA2,,,,,,,,,,,,,0.002960586832736975,,,,,
HBEGF,0.02886237245939824,-0.014359543356454802,0.023847851895865354,-0.004436496081205466,0.07904972657364974,-0.01944986343963934,0.02823064773400872,0.060407973159177085,0.012838742923655834,-0.1278736083306475,-0.026312867721618234,-0.002177600649880897,0.02439478943909811,-0.010509398395733442,-0.020574105778797376,0.013290489908285422,-0.043027941889539956,0.011678778113268489
CSF3,-0.03738590323088359,,-0.03128238799102868,0.06777192358375436,-0.006137659239838921,,,-0.02583610062077479,,,,-0.028053173429572316,-0.0710452569384769,,0.030554662262960004,-0.02843887992857648,-0.004191885240762258,0.036398456346947765
PI3,-0.02955376763139493,-0.03180659853871748,0.022233965550130925,0.05677938182183025,-0.021317206287737568,,,,,-0.0008586580945975583,,-0.10103863525329163,-0.08425576099881296,-0.03342792578967646,-0.0505571997092064,,0.009013076901677594,0.03374759528601468
PCSK1N,-0.09846674366386636,0.009315738417013405,-0.06676197228591588,-0.021682653738162538,-0.05784758249034472,0.026354724487939702,0.04879270612961519,0.01746986125442295,0.01652857615378436,-0.021922701322461605,-0.01736960147650179,-0.006697805493214409,-0.008182741218976846,0.07329522052460728,-0.038601243260459404,-0.13071372694867378,0.12360002863978271,-0.024248357992656407
NTS,,,,0.009591879580847023,0.0357038091809013,-0.007872692927794123,0.02612822864350001,,,,,0.005472507220333606,0.04456982769581806,,0.06159421130425985,,0.09740031007084739,
SFRP1,-0.005948984116984993,-0.027390125530471175,0.028896063498639428,-0.0016340262634887087,0.10566785271915002,0.046773555567665055,-0.017659666879869713,0.06358714360996975,-0.0023774783766732145,-0.037995870844365384,-0.0023572578981446526,0.05756774989475175,-0.007062474790494166,-0.029313390080271742,0.07027715944804389,0.07787942863583504,-0.0331967435791194,0.01509753881409667
CXCL13,,,,-0.0009456789225919977,,,,0.00863770863467967,,,,-0.009277016638618664,-0.05824501758230796,,0.006885055342025256,,,-0.0483362460096696
MICA,0.10342746250359416,-0.03223371166410918,0.0046840029522210586,0.022542199358644422,0.06143156426910074,0.02571294943623327,0.027306306978553806,-0.06089049095598942,-0.015296969596394188,-0.04537492602093734,0.015238359823899716,-0.03784929598647202,0.02754262486023861,0.007971630197200357,-0.03871198203114011,0.03592283765298942,0.05954285255647274,0.08852393337589116
TG,0.050923792171139015,0.027303974604521865,0.06968336977803122,-0.02246462635692555,0.10571327398089642,0.014027384624191033,-0.012780224103011838,-0.036706700715787445,0.012895541060392923,-0.0500855078257683,-0.04412735517195977,0.07877731190050265,0.04104196991900892,,0.07323869582971683,,0.15612205751630084,0.01220950954957402
ADA,0.014965693742282944,-0.0007222999670019532,0.07257794251878127,-0.004235403888645763,0.1760349105666666,0.025179429586430203,0.03589459033235785,0.05896775550354826,0.0034553004745645696,0.10127367388778423,-0.04018102873884968,0.03755528248002427,0.013503813118443906,0.02553313338078768,0.010854464945624396,0.11586499293337811,0.042907818215415276,0.08607101868159753
LAMC3,-0.021878475963009524,-0.020313527108929787,0.00368453568937338,0.009259858320466994,0.1690132895906851,0.059036134497612115,0.0013817769566875444,0.03720965531561952,0.038809919758187164,0.07685565815048793,0.04269745647078849,0.05382036612736038,-0.017548598171837494,0.006613795755546073,0.008064724232864291,-0.020349194433879787,-0.023685959240042572,0.006398105647173157
CCL7,,0.0691889387430171,-0.0178674524187906,-0.026162113027527828,,,,,,,,-0.03489870340155686,,,,,-0.024049858882923335,-0.03333843199465082
NGF,-0.02153908160163308,0.010166455142436555,-0.013080998466465375,0.023783771076615556,,,,0.06403681268274172,,,0.11620597234409596,-0.01822255307352135,-0.012056374400954363,,0.011291896038042131,,-0.05320314466038606,-0.027902728110503573
TNFSF15,-0.026646532091972965,,0.07013996729813848,0.05487407706237627,,,,-0.016452936700543142,,,-0.03723309347230304,-0.034022317030110244,,,0.009597723133354752,,-0.021626100370789283,0.004463613823253783
HMGB1,-0.0664707689027995,0.013616376852267301,-0.005655652965422014,0.019101675884831384,0.16785625850625996,0.012360286943677358,-0.015480335349050125,0.052031063984856914,0.02293655333096413,-0.00911258808804676,0.011881270973986979,-0.043368872567455564,-0.03654219379124003,-0.0759751373917351,0.01789294480156441,-0.1313370602240583,-0.0038789646319743777,-0.0477517362024802
ITGB3BP,0.0243808817220377,0.010066365986361956,0.0209537393422961,-0.017806011113540444,0.14400103192683925,0.02630541482480711,-0.015818332749283612,0.03624239126446739,-0.010791933684401076,0.08383464994407774,-0.059354359269336354,0.061552504226511984,-0.018308528040088982,0.0491452261518702,0.015244604042642797,0.04921777231021588,0.05848822253079609,0.012010393932588397
AANAT,-0.03860539801920283,0.019999608389358988,-0.018103583829801376,-0.01745383453333393,0.02842049531159556,0.021545719775790343,-0.014731969037994062,,0.02060523360682605,-0.03722891744240962,,0.039744159788901494,0.05411582193721206,-0.008060889266355406,,,0.08872366923842082,0.0061372268047751415
RELN,-0.005301720647810447,0.03874410431669133,0.02532620680789857,0.013828128985255497,-0.07166645892579167,-0.011559237269579636,0.008557360563846315,,-0.026148008237054283,,-0.05398179968026648,,,-0.04208590011839667,-0.027335694141934246,0.17508858528553978,,-0.07835702212881905
IL15,0.007723173397885486,-0.008046803541374919,0.0428511697369401,-0.010871245128456664,0.027290536240114214,0.031857461884993436,-0.03166382941756859,-0.007703084583783468,0.009367369457513866,0.2002609638693608,0.12746427199071092,0.008498430694591426,-0.02122363557043849,-0.02424661974890266,0.014784291699777964,0.1099817139936189,0.04942981701630901,0.07565427849534594
UTS2,,,,,0.06339549061309592,,,,,0.04610022838238714,,-0.026071773289331083,,,,,,
BSG,0.05955166807939789,-0.05749512885593687,0.02027684446917889,0.07572753064961371,0.0022521112191426444,-0.039543837001932786,-0.010596991500792362,-0.002147164820526399,-0.008671074636278623,-0.11569424282347386,0.06239304020057823,0.05501095554213907,-0.049040295029350194,0.07636431138664533,-0.02356864653423072,0.03475093557099906,0.03065312995242764,0.050563548179147676
ADAMTS3,-0.016053006367885158,0.06688945500450101,-0.025424223204468754,0.032892771657818454,0.17860306002841977,0.03833843044397731,0.03364566550421114,0.003969674259705763,0.02407520680219592,-0.00951902680051711,,0.050972648213957646,0.059130383432882544,0.07520187627238885,0.001283234081138277,-0.005090710132169182,0.02137967048027793,-0.037419228279135394
CD34,-0.016179771986559077,-0.01606678430088846,0.009620771945145785,0.0032939718055281877,0.09759937697371254,0.02505512679073716,0.024841260529761072,0.00656557539477878,0.020637884397291088,0.10133517381688616,0.03398623465024113,0.05223265738726962,0.0730647055175317,-0.05358033632793851,0.07131673020883612,-0.04829260362028367,-0.033879866791024366,-0.027763268327732404
CCL23,,,,,-0.01899606606791203,,,,,,,,,,,,,
PLAT,-0.0075074057537227274,0.0018517053798666593,-0.034867954431351246,0.028048381848047556,0.13240235513887413,0.0037546312031051373,0.006727132812439778,0.013595909214870645,0.0318825970460376,0.037920125927721086,0.05426354774964028,0.06608015443970326,0.035267881212635716,0.07618527195611707,-0.08280822247576398,-0.05181505998750167,0.009483359874016356,-0.0469055153086782
NTF3,,,,,,,-0.011075863910059462,-0.035045730982693035,,,,-0.044341710072618674,0.1118011966283173,,0.05096270909683464,,,
LTA,,,-0.02290024174791462,,,-0.024024657302205692,,,0.02371248145493599,,,,,,,,0.027784822217337406,
CKLF,0.08384681370971099,0.003529746721644307,-0.04155931677426788,0.001944241619508146,0.1919050351360036,0.023506158568906615,-0.021180626740587682,0.007560457708190469,0.04755652561674406,0.10335921017167711,0.01281105021112285,0.047329456971506007,0.023990304904373184,0.020490274458664186,0.002775373574603035,0.003369444890153532,0.0428461376413918,0.043212876746251676
APELA,,,,,,,,-0.016694320988296936,,,,,,,,,,
CD24,0.03689350417329895,0.02553415228865998,0.03914103078740505,-0.051351936258784765,0.07882466138349604,0.011525284630039007,0.030598754670224215,0.013584579314222285,-0.009257623462829007,0.0412015221072758,-0.03469894968387888,0.01487017440513187,0.016091202208226026,-0.01756195439551127,0.058694701692070125,-0.061412548330957314,0.06668283982255079,0.05871468268362135
HSP90AA1,-0.05133090394078344,-3.75014511980602e-05,0.018918781649763364,0.05245383049393212,-0.19241799826920167,0.025500796658140826,-0.012648155383043817,0.008689378145720527,0.0035845807989839263,-0.2108190635196037,0.0017562402732477986,-0.1795575703005087,-0.09521436438922488,0.05036495507529794,-0.017267412121132992,-0.12492499896642999,-0.05846966924163838,-0.026866844096316737
BMP4,0.0073476545845918935,0.0016526076696561948,0.030554706786138062,-0.03387198537719524,0.07778247549925162,0.030335565671019412,0.08348341225338296,0.06369054632324996,-0.0005447738904165705,0.08027605892453188,0.020411477081784094,0.08586471152194552,0.006252920720678702,0.051367231367518335,-0.010098070476188306,,0.009822618508414153,0.006775945740412328
SCGB3A1,,-0.019230865770733078,,-0.02078536226026792,,,-0.012426559972362378,0.021929846863231923,0.24875888701261034,0.06207645801454588,0.032003052751324146,-0.01586906904255826,0.09022908233576148,,-0.014551937836053611,,0.03022672937523507,0.016538128287925464
IGFBP4,0.007355514623755164,-0.03013774456470603,0.006447624865560364,0.08958824407029733,0.11576913303099604,0.03130133195147151,0.006874184716499887,0.03914756362199305,-0.0029238893357463563,-0.005813754313748532,-0.050395739716258034,-0.04529622063866392,-0.034358084673045006,0.0479087811356335,0.004314879540932911,0.0013776101709101767,-0.0639454705186668,-0.021237951882283276
RSPO4,-0.026312196444350445,,-0.03505283212674864,0.10071947058165621,,0.002086316532236183,-0.012426558154696874,,-0.030386117569172175,,-0.02374334401473502,,,,-0.008375481964568752,,0.014207621295829797,0.040033237006576364
LEFTY2,-0.04407309924927749,-0.03706431639943031,0.009626450314243357,0.023959016649619986,0.10698646575754293,0.009594654283321905,0.02822153829859362,-0.0186031687020062,0.08719365771541938,0.12180124447321897,,0.07153058930024846,-0.00464844545036671,0.07489600603834733,-0.033701352604106366,-0.04657211466827525,0.0057487220677083254,-0.0015065072581625428
PF4,,-0.01994893623163534,-0.015589000225592604,,,,,,,,,,-0.025155239667377552,,,,-0.0342461416935671,-0.04258997187117159
ANGPTL2,0.03447418365724752,-0.05327603719940166,0.027611649100793636,0.038567267187098374,0.21936625696121576,0.025168305701054255,0.01702080713394663,-0.018405899070054195,0.0210759220386005,0.04118221845069062,-0.04031618917284401,0.10164555425110539,0.08649804290986332,0.007949073002323418,-0.015807851074185385,0.04924517921081051,-0.007325558065620569,0.022487865500070838
LRIG2,0.02223346521097999,0.03689517677667258,0.035828006100418586,-0.031460118982186314,0.0654051246361328,-0.023964949878375878,-0.012842850070394148,0.0026842419483025497,-0.01469217309123234,0.05705159504604004,0.009460402775341782,0.051412669927112915,0.05079380092227282,3.27253242300544e-05,-0.04159923355801657,-0.0684409419389908,0.04756670110660268,0.07322847612830331
ICOSLG,-0.011710186197307697,0.011185389111360886,0.01567630728172357,-0.015424096190639745,0.06662299241679956,-0.0008960174765442725,-0.023583286818509287,-0.0037555675392712522,0.012930688113488124,0.0032965125551477703,-0.05231064155429993,0.0937560719981573,0.030411682926341433,0.0026199760457987983,-0.0018923079441537853,0.029747642406425173,0.030919140106014407,0.037950989166600294
WIF1,-0.0411840689463413,0.06759017249128497,,0.03162318246691679,-0.12734465694348465,-0.021562286858017362,0.0016803008415066077,,-0.020685071078668973,,,,,,0.034177940959855456,-0.03060741633707594,,-0.016135828251436685
NPPC,0.12530345689701103,-0.05253727470800316,0.025439979116877284,0.0011958726002031413,0.10049972238955744,-0.02111119962854275,0.015914571647066365,,-0.0029201939635650643,-0.03946340805472151,-0.019990104692878322,-0.026435828226540514,0.03342586617570227,0.0758344458331964,0.14143442950860333,-0.052244322002790104,,-0.026204818931727467
LYZ,0.03540431595083381,-0.047965534101956524,0.005527306599856821,-0.03954901630034341,0.131296937704453,0.0164535311820445,-0.017368026053259236,-0.04877363182578912,0.03382001324024267,0.05315132001950207,-0.056920134366310694,0.11006412299036661,-0.037629679877627206,0.037067182412676605,0.0288944844879441,0.1784630426680757,0.02794540128095632,-0.05112163735285501
EREG,,,,-0.03375918137137508,,,,0.10339871561273312,,,,0.05793397504911507,0.040967979844617024,,0.030804467620853156,,0.02069560508412191,-0.049033674169912
SPTAN1,-0.06045713476386654,-0.027485218696184328,-0.08707943251656451,-0.0016032372499119557,-0.058250625434176334,0.019154196664527154,-0.02629545462303553,0.0009115170088407215,-0.01849648556233747,0.02292722310296332,0.10146604233665836,-0.0013384456939150888,0.10024676649054057,-0.053669323498014274,0.026060633127003942,-0.052818651939958036,0.07363832934036871,-0.027955395293067304
PTH2,,,,,,,,,,,,,,,0.030598606734884636,,,
LIPC,-0.014652288753326493,0.06183471255160385,-0.0176366208121858,0.009109837233811221,-0.033255042265351836,0.01263587808243027,,-0.012100957742582151,0.034665631602092496,-0.05136726362872402,-0.004213366275377597,,,-0.04734761133674546,,,0.02023913663371432,-0.014099147860951365
COL8A1,0.0029215072042878282,-0.0029022190225904986,0.012497318969852124,0.030688623588751154,0.1051560254679115,0.026943929554822842,0.019332541629848602,-0.060381580328879435,0.02410001017717531,0.02176279544758886,0.04972372020244965,0.09781652519618393,-0.034418111795151675,0.06008734094152325,0.08140370988917431,0.04062353331482005,0.03232545734739151,-0.09168741827475523
GSTM2,0.07539385436616823,-0.010264902683320594,0.00795357773921591,-0.013466270186297879,0.07563850934604127,-0.037169363264797646,-0.012091081035083552,-0.03987868681395056,0.007629977174028806,0.047122480018425665,0.031948837414518524,0.04877218989060845,0.03179228669706576,0.028150092649635965,0.061120530201717364,-0.05392767020229614,0.046035080505277215,0.017660384235135523
IL4,,,,,,,,,,0.04169227470363352,,,,,,,,
SPX,-0.010851799320715953,-0.03949992572985572,0.04153525875098426,0.014181960852987082,-0.06627502843199909,-0.030449742965786016,-0.011520919501273236,,0.005738291181321864,,,-0.035186480357433936,-0.018289361142484764,-0.019786812779994275,-0.02368092623371057,0.05092503937736499,0.14394134375203435,0.027510589915462354
MFGE8,0.056707075835402555,-0.0054377629310374195,-0.007824372361382963,0.04326655487968401,0.0890895792913786,0.017132172392482308,0.00975795350363128,-0.016641593784024602,0.03154071442965741,0.040739247051032816,0.06235495389121132,0.018484292215655545,0.04984096613255543,0.06754215649012957,-0.013415358638822516,-0.04933894082477912,-0.009490828931683766,-0.0273650949358822
TGFA,0.08525750429923333,-0.042419230441282776,-0.02902642720317841,-0.05101974974959983,0.03385370749709449,-0.010474224115649144,-0.041467658717284674,-0.02931701333744843,0.010898729883512249,-0.15662325282087605,-0.051105438481692494,0.043672833821184226,-0.0037464774533387925,-0.061150396322331525,0.014616309630545568,-0.09927373537999103,0.10312145281323105,0.04497005802523183
SLIT2,-0.010825331055449904,0.04423419640517423,-0.0033285881280674685,0.043298785992120836,-0.05023490312884615,-0.004223642364789371,0.04772091755619334,0.008610746742305012,0.014900295856423799,0.007140208462234885,-0.006576957315573676,0.038012823146312054,0.1268219471381411,-0.007364089833707835,-0.029985917819431336,-0.024424539972552253,0.06076299497000251,0.028380312628691826
PLTP,-0.08323369130881306,-0.007920267389795404,-0.025912257648156387,0.004547007733929759,0.18187872235071909,0.018470495086989277,0.013256520237406583,0.04230652413286862,0.040159400584547505,0.04480820574501865,0.1328505515002079,-0.008414407672196502,-0.07176127556649473,0.05173572640115316,0.008073798318877739,-0.018330094637947856,-0.025186013498384743,0.016384727053530113
APOD,-0.06580354037060698,-0.005008091911453954,0.0025773700999437324,-0.006393977052040507,0.07282401780747534,0.02752619636260851,0.08314296242933146,0.06249690700731314,-0.010827786901896569,0.0528778540089332,0.06569484633828558,0.1473602972674951,0.08880014988247331,-0.0726877263674547,-0.08078242671351275,0.05015506270194648,-0.0623883485628379,0.024790114508258156
B2M,-0.05116383109360005,-0.04521996983889575,0.07243943467381908,0.019986398508041767,0.22238428214924746,0.043646212435696816,-0.002936733821134939,-0.0030041613522161603,0.0842709668997767,0.14894580985147607,0.031104749466728157,0.028869836954875803,0.015215919715632612,0.08079653168021934,-0.02021031637759552,0.05239231967085903,-0.08102863577259366,0.009144207142901891
OMG,-0.04919529656502725,0.03438013653409786,-0.023341734145554884,-0.02528491690061012,-0.03923300908188553,0.04332787819095043,-0.008123697234839774,-0.01377661247860786,-0.013506098882725174,0.08344738869860638,-0.07030464305963904,0.10397706780654786,0.11618906158700686,-0.06683284124895693,0.033052791585726736,0.01939934056189418,0.05377818983795471,-0.06814948596787229
CXCL3,-0.0061335710829959,-0.04926329742661214,-0.033834236050998195,0.05801459211176587,0.009913649672985402,0.01824209853709574,-0.013293790540821183,0.056312775473216246,-0.015775792033398666,0.008030760819864187,,-0.02696855919582292,-0.010510842149248393,0.07367628395216395,0.04407630325802941,0.055874759429506066,0.026045293924134176,0.07284919713289854
CXCL10,0.06985238984576107,0.012187532479961516,0.045550768896643445,0.01981904565915466,0.17662243857773474,0.06045952649789928,-0.020194240826646313,0.02138064374340376,0.04370403569172087,0.06224465300786686,0.1954143615866153,-0.03603738833276484,-0.03374046880960107,-0.04616935320153307,0.016936956626362777,,-0.01694667364773576,0.048987041186522105
RSPO3,,-0.026122687674693296,-0.0181035824921515,0.07152633543245449,-0.023871229333123058,-0.022107396762198108,0.014703357069122599,,-0.01648539862629378,,,0.059358326078741315,-0.0027649581924545506,,-0.012648715983104243,-0.052584060806123725,0.042114493222193176,-0.01275238240182733
CORT,-0.009211052588376423,-0.029184556911064446,-0.0025123269128944766,0.036187932076497606,-0.06140978377754235,-0.0646103216450276,0.04805508883366995,,-0.04373525061745088,,,-0.039793757374857935,0.03547250553386115,,0.0413944693144823,0.04629019708011184,,
NCAN,-0.019044317614570684,-0.031911737023447496,-0.07498565475723684,-0.020609589275761994,0.07766187699464944,0.01703753127012865,-0.05079234117187545,,0.00218009858281884,0.046464808798748154,-0.044908581600189464,0.1103038852457586,0.09376219168143,0.09775369039845938,-0.048793251898531745,0.029440553790040524,0.05425204830096156,0.02650626664953111
PRG4,0.03463188656887273,0.02014658438900803,0.04758800810192551,-0.016629697526824562,-0.023310473550546093,0.004330603867426576,,,-0.019274156131058144,,,-0.03822373767758693,-0.027892380172729478,,-0.04308344262834561,,0.0014667128749234462,-0.03961640947456146
