,MGH258,UKF248,UKF251,UKF260,UKF269,UKF275,UKF296,UKF334,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,0.06321726212342722,0.021253446675041553,-0.036858648284999504,-0.017391646658562004,0.03455071197011277,0.013392410490661406,-0.013656839871869154,-0.01862336322272523,-0.01828257672418342,0.04542916963433519,0.009689317146528688
CXCL8,,-0.02084218327374788,-0.015452635979587435,-0.08964161464008569,-0.025487293678683954,-0.03817830825380475,-0.015100688055384934,7.201383817487826e-05,0.022446131017981586,-0.044052014568677966,-0.036191275827075965
GRN,-0.00052038636441946,-0.00586914595382715,0.012114974990480941,-0.048179505486951914,0.062288244380691644,-0.013235182004831576,-0.016001814346670157,-0.0237063450563907,0.026458855974284955,-0.04603227014481464,-0.026597950507069278
MIA,-0.02223199120683366,-0.03929267355286136,-0.014676808752647381,-0.049819709188333706,0.038571045400018586,-0.026101065563165965,0.043094770361178446,-0.0194788315030306,-0.011331890109778036,0.09128623653407242,0.0891060683204609
COL4A4,0.02973464592671982,0.11383411045779039,0.002177854700333919,0.010918865562986059,0.1222421251840605,-0.01386422619461683,-0.030980841168823933,-0.0013907378717614948,0.04623961308554698,-0.008777679799810112,-0.028268516162134934
TAC1,-0.016985060434957754,0.03975902058168292,0.013286914898653225,0.0835093728530171,-0.03137207795267642,0.010746350580806618,-0.022478724532531625,0.05117665854721125,,-0.021059049767787004,-0.048463461548366726
RARRES2,0.0167111980488272,-0.08323274504164749,-0.004335089187660406,-0.10951330697341229,0.06673258280851838,0.049727947904626195,0.06409874971331388,0.013149273358634327,-0.05193105594964123,0.021300956663453267,0.036104179472018105
FGF7,0.0563723623416149,,0.017752049745929536,0.03961774243405652,0.039881681542739036,-0.03160527621344244,0.0425679426615549,-0.02972777356814952,0.005705660987246835,0.05590329359222214,0.07582925823009087
HBEGF,-0.034043014711669865,0.011111625196554809,0.019687264697688965,-0.0788316416647386,0.060463155018967756,0.002941953108489865,0.030393342043790232,-0.026864152778583443,0.00034841883103080127,-0.03990926282623491,0.017759512026815572
CSF3,,,,-0.0410477130504804,0.15912820611658202,,,,,-0.016865892481914082,0.0026608262841594224
PI3,,0.0930501173661465,,-0.01917297409872841,0.09813286099149615,,,,-0.027305332287800504,-0.001094205132227096,-0.013187382790078337
PCSK1N,0.010628899946443157,-0.0636005923657221,-0.028161740746682318,0.03636674606067408,-0.022899949157721138,-0.047606246114889623,0.00902111002249967,0.05675620517919959,0.04895976705387944,0.09412735763361149,-0.04613022709573708
NTS,,,,-0.05500031004469255,-0.021532055546235468,-0.015838266814300537,0.0315372002087613,,,0.09177055964163985,
SFRP1,-0.02471369197187137,0.028549391702576237,0.06733092290625935,0.0004781482508523413,0.0792807189971622,-0.029408338716839944,-0.022106817006363227,-0.03789431210365385,-0.07578789730282756,-0.0072525163571339245,0.0074512874812808685
CXCL13,,,-0.01627635833893431,-0.018562442838786487,,,,,,,-0.005762389597382966
MICA,0.015300678289250164,-0.03656919439969917,-0.0030992167435786202,-0.0266816784969615,0.07223716717956662,0.015258887343535187,0.05229252217173921,0.024433372850447294,0.0277490400669755,-0.017745812915303222,0.023134422159263358
TG,0.004051539551099144,-0.031057075124134137,-0.015667850585878364,-0.020721570906199797,-0.021142979086314715,-0.013378610444340208,-0.015998607304855333,-0.0022790346292832224,,0.016530598656935083,-0.024513245527198545
ADA,-0.05514407145383684,0.01842938214617305,-0.02193254785470671,-0.037833200491195804,0.028620574277690915,-0.04332104583328046,-0.014404279814732001,-0.012943795133659258,0.07084684877384351,0.009764549476405808,0.013542050287343902
LAMC3,-0.022430021446378418,0.01686784710445014,-0.015806474653818618,0.04061716943571122,0.04316109607152401,-0.005573896502664086,-0.021516288103116576,-0.03501861287654804,0.016611094742174103,-0.022484893342058443,0.015623535797480622
CCL7,,-0.012544740804090062,,-0.02461037207410823,,,,,,-0.017673820430982097,-0.05644108542459244
NGF,,-0.02153869700025726,,0.0019937088101940454,,,,,,-0.03614879499736145,-0.039190690315771666
TNFSF15,,,,-0.018221435970277203,,,,,,-0.02682512562724043,-0.04798047083054591
HMGB1,0.04860870371196222,0.05553023258424215,0.05059576134115909,0.059024069476184264,0.0168811098782862,0.028702999850483944,0.05623973565571822,-0.037798709034689654,-0.0398951758972318,0.04648246185899295,-0.02626593376616544
ITGB3BP,0.01983593382660012,-0.026437427864118693,-0.010922552900428144,-0.00829505214195741,0.029889283225811886,-0.017316124151091117,0.10441337806264554,0.017184657196880927,0.03194325403759218,0.041701931212722906,0.08310004119151204
AANAT,,-0.01820051035767208,,-0.01641860355596273,-0.015801949522706808,-0.012031462557437948,-0.018441850907028344,-0.017801650062940527,-0.039752014857042606,0.0900023057186331,-0.026471132100428497
RELN,-0.01630759471203579,0.00873184846193104,0.028155143289882886,-0.00761720560139232,-0.04636787792003401,-0.01566155999860225,0.004241993518894938,-0.019707963143109356,0.036800148373057326,,0.09799794313118587
IL15,-0.023194176800644433,-0.029463102420654797,0.012911442266405544,-0.03551036475925884,0.06660154203255432,0.05798137445432643,-0.02413429947369606,0.06787707214332293,-0.003349632220222623,0.022457226170048653,-0.052479301769536586
UTS2,,,,,0.028781482280042403,,,,,,
BSG,-0.041407659413879465,0.0041531582941600545,-0.0010403065594875227,-0.06683621780453906,0.03400731149743502,-0.029644565345803484,-0.016684833431417176,0.035467779129147205,0.06800301897997403,0.015733273077336907,-0.01671875662232988
ADAMTS3,0.015845910070739336,-0.027168576530589086,-0.027529549423711754,-0.03535064583255805,0.057106208929292974,-0.042910046944532355,0.028796715094163542,-0.0023118929833873423,-0.06159313089616961,0.08733929372089315,0.030864400959656518
CD34,0.03356666026146375,0.04366706218349975,-0.019783041673192794,0.07323071715208572,0.07431897264797752,-0.003317537475793302,0.016209929511051383,0.0065304854676018235,-0.05578017302951861,-0.02743490833644191,-0.007304767002578363
CCL23,,,,,0.06748249947975422,,,,,,
PLAT,-0.007973915602646644,0.03444946825957927,-0.017449403763597132,-0.00012299616896281723,0.066112078652864,-0.022808078438851066,-0.03909576599193659,-0.023817066083002082,-0.016832694115244826,-0.0390470991191532,0.01864440848612658
NTF3,,,,,,,0.03783250902930143,,,,
LTA,,,-0.011522186568702597,,,-0.011587552317307227,,0.02427758438635927,,0.025631088947825714,
CKLF,0.009592028470993216,0.059066733286796395,-0.015685705905378846,-0.01879798207809272,0.07759726370328357,0.06118199055508387,-0.044475817509171414,-0.04208380800947927,0.0006047515710332007,0.08162234449939448,0.041070157211989096
CD24,-0.0454531657284417,0.006639222593295042,0.06475788998332808,0.06208329181335222,0.009046628125764724,-0.01404301104592353,-0.019914285972064422,-0.00245906591320697,-0.01236767297734931,-0.01489758057935707,0.027083864653377743
HSP90AA1,-0.017272853279334352,-0.04613617919464327,-0.02447724901003541,0.11130716322492443,-0.09227007099399427,0.008272248149732583,0.03868046922121757,0.016480764703889015,-0.01684151011203413,-0.03479884713119941,-0.10053250593146874
BMP4,-0.020244084084183545,0.06336438136844123,-0.012214193193467006,-0.03186295243600585,0.018855094392452254,-0.016780146245053636,0.0207819588964687,-0.014068403905552427,0.04346604499338039,-0.024419221246040512,0.039458041530704833
SCGB3A1,,-0.012544739549632741,,-0.019552529965071324,,,-0.015555881614095312,-0.011520605985051146,,-0.037057276214414465,-0.021790437241076335
IGFBP4,-0.04882727252713068,0.01799194195618263,-0.01844664941539802,-0.01949149029680661,0.08653967131705899,-0.0021824789643236572,0.030772835037628274,-0.027068873579696975,0.06622064314430015,-0.031066077236851737,-0.04326564123832739
RSPO4,,,-0.018626930542621087,-0.02256679794438735,,-0.013477028777257672,0.07511857893504426,0.09570183504850699,,0.11950591270255125,0.12031904521132854
LEFTY2,-0.019476285434884603,-0.02353621776324366,0.09858577731819193,-0.035027158790044255,0.07119128409798518,-0.007115579270731474,0.015949647359469535,-0.02038166948543547,0.04310869092656213,0.06961537222800468,-0.027835592636380916
PF4,,-0.01301315355749362,-0.010480994713181695,,,,,,,-0.008249554662499797,-0.026147697850811325
ANGPTL2,-0.021873556817050454,-0.006134151253526555,-0.006390008257819374,-0.04885311797993441,0.04822341523352207,-0.034886863225804025,0.01486980176641454,0.00197112555600914,-0.0035071250581234256,-0.006689204829186259,0.027157093656898747
LRIG2,-0.03680531396760854,-0.007622386178141931,0.016302575446654227,0.006561693803669418,0.05853917751432482,-0.015463685978669778,-0.04245218844777474,0.010958712856787785,-0.022344635822928373,0.033737838111995426,0.09970980637619659
ICOSLG,-0.018419709348125746,-0.042696673321278064,0.029825794857059204,-0.024533109458232748,0.026597624456805285,-0.026705265087654813,-0.009459278762610619,0.0479248019880828,0.017069846195676145,0.05261769687200272,-0.03508738033352819
WIF1,,0.0060230364253244005,,0.09038060979926149,0.021144375317001803,0.016301374301252832,-0.018966378720749005,0.05562003986619186,,,-0.001505669562314952
NPPC,0.009001968254213778,0.022345189402927942,,-0.021089262614342016,-0.004000131836407851,0.04939531994817811,-0.021618865426729802,0.04983527727297577,-0.037713068878090256,,-0.047050176220601994
LYZ,-0.018293886582132386,0.0035342006972845998,0.029922098018458926,-0.0588449779403319,0.06413813047196255,0.0019782519546079932,-0.0006692356468040849,-0.01961796183938144,0.0317177075498362,-0.014770995399410552,-0.021844842881383903
EREG,,,,-0.03175683912047346,,,,,,-0.026710764311307464,0.002563553848143009
SPTAN1,0.05767015038872036,0.028282993481575706,0.021887879669153152,0.07570732823640267,0.005045424246666009,0.031217210088975076,-0.020265128194626194,0.07393692403159514,0.03115657217957146,0.04052924111254454,-0.0685780952908065
LIPC,-0.02518448154298258,-0.015931520394010305,0.06709360198206663,0.0925067229805871,-0.04132977762573737,0.018161487664507904,,-0.025935995480827992,-0.02248111685775777,-0.004228252582281938,-0.01619210851775127
COL8A1,0.05707769858564444,-0.0003970631784920833,0.02444329955338747,-0.020915474716945565,0.014906688415518071,-0.032037830332748436,0.02935891638059867,0.019178915331102643,-0.0013808585978436162,-0.014927492483972307,0.021292354453281787
GSTM2,0.08618271847766948,0.0038834122406080263,-0.022966566452225216,0.0020415892870456463,-0.0067205620023219085,-0.014088024426351792,-0.0459781337059584,-0.01598483038556188,-0.01646307314984986,0.03951374288950482,-0.016515632442080833
SPX,0.03903433516636296,0.0015986578205418724,0.01400133800205834,0.07983468687886829,-0.02582043855417418,0.0049886865958864695,0.0008521897128096587,0.005273786957778597,-0.033332002088656346,0.08937830674309409,0.06275181934588626
MFGE8,-0.039880338581979896,0.006697893870495153,-0.024107759847298713,0.04493861623192791,0.05436307955373903,0.019351530979792177,0.013813299192632796,-0.0069842306568616355,0.04961182033056484,-0.036900849019727205,-0.04460040690611263
TGFA,-0.05488245484639877,0.04064213142602373,0.017138293275318527,-0.022274299445769894,-0.03075100011940057,0.003507723860750132,0.0002832667545608179,0.013639421255573912,-0.06443063725618842,0.07127487877830002,-0.010039050731572931
SLIT2,-0.020244080844826505,0.015733334590408328,0.020642043505230117,0.022864147562241272,0.0025821000381291673,-0.034681346197868695,-0.01028288406593453,0.021416724851055714,0.04674862958279396,-0.014799682783007546,-0.015585737826003428
PLTP,-0.00564975922994435,-0.01883243982528591,0.02555537614787878,-0.097966714702801,0.04441007148308437,0.024595068401754825,0.06595751472572096,0.047555800345422124,0.0429053585091049,0.028958782351211684,-0.03290844570337113
APOD,0.015530847291334852,0.023154364515489093,-0.0018522552797782985,-0.0003324150149508792,-0.06873834288627409,0.007214469337059211,0.06039025552482269,-0.039729204494102485,-0.07537273125116863,-0.0181479272586796,-0.008412216305009532
B2M,0.0018650316803106178,-0.018785512240608756,0.003973166414252128,-0.10679265939018594,0.049778920158579786,0.03109280178367596,0.024688741606279548,-0.0565546218339362,0.027830571136411,-0.06442518168607533,-0.030808565508555454
OMG,-0.009948547138279796,0.037355372047755936,0.01619388074507157,0.08462660449134488,-0.036794600055715526,0.027653970901122277,0.0490272414825681,0.038439869800385974,-0.08533859082046638,0.06811559971449614,-0.0022823660552810615
CXCL3,-0.015840938197892136,-0.0321355909266161,-0.005485658552384314,-0.049232449898639064,0.017211678572950966,-0.016465106143152372,-0.016641502742152776,-0.011890340752875818,-0.0279933880059557,-0.0403622394828184,-0.056506697335121356
CXCL10,-0.07131726126080344,-0.014729731617235895,-0.03515033657566114,-0.010499815782460861,0.006321962660960497,-0.02208519722246081,-0.0252796606852186,-0.018895190398737167,-0.009934567641602048,0.045474116966902275,-0.03361157217265666
RSPO3,,-0.017040434742888688,,0.06186684149556172,-0.02594763900479711,-0.020355014726886004,-0.011480952674604951,0.014930728401619844,,0.07542215280210145,-0.009332925354752154
CORT,-0.019670779987698374,-0.026942832185743563,0.015627352889583654,0.028372451564511226,0.018980683541720555,-0.0075385141623368936,0.02038270602540019,0.012899642009614295,,,
NCAN,-0.025101449489618583,0.04808362490875001,0.0428373070736205,0.1283927952585509,-0.020551746202963527,0.01660418191505397,0.01855795845090304,-0.03323418962636818,0.08555341820134167,0.04594400897626338,0.013679108634390279
PRG4,,0.01828658032612069,,-0.015643348195323616,0.12882945589925995,0.046552829687009,,-0.01452708578036695,,-0.007223921634609555,-0.03639403311751942
ZG16B,,-0.017395767511240987,-0.012612173675607482,,0.0071322207964338935,0.20010667217218306,,,,-0.02236360310940224,0.001078432255774182
TGM2,-0.012952863627037117,0.008024847044661158,-0.026937775845275198,-0.06380203737367825,0.05758365656235691,-0.0037875121341906935,0.012846756656850861,-0.017446748891601804,0.060360162742946574,0.011216656698999723,-0.08495350998308572
VEGFC,0.07914007597945724,0.04982407366275924,0.024519928176968745,0.03701514010142992,0.022808162893368435,-0.001130994523678769,0.008578659932532718,-0.01482547008651823,0.017188836347220803,0.03537771891037659,-0.011209728675311299
WNT6,,-0.020240661960857328,0.016142048084004816,-0.021555027756892147,0.013763636688310429,-0.020490656208054524,,0.09128702711057098,,0.03573799019362688,-0.0008171099426580827
NRG4,,-0.011554146695498363,,-0.022281903783907767,0.01594564642692004,-0.017688833622601097,-0.03294367017297213,-0.017295640086970675,0.07642186911010979,-0.017935473800632026,-0.03466288336138659
PMCH,,-0.013316775863676248,,,,-0.01347702812684547,,,,-0.02720171533127969,0.004586440227952851
COL9A1,-0.011101295949302033,-0.034896810664913874,-0.017276457560503434,0.0013016464033923942,-0.01409451392695216,-0.002605795825315295,0.06444669014343875,-0.019707970702366063,-0.015616131549796247,0.07268537959792916,0.07877929811541293
GDF11,-0.017649134126603114,0.04018039168105007,-0.04956580311654649,0.061988225726982794,0.07527826544491366,-0.056885160420572276,0.00014706529966527877,-0.013035332924223476,-0.03226093968940633,0.04427454862074387,0.05596886325006561
RAET1E,,,,,,,,,,0.022791402789450823,
IL24,,,,,,,,,,,0.0035274970935860336
SORBS1,0.046324214599622895,-0.022120564926631017,0.00041935091669647586,0.04473745512914844,0.007763886823570071,0.02428047495106701,-0.027387527377885818,-0.0494904815468789,-5.948429688769322e-05,0.0022659922417984915,-0.014854423123526337
DLL1,-0.014242402563957646,0.023212264350284555,0.03585102097308069,-0.04817749808304854,0.030663028724935204,0.023081267205575837,0.022890243862572508,-0.023272977944021098,0.05097684254056998,0.019635272228998052,0.036418378431121
TLN1,0.1189255305685126,0.010418613812558165,0.005528013097859163,-0.058826827386213316,0.07963135143515282,-0.037039802144224004,0.00572931010024494,-0.02177596200201972,0.011995019180333508,-0.01934824110621015,-0.03631040362885218
COL2A1,-0.018475893032150806,-0.022809105521645095,,0.08963051955563661,0.016944070693369867,,,-0.012071136986991016,,-0.02610217347724846,-0.031229397396224937
SHH,,,,-0.0354196688742275,-0.016309829086138077,-0.042350702921456276,-0.017860926366491076,-0.011520604978078464,-0.051197424712908265,0.01594541560943489,-0.01948567645030235
PON2,0.04680633252154928,0.08145112996782469,-0.01909748795101117,-0.0036358445144576293,0.02410284546062965,0.016931187075465023,-0.0009056387488219609,-0.03408760927170861,0.012953166552971785,0.07403384333916585,0.09682444215493992
ICAM5,,0.0072611974341171516,-0.015013797331313914,0.2257454119171658,0.0005192711999697174,0.023784894338928997,0.04708834072735037,0.06835137642163248,,0.006120393159164171,-0.005199130521660914
HPX,-0.02098643635221289,-0.008114307529800288,,-0.002864261671116647,-0.030212262257738477,-0.018068877697203146,-0.015555880028210645,0.02112775451488922,-0.03975199857795815,0.008996335389149162,-0.055317945485172396
SFRP2,,0.003995096955544989,,,0.00616016806835561,0.07685518202594038,-0.04035702711980724,0.04027799703832237,-0.042488254211909035,-0.023169725876925097,0.007890765858528635
CFC1,,,,,,-0.011587553017602873,,,,,-0.030671197828975875
CD70,,-0.008236934468370006,,,,-0.02161484355372483,,,,-0.027363805976324356,-0.043170805254666655
HP,0.058111297083878063,-0.025552425597512977,,-0.04449082825914386,0.11609300056427213,-0.022245824830029372,0.06934967606101364,0.0040884449427051744,0.02770654251259672,-0.026829507126066326,-0.006242787056934926
CXCL2,-0.04840559072808396,0.05040521776170656,-0.018812814690062348,-0.05038262049490931,0.048797223174576826,-0.012726095969756324,-0.021618863734770646,-0.022802046165559368,-0.007527664729960738,0.01089973500887166,-0.04949373552086984
NPPB,,-0.016183928156768827,,,,-0.010146532672790727,,-0.014825471164817186,,-0.01819354069307082,
CCK,0.025730337433959225,0.0067755999249936244,0.00947530270485116,0.1748892378533713,-0.032519028671449866,0.01928145812923243,0.033606087713634415,0.011770011725193484,-0.04124283091336938,0.012238324593063954,-0.0514195235091899
SEMA6A,0.016932963700842026,-0.006453291143060237,0.03332325210110968,-0.034874103598136835,0.031604340091038394,0.010299566336888118,0.05033482359431055,-0.02675128738330411,0.0252565181804055,0.07190896145706861,0.044320350085939486
IRAK4,-0.029296713684745818,0.0021979644016421546,-0.04289456020666731,-0.02152126390222412,-0.0038758029296894494,-0.034804528063036036,0.053004373752435816,0.013420996888449081,0.03813381838541742,0.05704624542882671,-0.0029427965156272307
GSTP1,0.027939820937747807,-0.011268705050361991,0.07997844494806579,-0.016070559070375356,0.0015617042337662478,0.046474165169994495,0.05684976695056527,-0.03050062981527831,-0.005373938998548608,0.08454363889501301,0.07179584837465156
VCAM1,-0.06545524641861206,-0.012009592150444998,-0.02258744419954282,-0.06447167784099544,0.05806167206720284,0.059833802806726,0.0015325625335901227,-0.020192380225489505,0.039971631988574084,0.07593121873135553,-0.05397748658848255
NXPH3,-0.05123423176911076,0.024640018305692065,-0.02055999942885039,0.0004260183054804166,-0.015097880145984868,-0.013816190950905811,0.03649080721612583,-0.05492981320138028,-0.013335789608279231,0.07733072210694948,0.09486601570185045
MTMR4,0.028007405688411962,-0.04022205597564976,0.0008776364911809282,0.03817485645843626,-0.0036000531490283138,-0.012016255385812422,-0.006202322239283155,0.04925820764631618,0.008050421167629204,-0.005223988166677717,-0.011930955737154239
LAMC2,,-0.012702691360322742,,,,0.07417996375957897,,,-0.02866622220350704,0.014953347476000621,0.029536053958462854
IL10,-0.020431952130344457,-0.02683939059943768,-0.016706165959003382,-0.04331079965910012,0.001140862088377327,-0.03993789325425993,,-0.013270904439456069,-0.008840474773079761,-0.018865943396870668,-0.014640488800328234
SEMA4D,-0.00317276827860454,0.011814108434296068,-0.02106901869167156,-0.02024026097628499,-0.053938988041650655,-0.018323248087207606,0.00903453299313552,-0.05538984331328989,0.0011600696855072969,0.05581126825979322,0.037525653416319235
TRH,-0.01806155190706822,-0.057146182342290824,,-0.013749392231623353,0.06981926471260338,-0.0336598374078337,,-0.05479594767244381,0.12233638453780171,-0.020377985661896775,-0.01885838932601775
SEMA6D,0.08459524461709401,0.011732783388666375,-0.007731970943218849,0.09043773778712037,0.07284327240327362,0.010617750357033516,0.028151448660459176,-0.0041916479362689085,-0.045792453999596236,0.051121788733280764,0.011869867497936422
CEL,,,,0.06996917441332012,,,,,0.04013115282920058,0.044734929101205655,0.008387789866561092
PDCD1LG2,0.09578610811663399,-0.025169501531222965,0.005839731126186204,-0.030570581890006138,-0.018214733932246138,0.029883905090189202,0.042989823072069874,-0.022701458357215043,0.02898435297226021,0.04065087499234262,-0.01642792032772015
SPINT1,-0.038479704917524754,-0.03213559942065281,-0.018969387033410667,0.005930785506507419,0.052822429013008355,-0.022190908949468333,0.030100910196444158,-0.01947883073675143,0.03859761579622339,0.06269633286670538,0.06455106687814413
CTHRC1,-0.0041018493106264155,0.03105820686566077,0.05702911028719047,0.02042919113850654,0.052828449699066554,-0.0016721398311348007,-0.003923852697172308,-0.005750435045473933,0.05938659544909401,-0.04172122323015564,-0.00805119836243886
PODXL,-0.0060437174301740835,0.0712750911315256,-0.00491623907745119,-0.0200455176029419,0.057166994888578855,-0.023175289080068745,0.08411569402621637,-0.046392648210196084,0.039675847821578805,0.05586151641879357,-0.06018735038494227
JAM3,-0.09356073215524505,0.039547894386600405,-0.011388812062201546,0.023305479241017533,0.007123092750201621,-0.01671631767890797,-0.009390211873716133,-0.023826966262247274,-0.0369778737362173,-0.03102592600283551,0.02797574018836282
TGFB2,-0.018902733060013648,-0.025333642928149245,-0.04044054283958244,0.07137180776839004,0.04993034346660707,-0.0017486600696581518,-0.009436716031679926,0.09878869365306082,0.009136012450478523,-0.00023540339063953404,0.010015225602739207
COL18A1,0.02843893448437278,0.02858413258719202,0.004722351759627137,0.010925530791305944,0.06131904981165447,-0.018883607800584203,-0.0008183459018249118,-0.09486844532417084,0.011764048540830617,-0.053049905244903196,-0.055504465777073825
NODAL,0.004112563236581324,0.05605777241441507,-0.011234095612413683,0.10199318888808408,0.03501151773938502,,,-0.020381667205521984,-0.030893178993405237,0.0354839628088858,-0.0011377159527353779
INHBB,-0.03115427882662653,-0.02704005894583506,0.038895301979152336,0.002873865703042758,-0.020094372240059742,0.035684021607946606,0.04304973541845942,0.04878474411317816,0.04251584726028433,0.059276681559533716,0.026337588784401057
LCN1,,-0.01270269421848002,,,-0.01820688145630899,,,,,-0.02060732825202882,-0.0234125679529525
ARF4,0.005577138594722439,-0.08049358243505174,-0.01676474078938598,-0.03860545106606604,0.005736502777109391,-0.00508176532549549,0.023398343028972146,-0.020850494993112652,0.0064471995607166144,-0.003583441893497135,0.015679034150853928
CXCL14,-0.026013194313653405,-0.015178709467397326,-0.00025659391454632794,0.0781923480372794,0.011262917683641085,-0.03919126706921861,0.07053387315882956,0.030789895921455097,0.04666387009149876,0.025755589980856915,0.030933174719928118
LIF,0.05242934301091244,-0.023551779590279095,0.008376719686260387,-0.03516635319043807,0.05962072528944414,0.00796361707695955,0.012805537184599149,-0.02455275829582326,-0.0204785956999623,-0.036581741041819604,-0.05448033965119925
IL17B,,,,,0.04950589819003031,,,,,0.015822846761597124,-0.0264711267843008
MMP1,,-0.01751276159816452,,-0.013749389232233096,,,,,,-0.03504970878429657,-0.049473365953368445
MATN1,,-0.016678266935029253,,,-0.019088677412460217,0.04338038228109736,,-0.012071135484795778,0.09756942281057843,-0.02478398508197663,-0.02412340364963465
ADAM28,-0.02122671896091342,-0.025860989606902456,0.029130224885958084,-0.053760557055228655,0.045650421760662994,-0.007663283401423994,0.04270033732566723,-0.02375197184957981,0.03938491912907636,0.04726157019539613,-0.02461506540073341
TCN2,0.07674909682975278,0.041306096801059046,-0.0037241344855299193,0.016674854071666464,0.05404479719846011,-0.0010405401225508555,0.0048985148838269835,-0.048562675883219934,-0.0028677292567661646,0.042499601008168436,0.05866912270388488
THPO,,0.042119105680933196,,,0.10198838155255828,-0.02109200500159041,0.01075539753117255,-0.012071136871437519,,0.03448256822584299,-0.03615111367850284
CUBN,0.12035832727909852,0.05621826356591313,-0.015263116002530006,0.06308501607157749,0.07132680335085523,-0.03782177021280479,0.018249572330064,0.005001125903820839,0.09893791267591436,-0.020897445912484623,-0.012386339724143393
TIMP3,0.03712085284991661,0.021044190914853173,-0.0034107903262769836,0.05725379876996785,0.017696676073076244,0.018785473850481044,-0.011613465419099292,-0.021399226275944944,0.018475302965481666,-0.020843432238611712,-0.02822129048564664
PIGF,0.020576518187648447,-0.006171172649451773,0.009537594709101193,-0.007064194925548173,0.04957924322420246,-0.03328056043141905,0.041187973830732624,0.06790939411352281,-0.005988256776702321,0.020940340363688508,0.05612815634589398
CRH,,0.007677981271200048,-0.01409876037111919,0.11610105109049715,-0.02799739592967507,0.05429360780600761,-0.0007939116143273379,0.0233452697117989,0.0186626784122111,-0.0305580303209108,-0.0020000853578507603
BDNF,,0.010747832852181935,-0.012612171271619437,0.04044954675419884,-0.012251612593606744,0.03453604008931676,-0.031218244591049948,-0.013595200431940267,0.04952622212435169,0.02418987295266382,0.06279279012241908
CCL5,-0.07195778452398177,0.024705135338545698,-0.016263469920361713,-0.030256753034119444,0.06868407515794299,-0.02903380114312098,-0.02832243278374002,-0.016375948787776904,-0.030754849380538456,-0.01316854977129941,-0.015941767197011125
